,TUT1 (64852)
ACH-000589,-1.4806184615
ACH-000591,-1.60910725323
ACH-000593,-0.922769722912
ACH-000600,-1.4846830869499998
ACH-000601,-1.50590518618
ACH-000604,-1.5304513659999999
ACH-000605,-1.54143454085
ACH-000606,-0.968467284558
ACH-000608,-2.02087371968
ACH-000614,-1.28898690077
ACH-000616,-1.2396351896200002
ACH-000618,-1.25352346679
ACH-000619,-1.32753218855
ACH-000620,-1.5136136571599998
ACH-000621,-1.78207150303
ACH-000622,-0.736623943391
ACH-000623,-1.3437216628600002
ACH-000624,-1.30274139566
ACH-000627,-1.23404325172
ACH-000630,-1.14125460688
ACH-000632,-1.06698015861
ACH-000633,-1.4605356825600002
ACH-000637,-1.05239585926
ACH-000638,-1.13201625919
ACH-000646,-1.50314774164
ACH-000647,-1.54900152934
ACH-000648,-1.4962816431900001
ACH-000649,-1.5226213130000001
ACH-000651,-1.34092481358
ACH-000652,-1.3088806952299998
ACH-000653,-1.14002703
ACH-000657,-1.4065487528799998
ACH-000658,-1.69436040944
ACH-000661,-1.85884460378
ACH-000662,-1.34674665005
ACH-000663,-1.4026870904100002
ACH-000665,-1.4978849489200001
ACH-000671,-1.5213032238799997
ACH-000673,-1.33039814561
ACH-000676,-1.4126056310600001
ACH-000677,-0.794601044656
ACH-000681,-1.21345641142
ACH-000682,-1.45924781542
ACH-000683,-1.43754527586
ACH-000684,-1.09899277204
ACH-000688,-1.6639494030000002
ACH-000693,-1.4302440166400001
ACH-000694,-1.2021585883900001
ACH-000695,-1.2968609198899999
ACH-000696,-1.08771717008
ACH-000697,-1.5381558121899999
ACH-000699,-1.89146338902
ACH-000701,-1.5022545499899997
ACH-000706,-1.0336200295
ACH-000711,-1.3683106095200002
ACH-000713,-1.1897286031899998
ACH-000714,-1.4981759498700002
ACH-000718,-1.75372995181
ACH-000720,-1.33074000296
ACH-000721,-1.4770266068900002
ACH-000724,-1.65944233871
ACH-000725,-1.6189998792200002
ACH-000732,-0.8781741168709999
ACH-000734,-1.20019723372
ACH-000735,-1.22083608317
ACH-000736,-1.5997867856299999
ACH-000738,-1.35642435086
ACH-000746,-1.25489354121
ACH-000747,-1.22630270157
ACH-000748,-1.45946589947
ACH-000753,-1.43203683818
ACH-000756,-1.31231568277
ACH-000757,-1.5447167576899998
ACH-000758,-1.38052361984
ACH-000760,-1.4086695196899999
ACH-000763,-1.55885174065
ACH-000764,-1.5018809872799999
ACH-000765,-1.18390349239
ACH-000766,-1.43682457334
ACH-000767,-1.67504913295
ACH-000768,-1.26737268748
ACH-000769,-1.5578781320700001
ACH-000770,-0.8878325697380001
ACH-000771,-1.2591428904700002
ACH-000773,-1.5223437179100001
ACH-000776,-1.3753238584799998
ACH-000777,-1.2839695334399999
ACH-000778,-1.56289959176
ACH-000781,-1.08575483735
ACH-000782,-1.2744410912000002
ACH-000783,-1.3797002238
ACH-000784,-1.38266307959
ACH-000785,-1.4790076537299999
ACH-000787,-1.26868251987
ACH-000788,-1.4629427566799997
ACH-000791,-1.14838190622
ACH-000792,-1.37263436322
ACH-000794,-1.1744885390200002
ACH-000796,-1.46043589389
ACH-000799,-1.20588527875
ACH-000800,-0.841089957406
ACH-000802,-1.2962887454
ACH-000804,-1.36726370898
ACH-000805,-1.16081578741
ACH-000809,-1.3390845241299998
ACH-000810,-1.11559753422
ACH-000811,-1.28112776089
ACH-000817,-1.2671097052
ACH-000819,-1.5772962779100002
ACH-000820,-0.81277436088
ACH-000821,-1.72430234015
ACH-000822,-1.05911535875
ACH-000823,-1.32349835315
ACH-000824,-1.63816898334
ACH-000827,-1.24563928253
ACH-000829,-1.10090390817
ACH-000831,-1.3617805529299998
ACH-000832,-1.300530532
ACH-000833,-1.34267856787
ACH-000834,-1.35377841991
ACH-000835,-1.47698456982
ACH-000836,-1.33453573769
ACH-000837,-1.30873261345
ACH-000838,-1.33135326552
ACH-000839,-1.29860510816
ACH-000840,-1.5670209053400002
ACH-000841,-1.2178469360100002
ACH-000843,-1.27857777489
ACH-000846,-1.28708825792
ACH-000847,-1.32218513886
ACH-000848,-1.0394388029100001
ACH-000849,-1.1064385231899998
ACH-000851,-1.2878025885
ACH-000855,-1.3242849171100002
ACH-000856,-1.38071121958
ACH-000858,-1.54951539668
ACH-000859,-1.12647999983
ACH-000861,-1.46324098356
ACH-000862,-1.4485977910299999
ACH-000865,-1.37585669044
ACH-000866,-1.49312685227
ACH-000867,-1.57908230477
ACH-000869,-1.4062348245700003
ACH-000872,-1.37420309127
ACH-000873,-1.35477956075
ACH-000876,-1.51556102383
ACH-000878,-1.33895842245
ACH-000880,-1.60912629732
ACH-000881,-1.05574255406
ACH-000882,-1.26433821188
ACH-000884,-1.1995323619
ACH-000885,-1.29826134653
ACH-000887,-1.21527606672
ACH-000888,-1.50571875796
ACH-000889,-1.32498769715
ACH-000890,-1.29159281605
ACH-000896,-1.59809215239
ACH-000898,-1.6706827288
ACH-000900,-1.42585522634
ACH-000901,-1.5254121128600002
ACH-000905,-1.27214670691
ACH-000906,-1.47981419731
ACH-000907,-0.969263988296
ACH-000910,-1.3846405329700002
ACH-000911,-1.3468019901
ACH-000912,-1.18297212295
ACH-000913,-1.0332465203799999
ACH-000915,-1.2634237553
ACH-000916,-0.9000980077159999
ACH-000917,-1.1012624628799998
ACH-000921,-1.5110646071
ACH-000924,-1.4418749899
ACH-000926,-0.9888893264669999
ACH-000928,-1.4707205007700002
ACH-000929,-1.51099104469
ACH-000932,-1.4786691231
ACH-000935,-1.14273837983
ACH-000936,-1.06918146202
ACH-000937,-1.56648752067
ACH-000938,-0.84447595147
ACH-000939,-1.55360718019
ACH-000941,-1.57730005888
ACH-000943,-1.45965733739
ACH-000946,-1.4047408421
ACH-000947,-1.55313289159
ACH-000948,-1.06762606374
ACH-000950,-1.23513971004
ACH-000953,-1.45253088574
ACH-000957,-1.23611631469
ACH-000958,-1.48741453938
ACH-000960,-1.5267937886399998
ACH-000963,-1.5173232994799999
ACH-000968,-1.23707286032
ACH-000969,-1.20025150535
ACH-000973,-1.43535699968
ACH-000974,-1.46411060487
ACH-000975,-1.3629704691100002
ACH-000976,-1.5017019117100001
ACH-000978,-1.0696679777299998
ACH-000980,-1.6831869018799999
ACH-000984,-1.49062402546
ACH-000986,-1.0083604706
ACH-000988,-0.9452878483630001
ACH-000993,-1.15073210815
ACH-000994,-1.48077011162
ACH-000996,-1.3376129971200001
ACH-001001,-1.3100855029
ACH-001020,-1.57699839982
ACH-001028,-1.54742590896
ACH-001031,-1.28586184786
ACH-001038,-1.6089668890600002
ACH-001048,-1.28443445255
ACH-001050,-1.2003900862799999
ACH-001053,-1.4949903299399998
ACH-001054,-1.42449252089
ACH-001061,-1.42081514962
ACH-001067,-1.48146687982
ACH-001075,-1.034690495
ACH-001096,-1.63776351667
ACH-001128,-1.54497109773
ACH-001134,-1.4766471753400001
ACH-001151,-1.33992999255
ACH-001163,-1.2863360290399999
ACH-001164,-1.33945272487
ACH-001173,-1.41318816555
ACH-001183,-1.22739767487
ACH-001184,-1.27228461326
ACH-001190,-0.8485287754749999
ACH-001192,-1.28101907962
ACH-001193,-1.22022355232
ACH-001196,-1.42448786411
ACH-001197,-1.30900085953
ACH-001205,-1.15770492168
ACH-001211,-1.26471078533
ACH-001212,-1.4356175953499999
ACH-001228,-1.60045575894
ACH-001232,-1.4275363874399998
ACH-001239,-1.4579019765099999
ACH-001274,-1.47112503211
ACH-001275,-1.4987338898700002
ACH-001277,-1.43556055351
ACH-001278,-1.30985205896
ACH-001280,-1.33643454249
ACH-001283,-1.4447486088400001
ACH-001289,-1.15288586075
ACH-001295,-1.22194136561
ACH-001300,-1.57976273387
ACH-001301,-1.2721359584999998
ACH-001302,-1.8562603754
ACH-001303,-1.61165628171
ACH-001306,-1.49920878861
ACH-001318,-1.14610242257
ACH-001322,-1.427175415
ACH-001328,-1.3136037493000001
ACH-001332,-1.10802856574
ACH-001333,-1.3773445598899998
ACH-001336,-1.44084712262
ACH-001340,-1.37269344038
ACH-001346,-1.12393205287
ACH-001353,-1.2846612352200002
ACH-001354,-0.9498582569949999
ACH-001367,-1.3892763407799997
ACH-001368,-1.55486527831
ACH-001374,-1.30635293491
ACH-001375,-1.10754853955
ACH-001377,-1.56758258225
ACH-001380,-1.10747856551
ACH-001391,-1.28894300311
ACH-001407,-1.44322519528
ACH-001408,-1.39233654692
ACH-001413,-1.19284527434
ACH-001430,-1.5074995721000002
ACH-001431,-1.07098050125
ACH-001450,-1.5157616502899998
ACH-001496,-1.5333483148
ACH-001500,-1.7717462741499999
ACH-001521,-1.67169556361
ACH-001523,-1.1377271487799998
ACH-001532,-1.3757979791600001
ACH-001536,-1.64619060009
ACH-001550,-1.54081855361
ACH-001552,-1.0850481214799998
ACH-001554,-1.3760240055700002
ACH-001645,-1.42448039949
ACH-001654,-1.35716120079
ACH-001715,-1.26900881751
ACH-001735,-1.23219333612
ACH-001736,-1.4905281517299998
ACH-001737,-1.67035016926
ACH-001740,-1.33968019452
ACH-001745,-1.2754990229899998
ACH-001750,-1.50045911092
ACH-001765,-1.4650944670800001
ACH-001956,-1.4324485047799997
ACH-001957,-1.1368223182200001
