,HIST1H2AI (8329)
ACH-000466,-0.8627666092190001
ACH-000467,-0.795138651235
ACH-000468,-0.503303818429
ACH-000469,-0.803838643801
ACH-000470,-0.689884803038
ACH-000471,-0.574404685268
ACH-000472,-0.531746552713
ACH-000473,-0.50838648093
ACH-000475,-0.645074335349
ACH-000476,-0.7249507670149999
ACH-000477,-0.594415176188
ACH-000480,-0.483816745243
ACH-000481,-0.6847403129790001
ACH-000483,-0.28363965890799997
ACH-000484,-0.507425335607
ACH-000485,-0.534434477466
ACH-000486,-0.703081070296
ACH-000487,-0.7670082564
ACH-000488,-0.731009073665
ACH-000490,-0.684870799249
ACH-000491,-0.611336475143
ACH-000495,-0.67072403813
ACH-000496,-0.554635502649
ACH-000499,-0.332454407281
ACH-000500,-0.473049025166
ACH-000502,-0.652628185642
ACH-000503,-0.43044293474100004
ACH-000505,-0.6293814948390001
ACH-000507,-0.709367968628
ACH-000510,-0.38780213345799996
ACH-000511,-0.7200696775300001
ACH-000512,-0.7998926273870001
ACH-000516,-0.598986464824
ACH-000517,-0.721420123311
ACH-000518,-0.7525468697900001
ACH-000520,-0.42470278891400004
ACH-000521,-0.361332754717
ACH-000522,-0.532611940204
ACH-000524,-0.837068419744
ACH-000527,-0.501606981359
ACH-000528,-0.7068668616220001
ACH-000537,-0.7017135968800001
ACH-000541,-0.604905238927
ACH-000542,-0.629848548899
ACH-000544,-0.553633438969
ACH-000545,-0.672176620987
ACH-000547,-0.448249534494
ACH-000548,-0.7662201015360001
ACH-000549,-0.525144607816
ACH-000550,-0.555821084363
ACH-000552,-0.580484725579
ACH-000556,-0.699790786136
ACH-000557,-1.3156462446700001
ACH-000570,-0.634459618731
ACH-000571,-0.828953405801
ACH-000573,-0.767726585943
ACH-000576,-0.7875550545100001
ACH-000580,-0.296560416636
ACH-000584,-0.8516130041240001
ACH-000585,-0.765106903546
ACH-000588,-0.668418263521
ACH-000589,-0.428630590915
ACH-000591,-0.38422655144699996
ACH-000593,-0.61320316623
ACH-000600,-0.747434762119
ACH-000601,-0.5458015934139999
ACH-000604,-0.599165665615
ACH-000605,-0.629202551649
ACH-000606,-0.620236601715
ACH-000608,-0.7266935112270001
ACH-000614,-0.47080450168399995
ACH-000616,-0.445926148607
ACH-000618,-0.874611204884
ACH-000619,-0.86060622016
ACH-000620,-0.687014551637
ACH-000621,-0.656872010785
ACH-000622,-0.558299261363
ACH-000623,-0.6838435494859999
ACH-000624,-0.656467156107
ACH-000627,-0.649062923579
ACH-000630,-0.584808395512
ACH-000632,-0.635678628258
ACH-000633,-0.286379039486
ACH-000637,-0.768056235615
ACH-000638,-0.5652619214519999
ACH-000646,-0.304565504129
ACH-000647,-0.6893320119290001
ACH-000648,-0.777173640065
ACH-000649,-0.7661349766779999
ACH-000651,-0.5970410238080001
ACH-000652,-0.6905991433290001
ACH-000653,-0.737542024827
ACH-000657,-0.659291983848
ACH-000658,-0.837686315886
ACH-000661,-0.910555662386
ACH-000662,-0.6127962555390001
ACH-000663,-0.414896368893
ACH-000665,-0.7088789977259999
ACH-000671,-0.977307844673
ACH-000673,-0.740010481118
ACH-000676,-0.48659868570799997
ACH-000677,-0.640368280813
ACH-000681,-0.47735753744900006
ACH-000682,-0.596174668269
ACH-000683,-0.612231439575
ACH-000684,-0.534394037647
ACH-000688,-0.40988509861199995
ACH-000693,-0.53376778505
ACH-000694,-0.598447599604
ACH-000695,-0.900898240299
ACH-000696,-0.586855873882
ACH-000697,-0.23600722554
ACH-000699,-0.49281766096
ACH-000701,-0.774203149666
ACH-000706,-0.46010880761999995
ACH-000711,-0.6832947514129999
ACH-000713,-0.634919863472
ACH-000714,-0.928379550985
ACH-000718,-0.22378135729200002
ACH-000720,-0.5780291233470001
ACH-000721,-0.7513974621799999
ACH-000724,-1.1860087802
ACH-000725,-0.6745647812540001
ACH-000732,-0.484815477493
ACH-000734,-0.668155950917
ACH-000735,-0.6712290574750001
ACH-000736,-0.618624394206
ACH-000738,-0.772441497541
ACH-000746,-0.577396064876
ACH-000747,-0.335434426339
ACH-000748,-0.577175054824
ACH-000753,-0.8198480790800001
ACH-000756,-0.8361556205239999
ACH-000757,-0.353302323946
ACH-000758,-0.587637338156
ACH-000760,-0.908018079304
ACH-000763,-1.22894259842
ACH-000764,-0.8422344267470001
ACH-000765,-0.39111470117200003
ACH-000766,-0.544798115112
ACH-000767,-0.754346666228
ACH-000768,-0.625122560084
ACH-000769,-0.350164488765
ACH-000770,-0.8241257641349999
ACH-000771,-0.7965711952410001
ACH-000773,-0.535570827294
ACH-000776,-0.538460214465
ACH-000777,-0.623338876365
ACH-000778,-0.8706602487880001
ACH-000781,-0.642659021289
ACH-000782,-0.799309578919
ACH-000783,-0.923368170394
ACH-000784,-0.5329766838059999
ACH-000785,-0.569674616503
ACH-000787,-0.47059309602399996
ACH-000788,-0.715232827092
ACH-000791,-0.5719209605610001
ACH-000792,-0.72895304449
ACH-000794,-0.717316589084
ACH-000796,-0.505276993205
ACH-000799,-0.257182418488
ACH-000800,-0.5839421083340001
ACH-000802,-0.715288655042
ACH-000804,-0.755784153847
ACH-000805,-0.527873726355
ACH-000809,-0.588839353523
ACH-000810,-0.685038431393
ACH-000811,-0.583659123638
ACH-000817,-0.185129842473
ACH-000819,-0.469999310938
ACH-000820,-0.292013496324
ACH-000821,-0.747999099039
ACH-000822,-0.577213190254
ACH-000823,-0.551084446306
ACH-000824,-1.0929883526200002
ACH-000827,-0.449303352593
ACH-000829,-0.5057231061540001
ACH-000831,-0.462692087096
ACH-000832,-0.5389821441170001
ACH-000833,-0.702457910828
ACH-000834,-0.587052798111
ACH-000835,-0.274567476501
ACH-000836,-0.610345809428
ACH-000837,-0.295648984534
ACH-000838,-1.13890776935
ACH-000839,-0.8596407113500001
ACH-000840,-0.7723697054459999
ACH-000841,-0.530089673296
ACH-000843,-0.7501108086939999
ACH-000846,-0.703934352197
ACH-000847,-0.25522959272100004
ACH-000848,-0.374889706978
ACH-000849,-0.696721197908
ACH-000851,-0.272602034198
ACH-000855,-0.6683692713
ACH-000856,-0.409982184072
ACH-000858,-0.619671075781
ACH-000859,-0.256263198965
ACH-000861,-0.322959024303
ACH-000862,-0.467205572852
ACH-000865,-0.645415671877
ACH-000866,-0.6250475557249999
ACH-000867,-0.771563953867
ACH-000869,-0.59965613217
ACH-000872,-0.38144213504600005
ACH-000873,-0.6863257203669999
ACH-000876,-0.7545672059559999
ACH-000878,-0.746549801561
ACH-000880,-0.712685978716
ACH-000881,-0.601734077539
ACH-000882,-0.533372242527
ACH-000884,-0.9021725966680001
ACH-000885,-0.24335438976100002
ACH-000887,-0.712075287456
ACH-000888,-0.6753524461589999
ACH-000889,-0.876479358108
ACH-000890,-0.715673410436
ACH-000896,-0.470982283276
ACH-000898,-0.524830331632
ACH-000900,-0.495099120376
ACH-000901,-0.563517512453
ACH-000905,-0.700459942772
ACH-000906,-0.5151952304999999
ACH-000907,-0.49744503633000003
ACH-000910,-0.5669950781040001
ACH-000911,-0.49582215947999997
ACH-000912,-0.603597587506
ACH-000913,-0.705310120123
ACH-000915,-0.638579842401
ACH-000916,-0.273715649997
ACH-000917,-0.555328222586
ACH-000921,-0.37774013532899997
ACH-000924,-0.324912029908
ACH-000926,-0.7673340679790001
ACH-000928,-0.42041266646799996
ACH-000929,-0.8704881998620001
ACH-000932,-0.589483160647
ACH-000935,-0.515284128937
ACH-000936,-0.564000596135
ACH-000937,-0.9824587666399999
ACH-000938,-0.955362063519
ACH-000939,-0.677426595578
ACH-000941,-0.609805051175
ACH-000943,-0.47949302593299997
ACH-000946,-0.514401473308
ACH-000947,-0.538807752348
ACH-000948,-0.47777961071999997
ACH-000950,-0.39461489031499997
ACH-000953,-1.07139146449
ACH-000957,-0.534858885864
ACH-000958,-0.7322767525980001
ACH-000960,-0.996745553647
ACH-000963,-0.707779452179
ACH-000968,-0.46064721347599996
ACH-000969,-0.49475965845799996
ACH-000973,-0.709131075573
ACH-000974,-0.553477006915
ACH-000975,-0.649251186221
ACH-000976,-0.726370310535
ACH-000978,-0.567297726274
ACH-000980,-0.7055847912279999
ACH-000984,-0.29226321067899996
ACH-000986,-0.581147965779
ACH-000988,-0.5966737302690001
ACH-000993,-0.519467996917
ACH-000994,-0.797903728928
ACH-000996,-0.459017976506
ACH-001001,-0.682627765859
ACH-001020,-0.7218959361339999
ACH-001028,-0.653395735827
ACH-001031,-0.540200826966
ACH-001038,-0.56119391274
ACH-001048,-0.749602068242
ACH-001050,-0.491153475457
ACH-001053,-0.668175245288
ACH-001054,-0.588779085711
ACH-001061,-0.5750055956
ACH-001067,-0.539404253411
ACH-001075,-0.715441255147
ACH-001096,-0.670338934343
ACH-001128,-0.523737928576
ACH-001134,-0.449157584187
ACH-001151,-0.5829555232460001
ACH-001163,-0.5786961061079999
ACH-001164,-0.780361804916
ACH-001173,-0.544282929074
ACH-001183,-0.5151819588409999
ACH-001184,-0.58309786063
ACH-001190,-0.332310619241
ACH-001192,-0.629023685667
ACH-001193,-0.616828417786
ACH-001196,-0.548530547433
ACH-001197,-0.340738408727
ACH-001205,-0.708022749575
ACH-001211,-0.138227302554
ACH-001212,-0.357169885686
ACH-001228,-0.853287295361
ACH-001232,-0.448851107168
ACH-001239,-0.81414887385
ACH-001274,-0.49475289576399994
ACH-001275,-0.677978805957
ACH-001277,-0.445076231247
ACH-001278,-0.5699027577579999
ACH-001280,-0.380776087931
ACH-001283,-0.533597157801
ACH-001289,-0.7358064896529999
ACH-001295,-0.766042446856
ACH-001300,-0.7525445975030001
ACH-001301,-0.363871497562
ACH-001302,-0.7744411102519999
ACH-001303,-0.522602892817
ACH-001306,-0.398234508764
ACH-001318,-0.627831269573
ACH-001322,-0.297552392612
ACH-001328,-0.731674756427
ACH-001332,-0.435208025841
ACH-001333,-0.484656144645
ACH-001336,-0.556335876653
ACH-001340,-0.77655626897
ACH-001346,-0.48870137156300003
ACH-001353,-0.535502847027
ACH-001354,-0.860397699065
ACH-001367,-0.33847258095
ACH-001368,-0.700892899169
ACH-001374,-0.5226184202040001
ACH-001375,-0.67586318691
ACH-001377,-0.874168970304
ACH-001380,-0.509176176166
ACH-001391,-0.668068467478
ACH-001407,-0.550770315629
ACH-001408,-0.8046824768269999
ACH-001413,-0.460303356835
ACH-001430,-0.688957529076
ACH-001431,-0.640688963695
ACH-001450,-0.431039527277
ACH-001496,-0.39975860802
ACH-001500,-0.608209422289
ACH-001521,-0.5118539442450001
ACH-001523,-0.684479627842
ACH-001532,-0.39827918729999995
ACH-001536,-0.5049932261550001
ACH-001550,-0.7279157194399999
ACH-001552,-0.375270742764
ACH-001554,-0.700197286645
ACH-001645,-0.698166751553
ACH-001654,-0.807655500704
ACH-001715,-0.669389391914
ACH-001735,-0.775156900814
ACH-001736,-0.84791601905
ACH-001737,-1.0062194885200002
ACH-001740,-0.728463187735
ACH-001745,-0.53786629603
ACH-001750,-0.5225519553970001
ACH-001765,-0.734259747452
ACH-001956,-0.756570887357
ACH-001957,-0.585686776482
