,UFL1 (23376)
ACH-001302,-0.5121552411370001
ACH-001303,-0.630782607276
ACH-001306,-0.568403435145
ACH-001318,-0.18704854363499998
ACH-001322,-0.595097616756
ACH-001328,-0.534736996971
ACH-001332,-0.7060246998849999
ACH-001333,-0.491785507481
ACH-001336,-0.472159565035
ACH-001340,-0.312927124333
ACH-001346,-0.773979124356
ACH-001353,-0.934037033219
ACH-001354,-0.427455874886
ACH-001367,-0.319365822194
ACH-001368,-0.209006031285
ACH-001374,-0.6123193223969999
ACH-001375,-0.719934697252
ACH-001377,-0.797950786257
ACH-001380,-0.669044158194
ACH-001391,-0.51416669852
ACH-001407,-0.489751333407
ACH-001408,-0.41873917838200003
ACH-001413,-0.860648081028
ACH-001430,-0.956506238566
ACH-001431,-0.279335762249
ACH-001450,-0.35098943550399997
ACH-001496,-0.645167975049
ACH-001500,-0.565367005732
ACH-001521,-0.183815329901
ACH-001523,-0.384391508478
ACH-001532,-0.478159796392
ACH-001536,-0.597559644825
ACH-001550,-0.338667141179
ACH-001552,-0.631841647582
ACH-001554,-0.499902336174
ACH-001645,-0.224355604052
ACH-001654,-0.607436823876
ACH-001715,-0.614470120729
ACH-001735,-0.497386814283
ACH-001736,-0.302452815156
ACH-001737,-0.526847246771
ACH-001740,-0.205932331882
ACH-001745,-0.159360449873
ACH-001750,-0.682617937526
ACH-001765,-0.10546280021099999
ACH-001956,-0.40467309345799996
ACH-001957,-0.477975982183
