,RABGGTB (5876)
ACH-000468,-2.2633548414099995
ACH-000469,-1.4592192310799998
ACH-000470,-1.6924694207700002
ACH-000471,-1.69286821338
ACH-000472,-1.7042793268
ACH-000473,-1.39277756981
ACH-000475,-1.41480234154
ACH-000476,-1.61306223561
ACH-000477,-1.9678205931000001
ACH-000480,-1.18711638154
ACH-000481,-1.19238250707
ACH-000483,-0.875661493115
ACH-000484,-1.38163781459
ACH-000485,-1.5419249008700002
ACH-000486,-1.27592659537
ACH-000487,-1.34427084111
ACH-000488,-1.25309996034
ACH-000490,-1.39222765503
ACH-000491,-1.34182179347
ACH-000495,-1.34544700527
ACH-000496,-1.39091801119
ACH-000499,-1.11201449404
ACH-000500,-1.43067679146
ACH-000502,-1.51443532276
ACH-000503,-1.17280305987
ACH-000505,-1.29643849983
ACH-000507,-1.4144642972900001
ACH-000510,-1.46348310303
ACH-000511,-1.38742186226
ACH-000512,-1.29969249079
ACH-000516,-1.86008123107
ACH-000517,-1.5944191268
ACH-000518,-1.17520334704
ACH-000520,-1.33756855717
ACH-000521,-1.66556678373
ACH-000522,-1.59398294201
ACH-000524,-1.27242071434
ACH-000527,-1.1979430772600002
ACH-000528,-1.4810626158000002
ACH-000537,-1.74799018064
ACH-000541,-1.4947123814200003
ACH-000542,-1.4128961496899999
ACH-000544,-1.2329896766600001
ACH-000545,-1.32779308803
ACH-000547,-1.07741056589
ACH-000548,-1.28873715943
ACH-000549,-1.36926344678
ACH-000550,-1.61912355993
ACH-000552,-1.30422803819
ACH-000556,-1.5554662589
ACH-000557,-1.11934386069
ACH-000570,-1.56735307434
ACH-000571,-2.33954776129
ACH-000573,-1.6964828198
ACH-000576,-1.54151746799
ACH-000580,-1.83260198338
ACH-000584,-1.2341608179
ACH-000585,-1.40405808162
ACH-000588,-1.42758495193
ACH-000589,-1.3221549246700002
ACH-000591,-1.49408101909
ACH-000593,-1.42813611504
ACH-000600,-1.68646949554
ACH-000601,-1.28761006112
ACH-000604,-0.958588110703
ACH-000605,-1.34971668095
ACH-000606,-1.33192867191
ACH-000608,-1.16627604064
ACH-000614,-1.26463442788
ACH-000616,-1.6230543057100002
ACH-000618,-1.27171885624
ACH-000619,-1.31001651775
ACH-000620,-1.56330733597
ACH-000621,-1.32530523926
ACH-000622,-1.7930028548400003
ACH-000623,-1.40257622995
ACH-000624,-1.3912712134600003
ACH-000627,-1.52790619639
ACH-000630,-1.29774836753
ACH-000632,-1.4882814029700002
ACH-000633,-1.3229773764700001
ACH-000637,-1.3215018467
ACH-000638,-1.3501991029299998
ACH-000646,-0.89091816138
ACH-000647,-1.26831710991
ACH-000648,-1.68826747379
ACH-000649,-1.3434605097999999
ACH-000651,-1.41785796226
ACH-000652,-1.3536532821599998
ACH-000653,-1.9519939342
ACH-000657,-1.39575094541
ACH-000658,-1.57140174946
ACH-000661,-1.3017129332100001
ACH-000662,-1.6141289701800001
ACH-000663,-1.24824066237
ACH-000665,-1.50391608821
ACH-000671,-1.06034360924
ACH-000673,-1.9430106379499998
ACH-000676,-1.2576408245100001
ACH-000677,-0.602767294244
ACH-000681,-1.68460601335
ACH-000682,-1.56951016299
ACH-000683,-1.6136687830399998
ACH-000684,-1.6052875948299998
ACH-000688,-1.9219246571900002
ACH-000693,-1.12806180807
ACH-000694,-1.35988911444
ACH-000695,-1.21270327903
ACH-000696,-1.39138981675
ACH-000697,-1.5175413353100002
ACH-000699,-2.0449867401299997
ACH-000701,-0.935156795589
ACH-000706,-1.2220054927500001
ACH-000711,-1.51293475688
ACH-000713,-1.2854895127200001
ACH-000714,-1.59846054681
ACH-000718,-1.8870624378999998
ACH-000720,-1.48346135019
ACH-000721,-1.4493130288999998
ACH-000724,-1.74402256804
ACH-000725,-0.678199847618
ACH-000732,-1.21307020402
ACH-000734,-1.30215454469
ACH-000735,-1.5548509273700002
ACH-000736,-1.37136160034
ACH-000738,-1.4281298601199999
ACH-000746,-1.6177235742700002
ACH-000747,-1.30129264916
ACH-000748,-1.2923457303299999
ACH-000753,-1.41828418393
ACH-000756,-1.4479054981400001
ACH-000757,-1.12838565448
ACH-000758,-1.2850107928799999
ACH-000760,-1.5079660765399998
ACH-000763,-1.5193364688799997
ACH-000764,-1.32913448049
ACH-000765,-1.2738575203
ACH-000766,-1.62358248291
ACH-000767,-1.4977836200799999
ACH-000768,-1.56307501742
ACH-000769,-1.5200035407299999
ACH-000770,-1.36967888559
ACH-000771,-1.1380490803899999
ACH-000773,-1.33383813328
ACH-000776,-1.47864197982
ACH-000777,-0.9955592847399999
ACH-000778,-1.61638968296
ACH-000781,-1.3476420362200001
ACH-000782,-1.40969155042
ACH-000783,-1.6193168580000001
ACH-000784,-1.5551311442299998
ACH-000785,-1.03967778937
ACH-000787,-1.2967581213400001
ACH-000788,-1.53625028195
ACH-000791,-1.58248593912
ACH-000792,-1.2920495914899999
ACH-000794,-1.3048731507100002
ACH-000796,-1.67671738015
ACH-000799,-1.62760519962
ACH-000800,-1.22569600174
ACH-000802,-1.28510177989
ACH-000804,-1.4948430523299998
ACH-000805,-1.54961721373
ACH-000809,-1.46186215718
ACH-000810,-0.9769285273039999
ACH-000811,-1.9536587743599998
ACH-000817,-1.49111364245
ACH-000819,-1.33749994188
ACH-000820,-1.68291457136
ACH-000821,-1.0724872969600001
ACH-000822,-2.03875922357
ACH-000823,-1.21444835747
ACH-000824,-1.5417758462
ACH-000827,-1.33712774962
ACH-000829,-1.53075993217
ACH-000831,-1.21647223831
ACH-000832,-1.05582713191
ACH-000833,-1.32915692578
ACH-000834,-1.37644923252
ACH-000835,-1.18763988502
ACH-000836,-1.64129880164
ACH-000837,-1.29403594466
ACH-000838,-1.6604154458700002
ACH-000839,-1.16597450907
ACH-000840,-1.4638698437200002
ACH-000841,-1.52280699442
ACH-000843,-1.26083046694
ACH-000846,-1.0099851522499999
ACH-000847,-1.42650436913
ACH-000848,-1.14962018971
ACH-000849,-1.3658526282299999
ACH-000851,-1.42184145282
ACH-000855,-1.0795851271899999
ACH-000856,-1.1914813551299999
ACH-000858,-1.33549711684
ACH-000859,-1.70817914118
ACH-000861,-1.5878423218900002
ACH-000862,-1.51421886148
ACH-000865,-1.26172740729
ACH-000866,-1.46285887754
ACH-000867,-1.27915315169
ACH-000869,-1.21555338846
ACH-000872,-1.34801427583
ACH-000873,-1.4491794335100001
ACH-000876,-0.8703206805679999
ACH-000878,-1.5702854843
ACH-000880,-1.3909282542899999
ACH-000881,-1.3977937753999998
ACH-000882,-1.23730934912
ACH-000884,-1.3304789522700002
ACH-000885,-1.3669679961
ACH-000887,-1.5043168687700001
ACH-000888,-1.4942489036500002
ACH-000889,-1.20480154114
ACH-000890,-1.43062143627
ACH-000896,-1.3029055822600002
ACH-000898,-1.6193298165
ACH-000900,-1.4077599353799999
ACH-000901,-1.68465359783
ACH-000905,-1.34361895607
ACH-000906,-1.18101197786
ACH-000907,-1.29725265481
ACH-000910,-1.48366898768
ACH-000911,-1.4446397800600002
ACH-000912,-1.18364370905
ACH-000913,-1.17102721219
ACH-000915,-1.42989077324
ACH-000916,-1.53940055803
ACH-000917,-1.3939518201899999
ACH-000921,-1.2183535601
ACH-000924,-1.49691943941
ACH-000926,-1.75339525461
ACH-000928,-1.0124685125
ACH-000929,-1.4660185589899999
ACH-000932,-1.18675722029
ACH-000935,-1.42612629261
ACH-000936,-1.50565210319
ACH-000937,-1.7866387083400002
ACH-000938,-1.3939579240200002
ACH-000939,-1.2319531860500001
ACH-000941,-1.27593497282
ACH-000943,-1.1190927904299999
ACH-000946,-1.4839233201100002
ACH-000947,-1.32919529714
ACH-000948,-1.31892762639
ACH-000950,-1.2249816734299999
ACH-000953,-1.95859340768
ACH-000957,-1.36450943859
ACH-000958,-1.57209001296
ACH-000960,-1.4732002256799999
ACH-000963,-1.29725748701
ACH-000968,-1.43177270028
ACH-000969,-1.36202062486
ACH-000973,-1.6128905623700003
ACH-000974,-1.3223672848799999
ACH-000975,-1.4402451934
ACH-000976,-1.5788781109999999
ACH-000978,-1.29568032624
ACH-000980,-1.17754329835
ACH-000984,-1.23434937094
ACH-000986,-1.34671296229
ACH-000988,-1.1878796995799998
ACH-000993,-1.20016613403
ACH-000994,-1.0659020831700001
ACH-000996,-1.27114875746
ACH-001001,-1.44023980109
ACH-001020,-1.29256001531
ACH-001028,-1.55662968144
ACH-001031,-1.10052402548
ACH-001038,-1.6610130892500001
ACH-001048,-1.7656783160599998
ACH-001050,-1.54470057118
ACH-001053,-1.45820595847
ACH-001054,-1.3949914751199999
ACH-001061,-1.1000968016700001
ACH-001067,-1.45490758002
ACH-001075,-1.65141431668
ACH-001096,-1.36615840991
ACH-001128,-1.60816392478
ACH-001134,-1.4062985343599999
ACH-001151,-1.4799070294299999
ACH-001163,-1.60130496652
ACH-001164,-1.26382075157
ACH-001173,-1.3008940356299998
ACH-001183,-1.3222511884
ACH-001184,-1.3691148205500001
ACH-001190,-1.4850593421899998
ACH-001192,-1.6081904270899998
ACH-001193,-1.47723574574
ACH-001196,-1.18238771935
ACH-001197,-1.49825415647
ACH-001205,-1.77842706648
ACH-001211,-1.5397348273
ACH-001212,-1.4860999446
ACH-001228,-1.46315921783
ACH-001232,-1.32372256215
ACH-001239,-1.54884053254
ACH-001274,-1.3152332713
ACH-001275,-1.50739049414
ACH-001277,-1.1909895455700001
ACH-001278,-1.02942778291
ACH-001280,-1.10366245291
ACH-001283,-1.41501207588
ACH-001289,-1.3751649085
ACH-001295,-1.54928280192
ACH-001300,-1.5502870901299999
ACH-001301,-1.7814569046400002
ACH-001302,-1.56576565262
ACH-001303,-1.7222374504900002
ACH-001306,-1.55479166713
ACH-001318,-1.0266322821
ACH-001322,-1.67552085002
ACH-001328,-1.5104775799899999
ACH-001332,-1.6406171845500002
ACH-001333,-1.42332221218
ACH-001336,-1.34847347197
ACH-001340,-1.27873088845
ACH-001346,-0.956496718762
ACH-001353,-1.43774471206
ACH-001354,-1.43685645236
ACH-001367,-1.88424977495
ACH-001368,-1.42369245325
ACH-001374,-1.37672783802
ACH-001375,-1.53467692271
ACH-001377,-1.3865061635299998
ACH-001380,-1.23237841999
ACH-001391,-1.72553511335
ACH-001407,-1.33128907283
ACH-001408,-1.54502673769
ACH-001413,-1.3027032934799998
ACH-001430,-1.96305173122
ACH-001431,-1.4341209249000002
ACH-001450,-1.2353200182100001
ACH-001496,-1.67539910427
ACH-001500,-1.25824765823
ACH-001521,-1.32558816864
ACH-001523,-1.33188956042
ACH-001532,-1.33410451166
ACH-001536,-1.64238845516
ACH-001550,-1.43762575151
ACH-001552,-1.59808725951
ACH-001554,-1.4354906235299998
ACH-001645,-1.55810937152
ACH-001654,-1.64400242307
ACH-001715,-1.15741502104
ACH-001735,-1.3871186060799998
ACH-001736,-1.5285527370700003
ACH-001737,-1.69398400512
ACH-001740,-1.4719539853
ACH-001745,-1.5445210030599998
ACH-001750,-1.24092679661
ACH-001765,-1.39040693123
ACH-001956,-1.6759085919699999
ACH-001957,-1.18257501245
