,U2AF1 (7307)
ACH-000362,-1.18502200827
ACH-000363,-1.4131652863600002
ACH-000364,-1.20167028936
ACH-000365,-1.4103486317200002
ACH-000366,-1.3750574080000002
ACH-000368,-1.5729106100499999
ACH-000374,-1.2409857427700002
ACH-000375,-1.32716215066
ACH-000376,-1.42252606791
ACH-000381,-1.54896338363
ACH-000383,-1.88699848747
ACH-000387,-1.26003624706
ACH-000389,-1.29551439518
ACH-000390,-1.40733850034
ACH-000393,-1.55888921625
ACH-000395,-1.4158731552200001
ACH-000397,-1.6168104003200001
ACH-000401,-1.22252552074
ACH-000402,-1.57792935796
ACH-000403,-1.90901393368
ACH-000404,-1.4384709545899999
ACH-000406,-1.18911786889
ACH-000407,-1.2760361731999998
ACH-000408,-1.5377743321700001
ACH-000410,-1.0334328586200001
ACH-000411,-1.17133075692
ACH-000414,-1.16782856052
ACH-000415,-1.53077049205
ACH-000416,-1.42262125545
ACH-000420,-1.44034987524
ACH-000421,-1.2119845606
ACH-000424,-1.63638744301
ACH-000425,-1.5218543124000001
ACH-000426,-1.0199878088299998
ACH-000427,-1.7658173229499998
ACH-000433,-1.2600173110200001
ACH-000436,-1.3295738792899998
ACH-000444,-1.29708645107
ACH-000445,-1.22501209983
ACH-000448,-1.3058290477799999
ACH-000450,-1.5879714591299998
ACH-000452,-1.4539745536200002
ACH-000454,-1.14527437878
ACH-000458,-1.4003763383899999
ACH-000459,-1.10677496334
ACH-000460,-1.4277558216
ACH-000461,-1.24445420348
ACH-000463,-1.26082930332
ACH-000464,-1.3814614284
ACH-000466,-1.44171957762
ACH-000467,-1.1202019664700003
ACH-000468,-1.51333857891
ACH-000469,-1.37230105917
ACH-000470,-1.74287869865
ACH-000471,-1.48602114667
ACH-000472,-1.78394600817
ACH-000473,-1.1670985483299998
ACH-000475,-1.4522939947600002
ACH-000476,-1.46754702201
ACH-000477,-0.945803471208
ACH-000480,-1.18661146258
ACH-000481,-1.45212327363
ACH-000483,-1.1231334442899998
ACH-000484,-1.4294703853400001
ACH-000485,-1.6517273539300001
ACH-000486,-1.31684358322
ACH-000487,-1.43595336111
ACH-000488,-1.2331067109799998
ACH-000490,-1.3482084056299999
ACH-000491,-1.72543427879
ACH-000495,-1.36690157037
ACH-000496,-1.2727255070899999
ACH-000499,-1.2732594772799999
ACH-000500,-1.3051999773799998
ACH-000502,-1.2438671341399998
ACH-000503,-1.18537345707
ACH-000505,-1.3770405087200002
ACH-000507,-1.4523102525100002
ACH-000510,-1.50947147527
ACH-000511,-1.1557075487200001
ACH-000512,-1.5550765863799998
ACH-000516,-1.43919557414
ACH-000517,-1.52399033653
ACH-000518,-1.3740740446700002
ACH-000520,-1.5062703203799999
ACH-000521,-1.54369140334
ACH-000522,-1.53685641185
ACH-000524,-1.2744437706799998
ACH-000527,-0.9872924708399999
ACH-000528,-1.10616400788
ACH-000537,-1.4287641410699998
ACH-000541,-1.2155284136
ACH-000542,-1.30226057143
ACH-000544,-1.40048546195
ACH-000545,-1.37334567972
ACH-000547,-1.31333027414
ACH-000548,-1.253717738
ACH-000549,-1.41646316503
ACH-000550,-1.07211474561
ACH-000552,-1.50566860363
ACH-000556,-1.53658523229
ACH-000557,-1.5390581826299998
ACH-000570,-1.2672624163400001
ACH-000571,-1.69262392778
ACH-000573,-1.5023325168900001
ACH-000576,-1.18634726988
ACH-000580,-1.3032331575
ACH-000584,-1.37317002532
ACH-000585,-1.09134471783
ACH-000588,-1.48935166586
ACH-000589,-1.06033794534
ACH-000591,-1.37046932978
ACH-000593,-1.20398674635
ACH-000600,-1.39587952303
ACH-000601,-1.3386620822
ACH-000604,-1.0619224188299998
ACH-000605,-1.21551224969
ACH-000606,-1.18812552222
ACH-000608,-1.94940481699
ACH-000614,-1.35488674523
ACH-000616,-1.36928864647
ACH-000618,-1.37796570209
ACH-000619,-1.69168459752
ACH-000620,-1.27918577795
ACH-000621,-1.42278734648
ACH-000622,-1.59716646622
ACH-000623,-1.3879481704299999
ACH-000624,-1.40978328755
ACH-000627,-1.42378805849
ACH-000630,-1.0237737046200002
ACH-000632,-1.3811095783200003
ACH-000633,-1.77461162751
ACH-000637,-1.33829651073
ACH-000638,-1.3107271210299998
ACH-000646,-1.4268570868900001
ACH-000647,-1.47884189351
ACH-000648,-1.12680322534
ACH-000649,-1.34146141812
ACH-000651,-1.28790751096
ACH-000652,-1.579460901
ACH-000653,-1.67274604062
ACH-000657,-1.43419600085
ACH-000658,-1.31990871769
ACH-000661,-1.13545593592
ACH-000662,-1.77060438335
ACH-000663,-0.851795314813
ACH-000665,-1.44636994639
ACH-000671,-1.55439929067
ACH-000673,-1.3630770085
ACH-000676,-1.39007074848
ACH-000677,-1.21826368514
ACH-000681,-1.43210113111
ACH-000682,-1.40194098488
ACH-000683,-1.51323672235
ACH-000684,-0.900719746367
ACH-000688,-1.3939297198500002
ACH-000693,-1.27299566179
ACH-000694,-1.3982502509299999
ACH-000695,-0.804645077916
ACH-000696,-1.2989579628499999
ACH-000697,-1.34140274972
ACH-000699,-1.28508156778
ACH-000701,-1.3654275619799998
ACH-000706,-1.28339019425
ACH-000711,-1.3897319420700003
ACH-000713,-1.6090975496700002
ACH-000714,-1.58281398053
ACH-000718,-1.74215315271
ACH-000720,-1.1424477096899999
ACH-000721,-1.46402070436
ACH-000724,-1.54877852249
ACH-000725,-1.648890617
ACH-000732,-1.02750517397
ACH-000734,-1.4642989225100003
ACH-000735,-1.22361202145
ACH-000736,-1.63736386065
ACH-000738,-1.34869872872
ACH-000746,-1.67390191877
ACH-000747,-1.29074823401
ACH-000748,-1.1832277832200002
ACH-000753,-1.12590203691
ACH-000756,-1.49085159449
ACH-000757,-1.4881425668500001
ACH-000758,-1.2911894820999998
ACH-000760,-1.43582349775
ACH-000763,-1.1461813196700001
ACH-000764,-1.42208819351
ACH-000765,-1.22097497615
ACH-000766,-1.39901625022
ACH-000767,-1.4295415062399999
ACH-000768,-0.970565638309
ACH-000769,-1.3997603844799997
ACH-000770,-1.34202071853
ACH-000771,-1.07373028251
ACH-000773,-1.6379011790200002
ACH-000776,-1.5113187783200002
ACH-000777,-1.17092078187
ACH-000778,-1.24006727881
ACH-000781,-1.16128870975
ACH-000782,-1.29447040184
ACH-000783,-1.883443829
ACH-000784,-1.3895583785799999
ACH-000785,-1.6108637091299998
ACH-000787,-1.16029271484
ACH-000788,-1.47646263939
ACH-000791,-1.28099478341
ACH-000792,-1.3544096032100001
ACH-000794,-1.2471540148
ACH-000796,-1.60179813871
ACH-000799,-1.21507561402
ACH-000800,-1.24109407489
ACH-000802,-1.50897991537
ACH-000804,-1.1979073071600002
ACH-000805,-1.37534467396
ACH-000809,-1.6449134319799998
ACH-000810,-1.6250013017899998
ACH-000811,-1.19739147729
ACH-000817,-1.4941364298100002
ACH-000819,-1.37250272551
ACH-000820,-1.69501038428
ACH-000821,-1.29193565403
ACH-000822,-1.8489085675999999
ACH-000823,-1.48662852257
ACH-000824,-1.6198623820200002
ACH-000827,-1.32105149166
ACH-000829,-1.4809380564899999
ACH-000831,-1.12842221951
ACH-000832,-1.21361312459
ACH-000833,-1.7792401877500001
ACH-000834,-1.23986755927
ACH-000835,-1.5163273790799998
ACH-000836,-0.9747098335879999
ACH-000837,-1.1232472396100002
ACH-000838,-1.04855596407
ACH-000839,-1.4041430432799997
ACH-000840,-1.3022484643799999
ACH-000841,-1.16050433453
ACH-000843,-1.3880915334200001
ACH-000846,-1.27657797654
ACH-000847,-1.5158062836500001
ACH-000848,-1.2894457850299998
ACH-000849,-1.35103535449
ACH-000851,-1.3381735971
ACH-000855,-1.16167451392
ACH-000856,-1.52531715758
ACH-000858,-1.3839007253100002
ACH-000859,-1.5543201719600002
ACH-000861,-1.1753213333299999
ACH-000862,-1.4934074207799999
ACH-000865,-1.4239579604100001
ACH-000866,-1.32167010503
ACH-000867,-1.4754008560799998
ACH-000869,-1.54778984477
ACH-000872,-1.1015653409100001
ACH-000873,-1.3650078485400001
ACH-000876,-1.5113122545700002
ACH-000878,-1.38192835634
ACH-000880,-1.32078345219
ACH-000881,-1.05015310535
ACH-000882,-1.3765081691699999
ACH-000884,-1.31808475231
ACH-000885,-1.35629403521
ACH-000887,-1.34533901009
ACH-000888,-1.70247791904
ACH-000889,-1.50409046906
ACH-000890,-1.39303806913
ACH-000896,-1.42513266791
ACH-000898,-1.4126927688799997
ACH-000900,-1.66759873131
ACH-000901,-1.4809499526899998
ACH-000905,-1.4684149473600001
ACH-000906,-1.4398660117500002
ACH-000907,-1.1840382418000002
ACH-000910,-1.5655096054700002
ACH-000911,-1.27297470905
ACH-000912,-1.19875244518
ACH-000913,-1.30554122673
ACH-000915,-1.3702892073
ACH-000916,-1.97071956762
ACH-000917,-1.13785471738
ACH-000921,-1.35036755947
ACH-000924,-1.57144683475
ACH-000926,-1.5711484306099999
ACH-000928,-1.54403830925
ACH-000929,-1.59643867102
ACH-000932,-1.56644132842
ACH-000935,-1.12919625214
ACH-000936,-1.38114088299
ACH-000937,-1.51770318502
ACH-000938,-1.62294080678
ACH-000939,-0.7603193891519999
ACH-000941,-1.2841262420200001
ACH-000943,-1.24903894108
ACH-000946,-1.24854012707
ACH-000947,-1.32685883054
ACH-000948,-1.05204419987
ACH-000950,-1.5524424419799998
ACH-000953,-1.68331478444
ACH-000957,-1.08879953325
ACH-000958,-1.4082446186500002
ACH-000960,-1.47551367657
ACH-000963,-1.3203436636599999
ACH-000968,-1.1365573680399998
ACH-000969,-1.39291462389
ACH-000973,-1.4234419087299999
ACH-000974,-1.4585113873299997
ACH-000975,-1.46048253583
ACH-000976,-1.2821493639000001
ACH-000978,-1.26187835841
ACH-000980,-1.4850656235
ACH-000984,-1.5123166542500002
ACH-000986,-1.4352862185600002
ACH-000988,-1.35484116926
ACH-000993,-1.2664205789
ACH-000994,-1.5701147525799999
ACH-000996,-1.4958623841299998
ACH-001001,-1.4486877278299999
ACH-001020,-1.23470538661
ACH-001028,-1.47694868755
ACH-001031,-0.9689287444670001
ACH-001038,-1.4518331399200002
ACH-001048,-1.3228816838200002
ACH-001050,-1.17073527173
ACH-001053,-1.1700912342299998
ACH-001054,-1.55833228285
ACH-001061,-1.3316598234
ACH-001067,-1.5594940505300001
ACH-001075,-1.32457703567
ACH-001096,-1.3071215001899998
ACH-001128,-0.9467641317540001
ACH-001134,-1.7236921026499998
ACH-001151,-1.43456190535
ACH-001163,-1.5189482015
ACH-001164,-1.19472329048
ACH-001173,-1.3538656649599998
ACH-001183,-1.25807407372
ACH-001184,-1.50000488775
ACH-001190,-1.55925658528
ACH-001192,-1.44357577201
ACH-001193,-1.1434466998200001
ACH-001196,-1.0553802103399998
ACH-001197,-1.34445768495
ACH-001205,-1.5230879404700002
ACH-001211,-1.5887241711200002
ACH-001212,-1.20768787494
ACH-001228,-1.45241883435
ACH-001232,-1.5623279263499998
ACH-001239,-1.55256605908
ACH-001274,-1.12180939609
ACH-001275,-1.7360871852900002
ACH-001277,-1.47463383685
ACH-001278,-1.03998336205
ACH-001280,-1.07221851997
ACH-001283,-1.0756804527200001
ACH-001289,-1.30852064341
ACH-001295,-1.37412712498
ACH-001300,-1.4345804497299999
ACH-001301,-1.3297925739899998
ACH-001302,-1.7602779667500001
ACH-001303,-1.68625570238
ACH-001306,-1.3343617050399998
ACH-001318,-1.0677600626200001
ACH-001322,-1.3894121235699999
ACH-001328,-1.43957732273
ACH-001332,-1.31312640315
ACH-001333,-1.58738787761
ACH-001336,-1.27648809582
ACH-001340,-1.32542330881
ACH-001346,-1.28998227129
ACH-001353,-1.2746062211
ACH-001354,-1.34690432442
ACH-001367,-1.79008602345
ACH-001368,-1.40815341926
ACH-001374,-2.17579426463
ACH-001375,-1.32963656699
ACH-001377,-1.32053054051
ACH-001380,-1.44193779279
ACH-001391,-1.84292008539
ACH-001407,-1.41051543814
ACH-001408,-1.21893049905
ACH-001413,-1.4654174003
ACH-001430,-1.6825727853
ACH-001431,-1.26339318549
ACH-001450,-0.9141552438480001
ACH-001496,-1.0558670354200002
ACH-001500,-1.22676258887
ACH-001521,-1.36172462288
ACH-001523,-1.13052190108
ACH-001532,-1.2356939174
ACH-001536,-1.7193175053599998
ACH-001550,-0.994691969674
ACH-001552,-1.36968874556
ACH-001554,-1.32473992233
ACH-001645,-1.57723114506
ACH-001654,-1.43721932722
ACH-001715,-1.38416275757
ACH-001735,-1.20143334182
ACH-001736,-1.5070268222499998
ACH-001737,-1.3473237897600001
ACH-001740,-1.15127556177
ACH-001745,-1.4001866339500002
ACH-001750,-1.18854826729
ACH-001765,-1.33402870626
ACH-001956,-1.26064547285
ACH-001957,-1.30745179968
