,HIST1H2BD (3017)
ACH-001028,-0.30508366562399997
ACH-001031,-0.454832394747
ACH-001038,-0.27449687601399997
ACH-001048,-0.289643278634
ACH-001050,-0.372065749859
ACH-001053,-0.20250680636100002
ACH-001054,-0.0553558304545
ACH-001061,-0.28419945454100004
ACH-001067,-0.36555576903000003
ACH-001075,-0.0934397742824
ACH-001096,-0.785662198714
ACH-001128,1.48406175301
ACH-001134,-0.22014206455
ACH-001151,-0.229047962864
ACH-001163,-0.256752569898
ACH-001164,-0.30613631967099997
ACH-001173,-0.046420598741
ACH-001183,-0.281646580115
ACH-001184,-0.330022439748
ACH-001190,-0.458243454056
ACH-001192,-0.223397334763
ACH-001193,-0.10861820609000002
ACH-001196,-0.132122292662
ACH-001197,-0.374691024666
ACH-001205,-0.220258756688
ACH-001211,0.285773957758
ACH-001212,-0.457942934359
ACH-001228,-0.125402885447
ACH-001232,-0.28122670765999996
ACH-001239,-0.469238155826
ACH-001274,-0.158261462027
ACH-001275,-0.601782299548
ACH-001277,-0.178057269903
ACH-001278,-0.32257422051999995
ACH-001280,-0.240108053996
ACH-001283,-0.354111156784
ACH-001289,-0.23229919381099998
ACH-001295,-0.6902272497640001
ACH-001300,-0.439540252548
ACH-001301,-0.28133983712099997
ACH-001302,-0.0715381237848
ACH-001303,-0.35937512910700004
ACH-001306,-0.0836053032102
ACH-001318,-0.141530987936
ACH-001322,0.0439205433052
ACH-001328,-0.331592443023
ACH-001332,-0.234526164661
ACH-001333,-0.46575851752700004
ACH-001336,-0.253569701963
ACH-001340,-0.41009115136600005
ACH-001346,-0.337262818744
ACH-001353,-0.305563036838
ACH-001354,-0.558996433573
ACH-001367,0.25494144260699997
ACH-001368,-0.388853676124
ACH-001374,-0.18241339965599998
ACH-001375,-0.40658526641000003
ACH-001377,-0.199167128696
ACH-001380,-0.218521957945
ACH-001391,-0.103440323268
ACH-001407,-0.133978312656
ACH-001408,-0.366912022966
ACH-001413,-0.165582243983
ACH-001430,-0.287609059766
ACH-001431,-0.334854976882
ACH-001450,-0.197975799504
ACH-001496,0.054395988457699995
ACH-001500,-0.026630554577599996
ACH-001521,-0.195352719424
ACH-001523,-0.0776023927499
ACH-001532,-0.42877628616700003
ACH-001536,-0.322183357477
ACH-001550,0.199206738823
ACH-001552,-0.268659132936
ACH-001554,-0.23756559436299998
ACH-001645,-0.208789545104
ACH-001654,-0.23248996633299998
ACH-001715,-0.108784909178
ACH-001735,-0.40704869188000004
ACH-001736,-0.354109958065
ACH-001737,-1.43442817692
ACH-001740,-0.239275805575
ACH-001745,-0.318935852261
ACH-001750,-0.10534599762499999
ACH-001765,-0.23808669174000002
ACH-001956,-0.306488520597
ACH-001957,-0.413456528165
