,NCAPG (64151)
ACH-000873,-1.4743416542399999
ACH-000876,-2.10605227926
ACH-000878,-1.8396198775900001
ACH-000880,-1.7885214471700002
ACH-000881,-1.89164562055
ACH-000882,-1.34831994317
ACH-000884,-1.79208858395
ACH-000885,-1.5222546918000002
ACH-000887,-1.51477683076
ACH-000888,-1.8418698968400002
ACH-000889,-1.53719363368
ACH-000890,-1.5701299111200002
ACH-000896,-1.73258284304
ACH-000898,-2.00767889822
ACH-000900,-1.69111476709
ACH-000901,-1.5627049314800001
ACH-000905,-1.66197169633
ACH-000906,-2.09218879803
ACH-000907,-1.66912238098
ACH-000910,-2.3167659874599997
ACH-000911,-1.61273933869
ACH-000912,-1.5872473470299997
ACH-000913,-1.4654346646899998
ACH-000915,-1.5619787376700003
ACH-000916,-1.3786225677000001
ACH-000917,-1.5144764201899998
ACH-000921,-1.69142032946
ACH-000924,-1.56206336645
ACH-000926,-1.8566717361000002
ACH-000928,-1.4290772709900001
ACH-000929,-1.78457978824
ACH-000932,-1.61281898528
ACH-000935,-1.4273705893000002
ACH-000936,-1.65077104156
ACH-000937,-1.86006855759
ACH-000938,-1.5206802696700001
ACH-000939,-1.19290743704
ACH-000941,-1.5971478955200002
ACH-000943,-1.6999455643
ACH-000946,-1.6222942722
ACH-000947,-1.56462824229
ACH-000948,-1.7237356987799999
ACH-000950,-1.50115019724
ACH-000953,-1.63263038178
ACH-000957,-1.80600832267
ACH-000958,-1.6227713208899999
ACH-000960,-1.55592253357
ACH-000963,-1.56671694284
ACH-000968,-1.7714820774000002
ACH-000969,-1.8034953475400002
ACH-000973,-1.5188693661200001
ACH-000974,-1.6791664421599999
ACH-000975,-1.1581911328799999
ACH-000976,-1.58276908307
ACH-000978,-2.12332096589
ACH-000980,-1.6642899173899999
ACH-000984,-1.51594499239
ACH-000986,-1.6244065960499998
ACH-000988,-1.7685951703
ACH-000993,-2.02690250815
ACH-000994,-2.01439014587
ACH-000996,-1.7152744209
ACH-001001,-1.53008291444
ACH-001020,-1.25414374259
ACH-001028,-1.5185108991999998
ACH-001031,-1.5487738454
ACH-001038,-1.76722836943
ACH-001048,-1.68049742168
ACH-001050,-1.28354772203
ACH-001053,-1.4976401433700002
ACH-001054,-1.38641507636
ACH-001061,-1.58797989007
ACH-001067,-1.4989025217299998
ACH-001075,-1.53278260954
ACH-001096,-1.6241352549599999
ACH-001128,-0.91919649594
ACH-001134,-1.6657561102399998
ACH-001151,-1.6261754940900002
ACH-001163,-1.3800959082100002
ACH-001164,-1.70936069819
ACH-001173,-1.6066999298500002
ACH-001183,-1.50869802449
ACH-001184,-1.67596073306
ACH-001190,-1.3988203248500002
ACH-001192,-1.6832477163
ACH-001193,-1.5342689529
ACH-001196,-1.626654285
ACH-001197,-2.0499702071
ACH-001205,-1.78471578949
ACH-001211,-1.35475155977
ACH-001212,-1.63493147796
ACH-001228,-1.9461976174400002
ACH-001232,-1.6156044296399998
ACH-001239,-1.64930083979
ACH-001274,-1.44008584098
ACH-001275,-1.64824583312
ACH-001277,-1.36325850683
ACH-001278,-1.3955347618599998
ACH-001280,-1.5034439641600001
ACH-001283,-1.8306136091
ACH-001289,-1.5684086207199999
ACH-001295,-1.7609353452400003
ACH-001300,-1.58931865465
ACH-001301,-1.66418584902
ACH-001302,-1.7319372544599998
ACH-001303,-1.6723966051499999
ACH-001306,-1.3281488822399998
ACH-001318,-1.8025923823900003
ACH-001322,-1.31709252569
ACH-001328,-1.66489336014
ACH-001332,-1.59181345137
ACH-001333,-1.3797296061700002
ACH-001336,-1.7674235858099998
ACH-001340,-1.7432929041599998
ACH-001346,-1.6821936038799998
ACH-001353,-1.53488919619
ACH-001354,-1.71846615262
ACH-001367,-1.54909795925
ACH-001368,-1.5904217389700002
ACH-001374,-1.4946324345500002
ACH-001375,-1.64833042788
ACH-001377,-1.9265151025599998
ACH-001380,-1.8023715476400002
ACH-001391,-1.29718122895
ACH-001407,-1.34876723122
ACH-001408,-2.0351825630900002
ACH-001413,-1.4323975106600002
ACH-001430,-1.17035054368
ACH-001431,-1.73685635098
ACH-001450,-1.75306244705
ACH-001496,-1.46327532852
ACH-001500,-1.6620718160799999
ACH-001521,-2.0232143797099997
ACH-001523,-1.4732917812600002
ACH-001532,-1.7548944693400002
ACH-001536,-1.6752726227599999
ACH-001550,-1.28440202736
ACH-001552,-1.45218489227
ACH-001554,-1.8803061013099998
ACH-001645,-1.6107509030899998
ACH-001654,-1.72079447146
ACH-001715,-1.41647834699
ACH-001735,-1.6524893972699999
ACH-001736,-1.67366075715
ACH-001737,-1.4064304403299999
ACH-001740,-1.50206116356
ACH-001745,-1.8657139467200001
ACH-001750,-1.4705645570200003
ACH-001765,-1.72211137887
ACH-001956,-1.51981586852
ACH-001957,-1.54303524243
