,MIDN (90007)
ACH-000278,-0.263808124685
ACH-000279,-0.278447919018
ACH-000280,-0.053272966538000004
ACH-000281,-0.018056933861900003
ACH-000288,-0.217534693862
ACH-000291,-0.026168222469599996
ACH-000293,-0.117127493081
ACH-000294,-0.0753320005467
ACH-000295,-0.507673911325
ACH-000296,0.157666343274
ACH-000302,-0.22657854099
ACH-000304,-0.6550050756870001
ACH-000307,-0.23267316679000002
ACH-000308,-0.0854050946078
ACH-000310,-0.49725087388899997
ACH-000311,-0.136136631944
ACH-000312,-0.432304255328
ACH-000315,-0.17857489609000002
ACH-000316,-0.393210827905
ACH-000317,-0.191191823865
ACH-000318,-0.24399584973299998
ACH-000319,-0.281993900597
ACH-000320,-0.576528671784
ACH-000322,-0.212567532279
ACH-000323,-0.324528472109
ACH-000324,-0.157506459747
ACH-000329,-0.031203658729099998
ACH-000330,-0.276535700524
ACH-000331,-0.154199667753
ACH-000332,-0.217626173676
ACH-000334,0.18995826586800002
ACH-000335,-0.207610288636
ACH-000336,-0.584334200841
ACH-000337,-0.696367665355
ACH-000339,-0.299730007287
ACH-000341,-0.554736269695
ACH-000348,-0.21837403490200002
ACH-000350,-0.0976435960703
ACH-000352,-0.473297735452
ACH-000356,0.00217823780562
ACH-000361,-0.358802800274
ACH-000362,-0.292836536815
ACH-000363,-0.18718348829700002
ACH-000364,-0.33512483972600005
ACH-000365,-0.113979985075
ACH-000366,-0.5277400781270001
ACH-000368,-0.479191466612
ACH-000374,-0.143207021386
ACH-000375,-0.41599277710199994
ACH-000376,0.00841125511713
ACH-000381,-0.215960424349
ACH-000383,-0.19574837088599997
ACH-000387,-0.050977695209900004
ACH-000389,-0.406449675752
ACH-000390,-0.336845079496
ACH-000393,-0.410950615918
ACH-000395,-0.03841420483
ACH-000397,-0.19607438818
ACH-000401,-0.547102211054
ACH-000402,-0.188511301695
ACH-000403,-0.265076292061
ACH-000404,-0.0775241886417
ACH-000406,-0.18487901850900001
ACH-000407,-0.623993961459
ACH-000408,-0.309265770492
ACH-000410,-0.0951798044599
ACH-000411,-0.23226016624
ACH-000414,0.07751238083510001
ACH-000415,-0.0952072708897
ACH-000416,-0.304561472524
ACH-000420,-0.591450964975
ACH-000421,-0.267588232817
ACH-000424,0.056433945229400005
ACH-000425,-0.357804549882
ACH-000426,0.156148600527
ACH-000427,0.0956539890551
ACH-000433,-0.292618130713
ACH-000436,-0.0767383838233
ACH-000444,-0.267899161792
ACH-000445,-0.29004271507
ACH-000448,-0.054474910479699996
ACH-000450,0.325819135898
ACH-000452,-0.143508569852
ACH-000454,-0.140739547906
ACH-000458,-0.156466807032
ACH-000459,-0.04586308015269999
ACH-000460,-0.244121718671
ACH-000461,-0.295450079265
ACH-000463,-0.273964477554
ACH-000464,-0.291504194192
ACH-000466,-0.050869470913500005
ACH-000467,0.0173802690716
ACH-000468,-0.405805633327
ACH-000469,-0.524511620956
ACH-000470,-0.10287559795600001
ACH-000471,-0.0158454436435
ACH-000472,-0.326835623182
ACH-000473,-0.043636944418699995
ACH-000475,-0.20429647262000003
ACH-000476,-0.268990323546
ACH-000477,-0.409682343105
ACH-000480,-0.0609789720428
ACH-000481,-0.262814172239
ACH-000483,-0.09818363411429999
ACH-000484,-0.33637015509199997
ACH-000485,-0.625101473522
ACH-000486,-0.346122458859
ACH-000487,-0.169086213263
ACH-000488,-0.47105713032499996
ACH-000490,-0.5637878437089999
ACH-000491,-0.31641366191
ACH-000495,-0.17903880941
ACH-000496,-0.290002195861
ACH-000499,-0.367389121402
ACH-000500,0.372473201422
ACH-000502,-0.27361320121300003
ACH-000503,-0.554064035473
ACH-000505,-0.248956441663
ACH-000507,-0.110197228834
ACH-000510,-0.277208897432
ACH-000511,-0.346122387697
ACH-000512,-0.188424180424
ACH-000516,-0.371855049639
ACH-000517,-0.342815502982
ACH-000518,-0.628739251023
ACH-000520,-0.216820005438
ACH-000521,-0.22891293483300001
ACH-000522,-0.281383091089
ACH-000524,-0.299522769701
ACH-000527,-0.11029157498
ACH-000528,-0.435210594525
ACH-000537,-0.5754748699710001
ACH-000541,-0.443834186601
ACH-000542,-0.139296987717
ACH-000544,-0.8412827949230001
ACH-000545,-0.34941041860600003
ACH-000547,0.0728895184622
ACH-000548,-0.39195954247000003
ACH-000549,-0.107680513366
ACH-000550,-0.28063147175500003
ACH-000552,-0.06116010744659999
ACH-000556,-0.137906168485
ACH-000557,-0.34116822653800005
ACH-000570,-0.428359394824
ACH-000571,-0.22878506950199998
ACH-000573,-0.20397891830499998
ACH-000576,0.16825854409899998
ACH-000580,-0.23626494629
ACH-000584,-0.07449881478130001
ACH-000585,-0.21938769185499998
ACH-000588,0.0548028012023
ACH-000589,-0.176791934067
ACH-000591,-0.0679814085953
ACH-000593,-0.44177054868500004
ACH-000600,-0.160400630939
ACH-000601,-0.304772091
ACH-000604,-0.322482029853
ACH-000605,-0.15130409124299998
ACH-000606,-0.29329732201299996
ACH-000608,-0.175146943939
ACH-000614,-0.25503076233399996
ACH-000616,-0.158822923355
ACH-000618,-0.139298270474
ACH-000619,-0.7594614126129999
ACH-000620,-0.39482622747699997
ACH-000621,-0.21038444700199999
ACH-000622,-0.331215608193
ACH-000623,-0.19292697755600002
ACH-000624,-0.249565380895
ACH-000627,-0.09795754495860001
ACH-000630,-0.191198441387
ACH-000632,-0.460000164401
ACH-000633,-0.43610973353
ACH-000637,0.0247427843675
ACH-000638,-0.312926088632
ACH-000646,0.32423778474
ACH-000647,-0.257929639672
ACH-000648,-0.350411489185
ACH-000649,-0.163655240797
ACH-000651,-0.182238559591
ACH-000652,-0.196755013486
ACH-000653,-0.11487171436799999
ACH-000657,-0.231779995849
ACH-000658,-0.07791435854949999
ACH-000661,-0.121372764468
ACH-000662,-0.397214609924
ACH-000663,-0.150474071471
ACH-000665,-0.48560867744900005
ACH-000671,-0.124534795684
ACH-000673,-0.28661590857700003
ACH-000676,-0.11537655832499999
ACH-000677,-0.145965628517
ACH-000681,-0.292491151184
ACH-000682,-0.226978736689
ACH-000683,-0.321169110825
ACH-000684,-0.493686202484
ACH-000688,-0.298518864914
ACH-000693,-0.335223002744
ACH-000694,-0.32421462550700003
ACH-000695,-0.624945679477
ACH-000696,-0.282806461522
ACH-000697,-0.39985065753300003
ACH-000699,-0.213743678536
ACH-000701,-0.144334268488
ACH-000706,-0.0962687516944
ACH-000711,-0.145273387229
ACH-000713,-0.0885999484873
ACH-000714,-0.38522162571
ACH-000718,-0.380257012915
ACH-000720,-0.184622866569
ACH-000721,-0.33219002305100004
ACH-000724,0.0660894012371
ACH-000725,0.0490888923408
ACH-000732,-0.184176680136
ACH-000734,-0.517871160985
ACH-000735,-0.615034656866
ACH-000736,-0.25258926891899997
ACH-000738,-0.21011107307399998
ACH-000746,-0.340378001116
ACH-000747,-0.142605589314
ACH-000748,-0.235577888506
ACH-000753,-0.217582547229
ACH-000756,-0.35603017636699996
ACH-000757,0.00886418554958
ACH-000758,-0.11935118374199999
ACH-000760,-0.147696795169
ACH-000763,-0.0217984783173
ACH-000764,-0.152041525369
ACH-000765,-0.214526709841
ACH-000766,-0.297291721811
ACH-000767,-0.39877648353100004
ACH-000768,-0.211693786691
ACH-000769,-0.0268450610853
ACH-000770,-0.360389270521
ACH-000771,-0.7659248248980001
ACH-000773,0.102558351729
ACH-000776,-0.08161652533460001
ACH-000777,-0.0789717785882
ACH-000778,-0.21329699130399998
ACH-000781,-0.202842485167
ACH-000782,-0.17446785680100002
ACH-000783,-0.301490716383
ACH-000784,-0.0520566856483
ACH-000785,-0.322099481639
ACH-000787,-0.323203201371
ACH-000788,-0.254218454268
ACH-000791,-0.29761436210700004
ACH-000792,-0.39702257787699996
ACH-000794,-0.38439905662100005
ACH-000796,-0.516356872365
ACH-000799,-0.253395869019
ACH-000800,-0.280997734056
ACH-000802,-0.450635785751
ACH-000804,-0.653511036553
ACH-000805,-0.558790470867
ACH-000809,-0.31713290519000004
ACH-000810,0.191051393287
ACH-000811,-0.147502319737
ACH-000817,0.242549601878
ACH-000819,-0.217304996945
ACH-000820,-0.38168694717600005
ACH-000821,-0.19729026222600002
ACH-000822,-0.199984699901
ACH-000823,-0.199633208753
ACH-000824,-0.293802114276
ACH-000827,-0.265719982651
ACH-000829,-0.332284310585
ACH-000831,-0.580265701495
ACH-000832,-0.617635026155
ACH-000833,-0.154426181763
ACH-000834,-0.186107727944
ACH-000835,-0.20905253031399998
ACH-000836,-0.23015286694000003
ACH-000837,-0.0760305050785
ACH-000838,-0.08636685490830001
ACH-000839,-0.290803706248
ACH-000840,-0.28588277095
ACH-000841,-0.506833690351
ACH-000843,-0.157943835113
ACH-000846,-0.11646415536699999
ACH-000847,-0.31743887605500004
ACH-000848,-0.15238885762499998
ACH-000849,-0.121806200734
ACH-000851,-0.239108707844
ACH-000855,-0.048665935641900006
ACH-000856,-0.107784403673
ACH-000858,-0.0776676001075
ACH-000859,-0.17153126099899998
ACH-000861,-0.31671371416
ACH-000862,-0.345957069397
ACH-000865,-0.278936539989
ACH-000866,-0.161718485786
ACH-000867,-0.234489942022
ACH-000869,-0.0412787697827
ACH-000872,-0.414936562266
ACH-000873,-0.512663980085
ACH-000876,-0.146354912664
ACH-000878,-0.24855091024700002
ACH-000880,0.190927584426
ACH-000881,-0.32850303464499997
ACH-000882,-0.139399034503
ACH-000884,-0.157818990218
ACH-000885,-0.214247161672
ACH-000887,-0.23049717199499997
ACH-000888,-0.299051307105
ACH-000889,-0.11495232469200001
ACH-000890,-0.22592654102499998
ACH-000896,-0.5191909099059999
ACH-000898,0.0262666426127
ACH-000900,-0.481325849751
ACH-000901,-0.251395078045
ACH-000905,-0.0847219710807
ACH-000906,-0.09340880664330001
ACH-000907,-0.31142817598
ACH-000910,-0.106010323465
ACH-000911,-0.142547989555
ACH-000912,-0.21820136648000002
ACH-000913,-0.184356355962
ACH-000915,-0.159939407303
ACH-000916,0.428792441799
ACH-000917,-0.244789438102
ACH-000921,-0.10527908759400001
ACH-000924,-0.0358097677968
ACH-000926,-0.17911972800200002
ACH-000928,-0.133260154277
ACH-000929,-0.0466583503089
ACH-000932,-0.23783441709199998
ACH-000935,-0.210651804776
ACH-000936,-0.268517413923
ACH-000937,-0.277131159293
ACH-000938,-0.10931484106799999
ACH-000939,-0.46295997054
ACH-000941,-0.24525369927299998
ACH-000943,-0.220480541853
ACH-000946,-0.182137090509
ACH-000947,-0.252587285218
ACH-000948,-0.035527631842300005
ACH-000950,-0.25574335363899997
ACH-000953,-0.18437674034600002
ACH-000957,-0.224191649769
ACH-000958,-0.23607008589899997
ACH-000960,-0.0386812135444
ACH-000963,-0.432772584386
ACH-000968,0.123979128754
ACH-000969,-0.247583079827
ACH-000973,-0.230242356142
ACH-000974,-0.0506631052611
ACH-000975,-0.255576008332
ACH-000976,-0.22896585507800002
ACH-000978,0.05699419641890001
ACH-000980,-0.142143098911
ACH-000984,-0.284906468992
ACH-000986,-0.152958292538
ACH-000988,0.124391964643
ACH-000993,-0.307249117583
ACH-000994,-0.176808467079
ACH-000996,-0.679873470123
ACH-001001,-0.289305886377
ACH-001020,-0.20494281351
ACH-001028,-0.137815648191
ACH-001031,0.16404421948
ACH-001038,-0.19343358044700001
ACH-001048,-0.398521546541
ACH-001050,-0.264440431809
ACH-001053,-0.43336428538000005
ACH-001054,-0.160336684077
ACH-001061,-0.240097003513
ACH-001067,-0.29437160488200004
ACH-001075,-0.42371308497500004
ACH-001096,-0.122402560387
ACH-001128,-0.397925792123
ACH-001134,-0.19183363014600002
ACH-001151,-0.501195151493
ACH-001163,-0.0563098053745
ACH-001164,-0.0944543748597
ACH-001173,-0.276289773644
ACH-001183,-0.143413512222
ACH-001184,-0.27234352903299996
ACH-001190,-0.305846437402
ACH-001192,-0.207747624102
ACH-001193,-0.479392296356
ACH-001196,-0.359085373363
ACH-001197,-0.164130631487
ACH-001205,-0.056134647139999994
ACH-001211,-0.08821279804310002
ACH-001212,-0.266528233651
ACH-001228,-0.298201987624
ACH-001232,-0.08814486652789999
ACH-001239,-0.133982188023
ACH-001274,-0.454039057297
ACH-001275,-0.31265470351
ACH-001277,-0.7091202091
ACH-001278,-0.067400706627
ACH-001280,0.029720874042799997
ACH-001283,0.0387310410185
ACH-001289,-0.400095378534
ACH-001295,-0.163096570779
ACH-001300,-0.247244465536
ACH-001301,-0.418353459305
ACH-001302,-0.118963486562
ACH-001303,-0.33730609672899997
ACH-001306,-0.277660701052
ACH-001318,-0.22840136335
ACH-001322,0.0411390034614
ACH-001328,-0.460214682277
ACH-001332,-0.12042324232799999
ACH-001333,-0.293316053799
ACH-001336,0.0130132838306
ACH-001340,-0.299829881098
ACH-001346,-0.23437060976799998
ACH-001353,-0.265445654575
ACH-001354,-0.183167235932
ACH-001367,-0.48088788829400003
ACH-001368,-0.22062244129
ACH-001374,0.40018759531
ACH-001375,-0.012678562325
ACH-001377,-0.322946650698
ACH-001380,-0.299022708467
ACH-001391,-0.41647114431800003
ACH-001407,-0.27954723553399996
ACH-001408,-0.407814627256
ACH-001413,-0.3181787985
ACH-001430,-0.0998413742045
ACH-001431,-0.256888584669
ACH-001450,-0.129280810033
ACH-001496,0.015674260024899998
ACH-001500,-0.061782129236900005
ACH-001521,-0.10854190774900001
ACH-001523,-0.15949409758199998
ACH-001532,-0.204946989322
ACH-001536,0.0399446151039
ACH-001550,-0.22172669685199997
ACH-001552,-0.33195912574
ACH-001554,-0.148081823157
ACH-001645,-0.170867383724
ACH-001654,-0.19636673453499998
ACH-001715,-0.415376486367
ACH-001735,-0.26087264745
ACH-001736,-0.114904734099
ACH-001737,-0.25813102681600003
ACH-001740,-0.34676782271300005
ACH-001745,-0.36258656724
ACH-001750,-0.34092647797200004
ACH-001765,-0.354154889727
ACH-001956,-0.365432926126
ACH-001957,-0.109831367916
