,SDE2 (163859)
ACH-000486,-1.43702249731
ACH-000487,-1.6576140655899998
ACH-000488,-1.4538262667500002
ACH-000490,-1.5803525266799998
ACH-000491,-1.44950672262
ACH-000495,-1.39983548726
ACH-000496,-1.3898321308300001
ACH-000499,-1.42869285333
ACH-000500,-1.3944202000600001
ACH-000502,-1.62045573023
ACH-000503,-1.4917915819999998
ACH-000505,-1.63678176139
ACH-000507,-1.51669008968
ACH-000510,-1.7808507558900002
ACH-000511,-1.3403895270000001
ACH-000512,-1.4115814473800001
ACH-000516,-1.70063812747
ACH-000517,-1.56578661143
ACH-000518,-1.682309949
ACH-000520,-1.2556005865
ACH-000521,-1.56089124441
ACH-000522,-1.7546251850599999
ACH-000524,-1.8008858104099998
ACH-000527,-1.6975318952200003
ACH-000528,-1.47411333179
ACH-000537,-1.61329233514
ACH-000541,-1.65025739946
ACH-000542,-1.46479055292
ACH-000544,-1.3571523117200002
ACH-000545,-1.5286266301499998
ACH-000547,-1.4311249067899998
ACH-000548,-1.43779192192
ACH-000549,-1.22472384843
ACH-000550,-1.39140116884
ACH-000552,-1.4006909640399998
ACH-000556,-1.5804189636200001
ACH-000557,-1.7761349239200002
ACH-000570,-1.59632783538
ACH-000571,-1.78640466345
ACH-000573,-1.68903860396
ACH-000576,-1.37040744243
ACH-000580,-1.7350614712799999
ACH-000584,-1.6548188582499999
ACH-000585,-1.6972835589500002
ACH-000588,-1.6686488694200001
ACH-000589,-1.37854794368
ACH-000591,-1.4333190652899999
ACH-000593,-1.5363848492299998
ACH-000600,-1.2602071591
ACH-000601,-1.49798799132
ACH-000604,-1.61707944689
ACH-000605,-1.6147978179299998
ACH-000606,-1.47663952799
ACH-000608,-1.8625661417299997
ACH-000614,-1.7103406667899999
ACH-000616,-1.49775998191
ACH-000618,-1.4358477536899998
ACH-000619,-1.3950273863999998
ACH-000620,-1.46322136446
ACH-000621,-1.47835541949
ACH-000622,-1.43478310111
ACH-000623,-1.55057573285
ACH-000624,-1.70047761181
ACH-000627,-1.4173072883000002
ACH-000630,-1.50208654054
ACH-000632,-1.46678276031
ACH-000633,-1.5131246975600001
ACH-000637,-1.5303374482499998
ACH-000638,-1.4943951054700002
ACH-000646,-1.8283532373500002
ACH-000647,-1.47453889943
ACH-000648,-1.6566529294
ACH-000649,-1.55612599009
ACH-000651,-1.5595231119
ACH-000652,-1.4149579848700002
ACH-000653,-2.02766312285
ACH-000657,-1.6316496590399998
ACH-000658,-1.81734731086
ACH-000661,-1.57001773966
ACH-000662,-1.32606587512
ACH-000663,-1.7532274104099999
ACH-000665,-1.36952736315
ACH-000671,-1.5804952507299999
ACH-000673,-1.69849814771
ACH-000676,-1.6758001083200003
ACH-000677,-1.41728726472
ACH-000681,-1.4229778930399999
ACH-000682,-1.57652179162
ACH-000683,-1.72753664692
ACH-000684,-1.39394023171
ACH-000688,-1.5566334077000001
ACH-000693,-1.52617728198
ACH-000694,-1.43511283019
ACH-000695,-1.6788003204
ACH-000696,-1.3661596009299999
ACH-000697,-1.3662690032299998
ACH-000699,-2.01157614278
ACH-000701,-1.5133806261899998
ACH-000706,-1.45620138426
ACH-000711,-1.57670229001
ACH-000713,-1.19727111208
ACH-000714,-1.56569611574
ACH-000718,-1.44586396368
ACH-000720,-1.2573673074299998
ACH-000721,-1.53254637553
ACH-000724,-1.53273928419
ACH-000725,-1.30107038461
ACH-000732,-1.26546281042
ACH-000734,-1.6605098242899998
ACH-000735,-1.5640346749399998
ACH-000736,-1.42582087319
ACH-000738,-1.5908681838299998
ACH-000746,-1.8084237913499999
ACH-000747,-1.45777453273
ACH-000748,-1.50695338467
ACH-000753,-1.7016222115000001
ACH-000756,-1.08341565149
ACH-000757,-1.6524295562600002
ACH-000758,-1.48779026589
ACH-000760,-1.6348724067299998
ACH-000763,-1.55309340608
ACH-000764,-1.23471551198
ACH-000765,-1.5684019841699999
ACH-000766,-1.63867317975
ACH-000767,-1.82028317038
ACH-000768,-1.39406493167
ACH-000769,-1.4359244557100002
ACH-000770,-1.39057095967
ACH-000771,-1.45154671868
ACH-000773,-1.5035110842500001
ACH-000776,-1.33800954391
ACH-000777,-1.59649926833
ACH-000778,-1.60212552384
ACH-000781,-1.56062857647
ACH-000782,-1.29164409093
ACH-000783,-1.78776963491
ACH-000784,-1.6625439920200002
ACH-000785,-1.6097685978999998
ACH-000787,-1.54941972345
ACH-000788,-1.5653794196000002
ACH-000791,-1.6656984077700001
ACH-000792,-1.8173391510299999
ACH-000794,-1.364730716
ACH-000796,-1.7179047457899999
ACH-000799,-1.6361418809700001
ACH-000800,-1.60073521711
ACH-000802,-1.52166202944
ACH-000804,-1.4696475835799998
ACH-000805,-1.43655427821
ACH-000809,-1.3523258172200001
ACH-000810,-0.655407061306
ACH-000811,-1.73013595617
ACH-000817,-1.25128394922
ACH-000819,-1.54295733148
ACH-000820,-1.8183378019099998
ACH-000821,-1.66997867921
ACH-000822,-1.65072414861
ACH-000823,-1.5534989539500001
ACH-000824,-1.5470972202000002
ACH-000827,-1.29829333349
ACH-000829,-1.56605690407
ACH-000831,-1.48704550948
ACH-000832,-1.27213625253
ACH-000833,-1.12000406388
ACH-000834,-1.40603771322
ACH-000835,-1.57150026819
ACH-000836,-1.67675039681
ACH-000837,-1.5644440102700001
ACH-000838,-1.7300251351
ACH-000839,-1.4468035908899999
ACH-000840,-1.5103220800400001
ACH-000841,-1.48431649884
ACH-000843,-1.31615770141
ACH-000846,-1.3833810248500003
ACH-000847,-1.54689938675
ACH-000848,-1.5710311428000001
ACH-000849,-1.72914948372
ACH-000851,-1.4686021659900002
ACH-000855,-1.60886781215
ACH-000856,-1.5756770846200001
ACH-000858,-1.53802393991
ACH-000859,-1.2561879652099999
ACH-000861,-1.50750152787
ACH-000862,-1.6309266451100002
ACH-000865,-1.5210857451100002
ACH-000866,-1.37863354632
ACH-000867,-1.6677320125
ACH-000869,-1.98324026354
ACH-000872,-1.3349167455500002
ACH-000873,-1.42915092384
ACH-000876,-1.92293539997
ACH-000878,-1.3585129707700003
ACH-000880,-1.55086376681
ACH-000881,-1.5188772013
ACH-000882,-1.53366449511
ACH-000884,-1.5968031736000001
ACH-000885,-1.5149840569400002
ACH-000887,-1.4851176770200003
ACH-000888,-1.6340840420299998
ACH-000889,-1.6339089374200002
ACH-000890,-1.65671041486
ACH-000896,-1.4287706993399998
ACH-000898,-1.55056286318
ACH-000900,-1.5164376616400002
ACH-000901,-1.65059593615
ACH-000905,-1.4770220869600001
ACH-000906,-1.57444713724
ACH-000907,-1.41311679238
ACH-000910,-1.5098034725100002
ACH-000911,-1.3685965615399998
ACH-000912,-1.48505758766
ACH-000913,-1.60031670851
ACH-000915,-1.5711883702
ACH-000916,-1.16949537043
ACH-000917,-1.4319400954100001
ACH-000921,-1.5054349095
ACH-000924,-1.32823126476
ACH-000926,-1.82764922426
ACH-000928,-1.42263827685
ACH-000929,-1.53593952613
ACH-000932,-1.5618464484799999
ACH-000935,-1.5608248479499998
ACH-000936,-1.44309631071
ACH-000937,-1.66914520319
ACH-000938,-1.36493586618
ACH-000939,-1.6319927043
ACH-000941,-1.7200932357499998
ACH-000943,-1.5496100060299998
ACH-000946,-1.6475376008899998
ACH-000947,-1.49652050729
ACH-000948,-1.5675222833700002
ACH-000950,-1.7638464963099998
ACH-000953,-1.44477629726
ACH-000957,-1.7949545766900004
ACH-000958,-1.6121806615799998
ACH-000960,-1.37979810704
ACH-000963,-1.15999313985
ACH-000968,-1.47651455924
ACH-000969,-1.49883200046
ACH-000973,-1.5709697452200002
ACH-000974,-1.5401795163
ACH-000975,-1.8570515877
ACH-000976,-1.3335889864700001
ACH-000978,-1.64962732718
ACH-000980,-1.7287983255400001
ACH-000984,-1.3935215841100002
ACH-000986,-1.42126274851
ACH-000988,-1.66344297749
ACH-000993,-1.4976958078100002
ACH-000994,-1.80556042227
ACH-000996,-1.4710269945200003
ACH-001001,-1.58962211183
ACH-001020,-1.55143640633
ACH-001028,-1.6593821058000002
ACH-001031,-1.91731679852
ACH-001038,-1.7584737011700002
ACH-001048,-1.63438972114
ACH-001050,-1.53040600456
ACH-001053,-1.5569604370399999
ACH-001054,-1.66633507224
ACH-001061,-1.48152918864
ACH-001067,-1.4279219467
ACH-001075,-1.5074822629299998
ACH-001096,-1.5576879525100003
ACH-001128,-1.9831686292200001
ACH-001134,-1.36022472494
ACH-001151,-1.5229301721700002
ACH-001163,-1.65501506937
ACH-001164,-1.4407194333200002
ACH-001173,-1.37799894136
ACH-001183,-1.6291673088799998
ACH-001184,-1.67997120821
ACH-001190,-1.2680732226
ACH-001192,-1.73320183215
ACH-001193,-1.2490498524299998
ACH-001196,-1.66479731461
ACH-001197,-1.6216315606
ACH-001205,-1.37042640637
ACH-001211,-1.57680086446
ACH-001212,-1.53744522764
ACH-001228,-1.6427444568599998
ACH-001232,-1.26290399907
ACH-001239,-1.47569663466
ACH-001274,-1.5122763193900002
ACH-001275,-1.56677559262
ACH-001277,-1.80863650877
ACH-001278,-1.49363846875
ACH-001280,-1.39036002801
ACH-001283,-1.71759786081
ACH-001289,-1.7642211317099998
ACH-001295,-1.6173558506099999
ACH-001300,-1.70965049475
ACH-001301,-1.7209059226599996
ACH-001302,-1.44807057072
ACH-001303,-1.43263083097
ACH-001306,-1.4954634733
ACH-001318,-1.5558555974700001
ACH-001322,-1.53478845696
ACH-001328,-1.46321684368
ACH-001332,-1.3017480867
ACH-001333,-1.5994505856499999
ACH-001336,-1.5848279706400001
ACH-001340,-1.44681523013
ACH-001346,-1.5022255060499998
ACH-001353,-1.6097791032299997
ACH-001354,-1.44250758881
ACH-001367,-1.3527549132700003
ACH-001368,-1.5905966404799998
ACH-001374,-1.5897826115399998
ACH-001375,-1.5290294269100002
ACH-001377,-1.4601121285799998
ACH-001380,-1.41585139121
ACH-001391,-1.3471136814700002
ACH-001407,-1.56835416746
ACH-001408,-1.39217495683
ACH-001413,-1.3364052229999999
ACH-001430,-1.7667050070099997
ACH-001431,-1.8205400713799997
ACH-001450,-1.4717125636200001
ACH-001496,-1.62341441968
ACH-001500,-1.4975783656600001
ACH-001521,-1.26386058149
ACH-001523,-1.39319537322
ACH-001532,-1.7708722509700001
ACH-001536,-1.47276124354
ACH-001550,-1.86634731192
ACH-001552,-1.5825799884600003
ACH-001554,-1.62510706071
ACH-001645,-1.7921205254199999
ACH-001654,-1.36567332503
ACH-001715,-1.57207912343
ACH-001735,-1.64954340521
ACH-001736,-1.3514853397100002
ACH-001737,-1.68748650768
ACH-001740,-1.2348036750700002
ACH-001745,-1.7418226890200001
ACH-001750,-1.4226686159900002
ACH-001765,-1.64385054169
ACH-001956,-1.6723820877000002
ACH-001957,-1.2938437948100001
