,MIS18A (54069)
ACH-000350,-1.92784893412
ACH-000352,-1.3920161626299998
ACH-000356,-1.31602799795
ACH-000361,-1.42165519685
ACH-000362,-1.6927840135799999
ACH-000363,-1.4840659994999998
ACH-000364,-1.3228465675399999
ACH-000365,-1.60346401499
ACH-000366,-1.82318510947
ACH-000368,-1.40907968663
ACH-000374,-1.11986400656
ACH-000375,-1.3285695802
ACH-000376,-1.6275966722100002
ACH-000381,-1.2780585796600001
ACH-000383,-1.52370124371
ACH-000387,-1.42585311891
ACH-000389,-1.1236669036799998
ACH-000390,-1.71712584225
ACH-000393,-1.22979484159
ACH-000395,-1.63906852039
ACH-000397,-1.8527293497400001
ACH-000401,-1.35199869762
ACH-000402,-1.83135812116
ACH-000403,-1.7940148331
ACH-000404,-1.59573473447
ACH-000406,-1.3896494112399997
ACH-000407,-1.5761849693399999
ACH-000408,-1.64591253778
ACH-000410,-1.27529013127
ACH-000411,-1.48035368959
ACH-000414,-1.51950768965
ACH-000415,-1.91529313213
ACH-000416,-1.5102975830599998
ACH-000420,-1.20438102787
ACH-000421,-1.41543353934
ACH-000424,-1.58580909613
ACH-000425,-1.02933453167
ACH-000426,-1.8205912333200003
ACH-000427,-1.66226417093
ACH-000433,-1.3636175821
ACH-000436,-1.8475294982900003
ACH-000444,-1.51068765521
ACH-000445,-1.2754172158
ACH-000448,-1.69806116887
ACH-000450,-1.27524207505
ACH-000452,-1.96454047232
ACH-000454,-1.5600891037
ACH-000458,-1.37794157796
ACH-000459,-1.86657148102
ACH-000460,-1.38203646104
ACH-000461,-1.95492341593
ACH-000463,-1.3483563915799999
ACH-000464,-1.5266839268399999
ACH-000466,-1.65284185611
ACH-000467,-1.74211510409
ACH-000468,-1.63840401273
ACH-000469,-1.65642132174
ACH-000470,-1.62859022322
ACH-000471,-1.7266764876700003
ACH-000472,-2.12602628256
ACH-000473,-1.25175990472
ACH-000475,-1.79917316745
ACH-000476,-1.62709301302
ACH-000477,-1.54739980419
ACH-000480,-1.7353380060599997
ACH-000481,-1.48114359163
ACH-000483,-1.42463086839
ACH-000484,-1.4111006427000001
ACH-000485,-1.80713736933
ACH-000486,-1.61167708912
ACH-000487,-1.48727979275
ACH-000488,-1.60782392979
ACH-000490,-1.5161057500600001
ACH-000491,-1.3373421057200001
ACH-000495,-1.4211704677700001
ACH-000496,-1.4835511411700002
ACH-000499,-1.24159809074
ACH-000500,-2.40284840879
ACH-000502,-1.53532526601
ACH-000503,-1.85743868339
ACH-000505,-1.29568966096
ACH-000507,-1.5698184756
ACH-000510,-1.63539226161
ACH-000511,-1.23612108276
ACH-000512,-1.15556981021
ACH-000516,-1.60649581932
ACH-000517,-1.29357331582
ACH-000518,-1.6615543367399999
ACH-000520,-1.32327909087
ACH-000521,-1.0651974038
ACH-000522,-1.6443862216
ACH-000524,-1.37283318744
ACH-000527,-1.34440495334
ACH-000528,-1.4490380645200003
ACH-000537,-1.46769211896
ACH-000541,-1.6411336848700002
ACH-000542,-1.65795021704
ACH-000544,-1.62824555033
ACH-000545,-1.67304989831
ACH-000547,-1.3421940796899998
ACH-000548,-1.74987401498
ACH-000549,-1.36000813021
ACH-000550,-1.01325710903
ACH-000552,-1.6200388420899998
ACH-000556,-1.3213240199299998
ACH-000557,-1.87427038963
ACH-000570,-1.7527843354900003
ACH-000571,-1.2167390932100002
ACH-000573,-1.5193361139300001
ACH-000576,-1.53876985392
ACH-000580,-1.5118368655599999
ACH-000584,-1.90282238074
ACH-000585,-1.83370148216
ACH-000588,-1.5152769751800002
ACH-000589,-1.36742861751
ACH-000591,-1.71293171159
ACH-000593,-1.69208543802
ACH-000600,-1.45113470426
ACH-000601,-1.34758039235
ACH-000604,-1.7180710454599997
ACH-000605,-1.7072043780300001
ACH-000606,-1.3729147738799998
ACH-000608,-1.55915850658
ACH-000614,-1.21071316857
ACH-000616,-1.29471890373
ACH-000618,-1.6515535689399998
ACH-000619,-1.8358237475099999
ACH-000620,-1.7305213913599997
ACH-000621,-1.1355074278100001
ACH-000622,-1.44444474973
ACH-000623,-1.45686153359
ACH-000624,-1.38878536556
ACH-000627,-1.34120851657
ACH-000630,-1.51304078536
ACH-000632,-1.7926310203
ACH-000633,-1.4781144474399999
ACH-000637,-1.56650868534
ACH-000638,-1.0942239183700002
ACH-000646,-1.25140458041
ACH-000647,-1.70066798171
ACH-000648,-1.67002324125
ACH-000649,-1.6173878850499999
ACH-000651,-1.3991653180099999
ACH-000652,-1.4854734975400001
ACH-000653,-1.4001630271799999
ACH-000657,-1.4143727304499998
ACH-000658,-1.6257535610299998
ACH-000661,-1.7846365242400002
ACH-000662,-1.43766215199
ACH-000663,-1.3685730249099999
ACH-000665,-1.6811755834399997
ACH-000671,-1.99830180495
ACH-000673,-1.7398021427300001
ACH-000676,-1.57771716972
ACH-000677,-1.1079645882200002
ACH-000681,-1.33149123001
ACH-000682,-1.54983103278
ACH-000683,-1.5237080519100001
ACH-000684,-1.70187685961
ACH-000688,-1.1468067674
ACH-000693,-1.5587658156400002
ACH-000694,-1.65398465979
ACH-000695,-1.43751446745
ACH-000696,-1.4776849887299999
ACH-000697,-1.33907133642
ACH-000699,-1.74729907498
ACH-000701,-1.56314089005
ACH-000706,-1.47022468111
ACH-000711,-1.5736616115200002
ACH-000713,-1.4673201466299999
ACH-000714,-1.32292469838
ACH-000718,-1.51168300257
ACH-000720,-1.7659168995400003
ACH-000721,-1.63348177463
ACH-000724,-1.33676728554
ACH-000725,-1.6246765879499998
ACH-000732,-1.43762225158
ACH-000734,-1.63068359061
ACH-000735,-1.54495839062
ACH-000736,-1.1557777609
ACH-000738,-1.57878693032
ACH-000746,-1.4163793823500002
ACH-000747,-1.4651200825200001
ACH-000748,-1.46277132386
ACH-000753,-1.6727538924
ACH-000756,-1.53813585912
ACH-000757,-1.14838852889
ACH-000758,-1.38622035481
ACH-000760,-1.2434953928599999
ACH-000763,-1.82626407167
ACH-000764,-1.3364736730700002
ACH-000765,-1.5047799668000001
ACH-000766,-1.3594986467899999
ACH-000767,-1.65429664059
ACH-000768,-1.48527402449
ACH-000769,-1.30217123984
ACH-000770,-1.4018443916
ACH-000771,-1.3457148332
ACH-000773,-1.4895849461300001
ACH-000776,-1.55074068017
ACH-000777,-1.52513484523
ACH-000778,-1.83026010844
ACH-000781,-1.59340367188
ACH-000782,-1.54433996403
ACH-000783,-1.5454863250100002
ACH-000784,-1.6617243202599998
ACH-000785,-1.7390495686400003
ACH-000787,-1.57787392943
ACH-000788,-1.64467571648
ACH-000791,-1.31904365675
ACH-000792,-1.75295650039
ACH-000794,-1.39600086486
ACH-000796,-1.58689223151
ACH-000799,-1.14786389457
ACH-000800,-1.18795805235
ACH-000802,-1.83038896871
ACH-000804,-1.8851792266499998
ACH-000805,-1.35608122938
ACH-000809,-1.60784942044
ACH-000810,-1.70390255385
ACH-000811,-0.9901145424529999
ACH-000817,-1.3352096309100001
ACH-000819,-1.2807924744399999
ACH-000820,-1.30907734016
ACH-000821,-1.59558500163
ACH-000822,-0.919704150044
ACH-000823,-1.3985139717100001
ACH-000824,-1.9476093857599996
ACH-000827,-1.39231598569
ACH-000829,-1.5102551820899999
ACH-000831,-1.48906668252
ACH-000832,-1.1588235195899999
ACH-000833,-2.1387793619
ACH-000834,-1.65615421592
ACH-000835,-1.69354872724
ACH-000836,-1.25503060059
ACH-000837,-1.2557693592399999
ACH-000838,-1.71296464007
ACH-000839,-1.5209607699399998
ACH-000840,-1.3999123588299998
ACH-000841,-1.52621564145
ACH-000843,-1.38952012305
ACH-000846,-1.68112503216
ACH-000847,-1.4741088106
ACH-000848,-1.53113989117
ACH-000849,-1.6227151807100002
ACH-000851,-1.20729132674
ACH-000855,-1.54958049491
ACH-000856,-1.40960628345
ACH-000858,-1.4468696226700002
ACH-000859,-1.37714757907
ACH-000861,-1.0764915769299999
ACH-000862,-1.7854969904299998
ACH-000865,-1.5685335390200001
ACH-000866,-1.69118486683
ACH-000867,-1.6769758894600002
ACH-000869,-1.34964240241
ACH-000872,-1.2889463986799998
ACH-000873,-1.22063172153
ACH-000876,-1.4227406832799998
ACH-000878,-1.5934503520299999
ACH-000880,-1.3819109318399998
ACH-000881,-1.5121840738799999
ACH-000882,-1.5999437902899998
ACH-000884,-1.41554345838
ACH-000885,-1.24905782881
ACH-000887,-1.72305007509
ACH-000888,-1.50149536898
ACH-000889,-1.7357930714400003
ACH-000890,-1.65811643484
ACH-000896,-1.79860795618
ACH-000898,-1.41387019792
ACH-000900,-1.32442651364
ACH-000901,-1.1904814182899999
ACH-000905,-1.69614202738
ACH-000906,-1.5436338017
ACH-000907,-1.29285370491
ACH-000910,-1.94572402977
ACH-000911,-1.3706721074000001
ACH-000912,-1.31147816374
ACH-000913,-1.5578455917200003
ACH-000915,-1.4436940913
ACH-000916,-1.28973951127
ACH-000917,-1.62994496868
ACH-000921,-1.46652127181
ACH-000924,-1.06255981634
ACH-000926,-1.6940714192299997
ACH-000928,-1.3431930021599998
ACH-000929,-1.36385148301
ACH-000932,-1.29508756424
ACH-000935,-1.31586602893
ACH-000936,-1.33555834931
ACH-000937,-1.97844620249
ACH-000938,-1.55319717413
ACH-000939,-1.63257228632
ACH-000941,-1.6608978470700002
ACH-000943,-1.5223226673199999
ACH-000946,-1.4942894260600001
ACH-000947,-1.54921849123
ACH-000948,-1.46755462612
ACH-000950,-1.58356572051
ACH-000953,-2.01029787933
ACH-000957,-1.3862756161200003
ACH-000958,-1.3616867905899999
ACH-000960,-1.7998698097099999
ACH-000963,-1.39396898107
ACH-000968,-1.64583991664
ACH-000969,-1.28109982
ACH-000973,-1.67779953856
ACH-000974,-1.51561004227
ACH-000975,-1.12091543142
ACH-000976,-1.56938994569
ACH-000978,-1.55104625835
ACH-000980,-1.56536937132
ACH-000984,-1.39914664256
ACH-000986,-1.31383387791
ACH-000988,-1.51562834724
ACH-000993,-1.35514697824
ACH-000994,-1.5304191817700001
ACH-000996,-1.5498670005700002
ACH-001001,-1.7540372030900002
ACH-001020,-1.19482251746
ACH-001028,-1.61088549338
ACH-001031,-1.23109859789
ACH-001038,-1.5483741354700002
ACH-001048,-1.41093020932
ACH-001050,-1.11480497842
ACH-001053,-1.4455104901700002
ACH-001054,-1.43063320926
ACH-001061,-1.35400851655
ACH-001067,-1.36214767312
ACH-001075,-1.5348635007
ACH-001096,-1.61199841659
ACH-001128,-0.998334245318
ACH-001134,-1.42994659535
ACH-001151,-1.53915212004
ACH-001163,-1.16514508233
ACH-001164,-1.7487739959200002
ACH-001173,-1.4683596607
ACH-001183,-1.52932224219
ACH-001184,-1.58946946967
ACH-001190,-1.4336431830899998
ACH-001192,-1.6739544677200002
ACH-001193,-1.64045586887
ACH-001196,-1.82218957833
ACH-001197,-1.31138287002
ACH-001205,-1.45383248599
ACH-001211,-1.19758531372
ACH-001212,-1.65209192428
ACH-001228,-1.7833192704099998
ACH-001232,-1.2957633311299999
ACH-001239,-1.6491716101499998
ACH-001274,-1.5511144862600001
ACH-001275,-1.4331848598899999
ACH-001277,-1.20959363598
ACH-001278,-1.42875597956
ACH-001280,-1.52440675
ACH-001283,-1.3280192212000002
ACH-001289,-1.5462455218399997
ACH-001295,-1.7195347648099997
ACH-001300,-1.6644211379499998
ACH-001301,-1.67784868616
ACH-001302,-1.5283255922499999
ACH-001303,-1.8771481837400001
ACH-001306,-1.29100973899
ACH-001318,-1.43646445848
ACH-001322,-1.24691035764
ACH-001328,-1.70710574917
ACH-001332,-1.4005693663499998
ACH-001333,-1.22739943576
ACH-001336,-1.3945300175600002
ACH-001340,-1.67699936748
ACH-001346,-1.65360345835
ACH-001353,-1.53022102556
ACH-001354,-1.79812753705
ACH-001367,-1.2904184383700001
ACH-001368,-1.3790507511
ACH-001374,-1.5905992549899999
ACH-001375,-1.20512075085
ACH-001377,-1.32254302689
ACH-001380,-1.4522909690399999
ACH-001391,-1.5282079585100001
ACH-001407,-1.7785701309200002
ACH-001408,-1.83725324687
ACH-001413,-1.1321017617799998
ACH-001430,-1.56271734039
ACH-001431,-1.21211624514
ACH-001450,-1.0440541321799999
ACH-001496,-1.29447252627
ACH-001500,-1.04754466049
ACH-001521,-1.54919841421
ACH-001523,-1.6660922708500001
ACH-001532,-1.45231246717
ACH-001536,-1.22797615829
ACH-001550,-1.64217202264
ACH-001552,-1.4603230643
ACH-001554,-1.55650912555
ACH-001645,-1.5092579155
ACH-001654,-1.71652705724
ACH-001715,-1.55267742507
ACH-001735,-1.5670881694299998
ACH-001736,-1.42307223396
ACH-001737,-1.63589513065
ACH-001740,-1.8098864762
ACH-001745,-1.8150419358599998
ACH-001750,-1.27562541324
ACH-001765,-1.6065355814200002
ACH-001956,-1.39233133093
ACH-001957,-1.27942396684
