,MVB12B (89853)
ACH-000436,-0.0482919645872
ACH-000444,-0.183857959826
ACH-000445,-0.16337278815300002
ACH-000448,-0.22897057693000003
ACH-000450,0.101663523525
ACH-000452,-0.09489832787630001
ACH-000454,-0.23512952412799998
ACH-000458,-0.274126194684
ACH-000459,0.051643327861900006
ACH-000460,-0.30820737943000004
ACH-000461,-0.07293730218510001
ACH-000463,-0.223561248977
ACH-000464,-0.34284103577299996
ACH-000466,-0.229881064322
ACH-000467,-0.160285669853
ACH-000468,-0.11624664683800001
ACH-000469,-0.232800745995
ACH-000470,-0.211526026978
ACH-000471,-0.13209649803600002
ACH-000472,-0.249139751257
ACH-000473,-0.14738873470799999
ACH-000475,-0.192524822656
ACH-000476,0.0282738212883
ACH-000477,-0.34065165341
ACH-000480,-0.166523004867
ACH-000481,-0.319928624871
ACH-000483,-0.250844243475
ACH-000484,-0.160528459767
ACH-000485,-0.143951618877
ACH-000486,-0.29022931252399997
ACH-000487,-0.156204778731
ACH-000488,-0.215488534384
ACH-000490,-0.156234978727
ACH-000491,-0.09798436910219999
ACH-000495,-0.0026368841877500004
ACH-000496,-0.233825249249
ACH-000499,-0.167599148097
ACH-000500,-0.193687981734
ACH-000502,-0.137454979246
ACH-000503,-0.344813030268
ACH-000505,-0.263897704633
ACH-000507,-0.18975087503899998
ACH-000510,-0.243638832963
ACH-000511,-0.295244822518
ACH-000512,-0.33066597734700004
ACH-000516,-0.32756793227
ACH-000517,-0.21001085367
ACH-000518,-0.24025012120099998
ACH-000520,-0.247199080773
ACH-000521,-0.253542313932
ACH-000522,-0.154291629973
ACH-000524,-0.17275048928599998
ACH-000527,-0.204371649986
ACH-000528,-0.18915685479000002
ACH-000537,-0.244789803353
ACH-000541,-0.0890746420421
ACH-000542,-0.193801947515
ACH-000544,-0.370721322406
ACH-000545,-0.0686460421157
ACH-000547,-0.14987148968
ACH-000548,-0.14757357057700002
ACH-000549,-0.31122577980300004
ACH-000550,-0.263699096899
ACH-000552,-0.179335228875
ACH-000556,-0.149421258292
ACH-000557,-0.13353748209799998
ACH-000570,-0.17067254937800003
ACH-000571,-0.238396294915
ACH-000573,-0.18244444868700002
ACH-000576,-0.25235692470800003
ACH-000580,-0.161241454847
ACH-000584,-0.259014947966
ACH-000585,-0.13981033290699998
ACH-000588,-0.12511861922
ACH-000589,-0.236900409365
ACH-000591,-0.0436099164322
ACH-000593,-0.273720618134
ACH-000600,-0.160597230664
ACH-000601,-0.226698262368
ACH-000604,-0.40190306922200003
ACH-000605,-0.25500058969
ACH-000606,-0.151658142514
ACH-000608,-0.14604148600400002
ACH-000614,-0.654084553886
ACH-000616,-0.074009190068
ACH-000618,-0.18010067339299998
ACH-000619,-0.0882219493595
ACH-000620,-0.186122698871
ACH-000621,-0.18197888601300002
ACH-000622,-0.208568897398
ACH-000623,-0.176686393218
ACH-000624,-0.11871099545399999
ACH-000627,-0.122476103105
ACH-000630,-0.24028328256700002
ACH-000632,-0.204827621527
ACH-000633,-0.0280170929758
ACH-000637,-0.0207555672187
ACH-000638,-0.08279098319839999
ACH-000646,-0.435811589484
ACH-000647,-0.184490198419
ACH-000648,-0.0359362082799
ACH-000649,-0.26263170774
ACH-000651,-0.245321905823
ACH-000652,-0.0993763956652
ACH-000653,-0.203722799539
ACH-000657,-0.3031648453
ACH-000658,-0.20642693991900002
ACH-000661,-0.49107988666599994
ACH-000662,-0.234182789877
ACH-000663,-0.29340785142
ACH-000665,-0.196228852067
ACH-000671,-0.267532573924
ACH-000673,-0.127398096628
ACH-000676,-0.27355036493900003
ACH-000677,-0.312930383611
ACH-000681,-0.306015088999
ACH-000682,-0.0549110886419
ACH-000683,-0.279666912732
ACH-000684,-0.38452396003600003
ACH-000688,-0.00727803570776
ACH-000693,-0.21188307209
ACH-000694,-0.264821657569
ACH-000695,-0.11770467673900001
ACH-000696,-0.21468423173700002
ACH-000697,-0.396137974564
ACH-000699,-0.22511984441100003
ACH-000701,-0.359466291015
ACH-000706,-0.119968874933
ACH-000711,-0.172369228774
ACH-000713,-0.27205026289900003
ACH-000714,-0.292066883632
ACH-000718,-0.34230996326700003
ACH-000720,-0.0728381605218
ACH-000721,-0.27031283243
ACH-000724,-0.28319615560899997
ACH-000725,-0.117689143055
ACH-000732,-0.1874902142
ACH-000734,-0.38092544968099995
ACH-000735,-0.0959844196883
ACH-000736,-0.225733622788
ACH-000738,-0.216584955022
ACH-000746,-0.0848538294732
ACH-000747,-0.264202028493
ACH-000748,-0.240487076243
ACH-000753,-0.203289207185
ACH-000756,-0.102965265068
ACH-000757,-0.215889291538
ACH-000758,-0.296278536235
ACH-000760,-0.14099760956
ACH-000763,-0.200124009622
ACH-000764,-0.0701640408061
ACH-000765,-0.15905401142
ACH-000766,-0.0615297925177
ACH-000767,-0.189470232452
ACH-000768,-0.33455318517
ACH-000769,-0.191637101906
ACH-000770,-0.264424423957
ACH-000771,-0.239000290379
ACH-000773,-0.030157578522700002
ACH-000776,-0.29586156566599997
ACH-000777,-0.242283974039
ACH-000778,0.0955866047439
ACH-000781,-0.198705976417
ACH-000782,-0.13832569748
ACH-000783,-0.213550070768
ACH-000784,-0.196794798874
ACH-000785,-0.208385207938
ACH-000787,-0.17136464079
ACH-000788,-0.217655955077
ACH-000791,-0.239314386665
ACH-000792,-0.024093092209299997
ACH-000794,-0.06465632418759999
ACH-000796,-0.0889270449901
ACH-000799,-0.18188807140500002
ACH-000800,-0.137873174694
ACH-000802,-0.08571134105270001
ACH-000804,-0.261743514912
ACH-000805,0.11126431714500001
ACH-000809,-0.18905920162
ACH-000810,-0.22103736994800002
ACH-000811,-0.26368405229499997
ACH-000817,-0.0372060695823
ACH-000819,-0.296731667932
ACH-000820,-0.00721683834013
ACH-000821,-0.208912661263
ACH-000822,-0.280601410765
ACH-000823,-0.206264400701
ACH-000824,-0.152557811585
ACH-000827,-0.08848040952739998
ACH-000829,-0.107253713099
ACH-000831,-0.261264919117
ACH-000832,-0.24556965712499998
ACH-000833,-0.182265443245
ACH-000834,-0.18536961059999998
ACH-000835,-0.310192213334
ACH-000836,-0.11901580052300001
ACH-000837,-0.231090670172
ACH-000838,-0.00907418363551
ACH-000839,-0.208193942716
ACH-000840,-0.18903238794500002
ACH-000841,-0.294019488956
ACH-000843,-0.216264392031
ACH-000846,-0.299376033988
ACH-000847,-0.271953774142
ACH-000848,-0.148213129213
ACH-000849,-0.326857173296
ACH-000851,-0.298642656194
ACH-000855,-0.14721253950899998
ACH-000856,-0.157512524662
ACH-000858,-0.233045175141
ACH-000859,-0.282798682678
ACH-000861,-0.167084424442
ACH-000862,-0.329676971558
ACH-000865,-0.263630412943
ACH-000866,-0.186443666508
ACH-000867,-0.126091353115
ACH-000869,-0.124850495524
ACH-000872,-0.277128893226
ACH-000873,-0.0784963020535
ACH-000876,-0.0826240805079
ACH-000878,-0.31394110553300003
ACH-000880,-0.0127783829606
ACH-000881,-0.08711621234729999
ACH-000882,-0.137044782312
ACH-000884,-0.302628134512
ACH-000885,-0.20023990017499999
ACH-000887,-0.108760214205
ACH-000888,-0.187589246045
ACH-000889,-0.26199177304
ACH-000890,-0.17153544373
ACH-000896,-0.18527048619300002
ACH-000898,-0.40765049685500004
ACH-000900,-0.017359541363099997
ACH-000901,-0.164802038469
ACH-000905,-0.231356697004
ACH-000906,-0.281391424753
ACH-000907,-0.42678309801200004
ACH-000910,-0.185929216094
ACH-000911,-0.165420482063
ACH-000912,-0.200650440112
ACH-000913,-0.285498528568
ACH-000915,-0.0475369081519
ACH-000916,-0.538939440132
ACH-000917,-0.233936885554
ACH-000921,-0.283891035565
ACH-000924,-0.220774324799
ACH-000926,-0.113780216488
ACH-000928,-0.175301185597
ACH-000929,-0.096291747646
ACH-000932,-0.32866906516399996
ACH-000935,-0.0360137888677
ACH-000936,-0.171264847276
ACH-000937,-0.134957288246
ACH-000938,-0.138027457607
ACH-000939,-0.20143105489399998
ACH-000941,-0.37896757395999997
ACH-000943,-0.20169903127799998
ACH-000946,-0.27293485522300004
ACH-000947,-0.0966367789246
ACH-000948,-0.148580310171
ACH-000950,-0.403051482137
ACH-000953,-0.0008496145253039998
ACH-000957,0.131401187847
ACH-000958,-0.204327623797
ACH-000960,-0.22939335896699997
ACH-000963,-0.0634231219349
ACH-000968,-0.35180337071199996
ACH-000969,-0.0307435622308
ACH-000973,-0.184270176473
ACH-000974,-0.0315736474028
ACH-000975,-0.12062231045800001
ACH-000976,-0.0566941311547
ACH-000978,-0.539387041663
ACH-000980,-0.30392236581500004
ACH-000984,-0.192881023578
ACH-000986,-0.20941648145199998
ACH-000988,-0.15888900999000002
ACH-000993,-0.101760348932
ACH-000994,-0.12128767909299999
ACH-000996,-0.0396538506289
ACH-001001,-0.2072270286
ACH-001020,-0.00827638772599
ACH-001028,-0.26760759352200003
ACH-001031,-0.330118452202
ACH-001038,-0.10788025524
ACH-001048,-0.196391479967
ACH-001050,-0.20249812882399998
ACH-001053,-0.149768209323
ACH-001054,-0.282181339035
ACH-001061,-0.142569141319
ACH-001067,-0.11090029103
ACH-001075,-0.120121763136
ACH-001096,-0.414034316323
ACH-001128,-0.34518800833400004
ACH-001134,-0.148237861383
ACH-001151,-0.207757003977
ACH-001163,-0.37288890643100003
ACH-001164,-0.134744804267
ACH-001173,-0.129899905983
ACH-001183,-0.257945511533
ACH-001184,-0.160864204683
ACH-001190,-0.16546266015
ACH-001192,-0.316839873491
ACH-001193,-0.26098641302
ACH-001196,-0.21198617270599998
ACH-001197,-0.285864322314
ACH-001205,-0.363190309264
ACH-001211,-0.269241412694
ACH-001212,-0.172066374443
ACH-001228,-0.307592368938
ACH-001232,-0.253826843336
ACH-001239,-0.34674646558600003
ACH-001274,-0.07141695897269999
ACH-001275,-0.282977684697
ACH-001277,-0.41098900385799997
ACH-001278,-0.149943060591
ACH-001280,-0.0444421869075
ACH-001283,-0.214853362362
ACH-001289,-0.045055317271
ACH-001295,-0.15816891629899998
ACH-001300,-0.168583654159
ACH-001301,-0.208737852491
ACH-001302,-0.049045156641100006
ACH-001303,-0.303479461873
ACH-001306,-0.0387025956425
ACH-001318,-0.294292787424
ACH-001322,-0.24390920430500002
ACH-001328,-0.24159395330800001
ACH-001332,-0.24805610867199998
ACH-001333,-0.103164590406
ACH-001336,-0.0872354949502
ACH-001340,-0.217067297667
ACH-001346,-0.156514251052
ACH-001353,-0.20221604448
ACH-001354,-0.32262045035
ACH-001367,-0.34594882681500005
ACH-001368,-0.138292481946
ACH-001374,-0.190077661064
ACH-001375,-0.299552883682
ACH-001377,-0.23181769790800003
ACH-001380,-0.240893780651
ACH-001391,-0.238912796365
ACH-001407,-0.141492418168
ACH-001408,-0.242346223449
ACH-001413,-0.152675171094
ACH-001430,0.046368000751
ACH-001431,-0.279238124762
ACH-001450,-0.36027267795900003
ACH-001496,-0.27766666105500004
ACH-001500,-0.282342153305
ACH-001521,-0.292274581454
ACH-001523,-0.323210388553
ACH-001532,-0.310853661465
ACH-001536,-0.22464173481600003
ACH-001550,-0.28841409949
ACH-001552,-0.11206137508899999
ACH-001554,-0.215129608648
ACH-001645,-0.20758670223200001
ACH-001654,-0.182363316783
ACH-001715,-0.31314276042
ACH-001735,-0.136247469541
ACH-001736,-0.09620873156439999
ACH-001737,-0.0769902396962
ACH-001740,-0.145502157082
ACH-001745,-0.18496579495700002
ACH-001750,-0.259253954712
ACH-001765,-0.17209636382500001
ACH-001956,-0.186848385612
ACH-001957,-0.297476901435
