,MZB1 (51237)
ACH-000319,-0.11967069182800001
ACH-000320,-0.07320878407669999
ACH-000322,0.0412586020819
ACH-000323,-0.291799449802
ACH-000324,-0.120244307077
ACH-000329,0.00658499887441
ACH-000330,-0.33207170525199997
ACH-000331,-0.132630950893
ACH-000332,-0.09951565872700001
ACH-000334,-0.10840079487099999
ACH-000335,-0.278958509774
ACH-000336,0.385075304809
ACH-000337,-0.25337857442
ACH-000339,-0.18080458782699999
ACH-000341,-0.344250263971
ACH-000348,-0.164164103137
ACH-000350,-0.43832738695100004
ACH-000352,-0.08852870396839999
ACH-000356,-0.25442038287200003
ACH-000361,-0.203944626713
ACH-000362,-0.09508480789830001
ACH-000363,-0.210331874373
ACH-000364,-0.181040679877
ACH-000365,-0.18056821284400001
ACH-000366,-0.144959333597
ACH-000368,-0.141575240723
ACH-000374,-0.0388654236674
ACH-000375,-0.195267890621
ACH-000376,-0.15816259545
ACH-000381,-0.0438224092371
ACH-000383,-0.212403599893
ACH-000387,-0.052293083291699995
ACH-000389,-0.268925454789
ACH-000390,-0.047711929491800004
ACH-000393,-0.212170528521
ACH-000395,-0.264677976414
ACH-000397,-0.0125683322665
ACH-000401,-0.35382614491
ACH-000402,0.21659720670899998
ACH-000403,-0.213506616958
ACH-000404,-0.279335559574
ACH-000406,-0.151100090745
ACH-000407,-0.255015420233
ACH-000408,-0.07223748637560001
ACH-000410,-0.21941570247900002
ACH-000411,-0.215551966759
ACH-000414,-0.219923463909
ACH-000415,-0.07745731439680001
ACH-000416,-0.049513161613600004
ACH-000420,-0.26785162414700003
ACH-000421,-0.09316472922589998
ACH-000424,-0.21395596289500002
ACH-000425,-0.178953800055
ACH-000426,-0.237322853448
ACH-000427,-0.238688546137
ACH-000433,-0.122544210756
ACH-000436,-0.520055119201
ACH-000444,0.07145619151310001
ACH-000445,-0.33757810746100003
ACH-000448,-0.021234984852
ACH-000450,-0.305782661817
ACH-000452,-0.0226195675759
ACH-000454,-0.290199487843
ACH-000458,-0.261911634102
ACH-000459,-0.198869341306
ACH-000460,-0.07165099033269999
ACH-000461,0.12492229293299999
ACH-000463,-0.0274587597162
ACH-000464,-0.44596354804300004
ACH-000466,-0.19904270693700002
ACH-000467,-0.11480169093699999
ACH-000468,-0.07390170405930001
ACH-000469,-0.275731447166
ACH-000470,-0.41478410061099996
ACH-000471,-0.297294118562
ACH-000472,0.0127412423511
ACH-000473,-0.217610441072
ACH-000475,-0.17930643581300001
ACH-000476,-0.21485791836800003
ACH-000477,0.081318440651
ACH-000480,-0.14327924371099998
ACH-000481,-0.252895205655
ACH-000483,-0.060797263301499996
ACH-000484,-0.06377212351480001
ACH-000485,-0.175753855551
ACH-000486,-0.06945651225289999
ACH-000487,-0.21422748393599997
ACH-000488,-0.218239762331
ACH-000490,-0.140575979914
ACH-000491,0.09444439819360001
ACH-000495,-0.135247634397
ACH-000496,-0.0865199119087
ACH-000499,-0.15697035185900002
ACH-000500,-0.230648583785
ACH-000502,-0.220555471269
ACH-000503,-0.112580640262
ACH-000505,-0.11189386890799999
ACH-000507,-0.153350473964
ACH-000510,-0.109040621976
ACH-000511,-0.25433129460299997
ACH-000512,-0.261692741869
ACH-000516,-0.286404912303
ACH-000517,-0.187959451624
ACH-000518,-0.33147467369100003
ACH-000520,-0.233221634991
ACH-000521,0.143464043474
ACH-000522,-0.188990258699
ACH-000524,-0.163779526078
ACH-000527,-0.138470849538
ACH-000528,-0.0636025132432
ACH-000537,-0.17678527886300002
ACH-000541,0.10369839197799999
ACH-000542,-0.295255527151
ACH-000544,-0.146229448791
ACH-000545,-0.053625991396500004
ACH-000547,-0.373402819837
ACH-000548,-0.109057573924
ACH-000549,0.0706346952657
ACH-000550,-0.232950543451
ACH-000552,-0.11524709178300001
ACH-000556,-0.253494393
ACH-000557,-0.0756919620484
ACH-000570,-0.309069912118
ACH-000571,-0.275322429705
ACH-000573,0.048603218287399996
ACH-000576,-0.149649284872
ACH-000580,0.07585811682810001
ACH-000584,0.0663647937971
ACH-000585,-0.187890980843
ACH-000588,-0.0227943632282
ACH-000589,-0.166041648168
ACH-000591,-0.146187756546
ACH-000593,-0.317011695767
ACH-000600,-0.158902907878
ACH-000601,-0.166388747393
ACH-000604,-0.158028111296
ACH-000605,0.109579248883
ACH-000606,-0.121890375409
ACH-000608,-0.237377759377
ACH-000614,-0.022330238517900003
ACH-000616,-0.13834874677
ACH-000618,-0.05674562784659999
ACH-000619,-0.137788209748
ACH-000620,-0.21015083574299998
ACH-000621,-0.155742855026
ACH-000622,-0.0026549249257399998
ACH-000623,-0.189327433276
ACH-000624,-0.11290053103900001
ACH-000627,-0.243038876564
ACH-000630,-0.195898058061
ACH-000632,-0.191283738164
ACH-000633,-0.20894737402600003
ACH-000637,-0.12883189291799998
ACH-000638,0.00184716726916
ACH-000646,-0.204170326343
ACH-000647,-0.18976813997699998
ACH-000648,-0.34932025340000006
ACH-000649,-0.191945025187
ACH-000651,-0.0827583695105
ACH-000652,-0.0432058535309
ACH-000653,-0.24172864495700003
ACH-000657,-0.12366306432499999
ACH-000658,-0.21654814061
ACH-000661,-0.277312974005
ACH-000662,-0.394763705192
ACH-000663,0.004615651701199999
ACH-000665,-0.143583118695
ACH-000671,-0.034183399684099995
ACH-000673,-0.29074453798
ACH-000676,-0.20944911800500002
ACH-000677,-0.00575072787067
ACH-000681,0.15018396081
ACH-000682,-0.091451269978
ACH-000683,-0.09761329978029999
ACH-000684,-0.00726324712996
ACH-000688,-0.27847481286
ACH-000693,-0.0767111343877
ACH-000694,0.047244569905699994
ACH-000695,0.316718962914
ACH-000696,-0.144750808468
ACH-000697,0.012464446750299998
ACH-000699,-0.214481947165
ACH-000701,-0.34136426508
ACH-000706,0.05268782320180001
ACH-000711,-0.19331120415300002
ACH-000713,-0.103829467064
ACH-000714,-0.234355353848
ACH-000718,-0.271028359343
ACH-000720,-0.185092974753
ACH-000721,-0.187601796056
ACH-000724,-0.391030258506
ACH-000725,0.0702655967347
ACH-000732,-0.216112486818
ACH-000734,-0.00931261643077
ACH-000735,-0.38615493266400003
ACH-000736,-0.505475884064
ACH-000738,-0.11664591793199999
ACH-000746,-0.0388088684189
ACH-000747,-0.16647659888
ACH-000748,-0.30964294372400003
ACH-000753,-0.107290179216
ACH-000756,-0.21031978088199998
ACH-000757,-0.132212974726
ACH-000758,-0.0558350793442
ACH-000760,0.13567464746
ACH-000763,-0.34197551830399997
ACH-000764,0.0495243113398
ACH-000765,-0.18125389021299998
ACH-000766,-0.134709829512
ACH-000767,0.141228482893
ACH-000768,-0.06021660761369999
ACH-000769,-0.18156060454700002
ACH-000770,-0.117718908482
ACH-000771,-0.150904254286
ACH-000773,-0.22051416249400002
ACH-000776,0.00591955994704
ACH-000777,-0.0977434621206
ACH-000778,-0.0752523452705
ACH-000781,-0.17077636697999998
ACH-000782,-0.137106699862
ACH-000783,-0.272791901586
ACH-000784,-0.26483157950999997
ACH-000785,-0.09479754161119999
ACH-000787,-0.157535798868
ACH-000788,-0.0652407302534
ACH-000791,-0.28475638568100003
ACH-000792,-0.183612910094
ACH-000794,-0.231950938866
ACH-000796,-0.156319383912
ACH-000799,-0.155062875799
ACH-000800,-0.218698398657
ACH-000802,-0.0945986925959
ACH-000804,0.335599970081
ACH-000805,-0.29399640304900004
ACH-000809,0.023311650815499997
ACH-000810,-0.449261450893
ACH-000811,-0.175492442069
ACH-000817,0.012996798393099999
ACH-000819,-0.088817617609
ACH-000820,-0.0253413905476
ACH-000821,-0.177941218841
ACH-000822,-0.12204254842399999
ACH-000823,-0.134517246747
ACH-000824,-0.256739045069
ACH-000827,-0.13594618026900002
ACH-000829,-0.191762844721
ACH-000831,-0.174549271075
ACH-000832,0.089348735473
ACH-000833,-0.149218777028
ACH-000834,-0.0829716065278
ACH-000835,0.07968085752160001
ACH-000836,-0.16979870640900002
ACH-000837,-0.116606833992
ACH-000838,-0.234717804301
ACH-000839,-0.483477249675
ACH-000840,-0.107798892849
ACH-000841,-0.11643653395999999
ACH-000843,-0.00437614098926
ACH-000846,-0.29641616793299996
ACH-000847,-0.0313363351492
ACH-000848,-0.190160823148
ACH-000849,0.07727769964980001
ACH-000851,-0.21390242287099998
ACH-000855,-0.0999805121993
ACH-000856,-0.260135585015
ACH-000858,-0.129877246867
ACH-000859,-0.18155393093699998
ACH-000861,-0.0765334028649
ACH-000862,-0.031209531900900003
ACH-000865,-0.165688833464
ACH-000866,-0.156239109162
ACH-000867,-0.38650858153000006
ACH-000869,0.058738923887099996
ACH-000872,-0.27262587654
ACH-000873,-0.307744157924
ACH-000876,-0.08414415690310001
ACH-000878,-0.108895373326
ACH-000880,-0.12489720744
ACH-000881,-0.270610397576
ACH-000882,0.00358895034133
ACH-000884,-0.09942032768089999
ACH-000885,-0.0756316192649
ACH-000887,-0.133463634571
ACH-000888,-0.213109106183
ACH-000889,-0.188094572467
ACH-000890,-0.05198213495080001
ACH-000896,-0.0740381651803
ACH-000898,-0.0751750627987
ACH-000900,-0.231357383046
ACH-000901,-0.11238641301300001
ACH-000905,0.00405604975932
ACH-000906,-0.187409639364
ACH-000907,-0.0314404468599
ACH-000910,0.0848830160331
ACH-000911,-0.198221977004
ACH-000912,-0.18069676152300002
ACH-000913,-0.276512644859
ACH-000915,-0.16334440694
ACH-000916,-0.6048550992230001
ACH-000917,-0.344531803092
ACH-000921,-0.183918966845
ACH-000924,-0.0472250879141
ACH-000926,-0.162062339609
ACH-000928,-0.12294314580099999
ACH-000929,-0.343483950596
ACH-000932,-0.08537390614189999
ACH-000935,0.121275190484
ACH-000936,-0.159341195474
ACH-000937,-0.048986612627600006
ACH-000938,-0.154039304385
ACH-000939,-0.033716332088999997
ACH-000941,-0.10158464153899999
ACH-000943,-0.149118689389
ACH-000946,-0.30203003992800004
ACH-000947,-0.120421154708
ACH-000948,-0.175879235946
ACH-000950,0.03861665489069999
ACH-000953,-0.161849806063
ACH-000957,-0.269162129586
ACH-000958,-0.22936429647700002
ACH-000960,-0.148810072055
ACH-000963,0.105731978894
ACH-000968,-0.219795022725
ACH-000969,-0.24906276592300003
ACH-000973,-0.232072504344
ACH-000974,-0.21156728555799997
ACH-000975,-0.20865739602299999
ACH-000976,-0.158695976396
ACH-000978,0.0599874303233
ACH-000980,-0.21858357513300003
ACH-000984,-0.155127851983
ACH-000986,-0.0412735464725
ACH-000988,-0.232688523983
ACH-000993,-0.0659809644202
ACH-000994,-0.126095706392
ACH-000996,-0.5059556194120001
ACH-001001,-0.143796825254
ACH-001020,-0.265365552729
ACH-001028,-0.23507003773600002
ACH-001031,-0.171046521612
ACH-001038,-0.235740556876
ACH-001048,-0.23629411478
ACH-001050,-0.211292509069
ACH-001053,-0.10294895927999999
ACH-001054,-0.255037259053
ACH-001061,-0.14559935554
ACH-001067,-0.02002582265
ACH-001075,-0.31008954231999997
ACH-001096,-0.18106613736
ACH-001128,-0.10745665410399999
ACH-001134,-0.280338758422
ACH-001151,-0.0958111134873
ACH-001163,0.0162840796846
ACH-001164,0.0808022329267
ACH-001173,-0.241075956293
ACH-001183,-0.16158463666300002
ACH-001184,-0.0605687113242
ACH-001190,-0.171414568569
ACH-001192,0.0102875710677
ACH-001193,-0.40901061189599996
ACH-001196,-0.222586301311
ACH-001197,0.130520214706
ACH-001205,-0.131340702227
ACH-001211,-0.410342228503
ACH-001212,-0.225398367181
ACH-001228,-0.22033775109
ACH-001232,-0.104382415454
ACH-001239,-0.14681601396
ACH-001274,-0.20867691459399998
ACH-001275,0.13008473387800001
ACH-001277,0.011827892137
ACH-001278,0.0820703070197
ACH-001280,-0.11349862381300001
ACH-001283,-0.185429341162
ACH-001289,-0.238254225038
ACH-001295,-0.21551722524
ACH-001300,-0.08973230508639998
ACH-001301,-0.12727844694499998
ACH-001302,-0.300717113986
ACH-001303,-0.306227459593
ACH-001306,-0.0266097107216
ACH-001318,-0.12101367567299999
ACH-001322,-0.0571200035511
ACH-001328,-0.160783052459
ACH-001332,-0.334834930996
ACH-001333,0.189069126679
ACH-001336,0.018922754128900002
ACH-001340,-0.124589383927
ACH-001346,-0.0864497605081
ACH-001353,-0.135661592437
ACH-001354,-0.022839810162400002
ACH-001367,-0.11665410026699999
ACH-001368,-0.134352260263
ACH-001374,-0.431597094736
ACH-001375,-0.28140416922
ACH-001377,-0.157060057699
ACH-001380,0.0482703636427
ACH-001391,-0.283961507836
ACH-001407,-0.112879005252
ACH-001408,-0.0820529916094
ACH-001413,-0.16595780697999998
ACH-001430,-0.277818079236
ACH-001431,-0.39548475013800005
ACH-001450,0.00996267173964
ACH-001496,-0.0637580736434
ACH-001500,-0.254110142479
ACH-001521,-0.266598677568
ACH-001523,-0.25292535376999997
ACH-001532,-0.13840307092700002
ACH-001536,-0.360147249609
ACH-001550,0.14850171395
ACH-001552,-0.40614191159400004
ACH-001554,-0.200938044357
ACH-001645,-0.396910913213
ACH-001654,-0.126811915606
ACH-001715,-0.38429441629699995
ACH-001735,0.037320776544400004
ACH-001736,-0.0160895743883
ACH-001737,-0.517311787748
ACH-001740,-0.132530366249
ACH-001745,-0.32182388148
ACH-001750,-0.406382963027
ACH-001765,-0.101377928834
ACH-001956,-0.07027342016810001
ACH-001957,-0.160060216991
