,CHRNG (1146)
ACH-000204,-0.36813029235100003
ACH-000206,-0.282731489156
ACH-000207,-0.192241191718
ACH-000211,-0.336513048885
ACH-000215,-0.31298532533
ACH-000221,-0.240003578758
ACH-000222,-0.33750673257700003
ACH-000223,-0.36218806391400005
ACH-000226,-0.160610195209
ACH-000227,-0.319216119437
ACH-000228,-0.343813762289
ACH-000231,-0.284082714021
ACH-000232,-0.122126940299
ACH-000233,-0.320446890794
ACH-000234,-0.43249586067100004
ACH-000235,-0.408390493886
ACH-000237,-0.40085068541100005
ACH-000238,-0.282641306924
ACH-000243,-0.34742575352899996
ACH-000244,-0.08447594797980001
ACH-000246,-0.467561700285
ACH-000248,-0.45831059300399996
ACH-000250,-0.31815905530099997
ACH-000251,-0.406508931046
ACH-000253,-0.666195552554
ACH-000255,-0.452653185539
ACH-000256,-0.46323803652500006
ACH-000257,-0.382657675264
ACH-000258,-0.133636044037
ACH-000259,-0.432883331363
ACH-000260,-0.255249998222
ACH-000261,-0.23664196522
ACH-000262,-0.27779328491099997
ACH-000263,-0.38977206710600004
ACH-000264,-0.28463831314800003
ACH-000265,-0.2038366068
ACH-000266,-0.46296529957099997
ACH-000272,-0.322264934982
ACH-000273,-0.469492141549
ACH-000274,-0.22659072841699998
ACH-000277,-0.39063850791999993
ACH-000278,-0.287206032276
ACH-000279,-0.340206556604
ACH-000280,-0.132109690107
ACH-000281,-0.30616929859299996
ACH-000288,-0.576773787886
ACH-000291,-0.45616777567
ACH-000293,-0.272864223574
ACH-000294,-0.235492781333
ACH-000295,-0.593314824087
ACH-000296,-0.462886262624
ACH-000302,-0.305893573907
ACH-000304,-0.318197604899
ACH-000307,-0.317315318194
ACH-000308,-0.436944655087
ACH-000310,-0.34141360684
ACH-000311,-0.193296474611
ACH-000312,-0.474265873288
ACH-000315,-0.15117240837999998
ACH-000316,-0.45867304159500005
ACH-000317,-0.37201258827100003
ACH-000318,-0.0325874188025
ACH-000319,-0.219374634929
ACH-000320,-0.346348831611
ACH-000322,-0.35112273904299995
ACH-000323,-0.45612231072899995
ACH-000324,-0.385950179994
ACH-000329,-0.588012629836
ACH-000330,-0.161991929124
ACH-000331,-0.311943537951
ACH-000332,-0.421059278022
ACH-000334,-0.303356138329
ACH-000335,-0.247247598323
ACH-000336,-0.176184992016
ACH-000337,-0.35704090190899995
ACH-000339,-0.356128036114
ACH-000341,-0.21976086570300002
ACH-000348,-0.447841207702
ACH-000350,-0.471696409132
ACH-000352,-0.24821680814199998
ACH-000356,-0.20135243078099999
ACH-000361,-0.19547430128499999
ACH-000362,-0.29318965938700003
ACH-000363,-0.273170235762
ACH-000364,-0.159389307531
ACH-000365,-0.238506630889
ACH-000366,-0.175151905346
ACH-000368,-0.407437667782
ACH-000374,-0.21611611873599998
ACH-000375,-0.41947809375
ACH-000376,-0.301547542125
ACH-000381,-0.516258314436
ACH-000383,-0.45000593192500005
ACH-000387,-0.290536430766
ACH-000389,-0.404890381937
ACH-000390,-0.387136384189
ACH-000393,-0.420114666892
ACH-000395,-0.38680307330799996
ACH-000397,-0.32397502206900003
ACH-000401,-0.503866803069
ACH-000402,-0.639174978653
ACH-000403,-0.349049981435
ACH-000404,-0.7289312480519999
ACH-000406,-0.304295221992
ACH-000407,-0.359079372131
ACH-000408,-0.0656164333904
ACH-000410,-0.49458056914
ACH-000411,-0.420224340939
ACH-000414,-0.330127883809
ACH-000415,-0.275294448094
ACH-000416,-0.358683693709
ACH-000420,-0.285819982991
ACH-000421,-0.306655535255
ACH-000424,-0.18786531414299998
ACH-000425,-0.292881486483
ACH-000426,-0.17573349244000003
ACH-000427,-0.5078572066879999
ACH-000433,-0.34770416369499996
ACH-000436,-0.246458051345
ACH-000444,-0.48867017648199995
ACH-000445,-0.508717187753
ACH-000448,-0.33809500055299996
ACH-000450,-0.34141738956600004
ACH-000452,-0.262637444477
ACH-000454,-0.27323462628199996
ACH-000458,-0.553910934005
ACH-000459,-0.44232770344899996
ACH-000460,-0.270129988251
ACH-000461,-0.476199570069
ACH-000463,-0.27184058961199997
ACH-000464,-0.2161776317
ACH-000466,-0.392406702169
ACH-000467,-0.35557397674999996
ACH-000468,-0.393615427693
ACH-000469,-0.36164870865000004
ACH-000470,-0.5447589478320001
ACH-000471,-0.254800601492
ACH-000472,-0.324832566149
ACH-000473,-0.23718365526000001
ACH-000475,-0.36600388103200004
ACH-000476,-0.279437748556
ACH-000477,-0.328381140537
ACH-000480,-0.305075310282
ACH-000481,-0.294754789246
ACH-000483,-0.295366529675
ACH-000484,-0.520886255669
ACH-000485,-0.442194658242
ACH-000486,-0.30684456645
ACH-000487,-0.385651972984
ACH-000488,-0.378588645202
ACH-000490,-0.16286742793
ACH-000491,-0.516421761062
ACH-000495,-0.348967382146
ACH-000496,-0.42570355485
ACH-000499,-0.397761775024
ACH-000500,-0.3301357774
ACH-000502,-0.45482682784199996
ACH-000503,-0.254937454522
ACH-000505,-0.34413627613700004
ACH-000507,-0.445971190321
ACH-000510,-0.220345691345
ACH-000511,-0.358386851975
ACH-000512,-0.506115005072
ACH-000516,-0.287187771467
ACH-000517,-0.380871755525
ACH-000518,-0.360351742988
ACH-000520,-0.32680111535
ACH-000521,-0.441236041466
ACH-000522,-0.231588516021
ACH-000524,-0.540060014836
ACH-000527,-0.4283182028
ACH-000528,-0.197625833902
ACH-000537,-0.499945655546
ACH-000541,-0.460620326801
ACH-000542,-0.286049017359
ACH-000544,-0.417342391201
ACH-000545,-0.14026926775
ACH-000547,-0.454064447021
ACH-000548,-0.342749727293
ACH-000549,-0.130256221789
ACH-000550,-0.461044789493
ACH-000552,-0.5088924335989999
ACH-000556,-0.229622073827
ACH-000557,-0.287269770968
ACH-000570,-0.481937405786
ACH-000571,-0.229152431617
ACH-000573,-0.332546471173
ACH-000576,-0.465742727373
ACH-000580,-0.156234113455
ACH-000584,-0.305586383345
ACH-000585,-0.36306084341899997
ACH-000588,-0.13304620712600002
ACH-000589,-0.274566219417
ACH-000591,-0.407993715461
ACH-000593,-0.38328054859300004
ACH-000600,-0.40483967691399997
ACH-000601,-0.508868818056
ACH-000604,-0.114155789315
ACH-000605,-0.45238539454300003
ACH-000606,-0.137816653781
ACH-000608,-0.505865113542
ACH-000614,-0.103742081305
ACH-000616,-0.40905647313199994
ACH-000618,-0.28047495599399996
ACH-000619,-0.29085228924
ACH-000620,-0.483131436382
ACH-000621,-0.418261064969
ACH-000622,-0.405859948743
ACH-000623,-0.546090207164
ACH-000624,-0.403475245496
ACH-000627,-0.464734756764
ACH-000630,-0.24210597655000002
ACH-000632,-0.33882720410899997
ACH-000633,-0.399783679116
ACH-000637,-0.330298749246
ACH-000638,-0.0772064591936
ACH-000646,-0.293489745988
ACH-000647,-0.36743441311399994
ACH-000648,-0.624983500185
ACH-000649,-0.444428582841
ACH-000651,-0.483864755436
ACH-000652,-0.296691283948
ACH-000653,-0.0544709451423
ACH-000657,-0.335608652024
ACH-000658,-0.254390489289
ACH-000661,-0.24117007964
ACH-000662,-0.300539320695
ACH-000663,-0.27508071495299996
ACH-000665,-0.378802001911
ACH-000671,-0.32397026381
ACH-000673,-0.26060389750199997
ACH-000676,-0.385176387157
ACH-000677,-0.316306376191
ACH-000681,-0.273387423704
ACH-000682,-0.40915380338
ACH-000683,-0.49922344648999994
ACH-000684,-0.36878101908600003
ACH-000688,-0.252751388623
ACH-000693,-0.256195104323
ACH-000694,-0.433925542384
ACH-000695,-0.357873382891
ACH-000696,-0.408848937003
ACH-000697,-0.327334326964
ACH-000699,-0.409396135874
ACH-000701,-0.6192021068219999
ACH-000706,-0.158603600943
ACH-000711,-0.278307911651
ACH-000713,-0.24470396341200001
ACH-000714,-0.36913022568400006
ACH-000718,-0.51249621898
ACH-000720,-0.284432666381
ACH-000721,-0.308906235487
ACH-000724,-0.41792974674500005
ACH-000725,-0.373453260825
ACH-000732,-0.27906033020599996
ACH-000734,-0.426153565832
ACH-000735,-0.28689572235599997
ACH-000736,-0.255957308254
ACH-000738,-0.324636274707
ACH-000746,-0.371151820851
ACH-000747,-0.120382303629
ACH-000748,-0.270918418622
ACH-000753,-0.575463973968
ACH-000756,-0.394829074662
ACH-000757,-0.218811182381
ACH-000758,-0.39319223948700005
ACH-000760,-0.5670224977880001
ACH-000763,-0.280944602903
ACH-000764,-0.526501927828
ACH-000765,-0.189029945302
ACH-000766,-0.25463917836800004
ACH-000767,-0.40721602839000004
ACH-000768,-0.332795009134
ACH-000769,-0.28643935647700003
ACH-000770,-0.267801242575
ACH-000771,-0.30718110630199996
ACH-000773,-0.419706643467
ACH-000776,-0.305517381063
ACH-000777,-0.681732327764
ACH-000778,-0.111685788749
ACH-000781,-0.317900386673
ACH-000782,-0.412212505533
ACH-000783,-0.639658143903
ACH-000784,-0.2049382814
ACH-000785,-0.376987187214
ACH-000787,-0.292837984177
ACH-000788,-0.23867417645999997
ACH-000791,-0.279015397514
ACH-000792,-0.38564707381499996
ACH-000794,-0.223137507918
ACH-000796,-0.47682899257399997
ACH-000799,-0.528141537135
ACH-000800,-0.488851564207
ACH-000802,-0.287690717677
ACH-000804,-0.318268722153
ACH-000805,-0.282610534626
ACH-000809,-0.39474062590099995
ACH-000810,-0.11437769077400001
ACH-000811,-0.283655331699
ACH-000817,-0.16087046985200001
ACH-000819,-0.206141705061
ACH-000820,-0.44851350818499996
ACH-000821,-0.227712304472
ACH-000822,-0.292561883784
ACH-000823,-0.39258374588100003
ACH-000824,-0.42044284201399995
ACH-000827,-0.317332660049
ACH-000829,-0.469138100037
ACH-000831,-0.36137330164000003
ACH-000832,-0.144622429431
ACH-000833,-0.40431710025300005
ACH-000834,-0.41257622859
ACH-000835,-0.428468434546
ACH-000836,-0.26576249027800003
ACH-000837,-0.229245046799
ACH-000838,-0.25035343014600003
ACH-000839,-0.221198840076
ACH-000840,-0.26384767397799996
ACH-000841,-0.462245064911
ACH-000843,-0.169503024284
ACH-000846,-0.38130501826200003
ACH-000847,-0.30434008354000003
ACH-000848,-0.38689823456600003
ACH-000849,-0.41815821825099997
ACH-000851,-0.259113633302
ACH-000855,-0.431000210925
ACH-000856,-0.359254473355
ACH-000858,-0.327603063212
ACH-000859,-0.452670850015
ACH-000861,-0.20115047376400003
ACH-000862,-0.364697515616
ACH-000865,-0.143613441798
ACH-000866,-0.39364548431699997
ACH-000867,-0.312379253839
ACH-000869,-0.37520233901699995
ACH-000872,-0.35910478596199996
ACH-000873,-0.357560858109
ACH-000876,-0.21440138010499998
ACH-000878,-0.310952005823
ACH-000880,-0.311226710637
ACH-000881,-0.228487714894
ACH-000882,-0.317297616785
ACH-000884,-0.310951794744
ACH-000885,-0.434768552048
ACH-000887,-0.30157062571800003
ACH-000888,-0.432770817265
ACH-000889,-0.42806886140199996
ACH-000890,-0.32014303812600003
ACH-000896,-0.21956714940699998
ACH-000898,-0.264153424877
ACH-000900,-0.451153541266
ACH-000901,-0.521325068511
ACH-000905,-0.188841113501
ACH-000906,-0.267759142319
ACH-000907,-0.5758093075140001
ACH-000910,-0.46446171911399997
ACH-000911,-0.541196444969
ACH-000912,-0.34859515053199996
ACH-000913,-0.35753269720700004
ACH-000915,-0.43406083475699997
ACH-000916,0.0209692355782
ACH-000917,-0.193644319549
ACH-000921,-0.357404840871
ACH-000924,-0.446836733205
ACH-000926,-0.8782574152
ACH-000928,-0.277405985165
ACH-000929,-0.47763297848999997
ACH-000932,-0.38080445146700004
ACH-000935,-0.335250502815
ACH-000936,-0.464506618093
ACH-000937,-0.451428724128
ACH-000938,-0.300441244547
ACH-000939,-0.19908113815200001
ACH-000941,-0.250013216115
ACH-000943,-0.11832094792600001
ACH-000946,-0.334122507457
ACH-000947,-0.363116599732
ACH-000948,-0.36173710902199996
ACH-000950,-0.23520624966499998
ACH-000953,-0.518905175516
ACH-000957,-0.12693629566700002
ACH-000958,-0.34394693977799995
ACH-000960,-0.304187463155
ACH-000963,-0.332069884877
ACH-000968,-0.398903038305
ACH-000969,-0.278801836294
ACH-000973,-0.235140752862
ACH-000974,-0.265639645869
ACH-000975,-0.470580534719
ACH-000976,-0.189774243811
ACH-000978,-0.150417583647
ACH-000980,-0.352279967486
ACH-000984,-0.5159434791749999
ACH-000986,-0.304244914677
ACH-000988,-0.17510275166499997
ACH-000993,-0.408626948862
ACH-000994,-0.270892165794
ACH-000996,-0.334233121646
ACH-001001,-0.38590868674199996
ACH-001020,-0.35386662629199994
ACH-001028,-0.302323951134
ACH-001031,-0.46789270846500003
ACH-001038,-0.343781766487
ACH-001048,-0.309206899023
ACH-001050,-0.176621204186
ACH-001053,-0.273105046449
ACH-001054,-0.557803981545
ACH-001061,-0.363885644045
ACH-001067,-0.457904385651
ACH-001075,-0.303428363189
ACH-001096,-0.49030672002400005
ACH-001128,-0.652460741733
ACH-001134,-0.273524140423
ACH-001151,-0.24800552251999997
ACH-001163,-0.439105924072
ACH-001164,-0.390673887172
ACH-001173,-0.262846746726
ACH-001183,-0.441345347508
ACH-001184,-0.6070060139410001
ACH-001190,-0.386913341548
ACH-001192,-0.377315633278
ACH-001193,-0.386948734459
ACH-001196,-0.490156348276
ACH-001197,-0.136819890432
ACH-001205,-0.563086679569
ACH-001211,-0.566086507735
ACH-001212,-0.655229328351
ACH-001228,-0.537770091773
ACH-001232,-0.317212022639
ACH-001239,-0.356544943737
ACH-001274,-0.36548375067
ACH-001275,-0.18500249352499998
ACH-001277,-0.35266601670000003
ACH-001278,-0.0202962066494
ACH-001280,-0.911065623165
ACH-001283,-0.36300180081600003
ACH-001289,-0.329215493911
ACH-001295,-0.29712619751499997
ACH-001300,-0.414565291494
ACH-001301,-0.35325321411399996
ACH-001302,-0.394016908017
ACH-001303,-0.104208760491
ACH-001306,-0.290043314137
ACH-001318,-0.37661347126999994
ACH-001322,-0.108915952786
ACH-001328,-0.314776510986
ACH-001332,-0.400448860308
ACH-001333,-0.38322420364299997
ACH-001336,-0.266029508418
ACH-001340,-0.367484246281
ACH-001346,-0.272595574386
ACH-001353,-0.474031392789
ACH-001354,-0.628893447905
ACH-001367,-0.21632607854000002
ACH-001368,-0.311059971448
ACH-001374,-0.379828242342
ACH-001375,-0.42983511939999997
ACH-001377,-0.265694879672
ACH-001380,-0.36663936880900005
ACH-001391,-0.37203747719
ACH-001407,-0.262434163993
ACH-001408,-0.316223024377
ACH-001413,-0.348111233556
ACH-001430,-0.373045084744
ACH-001431,-0.40778351960500003
ACH-001450,-0.272984626538
ACH-001496,-0.375316477534
ACH-001500,-0.49742509530100004
ACH-001521,-0.067595346488
ACH-001523,-0.30225453966
ACH-001532,-0.36772317720799996
ACH-001536,-0.315476081911
ACH-001550,-0.342113543337
ACH-001552,-0.795335803013
ACH-001554,-0.259304503779
ACH-001645,-0.32223584463599997
ACH-001654,-0.282687698017
ACH-001715,-0.334373667286
ACH-001735,-0.40632161329800004
ACH-001736,-0.25294719428
ACH-001737,-0.66523244456
ACH-001740,-0.399336180912
ACH-001745,-0.270340395525
ACH-001750,-0.47246213937200005
ACH-001765,-0.427059061796
ACH-001956,-0.23389440780499998
ACH-001957,-0.330280973797
