,CACNA1G (8913)
ACH-000518,-0.248828462084
ACH-000520,-0.150484446577
ACH-000521,-0.409003156961
ACH-000522,-0.292851400125
ACH-000524,-0.128650374185
ACH-000527,-0.289021116169
ACH-000528,-0.241847319567
ACH-000537,-0.27676709821600004
ACH-000541,-0.309447851754
ACH-000542,-0.34315961512500004
ACH-000544,-0.458828465239
ACH-000545,-0.09955184514070001
ACH-000547,-0.199804919332
ACH-000548,-0.23569131218000003
ACH-000549,-0.296678352737
ACH-000550,-0.165329342068
ACH-000552,-0.351267858631
ACH-000556,-0.39653975182400003
ACH-000557,-0.315231102184
ACH-000570,-0.21635418808499998
ACH-000571,-0.17065005872000003
ACH-000573,-0.282865963552
ACH-000576,-0.36627148123899994
ACH-000580,-0.108342311344
ACH-000584,-0.31160058198699997
ACH-000585,-0.17734438380399997
ACH-000588,-0.556119151873
ACH-000589,-0.325668457249
ACH-000591,-0.6817820335220001
ACH-000593,-0.448790440494
ACH-000600,-0.371124230371
ACH-000601,-0.336007096847
ACH-000604,-0.408132435421
ACH-000605,-0.422587279315
ACH-000606,-0.457258394768
ACH-000608,-0.42582346767499996
ACH-000614,-0.48189884573799996
ACH-000616,-0.280558964898
ACH-000618,-0.48544629154700003
ACH-000619,-0.35402692505500005
ACH-000620,-0.210800513301
ACH-000621,-0.11654936046499999
ACH-000622,-0.426493928201
ACH-000623,-0.391942251118
ACH-000624,-0.324780440016
ACH-000627,-0.286435035613
ACH-000630,-0.35686494133599994
ACH-000632,-0.361508645125
ACH-000633,-0.445796845716
ACH-000637,-0.7325547588760001
ACH-000638,-0.060245176179
ACH-000646,-0.116179348677
ACH-000647,-0.512637282679
ACH-000648,-0.198585635434
ACH-000649,-0.199352371569
ACH-000651,-0.285988779682
ACH-000652,-0.23767930819400002
ACH-000653,-0.27356443447900003
ACH-000657,-0.279060360883
ACH-000658,0.106270300851
ACH-000661,-0.36022134774400005
ACH-000662,-0.769962923382
ACH-000663,-0.31724727632599997
ACH-000665,-0.188291414329
ACH-000671,-0.214244565513
ACH-000673,-0.375036568547
ACH-000676,-0.269355015983
ACH-000677,-0.25282078387400003
ACH-000681,-0.202562607585
ACH-000682,-0.44954669877899994
ACH-000683,-0.266983325494
ACH-000684,-0.459491220137
ACH-000688,-0.213104901391
ACH-000693,-0.301700912664
ACH-000694,-0.221796497964
ACH-000695,-0.38597463066
ACH-000696,-0.26673808295400003
ACH-000697,-0.10518675377
ACH-000699,-0.29709191484700004
ACH-000701,-0.436783922063
ACH-000706,-0.294047071461
ACH-000711,-0.278097995894
ACH-000713,-0.374629113318
ACH-000714,-0.327478083721
ACH-000718,-0.205475113709
ACH-000720,-0.409639403317
ACH-000721,-0.372334514838
ACH-000724,-0.441068179212
ACH-000725,-0.167340690035
ACH-000732,-0.7906943484360001
ACH-000734,-0.199303516662
ACH-000735,-0.257682572254
ACH-000736,-0.38555906179300004
ACH-000738,-0.377718495853
ACH-000746,-0.389937709051
ACH-000747,-0.0739779831873
ACH-000748,-0.52841499933
ACH-000753,-0.40109878536399995
ACH-000756,0.0731224552356
ACH-000757,-0.37120307366300004
ACH-000758,-0.37926130195600005
ACH-000760,-0.190973962797
ACH-000763,-0.18734250191
ACH-000764,-0.174883839617
ACH-000765,-0.31161956427299997
ACH-000766,-0.270077719555
ACH-000767,-0.490207856055
ACH-000768,-0.205562341051
ACH-000769,-0.195770285918
ACH-000770,-0.254505545599
ACH-000771,-0.34145208883199996
ACH-000773,-0.332430150264
ACH-000776,-0.321571983788
ACH-000777,-0.35784395631099997
ACH-000778,-0.335150430503
ACH-000781,-0.37955069208000003
ACH-000782,-0.286045636535
ACH-000783,-0.279010415304
ACH-000784,-0.410589432663
ACH-000785,-0.205618365321
ACH-000787,-0.21509302208500003
ACH-000788,-0.273509191152
ACH-000791,-0.41321068454000004
ACH-000792,-0.251340504059
ACH-000794,-0.19268418421
ACH-000796,-0.375637617533
ACH-000799,0.028433410891
ACH-000800,-0.18708727189399998
ACH-000802,-0.28494515667
ACH-000804,-0.151643675009
ACH-000805,-0.266532261397
ACH-000809,-0.251045624206
ACH-000810,-0.464291642927
ACH-000811,-0.369164795396
ACH-000817,-0.446901969196
ACH-000819,-0.294135627844
ACH-000820,-0.514724404284
ACH-000821,0.051233998721000006
ACH-000822,-0.547893947159
ACH-000823,-0.303507055503
ACH-000824,-0.45754508608499994
ACH-000827,-0.293386494768
ACH-000829,-0.312204288823
ACH-000831,-0.133786463212
ACH-000832,-0.460344414997
ACH-000833,-0.13144233485999998
ACH-000834,-0.127855988523
ACH-000835,-0.350713624831
ACH-000836,-0.36001409461499995
ACH-000837,-0.417488871191
ACH-000838,-0.321747119375
ACH-000839,-0.594140685204
ACH-000840,-0.627898735394
ACH-000841,-0.11985584512900001
ACH-000843,-0.297557352306
ACH-000846,-0.332990463944
ACH-000847,-0.294316963887
ACH-000848,-0.00155864730846
ACH-000849,-0.294713816997
ACH-000851,-0.245689483852
ACH-000855,-0.582911563191
ACH-000856,-0.23915414871500001
ACH-000858,-0.378039527868
ACH-000859,-0.27407578574700003
ACH-000861,-0.0286996755425
ACH-000862,-0.230643910034
ACH-000865,-0.45399571205899997
ACH-000866,-0.307500563625
ACH-000867,-0.28961371672499997
ACH-000869,0.015260973245600001
ACH-000872,-0.341497853369
ACH-000873,-0.294317852623
ACH-000876,-0.22893276165100002
ACH-000878,-0.379528914094
ACH-000880,-0.208996065104
ACH-000881,-0.20782652551300002
ACH-000882,-0.22632366204999999
ACH-000884,-0.0927100355027
ACH-000885,-0.38763743849699994
ACH-000887,-0.323656646642
ACH-000888,-0.113272497226
ACH-000889,-0.31718872843699997
ACH-000890,-0.141748772626
ACH-000896,-0.422754278874
ACH-000898,-0.216544333863
ACH-000900,-0.19112628505999998
ACH-000901,-0.22069326876899997
ACH-000905,-0.165145810971
ACH-000906,-0.155686250614
ACH-000907,0.0504420751347
ACH-000910,-0.306536592119
ACH-000911,-0.470009843416
ACH-000912,-0.356079154021
ACH-000913,-0.43523974783299996
ACH-000915,-0.33831988634099996
ACH-000916,-0.248813682604
ACH-000917,-0.492867020622
ACH-000921,-0.38032728659000004
ACH-000924,-0.164147728712
ACH-000926,-0.119156706679
ACH-000928,-0.219268887871
ACH-000929,-0.677769712325
ACH-000932,-0.221163660627
ACH-000935,-0.0943175615131
ACH-000936,-0.255764939972
ACH-000937,-0.258662415885
ACH-000938,-0.09667717960689999
ACH-000939,-0.056280950813
ACH-000941,-0.06020362442430001
ACH-000943,-0.306652991329
ACH-000946,-0.261794331608
ACH-000947,-0.21784869362300002
ACH-000948,-0.172320950896
ACH-000950,-0.43085902828999995
ACH-000953,-0.282417766374
ACH-000957,-0.0429286208743
ACH-000958,-0.221984074909
ACH-000960,-0.348641096726
ACH-000963,-0.312771190145
ACH-000968,-0.11073349537100001
ACH-000969,-0.167974063513
ACH-000973,-0.376555900528
ACH-000974,-0.341874507036
ACH-000975,-0.32476209742199996
ACH-000976,-0.21437003170699998
ACH-000978,-0.514465630612
ACH-000980,-0.24999869536999997
ACH-000984,-0.22304950721500003
ACH-000986,-0.355293487457
ACH-000988,-0.129171510783
ACH-000993,-0.173404525991
ACH-000994,-0.49633967706500004
ACH-000996,-0.246619331355
ACH-001001,-0.45366725652500006
ACH-001020,-0.20948126479200002
ACH-001028,-0.30521139911
ACH-001031,-0.289604932757
ACH-001038,-0.37606040762500004
ACH-001048,-0.264277643818
ACH-001050,-0.342323133678
ACH-001053,-0.305738891703
ACH-001054,-0.333104786191
ACH-001061,-0.339191671012
ACH-001067,-0.28398708081999996
ACH-001075,-0.241102836824
ACH-001096,-0.281953459041
ACH-001128,-0.55540709872
ACH-001134,-0.243955531706
ACH-001151,-0.172651730347
ACH-001163,-0.546197810893
ACH-001164,-0.177424850614
ACH-001173,-0.30262749364999997
ACH-001183,-0.508163604759
ACH-001184,-0.312746390152
ACH-001190,-0.16966918901900002
ACH-001192,-0.384158807081
ACH-001193,-0.36319115498800003
ACH-001196,-0.248885962122
ACH-001197,-0.524516703939
ACH-001205,-0.321839739074
ACH-001211,-0.182318428369
ACH-001212,-0.16430331108100002
ACH-001228,-0.316073629946
ACH-001232,-0.725591531206
ACH-001239,-0.415494156951
ACH-001274,-0.483799603422
ACH-001275,-0.291603848605
ACH-001277,-0.20001411670699998
ACH-001278,-0.0324916918543
ACH-001280,-0.221257992487
ACH-001283,-0.12288374554199999
ACH-001289,-0.392267479832
ACH-001295,-0.307532497263
ACH-001300,-0.335281172463
ACH-001301,-0.19134576831300001
ACH-001302,-0.747869970927
ACH-001303,-0.21761468181200003
ACH-001306,-0.149320302372
ACH-001318,-0.0726991692887
ACH-001322,-0.169448084364
ACH-001328,-0.31747774178800003
ACH-001332,-0.241302181707
ACH-001333,-0.0385648327315
ACH-001336,-0.392386744482
ACH-001340,-0.31054000158100004
ACH-001346,-0.275498390326
ACH-001353,-0.39543527801600004
ACH-001354,0.0108388599765
ACH-001367,0.049431366704500004
ACH-001368,-0.269543295354
ACH-001374,-0.151703813754
ACH-001375,-0.265729749528
ACH-001377,-0.111588900088
ACH-001380,-0.128971404971
ACH-001391,-0.410439696983
ACH-001407,-0.464441729567
ACH-001408,-0.415415901718
ACH-001413,-0.20736181672600001
ACH-001430,-0.257830437097
ACH-001431,-0.267679105949
ACH-001450,-0.19768055517900002
ACH-001496,-0.550124935612
ACH-001500,-0.451096144177
ACH-001521,-0.449654968516
ACH-001523,-0.721297654227
ACH-001532,-0.148172451413
ACH-001536,-0.131170588214
ACH-001550,-0.286472953392
ACH-001552,-0.324636338679
ACH-001554,-0.305903744493
ACH-001645,-0.291740689514
ACH-001654,-0.279871169488
ACH-001715,-0.37031930403
ACH-001735,-0.262994845042
ACH-001736,-0.116116823995
ACH-001737,-0.540902030622
ACH-001740,-0.385984800137
ACH-001745,0.0029965588462800004
ACH-001750,-0.285279254833
ACH-001765,-0.39284787225999995
ACH-001956,-0.2628215947
ACH-001957,-0.484017796137
