,NOLC1 (9221)
ACH-001295,-0.48937089758
ACH-001300,-0.649489087492
ACH-001301,-0.626397335197
ACH-001302,-0.35959818948600003
ACH-001303,-0.633970499918
ACH-001306,-1.09103077544
ACH-001318,-0.680316483416
ACH-001322,-1.03289717346
ACH-001328,-0.5666386976250001
ACH-001332,-0.6284595498650001
ACH-001333,-0.9483020045559999
ACH-001336,-0.619567612777
ACH-001340,-0.548801854441
ACH-001346,-0.5608975102839999
ACH-001353,-0.435180508845
ACH-001354,-0.507601558706
ACH-001367,-0.616047633579
ACH-001368,-0.66735024724
ACH-001374,-0.976004614451
ACH-001375,-0.6021091565919999
ACH-001377,-1.0232328820999999
ACH-001380,-0.473222900999
ACH-001391,-0.551846006568
ACH-001407,-0.520114242203
ACH-001408,-0.8238895286040001
ACH-001413,-0.943224584712
ACH-001430,-0.814400505394
ACH-001431,-0.8189396684460001
ACH-001450,-0.419886664054
ACH-001496,-0.992878429702
ACH-001500,-0.564304268389
ACH-001521,-0.7918387538860001
ACH-001523,-0.832948341206
ACH-001532,-0.914846407159
ACH-001536,-0.74228435432
ACH-001550,-0.7593796171539999
ACH-001552,-0.8418043601780001
ACH-001554,-0.572622071019
ACH-001645,-0.9744225095290001
ACH-001654,-0.905787980896
ACH-001715,-0.567500776514
ACH-001735,-0.460162295775
ACH-001736,-0.560844562526
ACH-001737,-0.580182199447
ACH-001740,-0.699313472301
ACH-001745,-0.7004089566830001
ACH-001750,-0.6303029396500001
ACH-001765,-0.502461835026
ACH-001956,-1.1542574533299998
ACH-001957,-0.8250461681579999
