,NARS (4677)
ACH-000183,-1.55690344045
ACH-000188,-1.6631897204799997
ACH-000189,-1.34807655169
ACH-000190,-1.5028644866
ACH-000198,-1.45674628095
ACH-000204,-1.70368968033
ACH-000206,-1.4163983464399998
ACH-000207,-1.81359348292
ACH-000211,-1.7697815473599998
ACH-000215,-1.61923786405
ACH-000221,-1.7893142856400002
ACH-000222,-1.85534593914
ACH-000223,-2.17823174828
ACH-000226,-1.36308171613
ACH-000227,-1.4045079586000002
ACH-000228,-1.6555933473700002
ACH-000231,-1.5380107711000002
ACH-000232,-2.0294265836500003
ACH-000233,-1.47041547812
ACH-000234,-1.7947622475099998
ACH-000235,-1.67524066272
ACH-000237,-1.4665226998199998
ACH-000238,-1.29926207508
ACH-000243,-1.45805855474
ACH-000244,-1.4013470758200002
ACH-000246,-1.4904241081799998
ACH-000248,-1.62468432732
ACH-000250,-1.47659952505
ACH-000251,-1.4109051049
ACH-000253,-1.63799967309
ACH-000255,-1.31886747685
ACH-000256,-1.5771809172799998
ACH-000257,-1.56435200792
ACH-000258,-1.3584102467399999
ACH-000259,-1.48639457394
ACH-000260,-1.36528851398
ACH-000261,-1.8197225301700002
ACH-000262,-1.57779354476
ACH-000263,-1.77078326448
ACH-000264,-2.03097820072
ACH-000265,-1.63706088648
ACH-000266,-1.7126665099
ACH-000272,-1.30834448793
ACH-000273,-1.5178830960499998
ACH-000274,-1.66521948762
ACH-000277,-1.68734904246
ACH-000278,-1.6311338750600002
ACH-000279,-1.57008442496
ACH-000280,-1.4031136656
ACH-000281,-1.95815802521
ACH-000288,-1.4610660623500002
ACH-000291,-1.7418009904099998
ACH-000293,-1.28436915649
ACH-000294,-0.962721619886
ACH-000295,-1.4462526372
ACH-000296,-1.6111130737000001
ACH-000302,-1.6457034950100002
ACH-000304,-1.3195698572399999
ACH-000307,-1.6608183321
ACH-000308,-2.0308759775
ACH-000310,-2.0372598986900003
ACH-000311,-1.6152999016
ACH-000312,-1.72418581151
ACH-000315,-1.6219952774000002
ACH-000316,-1.41606600697
ACH-000317,-0.867670429408
ACH-000318,-1.2764970124500001
ACH-000319,-1.70423123407
ACH-000320,-1.86652045315
ACH-000322,-1.62250615921
ACH-000323,-1.6927437211899998
ACH-000324,-1.3557654701700002
ACH-000329,-1.4480864462399998
ACH-000330,-1.7357396385
ACH-000331,-1.32665608188
ACH-000332,-1.38983910113
ACH-000334,-1.7539558430200002
ACH-000335,-1.30411165969
ACH-000336,-1.63159484623
ACH-000337,-1.57514546
ACH-000339,-1.58120105604
ACH-000341,-1.49017064991
ACH-000348,-1.49160060356
ACH-000350,-1.8028835320599996
ACH-000352,-1.5789590307199999
ACH-000356,-1.8900330311400002
ACH-000361,-1.61748920243
ACH-000362,-1.45223804477
ACH-000363,-0.837458818448
ACH-000364,-1.70279036777
ACH-000365,-1.31825425791
ACH-000366,-1.69890226887
ACH-000368,-1.52402212161
ACH-000374,-1.2547322372799998
ACH-000375,-1.21377381607
ACH-000376,-1.50990531035
ACH-000381,-1.71196103912
ACH-000383,-1.84716613172
ACH-000387,-1.17223905888
ACH-000389,-1.29232947677
ACH-000390,-1.6443592942299998
ACH-000393,-1.9759859063299998
ACH-000395,-1.5844452468399999
ACH-000397,-1.7767669106400001
ACH-000401,-1.11390104262
ACH-000402,-1.8175075908900002
ACH-000403,-2.1908535289200004
ACH-000404,-1.6698943662799999
ACH-000406,-1.3637364833899999
ACH-000407,-1.7402212959599999
ACH-000408,-1.5358615133000002
ACH-000410,-1.41655460395
ACH-000411,-1.18788758351
ACH-000414,-1.5827768623299998
ACH-000415,-1.49905426413
ACH-000416,-1.5535351601299998
ACH-000420,-1.61404006055
ACH-000421,-1.4121387158399998
ACH-000424,-1.76180218176
ACH-000425,-1.81803710778
ACH-000426,-1.68537967416
ACH-000427,-1.8295944001099997
ACH-000433,-1.7257846242200001
ACH-000436,-1.30376701855
ACH-000444,-1.60112866507
ACH-000445,-1.7719302505
ACH-000448,-1.49891530469
ACH-000450,-1.45525143045
ACH-000452,-1.62132532106
ACH-000454,-1.20867367654
ACH-000458,-1.3129646234899999
ACH-000459,-0.6631033568
ACH-000460,-1.5126796543799998
ACH-000461,-1.68130179851
ACH-000463,-1.6659989974899998
ACH-000464,-1.3481910199899998
ACH-000466,-1.69115798632
ACH-000467,-1.6743668026499998
ACH-000468,-1.9576118432700003
ACH-000469,-1.71108498106
ACH-000470,-2.09734322403
ACH-000471,-1.72845976604
ACH-000472,-2.4191812986400003
ACH-000473,-1.5078968299899997
ACH-000475,-1.83674945683
ACH-000476,-1.5613711073299998
ACH-000477,-1.09324557904
ACH-000480,-1.58134236762
ACH-000481,-1.45366010925
ACH-000483,-1.50824649939
ACH-000484,-1.53956121333
ACH-000485,-1.70680104588
ACH-000486,-1.4611574851299998
ACH-000487,-1.5591666649399998
ACH-000488,-1.35724100273
ACH-000490,-1.3861246922100001
ACH-000491,-1.7291090227400001
ACH-000495,-1.44062021095
ACH-000496,-1.3098731690799998
ACH-000499,-1.1812051202299998
ACH-000500,-1.68638913884
ACH-000502,-1.6778922202700002
ACH-000503,-1.40384352371
ACH-000505,-1.82994477168
ACH-000507,-1.81250019185
ACH-000510,-1.73023484096
ACH-000511,-1.37140877028
ACH-000512,-1.67626846667
ACH-000516,-1.6130610997
ACH-000517,-1.7818209372099998
ACH-000518,-1.7242345760900002
ACH-000520,-1.73533827838
ACH-000521,-1.56218305308
ACH-000522,-1.7856645041099999
ACH-000524,-1.7300894460599998
ACH-000527,-1.47754291845
ACH-000528,-1.51142560655
ACH-000537,-1.65936891016
ACH-000541,-1.30177717655
ACH-000542,-1.6341159120700002
ACH-000544,-1.59573371499
ACH-000545,-1.6519951904499999
ACH-000547,-1.56223317972
ACH-000548,-1.7967293920900003
ACH-000549,-1.4839880994499999
ACH-000550,-1.66621430526
ACH-000552,-1.5282479056
ACH-000556,-1.8408717491900004
ACH-000557,-1.9494071044699999
ACH-000570,-1.4882672828
ACH-000571,-2.3025770280400004
ACH-000573,-1.6641260381999998
ACH-000576,-1.39862161265
ACH-000580,-1.64372127554
ACH-000584,-1.30564820645
ACH-000585,-1.67210552238
ACH-000588,-1.19382598799
ACH-000589,-1.48381823567
ACH-000591,-1.29731753048
ACH-000593,-1.43152389963
ACH-000600,-1.64018919067
ACH-000601,-1.4409456841
ACH-000604,-1.66001918063
ACH-000605,-1.58323784711
ACH-000606,-1.4488443745700001
ACH-000608,-1.9875981977300001
ACH-000614,-1.0844679179799999
ACH-000616,-1.55338178305
ACH-000618,-1.30946971467
ACH-000619,-1.5133037558200002
ACH-000620,-1.55665902251
ACH-000621,-2.14250202665
ACH-000622,-2.08306577059
ACH-000623,-1.4295850560499999
ACH-000624,-1.63198326713
ACH-000627,-1.41583308002
ACH-000630,-1.56843590565
ACH-000632,-1.48534315752
ACH-000633,-1.66686626276
ACH-000637,-1.3274109521
ACH-000638,-1.60580171512
ACH-000646,-1.5837402236899998
ACH-000647,-1.77668456754
ACH-000648,-1.37924887681
ACH-000649,-1.52795552109
ACH-000651,-1.83353025658
ACH-000652,-1.6962893391100002
ACH-000653,-1.45081660223
ACH-000657,-1.5125727726
ACH-000658,-1.39908340901
ACH-000661,-1.29645214067
ACH-000662,-1.4671649006799998
ACH-000663,-1.68094625261
ACH-000665,-1.43639098627
ACH-000671,-1.48758426704
ACH-000673,-1.6444565533000002
ACH-000676,-1.40801684304
ACH-000677,-1.6688923122400001
ACH-000681,-1.7766993227599999
ACH-000682,-1.55843015653
ACH-000683,-1.7149318496700001
ACH-000684,-1.6479875870700003
ACH-000688,-1.44394797021
ACH-000693,-1.48132856148
ACH-000694,-1.49770879226
ACH-000695,-1.32920649309
ACH-000696,-1.56337865244
ACH-000697,-1.69263718317
ACH-000699,-1.03312727188
ACH-000701,-1.83574299866
ACH-000706,-1.2553375130600002
ACH-000711,-1.70588179676
ACH-000713,-1.4431419928100002
ACH-000714,-1.20143817596
ACH-000718,-1.9842799264099997
ACH-000720,-1.5678804876499999
ACH-000721,-1.4093629322799999
ACH-000724,-1.6340758448800001
ACH-000725,-1.5053926303299998
ACH-000732,-1.33219300605
ACH-000734,-1.72946468625
ACH-000735,-1.69299805386
ACH-000736,-1.7334641972099998
ACH-000738,-1.42037988613
ACH-000746,-1.29351934262
ACH-000747,-1.1823036863
ACH-000748,-1.63075942579
ACH-000753,-1.4727634326899999
ACH-000756,-1.85364791277
ACH-000757,-1.74601791992
ACH-000758,-1.6336893767200003
ACH-000760,-1.63739029841
ACH-000763,-1.30231503165
ACH-000764,-1.59093397125
ACH-000765,-1.38881155838
ACH-000766,-1.9069225669099998
ACH-000767,-1.69269783825
ACH-000768,-1.4516542246899997
ACH-000769,-1.56689260745
ACH-000770,-1.6090373307799999
ACH-000771,-1.3816756934
ACH-000773,-1.73772646026
ACH-000776,-1.24535840562
ACH-000777,-1.39530034598
ACH-000778,-2.2380344629599995
ACH-000781,-1.4258059250200001
ACH-000782,-1.67239342889
ACH-000783,-1.80220302817
ACH-000784,-1.49282081993
ACH-000785,-1.7586223208400003
ACH-000787,-1.4205687167399998
ACH-000788,-1.60496250557
ACH-000791,-1.57482671453
ACH-000792,-1.53741579646
ACH-000794,-1.6556158157499998
ACH-000796,-1.91085111553
ACH-000799,-1.6357114962600001
ACH-000800,-1.23102192479
ACH-000802,-1.6175276439200001
ACH-000804,-1.4299713056799999
ACH-000805,-1.4813230441299998
ACH-000809,-1.64906296218
ACH-000810,-1.22901801996
ACH-000811,-1.57807586714
ACH-000817,-1.1484557588600002
ACH-000819,-1.6930324349099999
ACH-000820,-1.9232816388900003
ACH-000821,-1.2979702744700001
ACH-000822,-2.26554480128
ACH-000823,-1.6851663005500002
ACH-000824,-1.77745746012
ACH-000827,-1.30204375265
ACH-000829,-1.5067111715900001
ACH-000831,-1.8313610732700003
ACH-000832,-1.5054477926499998
ACH-000833,-1.5703428352000002
ACH-000834,-1.35046756627
ACH-000835,-1.5221262505500002
ACH-000836,-1.71523015306
ACH-000837,-1.49981965625
ACH-000838,-1.1747631897700002
ACH-000839,-1.5432918237200002
ACH-000840,-1.21683845753
ACH-000841,-1.81906756512
ACH-000843,-1.65568512706
ACH-000846,-1.72798921107
ACH-000847,-1.57387432388
ACH-000848,-1.5110359118599999
ACH-000849,-1.46144417266
ACH-000851,-1.5061144754299998
ACH-000855,-1.07079982565
ACH-000856,-1.4904386871200002
ACH-000858,-1.4626190595200002
ACH-000859,-1.3823010608000001
ACH-000861,-1.57380625873
ACH-000862,-1.20253339082
ACH-000865,-1.6569191607
ACH-000866,-1.6578718026100001
ACH-000867,-1.3512784271899998
ACH-000869,-1.9082624858000001
ACH-000872,-1.29652349821
ACH-000873,-1.5490751407899999
ACH-000876,-1.39865037233
ACH-000878,-1.5450481271899998
ACH-000880,-1.6551870424000001
ACH-000881,-1.25189934483
ACH-000882,-1.3670190584600002
ACH-000884,-1.6217010008500001
ACH-000885,-1.59533659473
ACH-000887,-1.46382392333
ACH-000888,-1.88347099379
ACH-000889,-1.2447468937200001
ACH-000890,-1.5595640600299998
ACH-000896,-1.54470201886
ACH-000898,-1.4407188015799999
ACH-000900,-1.5904330873399999
ACH-000901,-1.7717426351599996
ACH-000905,-1.4688643624000002
ACH-000906,-1.47596308098
ACH-000907,-1.32591273601
ACH-000910,-1.40970503599
ACH-000911,-1.4197839558399998
ACH-000912,-1.3623779420500002
ACH-000913,-1.2586864467899999
ACH-000915,-1.4312300961000002
ACH-000916,-1.4724720340200002
ACH-000917,-1.5318353342
ACH-000921,-1.5142870317100001
ACH-000924,-1.4885587344600002
ACH-000926,-2.1116096672699998
ACH-000928,-1.4661765308
ACH-000929,-1.69152961455
ACH-000932,-1.52661003794
ACH-000935,-1.4191087952399999
ACH-000936,-1.51812532313
ACH-000937,-1.8022268720400003
ACH-000938,-1.48988661657
ACH-000939,-1.9567321453400002
ACH-000941,-1.8822515238599997
ACH-000943,-1.3229796087899999
ACH-000946,-1.4964825552
ACH-000947,-1.45829291667
ACH-000948,-1.37514319367
ACH-000950,-1.4371660451800001
ACH-000953,-1.38636289154
ACH-000957,-1.6941210229499999
ACH-000958,-1.58351266484
ACH-000960,-1.5571952294
ACH-000963,-1.4999139736000002
ACH-000968,-1.20401638409
ACH-000969,-1.51973651554
ACH-000973,-1.49655906348
ACH-000974,-1.5328525172799998
ACH-000975,-1.62718108289
ACH-000976,-1.58411586829
ACH-000978,-1.38272604081
ACH-000980,-1.48082176542
ACH-000984,-2.06189904305
ACH-000986,-1.43045768606
ACH-000988,-1.24928673899
ACH-000993,-1.3896623266299999
ACH-000994,-1.33140971422
ACH-000996,-1.83158992415
ACH-001001,-1.8115665998
ACH-001020,-1.8195266282700002
ACH-001028,-1.6541292240799998
ACH-001031,-1.37333171363
ACH-001038,-1.67074103169
ACH-001048,-1.8184946944999998
ACH-001050,-1.6374167780000002
ACH-001053,-1.51165975303
ACH-001054,-1.57192321232
ACH-001061,-1.4582146988
ACH-001067,-1.5416369027
ACH-001075,-1.4368119407
ACH-001096,-1.65287168128
ACH-001128,-1.42831625657
ACH-001134,-1.53072636491
ACH-001151,-1.7549613772200001
ACH-001163,-1.4265514655200002
ACH-001164,-1.81428656602
ACH-001173,-1.5716917461200002
ACH-001183,-1.83155897843
ACH-001184,-1.68403556561
ACH-001190,-1.66334575357
ACH-001192,-1.44981279377
ACH-001193,-1.7534226140599998
ACH-001196,-1.9444183937200001
ACH-001197,-1.37368397754
ACH-001205,-1.80109746137
ACH-001211,-1.73849862605
ACH-001212,-1.8379546799200002
ACH-001228,-1.6147752565
ACH-001232,-1.2266059067
ACH-001239,-1.6250161654100002
ACH-001274,-1.5298342437399999
ACH-001275,-1.7920425692700002
ACH-001277,-1.47214904105
ACH-001278,-1.3712593035
ACH-001280,-1.09117532348
ACH-001283,-1.2937838178399999
ACH-001289,-1.35902634463
ACH-001295,-1.6351851699200002
ACH-001300,-1.47302148669
ACH-001301,-1.66225082916
ACH-001302,-1.4485884345700002
ACH-001303,-1.68577010709
ACH-001306,-1.8369585602
ACH-001318,-1.21697049611
ACH-001322,-1.55402178329
ACH-001328,-1.55811992838
ACH-001332,-1.4846154263
ACH-001333,-1.69674616011
ACH-001336,-1.4094169909399998
ACH-001340,-1.52676208159
ACH-001346,-1.49579861555
ACH-001353,-1.63340957829
ACH-001354,-2.2601003019999997
ACH-001367,-1.41614049531
ACH-001368,-1.7658109496799999
ACH-001374,-2.1751366292
ACH-001375,-1.85817548779
ACH-001377,-1.54180142618
ACH-001380,-1.4611791579100002
ACH-001391,-1.44581216283
ACH-001407,-1.8518538236400002
ACH-001408,-1.40311017295
ACH-001413,-1.9329808150099999
ACH-001430,-1.5112816100100002
ACH-001431,-1.4120142349
ACH-001450,-1.54322515754
ACH-001496,-1.49482683872
ACH-001500,-1.4216542630700002
ACH-001521,-1.54856958742
ACH-001523,-1.68077299591
ACH-001532,-1.5208200563499998
ACH-001536,-1.64004727287
ACH-001550,-1.5226457031600003
ACH-001552,-1.6655576944200001
ACH-001554,-1.5534532782
ACH-001645,-1.7191868742400003
ACH-001654,-1.8574841747
ACH-001715,-1.87793494352
ACH-001735,-1.4782894977899999
ACH-001736,-1.44848146662
ACH-001737,-1.85472303625
ACH-001740,-1.29682765498
ACH-001745,-1.5272617484
ACH-001750,-1.5577709835
ACH-001765,-1.50016043914
ACH-001956,-1.2411745383
ACH-001957,-1.4674568214100001
