,MIS18BP1 (55320)
ACH-000311,-1.46990596604
ACH-000312,-1.4368792563
ACH-000315,-0.894654133312
ACH-000316,-1.35142804006
ACH-000317,-1.61792471904
ACH-000318,-1.00495184116
ACH-000319,-0.9460220382089999
ACH-000320,-1.4540424922100001
ACH-000322,-1.44315557431
ACH-000323,-0.8764784354440001
ACH-000324,-1.32943388713
ACH-000329,-0.9856237040189999
ACH-000330,-1.18024598378
ACH-000331,-1.2611198722799999
ACH-000332,-1.27851958755
ACH-000334,-0.84970039986
ACH-000335,-1.16019350706
ACH-000336,-1.11312735779
ACH-000337,-1.06170478255
ACH-000339,-1.25905041866
ACH-000341,-1.23580072964
ACH-000348,-0.9436714090080001
ACH-000350,-1.4790146267
ACH-000352,-0.869016679701
ACH-000356,-0.990846326269
ACH-000361,-1.2807355518999999
ACH-000362,-1.31061332673
ACH-000363,-0.979868626814
ACH-000364,-1.07335084944
ACH-000365,-1.0267198644
ACH-000366,-1.16133860918
ACH-000368,-1.45827004169
ACH-000374,-1.1094864025799998
ACH-000375,-1.27415833597
ACH-000376,-1.23091611361
ACH-000381,-1.42569969708
ACH-000383,-1.0133719432
ACH-000387,-1.6435696571399998
ACH-000389,-1.24021575279
ACH-000390,-1.2254731108499999
ACH-000393,-1.24682679903
ACH-000395,-1.10457116951
ACH-000397,-0.967672484744
ACH-000401,-1.22174190979
ACH-000402,-1.2422880459
ACH-000403,-1.55123918838
ACH-000404,-1.22517748931
ACH-000406,-1.30431387811
ACH-000407,-1.10600224337
ACH-000408,-1.07383645021
ACH-000410,-1.05371566121
ACH-000411,-1.2944594649299999
ACH-000414,-1.52273074653
ACH-000415,-1.02480268037
ACH-000416,-1.4469480275
ACH-000420,-1.0180700012200001
ACH-000421,-1.29305250888
ACH-000424,-0.7140186405269999
ACH-000425,-1.2123703212899999
ACH-000426,-1.30935423515
ACH-000427,-0.8570471629199999
ACH-000433,-1.6276689104700002
ACH-000436,-1.12192558654
ACH-000444,-1.07622662243
ACH-000445,-1.34252104324
ACH-000448,-1.24360005564
ACH-000450,-1.54540845851
ACH-000452,-1.28124369412
ACH-000454,-1.07377166246
ACH-000458,-0.9305325836409999
ACH-000459,-1.2814362665799999
ACH-000460,-1.1182166414799999
ACH-000461,-1.13852933144
ACH-000463,-1.16923262119
ACH-000464,-1.05308112938
ACH-000466,-0.9646216568529999
ACH-000467,-1.4107701959099999
ACH-000468,-1.057817945
ACH-000469,-1.1077919837399999
ACH-000470,-1.1518159032
ACH-000471,-1.1799172869399999
ACH-000472,-1.2721665500900001
ACH-000473,-1.3511528974
ACH-000475,-1.1057124481799998
ACH-000476,-1.3372353171
ACH-000477,-1.40723256148
ACH-000480,-1.04788422435
ACH-000481,-1.153692367
ACH-000483,-1.34294880565
ACH-000484,-1.14558526467
ACH-000485,-1.00919765518
ACH-000486,-1.38782342808
ACH-000487,-1.13463372526
ACH-000488,-1.13010116157
ACH-000490,-1.1596683612
ACH-000491,-1.0074389104
ACH-000495,-1.54844052949
ACH-000496,-1.0943495789700002
ACH-000499,-1.33626739364
ACH-000500,-1.13800210311
ACH-000502,-1.23068575977
ACH-000503,-1.12575370235
ACH-000505,-0.8625636280619999
ACH-000507,-1.1026119780099999
ACH-000510,-1.21847389658
ACH-000511,-1.32909151379
ACH-000512,-1.3662990153
ACH-000516,-1.57879861675
ACH-000517,-1.0351027507100001
ACH-000518,-1.10395765548
ACH-000520,-1.2973374119299999
ACH-000521,-0.9514885845819999
ACH-000522,-1.13862419511
ACH-000524,-1.1962823819
ACH-000527,-1.1968348916
ACH-000528,-1.2366802103
ACH-000537,-0.9416531046690001
ACH-000541,-1.48859456949
ACH-000542,-1.33296905531
ACH-000544,-1.15777691286
ACH-000545,-1.01167538339
ACH-000547,-1.50671922065
ACH-000548,-1.20271521607
ACH-000549,-1.1119341791700001
ACH-000550,-1.23139594476
ACH-000552,-1.12842449627
ACH-000556,-1.29594256202
ACH-000557,-1.12651448654
ACH-000570,-1.39320939146
ACH-000571,-0.9995928141500001
ACH-000573,-1.07876813052
ACH-000576,-1.0285260752
ACH-000580,-1.21625676913
ACH-000584,-1.20380213735
ACH-000585,-1.16993439597
ACH-000588,-1.53300371791
ACH-000589,-1.4681492770299998
ACH-000591,-1.5471166649
ACH-000593,-0.906600039957
ACH-000600,-1.18162417685
ACH-000601,-1.16361587454
ACH-000604,-1.64016055241
ACH-000605,-1.2755236966299999
ACH-000606,-1.0126862707100002
ACH-000608,-0.8677519122239999
ACH-000614,-0.9659304465180001
ACH-000616,-1.1680967154200002
ACH-000618,-1.1495901907200001
ACH-000619,-1.0785240844600001
ACH-000620,-1.24636816369
ACH-000621,-1.0845996511
ACH-000622,-1.23116702709
ACH-000623,-1.59883529454
ACH-000624,-1.1564771156
ACH-000627,-1.4923082714899998
ACH-000630,-1.1104150020899999
ACH-000632,-1.30954386592
ACH-000633,-1.14802715598
ACH-000637,-1.18710863622
ACH-000638,-1.08230929362
ACH-000646,-1.04747380931
ACH-000647,-1.18797648603
ACH-000648,-1.37415670688
ACH-000649,-1.44042751012
ACH-000651,-1.20818681243
ACH-000652,-1.06638432032
ACH-000653,-1.12341742539
ACH-000657,-1.28145604411
ACH-000658,-1.1578818135299997
ACH-000661,-1.1309291351100001
ACH-000662,-0.9091120000849999
ACH-000663,-1.29370860236
ACH-000665,-1.11634422002
ACH-000671,-1.06393878723
ACH-000673,-0.976982089521
ACH-000676,-1.0156105815
ACH-000677,-1.17878035537
ACH-000681,-1.50097479213
ACH-000682,-1.13969403958
ACH-000683,-1.15479311493
ACH-000684,-1.7725735508400002
ACH-000688,-1.15404494366
ACH-000693,-1.07482983494
ACH-000694,-1.3333451168100001
ACH-000695,-1.26662820765
ACH-000696,-1.15023531737
ACH-000697,-1.0406246837100002
ACH-000699,-1.3422939718200002
ACH-000701,-1.20561129745
ACH-000706,-1.15862110741
ACH-000711,-1.35308059846
ACH-000713,-1.49845118197
ACH-000714,-1.44642961495
ACH-000718,-1.36965232705
ACH-000720,-1.11712390986
ACH-000721,-1.05396148182
ACH-000724,-0.6614079048870001
ACH-000725,-1.19585864877
ACH-000732,-1.009453254
ACH-000734,-1.20610445057
ACH-000735,-1.0303797318
ACH-000736,-0.9681182633230001
ACH-000738,-1.03967889806
ACH-000746,-1.1558195817899999
ACH-000747,-1.2189525727600001
ACH-000748,-1.34773030526
ACH-000753,-1.2076636106799998
ACH-000756,-1.14306218081
ACH-000757,-1.24264491293
ACH-000758,-1.1363446125799999
ACH-000760,-1.13925126934
ACH-000763,-1.5863185174399999
ACH-000764,-1.09065062232
ACH-000765,-1.3448623930399999
ACH-000766,-1.13396628052
ACH-000767,-1.15931872112
ACH-000768,-1.08654639996
ACH-000769,-1.49529906943
ACH-000770,-1.34387947498
ACH-000771,-1.35262779074
ACH-000773,-1.47413544152
ACH-000776,-1.06250581826
ACH-000777,-1.31910223969
ACH-000778,-1.1812549269600001
ACH-000781,-1.45630105495
ACH-000782,-1.05219909945
ACH-000783,-1.31872071445
ACH-000784,-1.2835705296700002
ACH-000785,-1.29290708803
ACH-000787,-1.27567100443
ACH-000788,-1.25438990363
ACH-000791,-1.35931446184
ACH-000792,-1.12139150706
ACH-000794,-1.16577280248
ACH-000796,-1.20295220286
ACH-000799,-1.66112347444
ACH-000800,-0.9811146795739999
ACH-000802,-1.27958724124
ACH-000804,-1.22486892317
ACH-000805,-1.4918942961500001
ACH-000809,-0.9787917399339999
ACH-000810,-1.62274047288
ACH-000811,-1.12841079337
ACH-000817,-1.3813681957799997
ACH-000819,-1.2330415370399999
ACH-000820,-0.94222115764
ACH-000821,-0.994866307876
ACH-000822,-0.768572574428
ACH-000823,-1.12559124937
ACH-000824,-1.3071886388
ACH-000827,-1.069125037
ACH-000829,-0.90740476081
ACH-000831,-1.25870898011
ACH-000832,-0.962572058752
ACH-000833,-0.929771386857
ACH-000834,-1.15726170333
ACH-000835,-1.19926003315
ACH-000836,-0.618647723832
ACH-000837,-1.25000128284
ACH-000838,-1.02919614218
ACH-000839,-1.32649366718
ACH-000840,-1.4672268256799998
ACH-000841,-1.23008259309
ACH-000843,-1.01246759445
ACH-000846,-0.872746197837
ACH-000847,-0.848618159715
ACH-000848,-1.28230497021
ACH-000849,-1.18585546443
ACH-000851,-1.3909326221399998
ACH-000855,-1.57412534054
ACH-000856,-1.56506140342
ACH-000858,-1.17808884546
ACH-000859,-1.18735712653
ACH-000861,-1.35891021652
ACH-000862,-1.00616323744
ACH-000865,-1.2920115815200002
ACH-000866,-1.42840690901
ACH-000867,-1.12576957142
ACH-000869,-1.03143803408
ACH-000872,-1.09025280779
ACH-000873,-1.0484372222
ACH-000876,-0.848603057343
ACH-000878,-1.02822710434
ACH-000880,-0.929583986993
ACH-000881,-1.3903894462200002
ACH-000882,-1.05862956582
ACH-000884,-1.27451058141
ACH-000885,-1.37725001315
ACH-000887,-1.11675996086
ACH-000888,-1.0625595430700001
ACH-000889,-1.10854953421
ACH-000890,-1.4222654449
ACH-000896,-1.45719728053
ACH-000898,-0.987337788252
ACH-000900,-1.27875570331
ACH-000901,-1.25677589227
ACH-000905,-1.25139496623
ACH-000906,-1.23031651515
ACH-000907,-1.29963371273
ACH-000910,-0.950535623618
ACH-000911,-1.2428096046
ACH-000912,-1.1817972985
ACH-000913,-1.366272304
ACH-000915,-1.1640376161100001
ACH-000916,-0.9743289263539999
ACH-000917,-1.20409072515
ACH-000921,-1.301074176
ACH-000924,-0.872508544773
ACH-000926,-1.31685831266
ACH-000928,-1.61207757123
ACH-000929,-1.05730225207
ACH-000932,-1.1662317631899999
ACH-000935,-1.5391425575600002
ACH-000936,-1.5305498091299998
ACH-000937,-1.0729805558299998
ACH-000938,-1.4199418189300002
ACH-000939,-0.785418973479
ACH-000941,-1.76473419593
ACH-000943,-1.36861606035
ACH-000946,-1.1995757168999999
ACH-000947,-1.38110094769
ACH-000948,-1.49417914502
ACH-000950,-1.4073303718099999
ACH-000953,-1.52784753609
ACH-000957,-1.21324267925
ACH-000958,-0.982172997751
ACH-000960,-1.3811926650600002
ACH-000963,-1.2656956340899999
ACH-000968,-1.3977636712600001
ACH-000969,-1.24668417028
ACH-000973,-0.9974495002060001
ACH-000974,-1.2206662944700002
ACH-000975,-0.912146360434
ACH-000976,-1.26283594655
ACH-000978,-1.31413612904
ACH-000980,-1.26066993793
ACH-000984,-1.0791981804000002
ACH-000986,-1.34699433744
ACH-000988,-1.80706025215
ACH-000993,-1.27026204942
ACH-000994,-1.2747707306
ACH-000996,-1.25538891093
ACH-001001,-1.116639962
ACH-001020,-1.19168864743
ACH-001028,-1.13326401571
ACH-001031,-1.06691095567
ACH-001038,-1.1071785433299999
ACH-001048,-1.26405400884
ACH-001050,-1.3600244806900001
ACH-001053,-1.32719874422
ACH-001054,-1.29981563479
ACH-001061,-1.15850041831
ACH-001067,-1.2505203567299998
ACH-001075,-1.36033557264
ACH-001096,-1.4366771789700001
ACH-001128,0.10842874276900001
ACH-001134,-1.26486637677
ACH-001151,-1.2231642708600001
ACH-001163,-0.9202678323160001
ACH-001164,-0.860237643846
ACH-001173,-1.10954476311
ACH-001183,-0.9295729886859999
ACH-001184,-1.17220271411
ACH-001190,-1.123731103
ACH-001192,-0.870602971895
ACH-001193,-1.6504493244799998
ACH-001196,-1.6709983527899999
ACH-001197,-1.1947114504
ACH-001205,-1.15322217704
ACH-001211,-1.09450761734
ACH-001212,-1.5102721149200002
ACH-001228,-1.19436849321
ACH-001232,-1.32059177555
ACH-001239,-1.1957887767200002
ACH-001274,-1.6027772360499999
ACH-001275,-0.8597463471279999
ACH-001277,-1.4076485707700002
ACH-001278,-1.00791252958
ACH-001280,-1.13798546141
ACH-001283,-1.14895755708
ACH-001289,-1.03834270231
ACH-001295,-1.18062606352
ACH-001300,-1.07096774056
ACH-001301,-1.41107860946
ACH-001302,-0.996188079826
ACH-001303,-0.966032434125
ACH-001306,-1.08014870278
ACH-001318,-1.2799788593
ACH-001322,-1.1555918999400001
ACH-001328,-1.2589163999700002
ACH-001332,-1.2416284423100001
ACH-001333,-1.31381277028
ACH-001336,-1.0700417869
ACH-001340,-1.23387679534
ACH-001346,-1.25845658799
ACH-001353,-1.0888192783700001
ACH-001354,-1.4243214517200002
ACH-001367,-1.08684014639
ACH-001368,-1.12380508869
ACH-001374,-1.02357447808
ACH-001375,-1.29497395942
ACH-001377,-1.0535555317
ACH-001380,-1.26811705154
ACH-001391,-1.1596702012200002
ACH-001407,-1.0892876803899998
ACH-001408,-1.0782916650299998
ACH-001413,-1.17469698505
ACH-001430,-1.12795036984
ACH-001431,-1.3785940448700003
ACH-001450,-1.02764676626
ACH-001496,-0.774785990771
ACH-001500,-1.08022044608
ACH-001521,-0.8662889437710001
ACH-001523,-1.14851407702
ACH-001532,-1.33520238952
ACH-001536,-1.3043466727200002
ACH-001550,-0.897258746129
ACH-001552,-1.1194010676100001
ACH-001554,-1.1492442652500001
ACH-001645,-1.39830469135
ACH-001654,-0.764087804269
ACH-001715,-1.47881775731
ACH-001735,-1.2170337291600002
ACH-001736,-1.0808288885600001
ACH-001737,-1.41144620144
ACH-001740,-0.7712623312219999
ACH-001745,-1.031475475
ACH-001750,-1.20965694998
ACH-001765,-1.22783194094
ACH-001956,-0.925870177781
ACH-001957,-1.11049821005
