,UROS (7390)
ACH-000334,-0.08692721630610001
ACH-000335,-0.347311847335
ACH-000336,-0.170738321338
ACH-000337,-0.401701885501
ACH-000339,-0.309217124146
ACH-000341,-0.48491774299999996
ACH-000348,-0.334794876435
ACH-000350,-0.419448905271
ACH-000352,-0.16413930647
ACH-000356,-0.0211035290249
ACH-000361,-0.287223160145
ACH-000362,-0.788302622246
ACH-000363,-0.308178313524
ACH-000364,-0.20610394084199998
ACH-000365,-0.60961289307
ACH-000366,-0.0797578878085
ACH-000368,-0.304735845961
ACH-000374,-0.393271937236
ACH-000375,-0.283396370305
ACH-000376,-0.366490879147
ACH-000381,-0.35593248703599994
ACH-000383,-0.34136288770499995
ACH-000387,-0.216826021405
ACH-000389,-0.122482013172
ACH-000390,-0.42282541385300004
ACH-000393,-0.218070643924
ACH-000395,-0.37163151268600003
ACH-000397,-0.33771654243199994
ACH-000401,-0.223189790913
ACH-000402,-0.232275892218
ACH-000403,-0.279797167849
ACH-000404,-0.007390884853010001
ACH-000406,-0.688463659662
ACH-000407,-0.148752215728
ACH-000408,-0.30214562350900004
ACH-000410,-0.252481615613
ACH-000411,-0.23882470273000003
ACH-000414,-0.151053006393
ACH-000415,-0.20342160758000002
ACH-000416,-0.148226171829
ACH-000420,-0.482189265496
ACH-000421,-0.255614870955
ACH-000424,-0.44572505580300004
ACH-000425,-0.142633291778
ACH-000426,-0.223744871855
ACH-000427,-0.170399842216
ACH-000433,-0.26061407265299996
ACH-000436,-0.12954718322
ACH-000444,-0.198625119935
ACH-000445,-0.206353139679
ACH-000448,-0.37108066489
ACH-000450,-0.544874256838
ACH-000452,-0.279888645433
ACH-000454,-0.531438105423
ACH-000458,-0.177089564828
ACH-000459,-0.582653529724
ACH-000460,-0.33906209168000007
ACH-000461,-0.27486604781
ACH-000463,-0.359108677654
ACH-000464,-0.16276003263900002
ACH-000466,-0.18890021633499998
ACH-000467,-0.297538447267
ACH-000468,-0.519565513567
ACH-000469,-0.377996031604
ACH-000470,-0.37161369112899995
ACH-000471,-0.220229389038
ACH-000472,-0.272291248993
ACH-000473,-0.161054588591
ACH-000475,-0.210627620782
ACH-000476,-0.230853079729
ACH-000477,-0.344325940893
ACH-000480,-0.261665849438
ACH-000481,-0.244933025596
ACH-000483,-0.34671738285099996
ACH-000484,-0.0954310754379
ACH-000485,-0.23509206828899998
ACH-000486,-0.292506978167
ACH-000487,-0.12641964390799998
ACH-000488,-0.5848539048100001
ACH-000490,-0.208239960291
ACH-000491,-0.312728506161
ACH-000495,-0.403161614462
ACH-000496,-0.40559602808399997
ACH-000499,-0.33683642646799994
ACH-000500,-0.759912007071
ACH-000502,-0.122564006142
ACH-000503,-0.08519524019130001
ACH-000505,-0.284386890043
ACH-000507,-0.372690439615
ACH-000510,-0.268626857647
ACH-000511,-0.268262437959
ACH-000512,-0.590625487409
ACH-000516,-0.23890780384500002
ACH-000517,-0.13994232411399998
ACH-000518,-0.0519275016945
ACH-000520,-0.24710553000399998
ACH-000521,-0.5117402478140001
ACH-000522,-0.36482202915899997
ACH-000524,-0.261545477992
ACH-000527,-0.248882355582
ACH-000528,-0.5434080099009999
ACH-000537,-0.135479156495
ACH-000541,-0.438224375959
ACH-000542,-0.222030245739
ACH-000544,-0.369188741664
ACH-000545,-0.306030262958
ACH-000547,-0.5213172266480001
ACH-000548,-0.31962910119800003
ACH-000549,-0.219795011354
ACH-000550,-0.47525820589100004
ACH-000552,-0.145306648186
ACH-000556,-0.174997190087
ACH-000557,-0.545407298351
ACH-000570,-0.304641095959
ACH-000571,-0.294751409427
ACH-000573,-0.33400476765
ACH-000576,-0.69960242102
ACH-000580,-0.232057494018
ACH-000584,-0.35408069894199995
ACH-000585,-0.288489858826
ACH-000588,-0.575212298049
ACH-000589,-0.217625697065
ACH-000591,-0.45099148451300003
ACH-000593,-0.422757834401
ACH-000600,-0.279907919584
ACH-000601,-0.26168782930100004
ACH-000604,-0.105899286509
ACH-000605,-0.371138103552
ACH-000606,-0.31172331503600004
ACH-000608,-0.110399328968
ACH-000614,-0.389822160602
ACH-000616,-0.030282137828000003
ACH-000618,-0.19001734462499997
ACH-000619,-0.47200559123499997
ACH-000620,-0.10498858947300001
ACH-000621,-0.329716269737
ACH-000622,-0.485842621347
ACH-000623,-0.497508332513
ACH-000624,-0.160272587652
ACH-000627,-0.33171272994600004
ACH-000630,-0.38723801057499996
ACH-000632,-0.178269924024
ACH-000633,-0.198932353299
ACH-000637,-0.152932894113
ACH-000638,-0.20212563639199999
ACH-000646,-0.185632717241
ACH-000647,-0.295875708779
ACH-000648,-0.410141599529
ACH-000649,-0.240489964886
ACH-000651,-0.425268755014
ACH-000652,-0.396648658103
ACH-000653,-0.062383569408900004
ACH-000657,-0.107658878633
ACH-000658,-0.825333934619
ACH-000661,-0.395639416241
ACH-000662,-0.125193165811
ACH-000663,-0.214197878715
ACH-000665,-0.23805218738400002
ACH-000671,-0.151298231347
ACH-000673,-0.376509901392
ACH-000676,-0.298200706539
ACH-000677,-0.34041245871799997
ACH-000681,-0.22842451686700002
ACH-000682,-0.357910184359
ACH-000683,-0.257058575887
ACH-000684,-0.23479956281599998
ACH-000688,-0.307664123559
ACH-000693,-0.365754682798
ACH-000694,-0.30677912718
ACH-000695,-0.598738865526
ACH-000696,-0.273961065467
ACH-000697,-0.31132201354
ACH-000699,-0.192624164851
ACH-000701,-0.228145622357
ACH-000706,-0.276681721866
ACH-000711,-0.170582309954
ACH-000713,0.029002728207200002
ACH-000714,-0.312981363557
ACH-000718,-0.257097229843
ACH-000720,-0.247108813535
ACH-000721,-0.23527307994899999
ACH-000724,-0.268168281947
ACH-000725,-0.34907041617299994
ACH-000732,-0.372615392718
ACH-000734,-0.11654556250600001
ACH-000735,-0.282023762379
ACH-000736,-0.240177866477
ACH-000738,-0.28926513259799996
ACH-000746,-0.360229345859
ACH-000747,-0.557863180116
ACH-000748,-0.23156694542700001
ACH-000753,-0.49947501514799997
ACH-000756,-0.19393448995
ACH-000757,-0.15138252742900002
ACH-000758,-0.560766988098
ACH-000760,-0.172284653196
ACH-000763,-0.143006978713
ACH-000764,-0.16547371469799999
ACH-000765,-0.29186549386
ACH-000766,-0.18371090649500002
ACH-000767,-0.30203076556999997
ACH-000768,-0.331860811278
ACH-000769,-0.35861543717
ACH-000770,-0.8375358676469999
ACH-000771,-0.100549479705
ACH-000773,-0.7724834913040001
ACH-000776,-0.183882672324
ACH-000777,-0.19906349996599998
ACH-000778,-0.554714938237
ACH-000781,-0.279271676687
ACH-000782,-0.38265853317299997
ACH-000783,-0.31288642708500003
ACH-000784,-0.228927516826
ACH-000785,-0.37309517231899997
ACH-000787,-0.336755030295
ACH-000788,-0.102409977982
ACH-000791,-0.325537310677
ACH-000792,-0.22602501197299998
ACH-000794,-0.312116677172
ACH-000796,-0.341179498402
ACH-000799,-0.385858203116
ACH-000800,-0.464497709328
ACH-000802,-0.24600429193000004
ACH-000804,-0.44188729845200003
ACH-000805,-0.035597790339099995
ACH-000809,-0.343570939731
ACH-000810,-0.295573324591
ACH-000811,-0.315845054674
ACH-000817,-0.393109618987
ACH-000819,-0.314591744703
ACH-000820,-0.0932481947463
ACH-000821,-0.201098538695
ACH-000822,-0.31750478626
ACH-000823,-0.209528298758
ACH-000824,-0.190212452944
ACH-000827,-0.200354851823
ACH-000829,-0.397658752152
ACH-000831,-0.6405376616699999
ACH-000832,0.0568952630456
ACH-000833,-0.644490350942
ACH-000834,-0.021030360647
ACH-000835,-0.229966786347
ACH-000836,-0.213439065173
ACH-000837,-0.46291116348399997
ACH-000838,-0.295420220527
ACH-000839,-0.178870713941
ACH-000840,-0.196022009586
ACH-000841,-0.366341035911
ACH-000843,-0.367947964672
ACH-000846,-0.322895928692
ACH-000847,-0.257281226079
ACH-000848,-0.103647095976
ACH-000849,-0.30009608633400003
ACH-000851,-0.319521174314
ACH-000855,-0.212279056831
ACH-000856,-0.37742831581999997
ACH-000858,-0.512210865036
ACH-000859,-0.306029235151
ACH-000861,-0.19555744067699998
ACH-000862,-0.193511035437
ACH-000865,-0.19031480290199998
ACH-000866,-0.18073310394
ACH-000867,-0.376405833001
ACH-000869,-0.286797470678
ACH-000872,-0.12167060905200001
ACH-000873,-0.0778438027553
ACH-000876,-0.19799630023200002
ACH-000878,-0.177906140843
ACH-000880,-0.503621247929
ACH-000881,-0.125865088339
ACH-000882,-0.219404147895
ACH-000884,-0.288689263701
ACH-000885,-0.127832431914
ACH-000887,-0.30341510817699996
ACH-000888,-0.525611809953
ACH-000889,-0.502116609823
ACH-000890,-0.33522099819400003
ACH-000896,-0.0715009278438
ACH-000898,-0.300424715281
ACH-000900,-0.254782942309
ACH-000901,-0.227256154748
ACH-000905,-0.230514140192
ACH-000906,-0.07192354112039999
ACH-000907,-0.236222851286
ACH-000910,-0.45787812288
ACH-000911,-0.222831640278
ACH-000912,-0.14759836179400002
ACH-000913,-0.432903499868
ACH-000915,-0.365892061696
ACH-000916,-1.02364809239
ACH-000917,-0.254287005988
ACH-000921,-0.10841398592700001
ACH-000924,-0.20266055574099998
ACH-000926,-0.47898474477799996
ACH-000928,-0.619527694583
ACH-000929,-0.0007424251607080001
ACH-000932,-0.865310686567
ACH-000935,-0.0783156773981
ACH-000936,-0.12011779351099999
ACH-000937,-0.39021546904700005
ACH-000938,-0.725292339018
ACH-000939,-0.43310912049500006
ACH-000941,-0.158561612521
ACH-000943,-0.462486416303
ACH-000946,-0.294060420036
ACH-000947,-0.24228839504900002
ACH-000948,-0.228843543065
ACH-000950,-0.429760608358
ACH-000953,-0.48048171269400003
ACH-000957,-0.284884374304
ACH-000958,-0.30208847839999997
ACH-000960,-0.23237071852400001
ACH-000963,-0.189533694818
ACH-000968,-0.257819717566
ACH-000969,-0.22299701941199998
ACH-000973,-0.201544291523
ACH-000974,-0.239983065275
ACH-000975,-0.408757651086
ACH-000976,-0.398517612439
ACH-000978,-0.056291471384899996
ACH-000980,-0.28715683373399997
ACH-000984,-0.165354388544
ACH-000986,-0.21722684324799998
ACH-000988,-0.0884735909338
ACH-000993,-0.230765789047
ACH-000994,-0.294943737522
ACH-000996,0.0651981581041
ACH-001001,-0.6542784798260001
ACH-001020,-0.453161597822
ACH-001028,-0.284017773433
ACH-001031,-0.28012696676800003
ACH-001038,-0.13377716317399999
ACH-001048,-0.132918767499
ACH-001050,-0.305783129499
ACH-001053,-0.0947768416212
ACH-001054,-0.441860108008
ACH-001061,-0.69135486054
ACH-001067,-0.122857269927
ACH-001075,-0.128785312905
ACH-001096,-0.32884957517499996
ACH-001128,-0.315536450786
ACH-001134,-0.32242707402
ACH-001151,-0.161487799838
ACH-001163,-0.325263097907
ACH-001164,-0.198137593544
ACH-001173,-0.20135648407499998
ACH-001183,-0.274181868322
ACH-001184,-0.353604694636
ACH-001190,-0.39298365523
ACH-001192,-0.311768064041
ACH-001193,-0.45810651495899996
ACH-001196,-0.335028138735
ACH-001197,-0.628504953616
ACH-001205,-0.119950764087
ACH-001211,-0.254225064964
ACH-001212,-0.267830888843
ACH-001228,-0.29401543810499997
ACH-001232,-0.360437544152
ACH-001239,-0.212457178504
ACH-001274,-0.21832673139800002
ACH-001275,-0.0723922262897
ACH-001277,-0.37300374723000007
ACH-001278,-0.36610126144500005
ACH-001280,-0.32065161831
ACH-001283,0.117872222959
ACH-001289,-0.230631895732
ACH-001295,-0.22744727778999999
ACH-001300,-0.210296289965
ACH-001301,-0.33722031858
ACH-001302,0.128566501712
ACH-001303,-0.38861304261299995
ACH-001306,-0.297253541117
ACH-001318,-0.12359248276799999
ACH-001322,-0.39706985592
ACH-001328,-0.09181434717499999
ACH-001332,-0.0568093403427
ACH-001333,-0.0590723066483
ACH-001336,-0.163634539613
ACH-001340,-0.150552936569
ACH-001346,-0.116643241553
ACH-001353,-0.258252600286
ACH-001354,-0.14778226080600002
ACH-001367,-0.25040908824700003
ACH-001368,-0.38677893407799996
ACH-001374,-0.0985396593805
ACH-001375,-0.21798712321999997
ACH-001377,-0.0529353013443
ACH-001380,-0.19807039403499999
ACH-001391,-0.329110265376
ACH-001407,-0.21160008635299998
ACH-001408,-0.251375347338
ACH-001413,-0.0464493679019
ACH-001430,-0.0758531470557
ACH-001431,-0.33718472521700005
ACH-001450,-0.6808132757690001
ACH-001496,-0.275921094311
ACH-001500,-0.194478843912
ACH-001521,-0.362765478877
ACH-001523,-0.236419475366
ACH-001532,-0.097054166044
ACH-001536,-0.0930504497051
ACH-001550,-0.368712454997
ACH-001552,-0.242274090605
ACH-001554,-0.322201091437
ACH-001645,-0.205537418402
ACH-001654,-0.188468089356
ACH-001715,-0.22661779443000005
ACH-001735,-0.523364068929
ACH-001736,-0.5694485915649999
ACH-001737,0.259310705102
ACH-001740,-0.2757591665
ACH-001745,-0.242433574935
ACH-001750,-0.153322889104
ACH-001765,-0.159072132116
ACH-001956,-0.206136813925
ACH-001957,-0.0940465803892
