,SRBD1 (55133)
ACH-000329,-1.02149419959
ACH-000330,-1.6419770284
ACH-000331,-1.3332655852700002
ACH-000332,-1.7596971151499998
ACH-000334,-0.996821436231
ACH-000335,-1.19395766003
ACH-000336,-1.62640086074
ACH-000337,-1.15223129259
ACH-000339,-1.3003844359799999
ACH-000341,-1.8324974991999998
ACH-000348,-1.3630412609399998
ACH-000350,-1.5107135268399998
ACH-000352,-1.4504084834900002
ACH-000356,-1.71472436838
ACH-000361,-1.34728800942
ACH-000362,-1.52354913306
ACH-000363,-1.4499386826700003
ACH-000364,-1.6910431947100002
ACH-000365,-1.27777920869
ACH-000366,-1.5959504147499999
ACH-000368,-1.4824782554499998
ACH-000374,-1.26213000773
ACH-000375,-1.5440627076700002
ACH-000376,-1.21171467903
ACH-000381,-1.39810446236
ACH-000383,-1.21029656537
ACH-000387,-1.5603899022799999
ACH-000389,-1.36747283371
ACH-000390,-1.28508994882
ACH-000393,-1.38522797075
ACH-000395,-1.5997758684999999
ACH-000397,-1.68206452544
ACH-000401,-1.6218145256299998
ACH-000402,-1.2694036014
ACH-000403,-1.5675165667200002
ACH-000404,-1.19273758901
ACH-000406,-1.80072022996
ACH-000407,-1.22823753849
ACH-000408,-1.40558719038
ACH-000410,-1.3838349655000002
ACH-000411,-1.30438673451
ACH-000414,-1.86004212097
ACH-000415,-1.60506746322
ACH-000416,-1.5586254040799998
ACH-000420,-1.595253697
ACH-000421,-1.5570791026
ACH-000424,-1.5520259099399998
ACH-000425,-1.81779049192
ACH-000426,-1.44931501359
ACH-000427,-1.71876763995
ACH-000433,-1.5318376808899998
ACH-000436,-1.45796156804
ACH-000444,-1.6476425400699999
ACH-000445,-1.01380736903
ACH-000448,-1.4243235215
ACH-000450,-1.29920284985
ACH-000452,-1.8713950298299997
ACH-000454,-1.44618302377
ACH-000458,-1.43781264206
ACH-000459,-1.54109027361
ACH-000460,-1.3284421189700002
ACH-000461,-1.78266224555
ACH-000463,-1.4864069524599999
ACH-000464,-1.4636870452700002
ACH-000466,-1.5126400781600002
ACH-000467,-1.42265315352
ACH-000468,-1.6435442751499998
ACH-000469,-1.5840643665600003
ACH-000470,-1.30043659994
ACH-000471,-1.55385022726
ACH-000472,-2.05695328763
ACH-000473,-1.55119752979
ACH-000475,-1.52325900311
ACH-000476,-1.60616141683
ACH-000477,-1.5885614968700001
ACH-000480,-1.4959929887099999
ACH-000481,-1.94731052949
ACH-000483,-1.33317136319
ACH-000484,-1.6425630384799998
ACH-000485,-1.6132085214200003
ACH-000486,-1.66067444911
ACH-000487,-1.22484605811
ACH-000488,-1.4122049458500001
ACH-000490,-1.39984236905
ACH-000491,-0.977859668356
ACH-000495,-2.00266300435
ACH-000496,-1.38332942958
ACH-000499,-1.3817962538100002
ACH-000500,-1.23256929396
ACH-000502,-1.36340788564
ACH-000503,-1.52868352228
ACH-000505,-1.32190111276
ACH-000507,-1.40749564123
ACH-000510,-1.7371485290000002
ACH-000511,-1.4509572201199998
ACH-000512,-1.3908175690600002
ACH-000516,-1.6907157808200002
ACH-000517,-0.725005810842
ACH-000518,-1.73752604591
ACH-000520,-1.4715396482700003
ACH-000521,-1.58994196863
ACH-000522,-1.89981211195
ACH-000524,-0.9660472219410001
ACH-000527,-1.60253715235
ACH-000528,-1.78172661366
ACH-000537,-1.45914475894
ACH-000541,-1.52590827324
ACH-000542,-1.1962962855600001
ACH-000544,-1.5774547062
ACH-000545,-1.5098495775799998
ACH-000547,-1.7153524938299998
ACH-000548,-1.7833701603799998
ACH-000549,-1.22676951555
ACH-000550,-1.67284648153
ACH-000552,-1.57273731085
ACH-000556,-1.12172276135
ACH-000557,-2.01271693922
ACH-000570,-1.6474437075100001
ACH-000571,-0.743207270882
ACH-000573,-1.5044315670700001
ACH-000576,-1.6756993902500001
ACH-000580,-1.9154797455700001
ACH-000584,-1.8299406116900003
ACH-000585,-1.48529955793
ACH-000588,-1.37991213676
ACH-000589,-1.49190070439
ACH-000591,-1.51374861005
ACH-000593,-1.63729148938
ACH-000600,-1.8128306418
ACH-000601,-1.42467277049
ACH-000604,-1.92303173282
ACH-000605,-1.44635006199
ACH-000606,-1.31130339357
ACH-000608,-1.3126637456999999
ACH-000614,-1.82662827324
ACH-000616,-1.49725657264
ACH-000618,-1.37001138456
ACH-000619,-1.7161450981400002
ACH-000620,-1.50972558262
ACH-000621,-1.3319756787700001
ACH-000622,-1.5371473373700002
ACH-000623,-1.58628447989
ACH-000624,-1.39694409727
ACH-000627,-1.28066807824
ACH-000630,-1.47529904037
ACH-000632,-1.72717914653
ACH-000633,-1.5520580040099998
ACH-000637,-1.523311422
ACH-000638,-1.6038360891999999
ACH-000646,-1.54391935331
ACH-000647,-1.31634964987
ACH-000648,-2.15537995299
ACH-000649,-1.40330834134
ACH-000651,-1.4456585012099998
ACH-000652,-1.47043099651
ACH-000653,-1.40869104276
ACH-000657,-1.58601761619
ACH-000658,-1.4224145884000001
ACH-000661,-1.9458954111200002
ACH-000662,-1.94457574211
ACH-000663,-1.17772919956
ACH-000665,-1.6061367870299998
ACH-000671,-1.40294851497
ACH-000673,-1.6637886788299998
ACH-000676,-1.4982680881700001
ACH-000677,-1.4008433220200003
ACH-000681,-1.4671115131099999
ACH-000682,-1.15699545813
ACH-000683,-1.98367895688
ACH-000684,-1.8595210583200001
ACH-000688,-1.2019342675
ACH-000693,-1.71930393283
ACH-000694,-1.43894054845
ACH-000695,-1.81371150102
ACH-000696,-1.27449273584
ACH-000697,-1.24629736983
ACH-000699,-0.998690575185
ACH-000701,-1.8321376420599997
ACH-000706,-1.92011752227
ACH-000711,-1.2996629768799999
ACH-000713,-1.31427011505
ACH-000714,-1.46869573887
ACH-000718,-1.58351943129
ACH-000720,-1.53487904164
ACH-000721,-1.48982046845
ACH-000724,-1.18322127796
ACH-000725,-0.9641736555930001
ACH-000732,-1.49317064493
ACH-000734,-1.7681874856200002
ACH-000735,-1.71300285963
ACH-000736,-1.44717231505
ACH-000738,-1.65183297771
ACH-000746,-1.59917158615
ACH-000747,-1.21776687942
ACH-000748,-1.4282571223500002
ACH-000753,-1.36111607843
ACH-000756,-1.56302689196
ACH-000757,-1.4940051282
ACH-000758,-1.36185845246
ACH-000760,-1.7891381348299997
ACH-000763,-1.2918175252500002
ACH-000764,-1.50392639634
ACH-000765,-1.24493956385
ACH-000766,-1.56039465197
ACH-000767,-1.50512734794
ACH-000768,-1.55882508634
ACH-000769,-1.4695854836700002
ACH-000770,-1.3980150872100001
ACH-000771,-1.58504365018
ACH-000773,-1.43899211226
ACH-000776,-1.69669770206
ACH-000777,-1.6240452517200001
ACH-000778,-1.8206801820299998
ACH-000781,-1.6178687949500001
ACH-000782,-1.4752383884600002
ACH-000783,-1.6938530430599998
ACH-000784,-1.4708264268399998
ACH-000785,-1.68366118859
ACH-000787,-1.4912248762
ACH-000788,-1.5009803572100002
ACH-000791,-1.5050688438
ACH-000792,-1.79598147807
ACH-000794,-1.57388493033
ACH-000796,-1.64052609236
ACH-000799,-1.5980221233399998
ACH-000800,-2.0330527265900002
ACH-000802,-1.29527526947
ACH-000804,-1.6696758321399998
ACH-000805,-1.62536884981
ACH-000809,-1.48413120041
ACH-000810,-1.1326440694700002
ACH-000811,-1.4369443794299999
ACH-000817,-1.23508419208
ACH-000819,-1.44807706793
ACH-000820,-1.64993137535
ACH-000821,-1.4279444025799999
ACH-000822,-1.2411621384
ACH-000823,-1.6549538487900002
ACH-000824,-2.1088328342200002
ACH-000827,-1.54981636355
ACH-000829,-1.4553933398899999
ACH-000831,-1.43062046928
ACH-000832,-1.26153805105
ACH-000833,-1.29045034733
ACH-000834,-1.50697117035
ACH-000835,-1.57816692288
ACH-000836,-1.36727059352
ACH-000837,-1.58972103304
ACH-000838,-0.9565256819760001
ACH-000839,-1.32479371306
ACH-000840,-1.5467025325100001
ACH-000841,-1.39465079935
ACH-000843,-1.9255190113099998
ACH-000846,-1.3369218264
ACH-000847,-1.49953798508
ACH-000848,-1.74369514569
ACH-000849,-1.45607975151
ACH-000851,-1.1204056522799999
ACH-000855,-1.20279399586
ACH-000856,-1.33022315184
ACH-000858,-1.34870969134
ACH-000859,-1.35945006187
ACH-000861,-1.61671012877
ACH-000862,-1.556611098
ACH-000865,-1.49125901625
ACH-000866,-1.59878053757
ACH-000867,-1.10190862451
ACH-000869,-1.31377982877
ACH-000872,-1.4135516263299999
ACH-000873,-1.58596067841
ACH-000876,-1.73041871752
ACH-000878,-1.88706223912
ACH-000880,-1.59180580055
ACH-000881,-1.8972984920400002
ACH-000882,-1.32168313975
ACH-000884,-1.5104515922
ACH-000885,-1.36856069551
ACH-000887,-1.77431323282
ACH-000888,-1.1423153913200002
ACH-000889,-1.53809303301
ACH-000890,-1.3580391498
ACH-000896,-1.59420229993
ACH-000898,-1.32482441108
ACH-000900,-1.45846442384
ACH-000901,-1.3178348580700001
ACH-000905,-1.41224297394
ACH-000906,-1.51489120237
ACH-000907,-1.3624179277500001
ACH-000910,-1.6503742027500001
ACH-000911,-1.71775498236
ACH-000912,-1.4738784907700002
ACH-000913,-1.1211217343000002
ACH-000915,-1.28935511046
ACH-000916,-1.2990534415700001
ACH-000917,-1.32489341011
ACH-000921,-1.65408938833
ACH-000924,-1.29428757706
ACH-000926,-1.40657263641
ACH-000928,-1.66683254177
ACH-000929,-1.3740345747999998
ACH-000932,-1.3945930655399998
ACH-000935,-1.20921749558
ACH-000936,-1.52118399731
ACH-000937,-1.5367259381600002
ACH-000938,-1.4762754117299999
ACH-000939,-1.68600907056
ACH-000941,-1.28738529339
ACH-000943,-1.83685901405
ACH-000946,-1.35470124569
ACH-000947,-1.6484955998299997
ACH-000948,-1.4610261243599998
ACH-000950,-1.64269090958
ACH-000953,-1.1521979935200002
ACH-000957,-1.1523561202600001
ACH-000958,-1.29681993236
ACH-000960,-1.5009560171399998
ACH-000963,-1.05632888956
ACH-000968,-1.1518269848
ACH-000969,-1.29792979406
ACH-000973,-1.3579109042299997
ACH-000974,-1.30758506399
ACH-000975,-1.3760114848700002
ACH-000976,-1.4948770121700001
ACH-000978,-1.6527383585
ACH-000980,-1.5659214773199999
ACH-000984,-1.1676093065100002
ACH-000986,-1.3874664007799997
ACH-000988,-1.8885841279299997
ACH-000993,-1.4945301970200002
ACH-000994,-1.47369259372
ACH-000996,-1.17153108332
ACH-001001,-1.5151342620700001
ACH-001020,-1.95222557561
ACH-001028,-1.5928810886000002
ACH-001031,-1.67793695594
ACH-001038,-1.5477340314899999
ACH-001048,-1.3956227339899998
ACH-001050,-1.3707706751800002
ACH-001053,-1.2699350121
ACH-001054,-1.44143713209
ACH-001061,-1.4568194495299998
ACH-001067,-1.5133042083000001
ACH-001075,-1.5223644819
ACH-001096,-1.6442030113600001
ACH-001128,-1.7519935306999999
ACH-001134,-1.51835676748
ACH-001151,-1.45009853179
ACH-001163,-1.22479169755
ACH-001164,-1.4579482100499999
ACH-001173,-1.44874879631
ACH-001183,-1.66255261338
ACH-001184,-1.29719596811
ACH-001190,-1.69112810317
ACH-001192,-1.79988634716
ACH-001193,-1.7437379557799997
ACH-001196,-1.2641022508
ACH-001197,-1.5570175634
ACH-001205,-1.62651904116
ACH-001211,-1.5510851305700002
ACH-001212,-1.53376741355
ACH-001228,-1.0368907269
ACH-001232,-1.56444096003
ACH-001239,-1.6180082468399999
ACH-001274,-1.943098095
ACH-001275,-1.41096361332
ACH-001277,-1.45484863458
ACH-001278,-1.63626244609
ACH-001280,-1.66281957644
ACH-001283,-1.47200869351
ACH-001289,-1.8238798499200002
ACH-001295,-1.2198875801
ACH-001300,-1.49197675623
ACH-001301,-1.3347733130500001
ACH-001302,-1.2504702625700002
ACH-001303,-1.66010522016
ACH-001306,-1.40632988164
ACH-001318,-1.27350956172
ACH-001322,-1.34494671119
ACH-001328,-1.60295396248
ACH-001332,-1.23034243752
ACH-001333,-1.5121983162600001
ACH-001336,-1.1751946376
ACH-001340,-1.4013220374899997
ACH-001346,-1.4543717816400001
ACH-001353,-1.5866329531799999
ACH-001354,-1.36400449217
ACH-001367,-1.7099408479499998
ACH-001368,-1.4516601296599998
ACH-001374,-0.9407395348200001
ACH-001375,-1.4722587111899998
ACH-001377,-1.8618802882900003
ACH-001380,-1.55777699729
ACH-001391,-1.65608029326
ACH-001407,-1.62484738516
ACH-001408,-1.8228053673700002
ACH-001413,-1.13864447367
ACH-001430,-1.35258757866
ACH-001431,-1.51912139111
ACH-001450,-1.2120409336
ACH-001496,-1.3691521382
ACH-001500,-1.4027957745100001
ACH-001521,-2.02276976618
ACH-001523,-1.46575857572
ACH-001532,-1.6011018861300002
ACH-001536,-1.4102006002599998
ACH-001550,-1.6807974058300001
ACH-001552,-1.41832772117
ACH-001554,-1.41510252253
ACH-001645,-1.50528303911
ACH-001654,-1.5829829922499998
ACH-001715,-1.25176692787
ACH-001735,-1.25868638659
ACH-001736,-1.6269537933200002
ACH-001737,-1.21543351503
ACH-001740,-1.25516807226
ACH-001745,-1.39184818984
ACH-001750,-1.6316171911500001
ACH-001765,-1.29108163205
ACH-001956,-1.4578228812099998
ACH-001957,-1.1788394002299998
