,PRLHR (2834)
ACH-000169,-0.0672587246353
ACH-000178,-0.170653830925
ACH-000182,-0.0847507375756
ACH-000183,-0.24907158463000004
ACH-000188,-0.342947127711
ACH-000189,-0.26640319104800003
ACH-000190,-0.13682719418199998
ACH-000198,-0.17189642572900002
ACH-000204,-0.28573008903700003
ACH-000206,-0.254097341156
ACH-000207,-0.144321228853
ACH-000211,-0.35469205115999997
ACH-000215,-0.218130548196
ACH-000221,-0.0274717880063
ACH-000222,0.100753096824
ACH-000223,-0.211382653796
ACH-000226,-0.056203820899
ACH-000227,-0.238945888248
ACH-000228,-0.0847364492365
ACH-000231,-0.310164015997
ACH-000232,-0.292132186061
ACH-000233,-0.33574107392499997
ACH-000234,-0.352030427353
ACH-000235,-0.155822345784
ACH-000237,-0.247677083847
ACH-000238,-0.155374238549
ACH-000243,-0.26147379214600003
ACH-000244,-0.14159006820699999
ACH-000246,-0.301550398763
ACH-000248,-0.0800526052211
ACH-000250,-0.350098145554
ACH-000251,-0.12594124869
ACH-000253,-0.36089683232299996
ACH-000255,-0.546271568281
ACH-000256,-0.38156740237099995
ACH-000257,-0.46707258275200003
ACH-000258,-0.0952556976912
ACH-000259,-0.283196461251
ACH-000260,-0.227090006756
ACH-000261,-0.42132210703199996
ACH-000262,-0.0190630005847
ACH-000263,-0.561120451124
ACH-000264,-0.329264350444
ACH-000265,-0.186862265158
ACH-000266,-0.26789550828
ACH-000272,-0.0886942946416
ACH-000273,-0.20316969174000002
ACH-000274,-0.306126142878
ACH-000277,-0.33023584053599997
ACH-000278,-0.0994078620927
ACH-000279,-0.56947405053
ACH-000280,-0.20828504105099999
ACH-000281,-0.08464146862500001
ACH-000288,-0.480915733131
ACH-000291,-0.343139028297
ACH-000293,-0.223854995797
ACH-000294,-0.118295870107
ACH-000295,-0.0571930969815
ACH-000296,0.0671668536713
ACH-000302,-0.118688602469
ACH-000304,-0.37950748456999994
ACH-000307,-0.199325332144
ACH-000308,-0.21213989507800002
ACH-000310,-0.344793025124
ACH-000311,-0.0070736094876299995
ACH-000312,-0.126017830936
ACH-000315,-0.114030422753
ACH-000316,-0.144685517376
ACH-000317,0.0176821296659
ACH-000318,-0.30991869628400004
ACH-000319,-0.41515666945600005
ACH-000320,-0.114665116779
ACH-000322,-0.0447945672282
ACH-000323,-0.5066655765020001
ACH-000324,-0.19275536021499998
ACH-000329,-0.48068464566200003
ACH-000330,-0.205806058205
ACH-000331,-0.356188342071
ACH-000332,-0.215373452231
ACH-000334,-0.544133756663
ACH-000335,0.06010557650830001
ACH-000336,-0.376890638908
ACH-000337,-0.45594710692900003
ACH-000339,-0.265324953167
ACH-000341,-0.227155096615
ACH-000348,-0.185466069285
ACH-000350,-0.168116666371
ACH-000352,-0.318189786854
ACH-000356,-0.32513982790600005
ACH-000361,-0.20816044596
ACH-000362,-0.130308958408
ACH-000363,-0.48745846237199997
ACH-000364,0.0664160270681
ACH-000365,-0.266930379599
ACH-000366,-0.272740367071
ACH-000368,-0.255763305639
ACH-000374,-0.34177266600199996
ACH-000375,-0.05935694479090001
ACH-000376,-0.269613926683
ACH-000381,0.060679913115999996
ACH-000383,-0.07849106554139999
ACH-000387,-0.142103629531
ACH-000389,-0.706009347007
ACH-000390,-0.16892386733800002
ACH-000393,-0.125132547761
ACH-000395,-0.17915788033500002
ACH-000397,-0.134576986389
ACH-000401,-0.280549754434
ACH-000402,-0.260567401633
ACH-000403,-0.320625833032
ACH-000404,-0.254391624002
ACH-000406,-0.163306381828
ACH-000407,-0.152455914018
ACH-000408,-0.306350421024
ACH-000410,-0.14465073981100002
ACH-000411,-0.415905604735
ACH-000414,0.0447590649851
ACH-000415,-0.147176658438
ACH-000416,-0.16769149425899998
ACH-000420,-0.38266935816500003
ACH-000421,-0.234818070258
ACH-000424,-0.500997129512
ACH-000425,-0.5141893862610001
ACH-000426,-0.129174157741
ACH-000427,-0.62693289865
ACH-000433,-0.15529135980699998
ACH-000436,-0.22433297827100002
ACH-000444,-0.43575948231899997
ACH-000445,-0.501086616741
ACH-000448,-0.268587896187
ACH-000450,-0.25224009634
ACH-000452,-0.379475482734
ACH-000454,-0.35023810179
ACH-000458,-0.179945457451
ACH-000459,0.0556895068377
ACH-000460,-0.169440387433
ACH-000461,-0.200003964278
ACH-000463,-0.146888918541
ACH-000464,-0.0877483742513
ACH-000466,-0.104052204379
ACH-000467,-0.32340734214600003
ACH-000468,-0.0208245133609
ACH-000469,-0.150624383738
ACH-000470,-0.17875022024300002
ACH-000471,-0.198765878453
ACH-000472,-0.411905546034
ACH-000473,-0.06994432129019999
ACH-000475,-0.264824895472
ACH-000476,-0.312901709633
ACH-000477,-0.433885001444
ACH-000480,-0.383491251176
ACH-000481,-0.502420581018
ACH-000483,-0.041090722385
ACH-000484,-0.0959723709531
ACH-000485,-0.586335807257
ACH-000486,-0.116074366664
ACH-000487,-0.34849857315399996
ACH-000488,-0.196266647294
ACH-000490,0.0239090844319
ACH-000491,-0.189969268373
ACH-000495,-0.133768084022
ACH-000496,-0.060706265287199995
ACH-000499,-0.325161104084
ACH-000500,0.0512266911937
ACH-000502,-0.11908375517400001
ACH-000503,0.00715118907421
ACH-000505,-0.24627905137800002
ACH-000507,-0.35003598288000004
ACH-000510,-0.149729351468
ACH-000511,-0.155403281959
ACH-000512,-0.427615689714
ACH-000516,-0.127489903902
ACH-000517,-0.140302275372
ACH-000518,-0.39968920924900003
ACH-000520,-0.394508534146
ACH-000521,-0.11872118958200001
ACH-000522,-0.094056177577
ACH-000524,-0.229427924491
ACH-000527,-0.24609361566500002
ACH-000528,-0.15070689248400002
ACH-000537,-0.176200734045
ACH-000541,-0.5902456211680001
ACH-000542,-0.252289330244
ACH-000544,-0.331827028517
ACH-000545,-0.213253377347
ACH-000547,-0.5243877123699999
ACH-000548,-0.249800807291
ACH-000549,-0.359967755096
ACH-000550,-0.292391046971
ACH-000552,-0.149118397569
ACH-000556,-0.08918777842930001
ACH-000557,-0.34797771430299995
ACH-000570,-0.306212326021
ACH-000571,-0.25040181394600003
ACH-000573,-0.212349177713
ACH-000576,-0.163359579935
ACH-000580,-0.156024172684
ACH-000584,-0.0348299511379
ACH-000585,-0.29689310576
ACH-000588,0.0202396955035
ACH-000589,-0.260280615649
ACH-000591,-0.28966399708900004
ACH-000593,-0.175892457912
ACH-000600,-0.23245903890099998
ACH-000601,-0.166715504675
ACH-000604,-0.282881300799
ACH-000605,-0.119753857439
ACH-000606,-0.121981858414
ACH-000608,-0.207849580414
ACH-000614,-0.04964312479500001
ACH-000616,-0.302125674184
ACH-000618,-0.19015612054499997
ACH-000619,-0.20173780112700002
ACH-000620,-0.27508818054699996
ACH-000621,-0.57150546727
ACH-000622,-0.580506403695
ACH-000623,-0.131767652146
ACH-000624,-0.135053508574
ACH-000627,-0.328263834067
ACH-000630,-0.021605804559299998
ACH-000632,-0.174735960719
ACH-000633,-0.388523431036
ACH-000637,-0.252929649882
ACH-000638,0.0
ACH-000646,-0.560417279061
ACH-000647,-0.284248787244
ACH-000648,-0.240711512382
ACH-000649,-0.16234958443199998
ACH-000651,-0.319561900643
ACH-000652,-0.316160669386
ACH-000653,-0.0614732134499
ACH-000657,-0.28571018074
ACH-000658,-0.319254494156
ACH-000661,-0.186267372216
ACH-000662,-0.634680435525
ACH-000663,0.05764233545419999
ACH-000665,-0.21955550736999999
ACH-000671,-0.178400758572
ACH-000673,-0.366390516792
ACH-000676,-0.379940643085
ACH-000677,-0.255206544894
ACH-000681,0.126865956283
ACH-000682,-0.17264119082
ACH-000683,-0.408257067574
ACH-000684,-0.129869205035
ACH-000688,-0.233205278002
ACH-000693,-0.23819146709199998
ACH-000694,-0.119628964485
ACH-000695,-0.569975837722
ACH-000696,-0.16217906062
ACH-000697,-0.503960714442
ACH-000699,-0.39465566679200004
ACH-000701,-0.12174225110200002
ACH-000706,-0.0327712631832
ACH-000711,-0.273540506478
ACH-000713,0.0010134039449199998
ACH-000714,-0.134477839685
ACH-000718,-0.00217724157241
ACH-000720,-0.234822316725
ACH-000721,-0.0756323406982
ACH-000724,-0.172813946026
ACH-000725,-0.195432451744
ACH-000732,-0.22909032053700001
ACH-000734,-0.108940229476
ACH-000735,-0.27932168538
ACH-000736,-0.22186517006200002
ACH-000738,-0.483169852375
ACH-000746,-0.122583559581
ACH-000747,-0.256030978075
ACH-000748,-0.495779717544
ACH-000753,-0.15819392741399999
ACH-000756,0.143009171146
ACH-000757,0.0442571212074
ACH-000758,-0.16825287242800002
ACH-000760,-0.236201163816
ACH-000763,-0.184490613067
ACH-000764,-0.390641634081
ACH-000765,-0.253366147898
ACH-000766,-0.19792713998300002
ACH-000767,-0.511295757557
ACH-000768,-0.23189247245
ACH-000769,0.0931983995057
ACH-000770,-0.166216927763
ACH-000771,-0.22162251869600003
ACH-000773,-0.017700356099
ACH-000776,-0.46610232072499996
ACH-000777,-0.0763686349395
ACH-000778,-0.238315439542
ACH-000781,-0.148942418524
ACH-000782,-0.419468451673
ACH-000783,-0.279541921459
ACH-000784,-0.257429326444
ACH-000785,-0.11993337148399999
ACH-000787,-0.14400959052999998
ACH-000788,-0.245666033053
ACH-000791,-0.0771847979623
ACH-000792,-0.21377132720400002
ACH-000794,-0.322468570311
ACH-000796,-0.402726780762
ACH-000799,0.130563110593
ACH-000800,-0.0156855277311
ACH-000802,-0.143487778425
ACH-000804,-0.147060661588
ACH-000805,-0.36288236436
ACH-000809,-0.12238759548
ACH-000810,-0.115456735096
ACH-000811,-0.27060463330400003
ACH-000817,-0.13462947619
ACH-000819,-0.240249447185
ACH-000820,-0.205319735395
ACH-000821,0.316089775064
ACH-000822,-0.157122189132
ACH-000823,-0.295236749653
ACH-000824,-0.280598018742
ACH-000827,-0.147995138163
ACH-000829,-0.212291526306
ACH-000831,-0.21600270743799999
ACH-000832,-0.30341678074
ACH-000833,-0.40836225799599996
ACH-000834,-0.205044698794
ACH-000835,-0.184360040226
ACH-000836,-0.399832823213
ACH-000837,-0.282882036767
ACH-000838,-0.433011470031
ACH-000839,-0.264623595053
ACH-000840,-0.111532796202
ACH-000841,0.0581215974383
ACH-000843,-0.24729826057799997
ACH-000846,-0.19351548270500002
ACH-000847,-0.225869954626
ACH-000848,-0.08775131272770001
ACH-000849,-0.29265689874
ACH-000851,-0.178938768329
ACH-000855,-0.384235028024
ACH-000856,-0.330808347643
ACH-000858,-0.138643831666
ACH-000859,-0.373086456435
ACH-000861,-0.215801430798
ACH-000862,-0.28536870723200003
ACH-000865,-0.270667697536
ACH-000866,-0.320478679286
ACH-000867,-0.404916328741
ACH-000869,-0.206681446415
ACH-000872,-0.23292276359499997
ACH-000873,-0.21343742698100002
ACH-000876,-0.617841893388
ACH-000878,-0.239154336712
ACH-000880,0.00695212048575
ACH-000881,-0.389539719292
ACH-000882,-0.280930870173
ACH-000884,-0.2238042389
ACH-000885,-0.0765109885652
ACH-000887,-0.248858649386
ACH-000888,-0.103146256789
ACH-000889,-0.23674378813400002
ACH-000890,-0.355708394554
ACH-000896,-0.0776373832834
ACH-000898,-0.345650052769
ACH-000900,0.0548707849285
ACH-000901,-0.27620067824
ACH-000905,-0.281878528285
ACH-000906,-0.0684146147069
ACH-000907,-0.47469215159999995
ACH-000910,-0.35719182321099996
ACH-000911,-0.19299237415399997
ACH-000912,-0.107159388038
ACH-000913,-0.0678464111309
ACH-000915,-0.161427645836
ACH-000916,0.353715276496
ACH-000917,-0.133256274704
ACH-000921,-0.322051249602
ACH-000924,-0.184139235096
ACH-000926,-0.0969855290045
ACH-000928,-0.196612497421
ACH-000929,-0.0376595060143
ACH-000932,-0.210377939683
ACH-000935,-0.27680023441199997
ACH-000936,-0.323468290893
ACH-000937,-0.211187976523
ACH-000938,-0.591774439652
ACH-000939,-0.26521654863899996
ACH-000941,-0.122761700953
ACH-000943,-0.218446604415
ACH-000946,-0.23588623780200002
ACH-000947,-0.24931071584199999
ACH-000948,-0.19196428968499998
ACH-000950,-0.35321583598800005
ACH-000953,-0.336196776462
ACH-000957,-0.0107334421596
ACH-000958,-0.161693234865
ACH-000960,-0.255342871608
ACH-000963,-0.04157408652
ACH-000968,-0.399917534902
ACH-000969,-0.14408617005000002
ACH-000973,-0.34458278641199996
ACH-000974,-0.179529544154
ACH-000975,-0.28713725213799995
ACH-000976,-0.130447157711
ACH-000978,-0.405801167681
ACH-000980,-0.188107931635
ACH-000984,-0.41303461891500004
ACH-000986,-0.00649518720202
ACH-000988,-0.37346217850900004
ACH-000993,-0.17305555239599998
ACH-000994,-0.15857327898600002
ACH-000996,-0.31027322786899997
ACH-001001,-0.27723938617
ACH-001020,0.012766091741100001
ACH-001028,-0.339793134525
ACH-001031,-0.235622380739
ACH-001038,-0.25373953303
ACH-001048,-0.282651845002
ACH-001050,-0.404062206934
ACH-001053,-0.338877917827
ACH-001054,-0.35711827044
ACH-001061,-0.25802434338
ACH-001067,-0.218145354636
ACH-001075,-0.0555591530877
ACH-001096,-0.294054847239
ACH-001128,-0.16450315116699998
ACH-001134,-0.18690856811599998
ACH-001151,-0.232954795095
ACH-001163,-0.308325351544
ACH-001164,-0.53968902938
ACH-001173,-0.355858173773
ACH-001183,-0.326254333171
ACH-001184,-0.482117921753
ACH-001190,-0.157016749401
ACH-001192,-0.22406843911600002
ACH-001193,-0.417248466401
ACH-001196,0.0186313492677
ACH-001197,-0.442785225756
ACH-001205,-0.532975283662
ACH-001211,-0.332305773995
ACH-001212,0.24744687663000003
ACH-001228,-0.290347829201
ACH-001232,-0.23250312505100001
ACH-001239,-0.41342297707099995
ACH-001274,0.0066816767101099996
ACH-001275,-0.313841854596
ACH-001277,-0.29655403029800004
ACH-001278,-0.119613838109
ACH-001280,-0.252899577233
ACH-001283,-0.35983590169
ACH-001289,-0.242718474214
ACH-001295,-0.36886194243000003
ACH-001300,-0.388912641041
ACH-001301,-0.32269472636999996
ACH-001302,-0.48432148425300003
ACH-001303,0.34400730764799997
ACH-001306,-0.07624616771119999
ACH-001318,-0.282896089973
ACH-001322,-0.5720610472550001
ACH-001328,-0.217432953304
ACH-001332,-0.378473994165
ACH-001333,-0.11907330585300001
ACH-001336,-0.09205694279210001
ACH-001340,-0.108938944622
ACH-001346,-0.275000081161
ACH-001353,-0.208214336393
ACH-001354,-0.43237580973300005
ACH-001367,-0.30361566278
ACH-001368,-0.244100431628
ACH-001374,-0.108542937986
ACH-001375,-0.45675751208899995
ACH-001377,-0.10155917801599999
ACH-001380,-0.304532935068
ACH-001391,-0.57496455367
ACH-001407,-0.11962443024599999
ACH-001408,-0.22591920907
ACH-001413,-0.155329826479
ACH-001430,-0.403761688142
ACH-001431,-0.148932635166
ACH-001450,-0.33943773124300003
ACH-001496,-0.109003837582
ACH-001500,-0.23599625779800001
ACH-001521,-0.802353638158
ACH-001523,-0.469653606636
ACH-001532,-0.19872936151599999
ACH-001536,-0.117718383655
ACH-001550,-0.247216658052
ACH-001552,-0.254676625674
ACH-001554,-0.245675831768
ACH-001645,-0.42923484713699994
ACH-001654,-0.217864752999
ACH-001715,-0.284343748851
ACH-001735,-0.279993005294
ACH-001736,-0.23771919360500002
ACH-001737,-0.517558571239
ACH-001740,-0.14196271252599998
ACH-001745,-0.227179838411
ACH-001750,-0.119217079581
ACH-001765,-0.193012710332
ACH-001956,-0.09532816932180001
ACH-001957,-0.06751122326930001
