,LIX1L (128077)
ACH-000278,-0.0069876757233
ACH-000279,-0.0991098410573
ACH-000280,-0.37654403436300005
ACH-000281,-0.33592598390199996
ACH-000288,-0.278731928567
ACH-000291,-0.10904736526900001
ACH-000293,-0.189724815059
ACH-000294,-0.051375682015699996
ACH-000295,-0.167725783039
ACH-000296,-0.271046574283
ACH-000302,-0.203961395472
ACH-000304,-0.0671908661605
ACH-000307,-0.132969429806
ACH-000308,-0.111772859596
ACH-000310,-0.34926350128300004
ACH-000311,-0.351444436509
ACH-000312,-0.21464705229400002
ACH-000315,-0.0481010123534
ACH-000316,-0.15919409369
ACH-000317,-0.120506867458
ACH-000318,-0.113318707502
ACH-000319,-0.385503443905
ACH-000320,-0.260941810663
ACH-000322,-0.18656374373799997
ACH-000323,-0.169238546485
ACH-000324,-0.294249442584
ACH-000329,-0.502430551973
ACH-000330,-0.31491990509100004
ACH-000331,-0.198939571009
ACH-000332,-0.29889051429
ACH-000334,-0.514819393582
ACH-000335,-0.387586198815
ACH-000336,-0.36581958534500003
ACH-000337,-0.46638229915
ACH-000339,-0.17406512301
ACH-000341,-0.376386159528
ACH-000348,-0.137063086783
ACH-000350,-0.226636497659
ACH-000352,-0.141698907666
ACH-000356,-0.28639969167
ACH-000361,-0.314296814507
ACH-000362,-0.22392761424199997
ACH-000363,-0.312204095624
ACH-000364,-0.368548792983
ACH-000365,-0.152425792064
ACH-000366,-0.144379518107
ACH-000368,-0.168034790696
ACH-000374,-0.363733116883
ACH-000375,-0.12063290142000001
ACH-000376,-0.265279198238
ACH-000381,-0.35662992041999997
ACH-000383,-0.266860893765
ACH-000387,-0.216445759344
ACH-000389,-0.149050243571
ACH-000390,-0.463384759356
ACH-000393,-0.0472257470136
ACH-000395,0.0516757659361
ACH-000397,0.013173600055799999
ACH-000401,-0.31022415846
ACH-000402,-0.231197723037
ACH-000403,-0.278130508395
ACH-000404,-0.180668851527
ACH-000406,-0.295667419396
ACH-000407,-0.050381645595399996
ACH-000408,-0.23216621421599998
ACH-000410,-0.34565678687
ACH-000411,-0.281498076369
ACH-000414,-0.245094386563
ACH-000415,-0.138611201288
ACH-000416,-0.204079922441
ACH-000420,0.00356220768192
ACH-000421,-0.200379449866
ACH-000424,-0.333613250574
ACH-000425,-0.30048945827
ACH-000426,-0.301922107497
ACH-000427,-0.276051578966
ACH-000433,-0.5144372686550001
ACH-000436,-0.18800495071400003
ACH-000444,-0.0994670352563
ACH-000445,-0.220757223309
ACH-000448,-0.16189543512399998
ACH-000450,-0.09447162199280001
ACH-000452,-0.309891728336
ACH-000454,-0.257256134129
ACH-000458,-0.187286790935
ACH-000459,-0.0426717057407
ACH-000460,-0.241839290181
ACH-000461,-0.247596415913
ACH-000463,-0.229080440675
ACH-000464,0.0342932959452
ACH-000466,-0.09574657580189999
ACH-000467,-0.247930949417
ACH-000468,-0.09421813116239998
ACH-000469,-0.157869395454
ACH-000470,-0.226463298478
ACH-000471,-0.0901452485695
ACH-000472,-0.137014365472
ACH-000473,0.0865258191865
ACH-000475,-0.179028828374
ACH-000476,-0.114932608578
ACH-000477,-0.134631471274
ACH-000480,-0.205028382465
ACH-000481,-0.401054201307
ACH-000483,-0.36620515755599997
ACH-000484,-0.25119747561
ACH-000485,-0.21686204431999997
ACH-000486,-0.16259561728
ACH-000487,-0.164396146056
ACH-000488,-0.252203741714
ACH-000490,-0.11357906204399999
ACH-000491,-0.084962211308
ACH-000495,-0.250913879804
ACH-000496,-0.147745111588
ACH-000499,-0.19587400628899998
ACH-000500,-0.286795695821
ACH-000502,-0.17163878582400002
ACH-000503,0.041539364151800005
ACH-000505,-0.224759312712
ACH-000507,-0.229038330718
ACH-000510,-0.318915153214
ACH-000511,-0.231716586906
ACH-000512,0.0900218220267
ACH-000516,-0.20639152967799998
ACH-000517,-0.21272448050999998
ACH-000518,-0.297999082915
ACH-000520,-0.16100993649599998
ACH-000521,-0.35141139399099997
ACH-000522,-0.288107265308
ACH-000524,-0.125677880787
ACH-000527,-0.129375602625
ACH-000528,-0.23277510941500001
ACH-000537,-0.13526263275
ACH-000541,-0.224735081917
ACH-000542,-0.159297560511
ACH-000544,-0.253733939778
ACH-000545,-0.200318612027
ACH-000547,-0.360620317061
ACH-000548,-0.369242376289
ACH-000549,-0.549414831
ACH-000550,-0.0328104364599
ACH-000552,-0.194364731373
ACH-000556,-0.193929182436
ACH-000557,-0.198741759065
ACH-000570,-0.0759584732227
ACH-000571,-0.236079523363
ACH-000573,-0.21113332735100002
ACH-000576,-0.329071435814
ACH-000580,-0.08776657912010001
ACH-000584,-0.0584734899854
ACH-000585,-0.336476977224
ACH-000588,-0.134697032482
ACH-000589,-0.214666193838
ACH-000591,0.121197985432
ACH-000593,-0.137618074162
ACH-000600,-0.0587685119265
ACH-000601,-0.194977852594
ACH-000604,-0.28662422575999996
ACH-000605,-0.22393927308800002
ACH-000606,-0.34576450663099995
ACH-000608,-0.11250629956199999
ACH-000614,-0.019415347654400002
ACH-000616,-0.226054976296
ACH-000618,-0.355634471281
ACH-000619,-0.424326274275
ACH-000620,-0.129985938297
ACH-000621,-0.127337283758
ACH-000622,-0.180397029509
ACH-000623,-0.195231305451
ACH-000624,-0.180257445693
ACH-000627,-0.228448727981
ACH-000630,-0.20545596157200002
ACH-000632,-0.16890875748
ACH-000633,-0.00849353667813
ACH-000637,-0.0773790277039
ACH-000638,-0.16880404852699998
ACH-000646,-0.198134323635
ACH-000647,-0.327052016892
ACH-000648,-0.231142434603
ACH-000649,-0.135778304193
ACH-000651,-0.204190146268
ACH-000652,-0.126777126628
ACH-000653,-0.363822644886
ACH-000657,-0.206964106438
ACH-000658,-0.475388086039
ACH-000661,-0.169559618387
ACH-000662,0.0170722169279
ACH-000663,-0.05619137555980001
ACH-000665,-0.285502032746
ACH-000671,-0.130372397519
ACH-000673,-0.27501923396
ACH-000676,-0.161727828779
ACH-000677,-0.21076969139
ACH-000681,-0.0729171107335
ACH-000682,-0.254219530573
ACH-000683,-0.237140274672
ACH-000684,-0.135990957197
ACH-000688,-0.101027871511
ACH-000693,-0.27441545803
ACH-000694,-0.176929709565
ACH-000695,-0.33255545120200003
ACH-000696,-0.26345652484
ACH-000697,-0.337591417575
ACH-000699,-0.252454774376
ACH-000701,-0.09202824520479999
ACH-000706,-0.25568230313
ACH-000711,-0.261907214285
ACH-000713,-0.506249672749
ACH-000714,-0.44909273061000005
ACH-000718,-0.09284019601469999
ACH-000720,-0.123510510979
ACH-000721,-0.31320510053399997
ACH-000724,0.0680889547392
ACH-000725,-0.35798398954300004
ACH-000732,-0.238091842735
ACH-000734,-0.287289654642
ACH-000735,-0.342163639802
ACH-000736,-0.271559905258
ACH-000738,-0.117803076808
ACH-000746,-0.180904845745
ACH-000747,-0.304292608852
ACH-000748,-0.260288036113
ACH-000753,-0.389293261232
ACH-000756,-0.113909340189
ACH-000757,-0.33560161944600003
ACH-000758,-0.352228781605
ACH-000760,-0.29514428329
ACH-000763,-0.348792451839
ACH-000764,-0.0979595734445
ACH-000765,-0.3656678688
ACH-000766,-0.18383033896099998
ACH-000767,-0.39000337291000003
ACH-000768,-0.222631684475
ACH-000769,-0.540675207636
ACH-000770,-0.19662585950300002
ACH-000771,-0.042087873789599994
ACH-000773,-0.430453758961
ACH-000776,0.0237708481674
ACH-000777,-0.26875336475699996
ACH-000778,-0.34826255635
ACH-000781,-0.211645533696
ACH-000782,-0.0588397097769
ACH-000783,-0.14170305574
ACH-000784,-0.15526192643300002
ACH-000785,-0.38318536637100004
ACH-000787,-0.33499846456
ACH-000788,-0.211350360202
ACH-000791,-0.304847785389
ACH-000792,-0.247809743858
ACH-000794,-0.27814819430300003
ACH-000796,-0.217105027305
ACH-000799,-0.27767261375999996
ACH-000800,-0.249420885391
ACH-000802,-0.21568738240899998
ACH-000804,-0.179567364079
ACH-000805,-0.329711857936
ACH-000809,-0.185229217291
ACH-000810,-0.46598979733199997
ACH-000811,-0.158283447272
ACH-000817,-0.33627100634199997
ACH-000819,-0.10748190534299999
ACH-000820,-0.12258144629899999
ACH-000821,-0.102565646495
ACH-000822,-0.264648221675
ACH-000823,-0.25961995229
ACH-000824,-0.109136258949
ACH-000827,-0.135159449124
ACH-000829,0.0169641976549
ACH-000831,-0.153695983687
ACH-000832,-0.24783384540800002
ACH-000833,-0.172511727654
ACH-000834,-0.18605610421500002
ACH-000835,-0.14997082477499998
ACH-000836,-0.32131862959699997
ACH-000837,-0.20261047393399997
ACH-000838,-0.442914489799
ACH-000839,-0.169577580986
ACH-000840,-0.10083579969900001
ACH-000841,-0.19686615785999997
ACH-000843,-0.157124915493
ACH-000846,-0.337792528592
ACH-000847,-0.0506118428267
ACH-000848,-0.0683773735757
ACH-000849,-0.1809754794
ACH-000851,-0.11589302119999999
ACH-000855,-0.364871288704
ACH-000856,-0.00173542246128
ACH-000858,-0.18990981231400003
ACH-000859,-0.172322202734
ACH-000861,-0.276261108408
ACH-000862,-0.359701185332
ACH-000865,-0.18929124767799999
ACH-000866,-0.295434736165
ACH-000867,-0.260305677038
ACH-000869,-0.39012336668799996
ACH-000872,0.0223437923001
ACH-000873,-0.09610014984539998
ACH-000876,-0.0723972461157
ACH-000878,-0.0705723490626
ACH-000880,-0.262049618556
ACH-000881,-0.238249160062
ACH-000882,-0.21198710929
ACH-000884,-0.051524943746100005
ACH-000885,-0.27045847711599996
ACH-000887,-0.24583227948800002
ACH-000888,-0.20285661923700002
ACH-000889,-0.169982388127
ACH-000890,-0.15269337337400002
ACH-000896,-0.254029133615
ACH-000898,-0.297095570289
ACH-000900,-0.466255366482
ACH-000901,-0.226220520242
ACH-000905,-0.41314545063600006
ACH-000906,-0.0717384137012
ACH-000907,-0.21331664201699999
ACH-000910,-0.110973573989
ACH-000911,-0.274580714044
ACH-000912,-0.221070011369
ACH-000913,-0.291578704192
ACH-000915,-0.189177035079
ACH-000916,0.229980096301
ACH-000917,-0.229198800498
ACH-000921,-0.0790759106985
ACH-000924,-0.23451223041900002
ACH-000926,-0.232131319375
ACH-000928,0.00217310573533
ACH-000929,-0.202079213295
ACH-000932,-0.12684659788799998
ACH-000935,-0.251302083755
ACH-000936,-0.289857231245
ACH-000937,-0.13012816054
ACH-000938,-0.0024950596440599998
ACH-000939,-0.216984159938
ACH-000941,-0.363675274387
ACH-000943,-0.250600331103
ACH-000946,-0.18683024197200002
ACH-000947,-0.162747267015
ACH-000948,-0.27354358484499997
ACH-000950,-0.203582749976
ACH-000953,-0.181658172309
ACH-000957,-0.343893206406
ACH-000958,-0.236149922549
ACH-000960,-0.05888261804830001
ACH-000963,-0.531472465723
ACH-000968,-0.31162388681
ACH-000969,-0.427316569481
ACH-000973,-0.38529775717799997
ACH-000974,-0.252106818269
ACH-000975,-0.407056197169
ACH-000976,-0.304751658484
ACH-000978,0.013844799158000002
ACH-000980,-0.180284852435
ACH-000984,-0.312087358189
ACH-000986,-0.326013384961
ACH-000988,-0.0871321563614
ACH-000993,-0.186693301858
ACH-000994,-0.139816882183
ACH-000996,-0.255462388274
ACH-001001,-0.266533098387
ACH-001020,0.0157096395545
ACH-001028,-0.326801101699
ACH-001031,0.015800437674200002
ACH-001038,-0.185080063352
ACH-001048,-0.0619222213989
ACH-001050,-0.12697403310799998
ACH-001053,-0.0956551943814
ACH-001054,-0.116861098866
ACH-001061,-0.2555189532
ACH-001067,-0.174324960843
ACH-001075,-0.127900496766
ACH-001096,-0.410515673022
ACH-001128,-0.394664988141
ACH-001134,-0.251950805966
ACH-001151,-0.266674686739
ACH-001163,-0.304676007964
ACH-001164,-0.0109788564522
ACH-001173,-0.23495211634
ACH-001183,-0.121644043754
ACH-001184,-0.13502683153
ACH-001190,-0.37802681513400005
ACH-001192,-0.257655298997
ACH-001193,-0.259715737839
ACH-001196,-0.17002170657000001
ACH-001197,-0.0412950285092
ACH-001205,-0.501279428773
ACH-001211,-0.475574086829
ACH-001212,-0.202006477318
ACH-001228,-0.260624221936
ACH-001232,-0.333279938557
ACH-001239,-0.10694814309299999
ACH-001274,-0.137409186327
ACH-001275,-0.119335403331
ACH-001277,-0.19310029071600002
ACH-001278,-0.0251024574232
ACH-001280,-0.17611008245
ACH-001283,-0.0872744164206
ACH-001289,-0.086586679867
ACH-001295,-0.19292883255899998
ACH-001300,-0.0490665313069
ACH-001301,-0.228582007717
ACH-001302,-0.300109620124
ACH-001303,-0.129730593265
ACH-001306,-0.176253420834
ACH-001318,-0.373586905379
ACH-001322,-0.111724359729
ACH-001328,-0.200609292561
ACH-001332,-0.445910775968
ACH-001333,-0.462313813856
ACH-001336,-0.297867923479
ACH-001340,-0.204977458584
ACH-001346,-0.255857419174
ACH-001353,-0.268080831654
ACH-001354,-0.26227911989700003
ACH-001367,-0.16813001488200002
ACH-001368,-0.161265620013
ACH-001374,-0.11508822490599999
ACH-001375,-0.27828526812800003
ACH-001377,-0.202601169467
ACH-001380,-0.18002410794799997
ACH-001391,-0.373941253272
ACH-001407,-0.04243048925580001
ACH-001408,-0.122994899669
ACH-001413,-0.45165675598899996
ACH-001430,-0.277674437813
ACH-001431,-0.194899267597
ACH-001450,-0.0336052428613
ACH-001496,-0.165694074892
ACH-001500,-0.282883960675
ACH-001521,0.040684904734499996
ACH-001523,-0.0799198214899
ACH-001532,-0.10205630390900002
ACH-001536,-0.012386990277799999
ACH-001550,-0.191564849297
ACH-001552,-0.167605978983
ACH-001554,-0.161779930946
ACH-001645,-0.055836932851400005
ACH-001654,-0.1669990173
ACH-001715,0.09235145059769999
ACH-001735,-0.144817304738
ACH-001736,-0.210490111728
ACH-001737,-0.292048952535
ACH-001740,-0.17037987699299997
ACH-001745,-0.238655534595
ACH-001750,-0.126467656002
ACH-001765,-0.180649189956
ACH-001956,-0.170063144236
ACH-001957,-0.0730150148669
