,ARSA (410)
ACH-000364,-0.36057312070299996
ACH-000365,-0.332210395729
ACH-000366,-0.34430646518799995
ACH-000368,-0.277877927098
ACH-000374,-0.210033116957
ACH-000375,-0.23431934549000002
ACH-000376,-0.332727331936
ACH-000381,-0.330827800197
ACH-000383,-0.236078170665
ACH-000387,-0.17893312605
ACH-000389,-0.544719510308
ACH-000390,-0.348772557569
ACH-000393,-0.411000215329
ACH-000395,-0.167305835252
ACH-000397,-0.5450429239469999
ACH-000401,-0.406346963268
ACH-000402,-0.359251902433
ACH-000403,-0.512546472704
ACH-000404,-0.21296199209199998
ACH-000406,-0.221206769303
ACH-000407,-0.37708852614699995
ACH-000408,-0.228287557995
ACH-000410,-0.230830646523
ACH-000411,-0.426608241872
ACH-000414,-0.44441880578299997
ACH-000415,-0.22775032436700002
ACH-000416,-0.41815998266599996
ACH-000420,-0.264359837386
ACH-000421,-0.390591981942
ACH-000424,-0.027104275948900004
ACH-000425,-0.40048227761
ACH-000426,-0.28791455202599997
ACH-000427,-0.566069619679
ACH-000433,0.10404021765799999
ACH-000436,-0.21295950108800002
ACH-000444,-0.467523517169
ACH-000445,-0.453655379644
ACH-000448,-0.37685511598300003
ACH-000450,-0.457366957094
ACH-000452,-0.402421071935
ACH-000454,-0.172683342782
ACH-000458,-0.336258751922
ACH-000459,-0.320749743384
ACH-000460,-0.17148169066100002
ACH-000461,-0.35093479607199995
ACH-000463,-0.463205121047
ACH-000464,-0.303842687828
ACH-000466,-0.29394463943000004
ACH-000467,-0.334660907076
ACH-000468,-0.291883894947
ACH-000469,-0.43507868225100005
ACH-000470,-0.571659987464
ACH-000471,-0.374350422729
ACH-000472,-0.429768551011
ACH-000473,-0.451758375014
ACH-000475,-0.36299977244099996
ACH-000476,-0.40072883416199995
ACH-000477,-0.5250727173399999
ACH-000480,-0.35686785046999997
ACH-000481,-0.28374160550599997
ACH-000483,-0.215724552696
ACH-000484,-0.303886832423
ACH-000485,-0.375467562087
ACH-000486,-0.306640033921
ACH-000487,-0.235254166148
ACH-000488,-0.336122397305
ACH-000490,-0.476990979647
ACH-000491,-0.19514907733399997
ACH-000495,-0.301067141447
ACH-000496,-0.297011109658
ACH-000499,-0.49053278959299995
ACH-000500,-0.849937510769
ACH-000502,-0.380945163261
ACH-000503,-0.445812632153
ACH-000505,-0.282940543098
ACH-000507,-0.114747768651
ACH-000510,-0.302889223788
ACH-000511,-0.268117976708
ACH-000512,-0.06574757412809999
ACH-000516,-0.566963150984
ACH-000517,-0.397439620385
ACH-000518,-0.303739713548
ACH-000520,-0.236851423713
ACH-000521,-0.40536534791900003
ACH-000522,-0.1956345462
ACH-000524,-0.400334304786
ACH-000527,-0.43212641758000003
ACH-000528,-0.281389007275
ACH-000537,-0.37920193912
ACH-000541,-0.0067635786364
ACH-000542,-0.294982291097
ACH-000544,-0.173947737828
ACH-000545,-0.306488109379
ACH-000547,-0.6739930123469999
ACH-000548,-0.108973645105
ACH-000549,-0.269560534688
ACH-000550,-0.25923960359299997
ACH-000552,-0.44612703925700004
ACH-000556,-0.377717960536
ACH-000557,-0.38492532231
ACH-000570,-0.489012138372
ACH-000571,-0.501431913022
ACH-000573,-0.182259463084
ACH-000576,-0.392494846377
ACH-000580,-0.12860767597300002
ACH-000584,-0.336473871755
ACH-000585,-0.361729768969
ACH-000588,-0.5229852358070001
ACH-000589,-0.326686988161
ACH-000591,-0.36087549263700003
ACH-000593,-0.40406395736999995
ACH-000600,-0.293765774125
ACH-000601,-0.439976028891
ACH-000604,-0.420979930991
ACH-000605,-0.526901176853
ACH-000606,-0.28627774418900004
ACH-000608,-0.45623711092200003
ACH-000614,-0.271761783327
ACH-000616,-0.395903003492
ACH-000618,-0.309313125418
ACH-000619,-0.617302515854
ACH-000620,-0.39637332255900004
ACH-000621,-0.5075065940160001
ACH-000622,-0.291990656146
ACH-000623,-0.289818676274
ACH-000624,-0.41640362445100004
ACH-000627,-0.205204693993
ACH-000630,-0.399342065897
ACH-000632,-0.376659674225
ACH-000633,-0.430664956604
ACH-000637,-0.316822950364
ACH-000638,-0.136748457617
ACH-000646,-0.156780138418
ACH-000647,-0.386208869734
ACH-000648,-0.0862550009918
ACH-000649,-0.319014540518
ACH-000651,-0.259634200498
ACH-000652,-0.635877500929
ACH-000653,-0.28461088669
ACH-000657,-0.359889904329
ACH-000658,-0.39583062175300004
ACH-000661,-0.0506458421567
ACH-000662,-0.479106014881
ACH-000663,-0.42479604663000003
ACH-000665,-0.33628849481299994
ACH-000671,-0.21421314532299998
ACH-000673,-0.57603956329
ACH-000676,-0.306283811844
ACH-000677,-0.235149401629
ACH-000681,-0.255216185153
ACH-000682,-0.45139014337
ACH-000683,-0.290759385627
ACH-000684,-0.285007616235
ACH-000688,-0.302984596383
ACH-000693,-0.40302981284
ACH-000694,-0.327398825091
ACH-000695,-0.0584524898812
ACH-000696,-0.268484172233
ACH-000697,-0.492992978564
ACH-000699,-0.44708739179799994
ACH-000701,-0.5594144645579999
ACH-000706,-0.23841449248500002
ACH-000711,-0.404392429654
ACH-000713,-0.38281604448299994
ACH-000714,-0.44307280290299994
ACH-000718,-0.379970843221
ACH-000720,-0.412804552314
ACH-000721,-0.43878838827600003
ACH-000724,-0.322821469123
ACH-000725,-0.428637468769
ACH-000732,-0.35233194328199996
ACH-000734,-0.312065835564
ACH-000735,-0.28952614744000005
ACH-000736,-0.34825799736900004
ACH-000738,-0.30097212031599996
ACH-000746,-0.11156155311799999
ACH-000747,-0.237250059671
ACH-000748,-0.580063150093
ACH-000753,-0.149177028346
ACH-000756,-0.342020688242
ACH-000757,-0.147192410093
ACH-000758,-0.37591572814499996
ACH-000760,-0.5096834757909999
ACH-000763,-0.19576177252000002
ACH-000764,0.160895902821
ACH-000765,-0.278460293676
ACH-000766,-0.45001756359899997
ACH-000767,-0.45261694596600005
ACH-000768,-0.287621688115
ACH-000769,-0.304468811849
ACH-000770,-0.2644840735
ACH-000771,-0.451471403278
ACH-000773,-0.42094174666699996
ACH-000776,-0.263018516796
ACH-000777,-0.39694012264
ACH-000778,-0.44993866204800004
ACH-000781,-0.396033604895
ACH-000782,-0.232467744949
ACH-000783,-0.306493826684
ACH-000784,-0.442253569634
ACH-000785,-0.344032426012
ACH-000787,-0.531031830642
ACH-000788,-0.384154436202
ACH-000791,-0.41745757304700004
ACH-000792,-0.302688767934
ACH-000794,-0.264619716015
ACH-000796,-0.398323157258
ACH-000799,-0.381674256858
ACH-000800,-0.0195031083169
ACH-000802,-0.352179267307
ACH-000804,-0.262696309993
ACH-000805,-0.5092813153769999
ACH-000809,-0.0957364979689
ACH-000810,-0.4657469563600001
ACH-000811,-0.48552915901199994
ACH-000817,-0.32311558067400004
ACH-000819,-0.5188362826430001
ACH-000820,-0.263032823942
ACH-000821,-0.275656770827
ACH-000822,-0.501142047616
ACH-000823,-0.308060373681
ACH-000824,-0.372385075373
ACH-000827,-0.31259537765
ACH-000829,-0.176057154812
ACH-000831,-0.20218841223900003
ACH-000832,-0.433319622108
ACH-000833,-0.406282293027
ACH-000834,-0.139230539885
ACH-000835,-0.340895827359
ACH-000836,-0.470099047845
ACH-000837,-0.47847968965000004
ACH-000838,-0.300599990671
ACH-000839,-0.428293411791
ACH-000840,-0.459281212022
ACH-000841,-0.378108424347
ACH-000843,-0.07121025237489999
ACH-000846,-0.35350529921499996
ACH-000847,-0.145566346711
ACH-000848,-0.167063058721
ACH-000849,-0.205934922927
ACH-000851,-0.265668254089
ACH-000855,-0.246916578249
ACH-000856,-0.24639471038000002
ACH-000858,-0.380473866137
ACH-000859,-0.499012670379
ACH-000861,-0.24803786483600002
ACH-000862,-0.32660523365899996
ACH-000865,-0.362235777195
ACH-000866,-0.311822595182
ACH-000867,-0.399291533884
ACH-000869,-0.265110159713
ACH-000872,-0.488239203371
ACH-000873,-0.42701805754
ACH-000876,-0.351944098373
ACH-000878,-0.499715089321
ACH-000880,-0.33468332416700003
ACH-000881,-0.37021104035999997
ACH-000882,-0.216064592636
ACH-000884,-0.233200491362
ACH-000885,-0.10205867444599999
ACH-000887,-0.279053506868
ACH-000888,-0.43587632155199996
ACH-000889,-0.23075945869000003
ACH-000890,-0.281862603979
ACH-000896,-0.29643757653
ACH-000898,-0.47696297461900006
ACH-000900,-0.275919872184
ACH-000901,-0.31433187518000005
ACH-000905,0.0187514679321
ACH-000906,-0.312816130804
ACH-000907,-0.295537240056
ACH-000910,-0.16695180888699998
ACH-000911,-0.328392657584
ACH-000912,-0.387375690991
ACH-000913,-0.352458391613
ACH-000915,-0.15778244961899998
ACH-000916,-0.23266555218199997
ACH-000917,-0.361295556964
ACH-000921,-0.171082327498
ACH-000924,-0.463309074467
ACH-000926,-0.188460207094
ACH-000928,-0.506824040613
ACH-000929,-0.549401868851
ACH-000932,-0.527693633378
ACH-000935,-0.317698751176
ACH-000936,-0.345998654168
ACH-000937,-0.466502939856
ACH-000938,-0.23641946841999997
ACH-000939,-0.530398393875
ACH-000941,-0.312760174449
ACH-000943,-0.262007788306
ACH-000946,-0.190321041327
ACH-000947,-0.41895351983999995
ACH-000948,-0.336800134902
ACH-000950,-0.184108627752
ACH-000953,-0.444095064797
ACH-000957,-0.24629143888099997
ACH-000958,-0.31119038671599997
ACH-000960,-0.360886859844
ACH-000963,-0.09785744068260001
ACH-000968,-0.366569424642
ACH-000969,-0.117157580613
ACH-000973,-0.366542178921
ACH-000974,-0.20204051345
ACH-000975,-0.357412819654
ACH-000976,-0.2810716818
ACH-000978,-0.55209635377
ACH-000980,-0.45740794541199997
ACH-000984,-0.190460304435
ACH-000986,-0.308552917161
ACH-000988,-0.132813524159
ACH-000993,-0.465235397464
ACH-000994,-0.282792550817
ACH-000996,-0.354412354909
ACH-001001,-0.299771676635
ACH-001020,-0.504358392009
ACH-001028,-0.32364951965
ACH-001031,-0.0697955189585
ACH-001038,-0.319463169611
ACH-001048,-0.35846458340000004
ACH-001050,-0.35873506453299997
ACH-001053,-0.373639530426
ACH-001054,-0.0848496111877
ACH-001061,-0.325973234278
ACH-001067,-0.38398415840899996
ACH-001075,-0.284290973703
ACH-001096,-0.37268656397600003
ACH-001128,-0.828390297941
ACH-001134,-0.136328422661
ACH-001151,-0.35554881793000004
ACH-001163,-0.441872626232
ACH-001164,-0.545045800789
ACH-001173,-0.310661522822
ACH-001183,-0.29099445144200003
ACH-001184,-0.47130439676799996
ACH-001190,-0.131774347406
ACH-001192,-0.40989157452200004
ACH-001193,-0.872485131763
ACH-001196,-0.328658143837
ACH-001197,-0.278925157687
ACH-001205,-0.47668935404
ACH-001211,-0.30051362265
ACH-001212,-0.7631675980689999
ACH-001228,-0.8061046438230001
ACH-001232,-0.320964315473
ACH-001239,-0.45309508112400004
ACH-001274,-0.59713157201
ACH-001275,-0.395535682637
ACH-001277,-0.225961433355
ACH-001278,-0.657045904857
ACH-001280,-0.5278311192499999
ACH-001283,-0.33809511243900003
ACH-001289,-0.554151263018
ACH-001295,-0.39571278347499994
ACH-001300,-0.262655327747
ACH-001301,-0.592688007103
ACH-001302,-0.196836032117
ACH-001303,-0.459672925752
ACH-001306,-0.369972594443
ACH-001318,-0.18133978512600002
ACH-001322,-0.35944869376999994
ACH-001328,-0.28092353551800003
ACH-001332,-0.285078496045
ACH-001333,-0.340210845322
ACH-001336,-0.30054943246
ACH-001340,-0.353108391694
ACH-001346,-0.293511765843
ACH-001353,-0.24267795238200002
ACH-001354,-0.493842178481
ACH-001367,-0.5835995267390001
ACH-001368,-0.311249882057
ACH-001374,-0.192158138816
ACH-001375,-0.374914648391
ACH-001377,-0.136988976232
ACH-001380,-0.311377217836
ACH-001391,-0.524154857945
ACH-001407,-0.470309835545
ACH-001408,-0.40105089420100004
ACH-001413,-0.117124788643
ACH-001430,-0.403352774525
ACH-001431,-0.27715349234700004
ACH-001450,-0.523560169076
ACH-001496,-0.243133265297
ACH-001500,-0.42142003370399994
ACH-001521,-0.5415675340330001
ACH-001523,-0.291254520648
ACH-001532,-0.375422700898
ACH-001536,-0.186532784821
ACH-001550,-0.280658614986
ACH-001552,-0.37165915124300003
ACH-001554,-0.38119663002099996
ACH-001645,-0.278616005838
ACH-001654,-0.435714091721
ACH-001715,-0.25420255448600004
ACH-001735,-0.356011158264
ACH-001736,-0.287416835943
ACH-001737,-0.7634370957150001
ACH-001740,-0.185132990167
ACH-001745,-0.2082849803
ACH-001750,-0.455634644819
ACH-001765,-0.319800269731
ACH-001956,-0.27657129607700004
ACH-001957,-0.49096273513300004
