,TRRAP (8295)
ACH-000467,-1.3529440999000002
ACH-000468,-1.04638819251
ACH-000469,-1.1830353707799999
ACH-000470,-1.42192505028
ACH-000471,-1.3504092968799999
ACH-000472,-1.95997905146
ACH-000473,-1.19380631513
ACH-000475,-1.6473790726
ACH-000476,-1.4362598788499998
ACH-000477,-1.0168891305399999
ACH-000480,-1.32473478549
ACH-000481,-1.60119439924
ACH-000483,-1.40864329347
ACH-000484,-1.08465253359
ACH-000485,-1.85876618122
ACH-000486,-1.46057790449
ACH-000487,-1.5692856373100001
ACH-000488,-1.5043134626299999
ACH-000490,-1.6618304177399998
ACH-000491,-1.6190235474399999
ACH-000495,-1.20819343689
ACH-000496,-1.0638131075700001
ACH-000499,-1.5902833018
ACH-000500,-1.8165085341799998
ACH-000502,-1.35694600042
ACH-000503,-1.09441349315
ACH-000505,-1.67756199822
ACH-000507,-1.21746078314
ACH-000510,-1.1303875087000002
ACH-000511,-1.51951513821
ACH-000512,-1.25092077329
ACH-000516,-1.6131592242500001
ACH-000517,-1.3389936117399999
ACH-000518,-1.42079845597
ACH-000520,-1.4986370765
ACH-000521,-1.24662804406
ACH-000522,-1.4263864988400001
ACH-000524,-1.2199125821799999
ACH-000527,-1.6233218275299999
ACH-000528,-1.27588066495
ACH-000537,-1.57819670756
ACH-000541,-1.310691144
ACH-000542,-1.80950470771
ACH-000544,-1.25816826713
ACH-000545,-1.68594086896
ACH-000547,-1.49445684807
ACH-000548,-1.5511016648500002
ACH-000549,-1.83211058501
ACH-000550,-1.1449611395000001
ACH-000552,-1.54122156405
ACH-000556,-1.31439188011
ACH-000557,-2.04464230816
ACH-000570,-1.2579623838200003
ACH-000571,-1.23451739834
ACH-000573,-1.58199316502
ACH-000576,-1.31418984536
ACH-000580,-1.31407502816
ACH-000584,-1.6328482438299998
ACH-000585,-1.27721169981
ACH-000588,-1.3063761710600001
ACH-000589,-1.51027318379
ACH-000591,-1.50582677644
ACH-000593,-1.6262620539800001
ACH-000600,-1.13054098016
ACH-000601,-1.39020117132
ACH-000604,-1.60995089893
ACH-000605,-1.55026016341
ACH-000606,-1.3008688023100001
ACH-000608,-1.37443463015
ACH-000614,-1.3483694927399998
ACH-000616,-1.2090602295200001
ACH-000618,-1.2808521858600002
ACH-000619,-1.56129692183
ACH-000620,-1.6141248066
ACH-000621,-1.65661481996
ACH-000622,-1.60423036217
ACH-000623,-0.782521132938
ACH-000624,-1.3984653508899998
ACH-000627,-1.10359358785
ACH-000630,-1.6011929989899998
ACH-000632,-1.67365757741
ACH-000633,-1.4027195768399998
ACH-000637,-1.82232636931
ACH-000638,-1.29310829971
ACH-000646,-2.01810848456
ACH-000647,-1.4799690634
ACH-000648,-1.2401278994299998
ACH-000649,-1.52133056716
ACH-000651,-1.41722425224
ACH-000652,-1.64687680984
ACH-000653,-1.5979661745299998
ACH-000657,-1.48432541226
ACH-000658,-1.52114661546
ACH-000661,-0.97500223582
ACH-000662,-1.914712617
ACH-000663,-1.6028284144999998
ACH-000665,-1.47069085431
ACH-000671,-2.03965375
ACH-000673,-1.5582608416600001
ACH-000676,-1.41626156912
ACH-000677,-1.7061323696700001
ACH-000681,-1.4764347572999998
ACH-000682,-1.41067867498
ACH-000683,-1.65254977076
ACH-000684,-1.4326708603
ACH-000688,-0.852581221636
ACH-000693,-1.41944610638
ACH-000694,-1.58037027705
ACH-000695,-1.79371247122
ACH-000696,-1.4031092935499998
ACH-000697,-1.07900996465
ACH-000699,-1.13565454061
ACH-000701,-1.6703919033599999
ACH-000706,-1.30993101653
ACH-000711,-1.30259312894
ACH-000713,-1.4264655304700002
ACH-000714,-1.19187548048
ACH-000718,-1.58633042801
ACH-000720,-1.44678066815
ACH-000721,-1.4462464450299999
ACH-000724,-2.05574389845
ACH-000725,-0.951834035854
ACH-000732,-1.3543561685499999
ACH-000734,-1.7492118685099998
ACH-000735,-1.36966390618
ACH-000736,-1.39337872648
ACH-000738,-1.3491464648
ACH-000746,-1.60471977072
ACH-000747,-1.1213236008
ACH-000748,-1.4538378618799999
ACH-000753,-1.79526833743
ACH-000756,-1.5013287134200002
ACH-000757,-1.24769967998
ACH-000758,-1.40931903365
ACH-000760,-1.3927248375999999
ACH-000763,-1.08489350979
ACH-000764,-1.4555867485799998
ACH-000765,-1.58426249579
ACH-000766,-0.987067845825
ACH-000767,-2.01279474102
ACH-000768,-1.21666244451
ACH-000769,-1.42133119492
ACH-000770,-1.36012789808
ACH-000771,-1.4911182135699999
ACH-000773,-1.3481724222999998
ACH-000776,-1.25932544847
ACH-000777,-1.71781303942
ACH-000778,-1.79508942604
ACH-000781,-1.54780912405
ACH-000782,-1.3561624689700003
ACH-000783,-1.26995001644
ACH-000784,-1.53987528095
ACH-000785,-1.5904559177700002
ACH-000787,-1.3486304272799998
ACH-000788,-1.3762987141299998
ACH-000791,-1.2710502184799999
ACH-000792,-1.11568801452
ACH-000794,-1.57381336141
ACH-000796,-1.4633428745500001
ACH-000799,-1.4270432054799997
ACH-000800,-1.4850517914599999
ACH-000802,-1.4422200537099998
ACH-000804,-1.32276657536
ACH-000805,-1.26099396555
ACH-000809,-1.60634928201
ACH-000810,-2.0634168945099995
ACH-000811,-1.45329998476
ACH-000817,-1.38614398428
ACH-000819,-1.13018699213
ACH-000820,-1.3125062866600001
ACH-000821,-1.14102382279
ACH-000822,-1.1739407847499999
ACH-000823,-1.42110740692
ACH-000824,-1.51909938536
ACH-000827,-1.4541442074000002
ACH-000829,-1.56238908939
ACH-000831,-1.4834670405500001
ACH-000832,-1.29169358231
ACH-000833,-1.58177340465
ACH-000834,-1.41139528929
ACH-000835,-1.47463138417
ACH-000836,-1.06242662495
ACH-000837,-1.33469242492
ACH-000838,-1.3529910216499998
ACH-000839,-1.6573322743099999
ACH-000840,-1.26097151928
ACH-000841,-1.16737972676
ACH-000843,-1.52399846667
ACH-000846,-1.76473567284
ACH-000847,-1.93296768562
ACH-000848,-1.4930936926299998
ACH-000849,-1.45220540011
ACH-000851,-1.4824059897
ACH-000855,-1.5682782034
ACH-000856,-1.43100248692
ACH-000858,-1.5846618447
ACH-000859,-1.6008252763799997
ACH-000861,-1.31978784521
ACH-000862,-1.7240136844
ACH-000865,-1.62000438279
ACH-000866,-1.5878002344100002
ACH-000867,-1.2227545751200002
ACH-000869,-1.44608537783
ACH-000872,-1.2949512659
ACH-000873,-1.7062557441100001
ACH-000876,-2.0030777947400003
ACH-000878,-1.63902417166
ACH-000880,-1.39356832232
ACH-000881,-1.40452513158
ACH-000882,-1.34418020282
ACH-000884,-1.27906642984
ACH-000885,-1.2552167744
ACH-000887,-1.5757387205700002
ACH-000888,-1.5368889892
ACH-000889,-1.38648315984
ACH-000890,-1.4345162841699999
ACH-000896,-1.52936213887
ACH-000898,-1.48217353435
ACH-000900,-1.28736343972
ACH-000901,-1.64235059563
ACH-000905,-1.04620679365
ACH-000906,-1.66768567697
ACH-000907,-1.28620883474
ACH-000910,-1.87071555558
ACH-000911,-1.41184915229
ACH-000912,-1.3270066583700002
ACH-000913,-1.31935105406
ACH-000915,-1.6146910070700002
ACH-000916,-1.47162833424
ACH-000917,-1.54841823333
ACH-000921,-1.6809954995700003
ACH-000924,-1.52861689773
ACH-000926,-1.8686653847999999
ACH-000928,-1.19553918876
ACH-000929,-1.5794453966600002
ACH-000932,-1.5269001795100001
ACH-000935,-1.2100264102
ACH-000936,-1.37201186538
ACH-000937,-1.3752572234
ACH-000938,-1.60313069523
ACH-000939,-1.01325731743
ACH-000941,-1.2732924077399999
ACH-000943,-1.2613484616700001
ACH-000946,-1.4263611663
ACH-000947,-1.4298432863400001
ACH-000948,-1.4753737341100002
ACH-000950,-1.4817379708200002
ACH-000953,-1.48185856668
ACH-000957,-1.48158056762
ACH-000958,-1.4260394779899999
ACH-000960,-1.60577427632
ACH-000963,-1.2375973373
ACH-000968,-1.01230633328
ACH-000969,-1.34326795071
ACH-000973,-1.3667475005
ACH-000974,-1.58637229871
ACH-000975,-1.43024773991
ACH-000976,-1.68672305114
ACH-000978,-1.98613721437
ACH-000980,-1.4887871970500002
ACH-000984,-1.50936850618
ACH-000986,-1.4799499476700002
ACH-000988,-1.2206258705700002
ACH-000993,-1.29504630894
ACH-000994,-1.68969878398
ACH-000996,-1.2836528195899999
ACH-001001,-1.3228374846200002
ACH-001020,-1.1578060874299998
ACH-001028,-1.4625112540799998
ACH-001031,-1.47936865736
ACH-001038,-1.4645694524500001
ACH-001048,-1.2877049768200002
ACH-001050,-1.26021108794
ACH-001053,-1.6767041252200001
ACH-001054,-1.6029491735899999
ACH-001061,-1.22239762756
ACH-001067,-1.5504058127
ACH-001075,-1.21744386667
ACH-001096,-1.4614913664500002
ACH-001128,-0.506869955518
ACH-001134,-1.4990591930500001
ACH-001151,-1.4399327755899998
ACH-001163,-1.59399532818
ACH-001164,-1.40805412325
ACH-001173,-1.11902416401
ACH-001183,-1.37437587575
ACH-001184,-1.73678338145
ACH-001190,-1.06874529603
ACH-001192,-1.5626457694100002
ACH-001193,-1.48901473403
ACH-001196,-1.61103696195
ACH-001197,-1.4613752288600002
ACH-001205,-1.45506212504
ACH-001211,-1.14239768137
ACH-001212,-1.97384019354
ACH-001228,-1.7003776086500002
ACH-001232,-1.32804546557
ACH-001239,-1.51189179214
ACH-001274,-1.51773651757
ACH-001275,-1.26834622407
ACH-001277,-1.77864267479
ACH-001278,-1.6798497448199998
ACH-001280,-1.52233723661
ACH-001283,-1.45564238889
ACH-001289,-1.47155271121
ACH-001295,-1.6229739504499998
ACH-001300,-1.5885273881600002
ACH-001301,-1.49616534176
ACH-001302,-1.48635813409
ACH-001303,-1.66245292813
ACH-001306,-1.87683881565
ACH-001318,-1.4693285649599999
ACH-001322,-1.49202458587
ACH-001328,-1.6673996147
ACH-001332,-1.2632485719600002
ACH-001333,-1.3413060524200002
ACH-001336,-1.6266855843
ACH-001340,-1.3039857956299998
ACH-001346,-1.4544772959999999
ACH-001353,-1.6610126194400001
ACH-001354,-1.3518648081400002
ACH-001367,-1.4898898947900001
ACH-001368,-1.39026929856
ACH-001374,-1.75795868843
ACH-001375,-1.3142354546200001
ACH-001377,-1.58924254188
ACH-001380,-1.28553530893
ACH-001391,-1.58129011981
ACH-001407,-1.07575279686
ACH-001408,-1.35048282382
ACH-001413,-1.31449102803
ACH-001430,-1.22495799336
ACH-001431,-1.3880149231799999
ACH-001450,-1.6926516022100002
ACH-001496,-1.2486530634
ACH-001500,-0.9914926264839999
ACH-001521,-1.67186106043
ACH-001523,-1.23795766912
ACH-001532,-1.46476156737
ACH-001536,-1.53774329712
ACH-001550,-1.2630714348799998
ACH-001552,-1.7685175217099998
ACH-001554,-1.12761494823
ACH-001645,-1.92986592095
ACH-001654,-1.5996435406099998
ACH-001715,-1.5073101967299998
ACH-001735,-1.52888663519
ACH-001736,-1.59661266708
ACH-001737,-0.769035360563
ACH-001740,-1.4577267946599999
ACH-001745,-1.59927101231
ACH-001750,-1.24510411311
ACH-001765,-1.38445281778
ACH-001956,-1.26337431815
ACH-001957,-1.59587370481
