,WWTR1 (25937)
ACH-000898,-0.33817291204800004
ACH-000900,-0.39256082136500003
ACH-000901,-0.260846406908
ACH-000905,-0.349187652679
ACH-000906,-0.09090587836519999
ACH-000907,-0.730218882886
ACH-000910,-0.258812885209
ACH-000911,-0.21035001398400002
ACH-000912,-0.5932585457280001
ACH-000913,-0.35320785800800003
ACH-000915,-0.534931997446
ACH-000916,-0.568335274653
ACH-000917,-0.27336277726799996
ACH-000921,-0.846755110617
ACH-000924,-0.332222414954
ACH-000926,-0.220599422432
ACH-000928,-0.373758674886
ACH-000929,-0.5476365362100001
ACH-000932,-0.364272961062
ACH-000935,-0.275513449636
ACH-000936,-0.195771109069
ACH-000937,-0.545138992484
ACH-000938,-0.306367762666
ACH-000939,-0.07136512866860001
ACH-000941,-0.22788102601100002
ACH-000943,-0.40454723763000006
ACH-000946,-0.432150874331
ACH-000947,-0.23857862309
ACH-000948,-0.413443584771
ACH-000950,-0.650164965277
ACH-000953,-0.525514519649
ACH-000957,-0.598578023908
ACH-000958,-0.428195319966
ACH-000960,-0.38470649716099997
ACH-000963,-0.133906752804
ACH-000968,-0.46306763539499995
ACH-000969,-0.28270350058000004
ACH-000973,-0.310693553479
ACH-000974,-0.750223052203
ACH-000975,-0.768043844341
ACH-000976,-0.262405123295
ACH-000978,-0.608161174302
ACH-000980,-0.106231306603
ACH-000984,-0.09507967594769999
ACH-000986,-0.504467942289
ACH-000988,-0.225382623345
ACH-000993,-0.370617184243
ACH-000994,-1.06614619163
ACH-000996,-0.537362044218
ACH-001001,-0.725902831407
ACH-001020,-0.24072596852800002
ACH-001028,-0.228907718765
ACH-001031,-0.26863633929200004
ACH-001038,-0.278743325991
ACH-001048,-1.08833644534
ACH-001050,-1.3758427176299999
ACH-001053,-0.599874565362
ACH-001054,-0.0750374124163
ACH-001061,-0.37338635963
ACH-001067,-0.933618266831
ACH-001075,-0.421205862065
ACH-001096,-0.428872650849
ACH-001128,-0.26105613451
ACH-001134,-0.161522911183
ACH-001151,-0.487451130337
ACH-001163,-0.381850286685
ACH-001164,-0.396459209987
ACH-001173,-0.6466575888139999
ACH-001183,-0.6277014620470001
ACH-001184,-0.245179560636
ACH-001190,-0.6451347551650001
ACH-001192,-0.153977424592
ACH-001193,-0.368600187447
ACH-001196,-0.35370320311399994
ACH-001197,-0.533037218383
ACH-001205,-0.8618974547980001
ACH-001211,-0.382837164288
ACH-001212,-0.415533228823
ACH-001228,-0.11786921787799999
ACH-001232,-0.37940262540200004
ACH-001239,-0.261663486332
ACH-001274,-1.16598305074
ACH-001275,-0.77340854529
ACH-001277,-0.312385760494
ACH-001278,-0.323108297857
ACH-001280,0.056592771572599995
ACH-001283,-0.311899536669
ACH-001289,-0.580361164885
ACH-001295,-0.36116904887699997
ACH-001300,-0.336289726553
ACH-001301,-0.563060468133
ACH-001302,-0.303192808015
ACH-001303,-0.46576474240599997
ACH-001306,-0.7343086950229999
ACH-001318,-0.063169688731
ACH-001322,-0.7566876818289999
ACH-001328,-0.831025153161
ACH-001332,-0.904391834895
ACH-001333,-0.202997802156
ACH-001336,-0.0668826202954
ACH-001340,-1.01998467863
ACH-001346,-0.0509369416366
ACH-001353,-1.0896548736799998
ACH-001354,-0.271290655564
ACH-001367,-0.5516821809929999
ACH-001368,-0.34790706608599997
ACH-001374,0.39379992564000005
ACH-001375,-0.12326607804400001
ACH-001377,-0.228622891072
ACH-001380,-0.2497323398
ACH-001391,0.0269252670058
ACH-001407,-0.08071558204139999
ACH-001408,-0.318421520008
ACH-001413,-0.727598021843
ACH-001430,-0.7922130650560001
ACH-001431,-0.225423219451
ACH-001450,-0.330710307265
ACH-001496,-0.0942029834736
ACH-001500,-0.459567707866
ACH-001521,-0.302732895238
ACH-001523,-0.45569884341600003
ACH-001532,-0.597718073065
ACH-001536,-1.23818988646
ACH-001550,-0.273310919496
ACH-001552,-0.8726590452159999
ACH-001554,-0.380927658345
ACH-001645,-1.0161947902600001
ACH-001654,-0.953068282022
ACH-001715,-0.804872511559
ACH-001735,-0.381430986715
ACH-001736,-0.473320917017
ACH-001737,-0.4036210438
ACH-001740,-0.19232781125700002
ACH-001745,-0.22180639263799998
ACH-001750,-0.5367045424069999
ACH-001765,-0.11949288458599999
ACH-001956,-0.678319327645
ACH-001957,-0.618675319295
