,ATG4D (84971)
ACH-000591,-0.356199423779
ACH-000593,-0.25712588698100003
ACH-000600,-0.308557256915
ACH-000601,-0.215544166293
ACH-000604,-0.351601673189
ACH-000605,0.179632829554
ACH-000606,-0.19715009604800002
ACH-000608,-0.297164226708
ACH-000614,0.0517031044084
ACH-000616,-0.111478333271
ACH-000618,-0.016282787328299998
ACH-000619,-0.352968269662
ACH-000620,-0.451552260428
ACH-000621,-0.545587306703
ACH-000622,-0.422854922065
ACH-000623,-0.16786549600499998
ACH-000624,-0.301049490964
ACH-000627,-0.26068954561200003
ACH-000630,-0.227714797442
ACH-000632,-0.294025233653
ACH-000633,-0.254963713949
ACH-000637,-0.6148904515079999
ACH-000638,0.0471627665893
ACH-000646,-0.538434417777
ACH-000647,-0.159710603042
ACH-000648,-0.36076580304899997
ACH-000649,-0.35656108479299997
ACH-000651,-0.133617400962
ACH-000652,-0.14037347605699999
ACH-000653,0.0771099834315
ACH-000657,-0.27148368654599997
ACH-000658,-0.34580633081
ACH-000661,-0.29579399315099997
ACH-000662,-0.261152044922
ACH-000663,-0.12131501884500001
ACH-000665,-0.36759643191799996
ACH-000671,-0.206848531957
ACH-000673,-0.16290566939099999
ACH-000676,-0.235041247953
ACH-000677,-0.20210164933
ACH-000681,-0.045156392263
ACH-000682,-0.320721486091
ACH-000683,-0.20871793774
ACH-000684,0.0272891130052
ACH-000688,-0.188322324633
ACH-000693,-0.38515495229999996
ACH-000694,-0.0784147406829
ACH-000695,-0.158774946695
ACH-000696,-0.29174587612799996
ACH-000697,-0.38054556489200003
ACH-000699,-0.38542646123499996
ACH-000701,-0.062331646293900006
ACH-000706,-0.434519255393
ACH-000711,-0.370281903401
ACH-000713,-0.185799319625
ACH-000714,-0.556065950333
ACH-000718,-0.0255400956417
ACH-000720,-0.22300296157
ACH-000721,-0.36774612303000004
ACH-000724,-0.5086003701
ACH-000725,-0.633574218674
ACH-000732,-0.178377029311
ACH-000734,-0.301293028295
ACH-000735,-0.21498325774
ACH-000736,-0.466876394983
ACH-000738,-0.36082212135200004
ACH-000746,-0.290485791592
ACH-000747,-0.258857955727
ACH-000748,-0.436807593653
ACH-000753,-0.141234091478
ACH-000756,-0.25852469325800004
ACH-000757,-0.21329560754299998
ACH-000758,-0.25876458961300003
ACH-000760,-0.0723613930613
ACH-000763,-0.10580706650800001
ACH-000764,-0.397446372958
ACH-000765,-0.190379438529
ACH-000766,-0.306532717407
ACH-000767,-0.285289051306
ACH-000768,-0.370259073644
ACH-000769,-0.060291087289800004
ACH-000770,-0.16980023150600002
ACH-000771,-0.41139429378799997
ACH-000773,-0.07884697201469999
ACH-000776,-0.579088587124
ACH-000777,-0.18070292190099999
ACH-000778,-0.17115825683400002
ACH-000781,-0.15107156056600002
ACH-000782,-0.47564514134900004
ACH-000783,-0.251394783765
ACH-000784,-0.208160064195
ACH-000785,-0.26162617410100003
ACH-000787,-0.087212778114
ACH-000788,-0.36069553464299997
ACH-000791,-0.194469638886
ACH-000792,-0.22516271833299997
ACH-000794,-0.251662852986
ACH-000796,-0.47284321695500003
ACH-000799,-0.131684830738
ACH-000800,-0.347469921048
ACH-000802,-0.267362667155
ACH-000804,-0.013758221954700002
ACH-000805,-0.291836068901
ACH-000809,-0.248455131737
ACH-000810,0.308161197468
ACH-000811,-0.45885106412199994
ACH-000817,-0.275169443182
ACH-000819,-0.262510794808
ACH-000820,-0.323082484285
ACH-000821,-0.706113270853
ACH-000822,-0.239347361437
ACH-000823,-0.33368607924800003
ACH-000824,-0.14307008904000001
ACH-000827,-0.33570097103600005
ACH-000829,-0.183888471202
ACH-000831,-0.484580008672
ACH-000832,-0.343972611164
ACH-000833,-0.159880332727
ACH-000834,-0.220450006059
ACH-000835,-0.26852265879299997
ACH-000836,-0.338680116299
ACH-000837,-0.214941003543
ACH-000838,-0.31570264575199997
ACH-000839,-0.418473086594
ACH-000840,-0.104948239802
ACH-000841,-0.183666232595
ACH-000843,-0.449039149221
ACH-000846,-0.35388355239299996
ACH-000847,-0.135821731541
ACH-000848,-0.12608400998299998
ACH-000849,-0.36685439169600004
ACH-000851,-0.0282925978181
ACH-000855,-0.11296995335799999
ACH-000856,-0.05159390409990001
ACH-000858,-0.251596724073
ACH-000859,-0.604908392382
ACH-000861,-0.38194227281
ACH-000862,-0.40659855447899995
ACH-000865,-0.14820351400100001
ACH-000866,-0.0671758471644
ACH-000867,-0.314135376173
ACH-000869,-0.232298991252
ACH-000872,-0.32327080997499996
ACH-000873,-0.38152921249399996
ACH-000876,-0.48556983286899996
ACH-000878,-0.147177160048
ACH-000880,-0.123735020101
ACH-000881,-0.33609725506800003
ACH-000882,-0.31215891117
ACH-000884,-0.11811949398299999
ACH-000885,-0.103726572059
ACH-000887,-0.319487271062
ACH-000888,-0.17586413337
ACH-000889,-0.34670349677400003
ACH-000890,-0.171079627806
ACH-000896,-0.137937810659
ACH-000898,-0.465305722801
ACH-000900,-0.12790998228599998
ACH-000901,-0.18046918175999999
ACH-000905,-0.253060951492
ACH-000906,-0.152791981641
ACH-000907,-0.39972930029200004
ACH-000910,-0.0987144013827
ACH-000911,-0.245153282029
ACH-000912,-0.220630207016
ACH-000913,-0.26561819129700004
ACH-000915,-0.373689900131
ACH-000916,0.061960590715699995
ACH-000917,-0.0780622584263
ACH-000921,-0.327601228343
ACH-000924,-0.31322964884599996
ACH-000926,0.119028254916
ACH-000928,0.043257327917300005
ACH-000929,-0.251648168143
ACH-000932,-0.495659666475
ACH-000935,-0.333171247562
ACH-000936,-0.23153743991599998
ACH-000937,-0.109910092828
ACH-000938,-0.150029641577
ACH-000939,-0.42674453555299996
ACH-000941,-0.6023331211590001
ACH-000943,-0.159921463561
ACH-000946,-0.36246405419
ACH-000947,-0.129454148168
ACH-000948,-0.157060351516
ACH-000950,-0.390194962441
ACH-000953,-0.195444084007
ACH-000957,-0.176620167808
ACH-000958,-0.599603014705
ACH-000960,-0.208395063268
ACH-000963,-0.347234349497
ACH-000968,0.0560533464762
ACH-000969,-0.14428822106699998
ACH-000973,-0.29344392964899996
ACH-000974,-0.303822484128
ACH-000975,-0.25552600163
ACH-000976,-0.20004426315
ACH-000978,-0.44103595177500005
ACH-000980,-0.171255611798
ACH-000984,-0.203265760911
ACH-000986,-0.11896237762800001
ACH-000988,-0.320904024969
ACH-000993,-0.21246531858800002
ACH-000994,-0.44669795731000006
ACH-000996,0.038472621010800005
ACH-001001,-0.307045361261
ACH-001020,-0.0694572160402
ACH-001028,-0.322764534209
ACH-001031,-0.20236159537999998
ACH-001038,-0.250444598657
ACH-001048,-0.32754326836500003
ACH-001050,-0.34020485196999994
ACH-001053,-0.0799031684723
ACH-001054,-0.0448294333308
ACH-001061,-0.15908136406600001
ACH-001067,-0.0924328016717
ACH-001075,-0.021443860301
ACH-001096,-0.43443566063999994
ACH-001128,-0.0529917765755
ACH-001134,-0.793335312555
ACH-001151,-0.198924759899
ACH-001163,-0.155404501141
ACH-001164,0.131359885618
ACH-001173,-0.132901981688
ACH-001183,0.0157279570784
ACH-001184,-0.312471913708
ACH-001190,-0.188097919267
ACH-001192,-0.0658440737523
ACH-001193,0.311440268999
ACH-001196,0.021843603946000004
ACH-001197,-0.0496158378119
ACH-001205,-0.13374611308599998
ACH-001211,0.10814882976199999
ACH-001212,-0.357940566249
ACH-001228,0.07592633545510001
ACH-001232,-0.15941262624299998
ACH-001239,-0.0361928980296
ACH-001274,0.061589029706600004
ACH-001275,-0.234663156085
ACH-001277,-0.237205742666
ACH-001278,-0.0491045433041
ACH-001280,-0.173064398052
ACH-001283,-0.34049541508000003
ACH-001289,-0.137750826533
ACH-001295,-0.137509379584
ACH-001300,-0.16616604971899998
ACH-001301,-0.269105184261
ACH-001302,-0.7180478519
ACH-001303,-0.636229419274
ACH-001306,-0.307589478741
ACH-001318,-0.20784939072500003
ACH-001322,-0.21599602832800002
ACH-001328,-0.24124558907699997
ACH-001332,-0.243046170413
ACH-001333,-0.467180065105
ACH-001336,-0.25388104253000005
ACH-001340,-0.306813969791
ACH-001346,-0.446734618096
ACH-001353,-0.470940022884
ACH-001354,-0.313356620304
ACH-001367,0.131658084297
ACH-001368,-0.32045069462299997
ACH-001374,-0.648584222412
ACH-001375,-0.0824887906845
ACH-001377,-0.00968617107447
ACH-001380,-0.49933764525300006
ACH-001391,-0.304819726126
ACH-001407,-0.5052332806300001
ACH-001408,-0.196888157112
ACH-001413,-0.372691974097
ACH-001430,-0.325644648149
ACH-001431,-0.359839596448
ACH-001450,-0.304096767758
ACH-001496,-0.21568066748599998
ACH-001500,-0.551025823429
ACH-001521,-0.23485119554499997
ACH-001523,-0.301095413774
ACH-001532,-0.171264299202
ACH-001536,-0.107613475065
ACH-001550,-0.098928307056
ACH-001552,-0.376056761813
ACH-001554,-0.16577342810100001
ACH-001645,-0.250008599013
ACH-001654,-0.358514126359
ACH-001715,0.043861809822000004
ACH-001735,-0.355501190202
ACH-001736,-0.25356086920299997
ACH-001737,-0.684211867563
ACH-001740,-0.420699736065
ACH-001745,-0.418416449548
ACH-001750,-0.43393480049500005
ACH-001765,-0.271139045198
ACH-001956,-0.176952370987
ACH-001957,-0.0475440338943
