,STAT5B (6777)
ACH-000312,-0.41273107076899995
ACH-000315,-0.177792826987
ACH-000316,-0.36719653865400004
ACH-000317,-0.311062575068
ACH-000318,-0.23688417170899997
ACH-000319,-0.17976905595800002
ACH-000320,-0.274229228849
ACH-000322,-0.0844390448164
ACH-000323,-0.0919443055372
ACH-000324,-0.358117660838
ACH-000329,-0.148624645794
ACH-000330,-0.363679293711
ACH-000331,-0.125232534749
ACH-000332,-0.287694065187
ACH-000334,-0.29848353661800003
ACH-000335,0.0668065807322
ACH-000336,-0.165527670598
ACH-000337,-0.0340389065747
ACH-000339,-0.17691707843199997
ACH-000341,0.000539712880175
ACH-000348,-0.17482148
ACH-000350,-0.410665069296
ACH-000352,-0.07687827716330001
ACH-000356,-0.320779164912
ACH-000361,-0.105905016919
ACH-000362,-0.9288981682449999
ACH-000363,-0.129705741302
ACH-000364,-0.047067946076
ACH-000365,-0.190339558057
ACH-000366,-0.363008562496
ACH-000368,-0.061993502572599994
ACH-000374,-0.164423396674
ACH-000375,-0.13680611932
ACH-000376,-0.0534906723295
ACH-000381,-0.237426063372
ACH-000383,-0.0641702505723
ACH-000387,-0.399986054978
ACH-000389,-0.020772819853599998
ACH-000390,-0.22421849749000003
ACH-000393,-0.15318273405
ACH-000395,-0.15207310870899998
ACH-000397,-0.38028357348
ACH-000401,0.09255743391280001
ACH-000402,-0.39095113382799995
ACH-000403,-0.158353411306
ACH-000404,0.0560863249558
ACH-000406,-0.239873999615
ACH-000407,-0.041728999448899996
ACH-000408,-0.28924758109
ACH-000410,-0.154179482804
ACH-000411,-0.047391637496
ACH-000414,-0.198865595575
ACH-000415,-0.452580949122
ACH-000416,-0.17673288614799998
ACH-000420,-0.244933165764
ACH-000421,-0.12913474264
ACH-000424,0.051648074342400006
ACH-000425,-0.11237643379000001
ACH-000426,-0.364801980729
ACH-000427,-0.122058267337
ACH-000433,-0.11101247679300001
ACH-000436,-0.36489104396600003
ACH-000444,-0.0330115390264
ACH-000445,-0.185387100668
ACH-000448,-0.143011968352
ACH-000450,-0.012222766386799998
ACH-000452,-0.202869258751
ACH-000454,-0.18929698743099999
ACH-000458,-0.290096345744
ACH-000459,-0.11625408105799999
ACH-000460,-0.166979039341
ACH-000461,-0.051184922941500004
ACH-000463,-0.233713143335
ACH-000464,0.0197972807617
ACH-000466,-0.05021202344740001
ACH-000467,-0.0516743826518
ACH-000468,-0.312034284138
ACH-000469,-0.180056486382
ACH-000470,-0.207971738336
ACH-000471,-0.164205853622
ACH-000472,-0.133055875604
ACH-000473,-0.0412295580209
ACH-000475,-0.177336006076
ACH-000476,-0.273533646601
ACH-000477,-0.052763889132599995
ACH-000480,-0.133582116623
ACH-000481,-0.0805220102718
ACH-000483,-0.0505049943524
ACH-000484,0.0509414736474
ACH-000485,-0.36964631608599996
ACH-000486,-0.253211826356
ACH-000487,-0.232406306707
ACH-000488,-0.17617701018800003
ACH-000490,-0.117585247145
ACH-000491,-0.226018259498
ACH-000495,-0.278659225801
ACH-000496,-0.272173723129
ACH-000499,-0.135651443537
ACH-000500,-0.055302023115900004
ACH-000502,-0.24595493460099999
ACH-000503,-0.23770206277800002
ACH-000505,-0.172752405706
ACH-000507,-0.18137964131999998
ACH-000510,-0.0828069652055
ACH-000511,-0.19394845789700002
ACH-000512,-0.160188170312
ACH-000516,-0.195416238429
ACH-000517,-0.133205485355
ACH-000518,-0.19449315054000002
ACH-000520,-0.281177770275
ACH-000521,-0.47010640281300003
ACH-000522,-0.106909926094
ACH-000524,-0.255358948282
ACH-000527,-0.249658196857
ACH-000528,-0.165901150444
ACH-000537,-0.131513702925
ACH-000541,0.00136789357911
ACH-000542,-0.0844959566749
ACH-000544,-0.386720217051
ACH-000545,-0.12094337091700001
ACH-000547,-0.0953277701846
ACH-000548,-0.20550786227099999
ACH-000549,-0.282063536052
ACH-000550,-0.210543177728
ACH-000552,-0.164923504749
ACH-000556,-0.263215831368
ACH-000557,-0.178549645849
ACH-000570,-0.320345404473
ACH-000571,-0.29394863145100003
ACH-000573,-0.08814455064099999
ACH-000576,-0.120775401198
ACH-000580,-0.09123599592389998
ACH-000584,-0.181282899021
ACH-000585,-0.10670832328
ACH-000588,-0.182552335781
ACH-000589,-0.146513652295
ACH-000591,-0.197041021891
ACH-000593,-0.245012649415
ACH-000600,-0.242904816569
ACH-000601,-0.239813433929
ACH-000604,-1.4056890664300001
ACH-000605,-0.187589892687
ACH-000606,-0.249467175273
ACH-000608,-0.190990331895
ACH-000614,-0.126735060563
ACH-000616,-0.108505861578
ACH-000618,-0.289308514104
ACH-000619,-0.1266396235
ACH-000620,0.0586668040616
ACH-000621,-0.08484986831210001
ACH-000622,-0.21010993697
ACH-000623,-0.247378077832
ACH-000624,-0.206814600205
ACH-000627,-0.25218092977
ACH-000630,-0.270259086504
ACH-000632,-0.251576345642
ACH-000633,-0.118281103136
ACH-000637,-0.21373438758699997
ACH-000638,-0.20338941085599999
ACH-000646,0.0657633579497
ACH-000647,-0.301692270948
ACH-000648,-0.16141017909299998
ACH-000649,-0.0659370100115
ACH-000651,-0.164408896534
ACH-000652,-0.0402013037195
ACH-000653,-0.124512083357
ACH-000657,-0.176294064305
ACH-000658,-0.229657043561
ACH-000661,-0.056220057499400004
ACH-000662,-0.130305882771
ACH-000663,-0.280154725717
ACH-000665,-0.17312963782699997
ACH-000671,-0.128952549723
ACH-000673,-0.180196315679
ACH-000676,-0.272142427346
ACH-000677,-0.178148074276
ACH-000681,-0.46023639821
ACH-000682,-0.24421465606400003
ACH-000683,-0.0970062686607
ACH-000684,-0.0182331186558
ACH-000688,0.056612596342
ACH-000693,-0.13427378714000002
ACH-000694,-0.207398134989
ACH-000695,-0.0569642590447
ACH-000696,-0.136036360488
ACH-000697,-0.110361974057
ACH-000699,-0.189859250664
ACH-000701,-0.41939214888000004
ACH-000706,-0.126498927203
ACH-000711,-0.0865577558216
ACH-000713,-0.169554492218
ACH-000714,-0.276231794031
ACH-000718,-0.141854048532
ACH-000720,-0.318246934785
ACH-000721,-0.1982900555
ACH-000724,-0.04707970016580001
ACH-000725,-0.235056605705
ACH-000732,-0.171784608589
ACH-000734,-0.065151440696
ACH-000735,-0.12137999998400001
ACH-000736,-0.268855607785
ACH-000738,-0.26955432981800004
ACH-000746,-0.322494320266
ACH-000747,-0.333848010805
ACH-000748,-0.10284283680600001
ACH-000753,-0.0959327221893
ACH-000756,-0.131477627191
ACH-000757,-0.353203986003
ACH-000758,-0.258330221882
ACH-000760,-0.17020835705499998
ACH-000763,-0.342602933795
ACH-000764,-0.0975398354217
ACH-000765,-0.0778725113214
ACH-000766,-0.232781648057
ACH-000767,-0.11753605975400001
ACH-000768,-0.36631500135899997
ACH-000769,-0.26258194042599997
ACH-000770,-0.155568982859
ACH-000771,-0.205161607809
ACH-000773,-0.162429313002
ACH-000776,-0.158923713601
ACH-000777,-0.0554344324801
ACH-000778,-0.428126812019
ACH-000781,-0.16078244896299998
ACH-000782,-0.116976235875
ACH-000783,-0.194185805377
ACH-000784,-0.295432877606
ACH-000785,-0.403244358996
ACH-000787,-0.131673563842
ACH-000788,-0.327762216251
ACH-000791,-0.39984052507
ACH-000792,-0.174740422678
ACH-000794,-0.131279097834
ACH-000796,-0.22382184754599999
ACH-000799,-0.0179333125052
ACH-000800,-0.0934748035032
ACH-000802,-0.144153494543
ACH-000804,-0.28220754227
ACH-000805,-0.283410162948
ACH-000809,-0.214781580608
ACH-000810,0.00303606568699
ACH-000811,-0.201833097511
ACH-000817,-0.109990650037
ACH-000819,-0.0106159977325
ACH-000820,0.06573570681509999
ACH-000821,-0.00431132580481
ACH-000822,-0.23662342580200002
ACH-000823,0.0007770882276989998
ACH-000824,-0.17293804559700002
ACH-000827,-0.0956019344376
ACH-000829,-0.15289686744699998
ACH-000831,-0.141115267004
ACH-000832,-0.386932825426
ACH-000833,0.0349387178266
ACH-000834,-0.130195825172
ACH-000835,-0.16826233619199998
ACH-000836,0.0323282248109
ACH-000837,-0.301659179351
ACH-000838,0.0198560757319
ACH-000839,0.0185532401623
ACH-000840,-0.299840470398
ACH-000841,-0.45895978738000004
ACH-000843,-0.309002439445
ACH-000846,-0.308416610333
ACH-000847,-0.46702521143
ACH-000848,-0.107970839384
ACH-000849,-0.212213672159
ACH-000851,-0.108669462422
ACH-000855,0.00705548154411
ACH-000856,-0.369502931709
ACH-000858,-0.264060520596
ACH-000859,-0.455209728529
ACH-000861,-0.281447867134
ACH-000862,-0.150992461481
ACH-000865,-0.160585439316
ACH-000866,-0.205672322887
ACH-000867,-0.283704427353
ACH-000869,-0.134900127081
ACH-000872,-0.07386250414369999
ACH-000873,-0.306346513565
ACH-000876,-0.06699828376269999
ACH-000878,-0.218555205561
ACH-000880,-0.131626509547
ACH-000881,-0.124776127914
ACH-000882,-0.157181727179
ACH-000884,-0.287247013627
ACH-000885,-0.279067262055
ACH-000887,-0.22065294216999998
ACH-000888,-0.241503596645
ACH-000889,-0.327266755455
ACH-000890,-0.160953679619
ACH-000896,-0.23372120262600002
ACH-000898,-0.17062168359000002
ACH-000900,-0.232278116266
ACH-000901,-0.32501312839
ACH-000905,-0.19948641700300002
ACH-000906,-0.24928543764199998
ACH-000907,-0.135983207067
ACH-000910,-0.139506736886
ACH-000911,-0.12271303826199999
ACH-000912,-0.12970182493
ACH-000913,-0.368364168868
ACH-000915,-0.13217921767899998
ACH-000916,-0.8463352916779999
ACH-000917,-0.194575323329
ACH-000921,-0.39498801438000003
ACH-000924,-0.22315020738000002
ACH-000926,-0.283618642785
ACH-000928,-0.042925257961999995
ACH-000929,-0.265424831389
ACH-000932,-0.224174842325
ACH-000935,-0.290405330486
ACH-000936,-0.145996773614
ACH-000937,-0.034908057434900004
ACH-000938,-0.202760064067
ACH-000939,0.0543592003187
ACH-000941,-0.13809754067
ACH-000943,-0.152738315765
ACH-000946,-0.351905423632
ACH-000947,-0.106189614887
ACH-000948,-0.293121328638
ACH-000950,-0.0517883952874
ACH-000953,-0.149509901356
ACH-000957,0.00567882589162
ACH-000958,0.019471204358400003
ACH-000960,-0.0679649511426
ACH-000963,-0.635934775206
ACH-000968,-0.108648898722
ACH-000969,-0.11232486297000001
ACH-000973,-0.21674250464400002
ACH-000974,-0.10216874288999998
ACH-000975,-0.244764313794
ACH-000976,-0.154352931134
ACH-000978,-0.127119586742
ACH-000980,-0.190300053041
ACH-000984,-0.192855326558
ACH-000986,-0.314914342041
ACH-000988,-0.127036081356
ACH-000993,0.0351362588455
ACH-000994,-0.211459646483
ACH-000996,-0.361813087975
ACH-001001,-0.27215170581099996
ACH-001020,0.251228221827
ACH-001028,-0.20520871394600002
ACH-001031,-0.135095970959
ACH-001038,-0.179490569051
ACH-001048,-0.15150667874
ACH-001050,-0.29211470331399997
ACH-001053,-0.341639641774
ACH-001054,-0.262491613211
ACH-001061,-0.202274637474
ACH-001067,-0.176311918114
ACH-001075,-0.138289415921
ACH-001096,-0.26124174064
ACH-001128,0.8655654860349999
ACH-001134,-0.35067509309600003
ACH-001151,-0.0634689823569
ACH-001163,-0.248885871055
ACH-001164,0.0980580064059
ACH-001173,-0.196630946304
ACH-001183,-0.33132590111
ACH-001184,-0.09730429624800001
ACH-001190,-0.317529310274
ACH-001192,-0.215653999326
ACH-001193,-0.170576158282
ACH-001196,-0.148711475022
ACH-001197,-0.451163783279
ACH-001205,-0.38987408768799997
ACH-001211,0.10899855055
ACH-001212,-0.06120069237840001
ACH-001228,-0.128687457673
ACH-001232,-0.254307578103
ACH-001239,-0.235347537573
ACH-001274,-0.07298826682019999
ACH-001275,-0.316007422576
ACH-001277,-0.300803125046
ACH-001278,-0.297483251
ACH-001280,-0.390850571558
ACH-001283,-0.18525381128899998
ACH-001289,-0.162288745691
ACH-001295,-0.24404648901999998
ACH-001300,-0.334824268941
ACH-001301,-0.298740730914
ACH-001302,-0.408682325629
ACH-001303,-0.439726765082
ACH-001306,-0.157158415606
ACH-001318,-0.154435836065
ACH-001322,-0.311366756082
ACH-001328,-0.24148831615699998
ACH-001332,-0.280759505221
ACH-001333,-0.33254643191399996
ACH-001336,-0.25589022823
ACH-001340,-0.236518514306
ACH-001346,-0.181146598643
ACH-001353,-0.15443074601
ACH-001354,-0.446327481018
ACH-001367,-0.0880963529802
ACH-001368,-0.262369863759
ACH-001374,-0.129179569332
ACH-001375,-0.34696640519199995
ACH-001377,-0.226097808216
ACH-001380,-0.193197111443
ACH-001391,-0.061104386728099994
ACH-001407,-0.198013636706
ACH-001408,-0.23439878096900002
ACH-001413,-0.242474319483
ACH-001430,0.00831810522352
ACH-001431,0.020499343022200002
ACH-001450,0.00808058185535
ACH-001496,-0.027016175674299998
ACH-001500,-0.10276812118100001
ACH-001521,-0.09613804849469999
ACH-001523,-0.224255573042
ACH-001532,-0.0412203613531
ACH-001536,-0.251233234237
ACH-001550,0.096044629259
ACH-001552,-0.0183521498931
ACH-001554,-0.18084966370900002
ACH-001645,-0.036748010618199996
ACH-001654,-0.23030810993099998
ACH-001715,-0.381914862869
ACH-001735,-0.21673491526099997
ACH-001736,-0.0874482765724
ACH-001737,-0.345350674449
ACH-001740,-0.300610501448
ACH-001745,-0.223958837321
ACH-001750,-0.138650339585
ACH-001765,-0.0643916175697
ACH-001956,-0.200083341314
ACH-001957,-0.25967674131499996
