,CIAO1 (9391)
ACH-000223,-1.35840428757
ACH-000226,-1.4000605064700002
ACH-000227,-1.40203892121
ACH-000228,-1.22949757419
ACH-000231,-1.6799869146700002
ACH-000232,-1.35336876893
ACH-000233,-1.39205257153
ACH-000234,-1.6815142886599999
ACH-000235,-1.15541802201
ACH-000237,-1.52809663146
ACH-000238,-1.35783254808
ACH-000243,-1.1450492089
ACH-000244,-1.58578678815
ACH-000246,-1.2807020654799999
ACH-000248,-1.61017306412
ACH-000250,-1.54441117314
ACH-000251,-1.62638240303
ACH-000253,-1.3103241865200002
ACH-000255,-1.33953758676
ACH-000256,-1.6159749648700001
ACH-000257,-1.3465015233700002
ACH-000258,-1.2200517669
ACH-000259,-1.51837143239
ACH-000260,-1.11262273843
ACH-000261,-1.53545736919
ACH-000262,-1.51699228965
ACH-000263,-0.750154435838
ACH-000264,-1.46659850742
ACH-000265,-1.34144872877
ACH-000266,-0.878873390859
ACH-000272,-1.4044939737600002
ACH-000273,-1.5795029269799998
ACH-000274,-1.1107881061799998
ACH-000277,-1.45217245437
ACH-000278,-1.19433710832
ACH-000279,-1.4860389681
ACH-000280,-1.6231432151299998
ACH-000281,-1.4977100574899997
ACH-000288,-1.66775871616
ACH-000291,-1.5078724504299998
ACH-000293,-1.4698195360600002
ACH-000294,-1.18115254837
ACH-000295,-1.5589609953799999
ACH-000296,-1.5211521423299998
ACH-000302,-1.4225215462099998
ACH-000304,-1.8619963023500001
ACH-000307,-1.62233898492
ACH-000308,-1.260769053
ACH-000310,-0.845754646743
ACH-000311,-1.24754299645
ACH-000312,-1.32485070266
ACH-000315,-1.50361501364
ACH-000316,-1.63482278717
ACH-000317,-1.6714353309299999
ACH-000318,-1.49256299192
ACH-000319,-1.35433039537
ACH-000320,-1.55942787554
ACH-000322,-1.28781911143
ACH-000323,-1.3990397182299998
ACH-000324,-1.38646079267
ACH-000329,-1.41075375622
ACH-000330,-1.53237185988
ACH-000331,-1.3059552619600001
ACH-000332,-1.3712147353200002
ACH-000334,-1.08857229262
ACH-000335,-1.5404009882499998
ACH-000336,-1.7378699553799999
ACH-000337,-1.22582477264
ACH-000339,-1.40892133637
ACH-000341,-1.0370366770100001
ACH-000348,-1.57000899254
ACH-000350,-1.07500827835
ACH-000352,-0.8519122324099999
ACH-000356,-1.41564668748
ACH-000361,-1.4522868103400002
ACH-000362,-1.4027162977399998
ACH-000363,-0.9697788262729999
ACH-000364,-1.2312635571
ACH-000365,-1.5078570720299997
ACH-000366,-1.63465103976
ACH-000368,-1.63443791412
ACH-000374,-1.61730604137
ACH-000375,-1.46816600864
ACH-000376,-1.39088405258
ACH-000381,-1.23226443428
ACH-000383,-1.01902277089
ACH-000387,-1.13197349296
ACH-000389,-1.34318454026
ACH-000390,-1.7745313959
ACH-000393,-1.8070435614900002
ACH-000395,-1.6323624805799999
ACH-000397,-1.17525379086
ACH-000401,-1.0905196296
ACH-000402,-1.6470626408899998
ACH-000403,-0.899261601227
ACH-000404,-2.0349683173299997
ACH-000406,-1.42306219886
ACH-000407,-1.4280090208
ACH-000408,-1.7524008908500002
ACH-000410,-1.35938106915
ACH-000411,-1.41265368714
ACH-000414,-1.37974152784
ACH-000415,-1.7220229476900002
ACH-000416,-1.0828551383299998
ACH-000420,-1.3215753057700002
ACH-000421,-1.23580041082
ACH-000424,-1.44755802863
ACH-000425,-1.2324059660200002
ACH-000426,-1.8590022596400002
ACH-000427,-1.3959675708300001
ACH-000433,-1.4684176302
ACH-000436,-1.3491104011000001
ACH-000444,-1.22011939014
ACH-000445,-1.31364577228
ACH-000448,-1.3435068948299997
ACH-000450,-1.8226338242900002
ACH-000452,-1.7646755741599998
ACH-000454,-1.66878782479
ACH-000458,-1.21493772449
ACH-000459,-1.80286445094
ACH-000460,-1.12159183759
ACH-000461,-1.19008707415
ACH-000463,-1.21815363577
ACH-000464,-1.8306299379900002
ACH-000466,-1.69390862583
ACH-000467,-1.3454907290600002
ACH-000468,-1.3893367081
ACH-000469,-1.65417695901
ACH-000470,-1.58174107051
ACH-000471,-1.57086772522
ACH-000472,-1.46519877693
ACH-000473,-1.58307287458
ACH-000475,-1.2354690900799998
ACH-000476,-1.47152836694
ACH-000477,-1.5929583957
ACH-000480,-1.37310964868
ACH-000481,-1.1564276225799999
ACH-000483,-1.0529569239399998
ACH-000484,-1.04896970573
ACH-000485,-1.27914580575
ACH-000486,-1.4343877183700002
ACH-000487,-1.34460072251
ACH-000488,-1.43328493141
ACH-000490,-1.53169632418
ACH-000491,-1.00746594099
ACH-000495,-1.5909463314200003
ACH-000496,-1.54390722607
ACH-000499,-1.0967755362
ACH-000500,-2.0394981474700002
ACH-000502,-1.2785746710500001
ACH-000503,-1.5436680631
ACH-000505,-1.5461707758899998
ACH-000507,-1.5904125112600003
ACH-000510,-1.40553964528
ACH-000511,-1.3040794068700001
ACH-000512,-1.57726785645
ACH-000516,-1.49071437814
ACH-000517,-1.46073432429
ACH-000518,-1.40374803141
ACH-000520,-1.37902608583
ACH-000521,-1.3503728906
ACH-000522,-1.6722067918099999
ACH-000524,-1.2762550153299999
ACH-000527,-1.15420758656
ACH-000528,-1.4408539098
ACH-000537,-1.6284380408
ACH-000541,-1.44411521056
ACH-000542,-1.61776567961
ACH-000544,-1.5914991839100001
ACH-000545,-1.7862929110199999
ACH-000547,-1.3324527931799999
ACH-000548,-1.28676506005
ACH-000549,-1.28148843688
ACH-000550,-1.31045644044
ACH-000552,-1.4170753842800001
ACH-000556,-1.4939755917
ACH-000557,-1.32253659318
ACH-000570,-1.60199497956
ACH-000571,-1.5659948327899997
ACH-000573,-1.4125447094699999
ACH-000576,-1.59341900433
ACH-000580,-1.35045646524
ACH-000584,-1.44034421705
ACH-000585,-1.6989225225100002
ACH-000588,-1.6074693238999997
ACH-000589,-1.00158757696
ACH-000591,-1.55511606918
ACH-000593,-1.56465986083
ACH-000600,-1.4970604316299998
ACH-000601,-1.27493852965
ACH-000604,-1.10064594092
ACH-000605,-1.64664060782
ACH-000606,-1.4299851385299998
ACH-000608,-1.10567547794
ACH-000614,-1.0770962293100002
ACH-000616,-1.6950566725799998
ACH-000618,-1.18168610908
ACH-000619,-1.7527699001400003
ACH-000620,-1.25405457492
ACH-000621,-1.5651384529899999
ACH-000622,-1.2676059680399998
ACH-000623,-1.83242068613
ACH-000624,-1.06437274537
ACH-000627,-1.28286739799
ACH-000630,-1.4229970440200002
ACH-000632,-1.56630482153
ACH-000633,-1.2738357123000001
ACH-000637,-1.51140137514
ACH-000638,-1.42599723192
ACH-000646,-0.911024633168
ACH-000647,-1.33248137577
ACH-000648,-1.47771529917
ACH-000649,-1.7188277647099999
ACH-000651,-1.61505399146
ACH-000652,-1.4918794986700001
ACH-000653,-1.36209367919
ACH-000657,-1.32901715673
ACH-000658,-1.47975093291
ACH-000661,-1.61345460408
ACH-000662,-1.02038866159
ACH-000663,-1.17798423824
ACH-000665,-1.4967870176299998
ACH-000671,-1.5744670815000001
ACH-000673,-1.53470452171
ACH-000676,-1.4367014480700002
ACH-000677,-1.0814408406799998
ACH-000681,-1.30849826642
ACH-000682,-1.61588427784
ACH-000683,-1.2967895731499999
ACH-000684,-1.69386309991
ACH-000688,-1.61859845248
ACH-000693,-1.64076805028
ACH-000694,-1.4339681723500002
ACH-000695,-1.0549071541700001
ACH-000696,-1.26246229307
ACH-000697,-1.5521953616799997
ACH-000699,-1.5131153200100003
ACH-000701,-1.2295926569600002
ACH-000706,-1.2425938995499999
ACH-000711,-1.35523910132
ACH-000713,-1.86989873595
ACH-000714,-1.4621800122100002
ACH-000718,-1.13603851124
ACH-000720,-1.7116611871599998
ACH-000721,-1.49891545808
ACH-000724,-1.65292302604
ACH-000725,-0.918828275798
ACH-000732,-1.44361201808
ACH-000734,-1.52600015185
ACH-000735,-1.3743507335
ACH-000736,-1.5711198634399999
ACH-000738,-1.4530620458399999
ACH-000746,-0.8858173458799999
ACH-000747,-1.1850822632
ACH-000748,-1.6433911429499999
ACH-000753,-1.37092755064
ACH-000756,-1.6668383791799999
ACH-000757,-1.22512842315
ACH-000758,-1.23796443847
ACH-000760,-1.4628067054299998
ACH-000763,-1.5549823274799999
ACH-000764,-1.5751724928400002
ACH-000765,-1.48759152769
ACH-000766,-1.47904786572
ACH-000767,-0.665453734292
ACH-000768,-1.50836546611
ACH-000769,-1.29352859208
ACH-000770,-1.4362248596899998
ACH-000771,-1.29820364757
ACH-000773,-1.2524248170399999
ACH-000776,-1.6747389462600002
ACH-000777,-1.6934497022400001
ACH-000778,-1.24439425739
ACH-000781,-1.4146148793200002
ACH-000782,-1.52640590574
ACH-000783,-1.08362934985
ACH-000784,-1.7621917523400004
ACH-000785,-1.1285401290700001
ACH-000787,-1.32652999332
ACH-000788,-1.5607979584399998
ACH-000791,-1.10505587154
ACH-000792,-1.4638236801
ACH-000794,-1.5945785655700002
ACH-000796,-1.18890893565
ACH-000799,-1.28567001567
ACH-000800,-1.43268625083
ACH-000802,-1.40195231675
ACH-000804,-1.30978252509
ACH-000805,-1.50570023308
ACH-000809,-1.36350462967
ACH-000810,-1.73259329025
ACH-000811,-1.42020671618
ACH-000817,-1.24348909088
ACH-000819,-1.4514008185499998
ACH-000820,-1.52403329884
ACH-000821,-2.1161592820700004
ACH-000822,-1.4032954765
ACH-000823,-1.4853188417299998
ACH-000824,-1.56841692886
ACH-000827,-1.2648590009899998
ACH-000829,-1.41459153234
ACH-000831,-1.13867657152
ACH-000832,-1.40822200942
ACH-000833,-1.9763792289
ACH-000834,-1.41999522847
ACH-000835,-1.3618209487000001
ACH-000836,-1.51916417489
ACH-000837,-1.4144789562399998
ACH-000838,-1.34989737288
ACH-000839,-1.20583741101
ACH-000840,-1.37516626546
ACH-000841,-1.60917851556
ACH-000843,-1.2082819405
ACH-000846,-1.53969294278
ACH-000847,-1.76081540782
ACH-000848,-1.2868570726700002
ACH-000849,-1.6812556573
ACH-000851,-1.3231448993200001
ACH-000855,-1.13696406192
ACH-000856,-1.31805737511
ACH-000858,-1.3468514925600001
ACH-000859,-1.69422806759
ACH-000861,-1.46439646123
ACH-000862,-1.5497490436599999
ACH-000865,-1.33356434308
ACH-000866,-1.4747221821399998
ACH-000867,-0.921886897433
ACH-000869,-1.57805458175
ACH-000872,-1.6360828854299998
ACH-000873,-1.25109569747
ACH-000876,-0.906070573655
ACH-000878,-1.7412694038699998
ACH-000880,-1.3106844897299998
ACH-000881,-1.45801627696
ACH-000882,-1.11585969204
ACH-000884,-1.4518817612700001
ACH-000885,-0.990222754699
ACH-000887,-1.44847715351
ACH-000888,-1.46787022064
ACH-000889,-1.6527075807499998
ACH-000890,-1.68115394569
ACH-000896,-1.53485314603
ACH-000898,-1.28400969207
ACH-000900,-1.09688640713
ACH-000901,-1.5630484447100002
ACH-000905,-1.5909326667500001
ACH-000906,-1.52844896912
ACH-000907,-1.25152259734
ACH-000910,-1.3190135255600002
ACH-000911,-1.2966466966299999
ACH-000912,-1.45177647246
ACH-000913,-1.51039749146
ACH-000915,-1.6050532562399997
ACH-000916,-0.704105557147
ACH-000917,-1.26314151365
ACH-000921,-1.26069947271
ACH-000924,-1.365423955
ACH-000926,-1.26652205822
ACH-000928,-1.34421370562
ACH-000929,-1.83870424496
ACH-000932,-1.1586336318200001
ACH-000935,-1.2668144487200002
ACH-000936,-1.6932583672400001
ACH-000937,-1.58019248459
ACH-000938,-1.4859035870700001
ACH-000939,-1.5404126695700002
ACH-000941,-1.33254791909
ACH-000943,-1.31232992698
ACH-000946,-1.4208621699000001
ACH-000947,-1.59472342895
ACH-000948,-1.3861519925499999
ACH-000950,-1.70531674736
ACH-000953,-1.74164902627
ACH-000957,-1.33190844934
ACH-000958,-1.6349901080200002
ACH-000960,-1.4930619279100001
ACH-000963,-1.31852326332
ACH-000968,-1.3693804307799997
ACH-000969,-1.4188691464200003
ACH-000973,-1.5558278159999999
ACH-000974,-1.35355223801
ACH-000975,-1.39058997524
ACH-000976,-1.5367294120299997
ACH-000978,-1.64271482813
ACH-000980,-1.14453698426
ACH-000984,-1.25113982881
ACH-000986,-1.3419649652799999
ACH-000988,-1.4983296527899999
ACH-000993,-1.13706904904
ACH-000994,-1.3487754373700003
ACH-000996,-1.46760332888
ACH-001001,-1.6270847032299998
ACH-001020,-1.56692269567
ACH-001028,-1.5747714370700001
ACH-001031,-1.25052949941
ACH-001038,-1.48913420743
ACH-001048,-1.47862437554
ACH-001050,-1.27010558562
ACH-001053,-1.3798757702200002
ACH-001054,-1.54903552331
ACH-001061,-1.33504893906
ACH-001067,-1.28496958116
ACH-001075,-1.5081306372
ACH-001096,-1.5796973006400001
ACH-001128,-1.6297903426
ACH-001134,-1.1371320582200002
ACH-001151,-1.4560089459099999
ACH-001163,-1.43223376191
ACH-001164,-1.32996118592
ACH-001173,-1.25992537963
ACH-001183,-1.5776035631
ACH-001184,-1.4600016653499999
ACH-001190,-1.45993219117
ACH-001192,-1.45192438439
ACH-001193,-1.20457184242
ACH-001196,-1.2932032248999998
ACH-001197,-1.49642893964
ACH-001205,-1.33607844135
ACH-001211,-1.17927090442
ACH-001212,-1.3581725822600001
ACH-001228,-1.79133145763
ACH-001232,-1.59517426736
ACH-001239,-1.6084006580899999
ACH-001274,-1.15902281937
ACH-001275,-1.04512127971
ACH-001277,-1.33585493278
ACH-001278,-1.42322810101
ACH-001280,-1.7011477074399999
ACH-001283,-1.4289089280200002
ACH-001289,-1.16424904119
ACH-001295,-1.68287029155
ACH-001300,-1.30658506377
ACH-001301,-1.53896182811
ACH-001302,-1.30042277798
ACH-001303,-1.41341878456
ACH-001306,-1.39090521669
ACH-001318,-1.60045237901
ACH-001322,-1.52566294276
ACH-001328,-1.09233826488
ACH-001332,-1.54937444486
ACH-001333,-1.40758279227
ACH-001336,-1.49998831606
ACH-001340,-1.2991299363700002
ACH-001346,-1.373226448
ACH-001353,-1.48008953781
ACH-001354,-1.4137818938100002
ACH-001367,-1.4880867482799998
ACH-001368,-1.35388315303
ACH-001374,-1.37017683907
ACH-001375,-1.3488135428
ACH-001377,-1.38519336308
ACH-001380,-1.28258574091
ACH-001391,-1.67669903854
ACH-001407,-1.8641894886400001
ACH-001408,-1.68813546146
ACH-001413,-1.10437166323
ACH-001430,-1.6203416983599999
ACH-001431,-1.6375240218599998
ACH-001450,-1.33420632378
ACH-001496,-1.3218593143600001
ACH-001500,-1.59054703326
ACH-001521,-0.918188401507
ACH-001523,-1.6197586749500001
ACH-001532,-1.2599162128499999
ACH-001536,-1.25850005189
ACH-001550,-1.49823302805
ACH-001552,-1.3927398807799998
ACH-001554,-1.53176847889
ACH-001645,-1.20944093001
ACH-001654,-1.6816575201
ACH-001715,-1.32504937744
ACH-001735,-1.55953671211
ACH-001736,-1.6414645720899999
ACH-001737,-1.54179496588
ACH-001740,-1.22596584525
ACH-001745,-1.3329077051
ACH-001750,-1.33278461765
ACH-001765,-1.37533979717
ACH-001956,-1.3721562221099999
ACH-001957,-1.4735827813
