,EVA1C (59271)
ACH-001550,-0.38133383356600004
ACH-001552,-0.088891652981
ACH-001554,-0.380828951953
ACH-001645,-0.312129510953
ACH-001654,-0.103862496396
ACH-001715,-0.0270695280666
ACH-001735,-0.406691578584
ACH-001736,-0.181460319491
ACH-001737,-0.05768204484759999
ACH-001740,-0.218980952287
ACH-001745,-0.17044548928199998
ACH-001750,-0.28975973756400003
ACH-001765,-0.114967899991
ACH-001956,-0.400085736146
ACH-001957,-0.39969325807499995
