,TFAP2D (83741)
ACH-000896,-0.084517228473
ACH-000898,-0.38406112235699996
ACH-000900,-0.403949618698
ACH-000901,-0.149301904548
ACH-000905,-0.326782733642
ACH-000906,-0.214247455552
ACH-000907,-0.211471182379
ACH-000910,-0.403294469582
ACH-000911,-0.178464070219
ACH-000912,-0.180858068535
ACH-000913,-0.010683843473200002
ACH-000915,-0.136625059507
ACH-000916,-0.629693002571
ACH-000917,-0.40615302802299996
ACH-000921,-0.253539600693
ACH-000924,-0.271383179589
ACH-000926,-0.331849493474
ACH-000928,-0.0572258504107
ACH-000929,-0.09654732698230001
ACH-000932,-0.293225323717
ACH-000935,-0.126659980662
ACH-000936,-0.434150064136
ACH-000937,-0.196739492091
ACH-000938,-0.214694864102
ACH-000939,-0.10928887182
ACH-000941,-0.40677682642800006
ACH-000943,-0.257362180353
ACH-000946,-0.318895800455
ACH-000947,-0.363842480252
ACH-000948,-0.24008992109000002
ACH-000950,-0.18036734384
ACH-000953,-0.187398388475
ACH-000957,-0.48919582300700004
ACH-000958,-0.11568463978099999
ACH-000960,-0.267889186155
ACH-000963,-0.0667097551141
ACH-000968,-0.030157576076500003
ACH-000969,-0.0412519312769
ACH-000973,-0.28325661301
ACH-000974,-0.38761003096
ACH-000975,-0.44820641583099996
ACH-000976,-0.406449245742
ACH-000978,-0.0269220546665
ACH-000980,-0.183364870649
ACH-000984,-0.29751714351999997
ACH-000986,-0.267436770255
ACH-000988,-0.42990209780500005
ACH-000993,-0.221239244012
ACH-000994,-0.124875395463
ACH-000996,-0.215296838451
ACH-001001,-0.203459779285
ACH-001020,-0.5516911291219999
ACH-001028,-0.235129285511
ACH-001031,-0.228462736411
ACH-001038,-0.343766974446
ACH-001048,-0.36470323365
ACH-001050,-0.230648136467
ACH-001053,-0.05617148544509999
ACH-001054,-0.411751800061
ACH-001061,-0.325553329485
ACH-001067,-0.0808656290418
ACH-001075,-0.33762873196800003
ACH-001096,-0.20055774783500002
ACH-001128,-0.285478892748
ACH-001134,-0.199776515253
ACH-001151,-0.401044173658
ACH-001163,-0.316550221387
ACH-001164,-0.0254300822609
ACH-001173,-0.180635430364
ACH-001183,-0.17759064363
ACH-001184,-0.542050651177
ACH-001190,-0.512360432377
ACH-001192,-0.324329627304
ACH-001193,-0.370090390212
ACH-001196,-0.289714026299
ACH-001197,0.07750654275489999
ACH-001205,0.07020253448489999
ACH-001211,-0.28065602053399996
ACH-001212,-0.117144042713
ACH-001228,-0.168962889345
ACH-001232,-0.37406342206999993
ACH-001239,-0.18290408460000002
ACH-001274,-0.249613313496
ACH-001275,-0.18108861513099997
ACH-001277,-0.2015023367
ACH-001278,-0.18107771246800003
ACH-001280,-0.134263158091
ACH-001283,-0.299984965195
ACH-001289,-0.0413012954203
ACH-001295,-0.294577984846
ACH-001300,-0.483561421378
ACH-001301,-0.21528766578699998
ACH-001302,-0.28978723660100003
ACH-001303,-0.024535764939099997
ACH-001306,-0.351290163314
ACH-001318,-0.26138676683400003
ACH-001322,-0.528427227739
ACH-001328,-0.155671707008
ACH-001332,-0.192738089856
ACH-001333,0.0465929736376
ACH-001336,-0.300233412303
ACH-001340,-0.180176583995
ACH-001346,-0.102000009801
ACH-001353,-0.118754769254
ACH-001354,-0.229533877555
ACH-001367,-0.0403372811748
ACH-001368,-0.196693937285
ACH-001374,-0.584892443236
ACH-001375,-0.0068160796566700006
ACH-001377,-0.334960255396
ACH-001380,-0.144228877028
ACH-001391,-0.227352564774
ACH-001407,-0.36844521769599997
ACH-001408,-0.127164181314
ACH-001413,-0.175576059815
ACH-001430,-0.442918876149
ACH-001431,-0.10783678435699999
ACH-001450,-0.08806842070019999
ACH-001496,-0.265641509166
ACH-001500,-0.231810996215
ACH-001521,-0.0669175683018
ACH-001523,-0.16821597046599998
ACH-001532,-0.43939009191600004
ACH-001536,-0.12181749015999999
ACH-001550,-0.270793899497
ACH-001552,-0.318547179597
ACH-001554,-0.295844268605
ACH-001645,-0.388434755515
ACH-001654,-0.19364479994199998
ACH-001715,-0.38895383430299996
ACH-001735,-0.138700128016
ACH-001736,-0.098390098862
ACH-001737,-0.144810342936
ACH-001740,-0.302803936605
ACH-001745,-0.509558421545
ACH-001750,-0.184885358836
ACH-001765,-0.461079766379
ACH-001956,-0.129866628419
ACH-001957,-0.27630981086399997
