,G6PC (2538)
ACH-000329,-0.300942332659
ACH-000330,-0.24865944017799999
ACH-000331,-0.314950097792
ACH-000332,-0.351584134788
ACH-000334,-0.179877624851
ACH-000335,-0.08949833666410001
ACH-000336,-0.268341561801
ACH-000337,-0.201031686327
ACH-000339,-0.256570900391
ACH-000341,-0.09871571378380001
ACH-000348,-0.348291883757
ACH-000350,-0.425355896607
ACH-000352,-0.309158122607
ACH-000356,-0.416748313341
ACH-000361,-0.433301231571
ACH-000362,-0.147995145646
ACH-000363,-0.364124587546
ACH-000364,-0.34005189440399997
ACH-000365,-0.299957304707
ACH-000366,-0.27415501869000003
ACH-000368,-0.110388355243
ACH-000374,-0.19152812434500002
ACH-000375,-0.37417912073200005
ACH-000376,-0.158408974007
ACH-000381,-0.394467218821
ACH-000383,-0.28043329437
ACH-000387,-0.174881850271
ACH-000389,-0.32562536125700003
ACH-000390,-0.561276828819
ACH-000393,-0.13916092202299998
ACH-000395,-0.206409339899
ACH-000397,-0.50428183906
ACH-000401,-0.22575419383
ACH-000402,-0.30074676496999997
ACH-000403,-0.33786722076700004
ACH-000404,-0.09792027931669998
ACH-000406,-0.165628089807
ACH-000407,-0.298284755871
ACH-000408,-0.193373654504
ACH-000410,-0.291409962418
ACH-000411,-0.460392564088
ACH-000414,-0.159810327257
ACH-000415,-0.51570002537
ACH-000416,-0.370922403662
ACH-000420,-0.28143874554000003
ACH-000421,-0.36321159071500003
ACH-000424,-0.327660757398
ACH-000425,-0.37856521443700003
ACH-000426,-0.49721601866000004
ACH-000427,-0.5332029469899999
ACH-000433,-0.23184762414500001
ACH-000436,-0.299977494519
ACH-000444,-0.148307273185
ACH-000445,-0.319786428984
ACH-000448,-0.247871982922
ACH-000450,-0.126652184947
ACH-000452,-0.286652842854
ACH-000454,-0.09041293189889998
ACH-000458,-0.379023719788
ACH-000459,-0.053296615564400004
ACH-000460,-0.267283507641
ACH-000461,-0.13511342473
ACH-000463,-0.40194405743
ACH-000464,-0.038359485078
ACH-000466,-0.20558866771499998
ACH-000467,-0.275008294864
ACH-000468,-0.387845740785
ACH-000469,-0.207296253356
ACH-000470,-0.19935365230399998
ACH-000471,-0.401814111105
ACH-000472,-0.304625992267
ACH-000473,-0.246619780105
ACH-000475,-0.240252330802
ACH-000476,-0.310047605132
ACH-000477,-0.247109085439
ACH-000480,-0.376312481814
ACH-000481,-0.0928206443225
ACH-000483,-0.317329531643
ACH-000484,-0.209577825075
ACH-000485,-0.08472555995610001
ACH-000486,-0.35519031921899996
ACH-000487,-0.29235761203899996
ACH-000488,-0.315258957042
ACH-000490,-0.183011242922
ACH-000491,-0.22242825641300001
ACH-000495,-0.346004114642
ACH-000496,-0.29980586932799996
ACH-000499,-0.004516698591439999
ACH-000500,-0.812003429342
ACH-000502,-0.265621193711
ACH-000503,-0.39619162990699996
ACH-000505,-0.153153997533
ACH-000507,-0.45583231672200003
ACH-000510,-0.247862195408
ACH-000511,-0.11522961574200001
ACH-000512,-0.042763513702999995
ACH-000516,-0.312599674245
ACH-000517,-0.181328796752
ACH-000518,-0.264709463065
ACH-000520,-0.387950014614
ACH-000521,-0.28437783601
ACH-000522,-0.329369329398
ACH-000524,-0.250988323623
ACH-000527,-0.443207577163
ACH-000528,-0.294808951349
ACH-000537,-0.12393913864900001
ACH-000541,-0.228457574428
ACH-000542,-0.23074360705299998
ACH-000544,-0.310736673889
ACH-000545,-0.240431310102
ACH-000547,-0.37940093927199997
ACH-000548,-0.40164989995800005
ACH-000549,-0.45841720223399995
ACH-000550,-0.368918290198
ACH-000552,-0.38464832653399994
ACH-000556,-0.543295488671
ACH-000557,-0.21488701420899997
ACH-000570,-0.304388523362
ACH-000571,-0.19783975860199998
ACH-000573,-0.225114650019
ACH-000576,-0.314717299227
ACH-000580,-0.138973424336
ACH-000584,-0.092268637606
ACH-000585,-0.17007790421799998
ACH-000588,-0.43493181642800005
ACH-000589,-0.34925812881499996
ACH-000591,-0.212794097038
ACH-000593,-0.42512279072400005
ACH-000600,-0.377117493821
ACH-000601,-0.283774613612
ACH-000604,-0.399811410122
ACH-000605,-0.40004939619
ACH-000606,-0.43725182621799996
ACH-000608,-0.22772257373399998
ACH-000614,-0.265760610461
ACH-000616,-0.257183857143
ACH-000618,-0.302905787962
ACH-000619,-0.37963359041699996
ACH-000620,-0.204171603984
ACH-000621,-0.19046710660500002
ACH-000622,-0.275206281632
ACH-000623,-0.34001204303800003
ACH-000624,-0.281891051314
ACH-000627,-0.32793670236
ACH-000630,-0.31271301425500003
ACH-000632,-0.32284474856600004
ACH-000633,-0.239240403267
ACH-000637,-0.40868041287100004
ACH-000638,-0.341614845708
ACH-000646,-0.5662652648
ACH-000647,-0.385737285888
ACH-000648,-0.13060091424200002
ACH-000649,-0.247046883813
ACH-000651,-0.228529526199
ACH-000652,-0.385739695215
ACH-000653,-0.252392502683
ACH-000657,-0.246701928522
ACH-000658,-0.22390033706999998
ACH-000661,-0.310721065724
ACH-000662,-0.351419732132
ACH-000663,-0.329673438364
ACH-000665,-0.17941236265299998
ACH-000671,-0.29563418942200004
ACH-000673,-0.34198201684199997
ACH-000676,-0.338752049975
ACH-000677,-0.400306099239
ACH-000681,-0.272012532917
ACH-000682,-0.375123215193
ACH-000683,-0.20680946034000003
ACH-000684,-0.271543428872
ACH-000688,-0.277188739188
ACH-000693,-0.33398920755600003
ACH-000694,-0.228783397678
ACH-000695,-0.12022068694700001
ACH-000696,-0.260863944174
ACH-000697,-0.18018928172600002
ACH-000699,-0.306112228732
ACH-000701,-0.23701469152600002
ACH-000706,-0.216972683027
ACH-000711,-0.235844611389
ACH-000713,-0.23318342596299999
ACH-000714,-0.369733907258
ACH-000718,-0.249191807139
ACH-000720,-0.39764487719999997
ACH-000721,-0.27101748491300004
ACH-000724,-0.280531720162
ACH-000725,-0.27179292836
ACH-000732,-0.45171732881800003
ACH-000734,-0.195698165029
ACH-000735,-0.326531830839
ACH-000736,-0.377669690179
ACH-000738,-0.331533556979
ACH-000746,-0.280354714843
ACH-000747,-0.391642203522
ACH-000748,-0.160594369037
ACH-000753,-0.242543370804
ACH-000756,-0.414453851646
ACH-000757,-0.264483429471
ACH-000758,-0.37238069398699997
ACH-000760,-0.401305034287
ACH-000763,-0.14641647527100002
ACH-000764,-0.244131652575
ACH-000765,-0.145455815229
ACH-000766,-0.486830050055
ACH-000767,-0.326238015303
ACH-000768,-0.36208767053199997
ACH-000769,-0.163551570654
ACH-000770,-0.24462175402300002
ACH-000771,-0.323354391601
ACH-000773,-0.249239675676
ACH-000776,-0.482648338206
ACH-000777,-0.17143046632199999
ACH-000778,-0.336324104802
ACH-000781,-0.272353158928
ACH-000782,-0.338009233926
ACH-000783,-0.33770451821999997
ACH-000784,-0.296078005716
ACH-000785,-0.329019568231
ACH-000787,-0.253533135293
ACH-000788,-0.352900011643
ACH-000791,-0.488080417119
ACH-000792,-0.084340985963
ACH-000794,-0.299133733837
ACH-000796,-0.259687981651
ACH-000799,-0.262921077245
ACH-000800,-0.358325542466
ACH-000802,-0.22867867435
ACH-000804,-0.134843161296
ACH-000805,-0.281992862152
ACH-000809,-0.353520296121
ACH-000810,-0.36161102854099997
ACH-000811,-0.272032349461
ACH-000817,-0.23955216300999999
ACH-000819,-0.206200076974
ACH-000820,-0.152528674762
ACH-000821,-0.571853645501
ACH-000822,-0.236311346911
ACH-000823,-0.314290811622
ACH-000824,-0.27273874018000005
ACH-000827,-0.297110508507
ACH-000829,-0.251617547348
ACH-000831,-0.143801115863
ACH-000832,-0.33618969383
ACH-000833,-0.469200358029
ACH-000834,-0.292720369598
ACH-000835,-0.390121187548
ACH-000836,-0.28134778472800004
ACH-000837,-0.42408207673799997
ACH-000838,-0.16968760512000003
ACH-000839,-0.20454912593199998
ACH-000840,-0.214530679928
ACH-000841,-0.143602771334
ACH-000843,-0.23670462589400001
ACH-000846,-0.137406706887
ACH-000847,-0.12774436495
ACH-000848,-0.272461713879
ACH-000849,-0.20803261119199998
ACH-000851,-0.314084850101
ACH-000855,-0.0969320430301
ACH-000856,-0.22872311919399999
ACH-000858,-0.411233983076
ACH-000859,-0.291539675597
ACH-000861,-0.266693640449
ACH-000862,-0.250256722047
ACH-000865,-0.253378715352
ACH-000866,-0.355155013693
ACH-000867,-0.350910260837
ACH-000869,-0.22486369888799998
ACH-000872,-0.18455845834100001
ACH-000873,-0.320620496444
ACH-000876,-0.117618554749
ACH-000878,-0.265573283007
ACH-000880,-0.166851645132
ACH-000881,-0.132810842785
ACH-000882,-0.272095901084
ACH-000884,-0.34402483311
ACH-000885,-0.22809188106400002
ACH-000887,-0.432871884621
ACH-000888,-0.24022275470600002
ACH-000889,-0.23516383153200002
ACH-000890,-0.180856389022
ACH-000896,-0.16866059889499999
ACH-000898,-0.19504229355799999
ACH-000900,-0.389338535346
ACH-000901,-0.229685510319
ACH-000905,-0.298412436884
ACH-000906,-0.254094294556
ACH-000907,-0.26827816541
ACH-000910,-0.40153064811899997
ACH-000911,-0.26967525551
ACH-000912,-0.30397792527199996
ACH-000913,-0.349973040144
ACH-000915,-0.19361759963300001
ACH-000916,-0.304736173601
ACH-000917,-0.254504256451
ACH-000921,-0.456595435474
ACH-000924,-0.27181774594
ACH-000926,-0.182814180328
ACH-000928,-0.35823900081200005
ACH-000929,-0.10586373214299999
ACH-000932,-0.18484898509
ACH-000935,-0.313225670207
ACH-000936,-0.185170352054
ACH-000937,-0.408778665049
ACH-000938,-0.29070008648
ACH-000939,-0.23189218098099998
ACH-000941,-0.215390257147
ACH-000943,-0.248586443133
ACH-000946,-0.29910583337499996
ACH-000947,-0.25482183604
ACH-000948,-0.410726427781
ACH-000950,-0.352121529281
ACH-000953,-0.221315975726
ACH-000957,-0.515383054241
ACH-000958,-0.26015845677099997
ACH-000960,-0.226949075222
ACH-000963,-0.563363090762
ACH-000968,-0.323550465808
ACH-000969,-0.114858250823
ACH-000973,-0.303009441051
ACH-000974,-0.29996256458500004
ACH-000975,-0.37869175995800003
ACH-000976,-0.169104715643
ACH-000978,0.0012360432490599999
ACH-000980,-0.292764075835
ACH-000984,-0.4360126926100001
ACH-000986,-0.17918046336399998
ACH-000988,-0.263203386224
ACH-000993,-0.42592266261
ACH-000994,-0.25592749788400004
ACH-000996,-0.286466533319
ACH-001001,-0.205528419866
ACH-001020,-0.26388445546100003
ACH-001028,-0.314413372961
ACH-001031,-0.325463025911
ACH-001038,-0.318258730824
ACH-001048,-0.356293419084
ACH-001050,-0.32762868136
ACH-001053,-0.121826718269
ACH-001054,-0.29818422534
ACH-001061,-0.32324335228100004
ACH-001067,-0.211731402579
ACH-001075,-0.30245001129
ACH-001096,-0.259884475432
ACH-001128,-0.11414583240999998
ACH-001134,-0.140706624653
ACH-001151,-0.30365754561999997
ACH-001163,-0.479713942934
ACH-001164,-0.220560080993
ACH-001173,-0.32695523990200004
ACH-001183,-0.246203645707
ACH-001184,-0.294113631511
ACH-001190,-0.303074276851
ACH-001192,-0.377273180167
ACH-001193,-0.54811367717
ACH-001196,-0.28265844917599997
ACH-001197,-0.48509853248499996
ACH-001205,-0.262147838797
ACH-001211,-0.129964463576
ACH-001212,-0.017191717390900002
ACH-001228,-0.317875994682
ACH-001232,-0.269496432738
ACH-001239,-0.359130739938
ACH-001274,-0.299425948387
ACH-001275,-0.11088122999399999
ACH-001277,-0.397393916492
ACH-001278,-0.365327519141
ACH-001280,-0.18918979368299998
ACH-001283,-0.209200001166
ACH-001289,-0.30542295454
ACH-001295,-0.395597492373
ACH-001300,-0.22236852301600002
ACH-001301,-0.36270874540799997
ACH-001302,-0.297281726389
ACH-001303,-0.172782505903
ACH-001306,-0.227617956775
ACH-001318,-0.32712006713799996
ACH-001322,-0.446271188929
ACH-001328,-0.255823017879
ACH-001332,-0.236613661449
ACH-001333,-0.265775687878
ACH-001336,-0.16690054965999998
ACH-001340,-0.304016328804
ACH-001346,-0.23001532375
ACH-001353,-0.24922508089499998
ACH-001354,-0.348098374106
ACH-001367,-0.353531547424
ACH-001368,-0.294177382799
ACH-001374,-0.235900551373
ACH-001375,-0.473737408177
ACH-001377,-0.405299086478
ACH-001380,-0.233865097665
ACH-001391,-0.27002753502099996
ACH-001407,-0.20260413946699998
ACH-001408,-0.36947563022200003
ACH-001413,-0.379772104286
ACH-001430,-0.384275891055
ACH-001431,-0.27210927237300003
ACH-001450,-0.27106513022100004
ACH-001496,-0.251896871342
ACH-001500,-0.46100498747199997
ACH-001521,-0.45045026013000006
ACH-001523,-0.509036996007
ACH-001532,-0.291031071863
ACH-001536,-0.290760350989
ACH-001550,-0.245870498098
ACH-001552,-0.5016444795430001
ACH-001554,-0.229714318834
ACH-001645,-0.361042007921
ACH-001654,-0.387121421713
ACH-001715,-0.207223125005
ACH-001735,-0.292792238262
ACH-001736,-0.285688210384
ACH-001737,-0.489638600564
ACH-001740,-0.136908471747
ACH-001745,-0.154382296628
ACH-001750,-0.24463827071
ACH-001765,-0.272055057264
ACH-001956,-0.248017830398
ACH-001957,-0.448912535981
