,HLA-C (3107)
ACH-000505,-0.76942277125
ACH-000507,-0.482905446598
ACH-000510,-0.475853186001
ACH-000511,-0.744110433617
ACH-000512,-0.5715623741879999
ACH-000516,-0.726585336575
ACH-000517,-0.771265922063
ACH-000518,-0.943113363509
ACH-000520,-0.7806712699130001
ACH-000521,-0.687438932423
ACH-000522,-0.886223962856
ACH-000524,-0.700794199436
ACH-000527,-0.453585720729
ACH-000528,-0.5418032264079999
ACH-000537,-0.6338279957399999
ACH-000541,-0.415991916735
ACH-000542,-0.8417424224179999
ACH-000544,-0.6817800193160001
ACH-000545,-0.710196149083
ACH-000547,-0.522081782477
ACH-000548,-0.6946082875
ACH-000549,-0.75712738111
ACH-000550,-0.9603353742749999
ACH-000552,-0.5954592455250001
ACH-000556,-0.5326215100680001
ACH-000557,-0.7264400006389999
ACH-000570,-0.563668788676
ACH-000571,-0.837434537207
ACH-000573,-0.712294050941
ACH-000576,-0.724313843564
ACH-000580,-0.435804345378
ACH-000584,-0.579274330193
ACH-000585,-0.7946556412279999
ACH-000588,-0.6832132946799999
ACH-000589,-0.588198419141
ACH-000591,-0.736812386486
ACH-000593,-0.560404423185
ACH-000600,-0.8472752423109999
ACH-000601,-0.536373937793
ACH-000604,-0.683756474156
ACH-000605,-0.44684364772699997
ACH-000606,-0.8239666636049999
ACH-000608,-0.9071829837440001
ACH-000614,-0.525409150386
ACH-000616,-0.563804054744
ACH-000618,-0.691080951823
ACH-000619,-0.906775637935
ACH-000620,-0.543305231215
ACH-000621,-0.620094130163
ACH-000622,-0.570215306056
ACH-000623,-0.663467026551
ACH-000624,-0.713000608816
ACH-000627,-0.9117895403890001
ACH-000630,-0.712934246688
ACH-000632,-0.6915643684299999
ACH-000633,-0.637380647436
ACH-000637,-0.9330136758249999
ACH-000638,-0.9276702067620001
ACH-000646,-0.617951443586
ACH-000647,-0.6870684394509999
ACH-000648,-0.5910619113960001
ACH-000649,-0.773697529047
ACH-000651,-0.7029916021160001
ACH-000652,-0.8522775522920001
ACH-000653,-0.940612814388
ACH-000657,-0.760155376486
ACH-000658,-0.893021514858
ACH-000661,-0.562741851407
ACH-000662,-0.509197005135
ACH-000663,-0.669872437628
ACH-000665,-0.7085221126989999
ACH-000671,-0.506341523234
ACH-000673,-0.6604288175299999
ACH-000676,-0.536742174552
ACH-000677,-0.430881645544
ACH-000681,-0.555373314574
ACH-000682,-0.658052729849
ACH-000683,-0.67525929558
ACH-000684,-0.619124802576
ACH-000688,-0.974476518295
ACH-000693,-0.8508379921070001
ACH-000694,-0.574246368762
ACH-000695,-0.697100221059
ACH-000696,-0.8244533605679999
ACH-000697,-0.451425967737
ACH-000699,-0.524632480139
ACH-000701,-0.8883864136310001
ACH-000706,-0.5699341175729999
ACH-000711,-0.611737216009
ACH-000713,-0.622329380239
ACH-000714,-0.797748837508
ACH-000718,-0.808796020631
ACH-000720,-0.9839108555730001
ACH-000721,-0.860160492253
ACH-000724,-1.01864038196
ACH-000725,-0.518401379734
ACH-000732,-0.453322062694
ACH-000734,-0.579980702986
ACH-000735,-0.536103834348
ACH-000736,-0.525071777267
ACH-000738,-0.521825719467
ACH-000746,-0.620132921553
ACH-000747,-0.423728301764
ACH-000748,-0.646681902289
ACH-000753,-0.937051176417
ACH-000756,-0.5724306051129999
ACH-000757,-0.5750606806399999
ACH-000758,-0.45395701047700004
ACH-000760,-0.478471124167
ACH-000763,-0.8561001388799999
ACH-000764,-0.917030445907
ACH-000765,-0.545577169742
ACH-000766,-0.6067989871639999
ACH-000767,-1.0437560045
ACH-000768,-0.464840115165
ACH-000769,-0.436580524636
ACH-000770,-0.768758476487
ACH-000771,-0.604966658887
ACH-000773,-1.02198976246
ACH-000776,-0.774161184421
ACH-000777,-0.77128188735
ACH-000778,-0.643320830393
ACH-000781,-0.7639210330580001
ACH-000782,-0.99207720698
ACH-000783,-0.7234472843649999
ACH-000784,-0.761111040141
ACH-000785,-0.7528048302770001
ACH-000787,-0.6749282632979999
ACH-000788,-0.6842404489499999
ACH-000791,-0.605554155506
ACH-000792,-0.606259688168
ACH-000794,-0.800067833863
ACH-000796,-0.751144543556
ACH-000799,-0.676041922265
ACH-000800,-0.828314628816
ACH-000802,-0.6776741422679999
ACH-000804,-0.32483954263099996
ACH-000805,-0.6260293948560001
ACH-000809,-0.6884821383740001
ACH-000810,-0.77659854788
ACH-000811,-0.6317949970750001
ACH-000817,-0.493994337708
ACH-000819,-0.7000081379880001
ACH-000820,-0.607141438158
ACH-000821,-1.01730232839
ACH-000822,-0.48802128012100005
ACH-000823,-0.722201361767
ACH-000824,-1.023835555
ACH-000827,-0.596685426897
ACH-000829,-0.670045848146
ACH-000831,-0.6913794199750001
ACH-000832,-0.6635021968779999
ACH-000833,-0.739614564434
ACH-000834,-0.637241339441
ACH-000835,-0.7212011053020001
ACH-000836,-0.752956057005
ACH-000837,-0.562534083324
ACH-000838,-0.9798659616850001
ACH-000839,-0.82449369602
ACH-000840,-0.5027666120709999
ACH-000841,-0.792608966385
ACH-000843,-0.790637233026
ACH-000846,-0.7555125729659999
ACH-000847,-0.79471082043
ACH-000848,-0.500211860739
ACH-000849,-0.388033052266
ACH-000851,-0.713540429172
ACH-000855,-0.7081830946809999
ACH-000856,-0.61998634465
ACH-000858,-0.768627675183
ACH-000859,-0.600477387018
ACH-000861,-0.945124507372
ACH-000862,-0.781362429655
ACH-000865,-0.8793834516150001
ACH-000866,-0.520568220676
ACH-000867,-0.555920430687
ACH-000869,-0.854830955159
ACH-000872,-0.592062828837
ACH-000873,-0.9059206063590001
ACH-000876,-0.7479554607500001
ACH-000878,-0.55955817768
ACH-000880,-0.850386597466
ACH-000881,-0.856377684478
ACH-000882,-0.7950569307299999
ACH-000884,-0.538921751921
ACH-000885,-0.546869383646
ACH-000887,-0.469159490836
ACH-000888,-0.724922020068
ACH-000889,-0.9494194996349999
ACH-000890,-0.630348228363
ACH-000896,-0.784572286578
ACH-000898,-0.7085222702830001
ACH-000900,-0.7128958829979999
ACH-000901,-0.598452154395
ACH-000905,-0.7977108725509999
ACH-000906,-0.770011187187
ACH-000907,-0.8027177677949999
ACH-000910,-0.7391245505230001
ACH-000911,-0.566501807683
ACH-000912,-0.539855558582
ACH-000913,-0.9282916071770001
ACH-000915,-0.568525809857
ACH-000916,-0.575818524868
ACH-000917,-0.639827982377
ACH-000921,-0.65070683189
ACH-000924,-0.579154748135
ACH-000926,-0.852599374446
ACH-000928,-0.6434806811129999
ACH-000929,-0.426117655986
ACH-000932,-0.423785056727
ACH-000935,-0.600882812182
ACH-000936,-0.6655730706149999
ACH-000937,-0.731489538222
ACH-000938,-0.7898211834960001
ACH-000939,-0.516750050184
ACH-000941,-0.5053440873830001
ACH-000943,-0.65560752372
ACH-000946,-0.633639419659
ACH-000947,-0.570633362146
ACH-000948,-0.530468724436
ACH-000950,-0.739574467696
ACH-000953,-0.918925855203
ACH-000957,-0.689996225991
ACH-000958,-0.541619560463
ACH-000960,-0.7262795122229999
ACH-000963,-0.5229749066489999
ACH-000968,-0.525714534594
ACH-000969,-0.347879149084
ACH-000973,-0.8202353165899999
ACH-000974,-0.759243174203
ACH-000975,-0.556796358764
ACH-000976,-0.585887277672
ACH-000978,-0.563338934051
ACH-000980,-0.518700944743
ACH-000984,-0.511255902703
ACH-000986,-0.637483355195
ACH-000988,-0.604473439178
ACH-000993,-0.47734952381000006
ACH-000994,-0.47299702116899994
ACH-000996,-0.9118275581649999
ACH-001001,-0.647407033779
ACH-001020,-0.79936387309
ACH-001028,-0.835333349861
ACH-001031,-0.8272149009209999
ACH-001038,-0.32729051000500003
ACH-001048,-0.6847107518340001
ACH-001050,-0.8623432149060001
ACH-001053,-0.94087518864
ACH-001054,-0.554133150497
ACH-001061,-0.40818847559
ACH-001067,-0.5308418756759999
ACH-001075,-0.8196697182639999
ACH-001096,-0.645341091945
ACH-001128,-1.10317595014
ACH-001134,-0.515978682741
ACH-001151,-0.700075182058
ACH-001163,-0.639450007888
ACH-001164,-0.678150496912
ACH-001173,-0.636775426633
ACH-001183,-0.7712351586789999
ACH-001184,-0.487573099945
ACH-001190,-0.796136577833
ACH-001192,-0.62503349056
ACH-001193,-0.514235269097
ACH-001196,-0.567563082052
ACH-001197,-0.7675420769939999
ACH-001205,-0.995382839585
ACH-001211,-0.954697383933
ACH-001212,-0.521834508065
ACH-001228,-0.674393376699
ACH-001232,-0.694570350686
ACH-001239,-0.702923124351
ACH-001274,-0.9186832438689999
ACH-001275,-0.703851069294
ACH-001277,-0.642530143387
ACH-001278,-0.676446706944
ACH-001280,-0.438334468759
ACH-001283,-0.7462502993469999
ACH-001289,-0.5050321942620001
ACH-001295,-0.766266828452
ACH-001300,-0.7478029022589999
ACH-001301,-0.909206699336
ACH-001302,-0.433592196378
ACH-001303,-0.510967867013
ACH-001306,-0.598434802614
ACH-001318,-0.696803171248
ACH-001322,-0.806555199422
ACH-001328,-0.719726441635
ACH-001332,-0.675305462939
ACH-001333,-0.8358368359430001
ACH-001336,-0.75051579015
ACH-001340,-0.525377054388
ACH-001346,-0.704515851443
ACH-001353,-0.704413602061
ACH-001354,-0.752036956275
ACH-001367,-0.401216786692
ACH-001368,-0.792837091611
ACH-001374,-0.576982385379
ACH-001375,-0.580663508421
ACH-001377,-0.505931086208
ACH-001380,-0.7762258311910001
ACH-001391,-0.738674173276
ACH-001407,-0.8018195060879999
ACH-001408,-0.7439517375810001
ACH-001413,-0.7676105764360001
ACH-001430,-1.06513900012
ACH-001431,-0.920932837113
ACH-001450,-0.6834871708470001
ACH-001496,-0.587429427576
ACH-001500,-0.737017735989
ACH-001521,-0.8160307532690001
ACH-001523,-0.5502892233209999
ACH-001532,-0.659819174117
ACH-001536,-0.8808267939
ACH-001550,-0.551027254457
ACH-001552,-0.996906342018
ACH-001554,-0.848644184273
ACH-001645,-0.635377592148
ACH-001654,-0.8591094357610001
ACH-001715,-0.58072319461
ACH-001735,-0.7724767852619999
ACH-001736,-0.618004563013
ACH-001737,0.0083618324042
ACH-001740,-0.523435281941
ACH-001745,-0.512019311216
ACH-001750,-0.760979034658
ACH-001765,-0.84052625221
ACH-001956,-0.637309951878
ACH-001957,-0.681502272653
