,ERAL1 (26284)
ACH-000295,-0.29024711484099996
ACH-000296,-0.565830721751
ACH-000302,-0.466623059558
ACH-000304,-0.662417038956
ACH-000307,-0.466963624214
ACH-000308,-0.422892968959
ACH-000310,-0.394798106925
ACH-000311,-0.22753375272100002
ACH-000312,-0.6231948541
ACH-000315,-0.339443664962
ACH-000316,-0.32455496719
ACH-000317,-0.406237455154
ACH-000318,-0.529826357815
ACH-000319,-0.375788006475
ACH-000320,-0.118302957733
ACH-000322,-0.36928558263300004
ACH-000323,-0.641021078782
ACH-000324,-0.554840706261
ACH-000329,-0.487944542685
ACH-000330,-0.552828786456
ACH-000331,-0.543551987143
ACH-000332,-0.27028774620499996
ACH-000334,-0.48880437201899996
ACH-000335,-0.690166547316
ACH-000336,-0.838412129212
ACH-000337,-0.6466707938440001
ACH-000339,-0.559113850277
ACH-000341,-0.168582294193
ACH-000348,-0.5295154403410001
ACH-000350,-0.453717182704
ACH-000352,-0.7116006265029999
ACH-000356,-0.695035987588
ACH-000361,-0.40204353299999995
ACH-000362,-0.18201181095199997
ACH-000363,-0.40209732455700004
ACH-000364,-0.606280702841
ACH-000365,-0.560429329632
ACH-000366,-0.265970353813
ACH-000368,-0.448482213535
ACH-000374,-0.710108674683
ACH-000375,-0.45590799469300003
ACH-000376,-0.45013178275700005
ACH-000381,-0.532368929124
ACH-000383,-0.50318045384
ACH-000387,-0.813893749963
ACH-000389,-0.24316048016999997
ACH-000390,-0.477577361399
ACH-000393,-0.324948661397
ACH-000395,-0.30893515032200003
ACH-000397,-0.349937611272
ACH-000401,-0.5145661910189999
ACH-000402,-0.8245725530149999
ACH-000403,-0.46543180226
ACH-000404,-0.8031855004899999
ACH-000406,-0.735863773609
ACH-000407,-0.7854784016859999
ACH-000408,-0.539843078081
ACH-000410,-0.470541106862
ACH-000411,-0.22063387338799997
ACH-000414,-0.604951587584
ACH-000415,-0.681974075018
ACH-000416,-0.22346587243000002
ACH-000420,-0.55565744898
ACH-000421,-0.582539242424
ACH-000424,-0.822296245608
ACH-000425,-0.365592484287
ACH-000426,-0.395839602108
ACH-000427,-0.575072531574
ACH-000433,-0.581325629367
ACH-000436,-0.0679383357935
ACH-000444,-0.441283819811
ACH-000445,-0.504878813953
ACH-000448,-0.364455880318
ACH-000450,-0.758351990914
ACH-000452,-0.34680583788099995
ACH-000454,-0.518893990527
ACH-000458,-0.898129007306
ACH-000459,-1.02854893075
ACH-000460,-0.333863759435
ACH-000461,-0.663131355974
ACH-000463,-0.312317405855
ACH-000464,-0.268166693273
ACH-000466,-0.562465444025
ACH-000467,-0.44904767604900003
ACH-000468,-0.453069140048
ACH-000469,-0.569531648231
ACH-000470,-0.567628847929
ACH-000471,-0.349494714393
ACH-000472,-0.5747443926470001
ACH-000473,-0.678485823896
ACH-000475,-0.633093685602
ACH-000476,-0.6075724956580001
ACH-000477,-0.235271442405
ACH-000480,-0.8580041851700001
ACH-000481,-0.439808290311
ACH-000483,-0.964719962393
ACH-000484,-0.570167065796
ACH-000485,-0.365687425488
ACH-000486,-0.56096945696
ACH-000487,-0.8827722694299999
ACH-000488,-0.747047380782
ACH-000490,-0.47613187589199996
ACH-000491,-0.781139295325
ACH-000495,-0.25678898261300004
ACH-000496,-0.379795646877
ACH-000499,-0.7999611606489999
ACH-000500,-0.374758458802
ACH-000502,-0.238892213094
ACH-000503,-0.46157372976000005
ACH-000505,-0.411216794893
ACH-000507,-0.697623215367
ACH-000510,-0.657748790706
ACH-000511,-0.304947987593
ACH-000512,-0.43901709708000003
ACH-000516,-0.375003798367
ACH-000517,-0.33056453255199997
ACH-000518,-0.636717169239
ACH-000520,-0.559148969909
ACH-000521,-0.788442590414
ACH-000522,-0.5743554366570001
ACH-000524,-0.679918145119
ACH-000527,-0.239763235461
ACH-000528,-0.7862017348870001
ACH-000537,-0.649059869698
ACH-000541,0.0225663833058
ACH-000542,-0.566394029667
ACH-000544,-0.7101606999529999
ACH-000545,-0.500198511833
ACH-000547,-0.216367224278
ACH-000548,-0.408019958228
ACH-000549,-0.563478081354
ACH-000550,-0.335352594924
ACH-000552,-0.6409565718029999
ACH-000556,-0.34136519336599996
ACH-000557,-0.35852258626100003
ACH-000570,-0.602218315571
ACH-000571,-0.538072534806
ACH-000573,-0.4976218680899999
ACH-000576,-0.161001724178
ACH-000580,-0.505913566533
ACH-000584,-0.7396685534370001
ACH-000585,-0.262315663997
ACH-000588,-0.579803970043
ACH-000589,-0.733837272972
ACH-000591,-0.236142781329
ACH-000593,-0.458166891112
ACH-000600,-0.775089842314
ACH-000601,-0.604574856498
ACH-000604,-1.3367573079000001
ACH-000605,-0.888019866769
ACH-000606,-0.6982130296340001
ACH-000608,-0.524567813081
ACH-000614,-0.472519300474
ACH-000616,-0.524656490121
ACH-000618,-0.6894314548899999
ACH-000619,-0.44003075656199997
ACH-000620,-0.463256875768
ACH-000621,-0.36632745582599996
ACH-000622,-0.475810567189
ACH-000623,-0.530395422925
ACH-000624,-0.404367839365
ACH-000627,-0.379857674893
ACH-000630,-0.6247346521980001
ACH-000632,-0.46208298574400003
ACH-000633,-0.879015074964
ACH-000637,-0.825124451385
ACH-000638,-0.37920917096199996
ACH-000646,-0.723748473304
ACH-000647,-0.6447035956139999
ACH-000648,-0.35119187884900005
ACH-000649,-0.36917582907799995
ACH-000651,-0.8964287523960001
ACH-000652,-0.458019072523
ACH-000653,-0.48946050522100004
ACH-000657,-0.5699054132060001
ACH-000658,-0.307421236373
ACH-000661,-0.629181538214
ACH-000662,-0.695545863984
ACH-000663,-0.599805144187
ACH-000665,-0.34158553367600003
ACH-000671,-0.6109744034929999
ACH-000673,-0.37263192703599995
ACH-000676,-0.649853598079
ACH-000677,-0.944732589811
ACH-000681,-0.29489865615
ACH-000682,-0.521213814899
ACH-000683,-0.441868714031
ACH-000684,-0.579287157248
ACH-000688,-0.6941762463500001
ACH-000693,-0.618738663433
ACH-000694,-0.677895340037
ACH-000695,-0.5763528797649999
ACH-000696,-0.56265412967
ACH-000697,-0.25713356233
ACH-000699,-0.568253751345
ACH-000701,-0.45252217224200003
ACH-000706,-0.670831916849
ACH-000711,-0.414432289984
ACH-000713,-0.526765781956
ACH-000714,-0.198987870201
ACH-000718,-0.438051180375
ACH-000720,-0.6860374278329999
ACH-000721,-0.38181712511999993
ACH-000724,-0.6061273409960001
ACH-000725,-0.580685377699
ACH-000732,-0.9264126238570001
ACH-000734,-0.45517701666500004
ACH-000735,-0.401884430854
ACH-000736,-0.756433315655
ACH-000738,-0.701945825184
ACH-000746,-0.597898846734
ACH-000747,-0.6729851335160001
ACH-000748,-0.39659414574600005
ACH-000753,-0.632846689612
ACH-000756,-0.433735889512
ACH-000757,-0.762076141621
ACH-000758,-0.837048070145
ACH-000760,-0.491068672343
ACH-000763,-0.419091887342
ACH-000764,-0.17751830853
ACH-000765,-0.451103396968
ACH-000766,-0.383159943157
ACH-000767,-0.73154824915
ACH-000768,-0.569557623273
ACH-000769,-0.5472109840739999
ACH-000770,-0.531342864265
ACH-000771,-0.688040374592
ACH-000773,-0.21356880599800002
ACH-000776,-0.433806628174
ACH-000777,-0.503168681892
ACH-000778,-0.425301950065
ACH-000781,-0.48231847014
ACH-000782,-0.668689668604
ACH-000783,-0.22981136749699999
ACH-000784,-0.8651752138809999
ACH-000785,-0.521698427455
ACH-000787,-0.567425953075
ACH-000788,-0.377788547501
ACH-000791,-0.596212497116
ACH-000792,-0.40527518180699995
ACH-000794,-0.437903083658
ACH-000796,-0.36561834644900004
ACH-000799,-0.446808083807
ACH-000800,-0.419591606722
ACH-000802,-0.321572236334
ACH-000804,-0.7146555424250001
ACH-000805,-0.28503068625
ACH-000809,-0.43056220424999997
ACH-000810,-0.818184250474
ACH-000811,-0.495349858376
ACH-000817,-0.495353868201
ACH-000819,-0.520277864371
ACH-000820,-1.0017968849799999
ACH-000821,-0.29966160956099996
ACH-000822,-0.510637255313
ACH-000823,-0.555015164579
ACH-000824,-0.20246683253400002
ACH-000827,-0.21003461796
ACH-000829,-0.315485808243
ACH-000831,-0.789908733236
ACH-000832,-0.806829463829
ACH-000833,-0.58243290897
ACH-000834,-0.507815845779
ACH-000835,-0.643982290385
ACH-000836,-0.27599809339000003
ACH-000837,-0.8133489193889999
ACH-000838,-0.710754958256
ACH-000839,-0.317812823107
ACH-000840,-0.542775783342
ACH-000841,-0.380767339865
ACH-000843,-0.644158029251
ACH-000846,-0.540958045437
ACH-000847,-0.861655651963
ACH-000848,-0.665598283652
ACH-000849,-0.580495392088
ACH-000851,-1.0288457198
ACH-000855,-0.938996102902
ACH-000856,-0.7533367531899999
ACH-000858,-0.6229124582
ACH-000859,-0.804294556145
ACH-000861,-0.782869172098
ACH-000862,-0.685966950635
ACH-000865,-0.630196765055
ACH-000866,-0.5134843131669999
ACH-000867,-0.391721647976
ACH-000869,-0.6634102299710001
ACH-000872,-0.482103576421
ACH-000873,-0.672293713949
ACH-000876,-0.838552067411
ACH-000878,-0.136068899199
ACH-000880,-0.258518823982
ACH-000881,-0.407873327932
ACH-000882,-0.475707226933
ACH-000884,-0.6270353817000001
ACH-000885,-0.749744402491
ACH-000887,-0.620424977804
ACH-000888,-0.596480843014
ACH-000889,-0.407978922155
ACH-000890,-0.405819246345
ACH-000896,-0.350637370475
ACH-000898,-0.7445113620970001
ACH-000900,-0.7226105429780001
ACH-000901,-0.41586801843800003
ACH-000905,-0.383913856324
ACH-000906,-0.599409346138
ACH-000907,-0.655289213481
ACH-000910,-0.687300357841
ACH-000911,-0.7165996391249999
ACH-000912,-0.463094237663
ACH-000913,-0.9260881470360001
ACH-000915,-0.700044458795
ACH-000916,-0.866345118748
ACH-000917,-0.339637901975
ACH-000921,-0.885679164143
ACH-000924,-0.597693197508
ACH-000926,-0.559171877367
ACH-000928,-0.676242335984
ACH-000929,-0.635115451867
ACH-000932,-0.498569803085
ACH-000935,-0.6114630635130001
ACH-000936,-0.761220056962
ACH-000937,-0.5742948224669999
ACH-000938,-0.481927157395
ACH-000939,-1.0179318855600001
ACH-000941,-0.5278056929020001
ACH-000943,-0.6212602452730001
ACH-000946,-0.48270589387699997
ACH-000947,-0.6937929363500001
ACH-000948,-0.809732254896
ACH-000950,-0.419709370892
ACH-000953,-0.34878994560800003
ACH-000957,-0.660334813042
ACH-000958,-0.544831625199
ACH-000960,-0.362346380993
ACH-000963,-0.46673366207500006
ACH-000968,-0.772929011744
ACH-000969,-1.0010389771400001
ACH-000973,-0.7348106827590001
ACH-000974,-0.622724019594
ACH-000975,-0.587308209755
ACH-000976,-0.537571047901
ACH-000978,-0.708269699994
ACH-000980,-0.74505709295
ACH-000984,-0.500464060478
ACH-000986,-0.48441503122900004
ACH-000988,-0.473147384883
ACH-000993,-0.325600795763
ACH-000994,-0.797385639779
ACH-000996,-0.250019812658
ACH-001001,-0.819795476259
ACH-001020,-0.434529563886
ACH-001028,-0.511496295594
ACH-001031,-0.514850484026
ACH-001038,-0.8047559969339999
ACH-001048,-0.397925447244
ACH-001050,-0.459824941052
ACH-001053,-0.783214488716
ACH-001054,-0.700275314156
ACH-001061,-0.6002581231899999
ACH-001067,-0.53585993333
ACH-001075,-0.449401881414
ACH-001096,-0.566444458282
ACH-001128,-0.617887814769
ACH-001134,-0.541199675116
ACH-001151,-0.211330583957
ACH-001163,-0.884379588228
ACH-001164,-0.428923809965
ACH-001173,-0.603162212015
ACH-001183,-0.261036568931
ACH-001184,-0.45838951785099996
ACH-001190,-0.291091704713
ACH-001192,-0.39277142703199996
ACH-001193,-0.34441486213600003
ACH-001196,-0.42873714027500004
ACH-001197,-0.37701923800899995
ACH-001205,-0.42747774759
ACH-001211,-0.242352937768
ACH-001212,-0.318731941774
ACH-001228,-0.199197659844
ACH-001232,-0.46264382271000004
ACH-001239,-0.45095692278300004
ACH-001274,-0.62038761002
ACH-001275,-0.167737734897
ACH-001277,-0.371087064108
ACH-001278,-0.621367789887
ACH-001280,-0.372876154822
ACH-001283,-0.603872607426
ACH-001289,-0.43503302496600005
ACH-001295,-0.255302576298
ACH-001300,-0.5796349300270001
ACH-001301,-0.17952339446199997
ACH-001302,-0.748213894818
ACH-001303,-0.549879478207
ACH-001306,-0.28439049670899996
ACH-001318,-0.981051546619
ACH-001322,-0.56103954942
ACH-001328,-0.465148019835
ACH-001332,-0.820943162644
ACH-001333,-0.619060896449
ACH-001336,-0.581312283055
ACH-001340,-0.328844931121
ACH-001346,-0.7257301187899999
ACH-001353,-0.248346446443
ACH-001354,-0.584792931809
ACH-001367,-0.7091684090420001
ACH-001368,-0.609452757777
ACH-001374,-0.456520805018
ACH-001375,-0.423813043274
ACH-001377,-0.555785457915
ACH-001380,-0.49051832065800005
ACH-001391,-0.447999778262
ACH-001407,-0.405348544221
ACH-001408,-0.27539589653700003
ACH-001413,-0.48989818479900005
ACH-001430,-0.25902766901999996
ACH-001431,-0.35597404886399997
ACH-001450,-0.658685277526
ACH-001496,-0.6681680247439999
ACH-001500,-0.769164004085
ACH-001521,-0.393747114538
ACH-001523,-0.751268273617
ACH-001532,-0.505456982689
ACH-001536,-0.0056853098896600006
ACH-001550,-0.7870095188249999
ACH-001552,-0.33030285550599997
ACH-001554,-0.484093815263
ACH-001645,-0.41783442504600005
ACH-001654,-0.333054222114
ACH-001715,-0.0775202134332
ACH-001735,-0.376992390166
ACH-001736,-0.525860929039
ACH-001737,-0.784352026458
ACH-001740,-0.238276596164
ACH-001745,-0.12089837307199999
ACH-001750,-0.621312759444
ACH-001765,-0.350708070095
ACH-001956,-0.22654888303399998
ACH-001957,-0.25317120430100004
