,TRNAU1AP (54952)
ACH-000189,-0.0860325207735
ACH-000190,-0.454479380317
ACH-000198,-0.569790173032
ACH-000204,-0.366525773461
ACH-000206,-0.271248129713
ACH-000207,-0.8224562248489999
ACH-000211,-0.600054847324
ACH-000215,-0.380293972995
ACH-000221,-0.46958812408999995
ACH-000222,-0.21507090151900002
ACH-000223,-0.35497380641599996
ACH-000226,-0.30188257028099996
ACH-000227,-0.249007000312
ACH-000228,-0.599387425772
ACH-000231,-0.04160079285769999
ACH-000232,-0.052530087861900006
ACH-000233,-0.528450928064
ACH-000234,-0.140798404033
ACH-000235,-0.477037173213
ACH-000237,-0.337790789864
ACH-000238,-0.886001436116
ACH-000243,-0.642370694228
ACH-000244,0.04092925656119999
ACH-000246,-0.585903521855
ACH-000248,-0.251429657275
ACH-000250,-0.38429576780100005
ACH-000251,-0.7781113374359999
ACH-000253,-0.434373690596
ACH-000255,-0.446821817356
ACH-000256,-0.39667654519199996
ACH-000257,-0.551555809658
ACH-000258,-0.19511265593199997
ACH-000259,-0.405653521986
ACH-000260,-0.581202587484
ACH-000261,-0.481744495185
ACH-000262,-0.309825028145
ACH-000263,-0.49136453217200005
ACH-000264,-0.36265960819700005
ACH-000265,-0.695009118098
ACH-000266,-0.402675284902
ACH-000272,-0.626239142051
ACH-000273,-0.227301808596
ACH-000274,-0.298946123809
ACH-000277,-0.37471651774400005
ACH-000278,-0.331596386151
ACH-000279,-0.271536310379
ACH-000280,-0.217634186895
ACH-000281,-0.40971626864200006
ACH-000288,-0.20452619163199998
ACH-000291,-0.503307402808
ACH-000293,-0.681249047297
ACH-000294,-1.1732480841600001
ACH-000295,-0.39653105084299994
ACH-000296,-0.18164624026
ACH-000302,-0.33918570338200005
ACH-000304,-0.409085472465
ACH-000307,-0.524001408703
ACH-000308,-0.37153194821099994
ACH-000310,-0.569312242049
ACH-000311,-0.38037535483499996
ACH-000312,-0.640412902717
ACH-000315,-0.166465723111
ACH-000316,-0.35238974955499996
ACH-000317,-0.6613634412730001
ACH-000318,-0.5251125978600001
ACH-000319,-0.16211354379100001
ACH-000320,-0.536365051405
ACH-000322,-0.226772484012
ACH-000323,-0.391890968376
ACH-000324,-0.430103432369
ACH-000329,-0.160598017572
ACH-000330,-0.7249956613959999
ACH-000331,-0.447816934492
ACH-000332,-0.17143665236900002
ACH-000334,-0.79515568365
ACH-000335,-0.565458973094
ACH-000336,-0.47050512688
ACH-000337,-0.447249863274
ACH-000339,-0.157436132747
ACH-000341,-0.255958214264
ACH-000348,-0.223237294447
ACH-000350,-0.445793543912
ACH-000352,-0.504899290833
ACH-000356,-0.362217037693
ACH-000361,-0.10236104318700001
ACH-000362,-0.479272598734
ACH-000363,-0.7886037309530001
ACH-000364,-0.544911248854
ACH-000365,-0.954758628166
ACH-000366,-0.42419418391999997
ACH-000368,-0.0234046208951
ACH-000374,-0.883201256003
ACH-000375,-0.08986672347
ACH-000376,-0.407439555224
ACH-000381,-0.378048373781
ACH-000383,-0.37861130119999997
ACH-000387,-0.669670746706
ACH-000389,-0.405529364143
ACH-000390,-0.428440907424
ACH-000393,-0.385834811831
ACH-000395,-0.39033342893600004
ACH-000397,-0.8342126634110001
ACH-000401,-0.39988562956100004
ACH-000402,-0.645189512299
ACH-000403,-0.063837555376
ACH-000404,-0.614037307889
ACH-000406,-0.575349791977
ACH-000407,-0.48144663018399997
ACH-000408,-0.5863498761879999
ACH-000410,-0.371199365577
ACH-000411,-0.5523820293339999
ACH-000414,-0.0766536814626
ACH-000415,-0.37258417917900005
ACH-000416,-0.304173035667
ACH-000420,-0.383865824475
ACH-000421,-0.472176393359
ACH-000424,-0.6864394221690001
ACH-000425,-0.24502103860999996
ACH-000426,-0.7622510099690001
ACH-000427,-0.255126283341
ACH-000433,-0.21914290974300002
ACH-000436,-0.384922535062
ACH-000444,-0.26935788525
ACH-000445,-0.38591597644299996
ACH-000448,-0.473338058619
ACH-000450,-0.29851135677900004
ACH-000452,-0.229258246884
ACH-000454,-0.877424052736
ACH-000458,-0.34715603075
ACH-000459,-0.790605282422
ACH-000460,-0.41922039437799996
ACH-000461,-1.08987742608
ACH-000463,-0.30722045825100003
ACH-000464,-0.316280197442
ACH-000466,-0.458153025922
ACH-000467,-0.166378515135
ACH-000468,-0.593815767217
ACH-000469,-0.42227803781400003
ACH-000470,-0.203086869885
ACH-000471,-0.48610513101
ACH-000472,-0.180032518473
ACH-000473,-0.6250015739060001
ACH-000475,-0.27016386236900003
ACH-000476,-0.48481439399099996
ACH-000477,-0.326839303394
ACH-000480,-0.826452318501
ACH-000481,-0.416582870826
ACH-000483,-0.182494808475
ACH-000484,-0.58422048992
ACH-000485,-0.448902414695
ACH-000486,-0.028380089772600002
ACH-000487,-0.889025015379
ACH-000488,-0.45915459900399996
ACH-000490,-0.217018226717
ACH-000491,-0.239646410387
ACH-000495,-0.286290971467
ACH-000496,-0.638137118543
ACH-000499,-0.581939351079
ACH-000500,-0.351887595598
ACH-000502,-0.145682879677
ACH-000503,-0.48397876941699997
ACH-000505,-0.26417339123100003
ACH-000507,-0.535742476287
ACH-000510,-0.41488586187
ACH-000511,-0.38683010251
ACH-000512,-0.705227311669
ACH-000516,-0.197568167819
ACH-000517,-0.47450009315700004
ACH-000518,-0.657330169435
ACH-000520,-0.320956542199
ACH-000521,-0.41835807020300003
ACH-000522,-0.345459222276
ACH-000524,-0.30184919538000005
ACH-000527,-0.264723485197
ACH-000528,-0.7979278613770001
ACH-000537,-0.525842139175
ACH-000541,-0.275144116986
ACH-000542,0.030735494473200002
ACH-000544,-0.510743738633
ACH-000545,-0.41022329609700003
ACH-000547,-0.39720736721699995
ACH-000548,-0.305321890188
ACH-000549,-0.531765365379
ACH-000550,-0.324603483359
ACH-000552,-0.572673314586
ACH-000556,-0.237258006073
ACH-000557,-0.294094615269
ACH-000570,-0.297543039856
ACH-000571,-0.29555017761700003
ACH-000573,-0.25243050898499997
ACH-000576,-0.080957110538
ACH-000580,-0.164643872992
ACH-000584,-0.7133138622669999
ACH-000585,-0.920100036049
ACH-000588,-0.531439570483
ACH-000589,-0.70426063097
ACH-000591,-0.579322113091
ACH-000593,-0.570339905828
ACH-000600,-0.836357269026
ACH-000601,-0.35197541814000005
ACH-000604,-0.41616790600000003
ACH-000605,-0.495474705788
ACH-000606,-0.530321306823
ACH-000608,-0.475914262534
ACH-000614,-0.19926215967799998
ACH-000616,-0.924586736321
ACH-000618,-0.295235735653
ACH-000619,-0.301202678808
ACH-000620,-0.447902938607
ACH-000621,-0.429122990293
ACH-000622,-0.339200085544
ACH-000623,-0.296712193555
ACH-000624,-0.199636587914
ACH-000627,-0.41551746577699994
ACH-000630,-0.511226253638
ACH-000632,-0.305625003643
ACH-000633,-0.124795501981
ACH-000637,-0.355769357056
ACH-000638,-0.487414362844
ACH-000646,-0.551640144167
ACH-000647,-0.322940541764
ACH-000648,-0.303653878524
ACH-000649,-0.376081445996
ACH-000651,-0.12598770602099998
ACH-000652,-0.525936665728
ACH-000653,-0.289664600809
ACH-000657,-0.25753240385299997
ACH-000658,-0.532142840937
ACH-000661,-0.286913590478
ACH-000662,-0.951245349278
ACH-000663,-0.52050985563
ACH-000665,-0.509597119374
ACH-000671,-0.481378140224
ACH-000673,-0.264168128795
ACH-000676,-0.531071570866
ACH-000677,-0.377895814116
ACH-000681,-0.18836406314100002
ACH-000682,-0.630539154331
ACH-000683,-0.5606662750029999
ACH-000684,-0.423950230832
ACH-000688,-0.362467439946
ACH-000693,-0.552186883978
ACH-000694,-0.889338346198
ACH-000695,-0.38347530941
ACH-000696,-0.22573415403900002
ACH-000697,-0.43025404190800004
ACH-000699,-0.65175543224
ACH-000701,-0.35920203517399996
ACH-000706,-0.330012859067
ACH-000711,-0.380894121288
ACH-000713,-0.591432361592
ACH-000714,-0.737022762516
ACH-000718,-0.39316758446
ACH-000720,-0.284359484301
ACH-000721,-0.620769051702
ACH-000724,-0.552624354127
ACH-000725,-0.597855927356
ACH-000732,-0.35626490962800006
ACH-000734,-0.20771627472100002
ACH-000735,-0.687041207447
ACH-000736,-0.355114063195
ACH-000738,-0.392123975969
ACH-000746,-0.0162407864159
ACH-000747,-0.66254534728
ACH-000748,-0.270042021355
ACH-000753,-0.742360744368
ACH-000756,-0.28252155119100003
ACH-000757,-0.42604140159599996
ACH-000758,-0.77577949918
ACH-000760,-0.37231956197
ACH-000763,-0.550408459914
ACH-000764,-0.180024587277
ACH-000765,-0.546571568121
ACH-000766,-0.316033472246
ACH-000767,-0.284845338342
ACH-000768,-0.165028129977
ACH-000769,-0.600681822946
ACH-000770,-0.243091729181
ACH-000771,-0.748079346703
ACH-000773,-0.493446505843
ACH-000776,-0.198993934491
ACH-000777,-1.01228628992
ACH-000778,-0.41521863035400003
ACH-000781,-0.0553006569027
ACH-000782,-0.734534311019
ACH-000783,-0.282550724697
ACH-000784,-0.875483050689
ACH-000785,-0.452453655682
ACH-000787,-0.38393981026600005
ACH-000788,-0.052439618601
ACH-000791,-0.523760903097
ACH-000792,-0.42239222927599995
ACH-000794,-0.338451512375
ACH-000796,-0.20866100397
ACH-000799,-0.159978872246
ACH-000800,-0.677084130517
ACH-000802,-0.823748150847
ACH-000804,-0.265640482562
ACH-000805,-0.20729110133200002
ACH-000809,-0.429467966607
ACH-000810,-0.21368554370999998
ACH-000811,-0.671527730085
ACH-000817,-0.302298680886
ACH-000819,-0.19438956877900002
ACH-000820,-0.278394879152
ACH-000821,-0.446975406194
ACH-000822,-0.358365977007
ACH-000823,-0.334099819242
ACH-000824,-0.335075572086
ACH-000827,0.0235100917697
ACH-000829,-0.561298897717
ACH-000831,-0.331078104809
ACH-000832,-0.526338870452
ACH-000833,-0.617216618167
ACH-000834,-0.019007271006599998
ACH-000835,-0.08932295794430001
ACH-000836,-0.416530261973
ACH-000837,-0.35467205660499995
ACH-000838,-0.372433255292
ACH-000839,-0.32514677010299997
ACH-000840,-0.245421809992
ACH-000841,-0.266688120531
ACH-000843,-0.441107797592
ACH-000846,-0.600021092567
ACH-000847,-0.9118743194769999
ACH-000848,-0.21660871641499999
ACH-000849,-0.400706379504
ACH-000851,-0.5343882740079999
ACH-000855,-0.43032781275700005
ACH-000856,-0.542684241405
ACH-000858,-0.22144608814800001
ACH-000859,-0.401968561265
ACH-000861,-0.546366091078
ACH-000862,-0.26704910511
ACH-000865,-0.319459775726
ACH-000866,-0.611694395599
ACH-000867,-0.471506422507
ACH-000869,-0.304857522895
ACH-000872,-0.819519556827
ACH-000873,-0.395449157527
ACH-000876,-0.498695695142
ACH-000878,0.18394090704399998
ACH-000880,-0.0144374023299
ACH-000881,-0.391878012408
ACH-000882,-0.276983947713
ACH-000884,-0.35249321205399997
ACH-000885,-0.562593794225
ACH-000887,-0.7114695609389999
ACH-000888,-0.486769934269
ACH-000889,-0.535272706887
ACH-000890,-0.576018784863
ACH-000896,-0.487031214757
ACH-000898,-0.36704724529700006
ACH-000900,0.0268646810923
ACH-000901,-0.478792781545
ACH-000905,-0.460874303205
ACH-000906,-0.22630835821400003
ACH-000907,-0.760440046018
ACH-000910,-0.43720509971500005
ACH-000911,-0.5452708050399999
ACH-000912,-0.6975295341850001
ACH-000913,-0.875244263927
ACH-000915,-0.19830687833900001
ACH-000916,-0.907580769949
ACH-000917,-0.46569190428499996
ACH-000921,-0.46000116408200004
ACH-000924,-0.786988457952
ACH-000926,-0.331530303001
ACH-000928,-0.529835608231
ACH-000929,-0.905699171055
ACH-000932,-0.736059096537
ACH-000935,-0.185869840411
ACH-000936,-0.484382783786
ACH-000937,-0.23121351499
ACH-000938,-0.791346986821
ACH-000939,-0.50973334237
ACH-000941,-0.468269683368
ACH-000943,-0.7706791857080001
ACH-000946,-0.754550394153
ACH-000947,-0.9306283291159999
ACH-000948,-0.660060609851
ACH-000950,-0.588796296791
ACH-000953,-0.143225982232
ACH-000957,-0.7012893166859999
ACH-000958,-0.28250809980999997
ACH-000960,-0.675588305079
ACH-000963,-0.7108459644149999
ACH-000968,-0.30936635085299996
ACH-000969,-0.502290917658
ACH-000973,-0.294813356008
ACH-000974,-0.860712459268
ACH-000975,-0.298103648313
ACH-000976,-0.378076381114
ACH-000978,-0.412824851105
ACH-000980,-0.303482187668
ACH-000984,-0.884335633361
ACH-000986,-0.658647144893
ACH-000988,-0.7245595285459999
ACH-000993,-0.18410620231400002
ACH-000994,-0.821494671359
ACH-000996,-0.480176072015
ACH-001001,-0.22009062152399997
ACH-001020,-0.383256696244
ACH-001028,-0.260607698156
ACH-001031,-0.200787039725
ACH-001038,-0.11694053899399999
ACH-001048,-0.223847826495
ACH-001050,-0.252063826504
ACH-001053,-0.727744472429
ACH-001054,-0.49157926853999995
ACH-001061,-0.47995865959899997
ACH-001067,-0.229410845899
ACH-001075,-0.768622183117
ACH-001096,-0.46733029547
ACH-001128,-0.502448791946
ACH-001134,-0.523816548816
ACH-001151,-0.440297261559
ACH-001163,-0.24387241614900002
ACH-001164,-0.657992247987
ACH-001173,-0.407016903067
ACH-001183,-0.6790520794310001
ACH-001184,-0.6975995464460001
ACH-001190,-0.634412834251
ACH-001192,-0.337157785855
ACH-001193,0.0124946282769
ACH-001196,-0.497073861664
ACH-001197,-0.8579197985349999
ACH-001205,-0.400606395906
ACH-001211,-0.014940110726299999
ACH-001212,-0.122489180145
ACH-001228,-0.8730926837720001
ACH-001232,-0.126468674675
ACH-001239,-0.35883479006700003
ACH-001274,-0.173451899124
ACH-001275,-0.6205325446369999
ACH-001277,-0.587322496856
ACH-001278,-0.298633069576
ACH-001280,-0.302043712164
ACH-001283,0.015631976688600002
ACH-001289,-0.462998216582
ACH-001295,-0.34646460009499996
ACH-001300,-0.355361062193
ACH-001301,-0.556019419917
ACH-001302,-0.5004007136699999
ACH-001303,-0.516442037218
ACH-001306,-0.632217029355
ACH-001318,-0.372818314578
ACH-001322,-0.6922238678389999
ACH-001328,-0.387921204883
ACH-001332,-0.6882784346080001
ACH-001333,-0.5942124289590001
ACH-001336,-0.262622351086
ACH-001340,-0.226352466019
ACH-001346,-0.5878250681580001
ACH-001353,0.161670175878
ACH-001354,-0.097054599215
ACH-001367,-0.648443520814
ACH-001368,-0.403850983611
ACH-001374,-0.20164768774300001
ACH-001375,-0.669950240223
ACH-001377,-0.440558296174
ACH-001380,-0.35855408915700004
ACH-001391,-0.434378769089
ACH-001407,-0.369667743306
ACH-001408,-0.45325748358999995
ACH-001413,-0.364567866555
ACH-001430,-0.0457313461993
ACH-001431,-0.315616816049
ACH-001450,-0.653003914823
ACH-001496,-0.40378357913900004
ACH-001500,-0.518048920893
ACH-001521,-0.104477966436
ACH-001523,-0.669679966848
ACH-001532,-0.35024260863799994
ACH-001536,-0.353045251791
ACH-001550,-0.945203951631
ACH-001552,-0.455398206734
ACH-001554,-0.310597371153
ACH-001645,-0.09294955122649999
ACH-001654,-0.646060781966
ACH-001715,-0.410106888392
ACH-001735,-0.651660814706
ACH-001736,-0.9827650484139999
ACH-001737,-0.10213792375499998
ACH-001740,-0.719030474388
ACH-001745,-0.565132134395
ACH-001750,-0.380950334715
ACH-001765,-0.888062773676
ACH-001956,-0.404567407047
ACH-001957,-0.220070817689
