,FRG2C (100288801)
ACH-000253,-0.337631324236
ACH-000255,-0.27444908382399996
ACH-000256,-0.315896021112
ACH-000257,-0.37106556365800003
ACH-000258,-0.275563595844
ACH-000259,-0.41964780128300005
ACH-000260,-0.626656638483
ACH-000261,-0.29590221048500004
ACH-000262,-0.238697205775
ACH-000263,-0.36761013436800005
ACH-000264,-0.530130648188
ACH-000265,-0.27134016595
ACH-000266,-0.321545302056
ACH-000272,-0.530573937592
ACH-000273,-0.218702188675
ACH-000274,-0.269849929852
ACH-000277,-0.35100540539999997
ACH-000278,-0.42910593694399995
ACH-000279,-0.34583970219800003
ACH-000280,-0.26835364398600003
ACH-000281,-0.20745261822799999
ACH-000288,-0.34589160611
ACH-000291,-0.472586026616
ACH-000293,-0.11217914262499999
ACH-000294,-0.543618492654
ACH-000295,-0.146680267589
ACH-000296,-0.59114417783
ACH-000302,-0.21556775264699998
ACH-000304,-0.47111328415799997
ACH-000307,-0.163707063404
ACH-000308,-0.277348994782
ACH-000310,-0.650425281959
ACH-000311,-0.42997856293799996
ACH-000312,-0.39293383010399996
ACH-000315,-0.265308275281
ACH-000316,-0.115827203169
ACH-000317,-0.35492275579300003
ACH-000318,-0.266524710013
ACH-000319,-0.326807826908
ACH-000320,-0.7175957543729999
ACH-000322,-0.49492189628
ACH-000323,-0.272172671387
ACH-000324,-0.583580784572
ACH-000329,-0.477981335281
ACH-000330,-0.494919352188
ACH-000331,-0.466847570687
ACH-000332,-0.45084009475000003
ACH-000334,-0.284802183808
ACH-000335,-0.225630092582
ACH-000336,-0.264017000392
ACH-000337,-0.35284080143299995
ACH-000339,-0.600135813777
ACH-000341,-0.318320176833
ACH-000348,-0.217733777461
ACH-000350,-0.285285320383
ACH-000352,-0.165597048785
ACH-000356,-0.163798094464
ACH-000361,-0.415471246344
ACH-000362,-0.254051831384
ACH-000363,-0.34410149503700005
ACH-000364,-0.172976961362
ACH-000365,-0.420383012659
ACH-000366,-0.215178094042
ACH-000368,-0.239418723014
ACH-000374,-0.827332654057
ACH-000375,-0.58729750376
ACH-000376,-0.315914995304
ACH-000381,-0.577051941928
ACH-000383,-0.316881713881
ACH-000387,-0.528075917593
ACH-000389,-0.380989735946
ACH-000390,-0.37129718961499997
ACH-000393,-0.326988151743
ACH-000395,-0.44105607226599997
ACH-000397,-0.411489239699
ACH-000401,-0.0343642199671
ACH-000402,-0.29872333309
ACH-000403,-0.434178299678
ACH-000404,-0.462388595075
ACH-000406,-0.385580025176
ACH-000407,-0.391726645132
ACH-000408,-0.13563078902200001
ACH-000410,-0.16172321141100002
ACH-000411,-0.322488789445
ACH-000414,-0.30649494529300003
ACH-000415,-0.235870413257
ACH-000416,-0.373093657307
ACH-000420,-0.10102946977
ACH-000421,-0.568755894197
ACH-000424,-0.270856898898
ACH-000425,-0.584430764309
ACH-000426,-0.299258022291
ACH-000427,-0.196877188187
ACH-000433,-0.157190250027
ACH-000436,-0.49302618356000005
ACH-000444,-0.29539340990400004
ACH-000445,-0.201574286767
ACH-000448,-0.44294344651
ACH-000450,-0.24642183954
ACH-000452,-0.34745385708400006
ACH-000454,-0.46980565630599996
ACH-000458,-0.24979247354200002
ACH-000459,-0.0852097219497
ACH-000460,-0.426878708332
ACH-000461,-0.23493928110399998
ACH-000463,-0.307607123184
ACH-000464,-0.149976800776
ACH-000466,-0.533792945104
ACH-000467,-0.129925367998
ACH-000468,-0.22547266206099997
ACH-000469,-0.216565048888
ACH-000470,-0.359379226757
ACH-000471,-0.289435822999
ACH-000472,-0.302043223394
ACH-000473,-0.460455184556
ACH-000475,-0.08961611995789999
ACH-000476,-0.039236680103
ACH-000477,-0.487283097931
ACH-000480,-0.383581286951
ACH-000481,-0.406523751733
ACH-000483,-0.219108018895
ACH-000484,-0.47964918162299996
ACH-000485,-0.0322783984967
ACH-000486,-0.332166872806
ACH-000487,-0.435584820187
ACH-000488,-0.04421929321430001
ACH-000490,-0.311233660314
ACH-000491,-0.320110573075
ACH-000495,-0.785768186577
ACH-000496,-0.224067598576
ACH-000499,-0.282377383738
ACH-000500,-0.638073923704
ACH-000502,-0.55288740048
ACH-000503,-0.43241174677
ACH-000505,-0.273767375178
ACH-000507,-0.149128732648
ACH-000510,-0.41333429490999996
ACH-000511,-0.423814621259
ACH-000512,-0.176554469337
ACH-000516,-0.32475993534
ACH-000517,-0.417678798024
ACH-000518,-0.232861595339
ACH-000520,-0.366048886251
ACH-000521,-0.33017717469999996
ACH-000522,-0.464535277711
ACH-000524,-0.31983181789500004
ACH-000527,-0.221981930057
ACH-000528,-0.306668221734
ACH-000537,-0.031893881289599996
ACH-000541,-0.0952417094577
ACH-000542,-0.49354372385300005
ACH-000544,-0.200454138394
ACH-000545,-0.438152540089
ACH-000547,-0.47558697783500004
ACH-000548,-0.318125338472
ACH-000549,-0.481533401199
ACH-000550,-0.458457774868
ACH-000552,-0.277151614197
ACH-000556,-0.17366552956099998
ACH-000557,-0.310790952437
ACH-000570,-0.131319245778
ACH-000571,-0.383796199991
ACH-000573,-0.30278909479000005
ACH-000576,-0.230768722359
ACH-000580,-0.522264405814
ACH-000584,-0.28123121987599997
ACH-000585,-0.32108003578600003
ACH-000588,-0.517721168101
ACH-000589,-0.32810998380399997
ACH-000591,-0.39553861313199995
ACH-000593,-0.293362056104
ACH-000600,-0.45620714148999997
ACH-000601,-0.446740807849
ACH-000604,-0.29149567274300003
ACH-000605,-0.418840820281
ACH-000606,-0.399689559956
ACH-000608,-0.167715382162
ACH-000614,-0.5485605266879999
ACH-000616,-0.18083234421100003
ACH-000618,-0.13221081441
ACH-000619,-0.25073117676999995
ACH-000620,-0.564253688901
ACH-000621,-0.51530241008
ACH-000622,-0.055613474884900004
ACH-000623,-0.147829357119
ACH-000624,-0.32159763333700003
ACH-000627,-0.227597440402
ACH-000630,-0.0535343210613
ACH-000632,-0.257720197554
ACH-000633,-0.223517881233
ACH-000637,-0.571947518094
ACH-000638,-0.41160784245899995
ACH-000646,-0.268981116966
ACH-000647,-0.355328069193
ACH-000648,-0.363977972131
ACH-000649,-0.391553495999
ACH-000651,0.0048662579765
ACH-000652,-0.32238730127099996
ACH-000653,-0.272746380946
ACH-000657,-0.528117358208
ACH-000658,-0.535074016493
ACH-000661,-0.38417892849299995
ACH-000662,-0.35578288940499997
ACH-000663,-0.261606034649
ACH-000665,-0.411582421187
ACH-000671,-0.5422098181130001
ACH-000673,-0.412126264759
ACH-000676,-0.27500729581
ACH-000677,-0.322267890262
ACH-000681,-0.234770440856
ACH-000682,-0.143847008386
ACH-000683,-0.210364815379
ACH-000684,-0.45296323219499995
ACH-000688,-0.26208478373599997
ACH-000693,-0.234348314047
ACH-000694,-0.121490331105
ACH-000695,-0.0930989287623
ACH-000696,-0.265387464857
ACH-000697,-0.600607660916
ACH-000699,-0.29053440225
ACH-000701,-0.160688585133
ACH-000706,-0.137232109813
ACH-000711,-0.224146216595
ACH-000713,-0.49380473282
ACH-000714,-0.018186708970900002
ACH-000718,-0.536504829615
ACH-000720,-0.432629288107
ACH-000721,-0.474982061777
ACH-000724,-0.09473953283469999
ACH-000725,-0.333157516278
ACH-000732,-0.242712283297
ACH-000734,-0.210284899078
ACH-000735,-0.653062937233
ACH-000736,-0.23320362639199999
ACH-000738,-0.256312296936
ACH-000746,-0.35106965484200003
ACH-000747,-0.267056623008
ACH-000748,-0.25078999616000003
ACH-000753,-0.126713297016
ACH-000756,-0.27248279870299996
ACH-000757,-0.131132745155
ACH-000758,-0.648864254311
ACH-000760,-0.230576037019
ACH-000763,-0.31342316843199997
ACH-000764,-0.0933941900915
ACH-000765,-0.476074438644
ACH-000766,-0.309550783304
ACH-000767,-0.458198873073
ACH-000768,-0.37027679325
ACH-000769,-0.47852251801299994
ACH-000770,-0.286792457933
ACH-000771,-0.344368736692
ACH-000773,-0.603187050329
ACH-000776,-0.12522437812200002
ACH-000777,-0.15370053414100002
ACH-000778,-0.539906665139
ACH-000781,-0.35139209677
ACH-000782,-0.197768834351
ACH-000783,-0.46362835304
ACH-000784,-0.091789110755
ACH-000785,-0.6833291025910001
ACH-000787,-0.392287896759
ACH-000788,-0.39493605419600003
ACH-000791,-0.532123765075
ACH-000792,-0.155890479744
ACH-000794,-0.425584838222
ACH-000796,-0.47882724845799995
ACH-000799,-0.43868286604900003
ACH-000800,-0.255488537299
ACH-000802,-0.217451954644
ACH-000804,-0.605486002572
ACH-000805,-0.47539488027800003
ACH-000809,-0.25466027913899997
ACH-000810,-0.391811310263
ACH-000811,-0.34121464024099996
ACH-000817,-0.423515438971
ACH-000819,-0.199201817375
ACH-000820,-0.591266981235
ACH-000821,-0.433899919916
ACH-000822,-0.7384209244329999
ACH-000823,-0.335519891728
ACH-000824,-0.136061479856
ACH-000827,-0.34307191076300003
ACH-000829,-0.450396032314
ACH-000831,-0.177051596303
ACH-000832,-0.419187631856
ACH-000833,-0.07637879310439999
ACH-000834,-0.0985760704472
ACH-000835,-0.172013983407
ACH-000836,-0.281762747301
ACH-000837,-0.299925244139
ACH-000838,-0.0816210857946
ACH-000839,-0.418567287052
ACH-000840,-0.261661444368
ACH-000841,-0.300485867355
ACH-000843,-0.491415530035
ACH-000846,-0.638868004446
ACH-000847,-0.0389793250999
ACH-000848,-0.160181700179
ACH-000849,-0.486471658441
ACH-000851,-0.36021216854099997
ACH-000855,-0.279129196763
ACH-000856,-0.519750373067
ACH-000858,-0.494712310422
ACH-000859,-0.300221234282
ACH-000861,-0.6889049459700001
ACH-000862,-0.148634285507
ACH-000865,-0.168983099597
ACH-000866,-0.444807546073
ACH-000867,-0.339479605016
ACH-000869,-0.413048844314
ACH-000872,-0.0892521048147
ACH-000873,-0.191387565288
ACH-000876,-0.458980388119
ACH-000878,-0.154293372148
ACH-000880,-0.414522401627
ACH-000881,-0.391990366848
ACH-000882,-0.232421427516
ACH-000884,-0.289666653501
ACH-000885,-0.33591157854099996
ACH-000887,-0.366426811983
ACH-000888,-0.305538565209
ACH-000889,-0.11367214706800001
ACH-000890,-0.29659582416700003
ACH-000896,-0.44910435293000006
ACH-000898,-0.18873689184300002
ACH-000900,-0.328413546215
ACH-000901,-0.30084023614300004
ACH-000905,-0.270901806986
ACH-000906,-0.23855961011399998
ACH-000907,-0.5074529737960001
ACH-000910,-0.185104811707
ACH-000911,-0.0869309726448
ACH-000912,-0.317541015286
ACH-000913,-0.09641602667570001
ACH-000915,-0.0772998686558
ACH-000916,-0.740210838167
ACH-000917,-0.351418815334
ACH-000921,-0.39517890599399996
ACH-000924,-0.313367906974
ACH-000926,-0.304854581403
ACH-000928,-0.382096049764
ACH-000929,-0.188826239085
ACH-000932,-0.360665922262
ACH-000935,-0.465861713712
ACH-000936,-0.056192645046300005
ACH-000937,-0.26694457661
ACH-000938,-0.24342743388000002
ACH-000939,0.0209007981536
ACH-000941,-0.0986786495277
ACH-000943,-0.271833587342
ACH-000946,-0.405587803886
ACH-000947,-0.382331177491
ACH-000948,-0.669797366777
ACH-000950,-0.48540053279600004
ACH-000953,-0.633677753045
ACH-000957,-0.521582466439
ACH-000958,-0.152211007886
ACH-000960,-0.41703243440800003
ACH-000963,-0.19035194556200002
ACH-000968,-0.453341946012
ACH-000969,-0.546318760657
ACH-000973,-0.304404731679
ACH-000974,-0.236341060933
ACH-000975,-0.48842495858
ACH-000976,-0.45288178681900004
ACH-000978,0.126057989924
ACH-000980,-0.134652958949
ACH-000984,-0.370718873814
ACH-000986,-0.667305634155
ACH-000988,-0.272963758457
ACH-000993,-0.340586487132
ACH-000994,-0.403804162316
ACH-000996,-0.211873946871
ACH-001001,-0.426075453753
ACH-001020,-0.330674803495
ACH-001028,-0.374585551411
ACH-001031,-0.263400855512
ACH-001038,-0.44608620783
ACH-001048,-0.365532430606
ACH-001050,-0.342879236072
ACH-001053,-0.467954846359
ACH-001054,-0.39945773755
ACH-001061,-0.321933659998
ACH-001067,-0.321562615486
ACH-001075,-0.153511788052
ACH-001096,-0.294738211594
ACH-001128,-0.560436176982
ACH-001134,0.09266252890830001
ACH-001151,-0.377937533123
ACH-001163,-0.48031192685199997
ACH-001164,-0.207607375832
ACH-001173,-0.169087245684
ACH-001183,-0.228960140762
ACH-001184,-0.316510086323
ACH-001190,-0.45331797226899995
ACH-001192,-0.494313804821
ACH-001193,-0.360140406483
ACH-001196,-0.368181192424
ACH-001197,-0.328032861908
ACH-001205,-0.552255620718
ACH-001211,-0.5118608630039999
ACH-001212,-0.17528189791700002
ACH-001228,-0.393259126643
ACH-001232,-0.650905587968
ACH-001239,-0.419878888119
ACH-001274,-0.328500186586
ACH-001275,-0.23822720226
ACH-001277,-0.499651572675
ACH-001278,-0.274594950379
ACH-001280,-0.7679152533210001
ACH-001283,-0.19836666182100002
ACH-001289,-0.506111172123
ACH-001295,-0.320731215214
ACH-001300,-0.40594543995099996
ACH-001301,-0.094189714661
ACH-001302,-0.13902936761
ACH-001303,-0.36870307889
ACH-001306,-0.27197881461199996
ACH-001318,-0.43534485134499995
ACH-001322,-0.3255602943
ACH-001328,-0.248870063163
ACH-001332,-0.42613792868199996
ACH-001333,-0.34446645302900003
ACH-001336,-0.440252599626
ACH-001340,-0.1861332084
ACH-001346,-0.449443472673
ACH-001353,-0.247672621822
ACH-001354,-0.541724828972
ACH-001367,-0.418898585169
ACH-001368,-0.20898062061
ACH-001374,-0.238296584355
ACH-001375,-0.486760092966
ACH-001377,-0.345125901361
ACH-001380,-0.260827994903
ACH-001391,-0.341394983135
ACH-001407,-0.327540253289
ACH-001408,-0.34536932414099997
ACH-001413,-0.17702330278099998
ACH-001430,-0.329613479518
ACH-001431,-0.319090531948
ACH-001450,-0.24909430660999998
ACH-001496,-0.367318314731
ACH-001500,-0.21466901479699999
ACH-001521,-0.419253806203
ACH-001523,-0.543363681704
ACH-001532,-0.42013510911300006
ACH-001536,-0.183340439945
ACH-001550,-0.13285338105900002
ACH-001552,-0.33852004974399996
ACH-001554,-0.37366639463
ACH-001645,-0.17685747643
ACH-001654,-0.225872230283
ACH-001715,-0.615193008855
ACH-001735,-0.42296325768799997
ACH-001736,-0.38750185483800004
ACH-001737,-0.40637865380500005
ACH-001740,-0.235020425654
ACH-001745,-0.119673998576
ACH-001750,-0.296398365068
ACH-001765,-0.388421297466
ACH-001956,-0.427672776426
ACH-001957,-0.520788406444
