,SNRPE (6635)
ACH-000444,-1.36993451905
ACH-000445,-1.56235627287
ACH-000448,-1.53215933277
ACH-000450,-1.9127601380700001
ACH-000452,-1.54061472631
ACH-000454,-1.55101886485
ACH-000458,-1.6539326291
ACH-000459,-1.80645261574
ACH-000460,-1.37044309996
ACH-000461,-1.78542832417
ACH-000463,-1.50755897766
ACH-000464,-1.68549209829
ACH-000466,-1.55995132007
ACH-000467,-1.48214364926
ACH-000468,-1.7918833504599998
ACH-000469,-1.64254327144
ACH-000470,-1.71683851093
ACH-000471,-1.49084638454
ACH-000472,-1.74880476688
ACH-000473,-1.77717801132
ACH-000475,-1.848129523
ACH-000476,-1.7259788564400003
ACH-000477,-2.3328738049
ACH-000480,-1.49414264322
ACH-000481,-1.77377245849
ACH-000483,-1.8987955395599998
ACH-000484,-1.50231236701
ACH-000485,-1.9166544135099999
ACH-000486,-1.4491656571899998
ACH-000487,-1.74962829925
ACH-000488,-1.74566239152
ACH-000490,-1.8125912825400001
ACH-000491,-1.8100875870500002
ACH-000495,-1.20850532771
ACH-000496,-1.54620985855
ACH-000499,-1.4871414381299999
ACH-000500,-2.18140260494
ACH-000502,-1.6415830526299997
ACH-000503,-1.94156421509
ACH-000505,-2.13056684189
ACH-000507,-1.60689360081
ACH-000510,-1.75571798557
ACH-000511,-1.5702584154700001
ACH-000512,-1.7966784395900002
ACH-000516,-1.94859374402
ACH-000517,-1.71540590449
ACH-000518,-1.9126798354900003
ACH-000520,-1.68940623169
ACH-000521,-1.4535094419799999
ACH-000522,-1.6642243832899999
ACH-000524,-1.6271382044
ACH-000527,-1.6400389708
ACH-000528,-1.5558110444
ACH-000537,-1.61742890836
ACH-000541,-1.9975407015
ACH-000542,-1.65904756435
ACH-000544,-1.21388697393
ACH-000545,-1.59311607122
ACH-000547,-1.80207537165
ACH-000548,-2.0538729238099998
ACH-000549,-1.81548227901
ACH-000550,-1.65456554567
ACH-000552,-1.70952272021
ACH-000556,-1.9179769954099999
ACH-000557,-1.8691339860900003
ACH-000570,-1.5767714416
ACH-000571,-1.8677655555500001
ACH-000573,-1.42587187891
ACH-000576,-1.62069243692
ACH-000580,-0.996342749646
ACH-000584,-1.47470832962
ACH-000585,-1.42679721778
ACH-000588,-1.67229724886
ACH-000589,-1.53956798058
ACH-000591,-1.4874553190000002
ACH-000593,-1.70475978398
ACH-000600,-1.6649517638100002
ACH-000601,-1.65863155926
ACH-000604,-1.6742367903100002
ACH-000605,-1.48883604424
ACH-000606,-1.51516738655
ACH-000608,-2.10136142253
ACH-000614,-1.9275736002400001
ACH-000616,-1.74215050903
ACH-000618,-1.8107797886
ACH-000619,-1.6856807553600002
ACH-000620,-1.5561441104299998
ACH-000621,-1.4885639527399999
ACH-000622,-1.55736728227
ACH-000623,-1.7094631408200003
ACH-000624,-1.70962469521
ACH-000627,-1.7363170087200002
ACH-000630,-1.53119332747
ACH-000632,-1.6733533367500002
ACH-000633,-1.7851157326299998
ACH-000637,-1.71355264632
ACH-000638,-1.7801563303999999
ACH-000646,-1.76527748407
ACH-000647,-1.9091555716
ACH-000648,-1.5916009010499998
ACH-000649,-1.52054214891
ACH-000651,-1.68126691345
ACH-000652,-1.56149135653
ACH-000653,-1.67361352083
ACH-000657,-1.6849367092299998
ACH-000658,-1.65885880356
ACH-000661,-2.21256877937
ACH-000662,-2.13596504698
ACH-000663,-1.71665501921
ACH-000665,-1.6144397465399998
ACH-000671,-1.5137550224899998
ACH-000673,-1.79411850123
ACH-000676,-1.73303830895
ACH-000677,-1.16740372259
ACH-000681,-1.70816361545
ACH-000682,-1.80640452658
ACH-000683,-1.7710653679099997
ACH-000684,-1.41623668875
ACH-000688,-1.75826943717
ACH-000693,-1.6223858443299999
ACH-000694,-1.49129044016
ACH-000695,-1.6153601805200002
ACH-000696,-1.79017715628
ACH-000697,-1.60552223319
ACH-000699,-1.6732961119799998
ACH-000701,-1.73719024509
ACH-000706,-1.6097290207100001
ACH-000711,-1.56119720079
ACH-000713,-1.7598168014
ACH-000714,-1.7652383061599999
ACH-000718,-1.7721078467500002
ACH-000720,-1.6336789873299997
ACH-000721,-1.63484974706
ACH-000724,-2.45632860604
ACH-000725,-1.5361694059
ACH-000732,-1.63282080776
ACH-000734,-1.4985212764500002
ACH-000735,-1.49927689291
ACH-000736,-1.9810591113999998
ACH-000738,-1.7725614811400001
ACH-000746,-1.75091125743
ACH-000747,-1.61548949159
ACH-000748,-1.74732360571
ACH-000753,-1.60318363852
ACH-000756,-1.5768848991799997
ACH-000757,-1.73409618224
ACH-000758,-1.6979814916999998
ACH-000760,-1.94648400945
ACH-000763,-1.6853207198700002
ACH-000764,-1.33140925749
ACH-000765,-1.5520560585299998
ACH-000766,-1.7581573892700002
ACH-000767,-2.077523701
ACH-000768,-1.56726811354
ACH-000769,-1.4955436738999999
ACH-000770,-1.7451575130099999
ACH-000771,-1.55766221575
ACH-000773,-1.4393707432799998
ACH-000776,-1.5218975863
ACH-000777,-1.45690159563
ACH-000778,-1.6468312202000002
ACH-000781,-1.65245882396
ACH-000782,-1.87594555324
ACH-000783,-1.65176619208
ACH-000784,-1.62926335496
ACH-000785,-1.8487362507
ACH-000787,-1.526220116
ACH-000788,-1.56673272889
ACH-000791,-1.70089842574
ACH-000792,-1.67474128914
ACH-000794,-1.5196900085499998
ACH-000796,-1.7641432348700001
ACH-000799,-1.4492344183599999
ACH-000800,-1.73742180653
ACH-000802,-1.5233037263
ACH-000804,-1.35309245516
ACH-000805,-1.47367861898
ACH-000809,-1.58179824026
ACH-000810,-1.9138243785
ACH-000811,-1.73117965148
ACH-000817,-1.7426184132599998
ACH-000819,-1.55016849349
ACH-000820,-1.11610952112
ACH-000821,-2.17138075749
ACH-000822,-1.60933652665
ACH-000823,-1.57345527604
ACH-000824,-1.74376791222
ACH-000827,-1.46964225615
ACH-000829,-1.60159759444
ACH-000831,-1.5501147371000001
ACH-000832,-1.5915228984999998
ACH-000833,-1.7288250828
ACH-000834,-1.6969457594
ACH-000835,-1.62144908178
ACH-000836,-1.3642535579700001
ACH-000837,-1.44111645595
ACH-000838,-2.0267242315900003
ACH-000839,-1.67740476591
ACH-000840,-1.65350469588
ACH-000841,-1.5083063343399998
ACH-000843,-1.6986551942700001
ACH-000846,-1.91380355224
ACH-000847,-1.3854992395399999
ACH-000848,-1.7525939715999999
ACH-000849,-1.6893684700799998
ACH-000851,-1.41926985
ACH-000855,-1.5262001708700002
ACH-000856,-1.80127580627
ACH-000858,-1.6888893710100001
ACH-000859,-1.7352634316900002
ACH-000861,-1.5605713515200001
ACH-000862,-1.6590806109399998
ACH-000865,-1.64545286612
ACH-000866,-1.25175303626
ACH-000867,-1.66628390272
ACH-000869,-1.6596612398500001
ACH-000872,-1.1966481336900001
ACH-000873,-1.47446723878
ACH-000876,-1.69022862104
ACH-000878,-1.5046054431799998
ACH-000880,-1.67432458071
ACH-000881,-1.65270557542
ACH-000882,-1.68043786482
ACH-000884,-1.68455272981
ACH-000885,-1.4111422713400001
ACH-000887,-1.64862572039
ACH-000888,-1.5975522786
ACH-000889,-1.52761802938
ACH-000890,-1.64368408114
ACH-000896,-1.6979759228
ACH-000898,-1.81688078542
ACH-000900,-1.8191014195900002
ACH-000901,-1.75734629637
ACH-000905,-1.6394402225600002
ACH-000906,-1.5752418511500001
ACH-000907,-1.58775455563
ACH-000910,-1.4647314428100002
ACH-000911,-1.46506465505
ACH-000912,-1.59613467111
ACH-000913,-1.4698097093399998
ACH-000915,-1.8361539142299999
ACH-000916,-1.55386916318
ACH-000917,-1.3625578618399998
ACH-000921,-1.64514638806
ACH-000924,-1.43531341891
ACH-000926,-1.67220274081
ACH-000928,-1.77970048289
ACH-000929,-2.07435749902
ACH-000932,-1.8502834147099998
ACH-000935,-1.3769594741799998
ACH-000936,-1.7023039186000002
ACH-000937,-2.08912977062
ACH-000938,-2.11671053955
ACH-000939,-1.56869998196
ACH-000941,-1.7058285152500001
ACH-000943,-1.7292916733099997
ACH-000946,-1.57999670428
ACH-000947,-1.57042070847
ACH-000948,-1.7847810651299998
ACH-000950,-1.8139268579900003
ACH-000953,-2.11712162359
ACH-000957,-1.6268582646899998
ACH-000958,-1.5604272293700001
ACH-000960,-1.8989833754900003
ACH-000963,-2.12818167373
ACH-000968,-1.5535116957100001
ACH-000969,-1.62949489641
ACH-000973,-1.7458556952400002
ACH-000974,-1.54294847961
ACH-000975,-1.5933106837600002
ACH-000976,-1.64861523823
ACH-000978,-2.0770666804299998
ACH-000980,-1.6890978480899999
ACH-000984,-1.5555114516600002
ACH-000986,-1.43440965318
ACH-000988,-1.88804221681
ACH-000993,-1.73228677491
ACH-000994,-2.00452052832
ACH-000996,-1.39344621838
ACH-001001,-1.82933517396
ACH-001020,-1.75432983878
ACH-001028,-1.5607331850200001
ACH-001031,-1.69529247282
ACH-001038,-1.4134749746899997
ACH-001048,-1.6163658356200001
ACH-001050,-1.6482264305599998
ACH-001053,-1.79224359815
ACH-001054,-1.47684321588
ACH-001061,-1.74357426905
ACH-001067,-1.6754300691400001
ACH-001075,-1.71643587386
ACH-001096,-1.5083302681
ACH-001128,-1.11031614947
ACH-001134,-1.54711561357
ACH-001151,-1.50300902962
ACH-001163,-1.65625793004
ACH-001164,-1.8073618040400001
ACH-001173,-1.62923934693
ACH-001183,-1.54095992872
ACH-001184,-1.23877218472
ACH-001190,-1.6190317587
ACH-001192,-1.59648548575
ACH-001193,-1.38936400444
ACH-001196,-1.4043537670299997
ACH-001197,-1.40249361305
ACH-001205,-1.3010223453899998
ACH-001211,-1.45242380035
ACH-001212,-1.6708301536
ACH-001228,-1.70726058596
ACH-001232,-1.51335964299
ACH-001239,-1.9308919809099998
ACH-001274,-1.5981937508700002
ACH-001275,-1.6761889542500001
ACH-001277,-1.40313854537
ACH-001278,-1.95477187532
ACH-001280,-1.57443338899
ACH-001283,-1.59289747036
ACH-001289,-1.69571608347
ACH-001295,-1.6340035448899999
ACH-001300,-1.8540341602300001
ACH-001301,-1.47664321051
ACH-001302,-1.55338772567
ACH-001303,-1.61435936235
ACH-001306,-1.68215756255
ACH-001318,-1.56370800378
ACH-001322,-1.79155301992
ACH-001328,-1.68005998216
ACH-001332,-1.9715436506200001
ACH-001333,-1.7236387716900003
ACH-001336,-1.5565868777899998
ACH-001340,-1.6854714774200001
ACH-001346,-1.61987256221
ACH-001353,-1.8743342962
ACH-001354,-1.6591156230200002
ACH-001367,-1.22173666628
ACH-001368,-1.5992182015799998
ACH-001374,-1.5529834047
ACH-001375,-1.9044739264099997
ACH-001377,-1.62577291754
ACH-001380,-1.59525492462
ACH-001391,-1.3548969554499999
ACH-001407,-1.52859968385
ACH-001408,-1.8751053900999999
ACH-001413,-1.60049183893
ACH-001430,-1.5614804346000002
ACH-001431,-1.80303688465
ACH-001450,-1.8403319582900002
ACH-001496,-1.37762012472
ACH-001500,-1.32807082902
ACH-001521,-1.7439924306799999
ACH-001523,-1.4693323622499999
ACH-001532,-1.7071984205700002
ACH-001536,-1.54933397037
ACH-001550,-1.27432974487
ACH-001552,-1.57417335711
ACH-001554,-1.6789256560499999
ACH-001645,-1.7507042290000001
ACH-001654,-1.673245764
ACH-001715,-1.6947521391100002
ACH-001735,-1.8421757266699998
ACH-001736,-1.99683340521
ACH-001737,-2.49276266805
ACH-001740,-1.46057202179
ACH-001745,-1.52097637133
ACH-001750,-1.8001138421
ACH-001765,-2.0800073516
ACH-001956,-1.7063761062600002
ACH-001957,-1.7047908979700002
