,DTHD1 (401124)
ACH-000356,-0.376300226871
ACH-000361,-0.057427737876900004
ACH-000362,-0.22743609257199998
ACH-000363,-0.24482591033599999
ACH-000364,-0.43983775453900004
ACH-000365,-0.39434621931999997
ACH-000366,-0.267596458623
ACH-000368,-0.121716722313
ACH-000374,-0.0976937132801
ACH-000375,-0.153643102803
ACH-000376,-0.113452698088
ACH-000381,-0.239014813249
ACH-000383,-0.24174077195500002
ACH-000387,-0.293950154124
ACH-000389,-0.38840486240999994
ACH-000390,-0.27439369976100003
ACH-000393,-0.290518658059
ACH-000395,-0.253568626397
ACH-000397,-0.214191309867
ACH-000401,0.217945457122
ACH-000402,-0.161515501461
ACH-000403,-0.439363934081
ACH-000404,-0.440286772205
ACH-000406,-0.309933130339
ACH-000407,-0.281991498967
ACH-000408,-0.09315010304980001
ACH-000410,-0.481701973269
ACH-000411,-0.14308494611199998
ACH-000414,-0.327763588288
ACH-000415,-0.259989574584
ACH-000416,-0.285343102756
ACH-000420,-0.047490857896
ACH-000421,-0.23064343824499997
ACH-000424,-0.20441093921
ACH-000425,-0.28670573139899996
ACH-000426,-0.599962719111
ACH-000427,-0.35567987139
ACH-000433,0.0304492109197
ACH-000436,-0.183959313725
ACH-000444,-0.00299587056039
ACH-000445,-0.346630300528
ACH-000448,-0.22917623203
ACH-000450,0.0137621084363
ACH-000452,-0.296634966429
ACH-000454,-0.2832432497
ACH-000458,-0.0329335641733
ACH-000459,-0.19535337418600002
ACH-000460,-0.19795020779800002
ACH-000461,-0.24477386321699998
ACH-000463,-0.33899692947300003
ACH-000464,-0.157986798394
ACH-000466,-0.049460218267800005
ACH-000467,-0.34528539223899996
ACH-000468,-0.27138860961800004
ACH-000469,-0.374074901472
ACH-000470,-0.0677170013832
ACH-000471,-0.260210097515
ACH-000472,-0.27310960436299997
ACH-000473,-0.33157195663899997
ACH-000475,-0.377681040177
ACH-000476,-0.026923116836000002
ACH-000477,0.014413363999299999
ACH-000480,-0.029737785172900003
ACH-000481,-0.183700129035
ACH-000483,-0.5369424852179999
ACH-000484,-0.044910928636
ACH-000485,-0.107267373606
ACH-000486,-0.385839943546
ACH-000487,-0.288640180324
ACH-000488,-0.301738061649
ACH-000490,-0.174608525724
ACH-000491,-0.0793309699207
ACH-000495,-0.263771079043
ACH-000496,-0.232708397101
ACH-000499,-0.219397462254
ACH-000500,-0.17675967213899998
ACH-000502,-0.237072472031
ACH-000503,-0.0477508730506
ACH-000505,-0.436723678503
ACH-000507,-0.138635317679
ACH-000510,-0.385750822495
ACH-000511,-0.229010368194
ACH-000512,-0.36893667905599997
ACH-000516,-0.119669050517
ACH-000517,-0.38226402133000004
ACH-000518,-0.213774498318
ACH-000520,-0.298484657198
ACH-000521,-0.31094328253000003
ACH-000522,-0.21463649803100002
ACH-000524,-0.176558172125
ACH-000527,-0.30764859887699997
ACH-000528,-0.33927943949
ACH-000537,-0.14140713830499999
ACH-000541,-0.124588267468
ACH-000542,-0.291810785706
ACH-000544,-0.0707053569852
ACH-000545,-0.403118435644
ACH-000547,-0.232798995372
ACH-000548,-0.335061019498
ACH-000549,-0.116018816456
ACH-000550,-0.18068299228100002
ACH-000552,-0.29775150123000005
ACH-000556,-0.19741344392000001
ACH-000557,-0.386776863588
ACH-000570,-0.0414730649729
ACH-000571,-0.24143704805500002
ACH-000573,-0.437186740608
ACH-000576,-0.228795511429
ACH-000580,-0.34822982615099995
ACH-000584,-0.180423220532
ACH-000585,-0.289568715877
ACH-000588,-0.260617054662
ACH-000589,-0.163884153188
ACH-000591,0.053249992286400004
ACH-000593,-0.289208888621
ACH-000600,-0.0492239428648
ACH-000601,-0.34467167679099997
ACH-000604,-0.704991224187
ACH-000605,-0.17048609929400002
ACH-000606,-0.282197507664
ACH-000608,-0.289908874451
ACH-000614,-0.35582654128799995
ACH-000616,-0.163000528641
ACH-000618,-0.313555199995
ACH-000619,-0.36004152507
ACH-000620,-0.19822641275699998
ACH-000621,-0.47827047424999997
ACH-000622,-0.149117504116
ACH-000623,-0.39043703403700003
ACH-000624,-0.33786054758
ACH-000627,-0.29990860301399996
ACH-000630,-0.173089671711
ACH-000632,-0.147229788232
ACH-000633,-0.00500183062217
ACH-000637,-0.19295370326699998
ACH-000638,-0.110661494865
ACH-000646,-0.279481122242
ACH-000647,-0.38792411507
ACH-000648,-0.133922562539
ACH-000649,-0.21539838731400002
ACH-000651,-0.219473484653
ACH-000652,-0.104951099498
ACH-000653,-0.145570126501
ACH-000657,-0.426009975375
ACH-000658,-0.575899175662
ACH-000661,-0.167444602268
ACH-000662,0.0751810485353
ACH-000663,-0.4207828068
ACH-000665,-0.167183996461
ACH-000671,-0.298430342798
ACH-000673,-0.365405603455
ACH-000676,-0.336473134284
ACH-000677,-0.318551737328
ACH-000681,-0.156101548024
ACH-000682,-0.24005091213399998
ACH-000683,-0.221830351259
ACH-000684,-0.428362071198
ACH-000688,-0.1515464194
ACH-000693,-0.33904965892800004
ACH-000694,-0.26303419931899996
ACH-000695,-0.31028508240200003
ACH-000696,-0.316178163027
ACH-000697,-0.13407953481100002
ACH-000699,-0.263508212
ACH-000701,-0.654594215392
ACH-000706,-0.267389185548
ACH-000711,-0.46039447741899997
ACH-000713,-0.117462592319
ACH-000714,-0.225615699284
ACH-000718,-0.111405144455
ACH-000720,-0.21629696146400001
ACH-000721,-0.333122903251
ACH-000724,-0.539846227558
ACH-000725,-0.467679244679
ACH-000732,-0.24685478004500003
ACH-000734,-0.242521716455
ACH-000735,-0.32741126042700003
ACH-000736,-0.260592628845
ACH-000738,-0.148053258306
ACH-000746,-0.023986791749400004
ACH-000747,-0.43210584767399995
ACH-000748,-0.35690050482600005
ACH-000753,-0.517847625269
ACH-000756,-0.221316947923
ACH-000757,-0.170820831299
ACH-000758,-0.141606791856
ACH-000760,-0.22253273243000002
ACH-000763,-0.733856079041
ACH-000764,0.106270622122
ACH-000765,-0.0968413344574
ACH-000766,-0.153049213145
ACH-000767,-0.509495168195
ACH-000768,-0.320050121587
ACH-000769,-0.266395660787
ACH-000770,-0.280693408904
ACH-000771,-0.134992003034
ACH-000773,-0.5127478565510001
ACH-000776,0.011007994855200001
ACH-000777,-0.366306738856
ACH-000778,-0.211440150051
ACH-000781,-0.26979545149
ACH-000782,0.160072634396
ACH-000783,-0.311874842979
ACH-000784,-0.239398534236
ACH-000785,-0.515713084762
ACH-000787,-0.48173625938299997
ACH-000788,-0.306536089181
ACH-000791,-0.355794700299
ACH-000792,-0.266179626439
ACH-000794,-0.444240911766
ACH-000796,-0.381342628269
ACH-000799,-0.015260929668299998
ACH-000800,-0.419777710224
ACH-000802,-0.2376576824
ACH-000804,-0.328257014094
ACH-000805,-0.362080348483
ACH-000809,-0.298206210821
ACH-000810,-0.100091212413
ACH-000811,-0.177028561499
ACH-000817,0.122124439938
ACH-000819,-0.144408429888
ACH-000820,0.0103289542635
ACH-000821,-0.143864639847
ACH-000822,-0.333479161882
ACH-000823,-0.27306693018399997
ACH-000824,-0.157703728795
ACH-000827,-0.289492180601
ACH-000829,-0.186281012065
ACH-000831,-0.139723858568
ACH-000832,-0.324710150229
ACH-000833,-0.146923854083
ACH-000834,-0.252234597661
ACH-000835,-0.20342098491799998
ACH-000836,-0.248949052176
ACH-000837,-0.18448137166900003
ACH-000838,-0.9464667895569999
ACH-000839,-0.180607905885
ACH-000840,-0.12756289200999998
ACH-000841,-0.285515578346
ACH-000843,-0.401773886205
ACH-000846,-0.106959072088
ACH-000847,0.0807074876536
ACH-000848,-0.270312230464
ACH-000849,-0.218640519328
ACH-000851,-0.267748421269
ACH-000855,-0.308866010114
ACH-000856,-0.000115093318711
ACH-000858,-0.08749745765339999
ACH-000859,-0.0449337017302
ACH-000861,-0.22332080805500001
ACH-000862,-0.3961997905
ACH-000865,-0.140524381132
ACH-000866,-0.284873040031
ACH-000867,-0.45841884218
ACH-000869,-0.424338155711
ACH-000872,-0.315718189479
ACH-000873,-0.21894402007
ACH-000876,-0.20267533435199997
ACH-000878,-0.385167151669
ACH-000880,-0.20989945894900003
ACH-000881,-0.29178085474800003
ACH-000882,-0.306170649266
ACH-000884,-0.328702155662
ACH-000885,-0.22180522184700002
ACH-000887,-0.280248442712
ACH-000888,-0.365760072686
ACH-000889,-0.456912625559
ACH-000890,-0.21268462114199999
ACH-000896,-0.459107416798
ACH-000898,-0.344131644811
ACH-000900,-0.3542544777
ACH-000901,-0.247378043164
ACH-000905,-0.45282688298100005
ACH-000906,-0.274864872033
ACH-000907,-0.169166568459
ACH-000910,-0.385098428516
ACH-000911,-0.23490655385099998
ACH-000912,-0.218653549972
ACH-000913,-0.20622845908799997
ACH-000915,-0.161780581985
ACH-000916,0.09527961740219999
ACH-000917,-0.331384446373
ACH-000921,-0.173830094371
ACH-000924,-0.399924355299
ACH-000926,-0.25370404366599997
ACH-000928,-0.23124439287300003
ACH-000929,-0.463866960057
ACH-000932,-0.363154468212
ACH-000935,-0.320836551849
ACH-000936,-0.13153857635299998
ACH-000937,-0.251372641036
ACH-000938,-0.246716277293
ACH-000939,-0.20377777180999998
ACH-000941,-0.328992584206
ACH-000943,-0.373090569596
ACH-000946,-0.19467152801100002
ACH-000947,-0.453644371936
ACH-000948,-0.41830128336499994
ACH-000950,-0.323979649747
ACH-000953,-0.169824566421
ACH-000957,-0.39573526146899995
ACH-000958,-0.22526998663000003
ACH-000960,-0.288721589075
ACH-000963,-0.5902460732729999
ACH-000968,-0.0328628915755
ACH-000969,-0.24976655471
ACH-000973,-0.412480060866
ACH-000974,-0.29798947746300003
ACH-000975,-0.27453495393399996
ACH-000976,-0.238843127874
ACH-000978,-0.880786772687
ACH-000980,-0.328161509545
ACH-000984,-0.22742699205800002
ACH-000986,-0.32138216220800003
ACH-000988,-0.704063947431
ACH-000993,-0.194035913906
ACH-000994,-0.341384830204
ACH-000996,-0.461537070963
ACH-001001,-0.23066953896899997
ACH-001020,0.0452858423917
ACH-001028,-0.305678849375
ACH-001031,-0.10506050398399999
ACH-001038,-0.35683761838699996
ACH-001048,-0.146764145867
ACH-001050,-0.309953636334
ACH-001053,-0.105735496808
ACH-001054,-0.33026184201
ACH-001061,-0.309257335439
ACH-001067,-0.22939902709
ACH-001075,-0.170158438469
ACH-001096,-0.34528980018399996
ACH-001128,0.0416817731659
ACH-001134,-0.23214357168000002
ACH-001151,-0.227182743319
ACH-001163,-0.387096403094
ACH-001164,-0.291351373474
ACH-001173,-0.26599289721299996
ACH-001183,-0.359978238276
ACH-001184,-0.35295490181100003
ACH-001190,-0.259633419408
ACH-001192,-0.113672073602
ACH-001193,-0.0133308500627
ACH-001196,-0.0346170788518
ACH-001197,-0.167387141401
ACH-001205,-0.319539178157
ACH-001211,-0.119881171208
ACH-001212,0.133217485372
ACH-001228,-0.697742315539
ACH-001232,-0.14705568173699998
ACH-001239,-0.262576367468
ACH-001274,-0.014444174357499999
ACH-001275,-0.23473208697700002
ACH-001277,-0.263061465524
ACH-001278,-0.22013486762899998
ACH-001280,-0.514589064112
ACH-001283,-0.126178562192
ACH-001289,-0.26776637262499997
ACH-001295,-0.297925988504
ACH-001300,-0.08576853486160001
ACH-001301,-0.45717245846199994
ACH-001302,0.06208096500080001
ACH-001303,-0.334701869273
ACH-001306,-0.292620109831
ACH-001318,-0.371189311192
ACH-001322,-0.40688059291
ACH-001328,-0.291791381897
ACH-001332,-0.235379306739
ACH-001333,-0.169230436351
ACH-001336,-0.136500343913
ACH-001340,-0.279934686685
ACH-001346,-0.266330176733
ACH-001353,-0.219968633151
ACH-001354,-0.395111632963
ACH-001367,-0.304689739536
ACH-001368,-0.409085262787
ACH-001374,-0.49672729174099994
ACH-001375,-0.21603367051800001
ACH-001377,-0.463679600009
ACH-001380,-0.303955624422
ACH-001391,0.006216029597670001
ACH-001407,-0.156590347911
ACH-001408,-0.335552438533
ACH-001413,-0.09206945240289999
ACH-001430,-0.376036214602
ACH-001431,-0.36500625326999997
ACH-001450,-0.0348081004222
ACH-001496,-0.0548179264073
ACH-001500,-0.147231326634
ACH-001521,-0.151840436486
ACH-001523,-0.141828717352
ACH-001532,-0.352246262512
ACH-001536,-0.172243606629
ACH-001550,-0.390087963552
ACH-001552,-0.014582383251499999
ACH-001554,-0.41988326566600004
ACH-001645,-0.215754683253
ACH-001654,-0.151258855883
ACH-001715,-0.23455695702100002
ACH-001735,-0.36268520963
ACH-001736,-0.22543666562800002
ACH-001737,-0.40270483627899994
ACH-001740,0.023842308960799998
ACH-001745,-0.338697416678
ACH-001750,-0.141432340973
ACH-001765,-0.187172202912
ACH-001956,-0.307162906845
ACH-001957,-0.21262697752
