,C2orf27B (408029)
ACH-000243,-0.278449792154
ACH-000244,-0.455761014645
ACH-000246,-0.320527679855
ACH-000248,-0.209054591182
ACH-000250,-0.39973205537100004
ACH-000251,-0.591743866389
ACH-000253,-0.29036233514299997
ACH-000255,-0.2965739536
ACH-000256,-0.25768603187100003
ACH-000257,0.150015403093
ACH-000258,-0.565875619756
ACH-000259,-0.46928126686000005
ACH-000260,-0.161758767768
ACH-000261,-0.319080101786
ACH-000262,-0.69044873113
ACH-000263,-0.274849477414
ACH-000264,-0.447497635326
ACH-000265,-0.41129836972499995
ACH-000266,-0.42216550263499997
ACH-000272,-0.40970010049500005
ACH-000273,-0.325401774068
ACH-000274,-0.548283700987
ACH-000277,-0.317257434695
ACH-000278,-0.423272561577
ACH-000279,-0.5471128074189999
ACH-000280,-0.18728705290699998
ACH-000281,-0.297771064979
ACH-000288,-0.5118145415450001
ACH-000291,-0.45156693501999995
ACH-000293,-0.31186814441300004
ACH-000294,-0.40131198288500003
ACH-000295,-0.603880220125
ACH-000296,-0.221363393328
ACH-000302,-0.368233025955
ACH-000304,-0.240121648089
ACH-000307,-0.48900111780199995
ACH-000308,-0.485258445102
ACH-000310,-0.511825175066
ACH-000311,-0.330484523013
ACH-000312,-0.409663107171
ACH-000315,-0.25328477727
ACH-000316,-0.22170566790600002
ACH-000317,-0.31923559899799997
ACH-000318,-0.35959076071
ACH-000319,-0.174991315247
ACH-000320,-0.49893458727
ACH-000322,-0.332446795115
ACH-000323,-0.473730494584
ACH-000324,-0.5327906337899999
ACH-000329,-0.45027236229400003
ACH-000330,-0.330457503008
ACH-000331,-0.310486497373
ACH-000332,-0.500988679177
ACH-000334,-0.6259063765899999
ACH-000335,-0.0948967352135
ACH-000336,-0.33470255899900003
ACH-000337,-0.470360272649
ACH-000339,-0.37412990224799997
ACH-000341,-0.618673041993
ACH-000348,-0.227373611862
ACH-000350,-0.311433381841
ACH-000352,-0.494782115163
ACH-000356,-0.132918472051
ACH-000361,-0.12206390082699999
ACH-000362,-0.282231290486
ACH-000363,-0.38753120482000003
ACH-000364,-0.19308864279399998
ACH-000365,-0.401630939808
ACH-000366,-0.34825947911399996
ACH-000368,-0.17162808169100002
ACH-000374,-0.48547165942500003
ACH-000375,-0.548495044834
ACH-000376,-0.353917974507
ACH-000381,-0.44498995592600005
ACH-000383,-0.412581818264
ACH-000387,-0.256055916294
ACH-000389,-0.21349235785300003
ACH-000390,-0.480361990501
ACH-000393,-0.372491674953
ACH-000395,-0.47050803634300004
ACH-000397,-0.444226481075
ACH-000401,-0.236709020316
ACH-000402,-0.552518870328
ACH-000403,-0.333828419276
ACH-000404,-0.6976232819120001
ACH-000406,-0.34554163272200006
ACH-000407,-0.41037126600900004
ACH-000408,-0.239979063503
ACH-000410,-0.345539524205
ACH-000411,-0.360976583644
ACH-000414,-0.419049124492
ACH-000415,-0.560845742202
ACH-000416,-0.511903243254
ACH-000420,-0.451929991967
ACH-000421,-0.407778249824
ACH-000424,-0.329161462509
ACH-000425,-0.41759723824600004
ACH-000426,-0.525337007722
ACH-000427,-0.489196102727
ACH-000433,-0.057447242995100005
ACH-000436,-0.466483094419
ACH-000444,-0.16630037875700002
ACH-000445,-0.178005589589
ACH-000448,-0.46324414911000006
ACH-000450,-0.169665944656
ACH-000452,-0.33561842610200004
ACH-000454,-0.20272685436000001
ACH-000458,-0.218530766831
ACH-000459,-0.29717548868
ACH-000460,-0.41231751879100004
ACH-000461,-0.331887541375
ACH-000463,-0.248824829669
ACH-000464,-0.25745176982900003
ACH-000466,-0.5823340874930001
ACH-000467,-0.331366924529
ACH-000468,-0.421260650816
ACH-000469,-0.38697059503200004
ACH-000470,-0.270760760155
ACH-000471,-0.370550027664
ACH-000472,-0.36474718065800005
ACH-000473,-0.250563788485
ACH-000475,-0.479272889989
ACH-000476,-0.35813620721
ACH-000477,-0.383680706097
ACH-000480,-0.115472362213
ACH-000481,-0.563802273526
ACH-000483,-0.199490402456
ACH-000484,-0.359412737028
ACH-000485,-0.41177830220600004
ACH-000486,-0.398003052741
ACH-000487,-0.549976596619
ACH-000488,-0.262613897141
ACH-000490,-0.28899778703
ACH-000491,-0.44579269999399995
ACH-000495,-0.30944186848
ACH-000496,-0.277941750345
ACH-000499,-0.367778037329
ACH-000500,-0.500349911862
ACH-000502,-0.31493967371599996
ACH-000503,-0.673155680509
ACH-000505,-0.34599704617399996
ACH-000507,-0.260393499258
ACH-000510,-0.49959887731700003
ACH-000511,-0.333902478144
ACH-000512,-0.459484986517
ACH-000516,-0.42395416848300005
ACH-000517,-0.425749912305
ACH-000518,-0.261474289977
ACH-000520,-0.372091687904
ACH-000521,-0.521018501307
ACH-000522,-0.366152415448
ACH-000524,-0.328494824149
ACH-000527,-0.342311752014
ACH-000528,-0.322013737314
ACH-000537,-0.304964774529
ACH-000541,-0.37491571606
ACH-000542,-0.31489878405099997
ACH-000544,-0.289479182445
ACH-000545,-0.32987192668800003
ACH-000547,-0.109087152388
ACH-000548,-0.24673962054499998
ACH-000549,-0.156139065128
ACH-000550,-0.315448336738
ACH-000552,-0.369002594324
ACH-000556,-0.442555877854
ACH-000557,-0.570347992869
ACH-000570,-0.38599882407200004
ACH-000571,-0.6875569671940001
ACH-000573,-0.40857666946500004
ACH-000576,-0.28010899463399996
ACH-000580,-0.196905144635
ACH-000584,-0.42590084283600005
ACH-000585,-0.286508513442
ACH-000588,-0.485810867739
ACH-000589,-0.466765379375
ACH-000591,-0.315652505019
ACH-000593,-0.20358478686
ACH-000600,-0.32141734374
ACH-000601,-0.41417308028800004
ACH-000604,-0.654626350652
ACH-000605,-0.244444200361
ACH-000606,-0.185941076725
ACH-000608,-0.7806719030329999
ACH-000614,-0.440599597585
ACH-000616,-0.21134696679499998
ACH-000618,-0.256855160273
ACH-000619,-0.350194960251
ACH-000620,-0.379188644296
ACH-000621,-0.250844418792
ACH-000622,-0.259178766897
ACH-000623,-0.47443008615800003
ACH-000624,-0.41736504193
ACH-000627,-0.215890538904
ACH-000630,-0.265786734347
ACH-000632,-0.19349062915600002
ACH-000633,-0.6144445326910001
ACH-000637,-0.45874934889200003
ACH-000638,-0.41596093608400003
ACH-000646,-0.346555086652
ACH-000647,-0.348847828944
ACH-000648,-0.149092949967
ACH-000649,-0.38895040358099997
ACH-000651,-0.260414355265
ACH-000652,-0.350271916187
ACH-000653,-0.5173404850209999
ACH-000657,-0.416933534667
ACH-000658,-0.6262058438629999
ACH-000661,-0.12870268185
ACH-000662,-0.452689493461
ACH-000663,-0.425555697561
ACH-000665,-0.243904380097
ACH-000671,-0.400969983634
ACH-000673,-0.44986361672200004
ACH-000676,-0.362019967268
ACH-000677,-0.6041071789570001
ACH-000681,-0.262483936378
ACH-000682,-0.398011607471
ACH-000683,-0.47380273819700003
ACH-000684,-0.22961162649
ACH-000688,-0.376181404433
ACH-000693,-0.36015578436499995
ACH-000694,-0.230286663875
ACH-000695,-0.433114712143
ACH-000696,-0.316310300933
ACH-000697,-0.283781687091
ACH-000699,-0.364394883509
ACH-000701,-0.454940225571
ACH-000706,-0.562176354113
ACH-000711,-0.283804445162
ACH-000713,-0.22425729890700002
ACH-000714,-0.592147260997
ACH-000718,-0.404602661211
ACH-000720,-0.417985889723
ACH-000721,-0.332961080037
ACH-000724,-0.312417943833
ACH-000725,-0.583539256848
ACH-000732,-0.133278632334
ACH-000734,-0.39794883837
ACH-000735,-0.191688002676
ACH-000736,-0.42730660889
ACH-000738,-0.380394473746
ACH-000746,-0.448183835565
ACH-000747,-0.404704487171
ACH-000748,-0.406068298306
ACH-000753,-0.281174803237
ACH-000756,-0.45442177539800005
ACH-000757,-0.463566878966
ACH-000758,-0.283941082715
ACH-000760,-0.389265152615
ACH-000763,-0.600309767839
ACH-000764,-0.30049861872
ACH-000765,-0.41745417918399996
ACH-000766,-0.416373816681
ACH-000767,-0.509410026629
ACH-000768,-0.30719310036499997
ACH-000769,-0.48749899023500004
ACH-000770,-0.486823399788
ACH-000771,-0.34358199438000003
ACH-000773,-0.280380336319
ACH-000776,-0.5867208896239999
ACH-000777,-0.436498679793
ACH-000778,-0.276326749499
ACH-000781,-0.480676874402
ACH-000782,-0.5065011190150001
ACH-000783,-0.33104115903000003
ACH-000784,-0.400678166305
ACH-000785,-0.459702605252
ACH-000787,-0.4462451223800001
ACH-000788,-0.37921773799
ACH-000791,-0.309471389559
ACH-000792,-0.17874314209399997
ACH-000794,-0.118142592449
ACH-000796,-0.327475643182
ACH-000799,-0.329800054386
ACH-000800,-0.14214009200799999
ACH-000802,-0.262277489375
ACH-000804,-0.44844281758599996
ACH-000805,-0.271501286015
ACH-000809,-0.34395889863000007
ACH-000810,0.0302393469854
ACH-000811,-0.45761541913599996
ACH-000817,-0.508170394131
ACH-000819,-0.40008531583400003
ACH-000820,-0.21614674378
ACH-000821,-0.315468644334
ACH-000822,-0.406335867399
ACH-000823,-0.356839993227
ACH-000824,-0.410010262644
ACH-000827,-0.35577485453
ACH-000829,-0.34791301412000003
ACH-000831,-0.33555408443999996
ACH-000832,-0.0800759024022
ACH-000833,-0.123905082661
ACH-000834,-0.33113991014000005
ACH-000835,-0.221500786441
ACH-000836,-0.291714739052
ACH-000837,-0.293343452439
ACH-000838,-0.712590867774
ACH-000839,-0.214027747879
ACH-000840,-0.343277663873
ACH-000841,-0.26341092069
ACH-000843,-0.330448170684
ACH-000846,-0.518766721096
ACH-000847,-0.359288968557
ACH-000848,-0.0340845843272
ACH-000849,-0.455462196966
ACH-000851,-0.399559719949
ACH-000855,-0.472426789277
ACH-000856,-0.46905615694799996
ACH-000858,-0.425854055036
ACH-000859,-0.416836672979
ACH-000861,-0.648933284516
ACH-000862,-0.38927724613700004
ACH-000865,-0.518375224096
ACH-000866,-0.558456927978
ACH-000867,-0.453898952695
ACH-000869,-0.410730714401
ACH-000872,-0.43165532963299996
ACH-000873,-0.375009825238
ACH-000876,-0.351714262953
ACH-000878,-0.120912934712
ACH-000880,-0.349611463637
ACH-000881,-0.406291698286
ACH-000882,-0.339429387948
ACH-000884,-0.40792217919
ACH-000885,-0.295987089307
ACH-000887,-0.40637401557999997
ACH-000888,-0.39956613567500004
ACH-000889,-0.5272632918379999
ACH-000890,-0.444085581277
ACH-000896,-0.5458576789630001
ACH-000898,-0.51709109594
ACH-000900,-0.331892466504
ACH-000901,-0.540283625254
ACH-000905,-0.26518359958
ACH-000906,-0.320747328324
ACH-000907,-0.411341484314
ACH-000910,-0.26553696098900004
ACH-000911,-0.329860274315
ACH-000912,-0.404436625858
ACH-000913,-0.22113912511
ACH-000915,-0.309411129516
ACH-000916,0.18925362222800002
ACH-000917,-0.35826066912500004
ACH-000921,-0.254193072751
ACH-000924,-0.414424108743
ACH-000926,-0.42774052290200004
ACH-000928,-0.8237221469059999
ACH-000929,-0.25540240562
ACH-000932,-0.332282967299
ACH-000935,-0.243287736481
ACH-000936,-0.624068053207
ACH-000937,-0.6036641663719999
ACH-000938,-0.456102477471
ACH-000939,-0.156238879006
ACH-000941,-0.53571533878
ACH-000943,-0.46869008425700004
ACH-000946,-0.328012082836
ACH-000947,-0.370267273589
ACH-000948,-0.710302502546
ACH-000950,-0.540480455194
ACH-000953,-0.5028439012789999
ACH-000957,-0.13300189171
ACH-000958,-0.429661224769
ACH-000960,-0.40708196520499995
ACH-000963,-0.26216335598499996
ACH-000968,-0.12468829012
ACH-000969,-0.320008192945
ACH-000973,-0.25459529857700003
ACH-000974,-0.531067619903
ACH-000975,-0.567497954008
ACH-000976,-0.268656000762
ACH-000978,-0.416029308937
ACH-000980,-0.452922026739
ACH-000984,-0.34726057715499997
ACH-000986,-0.310592833453
ACH-000988,-0.38241725284999994
ACH-000993,-0.21999214196199998
ACH-000994,-0.477949492182
ACH-000996,-0.237345322837
ACH-001001,-0.30138507174199997
ACH-001020,-0.0717653504675
ACH-001028,-0.485926134341
ACH-001031,-0.347599093451
ACH-001038,-0.3649502497
ACH-001048,-0.423633846132
ACH-001050,-0.438187367191
ACH-001053,-0.192076029308
ACH-001054,-0.219163595546
ACH-001061,-0.462799793995
ACH-001067,-0.44558433185900004
ACH-001075,-0.327210295893
ACH-001096,-0.323401584975
ACH-001128,-0.402328428485
ACH-001134,-0.422781656845
ACH-001151,-0.275149258908
ACH-001163,-0.36291081102600004
ACH-001164,-0.420512669785
ACH-001173,-0.35876389948700005
ACH-001183,-0.37603794479
ACH-001184,-0.357713873883
ACH-001190,-0.464140788721
ACH-001192,-0.383730041774
ACH-001193,-0.370731166818
ACH-001196,-0.254488789223
ACH-001197,-0.40768709561399996
ACH-001205,-0.42872208648500004
ACH-001211,-0.266400122271
ACH-001212,-0.34817243631300004
ACH-001228,-0.37200616312
ACH-001232,-0.571710124288
ACH-001239,-0.547563419274
ACH-001274,-0.18644183196199998
ACH-001275,-0.264748718629
ACH-001277,-0.125376114939
ACH-001278,-0.555549018538
ACH-001280,-0.461206288164
ACH-001283,-0.354823006946
ACH-001289,-0.45418153784299997
ACH-001295,-0.368049678345
ACH-001300,-0.457849864128
ACH-001301,-0.359923742886
ACH-001302,-0.640353594608
ACH-001303,-0.35163988156900006
ACH-001306,-0.35664500873000005
ACH-001318,-0.35549794522600003
ACH-001322,-0.27313128797200004
ACH-001328,-0.11498614539799999
ACH-001332,-0.37894138923299997
ACH-001333,-0.341108469036
ACH-001336,-0.360745336021
ACH-001340,-0.416154846913
ACH-001346,-0.25855047546
ACH-001353,-0.45146588604599996
ACH-001354,-0.522857620699
ACH-001367,-0.265810804538
ACH-001368,-0.45973694567699996
ACH-001374,-0.46393882840800005
ACH-001375,-0.410029059947
ACH-001377,-0.354551695935
ACH-001380,-0.436973617922
ACH-001391,-0.553865084993
ACH-001407,-0.246063266616
ACH-001408,-0.341549453372
ACH-001413,-0.242063671505
ACH-001430,-0.35925182657899996
ACH-001431,-0.526249077056
ACH-001450,-0.263399379467
ACH-001496,-0.209583346679
ACH-001500,-0.389761993032
ACH-001521,-0.42533433622199995
ACH-001523,-0.451633119714
ACH-001532,-0.378778631777
ACH-001536,-0.46185218265100003
ACH-001550,-0.377275259275
ACH-001552,-0.194408918267
ACH-001554,-0.523839156211
ACH-001645,-0.416642141964
ACH-001654,-0.540825848682
ACH-001715,-0.24089934992800002
ACH-001735,-0.504371499457
ACH-001736,-0.40448808793700003
ACH-001737,-1.17150736355
ACH-001740,-0.41114222615400003
ACH-001745,-0.32162001846
ACH-001750,-0.38875270293499997
ACH-001765,-0.409319473892
ACH-001956,-0.64933030951
ACH-001957,-0.556227701773
