,GATAD2A (54815)
ACH-000288,-0.03860782972
ACH-000291,-0.507035656167
ACH-000293,-0.354057653332
ACH-000294,-0.37413777958000005
ACH-000295,-0.198793214084
ACH-000296,-0.682915723905
ACH-000302,-0.458585192024
ACH-000304,-0.27371554737500003
ACH-000307,-0.351370572349
ACH-000308,-0.370975194199
ACH-000310,-0.42689036452699997
ACH-000311,-0.278062132593
ACH-000312,-0.439159930735
ACH-000315,-0.505168358794
ACH-000316,-0.0289990689586
ACH-000317,-0.437096537348
ACH-000318,-0.760318712476
ACH-000319,-0.194559094405
ACH-000320,-0.479371802268
ACH-000322,-0.45148639853699996
ACH-000323,-0.408964781131
ACH-000324,-0.21227332642299998
ACH-000329,-0.302252393938
ACH-000330,-0.281609812244
ACH-000331,-0.265098351156
ACH-000332,-0.34068873065399996
ACH-000334,-0.875526499291
ACH-000335,-0.454790597177
ACH-000336,-0.53359039829
ACH-000337,-0.5233825047640001
ACH-000339,-0.358982444842
ACH-000341,-0.792957457616
ACH-000348,-0.429868838395
ACH-000350,-0.0888798609629
ACH-000352,-0.790973755599
ACH-000356,-0.321534736406
ACH-000361,-0.590678019377
ACH-000362,-0.65775539684
ACH-000363,-0.30223752548099997
ACH-000364,-0.593088842886
ACH-000365,-0.09367632378560001
ACH-000366,-0.266680978859
ACH-000368,-0.640488240418
ACH-000374,-0.558006961307
ACH-000375,-0.447389712344
ACH-000376,-0.296088320025
ACH-000381,-0.115459284506
ACH-000383,-0.5837295425
ACH-000387,-0.6148402897
ACH-000389,-0.372478499079
ACH-000390,-0.43834755201000003
ACH-000393,-0.511493025392
ACH-000395,-0.5234907716780001
ACH-000397,-0.48769506562
ACH-000401,-0.7073410690979999
ACH-000402,-0.9190203812559999
ACH-000403,-0.20416846010899997
ACH-000404,-0.342034747283
ACH-000406,-0.272824565863
ACH-000407,-0.343917709386
ACH-000408,-0.30856027827
ACH-000410,-0.549187219711
ACH-000411,-0.510296944269
ACH-000414,-0.388870527487
ACH-000415,-0.465098051849
ACH-000416,-0.37180107668000006
ACH-000420,-0.47214839403000003
ACH-000421,-0.37483872467600005
ACH-000424,-0.34547861281099995
ACH-000425,-0.677986097921
ACH-000426,-0.761313408788
ACH-000427,-0.525281440045
ACH-000433,-0.8444274183949999
ACH-000436,-0.379728291422
ACH-000444,-0.477568810974
ACH-000445,-0.664364285781
ACH-000448,-0.285889925044
ACH-000450,-0.23266651300500002
ACH-000452,-0.509321702906
ACH-000454,-0.484617579535
ACH-000458,-0.5180346697689999
ACH-000459,-0.760731312267
ACH-000460,-0.286861322352
ACH-000461,-0.741820360642
ACH-000463,-0.45484247660899996
ACH-000464,-0.58377631939
ACH-000466,-0.727557774838
ACH-000467,-0.60052496952
ACH-000468,-0.6346161372770001
ACH-000469,-0.514498514957
ACH-000470,-0.511658871454
ACH-000471,-0.059368548920800006
ACH-000472,-0.314373044152
ACH-000473,-0.273202442197
ACH-000475,-0.28237357729
ACH-000476,-0.31278031403400003
ACH-000477,-0.240409406792
ACH-000480,-0.543003879986
ACH-000481,-0.25947762668900004
ACH-000483,-0.485760185696
ACH-000484,-0.38835792065499997
ACH-000485,-0.593377925889
ACH-000486,-0.17814465142799998
ACH-000487,-0.8798223306470001
ACH-000488,-0.11877751732000001
ACH-000490,-0.7442035746619999
ACH-000491,-0.652137986517
ACH-000495,-0.772756453496
ACH-000496,-0.231478537461
ACH-000499,-0.436453506381
ACH-000500,0.333296978434
ACH-000502,-0.521319126271
ACH-000503,-0.420804158034
ACH-000505,-0.41054482563699995
ACH-000507,-0.481024235955
ACH-000510,-0.45788474039300003
ACH-000511,-0.334051045103
ACH-000512,-0.421446729556
ACH-000516,-0.327529348954
ACH-000517,-0.241849155361
ACH-000518,-0.237897524963
ACH-000520,-0.65476754508
ACH-000521,-0.382836510995
ACH-000522,-0.678961697226
ACH-000524,-0.329493430945
ACH-000527,-0.368471357327
ACH-000528,-0.416987148523
ACH-000537,-0.462074480651
ACH-000541,-0.45088612920000004
ACH-000542,-0.375571219731
ACH-000544,-0.128425981958
ACH-000545,-0.56643502869
ACH-000547,-0.735497321622
ACH-000548,-0.530908464443
ACH-000549,-0.623563967951
ACH-000550,-0.11491324568900001
ACH-000552,-0.796121892994
ACH-000556,-0.501346049225
ACH-000557,-0.14368245505000002
ACH-000570,-0.328757304527
ACH-000571,-0.316544783088
ACH-000573,-0.30548300547699997
ACH-000576,-0.0532398809889
ACH-000580,-0.515790156269
ACH-000584,-0.557717350004
ACH-000585,-0.476569462511
ACH-000588,-0.17641970664
ACH-000589,-0.46276817260700004
ACH-000591,-0.45029204520599997
ACH-000593,-0.471605271413
ACH-000600,-0.518248406667
ACH-000601,-0.746000803679
ACH-000604,-0.142570583105
ACH-000605,-0.424433820143
ACH-000606,-0.28890401192299997
ACH-000608,-0.403668408504
ACH-000614,-0.548222657056
ACH-000616,-0.722724928572
ACH-000618,-0.436244628493
ACH-000619,-0.399417661551
ACH-000620,-0.840025442925
ACH-000621,-0.456807540616
ACH-000622,-0.211884118374
ACH-000623,-0.382087411401
ACH-000624,-0.32816853811
ACH-000627,-0.535004199094
ACH-000630,-0.613523382332
ACH-000632,-0.482815302856
ACH-000633,-0.862002242609
ACH-000637,-0.24382475608600002
ACH-000638,-0.274499677067
ACH-000646,-0.174512670864
ACH-000647,-0.23323441698800002
ACH-000648,-0.308760951459
ACH-000649,-0.46181584045100005
ACH-000651,-0.33098119603799997
ACH-000652,-0.66457348346
ACH-000653,-0.380081967267
ACH-000657,-0.40680590130500005
ACH-000658,-0.280972983144
ACH-000661,-0.21743516505899999
ACH-000662,-0.6495251166830001
ACH-000663,-0.511409847026
ACH-000665,-0.499622463056
ACH-000671,-0.9489752159710001
ACH-000673,-0.685830548211
ACH-000676,-0.27208978708
ACH-000677,-0.470429704817
ACH-000681,-0.673355581609
ACH-000682,-0.587125254724
ACH-000683,-0.39078172215400003
ACH-000684,-0.81469536479
ACH-000688,-0.4270354172
ACH-000693,-0.43502675197499996
ACH-000694,-0.22923116915600003
ACH-000695,-0.339948864819
ACH-000696,-0.558391806127
ACH-000697,-0.133973958683
ACH-000699,-0.284422890185
ACH-000701,-0.320386072159
ACH-000706,-0.415571217173
ACH-000711,-0.356348587729
ACH-000713,-0.596278213565
ACH-000714,-0.204387994075
ACH-000718,-0.388897169633
ACH-000720,-0.327332937561
ACH-000721,-0.41538297691200005
ACH-000724,-0.279983196628
ACH-000725,-0.784431598549
ACH-000732,-0.789806387994
ACH-000734,-0.753970455998
ACH-000735,-0.32267500508200003
ACH-000736,-0.320585364776
ACH-000738,-0.37681615104000005
ACH-000746,-0.41394860238200004
ACH-000747,-0.567263804561
ACH-000748,-0.534503960636
ACH-000753,-0.5058519316269999
ACH-000756,-0.37354112348800006
ACH-000757,-0.7510224422990001
ACH-000758,-0.589221039699
ACH-000760,-0.422705887007
ACH-000763,-0.417244632702
ACH-000764,-0.884483998317
ACH-000765,-0.45572793781800003
ACH-000766,-0.60212672737
ACH-000767,-0.317560458026
ACH-000768,-0.407227418263
ACH-000769,-0.312172801233
ACH-000770,-0.527409321529
ACH-000771,-0.49097213087700003
ACH-000773,-0.487094581921
ACH-000776,-0.473415776722
ACH-000777,-0.440400655929
ACH-000778,-0.35887982090099996
ACH-000781,-0.411842227882
ACH-000782,-0.0188959698076
ACH-000783,-0.35614005240099994
ACH-000784,-0.296552625971
ACH-000785,-0.330245981266
ACH-000787,-0.342285187862
ACH-000788,-0.36876695912199997
ACH-000791,-0.59997677984
ACH-000792,-0.5785818691879999
ACH-000794,-0.562041984807
ACH-000796,-0.46519385806100005
ACH-000799,-0.77199711192
ACH-000800,0.0479890772938
ACH-000802,-0.509033834539
ACH-000804,-0.484603256352
ACH-000805,-0.8038622304699999
ACH-000809,-0.42817645869800003
ACH-000810,-0.571934008952
ACH-000811,-0.23416258600900003
ACH-000817,-0.473719345934
ACH-000819,-0.5087710515070001
ACH-000820,-0.332079981683
ACH-000821,-0.335748723279
ACH-000822,-0.27279797647799997
ACH-000823,-0.704093720635
ACH-000824,-0.21043713919799997
ACH-000827,-0.557840578883
ACH-000829,-0.357389039349
ACH-000831,-0.441484884814
ACH-000832,-0.6184310821369999
ACH-000833,-0.592339118003
ACH-000834,-0.47159541890699996
ACH-000835,-0.12077029965999998
ACH-000836,-0.251319486488
ACH-000837,-0.435445874483
ACH-000838,-0.146321645183
ACH-000839,-0.355421132296
ACH-000840,-0.541503204356
ACH-000841,-0.590217937531
ACH-000843,-0.380635809547
ACH-000846,-0.594709804462
ACH-000847,-0.252156840453
ACH-000848,-0.37330921749799995
ACH-000849,-0.264356220661
ACH-000851,-0.567906343956
ACH-000855,-0.18116872452
ACH-000856,-0.45319766918300003
ACH-000858,-0.541554694892
ACH-000859,-0.769851240938
ACH-000861,-0.39187592902699997
ACH-000862,-0.44549029534999995
ACH-000865,-0.332403087092
ACH-000866,-0.225566571118
ACH-000867,-0.427340317866
ACH-000869,-0.539451886459
ACH-000872,-0.33447155001400003
ACH-000873,-0.042769887012099994
ACH-000876,-0.61754521952
ACH-000878,-0.705413737216
ACH-000880,-0.238985321274
ACH-000881,-0.570031260247
ACH-000882,-0.42728418684600006
ACH-000884,-0.28527586776299996
ACH-000885,-0.510316449228
ACH-000887,-0.480544165226
ACH-000888,-0.157573242447
ACH-000889,-0.302515301703
ACH-000890,-0.746230730376
ACH-000896,-0.588265976313
ACH-000898,-0.512566002044
ACH-000900,-0.622193666601
ACH-000901,-0.103069778332
ACH-000905,-0.447368629925
ACH-000906,-0.274242900759
ACH-000907,-0.35107217287299997
ACH-000910,-0.23058891681899998
ACH-000911,-0.466420941109
ACH-000912,-0.4335457912
ACH-000913,-0.606773907994
ACH-000915,-0.330173512565
ACH-000916,0.22959272120000002
ACH-000917,-0.584110861813
ACH-000921,-0.432994029035
ACH-000924,-0.24575593855900002
ACH-000926,-0.54862780998
ACH-000928,-0.543606836714
ACH-000929,-0.44285832293899996
ACH-000932,-0.716431500501
ACH-000935,-0.598442514413
ACH-000936,-0.6308354846940001
ACH-000937,-0.46582125051600004
ACH-000938,-0.383761713793
ACH-000939,-0.37742026327
ACH-000941,-0.6880988423100001
ACH-000943,-0.341012584891
ACH-000946,-0.551217778423
ACH-000947,-0.352773499322
ACH-000948,-0.637592535203
ACH-000950,-0.866274404059
ACH-000953,-0.449850000701
ACH-000957,-0.590755153163
ACH-000958,-0.424667615093
ACH-000960,-0.500803556428
ACH-000963,-0.274496062301
ACH-000968,-1.01712253998
ACH-000969,-0.40847233780000003
ACH-000973,-0.388408356489
ACH-000974,-0.286993926271
ACH-000975,-0.7651220936319999
ACH-000976,-0.20391852827100002
ACH-000978,-0.437388396849
ACH-000980,-0.363789551453
ACH-000984,-0.5502995474019999
ACH-000986,-0.36770063616800003
ACH-000988,-0.685203711586
ACH-000993,-0.430340438491
ACH-000994,-0.640738788645
ACH-000996,-0.398151395559
ACH-001001,-0.291896247786
ACH-001020,-0.22611112980599998
ACH-001028,-0.7517485395119999
ACH-001031,-0.428031250589
ACH-001038,-0.45391909377499995
ACH-001048,-0.546467179636
ACH-001050,-1.04132888481
ACH-001053,-0.49463881660899994
ACH-001054,-0.7136402823129999
ACH-001061,-0.413110178518
ACH-001067,-0.8249973086579999
ACH-001075,-0.428208051227
ACH-001096,-0.6619680966439999
ACH-001128,0.20661544725900002
ACH-001134,-0.967287613588
ACH-001151,-0.5359463945530001
ACH-001163,-0.29227252108199997
ACH-001164,-0.73441841994
ACH-001173,-0.357272462737
ACH-001183,-0.426601766629
ACH-001184,-0.932491757248
ACH-001190,-0.7765459529950001
ACH-001192,-0.285080973769
ACH-001193,-0.186600122646
ACH-001196,-0.341603097106
ACH-001197,-0.554572007839
ACH-001205,-0.326795483804
ACH-001211,-0.308621153533
ACH-001212,-0.565649681081
ACH-001228,-0.65817339945
ACH-001232,-0.340514703459
ACH-001239,-0.570741060303
ACH-001274,-0.968655838343
ACH-001275,-0.49478922186499996
ACH-001277,-0.464316918971
ACH-001278,-0.395316869203
ACH-001280,-0.37613396244900005
ACH-001283,-0.272174396395
ACH-001289,-0.47556968046899994
ACH-001295,-0.491940308077
ACH-001300,-0.41429272848000004
ACH-001301,-0.32719400076
ACH-001302,-0.380029757141
ACH-001303,-0.706381219242
ACH-001306,-0.5565308852549999
ACH-001318,-0.499205157926
ACH-001322,-0.603852654429
ACH-001328,-0.538484676927
ACH-001332,-0.375588788711
ACH-001333,-0.57539889566
ACH-001336,-0.413659012787
ACH-001340,-0.37010578656800003
ACH-001346,-0.421055811413
ACH-001353,-0.055672048388300005
ACH-001354,-0.405424782192
ACH-001367,-0.711041940213
ACH-001368,-0.495502877012
ACH-001374,-1.0088181072799998
ACH-001375,-0.393021764251
ACH-001377,-0.498007074485
ACH-001380,-0.473577849639
ACH-001391,-0.544023598051
ACH-001407,-0.641192154799
ACH-001408,-0.388011433154
ACH-001413,-0.753251516173
ACH-001430,-0.354293021347
ACH-001431,-0.472036537542
ACH-001450,0.63380742057
ACH-001496,-0.214934918811
ACH-001500,-0.393433517888
ACH-001521,-0.06867138953139999
ACH-001523,-0.24318969816999997
ACH-001532,-0.720446672696
ACH-001536,-0.427888464097
ACH-001550,0.0393506405898
ACH-001552,-0.23280637346900002
ACH-001554,-0.550343825195
ACH-001645,-0.339116767338
ACH-001654,-0.495716266257
ACH-001715,-0.528095004489
ACH-001735,-0.498071586094
ACH-001736,-0.710084629872
ACH-001737,0.00708218428841
ACH-001740,-0.833119401879
ACH-001745,-0.542923574702
ACH-001750,-0.525155744331
ACH-001765,-0.731093875183
ACH-001956,-0.5960148850379999
ACH-001957,-0.363319232466
