,CD2BP2 (10421)
ACH-000580,-0.312349961602
ACH-000584,-0.416705934266
ACH-000585,-0.519227768015
ACH-000588,-0.542561361425
ACH-000589,-0.49281088822400004
ACH-000591,-0.8456550333249999
ACH-000593,-0.7083205748970001
ACH-000600,-0.345080320946
ACH-000601,-0.454177202206
ACH-000604,-0.747752553873
ACH-000605,-0.858627495717
ACH-000606,-0.9314435433820001
ACH-000608,-0.10732859252
ACH-000614,-0.577252909074
ACH-000616,-0.49569527659900003
ACH-000618,-0.276890699961
ACH-000619,-0.691772793964
ACH-000620,-0.442669460013
ACH-000621,-0.423253322967
ACH-000622,-0.37625083384499997
ACH-000623,-0.488125236846
ACH-000624,-0.837063012827
ACH-000627,-0.0548478770061
ACH-000630,-0.45555838951600003
ACH-000632,-0.8292302606749999
ACH-000633,-0.210480215708
ACH-000637,-0.796235027773
ACH-000638,-0.643256154956
ACH-000646,-0.718463958287
ACH-000647,-0.279099995322
ACH-000648,-0.37690656553
ACH-000649,-0.43477680204999997
ACH-000651,-0.307028990132
ACH-000652,-0.32786059914
ACH-000653,-0.348719799473
ACH-000657,-0.450037222777
ACH-000658,-0.512286721146
ACH-000661,-0.620740668725
ACH-000662,-0.7854498725650001
ACH-000663,-0.293394283535
ACH-000665,-0.7605564826469999
ACH-000671,-0.23641245558600002
ACH-000673,-0.79633962882
ACH-000676,-0.496963751946
ACH-000677,-0.365437515446
ACH-000681,-0.42064976994900005
ACH-000682,-0.501844623301
ACH-000683,-0.53854591034
ACH-000684,-0.8718064864380001
ACH-000688,-0.85319975323
ACH-000693,-0.35835367649899996
ACH-000694,-0.292977795629
ACH-000695,-0.580575637002
ACH-000696,-0.6434566651829999
ACH-000697,-0.57811666725
ACH-000699,-0.304412304796
ACH-000701,-0.47641114857600003
ACH-000706,-0.124563464552
ACH-000711,-0.7490400179719999
ACH-000713,-0.516867051658
ACH-000714,-0.629923906634
ACH-000718,-0.8141646093350001
ACH-000720,-0.490702477033
ACH-000721,-0.84192800545
ACH-000724,-0.86415983677
ACH-000725,-0.788219334685
ACH-000732,-0.431769321236
ACH-000734,-0.21504710348
ACH-000735,-0.51665454959
ACH-000736,-0.465477446217
ACH-000738,-0.08546080765910001
ACH-000746,-0.493891139549
ACH-000747,-0.335148358793
ACH-000748,-0.483552057084
ACH-000753,-0.6976084980230001
ACH-000756,-0.399557182191
ACH-000757,-0.347307864375
ACH-000758,-0.6292573189890001
ACH-000760,-0.419360784467
ACH-000763,-0.620359002848
ACH-000764,-0.7243586820769999
ACH-000765,-0.429449605115
ACH-000766,-0.8097315925130001
ACH-000767,-0.494793842091
ACH-000768,-0.961507194285
ACH-000769,-0.587218123904
ACH-000770,-0.500699579872
ACH-000771,-0.548588340514
ACH-000773,-0.824461947216
ACH-000776,-0.836853162281
ACH-000777,-0.46015409638000004
ACH-000778,-0.907530764838
ACH-000781,-0.49472886279399997
ACH-000782,-0.6991434876170001
ACH-000783,-0.41061257134
ACH-000784,-0.386056905348
ACH-000785,-0.437745265842
ACH-000787,-0.565819684071
ACH-000788,-0.296471881595
ACH-000791,-0.575420840417
ACH-000792,-0.6141438832899999
ACH-000794,-0.327654108818
ACH-000796,-0.496804443745
ACH-000799,-0.456475554726
ACH-000800,-0.70931199367
ACH-000802,-0.8031440019789999
ACH-000804,-0.589518278809
ACH-000805,-0.5128738332399999
ACH-000809,-0.38214129126
ACH-000810,-0.49482125575400004
ACH-000811,-0.71038891332
ACH-000817,-0.664401278089
ACH-000819,-0.38227770709200004
ACH-000820,-0.7290429883130001
ACH-000821,-0.28505426871
ACH-000822,-0.418434811299
ACH-000823,-0.22839151124200002
ACH-000824,-0.144127996362
ACH-000827,-1.05969857705
ACH-000829,-0.716159554938
ACH-000831,-0.107197847378
ACH-000832,-0.464995676748
ACH-000833,-0.382730612011
ACH-000834,-0.388628156142
ACH-000835,-0.317198985634
ACH-000836,-0.520255177356
ACH-000837,-0.534952350282
ACH-000838,-0.5475344666309999
ACH-000839,-0.929235451726
ACH-000840,-0.448530022051
ACH-000841,-0.37575989825000006
ACH-000843,-0.622933250094
ACH-000846,-0.651291716627
ACH-000847,-0.32229557038600004
ACH-000848,-0.116383391009
ACH-000849,-0.323257520442
ACH-000851,-0.461161506501
ACH-000855,-0.472448730067
ACH-000856,-0.574959957389
ACH-000858,-0.475088215602
ACH-000859,-0.587195528456
ACH-000861,-1.07946954236
ACH-000862,-0.304691537594
ACH-000865,-0.13672894060000002
ACH-000866,-0.07897873960599999
ACH-000867,-0.227428842581
ACH-000869,-0.649461755656
ACH-000872,-0.433956064882
ACH-000873,-0.422711599754
ACH-000876,-0.619536962736
ACH-000878,-0.5787930434130001
ACH-000880,-0.613671065813
ACH-000881,-0.399568621171
ACH-000882,-0.20745721477
ACH-000884,-0.33976280357699995
ACH-000885,-0.552965701123
ACH-000887,-0.442053016744
ACH-000888,-0.425358862253
ACH-000889,-0.6039885848100001
ACH-000890,-0.278111718035
ACH-000896,-0.5746367511630001
ACH-000898,-0.437702737999
ACH-000900,-0.655850123288
ACH-000901,-0.782743787333
ACH-000905,-0.577706611583
ACH-000906,-0.5156377739060001
ACH-000907,-0.6724597318469999
ACH-000910,-0.463749514555
ACH-000911,-0.517041461534
ACH-000912,-0.8125795492899999
ACH-000913,-0.47021820136500003
ACH-000915,-0.340322094613
ACH-000916,-0.5413692109170001
ACH-000917,-0.9719689494920001
ACH-000921,-0.617652641592
ACH-000924,-0.33547159214600003
ACH-000926,-0.43467112927100005
ACH-000928,-0.623841417541
ACH-000929,-0.16300705138
ACH-000932,-0.5306325010399999
ACH-000935,-0.332606463878
ACH-000936,-0.691853741646
ACH-000937,-0.480298531526
ACH-000938,-0.751207897652
ACH-000939,-0.6760193231939999
ACH-000941,-0.401998422708
ACH-000943,-0.449704456418
ACH-000946,-0.6209413737439999
ACH-000947,-0.781812128155
ACH-000948,-0.874580645147
ACH-000950,-0.62746507968
ACH-000953,-0.45583917897200005
ACH-000957,-0.46000227831
ACH-000958,-0.442851950881
ACH-000960,-0.447354758192
ACH-000963,-0.588027065357
ACH-000968,-0.220819181602
ACH-000969,-0.548539889984
ACH-000973,-0.39454292732
ACH-000974,-0.608439203552
ACH-000975,-0.260041136163
ACH-000976,-0.510345111163
ACH-000978,-0.646345373022
ACH-000980,-0.410966275208
ACH-000984,-0.705692946981
ACH-000986,-0.381623617478
ACH-000988,-0.533685948642
ACH-000993,-0.680653095391
ACH-000994,-0.788208993811
ACH-000996,-0.7365421219239999
ACH-001001,-0.32325416072700003
ACH-001020,-0.618872811046
ACH-001028,-0.416171458725
ACH-001031,-0.7191708234209999
ACH-001038,-0.542367676016
ACH-001048,-0.399622140695
ACH-001050,-0.559546172309
ACH-001053,-0.647250254782
ACH-001054,-0.618566593763
ACH-001061,-0.710124546696
ACH-001067,-0.7505005018600001
ACH-001075,-0.577927214631
ACH-001096,-0.678614314824
ACH-001128,-0.6002391771019999
ACH-001134,-0.674683331329
ACH-001151,-0.786298418436
ACH-001163,-0.423127013699
ACH-001164,-0.724585956425
ACH-001173,-0.24679890978900001
ACH-001183,-0.173783230673
ACH-001184,-0.643989489569
ACH-001190,-0.819085924687
ACH-001192,-0.493171841044
ACH-001193,-0.522990256469
ACH-001196,-0.454444204827
ACH-001197,-0.844313211153
ACH-001205,-0.257820589798
ACH-001211,-0.899703155757
ACH-001212,-0.765262046423
ACH-001228,-0.810736962614
ACH-001232,-0.44984107585
ACH-001239,-0.860319714147
ACH-001274,-0.654613109112
ACH-001275,-0.314855782288
ACH-001277,-0.784591126734
ACH-001278,-0.547748941304
ACH-001280,-0.417976037312
ACH-001283,-0.621478135245
ACH-001289,-0.464138033078
ACH-001295,-0.526974397684
ACH-001300,-0.4769127067
ACH-001301,-0.554844062564
ACH-001302,-0.09120279105000001
ACH-001303,-0.341313284686
ACH-001306,-0.632891979041
ACH-001318,-0.5742607985379999
ACH-001322,-0.891164244727
ACH-001328,-0.761692433316
ACH-001332,-0.506827747878
ACH-001333,-0.434403390243
ACH-001336,-0.885176837551
ACH-001340,-0.8438498702959999
ACH-001346,-0.500217763047
ACH-001353,-0.458528393692
ACH-001354,-0.268346444211
ACH-001367,-0.490979843219
ACH-001368,-0.518572583444
ACH-001374,-0.346230295551
ACH-001375,-0.5889426086990001
ACH-001377,-0.59522109354
ACH-001380,-0.30624496379
ACH-001391,-0.662536602663
ACH-001407,-0.293489215486
ACH-001408,-0.6487128982720001
ACH-001413,-0.580273292509
ACH-001430,-0.594434681937
ACH-001431,-0.411933530072
ACH-001450,-0.38946169604099995
ACH-001496,-0.479526264091
ACH-001500,-0.22622403569000002
ACH-001521,-0.208804447921
ACH-001523,-0.59768024037
ACH-001532,-0.868523634951
ACH-001536,-0.443748349479
ACH-001550,-0.17874170657400001
ACH-001552,-0.49509584440300003
ACH-001554,-0.475012743306
ACH-001645,-0.22192509782699998
ACH-001654,-0.48085370588699994
ACH-001715,-0.599452024769
ACH-001735,-0.540689863482
ACH-001736,-0.568246216532
ACH-001737,-0.0336749344725
ACH-001740,-0.651020418212
ACH-001745,-0.654671022671
ACH-001750,-0.701841843709
ACH-001765,-0.6545382405319999
ACH-001956,-0.497056804183
ACH-001957,-0.354411257293
