,GTF2A1L (11036)
ACH-001289,-0.0163614083341
ACH-001295,-0.316013298226
ACH-001300,-0.148191175975
ACH-001301,-0.28700462452500003
ACH-001302,-0.29018623200300003
ACH-001303,-0.241927515167
ACH-001306,-0.08692969581460001
ACH-001318,-0.146126971735
ACH-001322,-0.23316669216999997
ACH-001328,-0.293935162166
ACH-001332,-0.545285975665
ACH-001333,-0.189890449542
ACH-001336,-0.231487447543
ACH-001340,-0.140913181607
ACH-001346,-0.202087384375
ACH-001353,-0.14304572547299998
ACH-001354,-0.218736767327
ACH-001367,-0.218583481627
ACH-001368,-0.259419592145
ACH-001374,-0.547884277182
ACH-001375,-0.11115520055400001
ACH-001377,-0.127452857991
ACH-001380,-0.236117914815
ACH-001391,-0.296760931535
ACH-001407,-0.172321025435
ACH-001408,0.130253212259
ACH-001413,-0.186790281114
ACH-001430,-0.305054937294
ACH-001431,-0.22672731263300003
ACH-001450,0.00786781788067
ACH-001496,0.0899047334017
ACH-001500,0.171054953913
ACH-001521,-0.275437118015
ACH-001523,-0.11750501603
ACH-001532,-0.254973375568
ACH-001536,-0.016514077814499997
ACH-001550,0.259298322822
ACH-001552,-0.238703218252
ACH-001554,-0.212055768333
ACH-001645,-0.250906047892
ACH-001654,-0.188216073437
ACH-001715,0.112945216556
ACH-001735,-0.197111517632
ACH-001736,-0.277348399435
ACH-001737,-0.47217751216000003
ACH-001740,-0.314038758152
ACH-001745,-0.18634166527899998
ACH-001750,-0.11148759861400001
ACH-001765,-0.0893408830854
ACH-001956,-0.110029276155
ACH-001957,-0.0045307102871
