,HSD11B1L (374875)
ACH-000324,-0.42684930509
ACH-000329,-0.385236726633
ACH-000330,-0.369013096178
ACH-000331,-0.535887128143
ACH-000332,-0.400972757176
ACH-000334,-0.334401718734
ACH-000335,-0.568372880005
ACH-000336,-0.345765813956
ACH-000337,-0.06351746328130001
ACH-000339,-0.39257253382600005
ACH-000341,-0.770970300483
ACH-000348,-0.364267802008
ACH-000350,-0.218961564426
ACH-000352,-0.47564100038900003
ACH-000356,-0.43425573311099996
ACH-000361,-0.26366448705699996
ACH-000362,-0.4868314301100001
ACH-000363,-0.470792098332
ACH-000364,-0.273513261738
ACH-000365,-0.265179978023
ACH-000366,-0.433314633339
ACH-000368,-0.556488869448
ACH-000374,-0.459354707069
ACH-000375,-0.40154975085199995
ACH-000376,-0.262050549312
ACH-000381,-0.476353128621
ACH-000383,-0.432180177962
ACH-000387,-0.337681137609
ACH-000389,-0.401392607735
ACH-000390,-0.417100146188
ACH-000393,-0.34880858469400006
ACH-000395,-0.12441364792000001
ACH-000397,-0.26010540556999995
ACH-000401,-0.6740166790530001
ACH-000402,-0.416420603298
ACH-000403,-0.568855182986
ACH-000404,0.195115889864
ACH-000406,-0.259953468854
ACH-000407,-0.59868042186
ACH-000408,-0.448766434473
ACH-000410,-0.300862137079
ACH-000411,-0.5491221585639999
ACH-000414,-0.45994337014200004
ACH-000415,-0.405664078504
ACH-000416,-0.510135173736
ACH-000420,-0.263305720603
ACH-000421,-0.25359518690099997
ACH-000424,-0.470272327283
ACH-000425,-0.482328292202
ACH-000426,-0.401617484508
ACH-000427,-0.20208700007
ACH-000433,-1.02898535804
ACH-000436,-0.594545644755
ACH-000444,-0.330112786946
ACH-000445,-1.001007231
ACH-000448,-0.485412618661
ACH-000450,-0.594199268484
ACH-000452,-0.465250882713
ACH-000454,-0.44110108765100003
ACH-000458,-0.42323020998899996
ACH-000459,-0.47422238931599997
ACH-000460,-0.493157360655
ACH-000461,-0.69920675029
ACH-000463,-0.450237964043
ACH-000464,-0.5081474438979999
ACH-000466,-0.23898046166700002
ACH-000467,-0.44933565996299996
ACH-000468,-0.5765468936320001
ACH-000469,-0.438213636812
ACH-000470,-0.388937101189
ACH-000471,-0.465202672751
ACH-000472,-0.419763110969
ACH-000473,-0.256098720196
ACH-000475,-0.5256083985769999
ACH-000476,-0.40927128111100003
ACH-000477,-0.336211788843
ACH-000480,-0.239630815339
ACH-000481,-0.35956367726599997
ACH-000483,-0.312562407422
ACH-000484,-0.41312328744599996
ACH-000485,-0.383311613945
ACH-000486,-0.365004865347
ACH-000487,-0.167254762437
ACH-000488,-0.37840096976800003
ACH-000490,-0.439308938789
ACH-000491,-0.495179847738
ACH-000495,-0.527750143039
ACH-000496,-0.5745268115600001
ACH-000499,-0.357751396585
ACH-000500,-0.22675973039900002
ACH-000502,-0.44045293729199997
ACH-000503,-0.22766828666299999
ACH-000505,-0.30952643822500003
ACH-000507,-0.5349510310660001
ACH-000510,-0.242468218836
ACH-000511,-0.48560706766199996
ACH-000512,-0.617074272094
ACH-000516,-0.444991729376
ACH-000517,-0.429880197067
ACH-000518,-0.44905900060099996
ACH-000520,-0.57401456781
ACH-000521,-0.385197066426
ACH-000522,-0.33863806689000003
ACH-000524,-0.350157667433
ACH-000527,-0.42185688815899997
ACH-000528,-0.316153135173
ACH-000537,-0.291096236865
ACH-000541,-0.365402648608
ACH-000542,-0.406502661017
ACH-000544,-0.28851775854600004
ACH-000545,-0.423705285321
ACH-000547,-0.207078395352
ACH-000548,-0.281493654277
ACH-000549,-0.405360473763
ACH-000550,-0.262694188784
ACH-000552,-0.435608804143
ACH-000556,-0.5365206924570001
ACH-000557,-0.39879336078500005
ACH-000570,-0.146105336605
ACH-000571,-0.448017050233
ACH-000573,-0.426771047231
ACH-000576,-0.518962979376
ACH-000580,-0.243521039151
ACH-000584,-0.373503954181
ACH-000585,-0.568149134142
ACH-000588,-0.409103614979
ACH-000589,-0.649759414662
ACH-000591,-0.343628264341
ACH-000593,-0.523074018023
ACH-000600,-0.738499562129
ACH-000601,-0.5375755977269999
ACH-000604,-0.480589022245
ACH-000605,-0.241393256521
ACH-000606,-0.332367551822
ACH-000608,-0.43624663317100004
ACH-000614,-0.319729875544
ACH-000616,-0.166898901402
ACH-000618,-0.343224800612
ACH-000619,-0.42717691433300004
ACH-000620,-0.492666874094
ACH-000621,-0.515013402411
ACH-000622,-0.36408081756899996
ACH-000623,-0.511239858102
ACH-000624,-0.383028915842
ACH-000627,-0.42013377560500004
ACH-000630,-0.503907808928
ACH-000632,-0.310057332851
ACH-000633,-0.8116249593529999
ACH-000637,-0.483594733576
ACH-000638,-0.465239741504
ACH-000646,-0.35540098736599995
ACH-000647,-0.37927578690700003
ACH-000648,-0.658083210652
ACH-000649,-0.374320578364
ACH-000651,-0.22589184426199999
ACH-000652,-0.151267471638
ACH-000653,-0.339391496676
ACH-000657,-0.502173888368
ACH-000658,-0.433424385862
ACH-000661,-0.441660685826
ACH-000662,-0.585603418221
ACH-000663,-0.27460242470699997
ACH-000665,-0.6941525269650001
ACH-000671,-0.524405723714
ACH-000673,-0.46500819828699996
ACH-000676,-0.314468345593
ACH-000677,-0.452465439683
ACH-000681,-0.293149531827
ACH-000682,-0.395012977825
ACH-000683,-0.37944272223399994
ACH-000684,-0.44866526600100004
ACH-000688,-0.208624066224
ACH-000693,-0.420791077286
ACH-000694,-0.283513760462
ACH-000695,-0.473704102724
ACH-000696,-0.478253243562
ACH-000697,-0.408009573543
ACH-000699,-0.645454454836
ACH-000701,-0.503078458789
ACH-000706,-0.44535361206999996
ACH-000711,-0.350582005322
ACH-000713,-0.43684252028399995
ACH-000714,-0.45995149781000005
ACH-000718,-0.315172953727
ACH-000720,-0.423191521403
ACH-000721,-0.552788934319
ACH-000724,-0.255229692056
ACH-000725,-0.37337008379500003
ACH-000732,-0.317739352869
ACH-000734,-0.490667464486
ACH-000735,-0.333790739926
ACH-000736,-0.622658239196
ACH-000738,-0.285868883096
ACH-000746,-0.41052718973200003
ACH-000747,-0.226425689769
ACH-000748,-0.497181994688
ACH-000753,-0.282881603042
ACH-000756,-0.7486070281980001
ACH-000757,-0.13915812800799998
ACH-000758,-0.310417302997
ACH-000760,-0.47226908043300003
ACH-000763,-0.38068145540700005
ACH-000764,-1.0435815017299999
ACH-000765,-0.253483205851
ACH-000766,-0.39396978384000003
ACH-000767,-0.32304033719999997
ACH-000768,-0.39573935467200005
ACH-000769,-0.463258819093
ACH-000770,-0.48432763844300003
ACH-000771,-0.422153613029
ACH-000773,-0.600413675464
ACH-000776,-0.38108118540200003
ACH-000777,-0.40210486954400004
ACH-000778,-0.349869104392
ACH-000781,-0.47456096328599995
ACH-000782,-0.3305238175
ACH-000783,-0.498713863665
ACH-000784,-0.251104812127
ACH-000785,-0.581383689844
ACH-000787,-0.443035702996
ACH-000788,-0.409854257424
ACH-000791,-0.49219124282
ACH-000792,-0.601910515272
ACH-000794,-0.544275504308
ACH-000796,-0.43358124644100005
ACH-000799,-0.559573050883
ACH-000800,-0.4801856582399999
ACH-000802,-0.297245108474
ACH-000804,-0.4748488089399999
ACH-000805,-0.549654789139
ACH-000809,-0.263071052201
ACH-000810,0.0326509386411
ACH-000811,-0.6330214350310001
ACH-000817,-0.40707505399599997
ACH-000819,-0.496978459873
ACH-000820,-0.702626856671
ACH-000821,-0.6774008837250001
ACH-000822,-0.465050551534
ACH-000823,-0.309035804874
ACH-000824,-0.40651212129500003
ACH-000827,-0.520212876114
ACH-000829,-0.26683552740100003
ACH-000831,-0.521729716307
ACH-000832,-0.417685834079
ACH-000833,-0.539840744723
ACH-000834,-0.38219976334
ACH-000835,-0.432026694145
ACH-000836,-0.47418731560099997
ACH-000837,-0.26226376728399997
ACH-000838,-0.376994606823
ACH-000839,-0.46068797409900003
ACH-000840,-0.516720872866
ACH-000841,-0.442946510109
ACH-000843,-0.418198419082
ACH-000846,-0.390227039983
ACH-000847,-0.200895023462
ACH-000848,-0.476957286619
ACH-000849,-0.36871195405
ACH-000851,-0.471393714669
ACH-000855,-0.227229009821
ACH-000856,-0.532050395669
ACH-000858,-0.307257360065
ACH-000859,-0.51859084788
ACH-000861,-0.317487411517
ACH-000862,-0.297793844496
ACH-000865,-0.307331603642
ACH-000866,-0.43068300484300004
ACH-000867,-0.542679537734
ACH-000869,-0.423295379112
ACH-000872,-0.198120600741
ACH-000873,-0.487024301914
ACH-000876,-0.46084505879500004
ACH-000878,-0.584441622417
ACH-000880,-0.29640115450599996
ACH-000881,-0.316621488293
ACH-000882,-0.384832113797
ACH-000884,-0.26475182820500004
ACH-000885,-0.398539407205
ACH-000887,-0.512903506006
ACH-000888,-0.434518150713
ACH-000889,-0.18069445322900002
ACH-000890,-0.29075182335
ACH-000896,-0.31955800938900003
ACH-000898,-0.221938800324
ACH-000900,-0.575506001153
ACH-000901,-0.617893781042
ACH-000905,-0.336971316398
ACH-000906,-0.369208432254
ACH-000907,-0.34799982736699997
ACH-000910,-0.25130218841400004
ACH-000911,-0.397385160851
ACH-000912,-0.37216083988700005
ACH-000913,-0.236452620825
ACH-000915,-0.393274554416
ACH-000916,-0.547487971972
ACH-000917,-0.218851883178
ACH-000921,-0.416615612513
ACH-000924,-0.395160409305
ACH-000926,-0.427678489293
ACH-000928,-0.668822573859
ACH-000929,-0.8553783335590001
ACH-000932,-0.516365543129
ACH-000935,-0.320411877855
ACH-000936,-0.32611123403700004
ACH-000937,-0.37828699509900005
ACH-000938,-0.452872064596
ACH-000939,-0.562678006112
ACH-000941,-0.514514678767
ACH-000943,-0.325491608432
ACH-000946,-0.5620952090910001
ACH-000947,-0.398029348372
ACH-000948,-0.397551461135
ACH-000950,-0.398157034922
ACH-000953,-0.5445178798899999
ACH-000957,-0.706627443056
ACH-000958,-0.47863880778000006
ACH-000960,-0.451733573726
ACH-000963,-0.568094384334
ACH-000968,-0.19084579690200001
ACH-000969,-0.65217345059
ACH-000973,-0.295281515421
ACH-000974,-0.34865399637100003
ACH-000975,-0.36674963516099995
ACH-000976,-0.2500629498
ACH-000978,-1.0282688575499999
ACH-000980,-0.286074431986
ACH-000984,-0.479830837447
ACH-000986,-0.34757054827600004
ACH-000988,-0.24370560931999996
ACH-000993,-0.40869882344700004
ACH-000994,-0.498239930915
ACH-000996,-0.5212941566100001
ACH-001001,-0.447156827467
ACH-001020,-0.755444338592
ACH-001028,-0.38640702104999997
ACH-001031,-0.39773754044299997
ACH-001038,-0.368698983723
ACH-001048,-0.38090269612899996
ACH-001050,-0.582605058759
ACH-001053,-0.326589627033
ACH-001054,-0.283529370558
ACH-001061,-0.366990345475
ACH-001067,-0.45195604544699997
ACH-001075,-0.468539710336
ACH-001096,-0.22604763053100002
ACH-001128,-0.656368489276
ACH-001134,-0.554969679881
ACH-001151,-0.328730698203
ACH-001163,-0.222282585799
ACH-001164,-0.457702778764
ACH-001173,-0.5658096408609999
ACH-001183,-0.195213299901
ACH-001184,-0.405430246537
ACH-001190,-0.66863817628
ACH-001192,-0.0642950320594
ACH-001193,-0.275505453695
ACH-001196,-0.35977079103500004
ACH-001197,-0.503964187627
ACH-001205,-0.570330444904
ACH-001211,-0.466879228462
ACH-001212,-0.813456427916
ACH-001228,-0.583679622224
ACH-001232,-0.08935964247919999
ACH-001239,-0.329885629495
ACH-001274,-0.6191318899589999
ACH-001275,-0.399557597699
ACH-001277,-0.288971684731
ACH-001278,-0.29552535478
ACH-001280,-0.251454126028
ACH-001283,-0.280811660295
ACH-001289,-0.13453563284000003
ACH-001295,-0.38710948329800005
ACH-001300,-0.316974501794
ACH-001301,-0.352005911703
ACH-001302,-0.43428763683300003
ACH-001303,-0.058586185661599996
ACH-001306,-0.451851055467
ACH-001318,-0.5077180245399999
ACH-001322,-0.229893869791
ACH-001328,-0.657923370586
ACH-001332,-0.350718878948
ACH-001333,-0.554948018439
ACH-001336,-0.470778996808
ACH-001340,-0.53955099064
ACH-001346,-0.518027039483
ACH-001353,-0.39685535391000004
ACH-001354,-0.262935658846
ACH-001367,-0.417290595198
ACH-001368,-0.506481641433
ACH-001374,-0.735682824189
ACH-001375,-0.43357271702
ACH-001377,-0.310955879967
ACH-001380,-0.47310753057
ACH-001391,-0.5265629699509999
ACH-001407,-0.399244072153
ACH-001408,-0.289618627999
ACH-001413,-0.621206192975
ACH-001430,-0.257498163253
ACH-001431,-0.272960704571
ACH-001450,-0.564225993331
ACH-001496,-0.404102228508
ACH-001500,-0.48080802413
ACH-001521,-0.418073203859
ACH-001523,-0.386881458637
ACH-001532,-0.450708978925
ACH-001536,-0.461526433958
ACH-001550,-0.39509133978
ACH-001552,-0.42026574819
ACH-001554,-0.40425026957599997
ACH-001645,-0.45227658130099996
ACH-001654,-0.39030721145400005
ACH-001715,-0.382255460589
ACH-001735,-0.213872261649
ACH-001736,-0.438823611401
ACH-001737,-0.540462613107
ACH-001740,-0.490272107628
ACH-001745,-0.513092849581
ACH-001750,-0.602289559299
ACH-001765,-0.496207177131
ACH-001956,-0.438232515898
ACH-001957,-0.46544957636900003
