,EIF5AL1 (143244)
ACH-000614,-0.17391971903499998
ACH-000616,-0.155928666039
ACH-000618,-0.212679322861
ACH-000619,-0.47050713972900005
ACH-000620,-0.299931022614
ACH-000621,-0.429729224099
ACH-000622,-0.278229751312
ACH-000623,-0.578642605281
ACH-000624,-0.20892984437800002
ACH-000627,-0.355287871787
ACH-000630,-0.150501864158
ACH-000632,-0.374301951699
ACH-000633,-0.263427195402
ACH-000637,-0.15086123629599998
ACH-000638,-0.237773661983
ACH-000646,-0.665218445937
ACH-000647,-0.378810946247
ACH-000648,-0.387768752642
ACH-000649,-0.327135064252
ACH-000651,-0.124752312621
ACH-000652,-0.00051116040072
ACH-000653,-0.310698247036
ACH-000657,-0.310089942815
ACH-000658,-0.31311713661400004
ACH-000661,-0.454986554997
ACH-000662,-0.45978290046899994
ACH-000663,0.0507749211179
ACH-000665,-0.37752791232
ACH-000671,-0.673760114699
ACH-000673,-0.43703918690399995
ACH-000676,-0.49857342328000004
ACH-000677,0.0408808014524
ACH-000681,-0.36343959024000005
ACH-000682,-0.474880161534
ACH-000683,-0.389051422887
ACH-000684,-0.07720069026000001
ACH-000688,-0.258884347189
ACH-000693,-0.406610985292
ACH-000694,-0.349189467032
ACH-000695,-0.439423676263
ACH-000696,-0.40613550056500003
ACH-000697,-0.361774398157
ACH-000699,-0.199348297396
ACH-000701,-0.256941065328
ACH-000706,-0.329577692872
ACH-000711,-0.344104541736
ACH-000713,-0.33061176458
ACH-000714,-0.507131365238
ACH-000718,-0.29134217447099997
ACH-000720,-0.426112878332
ACH-000721,-0.47808573760399997
ACH-000724,-0.324658861507
ACH-000725,-0.43113925578699996
ACH-000732,-0.537730100346
ACH-000734,-0.42273670269100005
ACH-000735,-0.49694675547
ACH-000736,-0.191877083266
ACH-000738,-0.484280540583
ACH-000746,-0.026270638090800002
ACH-000747,-0.399835615432
ACH-000748,-0.40106345164000007
ACH-000753,-0.340305886462
ACH-000756,-0.33658881590499995
ACH-000757,-0.397449620269
ACH-000758,-0.462144607638
ACH-000760,-0.356833099145
ACH-000763,-0.171234597945
ACH-000764,-0.341508154756
ACH-000765,-0.354152022749
ACH-000766,-0.322542359297
ACH-000767,-0.305285786617
ACH-000768,-0.213860324028
ACH-000769,-0.30817935795
ACH-000770,-0.304994650963
ACH-000771,-0.111342837511
ACH-000773,-0.5537427779540001
ACH-000776,-0.505726325018
ACH-000777,-0.11174060311100001
ACH-000778,-0.201661033032
ACH-000781,-0.274301284614
ACH-000782,-0.288172861978
ACH-000783,-0.423482999718
ACH-000784,-0.341477541597
ACH-000785,-0.480686331379
ACH-000787,-0.332663116597
ACH-000788,-0.394736534198
ACH-000791,-0.124499461281
ACH-000792,-0.18392996991
ACH-000794,-0.175054454646
ACH-000796,-0.232152808391
ACH-000799,-0.257498418645
ACH-000800,-0.248568308052
ACH-000802,-0.38186862069
ACH-000804,0.022218582133299997
ACH-000805,-0.263178057384
ACH-000809,-0.5946010377650001
ACH-000810,0.23251829726700002
ACH-000811,-0.188923944664
ACH-000817,-0.620142227241
ACH-000819,-0.166837557771
ACH-000820,-0.547850245618
ACH-000821,-0.49895302881000003
ACH-000822,-0.7915917238600001
ACH-000823,-0.301974264351
ACH-000824,-0.43060776830799996
ACH-000827,-0.23219435777800002
ACH-000829,-0.330366803302
ACH-000831,-0.21593764693300002
ACH-000832,-0.122023353575
ACH-000833,-0.666280319882
ACH-000834,-0.349341292787
ACH-000835,-0.419109189762
ACH-000836,-0.257901677873
ACH-000837,-0.279350503935
ACH-000838,-0.296231148201
ACH-000839,-0.130932953274
ACH-000840,-0.127111652632
ACH-000841,-0.34507541846100004
ACH-000843,-0.35414827613899996
ACH-000846,-0.277325931655
ACH-000847,-0.909566729562
ACH-000848,-0.48631322571900004
ACH-000849,-0.23045795331099997
ACH-000851,-0.471604191678
ACH-000855,-0.376859388437
ACH-000856,-0.198675677504
ACH-000858,-0.24448708361699997
ACH-000859,-0.395651138608
ACH-000861,-0.274601969719
ACH-000862,-0.38440821459200003
ACH-000865,-0.353633480635
ACH-000866,-0.32243835764199996
ACH-000867,-0.314305543371
ACH-000869,-0.286145599475
ACH-000872,-0.34668854794
ACH-000873,-0.230444517467
ACH-000876,-0.25622455261300003
ACH-000878,-0.813962733241
ACH-000880,-0.38068145762199995
ACH-000881,-0.37435872471299997
ACH-000882,-0.396157956456
ACH-000884,-0.589621837699
ACH-000885,-0.177462317993
ACH-000887,-0.322709291053
ACH-000888,-0.49117184569
ACH-000889,-0.495458593736
ACH-000890,-0.318929117222
ACH-000896,-0.497949797408
ACH-000898,-0.05493209145269999
ACH-000900,-0.399433850479
ACH-000901,-0.0211306313688
ACH-000905,-0.494461071153
ACH-000906,-0.189091704289
ACH-000907,-0.416074875614
ACH-000910,-0.39218056963200004
ACH-000911,-0.171094757583
ACH-000912,-0.401163041904
ACH-000913,-0.20583684979400002
ACH-000915,-0.40367925285800005
ACH-000916,-1.18548936196
ACH-000917,-0.43753534478600004
ACH-000921,-0.08118343758089999
ACH-000924,-0.20076711222600002
ACH-000926,-0.536129354445
ACH-000928,-0.12799497881
ACH-000929,-0.121711296461
ACH-000932,-0.305939947674
ACH-000935,-0.376419620036
ACH-000936,-0.603845003406
ACH-000937,-0.326773633809
ACH-000938,-0.452039395273
ACH-000939,-0.336847197588
ACH-000941,-0.482769603018
ACH-000943,-0.37159796406900003
ACH-000946,-0.28652997809999997
ACH-000947,-0.246543569236
ACH-000948,-0.142287508356
ACH-000950,-0.12789062442
ACH-000953,-0.395645544789
ACH-000957,0.0336958692596
ACH-000958,-0.335093360361
ACH-000960,-0.381835556839
ACH-000963,-0.138176330365
ACH-000968,-0.22513842299800002
ACH-000969,-0.297378908195
ACH-000973,-0.329330778616
ACH-000974,-0.316479206122
ACH-000975,-0.5290812397510001
ACH-000976,-0.450113332833
ACH-000978,-0.26749189259100004
ACH-000980,-0.427737976276
ACH-000984,-0.165426397109
ACH-000986,-0.41280025409599996
ACH-000988,-0.09570730334079999
ACH-000993,-0.34659626662500004
ACH-000994,-0.280219005785
ACH-000996,-0.20774592059900002
ACH-001001,-0.429152023443
ACH-001020,-0.32708052329799997
ACH-001028,-0.497275227729
ACH-001031,-0.384738127799
ACH-001038,-0.39719165218
ACH-001048,-0.460091804137
ACH-001050,-0.397107764922
ACH-001053,-0.515319414443
ACH-001054,-0.28407347747
ACH-001061,-0.5242489635140001
ACH-001067,-0.28758008333900004
ACH-001075,-0.333156908797
ACH-001096,-0.130579058658
ACH-001128,-0.630917247737
ACH-001134,-0.12169687574799999
ACH-001151,-0.40416169469200003
ACH-001163,-0.565117542195
ACH-001164,-0.494214662325
ACH-001173,-0.282741878484
ACH-001183,-0.36296249200900005
ACH-001184,-0.1914489523
ACH-001190,-0.293294236654
ACH-001192,-0.158746939054
ACH-001193,-0.264310359954
ACH-001196,-0.372910818772
ACH-001197,-0.36865683461800003
ACH-001205,-0.137765898399
ACH-001211,-0.46707932877999997
ACH-001212,-0.416636963689
ACH-001228,-0.193975242739
ACH-001232,-0.55355991888
ACH-001239,-0.413668703605
ACH-001274,-0.206956294197
ACH-001275,-0.16336916544900001
ACH-001277,-0.21325384093400002
ACH-001278,0.0348044038773
ACH-001280,-0.295373370999
ACH-001283,-0.5502288225199999
ACH-001289,-0.233820376892
ACH-001295,-0.41735779135300005
ACH-001300,-0.765254651193
ACH-001301,-0.38543617502599997
ACH-001302,-0.382429310972
ACH-001303,-0.158728979962
ACH-001306,-0.33259030516800003
ACH-001318,-0.597480543705
ACH-001322,-0.406838268305
ACH-001328,-0.46997170641099995
ACH-001332,-0.563010036048
ACH-001333,-0.308650337022
ACH-001336,-0.187564533182
ACH-001340,-0.34864327714599996
ACH-001346,-0.24818755432300002
ACH-001353,-0.255754397932
ACH-001354,-0.366687082653
ACH-001367,-0.501598446678
ACH-001368,-0.283509954844
ACH-001374,-0.203122867362
ACH-001375,-0.34729037935900003
ACH-001377,-0.285550453256
ACH-001380,-0.164703159627
ACH-001391,-0.428875557228
ACH-001407,-0.325591540623
ACH-001408,-0.5848605199970001
ACH-001413,-0.42714614702500003
ACH-001430,-0.12274439125900001
ACH-001431,-0.416943166036
ACH-001450,-0.0911376304163
ACH-001496,-0.136964138849
ACH-001500,-0.378786783241
ACH-001521,-0.46495696764399996
ACH-001523,-0.382782064174
ACH-001532,-0.2806044927
ACH-001536,-0.0879063664675
ACH-001550,-0.423539092357
ACH-001552,-0.41916162237300003
ACH-001554,-0.106323125132
ACH-001645,-0.311530973301
ACH-001654,-0.369494933943
ACH-001715,-0.06374350593019999
ACH-001735,-0.346781397402
ACH-001736,-0.301272715436
ACH-001737,-0.10117696861400001
ACH-001740,-0.15184889255
ACH-001745,-0.0716698164063
ACH-001750,-0.31692555126899996
ACH-001765,-0.46076836629199996
ACH-001956,-0.198089334285
ACH-001957,-0.28495122016999996
