,ATP5J2 (9551)
ACH-000488,-0.745170215182
ACH-000490,-0.728514365028
ACH-000491,-0.631971981396
ACH-000495,-0.598831201455
ACH-000496,-0.607835470786
ACH-000499,-0.855768539941
ACH-000500,-0.892007199005
ACH-000502,-0.874111763475
ACH-000503,-0.619953709494
ACH-000505,-0.556787009064
ACH-000507,-0.73745701486
ACH-000510,-0.640302382974
ACH-000511,-0.5806670893720001
ACH-000512,-0.29227682748000006
ACH-000516,-0.78984851383
ACH-000517,-0.819577148225
ACH-000518,-0.707710213296
ACH-000520,-0.8157441511310001
ACH-000521,-0.870231819511
ACH-000522,-0.8537713549420001
ACH-000524,-0.731557220997
ACH-000527,-1.04757400755
ACH-000528,-0.8540779817820001
ACH-000537,-0.93625514972
ACH-000541,-0.75890966488
ACH-000542,-0.7440571428399999
ACH-000544,-0.7812119320190001
ACH-000545,-0.787546041683
ACH-000547,-1.25480520444
ACH-000548,-0.459620613881
ACH-000549,-0.7933183040970001
ACH-000550,-0.7155592031839999
ACH-000552,-0.8005592561429999
ACH-000556,-1.0623353252299998
ACH-000557,-0.7208564794069999
ACH-000570,-0.663898937783
ACH-000571,-0.607351097623
ACH-000573,-0.6784147333230001
ACH-000576,-0.591817988429
ACH-000580,-0.7851031386409999
ACH-000584,-1.0610053557799999
ACH-000585,-0.716228600546
ACH-000588,-0.9536362109819999
ACH-000589,-0.765726185913
ACH-000591,-0.742525075616
ACH-000593,-1.12403047713
ACH-000600,-0.812280755904
ACH-000601,-0.570565243009
ACH-000604,-0.561580912978
ACH-000605,-0.7259200672120001
ACH-000606,-0.844660074259
ACH-000608,-0.794339535287
ACH-000614,-0.828190066036
ACH-000616,-0.750105254083
ACH-000618,-0.977385289464
ACH-000619,-0.8116086963420001
ACH-000620,-0.774902546542
ACH-000621,-0.7530880628769999
ACH-000622,-0.868422275068
ACH-000623,-0.616434398491
ACH-000624,-0.855752184749
ACH-000627,-0.681251202183
ACH-000630,-1.06443190513
ACH-000632,-0.8928693734250001
ACH-000633,-0.949322037235
ACH-000637,-0.814150670131
ACH-000638,-0.7358092086370001
ACH-000646,-0.9138703178540001
ACH-000647,-0.694920864021
ACH-000648,-0.49159974694700004
ACH-000649,-0.661464134273
ACH-000651,-0.9297687188689999
ACH-000652,-0.7118196592209999
ACH-000653,-0.8990344270039999
ACH-000657,-0.896740308603
ACH-000658,-0.761714321347
ACH-000661,-0.6938187043269999
ACH-000662,-1.0664025260299999
ACH-000663,-0.801968779368
ACH-000665,-0.451706378078
ACH-000671,-0.85931400486
ACH-000673,-0.759306852873
ACH-000676,-0.715279352341
ACH-000677,-0.8363435392309999
ACH-000681,-0.775835884202
ACH-000682,-0.853547201807
ACH-000683,-1.1011941278200001
ACH-000684,-0.817820351812
ACH-000688,-0.621297451897
ACH-000693,-0.8679621166570001
ACH-000694,-1.03997648639
ACH-000695,-0.85901596905
ACH-000696,-0.860862919977
ACH-000697,-0.644248037512
ACH-000699,-0.7238381901369999
ACH-000701,-0.7983832419760001
ACH-000706,-0.94939076331
ACH-000711,-0.66867683709
ACH-000713,-0.618981791977
ACH-000714,-0.488611797663
ACH-000718,-0.612882976295
ACH-000720,-0.911531640105
ACH-000721,-0.914302474707
ACH-000724,-0.538247232558
ACH-000725,-1.0485971207
ACH-000732,-0.675094505396
ACH-000734,-1.15071744624
ACH-000735,-0.743203133277
ACH-000736,-0.776255737213
ACH-000738,-1.1286992547799999
ACH-000746,-1.0014431991600001
ACH-000747,-0.9190402018799999
ACH-000748,-0.530680805407
ACH-000753,-0.870674307819
ACH-000756,-0.480601628429
ACH-000757,-0.893587260545
ACH-000758,-0.804958235661
ACH-000760,-0.7782968367059999
ACH-000763,-0.804032679535
ACH-000764,-0.8505011571359999
ACH-000765,-0.851857815952
ACH-000766,-0.857604118205
ACH-000767,-0.815890463445
ACH-000768,-0.710266275488
ACH-000769,-0.904229176547
ACH-000770,-0.646637812071
ACH-000771,-0.810254189373
ACH-000773,-0.525183251116
ACH-000776,-0.625772350717
ACH-000777,-0.531483152541
ACH-000778,-1.03571723028
ACH-000781,-0.907837480211
ACH-000782,-0.786876988925
ACH-000783,-0.863304582534
ACH-000784,-0.92857456354
ACH-000785,-0.905370103339
ACH-000787,-0.848986842107
ACH-000788,-0.729939879198
ACH-000791,-0.743231950556
ACH-000792,-0.467159076996
ACH-000794,-0.448327961535
ACH-000796,-0.7227471169859999
ACH-000799,-0.950834610395
ACH-000800,-0.767406466451
ACH-000802,-0.825119282388
ACH-000804,-0.802229952476
ACH-000805,-0.723612014046
ACH-000809,-0.955137799564
ACH-000810,-0.5030340571149999
ACH-000811,-0.8283278741150001
ACH-000817,-0.523755956245
ACH-000819,-0.717086055144
ACH-000820,-0.930417198222
ACH-000821,-0.830386829541
ACH-000822,-0.518921704876
ACH-000823,-0.8093867862909999
ACH-000824,-0.938641797937
ACH-000827,-0.501869273884
ACH-000829,-0.6219858394100001
ACH-000831,-0.953689657707
ACH-000832,-0.7260849393440001
ACH-000833,-0.854107291042
ACH-000834,-0.901493399681
ACH-000835,-0.657055815477
ACH-000836,-0.771431195039
ACH-000837,-0.728223474101
ACH-000838,-0.512547663256
ACH-000839,-0.681135910469
ACH-000840,-0.7568904594920001
ACH-000841,-0.811976168979
ACH-000843,-0.820137311346
ACH-000846,-0.648598169185
ACH-000847,-1.00482020877
ACH-000848,-0.884464343243
ACH-000849,-0.86835471187
ACH-000851,-0.8063165414460001
ACH-000855,-0.754877112665
ACH-000856,-0.715091673837
ACH-000858,-0.878205120632
ACH-000859,-0.52267962354
ACH-000861,-0.866864215172
ACH-000862,-1.0608043892399999
ACH-000865,-0.714508930413
ACH-000866,-0.8210040272139999
ACH-000867,-1.0314589528799998
ACH-000869,-1.07505453194
ACH-000872,-0.402739990316
ACH-000873,-1.00237779086
ACH-000876,-0.968062676777
ACH-000878,-0.659208363416
ACH-000880,-0.8104587952869999
ACH-000881,-0.7018221864049999
ACH-000882,-0.686171620338
ACH-000884,-0.645052187113
ACH-000885,-0.7889544929819999
ACH-000887,-0.70958680661
ACH-000888,-0.8115621230660001
ACH-000889,-1.05901724334
ACH-000890,-0.643321448881
ACH-000896,-0.7866598664159999
ACH-000898,-0.802205232305
ACH-000900,-0.8319180676100001
ACH-000901,-0.826872842467
ACH-000905,-0.665301190858
ACH-000906,-0.7571167668109999
ACH-000907,-0.6073994500600001
ACH-000910,-1.3625631677899999
ACH-000911,-0.770403833424
ACH-000912,-0.769814497751
ACH-000913,-0.7572428450830001
ACH-000915,-0.8518597483589999
ACH-000916,-0.397257245201
ACH-000917,-0.884267752764
ACH-000921,-0.752898598397
ACH-000924,-1.1025751395999999
ACH-000926,-0.884060903572
ACH-000928,-1.21171529646
ACH-000929,-0.803502681824
ACH-000932,-0.80181695606
ACH-000935,-0.8241625938079999
ACH-000936,-0.80356320704
ACH-000937,-0.9279762470909999
ACH-000938,-0.803284155283
ACH-000939,-0.775324000252
ACH-000941,-0.841489800123
ACH-000943,-0.906149940721
ACH-000946,-0.8397961981209999
ACH-000947,-0.944455272464
ACH-000948,-0.8741488829899999
ACH-000950,-0.93114067025
ACH-000953,-0.7547635785250001
ACH-000957,-0.67276372299
ACH-000958,-0.674807076222
ACH-000960,-0.903879869588
ACH-000963,-0.939024410372
ACH-000968,-0.825052992922
ACH-000969,-0.9449770326610001
ACH-000973,-0.58885650436
ACH-000974,-0.7144958494670001
ACH-000975,-1.02762688131
ACH-000976,-0.668656051343
ACH-000978,-0.690026681059
ACH-000980,-0.9088713434610001
ACH-000984,-0.762466891576
ACH-000986,-0.637582421298
ACH-000988,-0.6098971200559999
ACH-000993,-0.445719437159
ACH-000994,-1.12192488879
ACH-000996,-0.693599983155
ACH-001001,-1.0069123099200001
ACH-001020,-0.804964949004
ACH-001028,-0.710961099199
ACH-001031,-1.31977549481
ACH-001038,-0.744335762493
ACH-001048,-0.888490144225
ACH-001050,-0.7299356295649999
ACH-001053,-0.9484853084479999
ACH-001054,-0.568204148141
ACH-001061,-0.762901073851
ACH-001067,-0.85985817098
ACH-001075,-0.878658924879
ACH-001096,-0.55675525457
ACH-001128,-0.627733761743
ACH-001134,-0.561225426183
ACH-001151,-0.7031098485160001
ACH-001163,-0.8987881949079999
ACH-001164,-0.709931886223
ACH-001173,-0.7992764462980001
ACH-001183,-0.709671433029
ACH-001184,-0.802264170399
ACH-001190,-0.767730905017
ACH-001192,-0.7741343545739999
ACH-001193,-0.7786756619699999
ACH-001196,-0.830794027729
ACH-001197,-0.646132702848
ACH-001205,-0.5977186053920001
ACH-001211,-0.631615019059
ACH-001212,-0.9031730283230001
ACH-001228,-0.803052257168
ACH-001232,-0.57070988374
ACH-001239,-0.994490416219
ACH-001274,-0.79559634504
ACH-001275,-0.440989201773
ACH-001277,-0.6168400434669999
ACH-001278,-0.700413391954
ACH-001280,-0.8064424534990001
ACH-001283,-0.9014913739229999
ACH-001289,-0.65867643581
ACH-001295,-0.659313045239
ACH-001300,-0.5873273059040001
ACH-001301,-0.644199842605
ACH-001302,-0.818755739041
ACH-001303,-0.648608279164
ACH-001306,-0.741205950415
ACH-001318,-0.892745182738
ACH-001322,-0.766315091754
ACH-001328,-0.48333495380400004
ACH-001332,-0.7942574933319999
ACH-001333,-0.8057306737819999
ACH-001336,-0.668112306158
ACH-001340,-0.734456698154
ACH-001346,-0.523041704208
ACH-001353,-0.652932388507
ACH-001354,-0.471106617472
ACH-001367,-0.6899454999719999
ACH-001368,-0.529870130609
ACH-001374,-1.11912378466
ACH-001375,-0.836157969777
ACH-001377,-0.869064993002
ACH-001380,-0.9529926912729999
ACH-001391,-0.533951916043
ACH-001407,-0.541348507705
ACH-001408,-0.677663963198
ACH-001413,-0.741602303782
ACH-001430,-0.994278687572
ACH-001431,-0.616846522437
ACH-001450,-0.703873209672
ACH-001496,-0.7294357620290001
ACH-001500,-0.809482100055
ACH-001521,-0.723860992938
ACH-001523,-1.0168911260100002
ACH-001532,-0.7645642966930001
ACH-001536,-0.775764289336
ACH-001550,-1.15233419872
ACH-001552,-0.8634723138529999
ACH-001554,-0.874909111164
ACH-001645,-0.66475864895
ACH-001654,-1.1036454341700002
ACH-001715,-0.787445130513
ACH-001735,-0.645824379562
ACH-001736,-0.742995682418
ACH-001737,-0.492162216172
ACH-001740,-0.804776975173
ACH-001745,-0.6634004101150001
ACH-001750,-0.834946647459
ACH-001765,-1.0131624483200001
ACH-001956,-0.400162404438
ACH-001957,-0.707984224413
