,GTF3A (2971)
ACH-000468,-0.795231039427
ACH-000469,-1.26806305494
ACH-000470,-1.07584170464
ACH-000471,-1.25503785549
ACH-000472,-0.925717308345
ACH-000473,-1.69680435433
ACH-000475,-1.2548582183499999
ACH-000476,-1.33111197534
ACH-000477,-1.82310198963
ACH-000480,-1.5409858564200003
ACH-000481,-1.03075195483
ACH-000483,-0.9858584066600001
ACH-000484,-1.51609914095
ACH-000485,-1.94437581896
ACH-000486,-1.35214475747
ACH-000487,-1.33006959922
ACH-000488,-1.5392115436000002
ACH-000490,-1.33953462957
ACH-000491,-0.873468300642
ACH-000495,-0.661350557192
ACH-000496,-1.4422268784299999
ACH-000499,-1.06576281022
ACH-000500,-0.775603615272
ACH-000502,-1.24070236827
ACH-000503,-1.6225808863999998
ACH-000505,-1.4669243490700001
ACH-000507,-1.4255102765399998
ACH-000510,-1.40994833556
ACH-000511,-1.48121280056
ACH-000512,-1.19298351462
ACH-000516,-1.5064804524000002
ACH-000517,-1.48674575491
ACH-000518,-1.40355315535
ACH-000520,-1.3084578436799998
ACH-000521,-1.72017490143
ACH-000522,-1.27107250707
ACH-000524,-1.0163928619299998
ACH-000527,-1.73922448312
ACH-000528,-1.13486721969
ACH-000537,-1.4326189390600002
ACH-000541,-1.5227170142
ACH-000542,-0.8976651683619999
ACH-000544,-1.35797464336
ACH-000545,-1.2474545447
ACH-000547,-1.67740261646
ACH-000548,-1.18631622813
ACH-000549,-1.34015466186
ACH-000550,-1.2060118366600001
ACH-000552,-1.10997378425
ACH-000556,-1.3630250008000002
ACH-000557,-1.33785143146
ACH-000570,-1.3625460115099999
ACH-000571,-1.19436661089
ACH-000573,-1.04612413508
ACH-000576,-1.52970587573
ACH-000580,-1.02243257838
ACH-000584,-1.13144261054
ACH-000585,-1.5271896568
ACH-000588,-1.15997865572
ACH-000589,-1.3566055487200002
ACH-000591,-1.31004607198
ACH-000593,-1.3515721324899999
ACH-000600,-1.6023402519
ACH-000601,-1.2411748575900001
ACH-000604,-1.347232529
ACH-000605,-1.48875927947
ACH-000606,-1.22351328455
ACH-000608,-0.955234960578
ACH-000614,-0.810726581377
ACH-000616,-1.58710639542
ACH-000618,-1.6364504571599998
ACH-000619,-1.14034331764
ACH-000620,-1.35879653704
ACH-000621,-1.6214337748700003
ACH-000622,-1.1037631609799998
ACH-000623,-1.40099493438
ACH-000624,-0.929100197818
ACH-000627,-0.969413728014
ACH-000630,-1.09836035581
ACH-000632,-1.3507722163100002
ACH-000633,-0.393785305952
ACH-000637,-1.50327267354
ACH-000638,-1.4672779280300001
ACH-000646,-1.49058043912
ACH-000647,-1.2990365078
ACH-000648,-1.2816353975299999
ACH-000649,-1.2080477648399999
ACH-000651,-1.4375741448600001
ACH-000652,-1.1654142057999999
ACH-000653,-1.3769528945899998
ACH-000657,-1.2873373931
ACH-000658,-1.3284449413600001
ACH-000661,-2.63656548548
ACH-000662,-1.1030500352200001
ACH-000663,-1.22531211287
ACH-000665,-1.63951168724
ACH-000671,-1.0720336719499999
ACH-000673,-1.37727483864
ACH-000676,-0.99446163919
ACH-000677,-1.8453148545500002
ACH-000681,-1.5127313288600002
ACH-000682,-0.8605697994679999
ACH-000683,-1.18113463441
ACH-000684,-1.2424423480600002
ACH-000688,-0.762628996376
ACH-000693,-1.2792377712899998
ACH-000694,-0.810611123932
ACH-000695,-0.981012252693
ACH-000696,-1.32666320777
ACH-000697,-1.00652660682
ACH-000699,-1.04372140317
ACH-000701,-1.05117099182
ACH-000706,-1.27045052766
ACH-000711,-1.36192899296
ACH-000713,-1.4805478806799999
ACH-000714,-1.27813454138
ACH-000718,-1.27694648844
ACH-000720,-0.8931974119030001
ACH-000721,-1.1875565665999999
ACH-000724,-1.6011619679
ACH-000725,-1.39719709141
ACH-000732,-1.2415553212000001
ACH-000734,-1.28942921067
ACH-000735,-1.1384828832
ACH-000736,-1.61227482752
ACH-000738,-1.52824554401
ACH-000746,-0.907346735078
ACH-000747,-1.3181208384799998
ACH-000748,-1.49400007282
ACH-000753,-1.31662601689
ACH-000756,-1.14213112829
ACH-000757,-1.25223614462
ACH-000758,-1.38611343021
ACH-000760,-1.48629053808
ACH-000763,-1.8645734885599998
ACH-000764,-1.1074926187
ACH-000765,-1.07902424027
ACH-000766,-1.35016544708
ACH-000767,-0.924150961611
ACH-000768,-1.61799511322
ACH-000769,-1.1570684711399999
ACH-000770,-0.9564987603039999
ACH-000771,-1.4458542961200003
ACH-000773,-0.947469883327
ACH-000776,-1.06268476955
ACH-000777,-1.3779860306
ACH-000778,-1.11817256578
ACH-000781,-1.4023845893900002
ACH-000782,-1.24319885112
ACH-000783,-0.916976876692
ACH-000784,-1.7177614865900002
ACH-000785,-0.57332815278
ACH-000787,-1.63635168285
ACH-000788,-1.05145049747
ACH-000791,-1.20025541938
ACH-000792,-1.10713734886
ACH-000794,-0.993450037434
ACH-000796,-1.16032703951
ACH-000799,-1.52148114361
ACH-000800,-1.8161766872099998
ACH-000802,-1.0730699975700002
ACH-000804,-1.12025044396
ACH-000805,-1.41448390868
ACH-000809,-0.9324595307100001
ACH-000810,-1.5408038743599999
ACH-000811,-1.42012886661
ACH-000817,-1.4001900822100002
ACH-000819,-1.42366643575
ACH-000820,-1.05313942515
ACH-000821,-1.9698808809400001
ACH-000822,-0.8741740165180001
ACH-000823,-1.23000533009
ACH-000824,-1.10852130798
ACH-000827,-1.35599908345
ACH-000829,-1.34568259984
ACH-000831,-1.45484466401
ACH-000832,-1.25325945349
ACH-000833,-1.0247652447700002
ACH-000834,-1.0618964898299998
ACH-000835,-1.29974890345
ACH-000836,-1.2864113086700002
ACH-000837,-1.26650264657
ACH-000838,-1.1161564501799999
ACH-000839,-1.19453756957
ACH-000840,-1.50828555357
ACH-000841,-1.35316385605
ACH-000843,-1.34460023357
ACH-000846,-1.1786071206
ACH-000847,-1.05931330043
ACH-000848,-0.934928285719
ACH-000849,-1.61779902238
ACH-000851,-1.1478621124200001
ACH-000855,-1.21435830922
ACH-000856,-1.31620699427
ACH-000858,-1.26402900177
ACH-000859,-1.31851315744
ACH-000861,-1.52742158009
ACH-000862,-1.19639263
ACH-000865,-1.31500157986
ACH-000866,-1.31132775964
ACH-000867,-1.30928416252
ACH-000869,-1.3381190942499999
ACH-000872,-2.01604156929
ACH-000873,-1.56078083954
ACH-000876,-2.2578910048
ACH-000878,-1.5889664629299998
ACH-000880,-1.501684725
ACH-000881,-1.54756120446
ACH-000882,-1.1496254739700003
ACH-000884,-1.35252329544
ACH-000885,-1.42494086808
ACH-000887,-1.34623010525
ACH-000888,-1.04567206336
ACH-000889,-1.1875027114399999
ACH-000890,-1.2594085977
ACH-000896,-1.07421248979
ACH-000898,-0.939602405393
ACH-000900,-1.3668443773199999
ACH-000901,-1.4581120875799998
ACH-000905,-1.3405023874700002
ACH-000906,-1.33343977776
ACH-000907,-1.5910554991699999
ACH-000910,-0.970523512392
ACH-000911,-1.02945250694
ACH-000912,-1.49269117791
ACH-000913,-1.1782929286100001
ACH-000915,-1.05375138855
ACH-000916,-1.44303856741
ACH-000917,-1.14837078185
ACH-000921,-1.30554393399
ACH-000924,-1.34224949931
ACH-000926,-1.1446292243
ACH-000928,-0.9437830251680001
ACH-000929,-1.47726229398
ACH-000932,-1.34348922721
ACH-000935,-1.38613557253
ACH-000936,-1.23693525802
ACH-000937,-1.24642892111
ACH-000938,-1.0687126573999999
ACH-000939,-1.88951403692
ACH-000941,-0.938867734719
ACH-000943,-1.48889025414
ACH-000946,-1.36809119251
ACH-000947,-1.58187838549
ACH-000948,-1.5330412822600001
ACH-000950,-1.37078000683
ACH-000953,-0.9301369426180001
ACH-000957,-1.34580152005
ACH-000958,-1.2547262192
ACH-000960,-0.981016247819
ACH-000963,-0.8425293620250001
ACH-000968,-0.9615896320559999
ACH-000969,-1.1819751279200001
ACH-000973,-1.3494067412200001
ACH-000974,-1.2661677954000001
ACH-000975,-1.52835938012
ACH-000976,-1.227004038
ACH-000978,-2.372263201
ACH-000980,-1.26800576654
ACH-000984,-1.82480582744
ACH-000986,-1.106290969
ACH-000988,-1.9459819888
ACH-000993,-1.4216206971399998
ACH-000994,-1.50976937458
ACH-000996,-0.9578548709829999
ACH-001001,-1.1954938673
ACH-001020,-1.0073277126200002
ACH-001028,-1.1876719742200001
ACH-001031,-0.715116066558
ACH-001038,-1.11766651364
ACH-001048,-1.25662685255
ACH-001050,-1.1528706955299999
ACH-001053,-1.1396857496
ACH-001054,-0.963859160785
ACH-001061,-1.31636805436
ACH-001067,-1.07545469758
ACH-001075,-1.3731178043
ACH-001096,-1.22051710998
ACH-001128,-1.17866807188
ACH-001134,-1.5709786395299998
ACH-001151,-1.34946730875
ACH-001163,-1.1079017026
ACH-001164,-1.6255026228799998
ACH-001173,-1.5024627276499998
ACH-001183,-1.20568544614
ACH-001184,-0.934857487979
ACH-001190,-1.34037008919
ACH-001192,-1.41551897574
ACH-001193,-1.87781183313
ACH-001196,-1.36879354811
ACH-001197,-1.0467354526000001
ACH-001205,-1.27624304713
ACH-001211,-1.15109426838
ACH-001212,-1.12849190148
ACH-001228,-1.7698385867400002
ACH-001232,-1.19016322374
ACH-001239,-1.03875043093
ACH-001274,-1.18859741786
ACH-001275,-1.47660942466
ACH-001277,-1.3618417972999999
ACH-001278,-1.37750368938
ACH-001280,-1.27765884514
ACH-001283,-1.25588911768
ACH-001289,-1.46043028553
ACH-001295,-1.40686087708
ACH-001300,-1.13511044821
ACH-001301,-1.32373687149
ACH-001302,-1.2477188376000001
ACH-001303,-1.18549484301
ACH-001306,-1.454948265
ACH-001318,-1.4780327242700002
ACH-001322,-1.4356352694799999
ACH-001328,-1.4586458717299997
ACH-001332,-1.07823980276
ACH-001333,-0.8492019891339999
ACH-001336,-1.5500960477
ACH-001340,-1.12321389234
ACH-001346,-1.3939530341600002
ACH-001353,-0.8801935470219999
ACH-001354,-1.13870377783
ACH-001367,-1.05417143129
ACH-001368,-1.20933446937
ACH-001374,-0.831619946989
ACH-001375,-0.941998422695
ACH-001377,-1.49751367771
ACH-001380,-1.46599347238
ACH-001391,-1.34963308076
ACH-001407,-0.886239872818
ACH-001408,-1.15765327952
ACH-001413,-1.29480540346
ACH-001430,-1.3911462470500002
ACH-001431,-1.56883610255
ACH-001450,-1.3699698599
ACH-001496,-1.1222974875
ACH-001500,-1.54583756192
ACH-001521,-1.05926293389
ACH-001523,-1.32223085416
ACH-001532,-1.27395160574
ACH-001536,-1.23139472089
ACH-001550,-0.775956959022
ACH-001552,-1.38684546113
ACH-001554,-1.33944331729
ACH-001645,-0.826892660722
ACH-001654,-1.3402100774299999
ACH-001715,-1.13892769332
ACH-001735,-1.2927580401899998
ACH-001736,-0.9981984331129999
ACH-001737,-2.10430284782
ACH-001740,-1.26801590784
ACH-001745,-1.3454487815600003
ACH-001750,-1.4663216682700002
ACH-001765,-0.781925257172
ACH-001956,-1.3834809930899998
ACH-001957,-1.6565641405899998
