,PDE6G (5148)
ACH-000334,-0.250791029173
ACH-000335,-0.291807842523
ACH-000336,-0.268322111824
ACH-000337,-0.09538720882139999
ACH-000339,-0.218962489381
ACH-000341,-0.21206918465100003
ACH-000348,-0.240472793094
ACH-000350,-0.112752464422
ACH-000352,-0.167640519459
ACH-000356,-0.06557562060790001
ACH-000361,-0.11881364955399999
ACH-000362,-0.173439496218
ACH-000363,-0.110433769505
ACH-000364,-0.158574540154
ACH-000365,-0.106185927778
ACH-000366,-0.09998756489060001
ACH-000368,0.114781365153
ACH-000374,-0.176339069619
ACH-000375,-0.402810272046
ACH-000376,-0.16851003190299998
ACH-000381,-0.18572894863400002
ACH-000383,-0.23034047134100002
ACH-000387,-0.135538859248
ACH-000389,-0.302869390469
ACH-000390,-0.0679190916962
ACH-000393,-0.144044930464
ACH-000395,-0.19257836175700002
ACH-000397,-0.15031270816700001
ACH-000401,0.09474524046319999
ACH-000402,-0.34816490798699995
ACH-000403,-0.335058411081
ACH-000404,-0.345588297622
ACH-000406,-0.101478354448
ACH-000407,-0.557585407248
ACH-000408,0.040486353630499995
ACH-000410,-0.130245644591
ACH-000411,-0.42514541376599996
ACH-000414,-0.34627389398100006
ACH-000415,-0.18535622305500002
ACH-000416,-0.20244180505999998
ACH-000420,-0.199775481062
ACH-000421,-0.24968047159899998
ACH-000424,-0.251018839316
ACH-000425,-0.222815372741
ACH-000426,-0.0584820836164
ACH-000427,-0.296722682546
ACH-000433,-0.31863046776099996
ACH-000436,0.0513966552812
ACH-000444,-0.158628617628
ACH-000445,-0.22036114203
ACH-000448,-0.0687555375823
ACH-000450,-0.504011289067
ACH-000452,-0.15325623236400002
ACH-000454,0.15385664653
ACH-000458,-0.018963925869
ACH-000459,-0.285448595368
ACH-000460,-0.22141329805999999
ACH-000461,-0.012577743759099999
ACH-000463,-0.100362501572
ACH-000464,-0.354072590458
ACH-000466,-0.07036553837939999
ACH-000467,-0.260813206871
ACH-000468,-0.260967797356
ACH-000469,-0.182985182487
ACH-000470,-0.541253771689
ACH-000471,-0.042641773650699995
ACH-000472,-0.0803845206042
ACH-000473,-0.218155757566
ACH-000475,-0.21603694163800002
ACH-000476,-0.09041505958650001
ACH-000477,-0.08948647202360001
ACH-000480,-0.0244292472077
ACH-000481,-0.075049983515
ACH-000483,-0.250793438591
ACH-000484,-0.23694088460700002
ACH-000485,-0.337197081902
ACH-000486,-0.12909797055199998
ACH-000487,-0.191979349452
ACH-000488,-0.177330798517
ACH-000490,-0.08603000895469999
ACH-000491,0.0759256562463
ACH-000495,-0.0513269651621
ACH-000496,-0.15537544642
ACH-000499,-0.044199036835599996
ACH-000500,-0.49498527921700003
ACH-000502,-0.12398862163899999
ACH-000503,-0.43058472317100005
ACH-000505,-0.137248079471
ACH-000507,0.000891499263033
ACH-000510,-0.141449912645
ACH-000511,-0.359449344283
ACH-000512,-0.35147059264499997
ACH-000516,0.038893183933599994
ACH-000517,-0.0480372977585
ACH-000518,-0.10096113274499999
ACH-000520,-0.0913159671871
ACH-000521,-0.49150480294699994
ACH-000522,-0.08035821513880001
ACH-000524,-0.0373669739876
ACH-000527,-0.20537984779100002
ACH-000528,0.0767654960906
ACH-000537,-0.291942632322
ACH-000541,-0.13454166604599999
ACH-000542,-0.21021483033500002
ACH-000544,-0.387794015463
ACH-000545,-0.139528358331
ACH-000547,0.0839705768421
ACH-000548,-0.119995467561
ACH-000549,-0.326955964734
ACH-000550,-0.314498895034
ACH-000552,-0.321854061888
ACH-000556,-0.144846698552
ACH-000557,0.104526398203
ACH-000570,-0.242816182103
ACH-000571,-0.346050309218
ACH-000573,-0.0338096642982
ACH-000576,0.031339295552400004
ACH-000580,-0.37716249935699997
ACH-000584,-0.107083685525
ACH-000585,-0.035234005748
ACH-000588,-0.19978877141600002
ACH-000589,-0.0886591430131
ACH-000591,-0.184465581065
ACH-000593,-0.247156487632
ACH-000600,-0.22998139244000002
ACH-000601,-0.351614288073
ACH-000604,-0.220889799322
ACH-000605,-0.18615883578499998
ACH-000606,-0.262024921135
ACH-000608,-0.176782873767
ACH-000614,0.0138474108833
ACH-000616,-0.391058751629
ACH-000618,-0.056962842121
ACH-000619,-0.17689298611600002
ACH-000620,0.00690593342745
ACH-000621,-0.290168242431
ACH-000622,-0.39937996000200005
ACH-000623,-0.297692779291
ACH-000624,-0.0612342775415
ACH-000627,-0.041280865704900006
ACH-000630,-0.27571594702700003
ACH-000632,-0.24579846620999998
ACH-000633,-0.304901037245
ACH-000637,-0.0702255035833
ACH-000638,-0.102186970592
ACH-000646,-0.397630280722
ACH-000647,-0.256232328693
ACH-000648,-0.219200655723
ACH-000649,-0.25578620469999996
ACH-000651,-0.0496966177135
ACH-000652,-0.265080125276
ACH-000653,-0.0159676243663
ACH-000657,-0.138524838737
ACH-000658,-0.0103435393137
ACH-000661,-0.16495880948
ACH-000662,-0.46868953479599995
ACH-000663,-0.243341813052
ACH-000665,-0.205653583405
ACH-000671,-0.280995561354
ACH-000673,-0.313042299711
ACH-000676,-0.18464840251200001
ACH-000677,-0.130150674376
ACH-000681,-0.353052153517
ACH-000682,-0.161571198605
ACH-000683,-0.014597958900299999
ACH-000684,-0.0787975533456
ACH-000688,-0.349909059885
ACH-000693,-0.182784571235
ACH-000694,-0.101113280608
ACH-000695,-0.208472182751
ACH-000696,-0.07002365732719999
ACH-000697,-0.38680397475999995
ACH-000699,-0.104975549552
ACH-000701,-0.0347173239207
ACH-000706,-0.124754460473
ACH-000711,-0.20085742662099998
ACH-000713,-0.023280436413599996
ACH-000714,-0.13412498428300001
ACH-000718,-0.26374971441100004
ACH-000720,-0.312708687956
ACH-000721,-0.156932494315
ACH-000724,-0.016818738545600002
ACH-000725,-0.164021349368
ACH-000732,-0.230823413556
ACH-000734,-0.152746768309
ACH-000735,-0.04390796837119999
ACH-000736,-0.429022953395
ACH-000738,-0.030997737217599998
ACH-000746,0.121077967903
ACH-000747,-0.197181217287
ACH-000748,-0.123298554396
ACH-000753,-0.0561355764785
ACH-000756,0.0529942975085
ACH-000757,0.030054872145199998
ACH-000758,-0.0770904244315
ACH-000760,-0.17978461087699998
ACH-000763,0.012229949604599999
ACH-000764,0.0834162706972
ACH-000765,-0.304246439053
ACH-000766,-0.194958242498
ACH-000767,0.0964815774298
ACH-000768,-0.24209908721
ACH-000769,-0.0213872367389
ACH-000770,-0.12882075147
ACH-000771,-0.056871647838099997
ACH-000773,-0.223018650609
ACH-000776,-0.178152526655
ACH-000777,-0.0663917866423
ACH-000778,-0.244283167641
ACH-000781,-0.16706480907500001
ACH-000782,-0.240488853641
ACH-000783,-0.388088247051
ACH-000784,-0.150859522563
ACH-000785,-0.0820422999022
ACH-000787,-0.132524167833
ACH-000788,0.029294760409900002
ACH-000791,-0.163277198551
ACH-000792,-0.326565925081
ACH-000794,-0.11243398234200001
ACH-000796,-0.218260072185
ACH-000799,-0.07257328701969999
ACH-000800,-0.00912163040441
ACH-000802,-0.108942814626
ACH-000804,-0.024352070457599996
ACH-000805,-0.10816905594000001
ACH-000809,-0.158129631573
ACH-000810,-0.47483350878499997
ACH-000811,-0.313879751127
ACH-000817,-0.346930062651
ACH-000819,-0.10592579399900001
ACH-000820,-0.105253798725
ACH-000821,-0.0069565516677
ACH-000822,-0.272952098224
ACH-000823,-0.188180110466
ACH-000824,-0.144591317132
ACH-000827,-0.363259985871
ACH-000829,-0.290912095867
ACH-000831,-0.0470209640761
ACH-000832,-0.250100851416
ACH-000833,-0.332091384389
ACH-000834,-0.07162074197889999
ACH-000835,-0.0432563106141
ACH-000836,-0.11469477085100001
ACH-000837,0.018723993973
ACH-000838,-0.179025560416
ACH-000839,-0.41544760907399997
ACH-000840,0.0818601544029
ACH-000841,-0.302515155771
ACH-000843,-0.0172228066088
ACH-000846,-0.448856121128
ACH-000847,-0.203470186806
ACH-000848,-0.194276726421
ACH-000849,-0.124867228685
ACH-000851,-0.141748755925
ACH-000855,-0.187185694084
ACH-000856,-0.0300065311615
ACH-000858,-0.132274818395
ACH-000859,-0.08915840669849999
ACH-000861,0.08886386645950001
ACH-000862,0.00475793884426
ACH-000865,-0.126093305802
ACH-000866,-0.161851740479
ACH-000867,-0.14996216941600002
ACH-000869,-0.0622030169857
ACH-000872,-0.126879637018
ACH-000873,0.0584267933864
ACH-000876,-0.0537913509311
ACH-000878,-0.106158547668
ACH-000880,-0.44886711104800003
ACH-000881,-0.22930819368799998
ACH-000882,-0.146539861242
ACH-000884,-0.175138457041
ACH-000885,-0.06884418748089999
ACH-000887,-0.134572598184
ACH-000888,-0.19795358283199999
ACH-000889,-0.12244558493100001
ACH-000890,-0.059394295031699997
ACH-000896,-0.08615175958049999
ACH-000898,-0.0715643607963
ACH-000900,-0.180812363521
ACH-000901,-0.0739170680395
ACH-000905,-0.0809533723157
ACH-000906,-0.0396967303255
ACH-000907,-0.065065828926
ACH-000910,-0.14941651440099998
ACH-000911,-0.17050792567899997
ACH-000912,-0.18104412830400002
ACH-000913,-0.15759916797499998
ACH-000915,-0.00579565727798
ACH-000916,-0.276241726012
ACH-000917,-0.105581948975
ACH-000921,-0.323909137427
ACH-000924,-0.105019528881
ACH-000926,-0.325988896011
ACH-000928,-0.200995862705
ACH-000929,-0.243271092123
ACH-000932,-0.338698293389
ACH-000935,0.036829316643199994
ACH-000936,-0.07113786826810001
ACH-000937,-0.204550730747
ACH-000938,0.125316871117
ACH-000939,-0.159236881492
ACH-000941,-0.358175621754
ACH-000943,-0.12212613803200001
ACH-000946,-0.272941476396
ACH-000947,-0.203917182897
ACH-000948,0.051726115078
ACH-000950,0.03518669139
ACH-000953,-0.352086774496
ACH-000957,-0.206442070029
ACH-000958,-0.34704168928900003
ACH-000960,-0.053796920553
ACH-000963,-0.30361520957
ACH-000968,-0.08196401015
ACH-000969,-0.169835119463
ACH-000973,-0.298929716864
ACH-000974,-0.37270512016699997
ACH-000975,-0.093160017229
ACH-000976,-0.0283862202662
ACH-000978,-0.0544539305349
ACH-000980,-0.068798789881
ACH-000984,-0.04095014382769999
ACH-000986,-0.0071926662427
ACH-000988,-0.324730883283
ACH-000993,-0.205904432528
ACH-000994,-0.166991217355
ACH-000996,-0.257147614358
ACH-001001,-0.161941441889
ACH-001020,-0.111669225001
ACH-001028,-0.24694583815699997
ACH-001031,-0.155228512827
ACH-001038,-0.215152521705
ACH-001048,-0.0456958183907
ACH-001050,-0.30754503120099996
ACH-001053,-0.164387166007
ACH-001054,-0.0738267640659
ACH-001061,-0.057828575292
ACH-001067,-0.37439249091
ACH-001075,-0.13896573653
ACH-001096,-0.436121304836
ACH-001128,-0.408365103482
ACH-001134,-0.260596326281
ACH-001151,-0.0705856458909
ACH-001163,-0.256098030727
ACH-001164,0.0757604379141
ACH-001173,-0.0115366509699
ACH-001183,-0.165410588335
ACH-001184,-0.163105422056
ACH-001190,-0.181463320871
ACH-001192,-0.135640731105
ACH-001193,-0.246490282734
ACH-001196,-0.28942748077
ACH-001197,-0.205618134452
ACH-001205,-0.183090645987
ACH-001211,-0.23575184633699997
ACH-001212,-0.319795090346
ACH-001228,-0.160257772775
ACH-001232,-0.166756260666
ACH-001239,-0.36528838885399995
ACH-001274,-0.347533391465
ACH-001275,-0.217406692869
ACH-001277,-0.163537209466
ACH-001278,-0.17418872309
ACH-001280,-0.43244833182099995
ACH-001283,-0.210678985645
ACH-001289,-0.0135926446356
ACH-001295,-0.24865004123599999
ACH-001300,-0.12490583521700001
ACH-001301,-0.031622270422200005
ACH-001302,-0.0669411359025
ACH-001303,-0.273615482289
ACH-001306,-0.210245462112
ACH-001318,-0.07183740850669999
ACH-001322,-0.0583882203565
ACH-001328,-0.0355716587109
ACH-001332,-0.0107720763114
ACH-001333,-0.138395765919
ACH-001336,-0.0885454147304
ACH-001340,-0.280268983625
ACH-001346,-0.12997008521700001
ACH-001353,-0.23230640689399998
ACH-001354,-0.05007883788430001
ACH-001367,0.18750812954
ACH-001368,-0.20332628540999997
ACH-001374,-0.590094967938
ACH-001375,-0.160777976587
ACH-001377,-0.175832587134
ACH-001380,-0.148187570477
ACH-001391,-0.35009714370899997
ACH-001407,-0.08839914843930001
ACH-001408,-0.29858395721000003
ACH-001413,-0.268050898507
ACH-001430,0.03853288294169999
ACH-001431,-0.193006782531
ACH-001450,-0.151403299658
ACH-001496,0.00287562000264
ACH-001500,-0.160427693373
ACH-001521,-0.0339314839385
ACH-001523,-0.0924986150938
ACH-001532,-0.233886646496
ACH-001536,-0.124462186777
ACH-001550,-0.2303765461
ACH-001552,-0.0708896233874
ACH-001554,-0.189367128372
ACH-001645,-0.317766692733
ACH-001654,-0.25189896515
ACH-001715,-0.162793425945
ACH-001735,0.00985341062856
ACH-001736,0.19605477588599998
ACH-001737,-0.0524830060709
ACH-001740,-0.16338506284
ACH-001745,-0.0648776557561
ACH-001750,-0.402836075101
ACH-001765,-0.11933970844000001
ACH-001956,-0.314189787391
ACH-001957,-0.166133262549
