,DCXR (51181)
ACH-000281,-0.164276918487
ACH-000288,-0.197402175458
ACH-000291,-0.34476222904700005
ACH-000293,0.04396858678209999
ACH-000294,-0.1694655042
ACH-000295,-0.357074985859
ACH-000296,-0.304709505104
ACH-000302,-0.14787882808
ACH-000304,0.0730170191468
ACH-000307,-0.15587896952
ACH-000308,-0.131352656994
ACH-000310,-0.661043765991
ACH-000311,-0.298169673779
ACH-000312,-0.374975712393
ACH-000315,-0.0863290807638
ACH-000316,-0.148875491326
ACH-000317,-0.16934894735199998
ACH-000318,-0.183299283871
ACH-000319,-0.18444747617899998
ACH-000320,-0.196488826028
ACH-000322,-0.282428914151
ACH-000323,-0.255243461534
ACH-000324,-0.158400198648
ACH-000329,-0.259612970374
ACH-000330,-0.259823854846
ACH-000331,-0.042551470488
ACH-000332,-0.17563362852699999
ACH-000334,0.119281832563
ACH-000335,0.0010366188934600002
ACH-000336,-0.046655895664599996
ACH-000337,-0.302285463841
ACH-000339,-0.24362123002099997
ACH-000341,-0.302225428244
ACH-000348,-0.18900784825800002
ACH-000350,-0.135843703286
ACH-000352,-0.262798526495
ACH-000356,-0.140153162492
ACH-000361,-0.0605725631945
ACH-000362,-0.171286160075
ACH-000363,-0.0500709928613
ACH-000364,-0.09534017360819999
ACH-000365,0.011718313193600002
ACH-000366,-0.316992971525
ACH-000368,-0.0730404197831
ACH-000374,-0.34102711573399996
ACH-000375,-0.137858160717
ACH-000376,-0.0191764700416
ACH-000381,-0.12124432086300001
ACH-000383,-0.37233575791400003
ACH-000387,-0.0814077582147
ACH-000389,-0.103333263623
ACH-000390,-0.165282381749
ACH-000393,-0.370062858288
ACH-000395,-0.468033171892
ACH-000397,-0.26328315634
ACH-000401,-0.205445318841
ACH-000402,0.24483253355999998
ACH-000403,-0.246318229054
ACH-000404,0.034896150720099994
ACH-000406,-0.227774798194
ACH-000407,-0.306619280089
ACH-000408,-0.162885444989
ACH-000410,-0.0198980161718
ACH-000411,-0.117556936359
ACH-000414,-0.182502056352
ACH-000415,-0.146753989735
ACH-000416,-0.12684211799
ACH-000420,-0.217728756393
ACH-000421,-0.142105308968
ACH-000424,-0.26802387448000004
ACH-000425,-0.209906273427
ACH-000426,-0.143672828196
ACH-000427,-0.277492479325
ACH-000433,-0.364101177233
ACH-000436,-0.346340350582
ACH-000444,-0.138972749787
ACH-000445,-0.041794016703900004
ACH-000448,-0.10907104262700001
ACH-000450,-0.0963392876527
ACH-000452,-0.153715820423
ACH-000454,0.104189226577
ACH-000458,-0.24715810130399998
ACH-000459,-0.034983168916800006
ACH-000460,-0.197145257388
ACH-000461,0.00295267941738
ACH-000463,-0.143951861272
ACH-000464,-0.182087584703
ACH-000466,-0.315394280541
ACH-000467,-0.20522455474800003
ACH-000468,-0.18892126045200003
ACH-000469,-0.154570627594
ACH-000470,-0.250525977548
ACH-000471,-0.0689417452183
ACH-000472,-0.209303280501
ACH-000473,-0.0599504832201
ACH-000475,-0.13073295479699998
ACH-000476,-0.265251708639
ACH-000477,-0.114099916791
ACH-000480,-0.253400978175
ACH-000481,-0.07416759387739999
ACH-000483,-0.332507167931
ACH-000484,-0.0012917044503099999
ACH-000485,-0.441014049515
ACH-000486,-0.124310784621
ACH-000487,0.0072062038415
ACH-000488,-0.206034774978
ACH-000490,-0.186234511965
ACH-000491,-0.0687652992529
ACH-000495,0.103959109866
ACH-000496,-0.27123762595400003
ACH-000499,-0.028315278941700002
ACH-000500,-0.031358222240400004
ACH-000502,-0.18900057327
ACH-000503,0.0928077134329
ACH-000505,-0.225407644628
ACH-000507,-0.22464072016199998
ACH-000510,-0.10033647046199999
ACH-000511,-0.182473130605
ACH-000512,-0.0546347136319
ACH-000516,-0.121642053455
ACH-000517,-0.26921237864500003
ACH-000518,-0.269301926109
ACH-000520,-0.146164159991
ACH-000521,-0.077098845223
ACH-000522,-0.0575390590506
ACH-000524,-0.107915078172
ACH-000527,-0.11553166884400001
ACH-000528,-0.07449833917769999
ACH-000537,-0.265289892919
ACH-000541,-0.154105452076
ACH-000542,-0.12747195245200002
ACH-000544,0.09366801506689999
ACH-000545,-0.180191164122
ACH-000547,0.100622989974
ACH-000548,-0.243812332851
ACH-000549,-0.264529038039
ACH-000550,-0.339656045613
ACH-000552,-0.179339204812
ACH-000556,-0.27161463110100004
ACH-000557,-0.0811990230819
ACH-000570,0.0151950884112
ACH-000571,-0.15511122359500001
ACH-000573,-0.009229914581459999
ACH-000576,-0.488846207478
ACH-000580,-0.267175581147
ACH-000584,-0.150913126584
ACH-000585,-0.030508619715
ACH-000588,-0.130149818062
ACH-000589,-0.220828392468
ACH-000591,-0.362175488713
ACH-000593,-0.180737970696
ACH-000600,-0.160726266776
ACH-000601,-0.166844887577
ACH-000604,-0.0757644011186
ACH-000605,-0.289298045063
ACH-000606,-0.192003494472
ACH-000608,-0.242432213262
ACH-000614,-0.0661028508578
ACH-000616,-0.21308435807
ACH-000618,-0.14414671290699999
ACH-000619,-0.208995638464
ACH-000620,-0.0852822193046
ACH-000621,-0.245645745007
ACH-000622,-0.238300878893
ACH-000623,-0.290578062668
ACH-000624,-0.168517162664
ACH-000627,-0.20928346924400001
ACH-000630,-0.0928542766539
ACH-000632,-0.23083223369800002
ACH-000633,-0.286766504819
ACH-000637,-0.07485942662060001
ACH-000638,-0.28422583613
ACH-000646,-0.238933793586
ACH-000647,-0.240905257451
ACH-000648,-0.38449706756200003
ACH-000649,-0.198447965486
ACH-000651,-0.0882564664368
ACH-000652,0.0026978626562100005
ACH-000653,-0.21788545925299999
ACH-000657,-0.148927967295
ACH-000658,-0.232943168365
ACH-000661,-0.168858204289
ACH-000662,-0.26783479921799996
ACH-000663,-0.34056207976999997
ACH-000665,-0.107062225326
ACH-000671,-0.207017624929
ACH-000673,-0.323072314797
ACH-000676,-0.24185151279800002
ACH-000677,-0.0395961401439
ACH-000681,-0.211153469834
ACH-000682,-0.227565934967
ACH-000683,-0.142242113831
ACH-000684,-0.352032448441
ACH-000688,0.0314613458421
ACH-000693,-0.20781068492199997
ACH-000694,-0.053036326594000004
ACH-000695,0.0617916180013
ACH-000696,-0.143863889682
ACH-000697,-0.133782282408
ACH-000699,-0.27685528793999997
ACH-000701,-0.124033324612
ACH-000706,0.0180375516605
ACH-000711,-0.16649348386399998
ACH-000713,-0.189331092861
ACH-000714,-0.308507921946
ACH-000718,-0.46030490246100003
ACH-000720,-0.330551330246
ACH-000721,-0.190579757469
ACH-000724,-0.151398895312
ACH-000725,-0.140282176034
ACH-000732,-0.0371661683126
ACH-000734,-0.0790071432883
ACH-000735,-0.13171454947300001
ACH-000736,-0.0290511418884
ACH-000738,-0.17044610082800002
ACH-000746,-0.0995168575822
ACH-000747,-0.0277880600525
ACH-000748,-0.041472524926199995
ACH-000753,-0.147385299293
ACH-000756,0.08936562356069999
ACH-000757,-0.17236385639600002
ACH-000758,-0.151058257026
ACH-000760,-0.154045427288
ACH-000763,-0.09999264660060002
ACH-000764,-0.031905551713000004
ACH-000765,-0.195044099913
ACH-000766,-0.22143580516300002
ACH-000767,-0.166792560466
ACH-000768,-0.009401309314649999
ACH-000769,-0.23560331274799998
ACH-000770,-0.147043494119
ACH-000771,-0.0820686663027
ACH-000773,-0.353889818513
ACH-000776,-0.3840028413
ACH-000777,-0.10198661894300001
ACH-000778,-0.0513920024165
ACH-000781,-0.19218664219099998
ACH-000782,-0.269345300847
ACH-000783,-0.261654768722
ACH-000784,-0.102258357161
ACH-000785,-0.33481054175700004
ACH-000787,-0.20678523257599998
ACH-000788,0.0013644168105300001
ACH-000791,-0.23487711297299999
ACH-000792,-0.255100963832
ACH-000794,-0.259974084745
ACH-000796,-0.0809857039265
ACH-000799,-0.24997727655000002
ACH-000800,-0.455807248578
ACH-000802,-0.08772441873610001
ACH-000804,-0.168266831585
ACH-000805,-0.22351001399099998
ACH-000809,-0.211717064822
ACH-000810,0.061151546324500004
ACH-000811,-0.20697841744800002
ACH-000817,-0.18342029378
ACH-000819,-0.0308685883209
ACH-000820,0.193547401412
ACH-000821,0.0098179531422
ACH-000822,-0.190333378203
ACH-000823,-0.228388569624
ACH-000824,-0.230008536039
ACH-000827,-0.107876904988
ACH-000829,-0.144233965713
ACH-000831,-0.0639319293286
ACH-000832,-0.023913440329100002
ACH-000833,-0.333798393569
ACH-000834,-0.043554717246400004
ACH-000835,-0.0227391939531
ACH-000836,-0.242647020389
ACH-000837,-0.09605228297900001
ACH-000838,0.022155913410999997
ACH-000839,-0.143607402178
ACH-000840,-0.00129826011119
ACH-000841,-0.297561325678
ACH-000843,-0.19039691136300002
ACH-000846,-0.596987694709
ACH-000847,-0.127438309706
ACH-000848,-0.119608973466
ACH-000849,-0.0610077463679
ACH-000851,0.047116402170900004
ACH-000855,-0.062173774222999995
ACH-000856,-0.16162746207599998
ACH-000858,-0.054943299893500004
ACH-000859,-0.0896173153391
ACH-000861,-0.00260015171675
ACH-000862,-0.16099162780200002
ACH-000865,-0.126076023195
ACH-000866,-0.17626404162
ACH-000867,-0.134331307002
ACH-000869,-0.141571465669
ACH-000872,-0.0934167489755
ACH-000873,-0.0305607430276
ACH-000876,-0.0705777958894
ACH-000878,0.10481279239499999
ACH-000880,-0.0248022868461
ACH-000881,-0.19216761096700002
ACH-000882,-0.212693924518
ACH-000884,-0.216239379675
ACH-000885,0.05050380990949999
ACH-000887,-0.0361983776949
ACH-000888,-0.310565553808
ACH-000889,-0.049031318110800005
ACH-000890,-0.0281022754573
ACH-000896,-0.145437527405
ACH-000898,-0.155855102862
ACH-000900,0.0601542390847
ACH-000901,-0.11497510680600001
ACH-000905,-0.18581217801600003
ACH-000906,-0.0701010908475
ACH-000907,-0.0934994713025
ACH-000910,-0.183152498118
ACH-000911,-0.0516788992583
ACH-000912,-0.300863071992
ACH-000913,-0.194520750134
ACH-000915,-0.0491324101058
ACH-000916,-0.16067092762000001
ACH-000917,-0.171312079623
ACH-000921,-0.0550961949892
ACH-000924,-0.039537188547300005
ACH-000926,-0.239565246127
ACH-000928,-0.166852625427
ACH-000929,-0.101844494565
ACH-000932,-0.06628177067890001
ACH-000935,-0.334424222095
ACH-000936,-0.0450344405893
ACH-000937,-0.217063365348
ACH-000938,-0.14524597706800002
ACH-000939,-0.183810033137
ACH-000941,-0.143457006603
ACH-000943,-0.11155821573
ACH-000946,-0.101799756754
ACH-000947,-0.06484953532240001
ACH-000948,-0.100548375928
ACH-000950,-0.32502439523000004
ACH-000953,-0.275995021694
ACH-000957,-0.037624490857300005
ACH-000958,0.188394809502
ACH-000960,-0.20556766005
ACH-000963,-0.16554916509
ACH-000968,0.0480784841763
ACH-000969,0.0179212683306
ACH-000973,-0.215601882091
ACH-000974,-0.153710713571
ACH-000975,-0.15627700845599998
ACH-000976,-0.179156824012
ACH-000978,-0.0715986906345
ACH-000980,-0.24477783702
ACH-000984,0.0195022915678
ACH-000986,-0.19097022639000003
ACH-000988,-0.016898341086
ACH-000993,-0.058932435689500004
ACH-000994,0.0502500219522
ACH-000996,-0.139468145549
ACH-001001,-0.311207775179
ACH-001020,-0.2171681149
ACH-001028,-0.12616285795600002
ACH-001031,-0.06879510226919999
ACH-001038,-0.0410983313787
ACH-001048,-0.251544825388
ACH-001050,-0.11462574323
ACH-001053,-0.10531037161000001
ACH-001054,-0.041877635849
ACH-001061,-0.09805758175589999
ACH-001067,-0.0005374640216030001
ACH-001075,-0.0984426319737
ACH-001096,-0.399124471533
ACH-001128,-0.245670489128
ACH-001134,-0.302104791219
ACH-001151,-0.0725310126369
ACH-001163,-0.26813067862100004
ACH-001164,-0.133348438235
ACH-001173,-0.08178753293930001
ACH-001183,-0.211033391284
ACH-001184,-0.21180169372299998
ACH-001190,-0.0503429722652
ACH-001192,0.132197422393
ACH-001193,-0.287447470743
ACH-001196,-0.0913381774773
ACH-001197,-0.456382881796
ACH-001205,-0.09204094140289999
ACH-001211,0.06464874756109999
ACH-001212,0.08467158703669998
ACH-001228,-0.15929880159499998
ACH-001232,-0.327267884013
ACH-001239,-0.117072228689
ACH-001274,-0.282301780921
ACH-001275,-0.0752802373064
ACH-001277,-0.0848667503748
ACH-001278,0.0893775074194
ACH-001280,-0.2140473677
ACH-001283,-0.132775178296
ACH-001289,-0.187507130191
ACH-001295,-0.178418729888
ACH-001300,-0.210853765402
ACH-001301,-0.131422929923
ACH-001302,-0.571059984456
ACH-001303,-0.331574658077
ACH-001306,-0.20118432972300002
ACH-001318,0.0282730096467
ACH-001322,-0.271629915048
ACH-001328,-0.393245261082
ACH-001332,0.09157353119139999
ACH-001333,-0.13892319955399998
ACH-001336,-0.0107312813811
ACH-001340,-0.278335460303
ACH-001346,-0.072039556464
ACH-001353,-0.07518665461389999
ACH-001354,-0.283465781554
ACH-001367,-0.052383493309399995
ACH-001368,-0.147982223969
ACH-001374,-0.187541344078
ACH-001375,-0.109155726449
ACH-001377,-0.09071680757020001
ACH-001380,-0.136357915935
ACH-001391,-0.19814487674000003
ACH-001407,-0.0627950342311
ACH-001408,-0.250745738779
ACH-001413,-0.0718193783083
ACH-001430,-0.041314593863900004
ACH-001431,-0.18835259096999998
ACH-001450,-0.267352653335
ACH-001496,-0.0368481676364
ACH-001500,-0.313257088231
ACH-001521,-0.5042209840290001
ACH-001523,-0.0764849696925
ACH-001532,-0.0363891287339
ACH-001536,-0.508357636444
ACH-001550,-0.14185252094200002
ACH-001552,-0.09036002810080002
ACH-001554,-0.16634749828700002
ACH-001645,-0.287291093885
ACH-001654,-0.227042619223
ACH-001715,-0.139312954731
ACH-001735,-0.19907383317699998
ACH-001736,-0.006720390487010001
ACH-001737,-0.0473291588363
ACH-001740,-0.114374443473
ACH-001745,-0.042150373777599996
ACH-001750,-0.143698966954
ACH-001765,-0.0109753143439
ACH-001956,-0.143454944133
ACH-001957,-0.173405768474
