,ATP6V0B (533)
ACH-000671,-1.4843436166600001
ACH-000673,-1.4373780033399999
ACH-000676,-1.3795783472799998
ACH-000677,-0.865432085745
ACH-000681,-1.604053437
ACH-000682,-1.38805702083
ACH-000683,-1.54439913713
ACH-000684,-1.3166073458299998
ACH-000688,-1.9386305284799998
ACH-000693,-1.38915648443
ACH-000694,-1.35294496251
ACH-000695,-1.81376528712
ACH-000696,-1.42243296413
ACH-000697,-1.28988293679
ACH-000699,-1.74204608177
ACH-000701,-1.21384144518
ACH-000706,-1.43977139321
ACH-000711,-1.5091701311599999
ACH-000713,-1.28806574638
ACH-000714,-1.6533883133399998
ACH-000718,-1.7530673881999999
ACH-000720,-1.29658222972
ACH-000721,-1.47200025125
ACH-000724,-1.35244782738
ACH-000725,-1.42368030352
ACH-000732,-1.4497285102500002
ACH-000734,-1.45817789489
ACH-000735,-1.47133660235
ACH-000736,-1.5991121141
ACH-000738,-1.12842525552
ACH-000746,-1.9672135166900002
ACH-000747,-1.37793412425
ACH-000748,-0.974065899279
ACH-000753,-1.4159793322999998
ACH-000756,-1.4736925364500002
ACH-000757,-1.5730717175100002
ACH-000758,-1.46999490873
ACH-000760,-1.59299381782
ACH-000763,-1.7461150017500002
ACH-000764,-1.4244747089399998
ACH-000765,-1.47800427792
ACH-000766,-1.5022870394
ACH-000767,-1.5270181060699999
ACH-000768,-1.30959274129
ACH-000769,-1.4518957562600001
ACH-000770,-1.6071436244600001
ACH-000771,-1.28999415297
ACH-000773,-1.70562780005
ACH-000776,-1.44416684649
ACH-000777,-1.6672419147
ACH-000778,-1.9762944374200002
ACH-000781,-1.44643108139
ACH-000782,-1.6406735779799997
ACH-000783,-2.15979707157
ACH-000784,-1.41051037711
ACH-000785,-1.7083719523299998
ACH-000787,-1.56859800542
ACH-000788,-1.33904143019
ACH-000791,-1.649795128
ACH-000792,-1.6009119676199999
ACH-000794,-1.30665540747
ACH-000796,-1.71163696861
ACH-000799,-1.55139137794
ACH-000800,-1.6544307803
ACH-000802,-1.59680817593
ACH-000804,-1.4623943276
ACH-000805,-1.49607365354
ACH-000809,-1.2216351272700001
ACH-000810,-1.7249139254900003
ACH-000811,-1.0583643946899999
ACH-000817,-1.56351716776
ACH-000819,-1.08734621072
ACH-000820,-1.46344873463
ACH-000821,-1.8644211278799998
ACH-000822,-1.98346135491
ACH-000823,-1.59278871034
ACH-000824,-1.74732202375
ACH-000827,-1.47179477225
ACH-000829,-1.5980556613799999
ACH-000831,-1.50064201227
ACH-000832,-1.37106422084
ACH-000833,-1.53210390281
ACH-000834,-1.6228775942200002
ACH-000835,-1.29521021045
ACH-000836,-1.51485674523
ACH-000837,-1.55769178137
ACH-000838,-1.60396058492
ACH-000839,-1.1948882642899998
ACH-000840,-1.31274018723
ACH-000841,-1.51717559788
ACH-000843,-1.57297372511
ACH-000846,-1.52535842012
ACH-000847,-1.28883025599
ACH-000848,-1.4357687589500001
ACH-000849,-1.1958571704799998
ACH-000851,-1.22804486995
ACH-000855,-1.39577394926
ACH-000856,-1.54863354811
ACH-000858,-1.5932241726700003
ACH-000859,-1.26576950016
ACH-000861,-1.36427333678
ACH-000862,-1.26904552589
ACH-000865,-1.38371147396
ACH-000866,-1.4223275519999998
ACH-000867,-1.36159582512
ACH-000869,-1.46347303609
ACH-000872,-1.2821061566299998
ACH-000873,-1.28285397392
ACH-000876,-1.5681869781400002
ACH-000878,-1.1220346879
ACH-000880,-1.3809559820500001
ACH-000881,-1.5511095459600002
ACH-000882,-1.3234210049700001
ACH-000884,-1.69636876343
ACH-000885,-1.46046357503
ACH-000887,-1.47973869493
ACH-000888,-1.49084978982
ACH-000889,-1.5312161575999998
ACH-000890,-1.4096668692399998
ACH-000896,-1.68550200784
ACH-000898,-1.66084842617
ACH-000900,-1.37617943148
ACH-000901,-1.19175418343
ACH-000905,-1.4892519822499999
ACH-000906,-1.3268502813299998
ACH-000907,-1.7977348232900003
ACH-000910,-1.6499886824899999
ACH-000911,-1.60998300377
ACH-000912,-1.27960156757
ACH-000913,-1.2499983081200001
ACH-000915,-1.35147540032
ACH-000916,-1.1963621443999999
ACH-000917,-1.49360945181
ACH-000921,-1.53995626393
ACH-000924,-1.46030447084
ACH-000926,-1.40575209819
ACH-000928,-1.7047908991299998
ACH-000929,-1.5041570240399997
ACH-000932,-1.5081262395
ACH-000935,-1.47874255801
ACH-000936,-1.40901230683
ACH-000937,-1.7238113785900002
ACH-000938,-1.54236967474
ACH-000939,-1.48027552377
ACH-000941,-1.69578325511
ACH-000943,-1.42981051817
ACH-000946,-1.2985539504299999
ACH-000947,-1.3651210508000002
ACH-000948,-1.46977974511
ACH-000950,-1.1724763825
ACH-000953,-1.47704875307
ACH-000957,-1.5370389862
ACH-000958,-1.77578390285
ACH-000960,-1.7917733087099998
ACH-000963,-1.2699846904899998
ACH-000968,-1.2319899650200001
ACH-000969,-1.2285954698000001
ACH-000973,-1.44421619504
ACH-000974,-1.4433186342500002
ACH-000975,-1.5821133205200002
ACH-000976,-1.44733816731
ACH-000978,-1.29664119439
ACH-000980,-1.56334497063
ACH-000984,-1.41840783959
ACH-000986,-1.53102520764
ACH-000988,-1.5159040900999998
ACH-000993,-1.23354739748
ACH-000994,-1.81383708458
ACH-000996,-1.4487159046200002
ACH-001001,-1.4102038073899998
ACH-001020,-1.36461812479
ACH-001028,-1.4563331345700001
ACH-001031,-1.5819602588600001
ACH-001038,-1.1923389158600002
ACH-001048,-1.30756586575
ACH-001050,-1.5237095951100001
ACH-001053,-1.27323154941
ACH-001054,-1.40184238402
ACH-001061,-1.4634754937399999
ACH-001067,-1.6048205620200002
ACH-001075,-1.4088013103700001
ACH-001096,-1.4046855715600002
ACH-001128,-1.56130063073
ACH-001134,-1.4890177235
ACH-001151,-1.5794669643500001
ACH-001163,-1.4507944096399998
ACH-001164,-1.42804720265
ACH-001173,-1.31949428356
ACH-001183,-1.4527023338299998
ACH-001184,-1.30421943007
ACH-001190,-1.6283444451299998
ACH-001192,-1.1208165670899999
ACH-001193,-1.2930618482
ACH-001196,-1.4827246078100003
ACH-001197,-1.7756806302300001
ACH-001205,-1.27255631098
ACH-001211,-1.61638869764
ACH-001212,-1.3130079054500001
ACH-001228,-1.07036340575
ACH-001232,-1.53796014948
ACH-001239,-1.53958800227
ACH-001274,-1.60126734065
ACH-001275,-1.59885625063
ACH-001277,-1.2275943738600001
ACH-001278,-1.55241362417
ACH-001280,-1.0925933420899998
ACH-001283,-1.10911729015
ACH-001289,-1.5400713179799999
ACH-001295,-1.56508919768
ACH-001300,-1.4272932522
ACH-001301,-1.12721727341
ACH-001302,-1.4164701571
ACH-001303,-0.997428732175
ACH-001306,-1.4147398652899998
ACH-001318,-1.39880408696
ACH-001322,-1.4564649791799997
ACH-001328,-1.3258300610200002
ACH-001332,-1.49924284771
ACH-001333,-1.24247959939
ACH-001336,-1.2182073742200001
ACH-001340,-1.48313232287
ACH-001346,-1.5239057947999999
ACH-001353,-1.6445879928600002
ACH-001354,-1.3819162783599999
ACH-001367,-1.2348338617399999
ACH-001368,-1.3671534297699999
ACH-001374,-1.60161889144
ACH-001375,-1.3345021264
ACH-001377,-1.5685909187
ACH-001380,-1.3732835651
ACH-001391,-1.7470365220599997
ACH-001407,-1.4206055679499998
ACH-001408,-1.4221755950200001
ACH-001413,-1.51674624562
ACH-001430,-1.11071977332
ACH-001431,-1.48431180795
ACH-001450,-1.3833498420800001
ACH-001496,-1.55111983088
ACH-001500,-1.47414177347
ACH-001521,-1.5476515190399998
ACH-001523,-1.46775584054
ACH-001532,-1.5251958835600001
ACH-001536,-1.6360227941999999
ACH-001550,-1.42290079724
ACH-001552,-1.4846915500100002
ACH-001554,-1.5995071136399999
ACH-001645,-1.31579683191
ACH-001654,-1.72222031694
ACH-001715,-1.30017885826
ACH-001735,-1.60158953037
ACH-001736,-1.7076404568599999
ACH-001737,-1.35799601992
ACH-001740,-1.59537424652
ACH-001745,-1.7196640284
ACH-001750,-1.32662436941
ACH-001765,-1.48940482535
ACH-001956,-1.6911784433700001
ACH-001957,-1.6806383228900001
