,PPM1N (147699)
ACH-000265,-0.09972603774810002
ACH-000266,-0.20086983309599998
ACH-000272,-0.031350881422700004
ACH-000273,-0.074687366113
ACH-000274,-0.0591836856931
ACH-000277,0.062079856474900004
ACH-000278,-0.327457793518
ACH-000279,0.011920524078600002
ACH-000280,-0.186009053763
ACH-000281,0.0729297394378
ACH-000288,-0.09447996978880001
ACH-000291,-0.0892162217932
ACH-000293,-0.14095130070999998
ACH-000294,-0.15943977949000002
ACH-000295,0.0610540109821
ACH-000296,-0.0145925981583
ACH-000302,-0.373884112485
ACH-000304,-0.09535764121760001
ACH-000307,-0.0402539335134
ACH-000308,-0.110055308996
ACH-000310,0.286092548257
ACH-000311,-0.18289976985
ACH-000312,-0.025345266003799997
ACH-000315,0.26361281754500004
ACH-000316,0.141684959142
ACH-000317,0.09073247254280001
ACH-000318,-0.238681035102
ACH-000319,-0.135359440394
ACH-000320,-0.16160462572599998
ACH-000322,-0.0828475033851
ACH-000323,-0.09684681700009999
ACH-000324,-0.114991946325
ACH-000329,-0.14010258624000002
ACH-000330,-0.211046064027
ACH-000331,0.199988894236
ACH-000332,-0.13063905463
ACH-000334,-0.248842985581
ACH-000335,-0.059707302261199996
ACH-000336,-0.121919303049
ACH-000337,0.038443646180800005
ACH-000339,0.00558495030455
ACH-000341,0.251522867687
ACH-000348,0.09730988516889999
ACH-000350,-0.10947479824
ACH-000352,-0.0952763170091
ACH-000356,0.0645028505064
ACH-000361,-0.0774915807926
ACH-000362,0.0524629204818
ACH-000363,0.06904353873439999
ACH-000364,0.048213853260500004
ACH-000365,-0.0654455214704
ACH-000366,-0.49094768322300003
ACH-000368,0.0792537550973
ACH-000374,0.20127207454999999
ACH-000375,-0.15897451192
ACH-000376,-0.00404089881344
ACH-000381,-0.249913456698
ACH-000383,-0.172059440991
ACH-000387,-0.0659341954729
ACH-000389,-0.100439900591
ACH-000390,-0.0462285594712
ACH-000393,-0.139005918238
ACH-000395,0.00295377398683
ACH-000397,-0.18471065842300002
ACH-000401,-0.401284048169
ACH-000402,-0.20864600997299998
ACH-000403,-0.058260126175300006
ACH-000404,-0.276939216646
ACH-000406,-0.008678177364909999
ACH-000407,-0.109216423553
ACH-000408,-0.19429535488400002
ACH-000410,-0.0265877451895
ACH-000411,-0.004597997605829999
ACH-000414,0.13367033912999998
ACH-000415,-0.068871623162
ACH-000416,0.034488244055800005
ACH-000420,-0.0712026722865
ACH-000421,-0.0850346159722
ACH-000424,0.024436465211099996
ACH-000425,-0.105546764627
ACH-000426,-0.07189464843280001
ACH-000427,-0.0483132613179
ACH-000433,-0.27265834017499996
ACH-000436,-0.305882194873
ACH-000444,-0.0665262479055
ACH-000445,-0.10980782500999998
ACH-000448,-0.040262721202300004
ACH-000450,-0.100328136306
ACH-000452,-0.04251009680480001
ACH-000454,-0.014481677541100002
ACH-000458,-0.0937024630967
ACH-000459,0.17576510954900001
ACH-000460,-0.0539046980322
ACH-000461,-0.09782373877419999
ACH-000463,0.0158362479047
ACH-000464,0.0516487629615
ACH-000466,-0.10472414246600001
ACH-000467,0.0675997923205
ACH-000468,0.0798156763678
ACH-000469,-0.143684142058
ACH-000470,-0.009947196570379999
ACH-000471,-0.18022088286600002
ACH-000472,-0.054119628884899997
ACH-000473,-0.0538295569276
ACH-000475,-0.0910971746708
ACH-000476,-0.16834519884100002
ACH-000477,-0.261026558325
ACH-000480,-0.237372616219
ACH-000481,-0.107815344521
ACH-000483,-0.395406497938
ACH-000484,-0.25007303786999996
ACH-000485,-0.251816072784
ACH-000486,-0.255448771179
ACH-000487,-0.124448780857
ACH-000488,-0.0035512273315700003
ACH-000490,-0.0006631717715410001
ACH-000491,-0.326195858735
ACH-000495,-0.0364615614605
ACH-000496,-0.08153000704369999
ACH-000499,-0.112099925023
ACH-000500,-0.33904920905999997
ACH-000502,-0.022471119082999997
ACH-000503,-0.0987555398195
ACH-000505,-0.0275241831669
ACH-000507,0.0961926279683
ACH-000510,-0.0504484791632
ACH-000511,-0.141102500451
ACH-000512,-0.0466112895168
ACH-000516,0.00383637541966
ACH-000517,-0.142618646921
ACH-000518,-0.312664849118
ACH-000520,-0.283712317225
ACH-000521,0.00318180159188
ACH-000522,-0.034544056560300004
ACH-000524,-0.167432326984
ACH-000527,-0.0657225491335
ACH-000528,-0.0344839583709
ACH-000537,0.152841464938
ACH-000541,0.146108742323
ACH-000542,-0.0544374563093
ACH-000544,-0.270920633549
ACH-000545,-0.09475914170939999
ACH-000547,-0.396689317116
ACH-000548,-0.027789462464
ACH-000549,0.165912430694
ACH-000550,0.0962485020012
ACH-000552,-0.162742027522
ACH-000556,-0.252464033836
ACH-000557,-0.08629229522250001
ACH-000570,0.040531897523300005
ACH-000571,-0.180420686323
ACH-000573,-0.119365653495
ACH-000576,0.0138454897908
ACH-000580,-0.266646133491
ACH-000584,-0.160505607583
ACH-000585,-0.139302055093
ACH-000588,-0.09992789689850001
ACH-000589,-0.157582408616
ACH-000591,-0.376671894072
ACH-000593,-0.156783163153
ACH-000600,0.00238942755463
ACH-000601,0.0157788382247
ACH-000604,-0.509218840929
ACH-000605,0.147426695386
ACH-000606,-0.145982002769
ACH-000608,-0.260659894771
ACH-000614,0.20425792563900003
ACH-000616,-0.1415519636
ACH-000618,-0.09346029335480001
ACH-000619,0.020019577622599996
ACH-000620,-0.105235576956
ACH-000621,-0.16759953643
ACH-000622,-0.0820296129727
ACH-000623,0.00635345571249
ACH-000624,-0.107227828404
ACH-000627,-0.34541010210699996
ACH-000630,-0.0210067356999
ACH-000632,-0.08809839915110002
ACH-000633,-0.05618564779350001
ACH-000637,-0.35258252551799996
ACH-000638,-0.15009241216
ACH-000646,-0.09300617086580001
ACH-000647,0.0777242746202
ACH-000648,0.223418113732
ACH-000649,-0.0625901494819
ACH-000651,-0.126103600478
ACH-000652,-0.0523468135254
ACH-000653,-0.16880255923300003
ACH-000657,-0.20131130556600002
ACH-000658,0.0237218075842
ACH-000661,-0.0783101689059
ACH-000662,-0.150735082351
ACH-000663,-0.074599741386
ACH-000665,0.0044889843687
ACH-000671,-0.0435870881817
ACH-000673,-0.0467309341952
ACH-000676,-0.11417976630400001
ACH-000677,-0.155492875421
ACH-000681,-0.0506822843246
ACH-000682,-0.187638025585
ACH-000683,-0.144129041189
ACH-000684,-0.0488258667693
ACH-000688,-0.0672401213406
ACH-000693,-0.121666549069
ACH-000694,-0.040334243198000004
ACH-000695,0.199662829102
ACH-000696,-0.12786139967399998
ACH-000697,-0.0328824451684
ACH-000699,0.09303839194810001
ACH-000701,-0.201249718989
ACH-000706,-0.11175959187899999
ACH-000711,-0.028535907487499998
ACH-000713,-0.0740242636728
ACH-000714,-0.0551505964451
ACH-000718,-0.0779955361997
ACH-000720,0.0016314831507799998
ACH-000721,-0.0260472721738
ACH-000724,-0.0041659341293
ACH-000725,-0.306918863488
ACH-000732,-0.07243490705660001
ACH-000734,0.0188977081932
ACH-000735,-0.148200075563
ACH-000736,-0.0660243167466
ACH-000738,-0.0595673825799
ACH-000746,-0.246565533556
ACH-000747,-0.0327957756876
ACH-000748,-0.0305038264987
ACH-000753,-0.04058642437630001
ACH-000756,-0.22074120848700002
ACH-000757,-0.260651524363
ACH-000758,-0.164603442893
ACH-000760,0.020543764452599998
ACH-000763,0.138603221785
ACH-000764,-0.237159590735
ACH-000765,-0.0543073371558
ACH-000766,-0.125117747763
ACH-000767,0.0228294882848
ACH-000768,0.0303525239263
ACH-000769,-0.0316454562929
ACH-000770,0.02582111485
ACH-000771,0.0269581460291
ACH-000773,-0.17593502449999998
ACH-000776,-0.34178037695
ACH-000777,-0.0781781954237
ACH-000778,-0.042402961716200005
ACH-000781,-0.0162765886188
ACH-000782,-0.136555602323
ACH-000783,-0.06279502581759999
ACH-000784,-0.0860479420645
ACH-000785,-0.110324357227
ACH-000787,-0.139134298649
ACH-000788,-0.0743379602425
ACH-000791,0.00955590002065
ACH-000792,-0.083620709783
ACH-000794,-0.13383167494999998
ACH-000796,-0.0734089789516
ACH-000799,0.130266260284
ACH-000800,0.214194377831
ACH-000802,-0.10973466765499999
ACH-000804,-0.179785648193
ACH-000805,0.126488083912
ACH-000809,-0.31547896126499997
ACH-000810,-0.0431448281585
ACH-000811,-0.14146079305099998
ACH-000817,-0.0821018089602
ACH-000819,-0.09152552940089999
ACH-000820,0.0829361497565
ACH-000821,-0.010209105598899999
ACH-000822,-0.230345178291
ACH-000823,0.059183579777800005
ACH-000824,-0.36999426019299997
ACH-000827,-0.240002896758
ACH-000829,0.100657103466
ACH-000831,-0.194019402678
ACH-000832,-0.216552313806
ACH-000833,0.0105408394348
ACH-000834,-0.0119111993759
ACH-000835,-0.121955372676
ACH-000836,-0.21478603838799998
ACH-000837,0.052295643618700004
ACH-000838,-0.25027415444400003
ACH-000839,-0.0309310956671
ACH-000840,-0.00860380567798
ACH-000841,-0.0823399881176
ACH-000843,-0.000337540850277
ACH-000846,-0.0067613354144
ACH-000847,-0.108373630977
ACH-000848,-0.134063665613
ACH-000849,-0.0305296781147
ACH-000851,0.105249746564
ACH-000855,0.271646286433
ACH-000856,0.130820392349
ACH-000858,-0.186416092124
ACH-000859,0.027594583750499998
ACH-000861,-0.475942023139
ACH-000862,0.007114390014640001
ACH-000865,-0.18990374704799998
ACH-000866,-0.0252341196488
ACH-000867,-0.07637337518199999
ACH-000869,-0.102990914438
ACH-000872,-0.140699486674
ACH-000873,0.0747054516543
ACH-000876,-0.08270910772439999
ACH-000878,-0.275842541655
ACH-000880,-0.143656960434
ACH-000881,-0.0036696151054499996
ACH-000882,-0.186050845016
ACH-000884,-0.049686996666900005
ACH-000885,-0.06617336365019999
ACH-000887,-0.00365574619575
ACH-000888,-0.147582214252
ACH-000889,-0.07630825989489999
ACH-000890,-0.0373060563029
ACH-000896,-0.13546711336
ACH-000898,0.08122181087460001
ACH-000900,-0.223433482865
ACH-000901,-0.288359131472
ACH-000905,-0.0074205461719
ACH-000906,-0.134498212369
ACH-000907,0.056363995538400005
ACH-000910,0.104832866334
ACH-000911,-0.180981750142
ACH-000912,-0.026219128074699997
ACH-000913,-0.188273589533
ACH-000915,0.287726507211
ACH-000916,-0.034579098946300006
ACH-000917,-0.242684506967
ACH-000921,0.0424945780288
ACH-000924,-0.0797592286109
ACH-000926,-0.07036132678460001
ACH-000928,-0.0988331765706
ACH-000929,0.0385408106125
ACH-000932,-0.0827074532713
ACH-000935,0.139253565265
ACH-000936,-0.368481886386
ACH-000937,-0.0881209937359
ACH-000938,-0.28541406312199996
ACH-000939,-0.405905883069
ACH-000941,-0.0744210112588
ACH-000943,-0.080209919334
ACH-000946,-0.14595050764
ACH-000947,-0.0479347437341
ACH-000948,-0.0660788053362
ACH-000950,0.141907078021
ACH-000953,-0.36629292083000003
ACH-000957,-0.00105170873764
ACH-000958,-0.17890680006999998
ACH-000960,-0.064939310859
ACH-000963,-0.346824108562
ACH-000968,-0.156906995647
ACH-000969,0.0270364389145
ACH-000973,-0.006829644775160001
ACH-000974,-0.0313771054086
ACH-000975,-0.19584586623599998
ACH-000976,-0.16838417068199998
ACH-000978,-0.06345014213519999
ACH-000980,-0.28723290791
ACH-000984,-0.362334839106
ACH-000986,0.216955992774
ACH-000988,0.0323281171657
ACH-000993,0.0594170631937
ACH-000994,-0.0462347787158
ACH-000996,-0.140889369974
ACH-001001,-0.185146199092
ACH-001020,-0.146453404045
ACH-001028,-0.175266776597
ACH-001031,-0.0208006891415
ACH-001038,-0.0426798731411
ACH-001048,-0.247947855015
ACH-001050,0.00536646571711
ACH-001053,-0.426231121615
ACH-001054,-0.280514280567
ACH-001061,0.040977828374699994
ACH-001067,-0.0495208567726
ACH-001075,0.219477479993
ACH-001096,0.037251132985400004
ACH-001128,-0.37741282453100006
ACH-001134,-0.007511248920069999
ACH-001151,-0.033608057622000004
ACH-001163,-0.26208754655600003
ACH-001164,-0.161750494549
ACH-001173,-0.147259876961
ACH-001183,0.0269525228305
ACH-001184,0.05497477221390001
ACH-001190,-0.176661812638
ACH-001192,-0.05224524046950001
ACH-001193,-0.308559468953
ACH-001196,0.021510002124400004
ACH-001197,-0.0123353509221
ACH-001205,-0.164192737596
ACH-001211,-0.151823260095
ACH-001212,0.057394296585200004
ACH-001228,0.00394215212396
ACH-001232,-0.0748227464096
ACH-001239,-0.0578050529766
ACH-001274,-0.162358332224
ACH-001275,-0.0318950128773
ACH-001277,-0.562879543226
ACH-001278,-0.160362216062
ACH-001280,-0.0874910782457
ACH-001283,-0.0036924415074899995
ACH-001289,-0.103024203902
ACH-001295,-0.0705442761774
ACH-001300,-0.169827609194
ACH-001301,0.175093309082
ACH-001302,-0.165560000561
ACH-001303,-0.38364196263000006
ACH-001306,0.0108959100995
ACH-001318,-0.127688636675
ACH-001322,-0.237404407995
ACH-001328,-0.141502028576
ACH-001332,-0.380198927184
ACH-001333,-0.17669135290999996
ACH-001336,-0.131428713817
ACH-001340,0.00182667609748
ACH-001346,-0.07625100257239999
ACH-001353,-0.286953040777
ACH-001354,0.012472850061899998
ACH-001367,-0.371125036867
ACH-001368,-0.054783953628900005
ACH-001374,-0.374040975967
ACH-001375,-0.148656892597
ACH-001377,0.034845581132199994
ACH-001380,-0.0228273167006
ACH-001391,-0.208725603185
ACH-001407,0.024525712055799998
ACH-001408,-0.072703373631
ACH-001413,-0.18512783733
ACH-001430,0.284941508964
ACH-001431,0.0818372788633
ACH-001450,-0.323219876019
ACH-001496,-0.09523244093689999
ACH-001500,-0.116953767074
ACH-001521,-0.190817539011
ACH-001523,0.106205329191
ACH-001532,0.00510893055744
ACH-001536,0.09107855979860001
ACH-001550,-0.097934211638
ACH-001552,-0.17335334372900002
ACH-001554,-0.0152685664554
ACH-001645,-0.158181094823
ACH-001654,-0.133776041304
ACH-001715,-0.09301571869389999
ACH-001735,-0.112669157083
ACH-001736,-0.288702720989
ACH-001737,-0.17235594068500001
ACH-001740,-0.026931916803099996
ACH-001745,-0.19139598601799998
ACH-001750,-0.161090481368
ACH-001765,-0.0669666068667
ACH-001956,-0.04988094902969999
ACH-001957,-0.053187200550300004
