,BUD31 (8896)
ACH-000288,-1.3922713168799998
ACH-000291,-1.4979738003299998
ACH-000293,-1.5836265806799998
ACH-000294,-2.04700343933
ACH-000295,-1.6997021061000002
ACH-000296,-1.7965848971
ACH-000302,-2.11406969438
ACH-000304,-1.3592596291299999
ACH-000307,-1.62221306269
ACH-000308,-1.5960188859399997
ACH-000310,-1.9983571455200002
ACH-000311,-1.7992030952400002
ACH-000312,-1.7511614057
ACH-000315,-1.57607277859
ACH-000316,-1.34941840362
ACH-000317,-1.36271815197
ACH-000318,-1.7569967332700003
ACH-000319,-1.6764791376100001
ACH-000320,-1.7419154931099998
ACH-000322,-1.82180773757
ACH-000323,-1.8474237329400003
ACH-000324,-1.7198241817200002
ACH-000329,-2.05189261315
ACH-000330,-1.56797004226
ACH-000331,-1.58058507111
ACH-000332,-1.66835761773
ACH-000334,-1.73017875485
ACH-000335,-1.40843266391
ACH-000336,-1.71331459152
ACH-000337,-1.65208488151
ACH-000339,-1.7396698207700003
ACH-000341,-1.8671781090700001
ACH-000348,-1.7843773123700002
ACH-000350,-1.79022847335
ACH-000352,-1.84410339992
ACH-000356,-1.47974709894
ACH-000361,-1.6632961934000001
ACH-000362,-1.8934284851299998
ACH-000363,-1.8512922086400003
ACH-000364,-1.78841155195
ACH-000365,-1.8291096922499999
ACH-000366,-1.8311020976599997
ACH-000368,-1.65004819446
ACH-000374,-1.85295692895
ACH-000375,-1.81634693253
ACH-000376,-1.6157012685799998
ACH-000381,-1.7448229787599998
ACH-000383,-1.7384569554099998
ACH-000387,-1.53221770919
ACH-000389,-1.50666365416
ACH-000390,-1.47789168349
ACH-000393,-1.59906130377
ACH-000395,-1.7000230365399998
ACH-000397,-1.3883220801499998
ACH-000401,-1.4088935936000002
ACH-000402,-2.0763794624200003
ACH-000403,-1.9047794496200001
ACH-000404,-1.3786147629899999
ACH-000406,-1.8776207398599998
ACH-000407,-1.7460930699400001
ACH-000408,-1.37088360641
ACH-000410,-1.4811322267500002
ACH-000411,-1.55331534863
ACH-000414,-2.10205010582
ACH-000415,-1.6374708277599999
ACH-000416,-1.5393202303799998
ACH-000420,-1.5113262115000001
ACH-000421,-1.53716512674
ACH-000424,-1.63355483162
ACH-000425,-1.5650039959399997
ACH-000426,-1.4380238329100001
ACH-000427,-1.9271153958900002
ACH-000433,-1.63309211623
ACH-000436,-1.35953404563
ACH-000444,-1.83081701991
ACH-000445,-1.6771768613299998
ACH-000448,-1.7025928815
ACH-000450,-1.4027742671399999
ACH-000452,-1.8065457728299998
ACH-000454,-1.35921209609
ACH-000458,-1.5438328371599999
ACH-000459,-1.7451830447799999
ACH-000460,-1.5408224100499999
ACH-000461,-1.7490847809
ACH-000463,-1.41973070878
ACH-000464,-1.47528657758
ACH-000466,-1.7667410441299998
ACH-000467,-1.50315838051
ACH-000468,-1.77349800656
ACH-000469,-1.55774728637
ACH-000470,-1.8249738836000002
ACH-000471,-1.5981119949200002
ACH-000472,-1.5235380214399998
ACH-000473,-1.58054971122
ACH-000475,-1.49802064766
ACH-000476,-1.70838567253
ACH-000477,-1.67111334264
ACH-000480,-1.5005233883700002
ACH-000481,-1.87513886074
ACH-000483,-2.00022028323
ACH-000484,-1.95893609292
ACH-000485,-1.71271303296
ACH-000486,-1.5979137518000002
ACH-000487,-1.7770695943500001
ACH-000488,-1.78769165655
ACH-000490,-1.8815679486
ACH-000491,-1.64570669761
ACH-000495,-1.65992339143
ACH-000496,-1.7220554667299999
ACH-000499,-1.55439643505
ACH-000500,-2.42228257132
ACH-000502,-1.8372101116400001
ACH-000503,-1.65225685914
ACH-000505,-2.0766374516
ACH-000507,-1.6256165305899999
ACH-000510,-1.6916488771200002
ACH-000511,-1.57209872785
ACH-000512,-1.70080132275
ACH-000516,-1.5269240195700002
ACH-000517,-1.5830147109700001
ACH-000518,-1.49964350293
ACH-000520,-1.6853360249200002
ACH-000521,-1.5550996047999999
ACH-000522,-1.59490195333
ACH-000524,-1.57957226508
ACH-000527,-1.76297970273
ACH-000528,-1.5937297181299999
ACH-000537,-1.66135107134
ACH-000541,-1.4883716994
ACH-000542,-1.85515971107
ACH-000544,-1.35174896159
ACH-000545,-1.47618987665
ACH-000547,-1.5691772200799998
ACH-000548,-1.70365670034
ACH-000549,-1.72148526431
ACH-000550,-1.29958416722
ACH-000552,-1.67129826311
ACH-000556,-1.57575905912
ACH-000557,-2.1935634979099996
ACH-000570,-1.7055785759
ACH-000571,-1.58940019598
ACH-000573,-1.9450964617700002
ACH-000576,-1.55773539433
ACH-000580,-1.39300302199
ACH-000584,-1.8622649123400004
ACH-000585,-1.5312214090600003
ACH-000588,-1.7300498489200002
ACH-000589,-1.74926385344
ACH-000591,-1.56501298002
ACH-000593,-1.6138808994299998
ACH-000600,-1.5599294083500002
ACH-000601,-1.59147393536
ACH-000604,-1.514417805
ACH-000605,-1.76134574509
ACH-000606,-1.65880571014
ACH-000608,-1.51341352532
ACH-000614,-1.65356685904
ACH-000616,-1.4694937344699999
ACH-000618,-1.6498318080599998
ACH-000619,-1.6878816163400001
ACH-000620,-1.37589319597
ACH-000621,-1.83540443185
ACH-000622,-1.8401902945700002
ACH-000623,-1.5706695543
ACH-000624,-1.84529992069
ACH-000627,-1.58578371021
ACH-000630,-1.59624694759
ACH-000632,-1.7793086737700001
ACH-000633,-1.70441876442
ACH-000637,-1.7919921023700003
ACH-000638,-1.50323350224
ACH-000646,-2.14475930308
ACH-000647,-1.6903512217399999
ACH-000648,-1.70685367366
ACH-000649,-1.4757077190099999
ACH-000651,-1.63011872842
ACH-000652,-1.14201637229
ACH-000653,-1.90386343462
ACH-000657,-1.9080014062700001
ACH-000658,-1.70683723167
ACH-000661,-1.6487545720899999
ACH-000662,-1.9596057200299999
ACH-000663,-1.7924346340700001
ACH-000665,-1.71490539232
ACH-000671,-1.65629544034
ACH-000673,-1.9080432943599999
ACH-000676,-1.65505639829
ACH-000677,-1.9127046693799998
ACH-000681,-1.7386877879499998
ACH-000682,-1.6930945699000002
ACH-000683,-1.5689968559099998
ACH-000684,-1.5531480182700002
ACH-000688,-2.06675920511
ACH-000693,-1.55769406852
ACH-000694,-1.57931820838
ACH-000695,-1.33806860361
ACH-000696,-1.59136666819
ACH-000697,-1.63025575481
ACH-000699,-1.75587392397
ACH-000701,-1.90535973863
ACH-000706,-1.5103288254799998
ACH-000711,-1.63052795998
ACH-000713,-1.6260913365399998
ACH-000714,-1.62557543576
ACH-000718,-1.6767647920500002
ACH-000720,-1.7234731062900002
ACH-000721,-1.64180779648
ACH-000724,-1.8696111880400001
ACH-000725,-1.87218112935
ACH-000732,-1.6546772118700002
ACH-000734,-1.6598024047
ACH-000735,-1.6480410439200002
ACH-000736,-1.8634217617299997
ACH-000738,-1.5775231414200002
ACH-000746,-1.86357472115
ACH-000747,-1.6715272154799998
ACH-000748,-1.5870556417100001
ACH-000753,-1.9439419913799998
ACH-000756,-1.54441723437
ACH-000757,-1.69141316537
ACH-000758,-1.7212326854700002
ACH-000760,-1.58849978215
ACH-000763,-1.6699578630899998
ACH-000764,-1.41423751789
ACH-000765,-1.64581391231
ACH-000766,-1.7282922867500001
ACH-000767,-1.9259239754900002
ACH-000768,-1.7683187363400001
ACH-000769,-1.8918065052200002
ACH-000770,-1.59042251222
ACH-000771,-1.65279021491
ACH-000773,-1.61447791854
ACH-000776,-1.5064884934399998
ACH-000777,-1.59870440493
ACH-000778,-2.1634063263099996
ACH-000781,-1.8173584199900001
ACH-000782,-1.73325234243
ACH-000783,-1.8784715092
ACH-000784,-1.69232176095
ACH-000785,-1.9364301351099997
ACH-000787,-1.82081435835
ACH-000788,-1.73653546564
ACH-000791,-1.69181073539
ACH-000792,-1.60428895997
ACH-000794,-1.5971274506600002
ACH-000796,-1.64930062436
ACH-000799,-1.7330540318799998
ACH-000800,-1.59032381357
ACH-000802,-1.6026944450799998
ACH-000804,-1.5946195013100002
ACH-000805,-1.2887983143200001
ACH-000809,-1.61118441088
ACH-000810,-2.0309838478
ACH-000811,-1.9514670518700001
ACH-000817,-1.2983092248700001
ACH-000819,-1.43613897504
ACH-000820,-1.51642755161
ACH-000821,-1.6726511338699999
ACH-000822,-1.44085954987
ACH-000823,-1.57159563264
ACH-000824,-1.9754681031099999
ACH-000827,-1.6137327746
ACH-000829,-1.76709723634
ACH-000831,-1.7135903679799998
ACH-000832,-1.65341691071
ACH-000833,-1.73202052366
ACH-000834,-1.7864043108099996
ACH-000835,-1.50516048722
ACH-000836,-1.8725135386200003
ACH-000837,-1.61804970438
ACH-000838,-1.6968351042299998
ACH-000839,-1.7114144985
ACH-000840,-1.72442091248
ACH-000841,-1.4949613054700002
ACH-000843,-1.84391562694
ACH-000846,-1.6448354361300002
ACH-000847,-1.7431498635799998
ACH-000848,-1.6877408741600002
ACH-000849,-1.47623097993
ACH-000851,-1.4706915876700002
ACH-000855,-1.69411312028
ACH-000856,-1.8146459053400001
ACH-000858,-1.4371161270299997
ACH-000859,-1.7196136574
ACH-000861,-1.5671462972999999
ACH-000862,-1.52401666807
ACH-000865,-1.7447965510299999
ACH-000866,-1.6506224046899998
ACH-000867,-1.6608194996599999
ACH-000869,-1.6505580303799998
ACH-000872,-1.5042775036700002
ACH-000873,-2.02411244176
ACH-000876,-1.68435509233
ACH-000878,-1.65392159645
ACH-000880,-1.7315617305900002
ACH-000881,-1.6378467476299998
ACH-000882,-1.4864333812700001
ACH-000884,-1.47228592162
ACH-000885,-1.6938335764599999
ACH-000887,-1.5903309552200002
ACH-000888,-1.6568253126899999
ACH-000889,-1.70612762035
ACH-000890,-1.6350546351100002
ACH-000896,-1.63289396291
ACH-000898,-1.5179398049500001
ACH-000900,-1.8319483256599998
ACH-000901,-1.8474625242900002
ACH-000905,-1.7726894417099996
ACH-000906,-1.8040223420400003
ACH-000907,-1.31431206106
ACH-000910,-1.84986883553
ACH-000911,-1.5989895928600002
ACH-000912,-1.7798688552200002
ACH-000913,-1.64070336238
ACH-000915,-1.45667635395
ACH-000916,-2.08720559623
ACH-000917,-1.61086188644
ACH-000921,-1.6146193391499999
ACH-000924,-1.7031825903100002
ACH-000926,-1.81816049977
ACH-000928,-1.61871510881
ACH-000929,-1.34062314145
ACH-000932,-1.83745686906
ACH-000935,-1.52611266148
ACH-000936,-1.54658758037
ACH-000937,-1.6716508749399999
ACH-000938,-1.7933024836099998
ACH-000939,-1.9206696749799999
ACH-000941,-2.0229809151400002
ACH-000943,-1.71243074894
ACH-000946,-1.87904526249
ACH-000947,-1.7268778899000001
ACH-000948,-1.62667438843
ACH-000950,-1.56799851618
ACH-000953,-1.69366806246
ACH-000957,-1.5915396035299998
ACH-000958,-1.48162913748
ACH-000960,-1.9617878526900003
ACH-000963,-2.07708737474
ACH-000968,-1.6202041239700002
ACH-000969,-1.8018285628900002
ACH-000973,-1.77676325387
ACH-000974,-1.8005862589300001
ACH-000975,-1.6443353520800001
ACH-000976,-1.7181309459799998
ACH-000978,-1.1886932786
ACH-000980,-1.4837371190900002
ACH-000984,-1.6489896202
ACH-000986,-1.61258265354
ACH-000988,-1.66026503817
ACH-000993,-1.5715452485299999
ACH-000994,-1.8136330120200002
ACH-000996,-1.63750135397
ACH-001001,-1.72953200602
ACH-001020,-1.52377466405
ACH-001028,-1.73248945658
ACH-001031,-1.9247323622799999
ACH-001038,-1.66691185833
ACH-001048,-1.4703167362399998
ACH-001050,-1.49582388597
ACH-001053,-1.63415215192
ACH-001054,-1.64350541101
ACH-001061,-1.55280212636
ACH-001067,-1.7613799560499999
ACH-001075,-1.57800148634
ACH-001096,-1.52572772715
ACH-001128,-1.90916236973
ACH-001134,-1.7192410138499998
ACH-001151,-1.76267339051
ACH-001163,-1.8239785581599999
ACH-001164,-1.45883011433
ACH-001173,-1.6716315256999998
ACH-001183,-1.67652632291
ACH-001184,-1.81898445088
ACH-001190,-1.5196372693900002
ACH-001192,-1.72174326503
ACH-001193,-1.11441136031
ACH-001196,-1.57042866234
ACH-001197,-2.0256278166
ACH-001205,-1.8685232694999998
ACH-001211,-1.84651877665
ACH-001212,-1.35064582851
ACH-001228,-1.4942351627300001
ACH-001232,-1.59954422628
ACH-001239,-1.34459697704
ACH-001274,-1.93912604097
ACH-001275,-1.6973794616100002
ACH-001277,-1.60769139872
ACH-001278,-1.60989398511
ACH-001280,-1.8608997507700002
ACH-001283,-1.65084863899
ACH-001289,-1.82543201914
ACH-001295,-1.94778038965
ACH-001300,-1.5643425428600002
ACH-001301,-1.56960563343
ACH-001302,-1.41764245604
ACH-001303,-1.69070311856
ACH-001306,-1.7108625923299998
ACH-001318,-1.8023474026700002
ACH-001322,-1.19807106301
ACH-001328,-1.589185696
ACH-001332,-1.51172068966
ACH-001333,-1.69355683051
ACH-001336,-1.7177942242700002
ACH-001340,-1.56856410054
ACH-001346,-1.69667561314
ACH-001353,-1.5667077735400001
ACH-001354,-1.36271652776
ACH-001367,-1.82058078634
ACH-001368,-1.71275988767
ACH-001374,-1.8808707235099997
ACH-001375,-1.2714115668700001
ACH-001377,-1.8074016643700002
ACH-001380,-1.7240098193
ACH-001391,-1.62536515512
ACH-001407,-1.54594054899
ACH-001408,-1.5733308669
ACH-001413,-1.5571170687600002
ACH-001430,-1.5189663687200001
ACH-001431,-1.85198780208
ACH-001450,-1.80885278708
ACH-001496,-1.69932491914
ACH-001500,-1.88790847303
ACH-001521,-1.8787062773599996
ACH-001523,-1.4427631249500001
ACH-001532,-1.7915311863999999
ACH-001536,-2.04599132857
ACH-001550,-1.80951306806
ACH-001552,-1.54756479229
ACH-001554,-1.6766723778600001
ACH-001645,-1.90299421883
ACH-001654,-1.77531133274
ACH-001715,-1.60555557079
ACH-001735,-1.77361540037
ACH-001736,-1.95317891961
ACH-001737,-2.05552212773
ACH-001740,-1.61586854129
ACH-001745,-1.15871737533
ACH-001750,-1.59123554527
ACH-001765,-1.8281514260799998
ACH-001956,-1.77909245216
ACH-001957,-1.3744262046
