,SLC7A6OS (84138)
ACH-001183,-1.25104389512
ACH-001184,-1.0437120293000002
ACH-001190,-1.23954044858
ACH-001192,-1.5105744149899998
ACH-001193,-1.67778228304
ACH-001196,-1.45404474847
ACH-001197,-1.6805529305000002
ACH-001205,-1.1432903487600001
ACH-001211,-1.43088567432
ACH-001212,-1.49344676273
ACH-001228,-1.25569400295
ACH-001232,-1.4852522224
ACH-001239,-1.21427040024
ACH-001274,-1.40529965153
ACH-001275,-1.0697953253
ACH-001277,-0.887447841546
ACH-001278,-1.13438461858
ACH-001280,-1.65209759884
ACH-001283,-1.37837507824
ACH-001289,-1.14676489747
ACH-001295,-1.21529045582
ACH-001300,-1.1396794338299998
ACH-001301,-1.5308656644799998
ACH-001302,-1.1489220303299998
ACH-001303,-0.690940389276
ACH-001306,-1.14251110923
ACH-001318,-1.4264965545800001
ACH-001322,-1.0597580279
ACH-001328,-1.07845518561
ACH-001332,-1.10185893139
ACH-001333,-1.21843765465
ACH-001336,-1.12411992586
ACH-001340,-1.5016174209600002
ACH-001346,-1.31540303784
ACH-001353,-1.2933115210100001
ACH-001354,-1.4196455510100001
ACH-001367,-1.35883906326
ACH-001368,-1.23307745986
ACH-001374,-1.02745255684
ACH-001375,-0.768880568785
ACH-001377,-1.14736782529
ACH-001380,-1.07040044306
ACH-001391,-1.53634096512
ACH-001407,-0.9969149486059999
ACH-001408,-1.39288849491
ACH-001413,-1.4171640559
ACH-001430,-1.13870650831
ACH-001431,-1.2717968343000001
ACH-001450,-0.906928419519
ACH-001496,-1.4873205111899999
ACH-001500,-0.9828483601289999
ACH-001521,-0.670231677973
ACH-001523,-1.2571210371600001
ACH-001532,-1.43828677675
ACH-001536,-1.33699379793
ACH-001550,-1.13673035221
ACH-001552,-1.1264638446
ACH-001554,-1.1472256491700001
ACH-001645,-1.23891259468
ACH-001654,-1.2278578795000001
ACH-001715,-1.06070828501
ACH-001735,-1.35219891581
ACH-001736,-0.9922281829459999
ACH-001737,-1.6777428518700002
ACH-001740,-1.0641519348200001
ACH-001745,-1.1593802957500001
ACH-001750,-1.2746060425799999
ACH-001765,-1.3600620716
ACH-001956,-1.38421951972
ACH-001957,-1.30836182232
