,TIPARP (25976)
ACH-000425,0.210482491311
ACH-000426,-0.20321593464899998
ACH-000427,0.0319049496675
ACH-000433,-0.348311268073
ACH-000436,-0.253375366206
ACH-000444,-0.529847102915
ACH-000445,-0.410757308433
ACH-000448,-0.619530086176
ACH-000450,0.12214133000499999
ACH-000452,-0.17738510208500002
ACH-000454,-0.778113011567
ACH-000458,-0.41177426668399997
ACH-000459,-0.407180877336
ACH-000460,-0.636512384246
ACH-000461,-0.23168897608199998
ACH-000463,-0.21253615526099998
ACH-000464,0.11853841052200001
ACH-000466,0.051292347469699996
ACH-000467,-0.34613287996
ACH-000468,-0.934069285696
ACH-000469,-0.546020817184
ACH-000470,-0.484774130368
ACH-000471,-0.24467752526099998
ACH-000472,-0.534289959236
ACH-000473,0.10312411341700001
ACH-000475,0.054723726222199995
ACH-000476,-0.13765714457699998
ACH-000477,0.08655847849
ACH-000480,-0.08139020417619999
ACH-000481,-0.123550502706
ACH-000483,-0.429392400158
ACH-000484,-0.39338569378700006
ACH-000485,-0.425434769206
ACH-000486,-0.385019816425
ACH-000487,-0.126575044365
ACH-000488,-0.406738241254
ACH-000490,-0.340484336625
ACH-000491,-0.162124718733
ACH-000495,-0.154314036244
ACH-000496,-0.836060546373
ACH-000499,-0.33414682671999996
ACH-000500,0.23884296500399999
ACH-000502,-0.231259263942
ACH-000503,-0.29915356914999996
ACH-000505,-0.390512293864
ACH-000507,-0.025104118603699998
ACH-000510,-0.338984936468
ACH-000511,-0.784429715989
ACH-000512,-0.509250915372
ACH-000516,-0.641662298986
ACH-000517,-0.70311261339
ACH-000518,-0.11843188227700001
ACH-000520,-0.5916210771989999
ACH-000521,-0.488134487548
ACH-000522,-0.132449343153
ACH-000524,0.0982128155356
ACH-000527,-0.45232385197700004
ACH-000528,-0.0722675984413
ACH-000537,-0.0919058478149
ACH-000541,-0.6153542165779999
ACH-000542,-0.8786526673459999
ACH-000544,-0.44781773505000005
ACH-000545,-0.584169832927
ACH-000547,-0.306313221622
ACH-000548,-0.839889352892
ACH-000549,-0.437385051683
ACH-000550,-0.835231579679
ACH-000552,-0.037069591572199995
ACH-000556,0.0901706619486
ACH-000557,0.12116750714000002
ACH-000570,-0.618528846961
ACH-000571,-0.792876211532
ACH-000573,-0.505717088198
ACH-000576,-0.838848442262
ACH-000580,-0.345762104595
ACH-000584,-0.0965850613143
ACH-000585,-0.294949494543
ACH-000588,-0.8207556222750001
ACH-000589,-0.38934645744
ACH-000591,-0.243887517093
ACH-000593,-0.485865398848
ACH-000600,0.0488475069797
ACH-000601,-0.193408622471
ACH-000604,-0.150500692359
ACH-000605,-0.345389534735
ACH-000606,-0.052969598926099995
ACH-000608,0.0931692774776
ACH-000614,-0.156805951498
ACH-000616,-0.67031835873
ACH-000618,-0.10105202241399999
ACH-000619,-0.668112015745
ACH-000620,0.109695161918
ACH-000621,-0.0315727308633
ACH-000622,-0.0344274367453
ACH-000623,-0.0317476367995
ACH-000624,-0.305732894588
ACH-000627,-0.243334665901
ACH-000630,-0.22835264915800002
ACH-000632,0.450038018502
ACH-000633,0.016908992909799997
ACH-000637,-0.159918445594
ACH-000638,-0.47205187390000003
ACH-000646,-0.28959952175299997
ACH-000647,0.0155140438111
ACH-000648,-0.16745184208
ACH-000649,-0.434955689292
ACH-000651,-0.201317807253
ACH-000652,-0.249120695017
ACH-000653,-0.938469235187
ACH-000657,-0.0711978067551
ACH-000658,-0.788802975964
ACH-000661,-0.203432658029
ACH-000662,-0.6074495794870001
ACH-000663,0.0258322991953
ACH-000665,-0.578763123541
ACH-000671,0.0986122820768
ACH-000673,-0.435871478575
ACH-000676,-0.040791941105499996
ACH-000677,-0.241736690419
ACH-000681,-0.373835883354
ACH-000682,-0.26471624991500003
ACH-000683,-0.122007690947
ACH-000684,0.0188813120788
ACH-000688,-1.33806928144
ACH-000693,-0.0849413888727
ACH-000694,-0.290765070171
ACH-000695,-0.492226256854
ACH-000696,-0.42378494953100004
ACH-000697,-0.484392843925
ACH-000699,-0.021686149051099998
ACH-000701,-0.0451961307754
ACH-000706,0.0190066609928
ACH-000711,-0.219100989482
ACH-000713,-0.16496504094
ACH-000714,-0.399774307805
ACH-000718,-0.6124080114429999
ACH-000720,-0.163072110201
ACH-000721,-0.0773185155271
ACH-000724,0.18466555546500002
ACH-000725,0.062069854649800006
ACH-000732,-0.742201745686
ACH-000734,-0.0365770714474
ACH-000735,-0.7500131775319999
ACH-000736,-0.232387101176
ACH-000738,0.044238041792800005
ACH-000746,0.283633442227
ACH-000747,-0.0325021582389
ACH-000748,-0.31951318375
ACH-000753,-0.336797848001
ACH-000756,-0.09321677101919999
ACH-000757,-0.477823865866
ACH-000758,-0.0241871332307
ACH-000760,0.0524670683811
ACH-000763,-1.184749833
ACH-000764,-0.09158431576659999
ACH-000765,0.09325786345730001
ACH-000766,-0.693972532232
ACH-000767,0.14742909791300002
ACH-000768,-0.810541946312
ACH-000769,-0.302247578356
ACH-000770,-0.144944154491
ACH-000771,-0.738167290358
ACH-000773,-0.37072503238300003
ACH-000776,-0.0627062150321
ACH-000777,-0.21000880675900002
ACH-000778,-0.664562004894
ACH-000781,-0.030691227521
ACH-000782,-0.08641882179810001
ACH-000783,-0.0431775351078
ACH-000784,-0.189478414826
ACH-000785,-0.511813100955
ACH-000787,-0.50984749307
ACH-000788,0.061381402787300005
ACH-000791,-0.500001233388
ACH-000792,-0.35766145552
ACH-000794,-0.8107895165919999
ACH-000796,-0.6311359630619999
ACH-000799,-0.443525236822
ACH-000800,-0.482128710865
ACH-000802,-0.508804528077
ACH-000804,-0.135207014585
ACH-000805,0.24854148027800002
ACH-000809,-0.304487654306
ACH-000810,-0.12694667005899998
ACH-000811,0.0805346264631
ACH-000817,-0.0660073182881
ACH-000819,-0.025274685080499997
ACH-000820,-1.01354756335
ACH-000821,-1.02781354338
ACH-000822,-0.10746574935999999
ACH-000823,-0.138199410588
ACH-000824,-0.00394930847189
ACH-000827,-0.523046397059
ACH-000829,-0.23068598176
ACH-000831,-0.217418516864
ACH-000832,-0.7303851777399999
ACH-000833,-0.158824741748
ACH-000834,-0.219068523354
ACH-000835,-0.915111530054
ACH-000836,-0.660308406423
ACH-000837,-0.602782494244
ACH-000838,-0.0415988309863
ACH-000839,-1.0970234321899999
ACH-000840,-0.40424971460500003
ACH-000841,-0.736331868115
ACH-000843,-0.479454269842
ACH-000846,-0.44993993985299996
ACH-000847,0.221890513176
ACH-000848,0.0792974371172
ACH-000849,-0.060499972670099995
ACH-000851,-0.23627955799800002
ACH-000855,-0.604211434573
ACH-000856,-0.218373958845
ACH-000858,-0.23937199515299998
ACH-000859,-0.7647066707160001
ACH-000861,-0.591173444173
ACH-000862,-0.309050770814
ACH-000865,-0.0374459090225
ACH-000866,0.09690640049460002
ACH-000867,0.007949022887439998
ACH-000869,0.592376082854
ACH-000872,-0.341544471473
ACH-000873,-0.149772067585
ACH-000876,0.46415814276600004
ACH-000878,-0.0454790492105
ACH-000880,-0.19749231007800003
ACH-000881,-0.524387168606
ACH-000882,0.0127524581659
ACH-000884,-0.276785079452
ACH-000885,-0.29327707421599997
ACH-000887,0.133596862829
ACH-000888,-0.11894669248800001
ACH-000889,0.0814428541763
ACH-000890,-0.700053306064
ACH-000896,0.0490825281711
ACH-000898,-0.569731264045
ACH-000900,-0.728959289998
ACH-000901,-0.48137106534699997
ACH-000905,-0.333363916563
ACH-000906,-0.224234044683
ACH-000907,-0.623610448457
ACH-000910,-0.0563242446258
ACH-000911,0.0364304168136
ACH-000912,0.32217661221099997
ACH-000913,-0.465846427355
ACH-000915,0.049422907467
ACH-000916,-0.540389598857
ACH-000917,-0.26425766434500003
ACH-000921,-0.416728147975
ACH-000924,-0.296628292374
ACH-000926,-0.346796712835
ACH-000928,-0.48186369923999994
ACH-000929,-0.533005449415
ACH-000932,-0.140742972287
ACH-000935,-0.459113229223
ACH-000936,0.0353852590418
ACH-000937,0.0255412645129
ACH-000938,-0.030033772945599998
ACH-000939,0.15361527017
ACH-000941,-0.0908388269998
ACH-000943,-0.117154432789
ACH-000946,-0.170476727084
ACH-000947,-0.049617400816
ACH-000948,-0.497680046896
ACH-000950,-0.605856794384
ACH-000953,0.102191072306
ACH-000957,-0.237841228796
ACH-000958,-0.39665859545599996
ACH-000960,-0.152291706222
ACH-000963,-0.34027270316799996
ACH-000968,-0.200279992458
ACH-000969,-0.494894712632
ACH-000973,0.018647950733599997
ACH-000974,-0.200454726479
ACH-000975,-0.032888916843699996
ACH-000976,-0.44636052096600004
ACH-000978,-0.541091299918
ACH-000980,-0.0836295169763
ACH-000984,-0.173839244888
ACH-000986,-0.37944429147799996
ACH-000988,-0.0875400517413
ACH-000993,-0.132880407369
ACH-000994,-0.0734356881252
ACH-000996,-0.295350079407
ACH-001001,-0.241427173123
ACH-001020,-0.423951455848
ACH-001028,-0.023590103075700003
ACH-001031,-0.244825632637
ACH-001038,-0.6456963448399999
ACH-001048,-0.37992584775399996
ACH-001050,-0.60091278984
ACH-001053,-0.26035241337299997
ACH-001054,-0.38838894705399996
ACH-001061,-0.16286612139
ACH-001067,-0.334765519714
ACH-001075,0.0179232701944
ACH-001096,-0.268445959854
ACH-001128,-0.267420742334
ACH-001134,-0.285743793786
ACH-001151,-0.332929297608
ACH-001163,0.0628881348172
ACH-001164,-0.12656443719000002
ACH-001173,0.017221146519200002
ACH-001183,-0.249263171816
ACH-001184,-0.358555232437
ACH-001190,-0.047053489538199995
ACH-001192,-0.48383911883599995
ACH-001193,-0.190899939486
ACH-001196,-0.22661439946400003
ACH-001197,-0.920937934776
ACH-001205,-0.6891059023360001
ACH-001211,-0.132265540476
ACH-001212,-0.108381825145
ACH-001228,-0.15971461365999998
ACH-001232,0.10610286950799999
ACH-001239,0.310519815654
ACH-001274,-0.684031157471
ACH-001275,-0.163066865173
ACH-001277,-0.08414744441880001
ACH-001278,-0.15500739863399998
ACH-001280,-0.0495475690222
ACH-001283,-0.778169291959
ACH-001289,0.121863113727
ACH-001295,-0.119856934879
ACH-001300,-0.267713961481
ACH-001301,-0.0906008089821
ACH-001302,-0.140286240906
ACH-001303,-0.396427787059
ACH-001306,0.014061788231299999
ACH-001318,0.0599065610587
ACH-001322,-0.375699337668
ACH-001328,-0.400917783503
ACH-001332,-0.08445894725310002
ACH-001333,-0.23816360019900001
ACH-001336,-0.237517286514
ACH-001340,-0.23671863867100001
ACH-001346,-0.48108214333099997
ACH-001353,-1.22633044495
ACH-001354,-0.153532660208
ACH-001367,-0.39186556859099997
ACH-001368,-0.004766913424770001
ACH-001374,0.366282443601
ACH-001375,-0.309029154613
ACH-001377,-0.139212356834
ACH-001380,-0.349285346504
ACH-001391,-0.30026062844900003
ACH-001407,-0.9251515662980001
ACH-001408,-0.367446976445
ACH-001413,-0.639625538104
ACH-001430,-0.261585879812
ACH-001431,-0.46322265913099997
ACH-001450,-0.07090238123010001
ACH-001496,-0.1209001062
ACH-001500,0.17174096203699998
ACH-001521,-0.534843728625
ACH-001523,-0.20687105415999998
ACH-001532,-0.033557969738500004
ACH-001536,-1.21799803638
ACH-001550,-0.365371143263
ACH-001552,-0.110598423644
ACH-001554,-0.40466975692699997
ACH-001645,-0.48729748430799996
ACH-001654,-0.42724674108499994
ACH-001715,-0.584221731463
ACH-001735,-0.28151658777399996
ACH-001736,-0.40865521044500003
ACH-001737,-0.528895366876
ACH-001740,-0.0684731143172
ACH-001745,-0.0335346815012
ACH-001750,-0.0315986167185
ACH-001765,-0.19260872779399998
ACH-001956,-0.223735318678
ACH-001957,0.12090902309800002
