,RNH1 (6050)
ACH-000317,-0.132281004187
ACH-000318,-0.031039447922799997
ACH-000319,-0.2963315458
ACH-000320,-0.19396766112999997
ACH-000322,-0.273224971749
ACH-000323,-0.039602968975499996
ACH-000324,-0.129742815707
ACH-000329,-0.324820924725
ACH-000330,-0.292041630235
ACH-000331,0.0888555432945
ACH-000332,-0.43168120136699994
ACH-000334,-0.184091388677
ACH-000335,-0.35719578373000005
ACH-000336,-0.115971334888
ACH-000337,-0.142658413226
ACH-000339,-0.648780048594
ACH-000341,-0.19517600189599998
ACH-000348,-0.372218874975
ACH-000350,-0.234180950771
ACH-000352,-0.0765939042236
ACH-000356,-0.558607256613
ACH-000361,0.040761045311099996
ACH-000362,-0.331477804443
ACH-000363,0.0360519241863
ACH-000364,-0.268608784472
ACH-000365,-0.0334527468183
ACH-000366,-0.302011795058
ACH-000368,-0.980320262507
ACH-000374,-0.611836805893
ACH-000375,-0.049664888448900005
ACH-000376,-0.559310373185
ACH-000381,-0.521455530985
ACH-000383,-0.31073180449099996
ACH-000387,-0.289812372198
ACH-000389,-0.0155723027804
ACH-000390,-0.038460197101500004
ACH-000393,0.00580795643693
ACH-000395,-0.540956904927
ACH-000397,-0.029948785149699998
ACH-000401,-0.510204834001
ACH-000402,0.134040509933
ACH-000403,-0.258679263845
ACH-000404,0.0245208570057
ACH-000406,-0.186513570126
ACH-000407,-0.418969636185
ACH-000408,-0.654506872632
ACH-000410,-0.168354518863
ACH-000411,-0.269385217424
ACH-000414,-0.0495529498249
ACH-000415,-0.0985601506144
ACH-000416,0.125669086147
ACH-000420,-0.525985785724
ACH-000421,-0.23183676428000002
ACH-000424,-0.493232598159
ACH-000425,0.0896452412871
ACH-000426,0.0830508400979
ACH-000427,-0.0461136679401
ACH-000433,0.13514913652899999
ACH-000436,0.25828149210900003
ACH-000444,0.059297975453399994
ACH-000445,-0.07088773262760001
ACH-000448,-0.0719333397673
ACH-000450,-0.0696483626891
ACH-000452,-0.341589922187
ACH-000454,-0.635590826445
ACH-000458,-0.33862889549900005
ACH-000459,-0.388711277305
ACH-000460,-0.217185948096
ACH-000461,-0.5381005679640001
ACH-000463,-0.44713195085900004
ACH-000464,-0.138658440937
ACH-000466,-0.155720560944
ACH-000467,-0.35338828263300004
ACH-000468,-0.355093499458
ACH-000469,-0.38002903441299996
ACH-000470,-0.47995375199600004
ACH-000471,-0.235157374289
ACH-000472,-0.0313915255274
ACH-000473,-0.31371290690000003
ACH-000475,-0.0741501411707
ACH-000476,-0.0724740405397
ACH-000477,-0.14818514563100002
ACH-000480,-0.504179670356
ACH-000481,-0.116089946889
ACH-000483,-0.23133300888099997
ACH-000484,-0.0154753915355
ACH-000485,-0.104914494027
ACH-000486,-0.20856005631299998
ACH-000487,-0.22525559714899998
ACH-000488,-0.394632195084
ACH-000490,-0.174121995589
ACH-000491,-1.33957494437
ACH-000495,-0.27701143726
ACH-000496,-0.372917108456
ACH-000499,-0.18104474767
ACH-000500,0.134764818496
ACH-000502,-0.18678847411600003
ACH-000503,-0.277704971465
ACH-000505,-0.297216505343
ACH-000507,-0.0941274920441
ACH-000510,-0.0715255062704
ACH-000511,0.015953613276899998
ACH-000512,-0.18098516021400002
ACH-000516,-0.09343834342260002
ACH-000517,-0.05488119386509999
ACH-000518,-0.392363347262
ACH-000520,-0.135209791502
ACH-000521,-0.250386202286
ACH-000522,-0.123464228047
ACH-000524,-0.162880269203
ACH-000527,-0.153070114836
ACH-000528,-0.30144798644000004
ACH-000537,-0.272819982282
ACH-000541,-0.12084061951500001
ACH-000542,-0.23713674214699998
ACH-000544,-0.292873156965
ACH-000545,-0.375359519955
ACH-000547,-0.289677291226
ACH-000548,-0.887524574323
ACH-000549,-0.21731405941100002
ACH-000550,0.0146336585745
ACH-000552,-0.17312411694600002
ACH-000556,-0.148573012119
ACH-000557,-0.0604111743644
ACH-000570,-0.127646733004
ACH-000571,-0.21775429468899998
ACH-000573,-0.214655027079
ACH-000576,-0.0636091273636
ACH-000580,-0.354213192663
ACH-000584,-0.075299343095
ACH-000585,-0.247096337059
ACH-000588,-0.0973257844482
ACH-000589,-0.054106402584800005
ACH-000591,-0.527512441814
ACH-000593,-0.110991238593
ACH-000600,-0.012609829603500001
ACH-000601,-0.262677885803
ACH-000604,-0.272719329302
ACH-000605,-0.043197498320699995
ACH-000606,-0.125894976646
ACH-000608,-0.33331503066
ACH-000614,-0.23931122108600003
ACH-000616,-0.304865330127
ACH-000618,0.00866208281821
ACH-000619,-0.22949386191799998
ACH-000620,0.0661779468804
ACH-000621,-0.14318692548599998
ACH-000622,-0.0647486111751
ACH-000623,-0.37514472094800005
ACH-000624,-0.851978606905
ACH-000627,-0.433435434821
ACH-000630,-0.468512761249
ACH-000632,-0.21157739760000002
ACH-000633,-0.219205234516
ACH-000637,-0.188690684885
ACH-000638,-0.219856726113
ACH-000646,0.06825882353900001
ACH-000647,-0.35385334836099996
ACH-000648,-0.46880225716000007
ACH-000649,-0.251265038195
ACH-000651,0.0137483146499
ACH-000652,-0.233562529437
ACH-000653,-0.143207241341
ACH-000657,-0.21146778852899997
ACH-000658,0.013853993044399998
ACH-000661,-0.12592707355799998
ACH-000662,-0.488741075726
ACH-000663,-0.0334616291389
ACH-000665,-0.0644365655861
ACH-000671,-0.325384097018
ACH-000673,-0.0915342373495
ACH-000676,-0.0966976005675
ACH-000677,-0.0147045791047
ACH-000681,-0.135253227827
ACH-000682,-0.658636716096
ACH-000683,-0.29557569992800004
ACH-000684,-0.234658455676
ACH-000688,-0.311853634846
ACH-000693,-0.419910076673
ACH-000694,-0.36402080115400004
ACH-000695,-0.546681990236
ACH-000696,-0.7237302098530001
ACH-000697,-0.263870793488
ACH-000699,0.0549092182156
ACH-000701,-0.416764900094
ACH-000706,-0.0607478948381
ACH-000711,-0.227845950528
ACH-000713,-0.146260928223
ACH-000714,0.050161335756699996
ACH-000718,-0.611679958953
ACH-000720,-0.376913682852
ACH-000721,-0.0634978699314
ACH-000724,-0.46208744498599996
ACH-000725,-0.531617974073
ACH-000732,-0.6414486142010001
ACH-000734,-0.49844848375
ACH-000735,-0.27009233273
ACH-000736,-0.15285796074799998
ACH-000738,-0.163485270726
ACH-000746,-0.165246122376
ACH-000747,-0.0916779384973
ACH-000748,-0.131021258098
ACH-000753,-0.542797249983
ACH-000756,-0.14464507744000002
ACH-000757,-0.30414630995700004
ACH-000758,-0.102285689827
ACH-000760,-0.417913098178
ACH-000763,-0.0531937949456
ACH-000764,-0.306391507392
ACH-000765,-0.19224200818599999
ACH-000766,0.109080511492
ACH-000767,-0.09617592572660001
ACH-000768,-0.254261302646
ACH-000769,-0.627876250423
ACH-000770,-0.28021255791099997
ACH-000771,-0.227074040037
ACH-000773,-0.159252808557
ACH-000776,-0.164140792404
ACH-000777,-0.252937228985
ACH-000778,0.01783150121
ACH-000781,-0.20797578339899997
ACH-000782,-0.18766439807100002
ACH-000783,-0.09595570250739999
ACH-000784,0.0587993791207
ACH-000785,0.103916011659
ACH-000787,-0.752758092695
ACH-000788,-0.256505105492
ACH-000791,-0.128922209835
ACH-000792,-0.185891306096
ACH-000794,-0.209887507245
ACH-000796,-0.07685032554160001
ACH-000799,-0.130908769967
ACH-000800,-0.277421355886
ACH-000802,-0.08580107371290001
ACH-000804,-0.337529695704
ACH-000805,-0.317799256417
ACH-000809,-1.03103859068
ACH-000810,-0.45387217215400005
ACH-000811,-0.162555748592
ACH-000817,-0.103995318029
ACH-000819,-0.20608296559099998
ACH-000820,-0.10031958944599999
ACH-000821,-0.14072700173699998
ACH-000822,-0.180897276122
ACH-000823,-0.333787748737
ACH-000824,-0.19761593704799998
ACH-000827,-0.18193264901200001
ACH-000829,-0.19739630762000002
ACH-000831,-0.485177462257
ACH-000832,-0.594168610584
ACH-000833,-0.54123280837
ACH-000834,-0.44288589106700005
ACH-000835,-0.00547852087806
ACH-000836,-0.488336792411
ACH-000837,-0.146474682276
ACH-000838,0.110921515666
ACH-000839,-0.118776171303
ACH-000840,-0.562798706035
ACH-000841,-0.244028768107
ACH-000843,-0.152615120618
ACH-000846,-0.362054793077
ACH-000847,-0.16299559782
ACH-000848,-0.318645426218
ACH-000849,-0.28163553186
ACH-000851,-0.08433724992799999
ACH-000855,-0.196429609679
ACH-000856,-0.236530114116
ACH-000858,-0.609239380488
ACH-000859,-0.8054110519859999
ACH-000861,-0.512812949912
ACH-000862,-0.0816339616031
ACH-000865,-0.24081083537200001
ACH-000866,0.015618038879899999
ACH-000867,-0.124161903248
ACH-000869,0.178153631576
ACH-000872,-0.264767210523
ACH-000873,-0.27494596802
ACH-000876,-0.0255896823316
ACH-000878,-0.265551353963
ACH-000880,-0.109664823923
ACH-000881,-0.047442048899699996
ACH-000882,-0.458079318503
ACH-000884,-0.170499994219
ACH-000885,-0.192172761019
ACH-000887,-0.5356183263809999
ACH-000888,-0.1749400298
ACH-000889,-0.0385398985042
ACH-000890,-0.0676267089849
ACH-000896,-0.140808599376
ACH-000898,0.13961185266599999
ACH-000900,-0.6541211015789999
ACH-000901,-0.684508889303
ACH-000905,-0.576152914261
ACH-000906,-0.242835038776
ACH-000907,-0.154418676456
ACH-000910,-0.49052340660599997
ACH-000911,-0.29965576440999997
ACH-000912,-0.20128993122699998
ACH-000913,-0.208076118402
ACH-000915,-0.09290114890380001
ACH-000916,-0.48648022432
ACH-000917,-0.14088032640999998
ACH-000921,0.0261218737077
ACH-000924,-0.9071684111220001
ACH-000926,-0.21089084387200002
ACH-000928,-0.417368114909
ACH-000929,0.119339137585
ACH-000932,0.0731911212183
ACH-000935,-0.0992521580999
ACH-000936,-0.245909098571
ACH-000937,-0.0455735919976
ACH-000938,-0.184802538976
ACH-000939,0.168257848154
ACH-000941,-0.129020682964
ACH-000943,-0.0444112826229
ACH-000946,-0.07200428202560001
ACH-000947,0.03737466028999999
ACH-000948,-0.30638981184
ACH-000950,-0.142168934111
ACH-000953,-0.222580135319
ACH-000957,-0.16908315171
ACH-000958,-0.106031187754
ACH-000960,-0.116229024958
ACH-000963,0.014534305063399998
ACH-000968,-0.298743578388
ACH-000969,-0.35933069977300003
ACH-000973,-0.172474867401
ACH-000974,-0.35055539858199997
ACH-000975,-0.0129115793722
ACH-000976,-0.431246133497
ACH-000978,-0.59129346115
ACH-000980,-0.060444363177699995
ACH-000984,-0.25867669997299997
ACH-000986,-0.332163520419
ACH-000988,-0.0666808867524
ACH-000993,-0.265379160908
ACH-000994,0.0359500535226
ACH-000996,-0.246377530645
ACH-001001,-0.08113693547230001
ACH-001020,-0.551151906511
ACH-001028,0.0035840561799499997
ACH-001031,-0.222699069319
ACH-001038,-0.052868423232100004
ACH-001048,-0.19357605449499998
ACH-001050,-0.0057792206062100004
ACH-001053,-0.22140579868500002
ACH-001054,-0.20922160374600002
ACH-001061,-0.0482393978764
ACH-001067,-0.227161000807
ACH-001075,-0.29401231147
ACH-001096,-0.264389599867
ACH-001128,-0.6936189614049999
ACH-001134,-0.022463763562500003
ACH-001151,-0.264460212739
ACH-001163,-0.4943138475399999
ACH-001164,-0.6034392096369999
ACH-001173,-0.0647062102653
ACH-001183,-0.645036930253
ACH-001184,-0.600344505751
ACH-001190,-0.254408187892
ACH-001192,-0.247487815715
ACH-001193,-0.426409214081
ACH-001196,-0.653461230433
ACH-001197,-0.164136027998
ACH-001205,-0.121044552609
ACH-001211,-0.0899248156884
ACH-001212,-0.16718640376399999
ACH-001228,-0.315110369187
ACH-001232,-0.19493776713199998
ACH-001239,-0.360268979398
ACH-001274,-0.025356362651299997
ACH-001275,-0.342381246616
ACH-001277,-0.43634605456500003
ACH-001278,-0.07138538237019999
ACH-001280,-0.22316448503199998
ACH-001283,-0.07655230225269999
ACH-001289,-0.042025676939300004
ACH-001295,-0.152703461809
ACH-001300,-0.258065397795
ACH-001301,-0.188651305405
ACH-001302,0.0697285100698
ACH-001303,-0.6542163385249999
ACH-001306,-0.28841517844000003
ACH-001318,-0.523459649192
ACH-001322,-0.201566205383
ACH-001328,-0.45500842279299997
ACH-001332,-0.24563083284
ACH-001333,-0.449065699268
ACH-001336,-0.533441415482
ACH-001340,-0.271041353895
ACH-001346,-0.119145828861
ACH-001353,-0.131340074133
ACH-001354,0.0201102191274
ACH-001367,-0.20913447149300002
ACH-001368,-0.052030945952500005
ACH-001374,-0.46697944541599995
ACH-001375,-0.500888023337
ACH-001377,-0.254947833824
ACH-001380,-0.183281753902
ACH-001391,-0.06907613773410001
ACH-001407,-0.29686666771
ACH-001408,-0.58699421709
ACH-001413,-0.159718260931
ACH-001430,0.11667985375
ACH-001431,-0.130187290064
ACH-001450,-0.237832526091
ACH-001496,-0.0665099419322
ACH-001500,-0.129634788498
ACH-001521,-0.115775768276
ACH-001523,-0.565243479401
ACH-001532,-0.131492340662
ACH-001536,-0.18587086404599998
ACH-001550,-0.166861575653
ACH-001552,-0.46213968709200004
ACH-001554,-0.35496211177599996
ACH-001645,-0.06520863670680001
ACH-001654,-0.31693468845600004
ACH-001715,0.127546097661
ACH-001735,-0.0974469111737
ACH-001736,-0.088567673371
ACH-001737,-0.327564282353
ACH-001740,-0.204433325375
ACH-001745,-0.0162178672351
ACH-001750,-0.102409292171
ACH-001765,-0.102268815032
ACH-001956,-0.40485473641
ACH-001957,-0.102447678772
