,REV3L (5980)
ACH-000835,-0.652240215954
ACH-000836,-1.01167299404
ACH-000837,-0.957619769086
ACH-000838,-0.477480591805
ACH-000839,-0.5078369700590001
ACH-000840,-0.7117824149519999
ACH-000841,-0.833181999815
ACH-000843,-0.7138884535169999
ACH-000846,-0.514340118453
ACH-000847,-1.10912966847
ACH-000848,-1.0037406043000001
ACH-000849,-0.776239890026
ACH-000851,-0.863891488817
ACH-000855,-0.509806448929
ACH-000856,-0.876191179972
ACH-000858,-0.380112606889
ACH-000859,-0.44547176267599997
ACH-000861,-0.9029770568000001
ACH-000862,-0.759324212997
ACH-000865,-0.855350762458
ACH-000866,-0.7796330651360001
ACH-000867,-0.5804391825940001
ACH-000869,-0.764608978299
ACH-000872,-1.04080379479
ACH-000873,-0.749423444798
ACH-000876,-0.858002961156
ACH-000878,-0.208536940588
ACH-000880,-0.624890447019
ACH-000881,-0.775340538785
ACH-000882,-0.829355122825
ACH-000884,-0.7877191731290001
ACH-000885,-0.837152430232
ACH-000887,-0.674314384992
ACH-000888,-0.814331886607
ACH-000889,-0.646307097292
ACH-000890,-0.577243387032
ACH-000896,-0.795375884919
ACH-000898,-0.694273154328
ACH-000900,-0.7459358134720001
ACH-000901,-0.8440387461869999
ACH-000905,-0.8242423665009999
ACH-000906,-0.871023991475
ACH-000907,-0.855354383399
ACH-000910,-0.69921680914
ACH-000911,-0.5597765418249999
ACH-000912,-1.1516296297
ACH-000913,-0.922282259868
ACH-000915,-0.445849571707
ACH-000916,-1.14757689278
ACH-000917,-0.652177399938
ACH-000921,-0.794423017323
ACH-000924,-0.7366002213670001
ACH-000926,-0.41892657139600004
ACH-000928,-0.735964987068
ACH-000929,-0.8494417665289999
ACH-000932,-0.7054244066300001
ACH-000935,-0.7206640793729999
ACH-000936,-0.416488287267
ACH-000937,-0.532907004165
ACH-000938,-0.744658328971
ACH-000939,-0.970465757465
ACH-000941,-0.5716418775600001
ACH-000943,-0.5939212930919999
ACH-000946,-0.8450666528
ACH-000947,-1.07742323341
ACH-000948,-0.712361189462
ACH-000950,-0.511783822331
ACH-000953,-0.39678579453100005
ACH-000957,-1.02622520145
ACH-000958,-0.488265739022
ACH-000960,-0.888390654451
ACH-000963,-0.209456845982
ACH-000968,-0.980269404896
ACH-000969,-0.811051540712
ACH-000973,-0.8126974055439999
ACH-000974,-0.6751846055769999
ACH-000975,-0.836208196758
ACH-000976,-0.904738529876
ACH-000978,-0.7484240216689999
ACH-000980,-0.584039050948
ACH-000984,-0.732632344765
ACH-000986,-0.9046782292990001
ACH-000988,-0.9719053837
ACH-000993,-1.08514483108
ACH-000994,-0.5704564822029999
ACH-000996,-0.8872717769760001
ACH-001001,-0.7042817187989999
ACH-001020,-0.7175173755750001
ACH-001028,-0.465196646768
ACH-001031,-0.761094371245
ACH-001038,-0.8740942855249999
ACH-001048,-0.8293242120540001
ACH-001050,-0.628413069414
ACH-001053,-0.7416081186489999
ACH-001054,-0.9261682217749999
ACH-001061,-0.6041891224
ACH-001067,-0.786072229403
ACH-001075,-0.809467050622
ACH-001096,-0.8746007870870001
ACH-001128,-0.583906837595
ACH-001134,-0.939027344114
ACH-001151,-0.780546172562
ACH-001163,-0.601358466686
ACH-001164,-0.814623180138
ACH-001173,-0.563910913622
ACH-001183,-0.635948871523
ACH-001184,-0.836161187565
ACH-001190,-0.564346861224
ACH-001192,-0.764360248809
ACH-001193,-0.575001328274
ACH-001196,-0.970806394804
ACH-001197,-0.7091276120029999
ACH-001205,-0.904055171669
ACH-001211,-0.945823781451
ACH-001212,-0.49461630500500003
ACH-001228,-0.6862193603650001
ACH-001232,-0.7786749766140001
ACH-001239,-0.900628635563
ACH-001274,-0.7393964507100002
ACH-001275,-0.857644636727
ACH-001277,-0.49474779350500003
ACH-001278,-0.677796191179
ACH-001280,-1.2562162885600001
ACH-001283,-0.818037725458
ACH-001289,-0.700820891638
ACH-001295,-0.846612248918
ACH-001300,-0.7758910734729999
ACH-001301,-0.6728658843549999
ACH-001302,-0.7089012843800001
ACH-001303,-0.7593752160699999
ACH-001306,-0.767666894295
ACH-001318,-0.8715807992229999
ACH-001322,-0.753447606184
ACH-001328,-0.731329880362
ACH-001332,-0.927219637782
ACH-001333,-0.7866899536399999
ACH-001336,-1.01265293874
ACH-001340,-0.698435084806
ACH-001346,-0.631897543897
ACH-001353,-0.719655582231
ACH-001354,-0.591829551049
ACH-001367,-0.5204282115119999
ACH-001368,-0.759385311178
ACH-001374,-0.843239589303
ACH-001375,-0.746187435098
ACH-001377,-0.666868706937
ACH-001380,-0.783512709425
ACH-001391,-0.56678347361
ACH-001407,-0.73474323566
ACH-001408,-0.622935131088
ACH-001413,-0.5805223819049999
ACH-001430,-0.517670513932
ACH-001431,-1.0823025793
ACH-001450,-0.9400656005879999
ACH-001496,-0.735261140688
ACH-001500,-0.873632229073
ACH-001521,-0.628379041877
ACH-001523,-0.700633730134
ACH-001532,-0.826622865017
ACH-001536,-0.989040243097
ACH-001550,-0.981676235716
ACH-001552,-1.06294831955
ACH-001554,-0.827066587357
ACH-001645,-0.8375997114910001
ACH-001654,-0.472410953866
ACH-001715,-0.889973396888
ACH-001735,-0.5646697893720001
ACH-001736,-0.587109223544
ACH-001737,-0.7779746011509999
ACH-001740,-0.9263117791619999
ACH-001745,-1.1745047662700001
ACH-001750,-0.6586374749449999
ACH-001765,-0.548048739794
ACH-001956,-0.7463362456929999
ACH-001957,-0.5768168297240001
