,FAU (2197)
ACH-000389,-1.4463518960600001
ACH-000390,-1.5118139936300001
ACH-000393,-1.5690798997
ACH-000395,-2.0234437880500002
ACH-000397,-1.6728921904499998
ACH-000401,-1.8099856317299998
ACH-000402,-1.83080102551
ACH-000403,-1.9423290452900002
ACH-000404,-2.07052288398
ACH-000406,-1.9766245635799997
ACH-000407,-1.7693997339400003
ACH-000408,-1.40661801338
ACH-000410,-1.94055193553
ACH-000411,-1.6847073388
ACH-000414,-1.85918943474
ACH-000415,-1.67839385104
ACH-000416,-1.51053762649
ACH-000420,-1.54818068365
ACH-000421,-1.78118872498
ACH-000424,-1.58795790125
ACH-000425,-1.7590760770900002
ACH-000426,-2.84034647954
ACH-000427,-1.69926042109
ACH-000433,-1.891142536
ACH-000436,-1.7119278410799998
ACH-000444,-1.7462962029700002
ACH-000445,-1.7068277887999999
ACH-000448,-1.76345606277
ACH-000450,-1.87366264352
ACH-000452,-1.98142705349
ACH-000454,-1.5118630299200002
ACH-000458,-1.9775199203599998
ACH-000459,-1.7147682068999999
ACH-000460,-1.8150733213299999
ACH-000461,-1.4184918870200003
ACH-000463,-1.6859386453100003
ACH-000464,-1.7040581820200003
ACH-000466,-1.6984891390399999
ACH-000467,-1.53221474877
ACH-000468,-1.96098755525
ACH-000469,-1.5849410274200002
ACH-000470,-1.64639912072
ACH-000471,-1.71996597817
ACH-000472,-1.8314315159099999
ACH-000473,-1.74609215365
ACH-000475,-1.95682671103
ACH-000476,-1.95110611199
ACH-000477,-2.8725332118700004
ACH-000480,-1.9013207212599998
ACH-000481,-1.67749761694
ACH-000483,-2.14284072725
ACH-000484,-1.63196708635
ACH-000485,-1.7283588154
ACH-000486,-1.8552019040999999
ACH-000487,-1.78451671567
ACH-000488,-1.77866727664
ACH-000490,-1.5256827498299999
ACH-000491,-2.04842726834
ACH-000495,-1.6864336517299998
ACH-000496,-1.7703357220200002
ACH-000499,-2.02143857383
ACH-000500,-1.67012138368
ACH-000502,-1.70468542158
ACH-000503,-1.4492675188600002
ACH-000505,-1.9594992653999999
ACH-000507,-1.7135707164899998
ACH-000510,-1.80084984749
ACH-000511,-1.7367280132700003
ACH-000512,-1.69827928095
ACH-000516,-1.7163004884399997
ACH-000517,-1.78354169302
ACH-000518,-1.6660260469
ACH-000520,-2.04550410144
ACH-000521,-1.58470125354
ACH-000522,-1.73218718599
ACH-000524,-2.2697401920599996
ACH-000527,-1.7571187315799999
ACH-000528,-1.7547488458000002
ACH-000537,-1.7618633122299998
ACH-000541,-1.4105077659099998
ACH-000542,-1.7644644482900003
ACH-000544,-1.49734058925
ACH-000545,-1.4746609924599998
ACH-000547,-1.8115572454400002
ACH-000548,-1.6220732391600001
ACH-000549,-1.8792677132
ACH-000550,-1.8064825972099998
ACH-000552,-1.8017050191400001
ACH-000556,-1.99829243627
ACH-000557,-2.38509642555
ACH-000570,-2.01225345656
ACH-000571,-2.12759025041
ACH-000573,-1.53556168389
ACH-000576,-1.7837913401900003
ACH-000580,-1.7858710491299998
ACH-000584,-1.6161573958000002
ACH-000585,-1.8292335419499999
ACH-000588,-1.66797591213
ACH-000589,-1.7630605041900003
ACH-000591,-1.7997662707599997
ACH-000593,-1.7377200735799998
ACH-000600,-2.00760624197
ACH-000601,-1.7451061991499999
ACH-000604,-2.29477779744
ACH-000605,-1.7141264843700001
ACH-000606,-1.5538570860699998
ACH-000608,-2.3019895873
ACH-000614,-1.79252621747
ACH-000616,-1.6157439822
ACH-000618,-1.7699834351900003
ACH-000619,-1.5685918812600002
ACH-000620,-1.71533518133
ACH-000621,-1.90781488182
ACH-000622,-1.9020678575799999
ACH-000623,-1.6934996301700003
ACH-000624,-1.7721089626599997
ACH-000627,-1.72641051884
ACH-000630,-1.5098194292899998
ACH-000632,-1.79135308737
ACH-000633,-1.8673134481799998
ACH-000637,-1.9150254535099998
ACH-000638,-1.75377117646
ACH-000646,-1.99407817883
ACH-000647,-1.9722171114900002
ACH-000648,-2.08774443745
ACH-000649,-2.0222206082799996
ACH-000651,-1.74207604574
ACH-000652,-1.70089448493
ACH-000653,-1.54409330768
ACH-000657,-1.92123079252
ACH-000658,-1.8104950817299998
ACH-000661,-1.90379162183
ACH-000662,-1.53036186076
ACH-000663,-2.19107089954
ACH-000665,-1.58367315868
ACH-000671,-1.9895291733099998
ACH-000673,-1.6236937138999998
ACH-000676,-1.66561399143
ACH-000677,-2.20286712627
ACH-000681,-1.86272107222
ACH-000682,-1.79042502752
ACH-000683,-1.89459942308
ACH-000684,-1.6728698305399998
ACH-000688,-1.59716742463
ACH-000693,-1.7113607527599999
ACH-000694,-1.6496036275600001
ACH-000695,-1.2970020945799998
ACH-000696,-1.5476131377700002
ACH-000697,-1.36692968817
ACH-000699,-1.59069008972
ACH-000701,-1.8565597245299998
ACH-000706,-1.61445546072
ACH-000711,-1.61937686604
ACH-000713,-1.3868090773700001
ACH-000714,-1.9062418804199999
ACH-000718,-2.08917232896
ACH-000720,-1.9346226923099998
ACH-000721,-1.6799778600100002
ACH-000724,-2.0572710063499997
ACH-000725,-1.8196983707700003
ACH-000732,-1.8317868257700003
ACH-000734,-1.7089371547799999
ACH-000735,-1.7869153737299999
ACH-000736,-1.95817049282
ACH-000738,-1.6032472368900001
ACH-000746,-1.81957371781
ACH-000747,-1.6182499403900001
ACH-000748,-1.5992141758200002
ACH-000753,-1.85215128312
ACH-000756,-1.8335667215400002
ACH-000757,-1.6996403841499998
ACH-000758,-1.8860701038699998
ACH-000760,-1.74220911278
ACH-000763,-2.1199360919
ACH-000764,-1.87653747176
ACH-000765,-1.85299539443
ACH-000766,-1.9767677613099999
ACH-000767,-1.62822939338
ACH-000768,-1.9068606886200001
ACH-000769,-1.79720910379
ACH-000770,-1.97424128227
ACH-000771,-1.4653581148800001
ACH-000773,-1.71743318032
ACH-000776,-1.8811402795099998
ACH-000777,-1.7554415698599997
ACH-000778,-2.09712838008
ACH-000781,-2.06672322461
ACH-000782,-1.8081872561099996
ACH-000783,-1.8376396584799999
ACH-000784,-1.86697375072
ACH-000785,-1.7706247467200003
ACH-000787,-1.9032293489200003
ACH-000788,-1.71120861081
ACH-000791,-1.67860234575
ACH-000792,-2.10381430189
ACH-000794,-1.58891558051
ACH-000796,-1.7794657403
ACH-000799,-1.38471232071
ACH-000800,-1.6822252280899999
ACH-000802,-1.65764953599
ACH-000804,-2.09283219346
ACH-000805,-1.59426099699
ACH-000809,-1.96089579887
ACH-000810,-1.59807149824
ACH-000811,-2.0630490621599997
ACH-000817,-1.69351428933
ACH-000819,-1.70100034014
ACH-000820,-1.9212485389700003
ACH-000821,-2.3049675391099997
ACH-000822,-1.71781529866
ACH-000823,-1.7530703028999999
ACH-000824,-2.1238010631999997
ACH-000827,-1.8628518272099999
ACH-000829,-2.04097267238
ACH-000831,-2.04942719768
ACH-000832,-1.7507493512999999
ACH-000833,-2.28449498819
ACH-000834,-1.83236042127
ACH-000835,-1.56621470336
ACH-000836,-1.96380569148
ACH-000837,-1.6058038817200002
ACH-000838,-2.24229114628
ACH-000839,-1.41199110105
ACH-000840,-2.03597798236
ACH-000841,-1.8308241248800001
ACH-000843,-1.98908665783
ACH-000846,-2.05372975526
ACH-000847,-1.5747057069100001
ACH-000848,-1.7280486388599998
ACH-000849,-1.8446876861099997
ACH-000851,-1.56435896724
ACH-000855,-1.63614484486
ACH-000856,-1.77089493724
ACH-000858,-1.6639101225100001
ACH-000859,-1.60707219389
ACH-000861,-1.78020231882
ACH-000862,-1.6162690775600002
ACH-000865,-1.80595295982
ACH-000866,-1.7430413822400002
ACH-000867,-1.9101020206400001
ACH-000869,-1.59986076366
ACH-000872,-1.66507596961
ACH-000873,-1.48227067338
ACH-000876,-1.60921699607
ACH-000878,-1.9767909267800001
ACH-000880,-2.0569992079599997
ACH-000881,-1.8075079300999999
ACH-000882,-2.0491030134
ACH-000884,-1.651244652
ACH-000885,-1.74554005245
ACH-000887,-1.79717101507
ACH-000888,-1.82283436572
ACH-000889,-1.7650235448299998
ACH-000890,-1.64563946926
ACH-000896,-1.85510695006
ACH-000898,-1.8032837316499999
ACH-000900,-1.6499905667299999
ACH-000901,-2.0850596333900002
ACH-000905,-1.4868590380200002
ACH-000906,-1.77904946537
ACH-000907,-1.65247375865
ACH-000910,-1.8669342618
ACH-000911,-1.7000547744
ACH-000912,-1.84138464869
ACH-000913,-1.8164786301299998
ACH-000915,-1.74657527848
ACH-000916,-1.6839001567200003
ACH-000917,-1.61545626795
ACH-000921,-1.74059085247
ACH-000924,-1.85623352887
ACH-000926,-1.8971062739099998
ACH-000928,-1.55678762613
ACH-000929,-2.1395212507599997
ACH-000932,-1.78695036518
ACH-000935,-1.58700016369
ACH-000936,-2.01055675039
ACH-000937,-1.98537312146
ACH-000938,-1.9138777420099997
ACH-000939,-1.9437516010900002
ACH-000941,-2.29447749208
ACH-000943,-1.9753104073599996
ACH-000946,-1.7546961167200001
ACH-000947,-1.90452845322
ACH-000948,-1.8783547891900003
ACH-000950,-1.8282105757
ACH-000953,-2.11371936049
ACH-000957,-1.4511939814700001
ACH-000958,-1.69730250569
ACH-000960,-1.80482374665
ACH-000963,-2.20949256847
ACH-000968,-1.71358872087
ACH-000969,-1.87669972819
ACH-000973,-1.4947820107700003
ACH-000974,-1.74625571128
ACH-000975,-2.01780072696
ACH-000976,-1.64672788299
ACH-000978,-1.65440398537
ACH-000980,-1.7470204382499999
ACH-000984,-1.7611638652200001
ACH-000986,-1.7393941954499998
ACH-000988,-1.88822429251
ACH-000993,-1.4157090234999998
ACH-000994,-2.00053902181
ACH-000996,-1.45539897594
ACH-001001,-1.79599262988
ACH-001020,-1.8812541516099999
ACH-001028,-1.67024860752
ACH-001031,-1.87306147497
ACH-001038,-1.6711359077399999
ACH-001048,-1.83814532787
ACH-001050,-1.6913334289500002
ACH-001053,-1.90819976961
ACH-001054,-1.60539824508
ACH-001061,-1.42955181289
ACH-001067,-1.5508409224200002
ACH-001075,-1.77041245466
ACH-001096,-1.9625821541
ACH-001128,-1.9074946243900002
ACH-001134,-1.67026366739
ACH-001151,-1.60138962946
ACH-001163,-1.6422226410499998
ACH-001164,-2.02791182956
ACH-001173,-1.6882389270200002
ACH-001183,-1.6307118240799998
ACH-001184,-1.74432772777
ACH-001190,-1.63631463016
ACH-001192,-1.6656424285
ACH-001193,-1.6792429522
ACH-001196,-1.74647658967
ACH-001197,-1.97104137892
ACH-001205,-1.5004689953700001
ACH-001211,-1.75920210259
ACH-001212,-2.1198393445700003
ACH-001228,-1.8173054829799997
ACH-001232,-1.3042100741
ACH-001239,-1.7155373260100002
ACH-001274,-1.93751896352
ACH-001275,-1.8092276999
ACH-001277,-1.34118542336
ACH-001278,-2.0794258010499997
ACH-001280,-1.63402721482
ACH-001283,-1.9243304464300002
ACH-001289,-1.62590366031
ACH-001295,-1.9114276489700002
ACH-001300,-1.8707730741900004
ACH-001301,-1.85755475084
ACH-001302,-1.8569672367299999
ACH-001303,-1.7814206357099998
ACH-001306,-1.7596610131700001
ACH-001318,-1.85258747622
ACH-001322,-1.2262189631799998
ACH-001328,-1.6726282354700002
ACH-001332,-1.44060275278
ACH-001333,-1.3821245728
ACH-001336,-1.64235112133
ACH-001340,-1.72464380221
ACH-001346,-1.6624278863799997
ACH-001353,-1.7422977863099998
ACH-001354,-2.21283324574
ACH-001367,-1.645148059
ACH-001368,-1.7352302145900003
ACH-001374,-1.35182795688
ACH-001375,-1.52823248814
ACH-001377,-2.16955229963
ACH-001380,-1.74818761817
ACH-001391,-1.87624984882
ACH-001407,-1.9808664202900002
ACH-001408,-2.08664324503
ACH-001413,-1.4439606316100002
ACH-001430,-1.5049378986000002
ACH-001431,-1.36219135505
ACH-001450,-1.77695122685
ACH-001496,-1.72466575973
ACH-001500,-1.8780333208099997
ACH-001521,-2.15464630001
ACH-001523,-1.8555961613999998
ACH-001532,-1.9874532421200002
ACH-001536,-1.7742100880900002
ACH-001550,-1.84966783634
ACH-001552,-1.58292581976
ACH-001554,-1.9894744958200001
ACH-001645,-1.88672455257
ACH-001654,-1.96358825849
ACH-001715,-1.67814863349
ACH-001735,-2.0056402182900004
ACH-001736,-1.7650619355700001
ACH-001737,-1.91074293518
ACH-001740,-1.96122618146
ACH-001745,-2.14422101262
ACH-001750,-1.8750644659400002
ACH-001765,-1.98250290768
ACH-001956,-1.6270195459
ACH-001957,-1.5871096214899998
