,AIF1L (83543)
ACH-000448,-0.365904437324
ACH-000450,-0.35534600201300004
ACH-000452,-0.0807922985802
ACH-000454,-0.165330638072
ACH-000458,-0.416270229544
ACH-000459,-0.204864891722
ACH-000460,-0.165020711266
ACH-000461,-0.425537473798
ACH-000463,-0.15295033019200002
ACH-000464,-0.302770300659
ACH-000466,-0.28014486277600004
ACH-000467,-0.272712566511
ACH-000468,-0.204070009065
ACH-000469,-0.0555004543219
ACH-000470,-0.504889605913
ACH-000471,-0.268177727773
ACH-000472,-0.150104544557
ACH-000473,-0.27588084357799997
ACH-000475,-0.323768096474
ACH-000476,-0.259689476048
ACH-000477,-0.0159906255389
ACH-000480,-0.18964321950100002
ACH-000481,-0.277443798748
ACH-000483,-0.124413486178
ACH-000484,-0.269620392188
ACH-000485,-0.480382713292
ACH-000486,-0.149454608991
ACH-000487,-0.13810204313899999
ACH-000488,-0.182806347381
ACH-000490,-0.204194644237
ACH-000491,-0.112200077567
ACH-000495,-0.400142568157
ACH-000496,-0.260666903535
ACH-000499,-0.09088105446010002
ACH-000500,-0.46460541777
ACH-000502,-0.101325874697
ACH-000503,-0.613034508464
ACH-000505,-0.265281998302
ACH-000507,-0.09821170373400001
ACH-000510,-0.27050352441799996
ACH-000511,-0.171384440462
ACH-000512,-0.117624098544
ACH-000516,-0.40216321560699997
ACH-000517,-0.405532499641
ACH-000518,-0.110101297892
ACH-000520,-0.504667983196
ACH-000521,-0.2625536894
ACH-000522,-0.172652282425
ACH-000524,-0.299335269959
ACH-000527,-0.274426999791
ACH-000528,-0.207559346146
ACH-000537,-0.29555542274999996
ACH-000541,-0.10913178947
ACH-000542,-0.147062350831
ACH-000544,-0.339866515939
ACH-000545,-0.09184242336269999
ACH-000547,-0.269356342073
ACH-000548,-0.254345420876
ACH-000549,-0.36452881293899997
ACH-000550,-0.37921284099200003
ACH-000552,-0.195399959687
ACH-000556,-0.352874475159
ACH-000557,-0.136804444253
ACH-000570,-0.264093707872
ACH-000571,-0.238076113908
ACH-000573,-0.312253265256
ACH-000576,-0.272685187901
ACH-000580,-0.35139964617700004
ACH-000584,-0.382145784404
ACH-000585,-0.25510284778000003
ACH-000588,-0.104060452664
ACH-000589,-0.23407119038600002
ACH-000591,-0.185989661403
ACH-000593,-0.288024083782
ACH-000600,-0.442294288104
ACH-000601,-0.291122221641
ACH-000604,-0.314615368743
ACH-000605,0.11788983124800001
ACH-000606,-0.153857471666
ACH-000608,-0.11648686116800001
ACH-000614,-0.21770020172200003
ACH-000616,-0.340814693039
ACH-000618,-0.161412877961
ACH-000619,-0.425836497333
ACH-000620,-0.44283507789
ACH-000621,-0.343108253662
ACH-000622,-0.268826815891
ACH-000623,-0.191864080198
ACH-000624,-0.208907452932
ACH-000627,-0.26154082809
ACH-000630,-0.390233742883
ACH-000632,-0.280502313576
ACH-000633,-0.14620192407500002
ACH-000637,-0.07592919080310001
ACH-000638,-0.160280142104
ACH-000646,-0.162496591578
ACH-000647,-0.269607092005
ACH-000648,-0.30826134532
ACH-000649,-0.22973314265500003
ACH-000651,-0.179022086202
ACH-000652,-0.24816426526500002
ACH-000653,-0.2025537365
ACH-000657,-0.23667190576699998
ACH-000658,-0.624383678702
ACH-000661,-0.050438062416900006
ACH-000662,0.15670977872300001
ACH-000663,-0.162487104633
ACH-000665,-0.261755954463
ACH-000671,-0.0410135878115
ACH-000673,-0.21945885929900003
ACH-000676,-0.283567921721
ACH-000677,-0.100286886765
ACH-000681,-0.06920053962480001
ACH-000682,-0.252995044901
ACH-000683,-0.35340557338899997
ACH-000684,-0.226163543248
ACH-000688,-0.177453220922
ACH-000693,-0.174567211587
ACH-000694,-0.322287744018
ACH-000695,-0.600366018812
ACH-000696,-0.250156009382
ACH-000697,-0.26380374728
ACH-000699,-0.394288116833
ACH-000701,-0.319107740709
ACH-000706,-0.315179800216
ACH-000711,-0.284648318113
ACH-000713,-0.28546423963399997
ACH-000714,-0.181983888582
ACH-000718,-0.248313771471
ACH-000720,-0.317892036207
ACH-000721,-0.244901479071
ACH-000724,0.0816019030039
ACH-000725,-0.06937080570569999
ACH-000732,-0.305198732817
ACH-000734,-0.35396629535400004
ACH-000735,-0.475304759841
ACH-000736,-0.387184218777
ACH-000738,-0.281385584436
ACH-000746,-0.196513883473
ACH-000747,-0.136982494245
ACH-000748,-0.304039649799
ACH-000753,-0.22146560707899998
ACH-000756,-0.236841480452
ACH-000757,-0.23280388718699999
ACH-000758,-0.216788348022
ACH-000760,-0.220022382895
ACH-000763,-0.282579061595
ACH-000764,-0.17155633394499997
ACH-000765,-0.198427872398
ACH-000766,-0.07290871768019999
ACH-000767,-0.18604029331
ACH-000768,-0.23222615325100002
ACH-000769,-0.321263806011
ACH-000770,-0.272544681763
ACH-000771,-0.307745188289
ACH-000773,-0.210450895025
ACH-000776,-0.387793456288
ACH-000777,-0.24510601295499998
ACH-000778,-0.162544928172
ACH-000781,-0.24567266355
ACH-000782,-0.536167010377
ACH-000783,-0.450717066065
ACH-000784,-0.153885205631
ACH-000785,-0.309466913469
ACH-000787,-0.232999663833
ACH-000788,-0.1412069237
ACH-000791,-0.316559854786
ACH-000792,-0.0882586370642
ACH-000794,-0.253465954756
ACH-000796,-0.20346134828200002
ACH-000799,-0.163240741651
ACH-000800,-0.049156392718099996
ACH-000802,-0.145422050829
ACH-000804,-0.33737918217600005
ACH-000805,-0.217649814177
ACH-000809,-0.213073607239
ACH-000810,-0.413041157319
ACH-000811,-0.278174949656
ACH-000817,-0.0630930623365
ACH-000819,-0.297315356025
ACH-000820,-0.624323335794
ACH-000821,-0.20746553760000003
ACH-000822,-0.299810617416
ACH-000823,-0.291845341022
ACH-000824,-0.439441564202
ACH-000827,-0.269887850483
ACH-000829,-0.243782462717
ACH-000831,-0.299880659735
ACH-000832,-0.147931273675
ACH-000833,-0.042431593418
ACH-000834,-0.167923400924
ACH-000835,-0.39416297677900003
ACH-000836,-0.0171355188173
ACH-000837,-0.11128126296299999
ACH-000838,0.18368944172499999
ACH-000839,-0.39942583049
ACH-000840,-0.17356317111900002
ACH-000841,-0.10061412149599999
ACH-000843,-0.25079649405
ACH-000846,-0.282012536745
ACH-000847,-0.47914824025200003
ACH-000848,-0.31282361460499997
ACH-000849,-0.270014263906
ACH-000851,-0.27261958013
ACH-000855,-0.41795458916999995
ACH-000856,-0.34843197714100005
ACH-000858,-0.194325851817
ACH-000859,-0.20339871153900002
ACH-000861,-0.147672783776
ACH-000862,-0.08555109092970001
ACH-000865,-0.14589188443099999
ACH-000866,-0.34215217051200003
ACH-000867,-0.17467558021200003
ACH-000869,-0.06699296450619999
ACH-000872,-0.245591877953
ACH-000873,-0.20263216392900002
ACH-000876,-0.12976364438100002
ACH-000878,-0.0389025705524
ACH-000880,-0.226645460298
ACH-000881,-0.382770644013
ACH-000882,-0.432390197311
ACH-000884,0.005644060353430001
ACH-000885,-0.101075597354
ACH-000887,-0.53011195282
ACH-000888,-0.46481270192
ACH-000889,-0.25258581022300003
ACH-000890,-0.189014192833
ACH-000896,-0.33908245888099997
ACH-000898,-0.15981174840999998
ACH-000900,-0.26664246994699997
ACH-000901,-0.244713858377
ACH-000905,-0.144153237754
ACH-000906,-0.37147132914399994
ACH-000907,-0.510051404515
ACH-000910,-0.160024770888
ACH-000911,-0.474541930668
ACH-000912,-0.18445230190499998
ACH-000913,-0.204532681566
ACH-000915,-0.274364993527
ACH-000916,-0.415113902676
ACH-000917,-0.134650449865
ACH-000921,-0.23056099097899999
ACH-000924,-0.0201954535374
ACH-000926,-0.369850659567
ACH-000928,-0.539436418117
ACH-000929,-0.109372593527
ACH-000932,-0.245951794599
ACH-000935,-0.228904166959
ACH-000936,-0.362102647668
ACH-000937,-0.21860437239
ACH-000938,-0.10880755849899999
ACH-000939,-0.140338058968
ACH-000941,-0.17269315749400002
ACH-000943,-0.19219997210499998
ACH-000946,-0.348860855969
ACH-000947,-0.227890926046
ACH-000948,-0.24390591609600001
ACH-000950,-0.435828479217
ACH-000953,-0.261645079567
ACH-000957,-0.258507254448
ACH-000958,-0.240786245414
ACH-000960,-0.289628184546
ACH-000963,-0.438137545757
ACH-000968,-0.0994861424519
ACH-000969,-0.295853155599
ACH-000973,-0.35079601922700004
ACH-000974,-0.408256545558
ACH-000975,-0.41693228492299994
ACH-000976,-0.39130598897
ACH-000978,-0.913441819876
ACH-000980,-0.23642617706500002
ACH-000984,-0.22043854254200002
ACH-000986,-0.197036237708
ACH-000988,-0.279058006689
ACH-000993,-0.124995237283
ACH-000994,-0.205901086576
ACH-000996,-0.270030698151
ACH-001001,-0.210141936069
ACH-001020,-0.237255869348
ACH-001028,-0.22305591477400002
ACH-001031,-0.204198919789
ACH-001038,-0.237707708726
ACH-001048,-0.20308265669300002
ACH-001050,-0.365571629811
ACH-001053,-0.212900269106
ACH-001054,-0.277702296562
ACH-001061,-0.177343827533
ACH-001067,-0.119384995136
ACH-001075,-0.25814035391199996
ACH-001096,-0.241345744407
ACH-001128,-0.054665280440600005
ACH-001134,-0.267214297955
ACH-001151,-0.334585043705
ACH-001163,-0.35278483193599997
ACH-001164,-0.07337416699910002
ACH-001173,-0.269897887692
ACH-001183,-0.371157089972
ACH-001184,-0.151774052184
ACH-001190,-0.399720916346
ACH-001192,-0.591446964796
ACH-001193,0.0280842099992
ACH-001196,-0.165727700701
ACH-001197,-0.19192306201099998
ACH-001205,-0.270864722404
ACH-001211,-0.0449564906657
ACH-001212,-0.134156373486
ACH-001228,-0.41830492411700004
ACH-001232,-0.326684645689
ACH-001239,-0.295359796853
ACH-001274,-0.370049685315
ACH-001275,-0.252202233703
ACH-001277,-0.0647293405863
ACH-001278,-0.267512505719
ACH-001280,-0.375163770539
ACH-001283,-0.242774894505
ACH-001289,-0.345875337022
ACH-001295,-0.258135415815
ACH-001300,-0.141194747875
ACH-001301,-0.46804379522699996
ACH-001302,-0.277469880722
ACH-001303,-0.0315782311788
ACH-001306,-0.20959063195799998
ACH-001318,-0.231982173494
ACH-001322,-0.271857496257
ACH-001328,-0.213083018586
ACH-001332,-0.18783600669
ACH-001333,-0.254030007154
ACH-001336,-0.293813603247
ACH-001340,-0.306186673796
ACH-001346,-0.210392261822
ACH-001353,-0.178516505829
ACH-001354,-0.21252788699900002
ACH-001367,-0.643586575247
ACH-001368,-0.209633106468
ACH-001374,-0.125476343779
ACH-001375,-0.10869002999199999
ACH-001377,-0.293079111049
ACH-001380,-0.325198749228
ACH-001391,-0.247355824951
ACH-001407,-0.284439437216
ACH-001408,-0.223691204703
ACH-001413,-0.155858008143
ACH-001430,-0.133205120185
ACH-001431,-0.260213097082
ACH-001450,-0.525870782343
ACH-001496,-0.28697819839600003
ACH-001500,-0.379882333431
ACH-001521,0.038441110463099996
ACH-001523,-0.34335481410700003
ACH-001532,-0.371373795621
ACH-001536,-0.427950698056
ACH-001550,-0.288580335569
ACH-001552,-0.326358247663
ACH-001554,-0.251447025574
ACH-001645,-0.113587778049
ACH-001654,-0.37476399704
ACH-001715,-0.11505662148399999
ACH-001735,-0.345864763621
ACH-001736,-0.18601057396200002
ACH-001737,-0.007566320082010001
ACH-001740,-0.13262468862
ACH-001745,-0.32687164151500003
ACH-001750,-0.217606953293
ACH-001765,-0.22640909771899997
ACH-001956,-0.19881169449900002
ACH-001957,-0.328823806565
