,MASTL (84930)
ACH-000232,-1.8180573239200002
ACH-000233,-1.7854767345299998
ACH-000234,-1.5241806829799998
ACH-000235,-1.80074053151
ACH-000237,-1.85706611949
ACH-000238,-2.08235833649
ACH-000243,-1.58727897497
ACH-000244,-1.7664177559599998
ACH-000246,-1.6666979202399999
ACH-000248,-1.5822284516
ACH-000250,-1.7162917729
ACH-000251,-1.2468782631
ACH-000253,-1.7588945791900004
ACH-000255,-1.78100084028
ACH-000256,-1.7514259005200001
ACH-000257,-2.18139215601
ACH-000258,-1.83861949396
ACH-000259,-2.08018766621
ACH-000260,-1.8395079938699999
ACH-000261,-1.30361303804
ACH-000262,-1.79308534473
ACH-000263,-1.67168454768
ACH-000264,-2.0705080102799998
ACH-000265,-1.6899816801700003
ACH-000266,-1.4517483728
ACH-000272,-1.88155612632
ACH-000273,-1.7055879875400002
ACH-000274,-2.2408571846000003
ACH-000277,-1.9369871725499999
ACH-000278,-1.8784377015599998
ACH-000279,-2.33836930254
ACH-000280,-1.74823647401
ACH-000281,-1.7769748051400003
ACH-000288,-1.9899988076599997
ACH-000291,-1.16860638902
ACH-000293,-1.3445634313
ACH-000294,-2.6950751223799996
ACH-000295,-1.77478040874
ACH-000296,-2.04395012345
ACH-000302,-0.5296256172899999
ACH-000304,-1.38416262122
ACH-000307,-1.74190823026
ACH-000308,-0.8426076508670001
ACH-000310,-2.47615820212
ACH-000311,-1.7422344836800001
ACH-000312,-1.71847358781
ACH-000315,-1.46816324005
ACH-000316,-1.9736821369
ACH-000317,-2.36058644475
ACH-000318,-1.32731194652
ACH-000319,-1.9290019447799998
ACH-000320,-1.7629588194499999
ACH-000322,-1.8485583994099999
ACH-000323,-1.6684832625600001
ACH-000324,-1.7352292028799998
ACH-000329,-1.91403374243
ACH-000330,-1.2302806791299998
ACH-000331,-1.5276113894299999
ACH-000332,-1.8339160220599997
ACH-000334,-1.9648044552000001
ACH-000335,-1.8204483737000001
ACH-000336,-1.7168196202200001
ACH-000337,-1.65276536421
ACH-000339,-1.8083242126499999
ACH-000341,-2.3003671351499997
ACH-000348,-2.0544447802000003
ACH-000350,-1.79348077464
ACH-000352,-1.12586560648
ACH-000356,-1.6000518527599998
ACH-000361,-1.69160294914
ACH-000362,-2.0498905270299996
ACH-000363,-1.7678535166799998
ACH-000364,-1.38513029579
ACH-000365,-1.9986097603
ACH-000366,-1.8536647437599998
ACH-000368,-2.05446743011
ACH-000374,-1.3077755935
ACH-000375,-1.77544364313
ACH-000376,-1.81357019908
ACH-000381,-1.8552911656599997
ACH-000383,-1.9128676217099998
ACH-000387,-1.85599670018
ACH-000389,-1.6946164476299999
ACH-000390,-1.8893810748599997
ACH-000393,-1.56994493581
ACH-000395,-1.7967338618200002
ACH-000397,-1.93617766759
ACH-000401,-1.7742653795599996
ACH-000402,-2.17512377803
ACH-000403,-2.1509222600499998
ACH-000404,-1.74801419317
ACH-000406,-2.0413587201400003
ACH-000407,-1.7485495997299998
ACH-000408,-1.58031773252
ACH-000410,-1.23227885346
ACH-000411,-1.61905446901
ACH-000414,-1.86684200378
ACH-000415,-2.1897080300200003
ACH-000416,-1.7493436969099998
ACH-000420,-1.71458670127
ACH-000421,-1.33535140537
ACH-000424,-1.56409140558
ACH-000425,-1.7823948721599998
ACH-000426,-2.75916979606
ACH-000427,-1.72215041693
ACH-000433,-1.2315999485
ACH-000436,-2.0886981486500003
ACH-000444,-1.58859482421
ACH-000445,-1.7017508169
ACH-000448,-1.7021946715799998
ACH-000450,-2.05318124286
ACH-000452,-2.14461497168
ACH-000454,-1.40096861995
ACH-000458,-1.73650114743
ACH-000459,-1.62821246914
ACH-000460,-1.6704486228100002
ACH-000461,-1.54910908886
ACH-000463,-1.63896041086
ACH-000464,-1.93760419024
ACH-000466,-1.09369584688
ACH-000467,-1.70865396099
ACH-000468,-1.8076433276099997
ACH-000469,-2.11113400521
ACH-000470,-1.6954776306600001
ACH-000471,-1.79420598143
ACH-000472,-2.4915286995500003
ACH-000473,-1.5071697403
ACH-000475,-1.03747690171
ACH-000476,-1.7965939876400003
ACH-000477,-2.32007401218
ACH-000480,-1.4999464286300002
ACH-000481,-2.2218444552900003
ACH-000483,-1.1455121505099999
ACH-000484,-1.57519977758
ACH-000485,-2.12046701536
ACH-000486,-1.4900314854199999
ACH-000487,-1.99348954509
ACH-000488,-1.7965814493799999
ACH-000490,-1.8311508798500002
ACH-000491,-1.56604825319
ACH-000495,-1.66623366447
ACH-000496,-1.78802228407
ACH-000499,-1.9907410805799999
ACH-000500,-2.0584106650200003
ACH-000502,-1.85107530664
ACH-000503,-1.88647416718
ACH-000505,-1.6271152615600002
ACH-000507,-1.84686591089
ACH-000510,-1.1075609932100001
ACH-000511,-1.6566590532700003
ACH-000512,-2.0593209988799996
ACH-000516,-1.63934812941
ACH-000517,-1.8294504483200003
ACH-000518,-1.43430121875
ACH-000520,-1.6541119471799999
ACH-000521,-1.4298896744
ACH-000522,-1.86898322475
ACH-000524,-1.1212287112200001
ACH-000527,-0.9803428095379999
ACH-000528,-1.49233987185
ACH-000537,-1.33269533635
ACH-000541,-1.75396320398
ACH-000542,-1.8154797457700003
ACH-000544,-1.8173442516
ACH-000545,-1.62443799199
ACH-000547,-1.38666196373
ACH-000548,-1.7946746252
ACH-000549,-1.49190803988
ACH-000550,-1.6044018453
ACH-000552,-1.84520401339
ACH-000556,-1.9487951962099999
ACH-000557,-2.9894032398699997
ACH-000570,-2.0411149017200003
ACH-000571,-2.4713321917299997
ACH-000573,-1.7287574933099996
ACH-000576,-1.9463253582299997
ACH-000580,-2.18392526988
ACH-000584,-1.7665859012
ACH-000585,-1.81706547901
ACH-000588,-2.06354447007
ACH-000589,-1.4234654494499999
ACH-000591,-1.95217415535
ACH-000593,-1.97875453339
ACH-000600,-1.3853071235799999
ACH-000601,-1.71234484127
ACH-000604,-1.62358126343
ACH-000605,-1.84102079395
ACH-000606,-1.66092711754
ACH-000608,-2.5055814176299998
ACH-000614,-2.15636990487
ACH-000616,-1.65208809288
ACH-000618,-1.70580400516
ACH-000619,-1.75978843616
ACH-000620,-1.74679108094
ACH-000621,-1.1283371252
ACH-000622,-1.98917318828
ACH-000623,-2.12522815283
ACH-000624,-1.9592426505
ACH-000627,-1.75676481227
ACH-000630,-1.4965628448
ACH-000632,-1.90487661353
ACH-000633,-1.8383560322999999
ACH-000637,-1.64713719761
ACH-000638,-1.61877516881
ACH-000646,-1.33595953959
ACH-000647,-2.01461205906
ACH-000648,-1.89400851185
ACH-000649,-1.78558189849
ACH-000651,-1.82508357568
ACH-000652,-1.6900642671500001
ACH-000653,-2.03743093277
ACH-000657,-1.6994525076499998
ACH-000658,-2.1323726166299997
ACH-000661,-2.18236412757
ACH-000662,-1.1827544968500001
ACH-000663,-0.578401234325
ACH-000665,-1.85033873342
ACH-000671,-0.91880057865
ACH-000673,-2.05928374245
ACH-000676,-1.8543367309
ACH-000677,-1.5337558990200002
ACH-000681,-1.6199455277200001
ACH-000682,-1.85148854557
ACH-000683,-2.08102439871
ACH-000684,-1.59158260535
ACH-000688,-1.39986301264
ACH-000693,-1.80190824643
ACH-000694,-1.7536047002500001
ACH-000695,-2.29048349768
ACH-000696,-1.64822494921
ACH-000697,-1.7527553528
ACH-000699,-2.68031550035
ACH-000701,-1.96277423282
ACH-000706,-1.68101399025
ACH-000711,-1.7518441549700001
ACH-000713,-1.46202744411
ACH-000714,-1.8862484186700001
ACH-000718,-1.7982128265700001
ACH-000720,-1.81871041247
ACH-000721,-1.9471339287799998
ACH-000724,-2.05475926898
ACH-000725,-0.6530545208590001
ACH-000732,-1.7217223444299998
ACH-000734,-1.8128056037
ACH-000735,-1.9565865376299998
ACH-000736,-1.9210126994799999
ACH-000738,-1.6319890966400001
ACH-000746,-1.81211472535
ACH-000747,-1.2819264788299998
ACH-000748,-1.6491108525799998
ACH-000753,-1.9045486891599999
ACH-000756,-2.05465444567
ACH-000757,-1.44678652462
ACH-000758,-1.62370284689
ACH-000760,-1.6809012829899999
ACH-000763,-2.10085525127
ACH-000764,-1.42486509819
ACH-000765,-2.14763818411
ACH-000766,-1.7850764451499999
ACH-000767,-1.60766955042
ACH-000768,-1.6541424399000002
ACH-000769,-1.73667805573
ACH-000770,-1.9522834113499998
ACH-000771,-1.55621380762
ACH-000773,-2.05337343093
ACH-000776,-1.6965764955200002
ACH-000777,-2.16492970947
ACH-000778,-2.36947211218
ACH-000781,-1.99307329866
ACH-000782,-1.53908351841
ACH-000783,-2.17453466151
ACH-000784,-1.76381354542
ACH-000785,-1.85644212123
ACH-000787,-1.8805089235599997
ACH-000788,-2.01356763373
ACH-000791,-1.6630069938499998
ACH-000792,-1.8204491138799999
ACH-000794,-1.79860829819
ACH-000796,-1.98453937718
ACH-000799,-1.86491882058
ACH-000800,-1.8728564238900003
ACH-000802,-2.0102067782799997
ACH-000804,-1.58812843284
ACH-000805,-1.66879213565
ACH-000809,-1.92592445947
ACH-000810,-2.1203634329799996
ACH-000811,-2.18630278195
ACH-000817,-1.6048160945299998
ACH-000819,-1.58534146741
ACH-000820,-1.41645546956
ACH-000821,-1.3883781259
ACH-000822,-1.9880680667900001
ACH-000823,-1.8778011262599998
ACH-000824,-2.4442351360799996
ACH-000827,-1.6208984398299997
ACH-000829,-1.75953865222
ACH-000831,-0.855521170094
ACH-000832,-2.01642850708
ACH-000833,-1.36913126869
ACH-000834,-1.87853192565
ACH-000835,-1.72062158602
ACH-000836,-1.80598549602
ACH-000837,-1.3766833149700002
ACH-000838,-1.8389737330400002
ACH-000839,-1.5202974152200002
ACH-000840,-1.4963239816799998
ACH-000841,-1.70198025159
ACH-000843,-1.77040088615
ACH-000846,-1.5362520009
ACH-000847,-1.7672002475
ACH-000848,-1.6075585419100002
ACH-000849,-1.6881538963799998
ACH-000851,-1.70217574737
ACH-000855,-1.8416789692900002
ACH-000856,-1.93117804255
ACH-000858,-1.5939008978799998
ACH-000859,-1.7093293170100001
ACH-000861,-1.57687367137
ACH-000862,-2.08402918465
ACH-000865,-1.8737665943700001
ACH-000866,-1.8447713479099999
ACH-000867,-1.88117611225
ACH-000869,-1.97423006338
ACH-000872,-1.17780698573
ACH-000873,-1.9832341420700001
ACH-000876,-2.20954398238
ACH-000878,-1.8372300077200001
ACH-000880,-1.7289936019299998
ACH-000881,-1.75779321447
ACH-000882,-1.8403077501099998
ACH-000884,-1.7285512297799999
ACH-000885,-1.4801831501299998
ACH-000887,-1.4554466826399999
ACH-000888,-1.67363400176
ACH-000889,-2.22484692241
ACH-000890,-1.5469656969299999
ACH-000896,-1.94829254937
ACH-000898,-1.7740770649000002
ACH-000900,-1.6606894517299997
ACH-000901,-1.0990974027399998
ACH-000905,-1.85180221314
ACH-000906,-1.84167461273
ACH-000907,-1.51289600945
ACH-000910,-1.8317182884799998
ACH-000911,-1.7039775670100001
ACH-000912,-1.62439446982
ACH-000913,-1.69942947518
ACH-000915,-1.69404936396
ACH-000916,-1.94661017408
ACH-000917,-1.32336329412
ACH-000921,-1.26830102425
ACH-000924,-1.30138747314
ACH-000926,-1.9843850720299998
ACH-000928,-1.48929783503
ACH-000929,-1.3585087076299998
ACH-000932,-1.68501654104
ACH-000935,-1.47353725622
ACH-000936,-1.8923271646400002
ACH-000937,-2.43775581296
ACH-000938,-1.85963195319
ACH-000939,-1.87905399151
ACH-000941,-1.55388687196
ACH-000943,-1.8870627549099999
ACH-000946,-1.7100923526499998
ACH-000947,-1.58514082678
ACH-000948,-1.7920007391900004
ACH-000950,-1.8385573710799998
ACH-000953,-2.1282966045599996
ACH-000957,-1.45012649971
ACH-000958,-1.69292785488
ACH-000960,-1.9428780410900002
ACH-000963,-1.93557378961
ACH-000968,-1.77521279127
ACH-000969,-1.83184280287
ACH-000973,-1.81361628833
ACH-000974,-1.6450912292299997
ACH-000975,-1.42005328972
ACH-000976,-1.91677275187
ACH-000978,-1.9062067507700002
ACH-000980,-2.0541193495099996
ACH-000984,-1.68067915683
ACH-000986,-1.5888781480899998
ACH-000988,-1.91895436995
ACH-000993,-1.44228524773
ACH-000994,-1.54715794562
ACH-000996,-1.57234600948
ACH-001001,-1.9224101122200001
ACH-001020,-1.6687590125100003
ACH-001028,-2.01841457999
ACH-001031,-1.78162236591
ACH-001038,-2.13089267726
ACH-001048,-1.8710152076400002
ACH-001050,-1.53988625839
ACH-001053,-1.43063817523
ACH-001054,-1.49704484489
ACH-001061,-1.60000151419
ACH-001067,-1.3079541296700001
ACH-001075,-1.6176410356600002
ACH-001096,-1.8292463829700003
ACH-001128,-1.9978057748599998
ACH-001134,-1.57489293424
ACH-001151,-0.764527826367
ACH-001163,-1.8925356673500002
ACH-001164,-1.68351421523
ACH-001173,-1.78675911282
ACH-001183,-1.8571590276099998
ACH-001184,-1.63174605701
ACH-001190,-1.74426709393
ACH-001192,-2.0120213483900002
ACH-001193,-1.7929301026099997
ACH-001196,-1.56818343253
ACH-001197,-1.9638390312099998
ACH-001205,-1.84507500229
ACH-001211,-1.55403206396
ACH-001212,-1.46926262218
ACH-001228,-1.6393972851299998
ACH-001232,-1.62838402785
ACH-001239,-1.7357504663299999
ACH-001274,-1.50605236919
ACH-001275,-1.7644796520800001
ACH-001277,-1.6487155549899999
ACH-001278,-1.5505129646399998
ACH-001280,-2.22565873959
ACH-001283,-1.8163618426400003
ACH-001289,-1.66897978914
ACH-001295,-1.9244363585
ACH-001300,-2.17514510467
ACH-001301,-1.6539163758000002
ACH-001302,-1.56759069899
ACH-001303,-1.72186919107
ACH-001306,-1.59590795871
ACH-001318,-1.49179602037
ACH-001322,-1.49882202139
ACH-001328,-1.4816862068599999
ACH-001332,-1.6975524947
ACH-001333,-1.74010170646
ACH-001336,-1.52895712535
ACH-001340,-1.71693958507
ACH-001346,-1.73486509465
ACH-001353,-1.8540606194799998
ACH-001354,-1.71892593763
ACH-001367,-1.78665993197
ACH-001368,-1.87828000434
ACH-001374,-1.5464589989300002
ACH-001375,-1.7682580562599999
ACH-001377,-1.74925858211
ACH-001380,-1.56419579873
ACH-001391,-1.9855227268900002
ACH-001407,-2.01855062995
ACH-001408,-2.16147698895
ACH-001413,-0.9725435108130001
ACH-001430,-1.9928735433400002
ACH-001431,-1.74105542744
ACH-001450,-1.61021267991
ACH-001496,-1.8325464077400002
ACH-001500,-1.6980140617200001
ACH-001521,-1.8375947468
ACH-001523,-2.02429628335
ACH-001532,-1.64972463507
ACH-001536,-1.67721269324
ACH-001550,-1.53905858717
ACH-001552,-1.7315547599599999
ACH-001554,-1.85844290868
ACH-001645,-1.7228665928599998
ACH-001654,-2.08710076278
ACH-001715,-1.84924102526
ACH-001735,-1.6999221519
ACH-001736,-1.9775322159900002
ACH-001737,-2.26252572098
ACH-001740,-1.6485849816299998
ACH-001745,-1.5891149714700001
ACH-001750,-1.5724653495700003
ACH-001765,-1.4618505516
ACH-001956,-1.77234402059
ACH-001957,-1.65334744598
