,HIF1AN (55662)
ACH-000507,-0.0536743447105
ACH-000510,-0.313976615811
ACH-000511,-0.130954390817
ACH-000512,-0.34060090761600004
ACH-000516,-0.130596305965
ACH-000517,-0.130288130174
ACH-000518,-0.20639110100000002
ACH-000520,-0.0624613508378
ACH-000521,-0.0790683384392
ACH-000522,0.015140394333799998
ACH-000524,-0.047819019547499994
ACH-000527,-0.12439977429400001
ACH-000528,-0.249532346732
ACH-000537,-0.0841571316105
ACH-000541,-0.321896186754
ACH-000542,-0.328084288527
ACH-000544,-0.259889016681
ACH-000545,-0.21060590018800002
ACH-000547,-0.443342056597
ACH-000548,-0.406313907919
ACH-000549,-0.47852830706
ACH-000550,-0.402020879256
ACH-000552,-0.329241430539
ACH-000556,-0.158844683947
ACH-000557,-0.301656524506
ACH-000570,-0.20233816987
ACH-000571,-0.255190166796
ACH-000573,-0.249472448645
ACH-000576,-0.43742689999
ACH-000580,-0.464834935277
ACH-000584,-0.24065120566300002
ACH-000585,-0.165705369185
ACH-000588,-0.570744436557
ACH-000589,-0.08545705181959999
ACH-000591,-0.351649675603
ACH-000593,-0.284714362945
ACH-000600,-0.0781681426899
ACH-000601,-0.171237041708
ACH-000604,-0.8880913491169999
ACH-000605,-0.24284878086599998
ACH-000606,-0.202949551893
ACH-000608,-0.221079285272
ACH-000614,-0.192778698775
ACH-000616,-0.572450237898
ACH-000618,-0.0981266743576
ACH-000619,-0.34420669881899996
ACH-000620,-0.18886032509
ACH-000621,-0.230087163896
ACH-000622,-0.165116819431
ACH-000623,-0.155692782532
ACH-000624,-0.20039848957800002
ACH-000627,-0.0953915664581
ACH-000630,-0.18038271858
ACH-000632,-0.426057150501
ACH-000633,-0.177124567359
ACH-000637,-0.024352046069499998
ACH-000638,-0.15027883482100002
ACH-000646,-0.264817949342
ACH-000647,-0.326013430118
ACH-000648,-1.11743182594
ACH-000649,-0.145901505806
ACH-000651,-0.35322771412
ACH-000652,-0.205576138002
ACH-000653,-0.38395309966799995
ACH-000657,-0.22059118836
ACH-000658,-0.154106294527
ACH-000661,-0.515864346983
ACH-000662,0.118229706224
ACH-000663,-0.791836568902
ACH-000665,-0.36265296449900003
ACH-000671,-0.402183692466
ACH-000673,-0.386326989455
ACH-000676,-0.325045438451
ACH-000677,-0.392255782322
ACH-000681,-0.110336713093
ACH-000682,-0.30574577947799997
ACH-000683,-0.20015876796
ACH-000684,-0.325306277452
ACH-000688,-0.226344514364
ACH-000693,-0.164658579524
ACH-000694,-0.12042659203600001
ACH-000695,-0.276185119203
ACH-000696,-0.23775497915399998
ACH-000697,-0.40639916326700004
ACH-000699,-0.186202288544
ACH-000701,-0.0434854172841
ACH-000706,-0.212583788636
ACH-000711,-0.332181999523
ACH-000713,0.03780756152880001
ACH-000714,-0.160293377662
ACH-000718,-0.121887039856
ACH-000720,-0.11344504079500001
ACH-000721,-0.28117179221
ACH-000724,-0.44704175316399997
ACH-000725,0.0669485061953
ACH-000732,-0.21632135468199998
ACH-000734,-0.267175809769
ACH-000735,-0.168205389146
ACH-000736,0.00448632980856
ACH-000738,-0.40024771002099996
ACH-000746,-0.015201983415600001
ACH-000747,-0.363481778294
ACH-000748,-0.243993544989
ACH-000753,-0.131122781636
ACH-000756,-0.104093851637
ACH-000757,0.100956837831
ACH-000758,-0.112362201152
ACH-000760,-0.30285207322200003
ACH-000763,-0.061682591230800006
ACH-000764,-0.0879701227099
ACH-000765,-0.213514610016
ACH-000766,-0.297533205052
ACH-000767,-0.383334246482
ACH-000768,-0.23311214020100002
ACH-000769,-0.0538179972348
ACH-000770,-0.23826727286
ACH-000771,-0.159379959702
ACH-000773,-0.366611983537
ACH-000776,-0.354681647995
ACH-000777,-0.289846094587
ACH-000778,-0.136145379491
ACH-000781,-0.190201793699
ACH-000782,-0.754566929871
ACH-000783,-0.132611539192
ACH-000784,-0.19243618319000003
ACH-000785,-0.26507802649
ACH-000787,-0.298501177576
ACH-000788,-0.34997719754100004
ACH-000791,-0.150481084061
ACH-000792,-0.422577205986
ACH-000794,-0.224558799897
ACH-000796,0.0579943438492
ACH-000799,-0.284277123103
ACH-000800,0.113692786557
ACH-000802,-0.12442486917000001
ACH-000804,-0.03512188618269999
ACH-000805,-0.3741472626
ACH-000809,-0.2731934301
ACH-000810,-0.385688962019
ACH-000811,-0.335577646834
ACH-000817,-0.569851005464
ACH-000819,-0.29739226613499997
ACH-000820,-0.269373151686
ACH-000821,-0.05624513875630001
ACH-000822,-0.21515952136100003
ACH-000823,-0.162920376479
ACH-000824,-0.251284185715
ACH-000827,-0.192494455507
ACH-000829,-0.253468521028
ACH-000831,-0.15380791451300002
ACH-000832,-0.0408436182296
ACH-000833,-0.15929536734400002
ACH-000834,-0.268583116907
ACH-000835,-0.22046193590100002
ACH-000836,0.000712712812753
ACH-000837,-0.17974145811
ACH-000838,-0.560347517231
ACH-000839,-0.0664722268496
ACH-000840,0.18284692559000001
ACH-000841,-0.280554081748
ACH-000843,-0.17613412275899998
ACH-000846,-0.205650354705
ACH-000847,-0.574381658442
ACH-000848,-0.152828388535
ACH-000849,-0.227604134637
ACH-000851,-0.433625477021
ACH-000855,-0.17722516040999997
ACH-000856,-0.129594094955
ACH-000858,-0.263789954981
ACH-000859,-0.33727515719800005
ACH-000861,-0.503639443539
ACH-000862,-0.09885513871570001
ACH-000865,-0.225952321985
ACH-000866,-0.257376193046
ACH-000867,-0.24893935812399998
ACH-000869,-0.5853028269089999
ACH-000872,0.010437092668100001
ACH-000873,-0.409295140792
ACH-000876,-0.22144889402600001
ACH-000878,-0.235067183446
ACH-000880,-0.0531532020102
ACH-000881,-0.37624294914399997
ACH-000882,-0.385830938166
ACH-000884,-0.305446199569
ACH-000885,-0.36591656552599994
ACH-000887,-0.250101513738
ACH-000888,-0.20910049696600003
ACH-000889,-0.20722942832400001
ACH-000890,-0.150488266416
ACH-000896,-0.338385313901
ACH-000898,-0.167989917472
ACH-000900,-0.151042865214
ACH-000901,-0.0765605327297
ACH-000905,-0.164415175463
ACH-000906,-0.49324197552199994
ACH-000907,-0.301972899177
ACH-000910,-0.206713637733
ACH-000911,-0.230839426214
ACH-000912,-0.236332951547
ACH-000913,-0.327254275722
ACH-000915,-0.367563825282
ACH-000916,-0.8004749866249999
ACH-000917,0.028869040855099996
ACH-000921,-0.830368471343
ACH-000924,-0.23515774225299999
ACH-000926,0.0791816668865
ACH-000928,-0.04072682810719999
ACH-000929,0.185152506582
ACH-000932,-0.341473226574
ACH-000935,-0.10937005219399999
ACH-000936,-0.36520961692000004
ACH-000937,-0.525135222329
ACH-000938,-0.6458650794049999
ACH-000939,0.316526132876
ACH-000941,-0.249867984619
ACH-000943,-0.0902394546074
ACH-000946,-0.33679796181599997
ACH-000947,-0.111752146272
ACH-000948,-0.25670381505999995
ACH-000950,-0.583213383348
ACH-000953,-0.388916408261
ACH-000957,-0.261299655058
ACH-000958,-0.233818378819
ACH-000960,-0.0687155443121
ACH-000963,0.03901038867
ACH-000968,-0.145604221556
ACH-000969,-0.21967769281100002
ACH-000973,-0.27542556175599997
ACH-000974,-0.517731554097
ACH-000975,-0.17656563020899999
ACH-000976,-0.18152596962099998
ACH-000978,-0.0634538697454
ACH-000980,-0.248634698912
ACH-000984,-0.138894897778
ACH-000986,-0.0228294219179
ACH-000988,-0.271914414973
ACH-000993,-0.202291950281
ACH-000994,-0.404352309459
ACH-000996,-0.29064178360599996
ACH-001001,-0.34181593503300006
ACH-001020,0.08209892576069999
ACH-001028,-0.25559620533599997
ACH-001031,-0.0458021447425
ACH-001038,-0.264316983986
ACH-001048,-0.25170262218199996
ACH-001050,-0.149783599956
ACH-001053,-0.305503143657
ACH-001054,-0.18463688957000002
ACH-001061,-0.179556920689
ACH-001067,-0.150966585447
ACH-001075,0.163470017594
ACH-001096,-0.10942021392000001
ACH-001128,0.882205093268
ACH-001134,-0.143041800734
ACH-001151,-0.10169730532400001
ACH-001163,-0.658341530814
ACH-001164,-0.244867329732
ACH-001173,-0.243607308167
ACH-001183,-0.29724656044500003
ACH-001184,-0.021656040603200002
ACH-001190,0.031796803629799995
ACH-001192,-0.213724031421
ACH-001193,-0.210738238325
ACH-001196,-0.305485833169
ACH-001197,-0.20931102478
ACH-001205,-0.351878858925
ACH-001211,0.126235864468
ACH-001212,-0.09041735916989999
ACH-001228,-0.32179372753
ACH-001232,-0.32919876023600003
ACH-001239,-0.40641460876900004
ACH-001274,-0.0419427555689
ACH-001275,0.039070633835699996
ACH-001277,-0.177986227935
ACH-001278,-0.222695623975
ACH-001280,-0.060297444837999994
ACH-001283,-0.276897862397
ACH-001289,-0.0695735118854
ACH-001295,-0.330738820133
ACH-001300,-0.17886180987
ACH-001301,-0.12024464353299999
ACH-001302,-0.343470220404
ACH-001303,-0.21573911777899998
ACH-001306,-0.349534191131
ACH-001318,-0.33192513108000005
ACH-001322,-0.10902534092
ACH-001328,-0.202924719192
ACH-001332,0.130728966488
ACH-001333,-0.165549061882
ACH-001336,-0.37554355571500003
ACH-001340,-0.203141239474
ACH-001346,-0.25158999625399997
ACH-001353,-0.119292899606
ACH-001354,-0.164846202974
ACH-001367,-0.298889559799
ACH-001368,-0.278026915609
ACH-001374,-0.147041632074
ACH-001375,-0.0212502672967
ACH-001377,0.123528865698
ACH-001380,-0.38438675383500004
ACH-001391,-0.0177173120156
ACH-001407,-0.16058252958799998
ACH-001408,-0.22049477073899998
ACH-001413,-0.136405542667
ACH-001430,-0.0856229687086
ACH-001431,-0.546666563185
ACH-001450,-0.0377367571409
ACH-001496,-0.104816887114
ACH-001500,-0.0813481632765
ACH-001521,-0.231921133195
ACH-001523,-0.36049732206
ACH-001532,-0.0957805953638
ACH-001536,-0.558489533998
ACH-001550,0.151964579071
ACH-001552,-0.250577278796
ACH-001554,-0.08719063775010001
ACH-001645,-0.715232303489
ACH-001654,-0.35315012495
ACH-001715,-0.2669685172
ACH-001735,-0.69565527418
ACH-001736,-0.45728184907200004
ACH-001737,-0.6752136110789999
ACH-001740,-0.469812094485
ACH-001745,-0.241087365687
ACH-001750,0.00028580070751599995
ACH-001765,-0.19584491921
ACH-001956,-0.0551309642459
ACH-001957,-0.0381250062854
