,CHAF1B (8208)
ACH-000198,-1.97296724335
ACH-000204,-1.7696734048700002
ACH-000206,-1.65113389579
ACH-000207,-1.52577972163
ACH-000211,-1.7976235081099998
ACH-000215,-1.95797899618
ACH-000221,-2.10349943855
ACH-000222,-1.86458985335
ACH-000223,-1.6117868639
ACH-000226,-1.7875302027000002
ACH-000227,-2.00614025051
ACH-000228,-1.8380056638099997
ACH-000231,-1.6450225578
ACH-000232,-1.9626629365900001
ACH-000233,-1.7661373238799998
ACH-000234,-2.03453235384
ACH-000235,-1.8428735729400003
ACH-000237,-2.0039425020599997
ACH-000238,-1.7651035839200002
ACH-000243,-1.78317700065
ACH-000244,-1.5458515455200001
ACH-000246,-1.67861887592
ACH-000248,-1.6393643163799998
ACH-000250,-1.92334466338
ACH-000251,-1.7735356167099998
ACH-000253,-1.9311743551599998
ACH-000255,-1.59866273989
ACH-000256,-2.0711536921099998
ACH-000257,-2.0057030139500003
ACH-000258,-2.4617011773199997
ACH-000259,-2.05718370935
ACH-000260,-1.7884048532099999
ACH-000261,-1.98650453055
ACH-000262,-1.91493213335
ACH-000263,-2.14852799157
ACH-000264,-2.22578573597
ACH-000265,-1.8263974713599997
ACH-000266,-1.85621205102
ACH-000272,-1.7649782745700002
ACH-000273,-1.6726351019999999
ACH-000274,-2.0080990267
ACH-000277,-1.7465943915
ACH-000278,-2.01391697051
ACH-000279,-1.9157540897799998
ACH-000280,-1.83448310653
ACH-000281,-1.8260828957900002
ACH-000288,-1.70578882834
ACH-000291,-1.91045725566
ACH-000293,-2.43360560589
ACH-000294,-2.03316602902
ACH-000295,-2.00636863065
ACH-000296,-2.28918020729
ACH-000302,-2.20789984147
ACH-000304,-2.4383778732
ACH-000307,-1.9310661127400002
ACH-000308,-2.14501514729
ACH-000310,-2.1657484660099997
ACH-000311,-1.7398275932799998
ACH-000312,-1.6058916780399999
ACH-000315,-1.49494207481
ACH-000316,-1.70186709915
ACH-000317,-1.54282857364
ACH-000318,-1.9629469795599996
ACH-000319,-1.70615906521
ACH-000320,-1.72542989778
ACH-000322,-2.04306815192
ACH-000323,-1.79746573713
ACH-000324,-1.8652522123
ACH-000329,-1.82090243762
ACH-000330,-2.1844243458099997
ACH-000331,-1.6515284099899998
ACH-000332,-1.8918027045200003
ACH-000334,-1.6289360190200002
ACH-000335,-2.1237037028
ACH-000336,-1.9207009262799999
ACH-000337,-2.0617513304400004
ACH-000339,-1.87777729461
ACH-000341,-2.30239118135
ACH-000348,-2.07309453199
ACH-000350,-2.3581446807599997
ACH-000352,-1.79665302572
ACH-000356,-1.73055764257
ACH-000361,-2.05919723295
ACH-000362,-2.18977198444
ACH-000363,-2.0690672048
ACH-000364,-1.8568340760599997
ACH-000365,-2.01343945512
ACH-000366,-1.86254562336
ACH-000368,-1.69184785996
ACH-000374,-2.06997713348
ACH-000375,-1.79449213847
ACH-000376,-1.6441745903100002
ACH-000381,-1.8634370134
ACH-000383,-2.03854592995
ACH-000387,-1.90418213813
ACH-000389,-1.56140847258
ACH-000390,-2.06054513993
ACH-000393,-1.9826408522499999
ACH-000395,-1.7861342059799998
ACH-000397,-1.8790205098500001
ACH-000401,-1.98596955936
ACH-000402,-2.30581451377
ACH-000403,-2.0354163135
ACH-000404,-1.8674999654700002
ACH-000406,-2.0394750279
ACH-000407,-1.8700422648099997
ACH-000408,-1.52267477369
ACH-000410,-1.84041806344
ACH-000411,-1.6987888015900001
ACH-000414,-2.06936020814
ACH-000415,-2.08913084784
ACH-000416,-1.8914180498099997
ACH-000420,-1.91325465312
ACH-000421,-1.83034700496
ACH-000424,-1.8889021717099996
ACH-000425,-2.01996132434
ACH-000426,-2.45480000592
ACH-000427,-2.26738218917
ACH-000433,-1.78535446448
ACH-000436,-1.92308223412
ACH-000444,-1.6371646229700003
ACH-000445,-1.60474715706
ACH-000448,-1.8548634341499999
ACH-000450,-1.97654045713
ACH-000452,-2.040571911
ACH-000454,-1.7149404730899998
ACH-000458,-1.7591494793900002
ACH-000459,-1.53271477105
ACH-000460,-1.5942003840999999
ACH-000461,-1.8285105026400004
ACH-000463,-1.8898391307700002
ACH-000464,-1.98357565662
ACH-000466,-2.0075369274200003
ACH-000467,-1.7892196252900001
ACH-000468,-1.97443092557
ACH-000469,-1.87308444868
ACH-000470,-1.84582573312
ACH-000471,-1.8942198248299997
ACH-000472,-1.92630121355
ACH-000473,-1.7052209529
ACH-000475,-2.0413704551400005
ACH-000476,-1.7529475869099997
ACH-000477,-1.93480938435
ACH-000480,-1.67325735924
ACH-000481,-2.18153703819
ACH-000483,-2.25268168763
ACH-000484,-2.01416378139
ACH-000485,-1.87923864837
ACH-000486,-1.9414685854
ACH-000487,-1.8905094748099998
ACH-000488,-1.7925573985099998
ACH-000490,-1.85941216271
ACH-000491,-2.38285875902
ACH-000495,-1.5017572851700003
ACH-000496,-1.8809489271900002
ACH-000499,-1.8186381888099998
ACH-000500,-2.5627965557900003
ACH-000502,-1.67489361658
ACH-000503,-1.6704573852000002
ACH-000505,-2.0222274648900003
ACH-000507,-1.8316966110799997
ACH-000510,-1.7967788288900002
ACH-000511,-1.7946145926400003
ACH-000512,-1.6472248995200003
ACH-000516,-1.7840948084900001
ACH-000517,-1.95724722124
ACH-000518,-2.08471829549
ACH-000520,-1.8931751115200002
ACH-000521,-1.9392535293200002
ACH-000522,-1.9190420531499999
ACH-000524,-2.06189773165
ACH-000527,-1.5944599255200003
ACH-000528,-1.8613048538900003
ACH-000537,-1.8550461809099998
ACH-000541,-1.7344566383700002
ACH-000542,-1.8676424675
ACH-000544,-1.73208911914
ACH-000545,-2.13025313643
ACH-000547,-1.90179851898
ACH-000548,-1.70789935033
ACH-000549,-1.9232433834599998
ACH-000550,-1.56401246562
ACH-000552,-2.1533043266400003
ACH-000556,-2.05709058555
ACH-000557,-2.60685729367
ACH-000570,-1.9096829183400001
ACH-000571,-1.8490566014400003
ACH-000573,-1.9812887212
ACH-000576,-1.85584964308
ACH-000580,-2.36347323601
ACH-000584,-1.93113831963
ACH-000585,-1.9782779598900002
ACH-000588,-1.81134236338
ACH-000589,-1.74400915021
ACH-000591,-1.96107114557
ACH-000593,-1.8782095355200001
ACH-000600,-2.1001357296900003
ACH-000601,-1.7357151452900001
ACH-000604,-1.9764791310599998
ACH-000605,-2.1804955647
ACH-000606,-1.8818927932799998
ACH-000608,-2.10822772207
ACH-000614,-1.66644048887
ACH-000616,-1.7023626235
ACH-000618,-2.08649150888
ACH-000619,-1.99909782583
ACH-000620,-1.94555255357
ACH-000621,-1.94457528315
ACH-000622,-2.68791535662
ACH-000623,-1.80972690567
ACH-000624,-1.8614304095599996
ACH-000627,-1.88155741885
ACH-000630,-1.70850683455
ACH-000632,-2.04039782302
ACH-000633,-2.04794777249
ACH-000637,-2.16434164192
ACH-000638,-1.87387479207
ACH-000646,-1.5419327064200001
ACH-000647,-1.79884186792
ACH-000648,-1.75884411591
ACH-000649,-1.79401701183
ACH-000651,-1.85759808368
ACH-000652,-2.03166619958
ACH-000653,-2.02216946434
ACH-000657,-2.0530094444099998
ACH-000658,-2.1076531260599998
ACH-000661,-1.9689286394
ACH-000662,-2.23416402984
ACH-000663,-1.8221829468400002
ACH-000665,-1.72628988064
ACH-000671,-2.0846106646
ACH-000673,-1.93746228658
ACH-000676,-1.9177391820599996
ACH-000677,-2.0548727932700004
ACH-000681,-2.03667458661
ACH-000682,-1.82041869349
ACH-000683,-1.9837435484200001
ACH-000684,-1.8730627922099998
ACH-000688,-1.8240841642400003
ACH-000693,-1.88816588688
ACH-000694,-1.8717361670599997
ACH-000695,-1.93876458643
ACH-000696,-1.85767617525
ACH-000697,-1.7799179708000001
ACH-000699,-2.15786165812
ACH-000701,-2.19815586876
ACH-000706,-2.00725691091
ACH-000711,-1.7458723154799998
ACH-000713,-1.5893229096500001
ACH-000714,-1.95774073896
ACH-000718,-1.9366228001400003
ACH-000720,-1.7033057143099999
ACH-000721,-1.83925189244
ACH-000724,-3.02354321204
ACH-000725,-3.14965874174
ACH-000732,-1.6478243581299998
ACH-000734,-1.76362264197
ACH-000735,-1.72139933
ACH-000736,-2.22145818638
ACH-000738,-2.08432193965
ACH-000746,-2.1544092024
ACH-000747,-1.9201808524400001
ACH-000748,-1.7825921538
ACH-000753,-1.9536491929299997
ACH-000756,-1.71558876914
ACH-000757,-1.8423442338799998
ACH-000758,-1.7298604910900002
ACH-000760,-1.7345752234099998
ACH-000763,-1.37516027088
ACH-000764,-2.02760872527
ACH-000765,-1.80652796575
ACH-000766,-1.90694588447
ACH-000767,-2.3670543309400003
ACH-000768,-1.73567300317
ACH-000769,-1.7201686389099997
ACH-000770,-1.9501477429400003
ACH-000771,-1.8189903973
ACH-000773,-1.87154655675
ACH-000776,-1.73106090876
ACH-000777,-1.84702509752
ACH-000778,-2.16677509101
ACH-000781,-1.9853134251599998
ACH-000782,-1.9028599501900003
ACH-000783,-2.22828558612
ACH-000784,-1.95978582138
ACH-000785,-2.44095103949
ACH-000787,-1.9600586582700001
ACH-000788,-1.97766244915
ACH-000791,-1.8279708189300001
ACH-000792,-1.8263196655
ACH-000794,-1.95199007685
ACH-000796,-2.0226378882700002
ACH-000799,-1.61644615418
ACH-000800,-1.7110727291699999
ACH-000802,-1.7991140000499999
ACH-000804,-2.1484693688900003
ACH-000805,-1.8297742047599999
ACH-000809,-2.1361695888099996
ACH-000810,-1.8356248241799997
ACH-000811,-1.82477210854
ACH-000817,-1.7744570168400002
ACH-000819,-1.65272970196
ACH-000820,-2.10653635864
ACH-000821,-1.4641978022600002
ACH-000822,-2.03110304903
ACH-000823,-1.8544689412900002
ACH-000824,-2.2250733198900003
ACH-000827,-1.75024310153
ACH-000829,-1.9516815691099998
ACH-000831,-1.8082679994400002
ACH-000832,-1.6268170640600002
ACH-000833,-2.66807991847
ACH-000834,-1.81963012583
ACH-000835,-1.81824104168
ACH-000836,-1.44632885811
ACH-000837,-2.10947882678
ACH-000838,-2.06969607633
ACH-000839,-1.362218076
ACH-000840,-1.86369981627
ACH-000841,-1.93922042405
ACH-000843,-2.41727969604
ACH-000846,-2.20872283281
ACH-000847,-2.0364171205200003
ACH-000848,-1.9878358459599998
ACH-000849,-1.6268376561200002
ACH-000851,-1.66614962206
ACH-000855,-1.87190450789
ACH-000856,-2.0233856016900003
ACH-000858,-1.9534757311200002
ACH-000859,-1.6559629526100001
ACH-000861,-1.9922152085499998
ACH-000862,-1.95962645943
ACH-000865,-1.9380778289200002
ACH-000866,-2.00657566433
ACH-000867,-2.08070823542
ACH-000869,-2.3024214498299997
ACH-000872,-1.71209731492
ACH-000873,-1.71430591069
ACH-000876,-2.6764270561
ACH-000878,-1.859587035
ACH-000880,-1.8447666248299999
ACH-000881,-1.79274272868
ACH-000882,-2.01222909314
ACH-000884,-1.7939672478
ACH-000885,-2.07377197619
ACH-000887,-1.9344174011400002
ACH-000888,-1.84435593105
ACH-000889,-1.82311699464
ACH-000890,-1.73281552033
ACH-000896,-1.9642107177400001
ACH-000898,-1.96185088752
ACH-000900,-1.7821378856999999
ACH-000901,-2.0862553253900002
ACH-000905,-1.7782121558500001
ACH-000906,-1.90146216125
ACH-000907,-1.5051245372600002
ACH-000910,-2.0896784197400002
ACH-000911,-1.8862914491999998
ACH-000912,-1.67182153146
ACH-000913,-2.00955280304
ACH-000915,-1.7049061272
ACH-000916,-1.54122347674
ACH-000917,-1.83017799675
ACH-000921,-1.46708289317
ACH-000924,-1.69288761643
ACH-000926,-1.9412002589200001
ACH-000928,-1.7938705095200003
ACH-000929,-1.9242018132799998
ACH-000932,-2.02348576121
ACH-000935,-1.68010520605
ACH-000936,-1.7472563039099998
ACH-000937,-2.12638258036
ACH-000938,-2.06626605661
ACH-000939,-1.62810945521
ACH-000941,-1.66924125865
ACH-000943,-1.9902131233700002
ACH-000946,-2.0349020033
ACH-000947,-1.95560887075
ACH-000948,-1.99532465505
ACH-000950,-1.7969507714700002
ACH-000953,-2.15000092953
ACH-000957,-1.77442263379
ACH-000958,-1.84831793775
ACH-000960,-1.61175074092
ACH-000963,-1.07179109294
ACH-000968,-2.1088032032700004
ACH-000969,-1.9468254458200003
ACH-000973,-1.9451308227400002
ACH-000974,-1.83805973162
ACH-000975,-1.6785140164899999
ACH-000976,-1.86267426781
ACH-000978,-2.2058147985
ACH-000980,-2.02290754561
ACH-000984,-1.9761840794299999
ACH-000986,-1.61230709527
ACH-000988,-2.07973886343
ACH-000993,-1.8571411317099997
ACH-000994,-2.00589279827
ACH-000996,-1.5097331733500001
ACH-001001,-2.01993483094
ACH-001020,-1.76939989755
ACH-001028,-1.9479590230900001
ACH-001031,-1.9403565023500002
ACH-001038,-2.03147362738
ACH-001048,-1.6241711987399998
ACH-001050,-1.70994216954
ACH-001053,-1.8930591371799999
ACH-001054,-1.7919813352200002
ACH-001061,-1.66086951749
ACH-001067,-1.9834705025
ACH-001075,-2.13573607142
ACH-001096,-2.14660328354
ACH-001128,-1.13531229582
ACH-001134,-1.83984546966
ACH-001151,-1.87581990973
ACH-001163,-1.7036227562900002
ACH-001164,-2.13816290952
ACH-001173,-1.73838654383
ACH-001183,-1.6375923086200002
ACH-001184,-2.17366036847
ACH-001190,-1.87179508466
ACH-001192,-1.8102946348400002
ACH-001193,-1.91823986088
ACH-001196,-1.91787800751
ACH-001197,-1.8337143608200002
ACH-001205,-1.7589472366099999
ACH-001211,-1.6696417056
ACH-001212,-1.93077435604
ACH-001228,-1.88849745838
ACH-001232,-1.66044096697
ACH-001239,-1.8924589679799997
ACH-001274,-1.86350583752
ACH-001275,-2.13602933772
ACH-001277,-1.8369052464700002
ACH-001278,-2.18118065642
ACH-001280,-2.37534337435
ACH-001283,-1.8920096881900001
ACH-001289,-1.95814457836
ACH-001295,-1.9854461454199999
ACH-001300,-2.02480560875
ACH-001301,-1.9532765350099999
ACH-001302,-2.0464872081400003
ACH-001303,-1.88231925968
ACH-001306,-1.9102073027200002
ACH-001318,-1.72847132065
ACH-001322,-1.71172144747
ACH-001328,-1.73853526887
ACH-001332,-1.48441435473
ACH-001333,-1.9439699334799998
ACH-001336,-1.7224337173099997
ACH-001340,-2.04240101357
ACH-001346,-1.8522723288
ACH-001353,-1.8326932389
ACH-001354,-2.0230115193400002
ACH-001367,-1.70244671686
ACH-001368,-1.80807920438
ACH-001374,-1.5427925424899998
ACH-001375,-1.7823880457299999
ACH-001377,-1.9460353119999998
ACH-001380,-1.9641168143
ACH-001391,-2.3243723867900004
ACH-001407,-1.57853143836
ACH-001408,-2.22507514357
ACH-001413,-1.52634143672
ACH-001430,-1.91628186245
ACH-001431,-1.92027228232
ACH-001450,-1.67968772601
ACH-001496,-1.61253861766
ACH-001500,-1.45486466567
ACH-001521,-2.1256930304
ACH-001523,-1.93553188914
ACH-001532,-1.8765149917900001
ACH-001536,-1.9408910297
ACH-001550,-1.5949737822299999
ACH-001552,-1.7232920456
ACH-001554,-1.9786135212400002
ACH-001645,-1.8361425892299998
ACH-001654,-1.73049896381
ACH-001715,-1.61740501593
ACH-001735,-2.19614808408
ACH-001736,-1.93549842574
ACH-001737,-1.56753346387
ACH-001740,-1.84012035878
ACH-001745,-2.10497562272
ACH-001750,-1.7180733628799998
ACH-001765,-2.0845183347400003
ACH-001956,-1.9661345977900002
ACH-001957,-1.71218003671
