,TMCO5A (145942)
ACH-000757,-0.503388388402
ACH-000758,-0.195424668809
ACH-000760,-0.18118475158599998
ACH-000763,-0.26484208748300003
ACH-000764,-0.445445941943
ACH-000765,-0.0930526020088
ACH-000766,-0.15574395733
ACH-000767,-0.19678767677700001
ACH-000768,-0.251206897171
ACH-000769,-0.289563944324
ACH-000770,-0.182322644062
ACH-000771,-0.100715203555
ACH-000773,-0.38330228045599996
ACH-000776,-0.261182313504
ACH-000777,-0.287020469549
ACH-000778,-0.173012670816
ACH-000781,-0.36832258216700003
ACH-000782,-0.250057974991
ACH-000783,-0.38554478038900003
ACH-000784,-0.133583030066
ACH-000785,-0.40062542026299997
ACH-000787,-0.397174317389
ACH-000788,-0.20597127365200002
ACH-000791,-0.48505212033399997
ACH-000792,-0.0827771434672
ACH-000794,-0.257188498793
ACH-000796,-0.251849204759
ACH-000799,-0.45013535790299997
ACH-000800,-0.12345520067099999
ACH-000802,-0.28515110265500004
ACH-000804,-0.53672432529
ACH-000805,-0.315488044073
ACH-000809,-0.19044850795
ACH-000810,-0.334129901768
ACH-000811,-0.0611086249843
ACH-000817,-0.150241774944
ACH-000819,-0.165183286285
ACH-000820,-0.327086254173
ACH-000821,0.09720379636780001
ACH-000822,0.0129894146066
ACH-000823,-0.363327443005
ACH-000824,-0.180643931664
ACH-000827,-0.275162555199
ACH-000829,-0.445451004364
ACH-000831,-0.370754744493
ACH-000832,-0.339561498955
ACH-000833,-0.168271020389
ACH-000834,-0.312767651495
ACH-000835,-0.100408964668
ACH-000836,-0.0921823723423
ACH-000837,-0.263990511161
ACH-000838,-0.254956710119
ACH-000839,-0.258140145298
ACH-000840,-0.141664906303
ACH-000841,-0.41084506700400003
ACH-000843,-0.00333263297156
ACH-000846,-0.0949484496683
ACH-000847,0.0148582913846
ACH-000848,-0.296804321438
ACH-000849,-0.25180643952799997
ACH-000851,-0.5147119926879999
ACH-000855,-0.22616360642799999
ACH-000856,-0.08232286338719999
ACH-000858,-0.0386273544546
ACH-000859,-0.223065207445
ACH-000861,-0.178118751276
ACH-000862,0.00478933315428
ACH-000865,-0.341246930197
ACH-000866,-0.190642239499
ACH-000867,-0.21022945078699998
ACH-000869,-0.250431905668
ACH-000872,-0.28504323040699997
ACH-000873,-0.05061436863509999
ACH-000876,-0.179632397701
ACH-000878,-0.147643489576
ACH-000880,-0.27804380817499996
ACH-000881,-0.349395088081
ACH-000882,-0.252127216275
ACH-000884,-0.300401335521
ACH-000885,-0.20497855157900002
ACH-000887,-0.192074478392
ACH-000888,-0.102443286528
ACH-000889,-0.11446340990599999
ACH-000890,-0.274849106492
ACH-000896,-0.20180228954100002
ACH-000898,-0.38873130534100003
ACH-000900,-0.265559943501
ACH-000901,-0.20637411095600003
ACH-000905,-0.273705566164
ACH-000906,-0.275939563507
ACH-000907,-0.341090955525
ACH-000910,-0.437647613376
ACH-000911,-0.33049158871
ACH-000912,-0.271267868334
ACH-000913,-0.214746906982
ACH-000915,-0.214796521042
ACH-000916,-0.330374411467
ACH-000917,-0.37242182199
ACH-000921,-0.131540106871
ACH-000924,-0.24962934596099998
ACH-000926,-0.160227819158
ACH-000928,-0.141410464486
ACH-000929,-0.222596967353
ACH-000932,-0.27795338345
ACH-000935,-0.34825442848300003
ACH-000936,-0.352711375329
ACH-000937,-0.209084429612
ACH-000938,-0.24781668914299998
ACH-000939,-0.100938407758
ACH-000941,-0.242047211319
ACH-000943,-0.19112010634100002
ACH-000946,-0.250688538333
ACH-000947,-0.228172059679
ACH-000948,-0.215591254791
ACH-000950,-0.39716329016999996
ACH-000953,-0.22560596153299997
ACH-000957,-0.222747381101
ACH-000958,-0.354993129161
ACH-000960,-0.125300141979
ACH-000963,-0.587739298197
ACH-000968,-0.395150561555
ACH-000969,-0.46886164113799994
ACH-000973,-0.207935148181
ACH-000974,-0.224819958154
ACH-000975,-0.385922625877
ACH-000976,-0.224803631954
ACH-000978,0.023326815986200004
ACH-000980,-0.160023047445
ACH-000984,-0.421953842909
ACH-000986,-0.289609139971
ACH-000988,-0.29085887578
ACH-000993,0.0716387389839
ACH-000994,-0.48285384259099995
ACH-000996,-0.37740068515600006
ACH-001001,-0.32823272777199997
ACH-001020,-0.29212513965799997
ACH-001028,-0.224582964976
ACH-001031,-0.278102157947
ACH-001038,-0.20860152112100003
ACH-001048,-0.105148958608
ACH-001050,-0.308187390897
ACH-001053,-0.259839850576
ACH-001054,-0.078317643977
ACH-001061,-0.283404865979
ACH-001067,-0.237356378444
ACH-001075,-0.451890538608
ACH-001096,-0.193506852224
ACH-001128,-0.27580269854600004
ACH-001134,-0.380231290655
ACH-001151,-0.334017760243
ACH-001163,-0.429590505056
ACH-001164,-0.264845982735
ACH-001173,-0.11594426024700001
ACH-001183,-0.157922477787
ACH-001184,-0.359203534594
ACH-001190,-0.265482448846
ACH-001192,-0.18035493531100003
ACH-001193,-0.5358388931570001
ACH-001196,-0.255236142062
ACH-001197,-0.161831367206
ACH-001205,-0.204975353103
ACH-001211,-0.329386153825
ACH-001212,0.206359297368
ACH-001228,-0.36557799102899996
ACH-001232,-0.403680419284
ACH-001239,-0.04188120686769999
ACH-001274,-0.309280185114
ACH-001275,-0.09714251039280002
ACH-001277,-0.148383018186
ACH-001278,-0.0429383745226
ACH-001280,-0.292516167138
ACH-001283,-0.0688908556784
ACH-001289,-0.047600493442699995
ACH-001295,-0.148988978458
ACH-001300,-0.371391154544
ACH-001301,-0.21860358998799997
ACH-001302,0.158647967459
ACH-001303,-0.18087537950399998
ACH-001306,-0.396051415403
ACH-001318,0.0319922002986
ACH-001322,-0.33856338590499996
ACH-001328,-0.21977936052299998
ACH-001332,-0.42294913324699995
ACH-001333,-0.46878636276999996
ACH-001336,-0.0791457345548
ACH-001340,-0.206539601982
ACH-001346,-0.279338718314
ACH-001353,-0.298947934644
ACH-001354,-0.128711591363
ACH-001367,-0.354295923195
ACH-001368,-0.229338830447
ACH-001374,0.393649962351
ACH-001375,-0.297526456532
ACH-001377,-0.288019764561
ACH-001380,-0.376064616286
ACH-001391,-0.0611791261226
ACH-001407,-0.25862673299
ACH-001408,-0.29971299003199997
ACH-001413,-0.12161379747500001
ACH-001430,-0.289365852537
ACH-001431,0.033923136182400004
ACH-001450,-0.0584040037994
ACH-001496,-0.21375119190699998
ACH-001500,-0.133502839476
ACH-001521,-0.111991433344
ACH-001523,-0.0428258372823
ACH-001532,-0.21391444479600003
ACH-001536,-0.249895767472
ACH-001550,-0.45493289251900004
ACH-001552,-0.14835010116900002
ACH-001554,-0.188206651067
ACH-001645,0.00844591463704
ACH-001654,-0.260629903535
ACH-001715,-0.205280846992
ACH-001735,-0.275006982749
ACH-001736,-0.14056708657400002
ACH-001737,-0.28298475158
ACH-001740,-0.19287827566
ACH-001745,-0.37348651634999996
ACH-001750,-0.17427111324900002
ACH-001765,-0.225153862669
ACH-001956,-0.239530484813
ACH-001957,-0.287529408469
