,SEH1L (81929)
ACH-000366,-0.892483239469
ACH-000368,-1.16454878817
ACH-000374,-1.10931438845
ACH-000375,-1.1672006653
ACH-000376,-1.10946756955
ACH-000381,-1.18142493722
ACH-000383,-0.616923936855
ACH-000387,-1.05958698367
ACH-000389,-0.820881828881
ACH-000390,-1.18067676438
ACH-000393,-1.44345465044
ACH-000395,-1.29412823787
ACH-000397,-1.17089692916
ACH-000401,-0.8914307467479999
ACH-000402,-1.00093729879
ACH-000403,-1.48904094326
ACH-000404,-0.778709890979
ACH-000406,-1.1803002571799999
ACH-000407,-1.27603819291
ACH-000408,-1.05586799578
ACH-000410,-1.0690363120200002
ACH-000411,-1.27631819801
ACH-000414,-1.2979885577099999
ACH-000415,-1.36192451893
ACH-000416,-0.686964820775
ACH-000420,-1.20268414372
ACH-000421,-1.1989350055799999
ACH-000424,-1.13141125473
ACH-000425,-1.09093464326
ACH-000426,-1.17419552189
ACH-000427,-1.3577257784999999
ACH-000433,-1.1198011654200002
ACH-000436,-1.0863689131899998
ACH-000444,-1.3915268367299998
ACH-000445,-1.26045179557
ACH-000448,-1.28348186766
ACH-000450,-1.52668545882
ACH-000452,-0.584824632985
ACH-000454,-1.17704219726
ACH-000458,-1.12858993692
ACH-000459,-0.783241037109
ACH-000460,-1.24179914181
ACH-000461,-1.3156057461200001
ACH-000463,-1.1785970336799998
ACH-000464,-1.2676330210299998
ACH-000466,-1.4642863931299999
ACH-000467,-1.1137074073
ACH-000468,-0.9168376492329999
ACH-000469,-1.3845067462399998
ACH-000470,-1.03536324702
ACH-000471,-0.9416802873200001
ACH-000472,-1.17787694729
ACH-000473,-1.3632719484600002
ACH-000475,-1.14089881348
ACH-000476,-1.354455247
ACH-000477,-1.16041032978
ACH-000480,-0.843692092606
ACH-000481,-1.24894356785
ACH-000483,-0.8896403462360001
ACH-000484,-1.1829210190700001
ACH-000485,-0.927878464586
ACH-000486,-1.32497714231
ACH-000487,-1.44508186432
ACH-000488,-1.21123815859
ACH-000490,-1.177358706
ACH-000491,-1.09765475082
ACH-000495,-1.2212189886700002
ACH-000496,-1.32580787145
ACH-000499,-1.39171776565
ACH-000500,-0.9768128898559999
ACH-000502,-1.30380282032
ACH-000503,-1.1624631029299999
ACH-000505,-1.4235149103100002
ACH-000507,-1.19067150159
ACH-000510,-1.0519259386700002
ACH-000511,-0.8133328932870001
ACH-000512,-1.5905875973899999
ACH-000516,-1.34004505531
ACH-000517,-1.13987001529
ACH-000518,-1.28477266736
ACH-000520,-0.822429383689
ACH-000521,-1.2423215342799998
ACH-000522,-1.55310264221
ACH-000524,-1.1872330093999999
ACH-000527,-0.835792024378
ACH-000528,-1.0668981266700002
ACH-000537,-1.4113756766299999
ACH-000541,-1.1707904371
ACH-000542,-1.41499366155
ACH-000544,-1.1208797804000001
ACH-000545,-1.28109175
ACH-000547,-0.8366427577269999
ACH-000548,-0.901131650305
ACH-000549,-1.0616188387
ACH-000550,-1.8715832536800001
ACH-000552,-1.1975973981
ACH-000556,-1.3478212371899998
ACH-000557,-0.549978789224
ACH-000570,-1.4459804520700001
ACH-000571,-1.4515729461700002
ACH-000573,-1.35482206784
ACH-000576,-1.22173265835
ACH-000580,-1.08771130309
ACH-000584,-1.23731968889
ACH-000585,-1.37666311484
ACH-000588,-1.26486931229
ACH-000589,-1.1250808319499999
ACH-000591,-1.3783761705200002
ACH-000593,-1.42115485195
ACH-000600,-1.16331153389
ACH-000601,-1.03180614156
ACH-000604,-1.25228845251
ACH-000605,-1.3129192435100001
ACH-000606,-1.18069266965
ACH-000608,-0.8582020568459999
ACH-000614,-1.1964879393999999
ACH-000616,-1.05190448114
ACH-000618,-0.865192967167
ACH-000619,-1.39715350417
ACH-000620,-1.06630501191
ACH-000621,-1.68711696669
ACH-000622,-1.02776685957
ACH-000623,-1.0716872201799998
ACH-000624,-0.991868908466
ACH-000627,-1.32676585665
ACH-000630,-1.1079730105399999
ACH-000632,-1.1994243538200002
ACH-000633,-0.704620173117
ACH-000637,-0.741374327262
ACH-000638,-1.3930883824399998
ACH-000646,-0.9971096576540001
ACH-000647,-1.21226172195
ACH-000648,-1.4405125684
ACH-000649,-1.3882282598500002
ACH-000651,-1.09477792595
ACH-000652,-1.48097093096
ACH-000653,-0.916252228463
ACH-000657,-1.17005496983
ACH-000658,-1.4415965507799997
ACH-000661,-1.22372264121
ACH-000662,-0.956099099216
ACH-000663,-1.05159329694
ACH-000665,-0.9230377882940001
ACH-000671,-0.849876025704
ACH-000673,-1.3801595569999998
ACH-000676,-1.1775992451700001
ACH-000677,-1.2980153427399999
ACH-000681,-1.2413527265000002
ACH-000682,-0.945527231612
ACH-000683,-1.190288271
ACH-000684,-1.49576798276
ACH-000688,-1.18699168573
ACH-000693,-0.870356933095
ACH-000694,-0.746418981709
ACH-000695,-0.921369605549
ACH-000696,-0.9423938096250001
ACH-000697,-1.0843506523200002
ACH-000699,-1.08730390862
ACH-000701,-1.02346166932
ACH-000706,-1.4448629868599998
ACH-000711,-1.31756743988
ACH-000713,-0.68190263827
ACH-000714,-1.43988814965
ACH-000718,-0.8566624323180001
ACH-000720,-1.4545758572100003
ACH-000721,-1.34159762116
ACH-000724,-1.4225303304199999
ACH-000725,-1.29631685979
ACH-000732,-1.22607879866
ACH-000734,-1.18409009042
ACH-000735,-1.32100213588
ACH-000736,-0.887435872316
ACH-000738,-1.02531785988
ACH-000746,-0.801164905819
ACH-000747,-1.0719193685500001
ACH-000748,-1.1984130759799998
ACH-000753,-0.7852310797059999
ACH-000756,-1.08667485699
ACH-000757,-0.9240685914769999
ACH-000758,-1.18289909189
ACH-000760,-0.708816376778
ACH-000763,-1.07318705909
ACH-000764,-0.972908840292
ACH-000765,-1.1650054809000001
ACH-000766,-1.2086570124299998
ACH-000767,-1.59986419095
ACH-000768,-0.983888439817
ACH-000769,-1.36677200731
ACH-000770,-1.07279903217
ACH-000771,-1.30391197696
ACH-000773,-1.1090909176000001
ACH-000776,-1.2257368006799998
ACH-000777,-1.19560598505
ACH-000778,-1.16334655127
ACH-000781,-1.23464129236
ACH-000782,-1.30504726662
ACH-000783,-1.32377658241
ACH-000784,-1.1118236156799999
ACH-000785,-0.945827321886
ACH-000787,-0.8439214098639999
ACH-000788,-0.9264104393889999
ACH-000791,-1.22887496568
ACH-000792,-1.28794856464
ACH-000794,-0.9340572392859999
ACH-000796,-0.733766709874
ACH-000799,-1.27074831482
ACH-000800,-1.07313842859
ACH-000802,-0.903784431968
ACH-000804,-1.03507427061
ACH-000805,-1.00683623683
ACH-000809,-1.10623992313
ACH-000810,-1.33365601376
ACH-000811,-1.5298802083
ACH-000817,-1.12765297646
ACH-000819,-1.01755255817
ACH-000820,-1.0709703675700002
ACH-000821,-1.26440250262
ACH-000822,-1.15568386804
ACH-000823,-1.21369837467
ACH-000824,-1.3408817045299999
ACH-000827,-1.06766328928
ACH-000829,-1.15021622366
ACH-000831,-0.936777161777
ACH-000832,-0.952272641244
ACH-000833,-1.6873048995299997
ACH-000834,-1.4260222509399998
ACH-000835,-1.3881430296000001
ACH-000836,-0.7611319118240001
ACH-000837,-0.927937533881
ACH-000838,-1.43492040905
ACH-000839,-0.985152480588
ACH-000840,-1.2743690694399998
ACH-000841,-1.39200935086
ACH-000843,-1.14875255158
ACH-000846,-1.21220966217
ACH-000847,-1.24997006615
ACH-000848,-1.17431108445
ACH-000849,-1.1199523464499999
ACH-000851,-1.3955272064500002
ACH-000855,-0.874415659624
ACH-000856,-0.785895351618
ACH-000858,-1.1625970428899999
ACH-000859,-1.13672086455
ACH-000861,-0.8379486853650001
ACH-000862,-1.2376218915200001
ACH-000865,-0.9398686748909999
ACH-000866,-1.2118517028799998
ACH-000867,-1.3521358805500001
ACH-000869,-1.7710529502
ACH-000872,-1.26269677861
ACH-000873,-1.46985537628
ACH-000876,-1.8766610620099997
ACH-000878,-1.4996521163799998
ACH-000880,-0.907799542061
ACH-000881,-1.23026672785
ACH-000882,-0.8556630441419999
ACH-000884,-1.0488137718200001
ACH-000885,-0.935411712414
ACH-000887,-1.44766198171
ACH-000888,-1.13606656523
ACH-000889,-0.8871869187870001
ACH-000890,-1.3185613989799998
ACH-000896,-1.0379005013
ACH-000898,-0.905008590116
ACH-000900,-1.06222941378
ACH-000901,-1.24808804168
ACH-000905,-1.3545629693099999
ACH-000906,-1.21973554214
ACH-000907,-1.4689235397799998
ACH-000910,-1.1940909438
ACH-000911,-0.853144928335
ACH-000912,-1.1742320636799999
ACH-000913,-0.879312699939
ACH-000915,-1.30324520409
ACH-000916,-1.43309323813
ACH-000917,-0.857208318665
ACH-000921,-1.06410031885
ACH-000924,-1.32534874669
ACH-000926,-1.31287097267
ACH-000928,-1.0674969435500001
ACH-000929,-1.16727792907
ACH-000932,-1.1131752104600001
ACH-000935,-1.3537335628600002
ACH-000936,-1.30062504449
ACH-000937,-1.5193831819799999
ACH-000938,-1.35060653049
ACH-000939,-1.10965223609
ACH-000941,-1.55243559352
ACH-000943,-0.996262660556
ACH-000946,-0.932807451515
ACH-000947,-1.23464477435
ACH-000948,-1.11615453036
ACH-000950,-1.2809136156
ACH-000953,-1.7400170573299998
ACH-000957,-0.973959097307
ACH-000958,-0.736909412525
ACH-000960,-1.43340972872
ACH-000963,-0.920566390078
ACH-000968,-1.0777529670700001
ACH-000969,-1.1332268944
ACH-000973,-0.817059530728
ACH-000974,-0.8305995425849999
ACH-000975,-1.09510855291
ACH-000976,-1.31774098922
ACH-000978,-0.631792464367
ACH-000980,-1.25170610959
ACH-000984,-0.760643526968
ACH-000986,-1.07231392276
ACH-000988,-0.934981585222
ACH-000993,-1.11503726854
ACH-000994,-1.08567886669
ACH-000996,-1.11394483191
ACH-001001,-1.28499251235
ACH-001020,-1.17939452591
ACH-001028,-1.16820400794
ACH-001031,-1.14897409615
ACH-001038,-1.37683942398
ACH-001048,-1.39072682092
ACH-001050,-1.44648342171
ACH-001053,-1.3912000742
ACH-001054,-1.13993950934
ACH-001061,-1.05617219787
ACH-001067,-1.3209203404799998
ACH-001075,-1.01893210592
ACH-001096,-1.3707273659399999
ACH-001128,-1.57686665342
ACH-001134,-0.910413278308
ACH-001151,-1.14854820247
ACH-001163,-1.29321491884
ACH-001164,-1.21313299381
ACH-001173,-1.1211498745100001
ACH-001183,-1.3605139273299998
ACH-001184,-1.26699770054
ACH-001190,-1.07615018389
ACH-001192,-1.34326972141
ACH-001193,-1.24417978839
ACH-001196,-1.1525829134
ACH-001197,-1.29234780338
ACH-001205,-1.3225012806299998
ACH-001211,-1.1126504559600001
ACH-001212,-1.30632001507
ACH-001228,-1.2425972527299998
ACH-001232,-1.32217850023
ACH-001239,-0.840071848599
ACH-001274,-1.16175583384
ACH-001275,-1.4110841765399997
ACH-001277,-1.16772319729
ACH-001278,-1.20525151145
ACH-001280,-1.16182293291
ACH-001283,-1.38558856288
ACH-001289,-1.1841313570299998
ACH-001295,-1.12883761228
ACH-001300,-1.251430807
ACH-001301,-0.945798690577
ACH-001302,-0.868285957352
ACH-001303,-1.48007846547
ACH-001306,-1.15857665028
ACH-001318,-0.702716971643
ACH-001322,-1.05615178703
ACH-001328,-1.16449973895
ACH-001332,-0.8385468106110001
ACH-001333,-1.04427752207
ACH-001336,-1.0716257404
ACH-001340,-1.24290483924
ACH-001346,-1.06063297
ACH-001353,-1.28662218147
ACH-001354,-1.49785790307
ACH-001367,-1.233093292
ACH-001368,-1.4061341973600001
ACH-001374,-1.49365478016
ACH-001375,-1.18809031612
ACH-001377,-0.7068654642159999
ACH-001380,-1.1988116285600001
ACH-001391,-1.2382625090600001
ACH-001407,-0.565756531725
ACH-001408,-1.27731561084
ACH-001413,-1.08399668552
ACH-001430,-1.5541867575200001
ACH-001431,-1.3652548457
ACH-001450,-1.21322914377
ACH-001496,-1.32819827447
ACH-001500,-1.09327580189
ACH-001521,-0.881334089022
ACH-001523,-1.35085201035
ACH-001532,-1.26906519779
ACH-001536,-1.46638713811
ACH-001550,-0.7845330291979999
ACH-001552,-0.876304677825
ACH-001554,-0.866665235312
ACH-001645,-1.09224696245
ACH-001654,-1.49339606121
ACH-001715,-1.37105515014
ACH-001735,-1.21846420537
ACH-001736,-1.43817493034
ACH-001737,-1.39886262195
ACH-001740,-1.2857722485
ACH-001745,-1.3515378591
ACH-001750,-1.23452702842
ACH-001765,-1.30614221157
ACH-001956,-1.21596635316
ACH-001957,-1.3067003930399999
