,SIRPA (140885)
ACH-001431,-0.356345209763
ACH-001450,-0.553861846723
ACH-001496,-0.275277848146
ACH-001500,-0.537871815467
ACH-001521,-0.34754516005
ACH-001523,-0.143465351364
ACH-001532,-0.333358435757
ACH-001536,-0.636140660151
ACH-001550,-0.333960325325
ACH-001552,-0.302962188768
ACH-001554,-0.29700210742100003
ACH-001645,-0.195291538678
ACH-001654,-0.303480662558
ACH-001715,-0.423052859986
ACH-001735,-0.311889278705
ACH-001736,-0.323669471321
ACH-001737,0.213165285361
ACH-001740,-0.369999559314
ACH-001745,-0.197533189554
ACH-001750,0.05558100790540001
ACH-001765,-0.0492050451461
ACH-001956,-0.3530741455
ACH-001957,-0.321847069987
