,DFFB (1677)
ACH-000488,-0.27036875093
ACH-000490,-0.322302947307
ACH-000491,-0.540822053675
ACH-000495,-0.41157893635799997
ACH-000496,-0.30967195124200003
ACH-000499,-0.386215057733
ACH-000500,-0.73907448213
ACH-000502,-0.211139574404
ACH-000503,-0.32003065883299997
ACH-000505,-0.22801160459699998
ACH-000507,-0.34779763373800004
ACH-000510,-0.481109549521
ACH-000511,-0.437220227545
ACH-000512,-0.24669673576200002
ACH-000516,-0.18853642079799998
ACH-000517,-0.405706164261
ACH-000518,-0.276304769492
ACH-000520,-0.428118749113
ACH-000521,-0.430006304429
ACH-000522,-0.233830722824
ACH-000524,-0.30893270654800004
ACH-000527,-0.19287043796199999
ACH-000528,-0.243543135107
ACH-000537,-0.417936277548
ACH-000541,-0.369364788673
ACH-000542,-0.313635545708
ACH-000544,-0.192296445028
ACH-000545,-0.20445267702199998
ACH-000547,-0.397576381728
ACH-000548,-0.588889886484
ACH-000549,-0.133280701917
ACH-000550,-0.41399705045400004
ACH-000552,-0.479837154946
ACH-000556,-0.243075426289
ACH-000557,-0.35838078265199996
ACH-000570,-0.43287754713
ACH-000571,-0.247209880779
ACH-000573,-0.226698060072
ACH-000576,-0.363333830618
ACH-000580,-0.396918759114
ACH-000584,-0.240668576001
ACH-000585,-0.291675998573
ACH-000588,-0.43951208721100005
ACH-000589,-0.474008755106
ACH-000591,-0.137866369509
ACH-000593,-0.32219851349
ACH-000600,-0.543668200472
ACH-000601,-0.361514166694
ACH-000604,-0.505730501013
ACH-000605,0.017348339049500002
ACH-000606,-0.371371375235
ACH-000608,-0.394407483188
ACH-000614,-0.282446593374
ACH-000616,-0.16243903258
ACH-000618,-0.33848694785800004
ACH-000619,-0.215143767326
ACH-000620,-0.509629404517
ACH-000621,-0.304853647652
ACH-000622,-0.327799379318
ACH-000623,-0.326120510368
ACH-000624,-0.21198195805199999
ACH-000627,-0.38823172871100003
ACH-000630,-0.33123296819200004
ACH-000632,-0.442854399541
ACH-000633,-0.24796708171100001
ACH-000637,-0.258760184272
ACH-000638,-0.352434560745
ACH-000646,-0.490164592126
ACH-000647,-0.49647931281900004
ACH-000648,-0.38426653427199997
ACH-000649,-0.44210637818899995
ACH-000651,-0.125716423533
ACH-000652,-0.144055511383
ACH-000653,-0.314629495457
ACH-000657,-0.290431482659
ACH-000658,-0.240501333411
ACH-000661,-0.720585356997
ACH-000662,-0.32571131691300004
ACH-000663,-0.2660526488
ACH-000665,-0.319637992737
ACH-000671,-0.0170938544816
ACH-000673,-0.25128755547
ACH-000676,-0.27300052641899997
ACH-000677,-0.18886329036
ACH-000681,-0.409574660374
ACH-000682,-0.282511250188
ACH-000683,-0.446996414824
ACH-000684,-0.46358808757799996
ACH-000688,-0.37028955880000003
ACH-000693,-0.259053366402
ACH-000694,-0.199435070594
ACH-000695,-0.7390971718899999
ACH-000696,-0.486970606216
ACH-000697,-0.48379632908200004
ACH-000699,-0.448597769159
ACH-000701,-0.42306451136600004
ACH-000706,-0.17936222661499998
ACH-000711,-0.351845395691
ACH-000713,-0.329855578061
ACH-000714,-0.22590436022
ACH-000718,-0.43017871419299997
ACH-000720,-0.425760638032
ACH-000721,-0.337432413776
ACH-000724,-0.42645618171300004
ACH-000725,0.0318307500806
ACH-000732,-0.223444453517
ACH-000734,-0.473305289511
ACH-000735,-0.249564466866
ACH-000736,-0.39172471076300003
ACH-000738,-0.254916702264
ACH-000746,-0.26957220480300004
ACH-000747,-0.547664670615
ACH-000748,-0.332110770399
ACH-000753,-0.436794548706
ACH-000756,-0.221014535645
ACH-000757,-0.0262346199216
ACH-000758,-0.728231492684
ACH-000760,-0.372724045568
ACH-000763,-0.409906595239
ACH-000764,-0.33136396595400003
ACH-000765,-0.164275905416
ACH-000766,-0.470858002886
ACH-000767,-0.31137022594999997
ACH-000768,-0.241735574334
ACH-000769,-0.13000988759600002
ACH-000770,-0.31124588007599996
ACH-000771,-0.35393354675
ACH-000773,-0.41059606221600004
ACH-000776,-0.3950299084
ACH-000777,-0.367819250847
ACH-000778,-0.297271424769
ACH-000781,-0.294176964965
ACH-000782,-0.349693121054
ACH-000783,-0.58878254357
ACH-000784,-0.310232765457
ACH-000785,-0.5506993651250001
ACH-000787,-0.345288750145
ACH-000788,-0.21953116955899998
ACH-000791,-0.22796122697299998
ACH-000792,-0.414241426977
ACH-000794,-0.38383603957400003
ACH-000796,-0.152430990435
ACH-000799,-0.449126379557
ACH-000800,-0.42925654499300003
ACH-000802,-0.289175187798
ACH-000804,-0.39518384075900004
ACH-000805,-0.74736965025
ACH-000809,-0.448673045609
ACH-000810,-0.422946092941
ACH-000811,-0.360916266672
ACH-000817,-0.175998217591
ACH-000819,-0.151304187364
ACH-000820,0.00480430050399
ACH-000821,0.0943152102761
ACH-000822,-0.155223003408
ACH-000823,-0.318226298656
ACH-000824,-0.42531091246299996
ACH-000827,-0.358746034682
ACH-000829,-0.297639886624
ACH-000831,-0.0819901962957
ACH-000832,-0.274712062803
ACH-000833,-0.676513438213
ACH-000834,-0.266344699328
ACH-000835,-0.19914244353
ACH-000836,-0.263040727732
ACH-000837,-0.268704976288
ACH-000838,-0.553138449495
ACH-000839,-0.24518074729400002
ACH-000840,-0.09624880930980001
ACH-000841,-0.20088487160100002
ACH-000843,-0.23683364569499998
ACH-000846,-0.281761437136
ACH-000847,-0.296872064717
ACH-000848,-0.41290552654299995
ACH-000849,-0.19157353102699998
ACH-000851,-0.317985840548
ACH-000855,-0.311348412853
ACH-000856,-0.370009021136
ACH-000858,-0.472247953945
ACH-000859,-0.283932956627
ACH-000861,-0.379841281228
ACH-000862,-0.253332087047
ACH-000865,-0.17692994865800002
ACH-000866,-0.33325894405699996
ACH-000867,-0.38375105905999995
ACH-000869,-0.0511512465139
ACH-000872,-0.284131603755
ACH-000873,-0.13439093719599998
ACH-000876,-0.419020736673
ACH-000878,-0.307088302642
ACH-000880,-0.7001801321019999
ACH-000881,-0.386281973976
ACH-000882,-0.35179122175300004
ACH-000884,-0.5031112907249999
ACH-000885,-0.465892742997
ACH-000887,-0.426092889525
ACH-000888,-0.241757092269
ACH-000889,-0.32039795387
ACH-000890,-0.09300512969550001
ACH-000896,-0.323148769027
ACH-000898,-0.233857850028
ACH-000900,-0.160570444751
ACH-000901,-0.349478794165
ACH-000905,-0.241692195617
ACH-000906,-0.0958251827914
ACH-000907,-0.39643802392599997
ACH-000910,-0.34807028439099996
ACH-000911,-0.359550526765
ACH-000912,-0.216735929897
ACH-000913,-0.45410744501500006
ACH-000915,-0.153929908106
ACH-000916,-0.309850874249
ACH-000917,-0.087590712795
ACH-000921,-0.192842225225
ACH-000924,-0.38244792445
ACH-000926,-0.205422468313
ACH-000928,-0.422941928225
ACH-000929,-0.37248192268299996
ACH-000932,-0.273217495838
ACH-000935,-0.486525412561
ACH-000936,-0.42548709083700004
ACH-000937,-0.301009882118
ACH-000938,-0.39768484331200005
ACH-000939,-0.103554024142
ACH-000941,-0.34062616559299996
ACH-000943,-0.45399574773699997
ACH-000946,-0.425670462377
ACH-000947,-0.206819372511
ACH-000948,-0.24354540628000002
ACH-000950,-0.0343861047175
ACH-000953,-0.17616218162
ACH-000957,-0.11721057965399999
ACH-000958,-0.546298927944
ACH-000960,-0.383862904221
ACH-000963,-0.22078357086199998
ACH-000968,-0.167414314203
ACH-000969,-0.251468085103
ACH-000973,-0.380599669445
ACH-000974,-0.453239607116
ACH-000975,-0.45511119188500004
ACH-000976,-0.31306349704799996
ACH-000978,0.0683306423221
ACH-000980,-0.321091535314
ACH-000984,-0.354251541917
ACH-000986,-0.480164778364
ACH-000988,-0.12115942965999998
ACH-000993,-0.632876217513
ACH-000994,-0.30511880802499997
ACH-000996,-0.555754589745
ACH-001001,-0.43478507288999996
ACH-001020,-0.904542184647
ACH-001028,-0.344392572148
ACH-001031,-0.45756778538599996
ACH-001038,-0.370255433874
ACH-001048,-0.45316462238399996
ACH-001050,-0.35207752125200004
ACH-001053,-0.5167352064140001
ACH-001054,-0.444622557564
ACH-001061,-0.26701729937
ACH-001067,-0.339526769102
ACH-001075,-0.00571594979526
ACH-001096,-0.271787588892
ACH-001128,0.07072413447630001
ACH-001134,-0.5236050745390001
ACH-001151,-0.323006421424
ACH-001163,-0.36612622327699995
ACH-001164,0.20011234588
ACH-001173,-0.36294809974500003
ACH-001183,0.0787888600113
ACH-001184,-0.37289960759199997
ACH-001190,-0.559780776731
ACH-001192,-0.162567903113
ACH-001193,-0.25397502992800003
ACH-001196,-0.19761751712499998
ACH-001197,-0.520193637903
ACH-001205,-0.5166405557829999
ACH-001211,-0.175205958314
ACH-001212,-0.337528970858
ACH-001228,-0.438363957852
ACH-001232,-0.295436361293
ACH-001239,-0.362522628188
ACH-001274,-0.516719081639
ACH-001275,-0.22366305773000003
ACH-001277,-0.32829660953
ACH-001278,-0.474325892944
ACH-001280,-0.758378510867
ACH-001283,0.11892982517100001
ACH-001289,-0.342073229428
ACH-001295,-0.315739037563
ACH-001300,-0.47984421016
ACH-001301,-0.0911633293439
ACH-001302,-0.379008079374
ACH-001303,-0.26756582096000003
ACH-001306,-0.575331078617
ACH-001318,-0.389517731137
ACH-001322,-0.37120253760899996
ACH-001328,-0.24368525330899998
ACH-001332,-0.35519453467900003
ACH-001333,-0.0156481862788
ACH-001336,-0.180298051741
ACH-001340,-0.352907020629
ACH-001346,-0.22884638942299998
ACH-001353,-0.270377564688
ACH-001354,-0.571561765862
ACH-001367,0.114920134011
ACH-001368,-0.272620368184
ACH-001374,-0.117609035263
ACH-001375,-0.43725806226899994
ACH-001377,-0.226517923838
ACH-001380,-0.277222170311
ACH-001391,-0.381297134466
ACH-001407,-0.295947282519
ACH-001408,-0.239390398971
ACH-001413,-0.385625138746
ACH-001430,-0.17633814175
ACH-001431,-0.534458760543
ACH-001450,-0.473848135015
ACH-001496,-0.364559201669
ACH-001500,-0.422021120255
ACH-001521,-0.34370907550700003
ACH-001523,-0.286664059488
ACH-001532,-0.38751721999899996
ACH-001536,-0.279471094834
ACH-001550,-0.229865534854
ACH-001552,-0.22678956980700002
ACH-001554,-0.326662423134
ACH-001645,-0.21091526532699997
ACH-001654,-0.465835558913
ACH-001715,-0.14371829760399998
ACH-001735,-0.262252074374
ACH-001736,-0.304120469338
ACH-001737,-0.678147363422
ACH-001740,-0.512266187086
ACH-001745,-0.406588989754
ACH-001750,-0.152607978877
ACH-001765,-0.360450384151
ACH-001956,-0.30202571120099997
ACH-001957,-0.29154182826200004
