,IARS (3376)
ACH-000263,-1.14014267016
ACH-000264,-1.42533016559
ACH-000265,-1.22765966567
ACH-000266,-1.4005736828100002
ACH-000272,-1.30277907136
ACH-000273,-1.0766811103799998
ACH-000274,-1.15105421213
ACH-000277,-1.3271345358600002
ACH-000278,-1.0986608802
ACH-000279,-1.46941217876
ACH-000280,-1.252660766
ACH-000281,-1.08476620133
ACH-000288,-1.32057804736
ACH-000291,-1.2926956671799998
ACH-000293,-1.5018727275200001
ACH-000294,-1.3394694790000001
ACH-000295,-1.40234333348
ACH-000296,-1.0726252992799998
ACH-000302,-1.41538441451
ACH-000304,-1.21615845311
ACH-000307,-1.16048567987
ACH-000308,-1.4962429534900001
ACH-000310,-1.56049446013
ACH-000311,-1.29866414467
ACH-000312,-1.4181124251
ACH-000315,-1.20616818019
ACH-000316,-1.18328854578
ACH-000317,-1.21498180284
ACH-000318,-1.4979589756099998
ACH-000319,-1.34393758669
ACH-000320,-1.3303965648799998
ACH-000322,-1.6007278085299999
ACH-000323,-1.3933980173700002
ACH-000324,-1.23899922048
ACH-000329,-1.4246506887900001
ACH-000330,-1.54558737697
ACH-000331,-0.99303063112
ACH-000332,-1.20184078535
ACH-000334,-1.40583617896
ACH-000335,-1.36578029922
ACH-000336,-1.03183844653
ACH-000337,-1.24937352856
ACH-000339,-1.2731283842899999
ACH-000341,-1.37998715506
ACH-000348,-1.43037795681
ACH-000350,-1.44539149082
ACH-000352,-1.4062554415000001
ACH-000356,-1.33922635649
ACH-000361,-1.57281605169
ACH-000362,-1.30696090638
ACH-000363,-1.16369407949
ACH-000364,-1.0856156353200002
ACH-000365,-1.2682125100700001
ACH-000366,-1.26601672484
ACH-000368,-1.2071925054700001
ACH-000374,-1.53028457079
ACH-000375,-1.33168790341
ACH-000376,-1.35553126564
ACH-000381,-1.28153895799
ACH-000383,-1.4667306790399999
ACH-000387,-1.22933371874
ACH-000389,-1.18357483825
ACH-000390,-1.22003529905
ACH-000393,-1.3157855401799998
ACH-000395,-1.32689700768
ACH-000397,-1.18997319381
ACH-000401,-1.3596227712399998
ACH-000402,-0.908765087375
ACH-000403,-1.28210474894
ACH-000404,-1.1155408784899998
ACH-000406,-1.30148363781
ACH-000407,-1.33235593853
ACH-000408,-1.16860359043
ACH-000410,-1.11855267314
ACH-000411,-1.16951522246
ACH-000414,-1.38030379926
ACH-000415,-1.1515980329100002
ACH-000416,-1.31890194533
ACH-000420,-1.3689173051199999
ACH-000421,-1.24508804153
ACH-000424,-1.2418150435
ACH-000425,-1.29271321115
ACH-000426,-1.1455597637600001
ACH-000427,-1.4489428969299998
ACH-000433,-1.60030131373
ACH-000436,-1.23902899719
ACH-000444,-1.00896707599
ACH-000445,-1.14714187279
ACH-000448,-1.32803609134
ACH-000450,-1.0640513165799999
ACH-000452,-1.1883294415299999
ACH-000454,-1.10136092441
ACH-000458,-1.25242497014
ACH-000459,-0.505319888615
ACH-000460,-1.2689479717
ACH-000461,-1.21338992904
ACH-000463,-1.1019000214799999
ACH-000464,-1.4858538790399998
ACH-000466,-1.2292279931899999
ACH-000467,-1.2762443928
ACH-000468,-1.31745354481
ACH-000469,-1.3222448639700002
ACH-000470,-1.37660931752
ACH-000471,-1.17511727515
ACH-000472,-1.26383273156
ACH-000473,-1.29244487921
ACH-000475,-1.15027383873
ACH-000476,-1.45060579361
ACH-000477,-1.3278629563700002
ACH-000480,-1.0321664261599999
ACH-000481,-1.4071565259999999
ACH-000483,-1.21297130013
ACH-000484,-1.34974187213
ACH-000485,-1.11055396967
ACH-000486,-1.1631689008700001
ACH-000487,-1.46345918989
ACH-000488,-1.19847608837
ACH-000490,-1.07029609232
ACH-000491,-1.56754477799
ACH-000495,-1.172527583
ACH-000496,-1.5170903617200002
ACH-000499,-1.0482958181
ACH-000500,-1.19828187935
ACH-000502,-1.0589657319299999
ACH-000503,-0.701661661405
ACH-000505,-1.29512953457
ACH-000507,-1.20443807127
ACH-000510,-1.35597340845
ACH-000511,-1.11715224707
ACH-000512,-1.1880142081
ACH-000516,-1.43538673921
ACH-000517,-1.39103377794
ACH-000518,-1.0993423443700001
ACH-000520,-1.25320936349
ACH-000521,-1.5617018994
ACH-000522,-1.33225846205
ACH-000524,-1.5399634657700003
ACH-000527,-1.19206353252
ACH-000528,-1.1021743979
ACH-000537,-1.3800777734600003
ACH-000541,-1.12387903049
ACH-000542,-1.0844695607600001
ACH-000544,-1.06901945394
ACH-000545,-1.1267627652399999
ACH-000547,-1.40468586255
ACH-000548,-1.07043243011
ACH-000549,-1.05076744231
ACH-000550,-1.1547184679
ACH-000552,-1.2976896852
ACH-000556,-1.30098096815
ACH-000557,-1.718974354
ACH-000570,-1.32981427889
ACH-000571,-1.8455623859799999
ACH-000573,-1.28255740289
ACH-000576,-1.18041171442
ACH-000580,-1.5312611538299998
ACH-000584,-1.30776057876
ACH-000585,-1.13895366324
ACH-000588,-0.7223997015289999
ACH-000589,-1.09413237316
ACH-000591,-1.0070021894399999
ACH-000593,-1.0743188875399998
ACH-000600,-1.31185513678
ACH-000601,-1.17987198046
ACH-000604,-1.32807379112
ACH-000605,-1.54042460421
ACH-000606,-1.16687920915
ACH-000608,-1.55995964433
ACH-000614,-1.33102400611
ACH-000616,-1.0146293563600002
ACH-000618,-1.0321415146700001
ACH-000619,-1.0752755140799999
ACH-000620,-1.2062153183
ACH-000621,-1.10573305602
ACH-000622,-1.10971740487
ACH-000623,-1.13313622366
ACH-000624,-1.3308369980399999
ACH-000627,-1.04898248515
ACH-000630,-1.3153866784000001
ACH-000632,-1.2073706611900001
ACH-000633,-1.18966764968
ACH-000637,-0.845906914695
ACH-000638,-1.4272769222200001
ACH-000646,-1.43033177153
ACH-000647,-1.2309231839700001
ACH-000648,-1.21899268584
ACH-000649,-1.29924089764
ACH-000651,-1.3247087644700002
ACH-000652,-1.25104461615
ACH-000653,-1.37881312269
ACH-000657,-1.24407405871
ACH-000658,-1.41029429117
ACH-000661,-1.1791515649700002
ACH-000662,-1.46269287153
ACH-000663,-1.02513896191
ACH-000665,-1.36483568678
ACH-000671,-1.29777707375
ACH-000673,-1.2975271104600001
ACH-000676,-1.2225537897799998
ACH-000677,-1.17307603625
ACH-000681,-1.18533650685
ACH-000682,-0.995502678903
ACH-000683,-1.51714865416
ACH-000684,-1.22147549971
ACH-000688,-1.20880620086
ACH-000693,-1.12709549686
ACH-000694,-1.17096998259
ACH-000695,-1.2028082034
ACH-000696,-1.26247187599
ACH-000697,-1.23240751449
ACH-000699,-1.39522766322
ACH-000701,-1.2568909484100002
ACH-000706,-1.25669590696
ACH-000711,-1.1050130614700002
ACH-000713,-1.3802614068099999
ACH-000714,-1.11225673726
ACH-000718,-1.3458370535100002
ACH-000720,-1.32892982387
ACH-000721,-1.16902256263
ACH-000724,-1.38076771711
ACH-000725,-1.44574518137
ACH-000732,-1.07221214026
ACH-000734,-1.2495990105900001
ACH-000735,-1.1092891851
ACH-000736,-1.18023843828
ACH-000738,-1.1382421100799998
ACH-000746,-1.5145879133899998
ACH-000747,-1.3642105611300002
ACH-000748,-1.4504669584
ACH-000753,-1.25789547186
ACH-000756,-1.08535828687
ACH-000757,-1.4091856850100002
ACH-000758,-1.13831722497
ACH-000760,-1.42818710563
ACH-000763,-1.0437642842200001
ACH-000764,-1.4273668501499999
ACH-000765,-1.39725587643
ACH-000766,-1.45917691933
ACH-000767,-1.58154672209
ACH-000768,-1.00784759146
ACH-000769,-1.07558411623
ACH-000770,-1.3851889974200002
ACH-000771,-1.03640124775
ACH-000773,-1.2202626813600002
ACH-000776,-1.221870894
ACH-000777,-0.997654915638
ACH-000778,-1.1913200259999999
ACH-000781,-1.1763284621799999
ACH-000782,-1.25459803191
ACH-000783,-1.5673129527399998
ACH-000784,-1.24843643279
ACH-000785,-1.2921182834
ACH-000787,-1.3014556457100002
ACH-000788,-1.19028145954
ACH-000791,-1.3604330578200001
ACH-000792,-1.1394900274
ACH-000794,-1.2187791646600001
ACH-000796,-1.3927897186200002
ACH-000799,-1.18143622115
ACH-000800,-1.1767660637200001
ACH-000802,-1.1468997605
ACH-000804,-1.12190633854
ACH-000805,-1.11880375182
ACH-000809,-1.29335074808
ACH-000810,-1.18113340177
ACH-000811,-1.4230685468900002
ACH-000817,-1.0814995803899998
ACH-000819,-1.10474200656
ACH-000820,-1.55002687469
ACH-000821,-1.08648462815
ACH-000822,-1.5756295037999999
ACH-000823,-1.10146840999
ACH-000824,-1.5201996774000002
ACH-000827,-1.1696890977399999
ACH-000829,-1.5369563936200001
ACH-000831,-1.29158671022
ACH-000832,-1.09875137831
ACH-000833,-1.35439297559
ACH-000834,-1.15013034808
ACH-000835,-1.33961830467
ACH-000836,-1.3339699700399998
ACH-000837,-1.2555307377299998
ACH-000838,-1.2733649683200001
ACH-000839,-1.15850219925
ACH-000840,-1.63920207514
ACH-000841,-1.4074035712600002
ACH-000843,-1.25544353002
ACH-000846,-1.2896801074700002
ACH-000847,-1.2111329179
ACH-000848,-1.14989693903
ACH-000849,-1.30564144752
ACH-000851,-1.333025271
ACH-000855,-1.2977526252399998
ACH-000856,-1.23641938841
ACH-000858,-1.3523433635
ACH-000859,-0.9700173864049999
ACH-000861,-1.38546083312
ACH-000862,-1.2646382924500001
ACH-000865,-1.22809284668
ACH-000866,-1.17206495602
ACH-000867,-1.2164654619
ACH-000869,-1.4688098877899998
ACH-000872,-1.0867905812899998
ACH-000873,-1.0649682019700002
ACH-000876,-1.2062927377
ACH-000878,-1.17498126886
ACH-000880,-1.59853297462
ACH-000881,-1.13461299681
ACH-000882,-1.28860389996
ACH-000884,-1.20467921838
ACH-000885,-1.22644647517
ACH-000887,-1.23159104394
ACH-000888,-1.2151495911
ACH-000889,-1.1752272590200001
ACH-000890,-1.0714270797
ACH-000896,-1.17091152097
ACH-000898,-1.25579949186
ACH-000900,-1.47184120747
ACH-000901,-1.50051538576
ACH-000905,-1.2134985864299999
ACH-000906,-1.3821432109399998
ACH-000907,-1.1602582535100001
ACH-000910,-1.4418773922600001
ACH-000911,-1.3284075262200001
ACH-000912,-1.25342626815
ACH-000913,-1.4079909172100002
ACH-000915,-1.3948767917299998
ACH-000916,-1.6948587712
ACH-000917,-1.04818308707
ACH-000921,-1.30417928631
ACH-000924,-1.24805611145
ACH-000926,-1.64790839479
ACH-000928,-0.96525225234
ACH-000929,-1.21476867963
ACH-000932,-1.27522788011
ACH-000935,-1.043885089
ACH-000936,-1.0335659153299999
ACH-000937,-1.3867256141
ACH-000938,-1.19338032592
ACH-000939,-1.27657259441
ACH-000941,-1.15522967561
ACH-000943,-1.10807063081
ACH-000946,-1.18613984938
ACH-000947,-1.23304330379
ACH-000948,-1.1609369854
ACH-000950,-1.18875938589
ACH-000953,-1.23357123268
ACH-000957,-1.1761529078
ACH-000958,-1.13886084805
ACH-000960,-1.08027536584
ACH-000963,-1.3251960604100002
ACH-000968,-1.1082880984799999
ACH-000969,-1.25255822491
ACH-000973,-1.35195102849
ACH-000974,-1.3516897921000002
ACH-000975,-1.27040480251
ACH-000976,-1.13979716175
ACH-000978,-1.7345109507099998
ACH-000980,-1.3880622236500002
ACH-000984,-1.46607889635
ACH-000986,-1.15482912745
ACH-000988,-1.17682662425
ACH-000993,-1.36734275843
ACH-000994,-1.32004520056
ACH-000996,-1.32063612638
ACH-001001,-1.21921487688
ACH-001020,-1.22420823698
ACH-001028,-1.31371407016
ACH-001031,-0.978990363168
ACH-001038,-1.52818211575
ACH-001048,-1.17479650698
ACH-001050,-1.0316791516500001
ACH-001053,-1.14950140766
ACH-001054,-1.1798366619399998
ACH-001061,-1.32257945709
ACH-001067,-1.30258355001
ACH-001075,-1.0371029856
ACH-001096,-1.12600804119
ACH-001128,-1.11399061423
ACH-001134,-1.37640501982
ACH-001151,-1.3555885539599999
ACH-001163,-1.2450011573200002
ACH-001164,-0.946507386192
ACH-001173,-1.17604315125
ACH-001183,-1.07019084109
ACH-001184,-1.25128507458
ACH-001190,-1.15547024012
ACH-001192,-1.36391571049
ACH-001193,-1.1013864713600001
ACH-001196,-0.984085147773
ACH-001197,-0.994936199312
ACH-001205,-1.49440316718
ACH-001211,-1.3913900576700002
ACH-001212,-1.04599330687
ACH-001228,-1.18497266476
ACH-001232,-1.2299802438
ACH-001239,-1.3054709662000001
ACH-001274,-1.42621522095
ACH-001275,-1.40596705158
ACH-001277,-1.6052973639500001
ACH-001278,-1.2878909078799998
ACH-001280,-1.13243466927
ACH-001283,-1.3499390453
ACH-001289,-1.33027045514
ACH-001295,-1.30781446364
ACH-001300,-1.4235028951700002
ACH-001301,-1.49473689312
ACH-001302,-1.25920633577
ACH-001303,-1.8175500160900002
ACH-001306,-1.24577605873
ACH-001318,-1.26201117251
ACH-001322,-1.2487945624799999
ACH-001328,-1.09672742772
ACH-001332,-1.31331026996
ACH-001333,-1.12180890897
ACH-001336,-1.2583769588
ACH-001340,-1.03834338829
ACH-001346,-0.947588974957
ACH-001353,-1.30484542279
ACH-001354,-1.19714195424
ACH-001367,-1.3528680526499999
ACH-001368,-1.19712011032
ACH-001374,-1.2370793294
ACH-001375,-1.7371945443999999
ACH-001377,-1.16217101594
ACH-001380,-1.25158960048
ACH-001391,-1.7438666720700002
ACH-001407,-1.22764162027
ACH-001408,-1.00128475903
ACH-001413,-1.1940860148
ACH-001430,-1.5529055161200003
ACH-001431,-1.30192273454
ACH-001450,-1.17179691037
ACH-001496,-1.39330204991
ACH-001500,-1.32476023281
ACH-001521,-1.26353413756
ACH-001523,-0.7743691946369999
ACH-001532,-1.21421763852
ACH-001536,-1.2536592721200002
ACH-001550,-1.2170946124600002
ACH-001552,-1.5648888483399999
ACH-001554,-1.2927328647
ACH-001645,-1.3922890219
ACH-001654,-1.16428667295
ACH-001715,-1.44557309919
ACH-001735,-1.2967160304799998
ACH-001736,-1.33237644389
ACH-001737,-1.3670935672799998
ACH-001740,-0.98226456284
ACH-001745,-0.960041898405
ACH-001750,-1.36032123875
ACH-001765,-1.16352714144
ACH-001956,-1.2527196083399998
ACH-001957,-1.2441380475
