,DHDDS (79947)
ACH-000458,-1.16518082814
ACH-000459,-0.503063480905
ACH-000460,-1.42484437907
ACH-000461,-1.51126485549
ACH-000463,-1.27367059031
ACH-000464,-1.5326636685600001
ACH-000466,-1.4267604255500002
ACH-000467,-1.2848963727
ACH-000468,-1.58606167782
ACH-000469,-1.47783812977
ACH-000470,-1.74301251699
ACH-000471,-1.51906455677
ACH-000472,-1.6719718617500001
ACH-000473,-1.27931913258
ACH-000475,-1.30854279623
ACH-000476,-1.41049689474
ACH-000477,-1.1309406964
ACH-000480,-1.3138512426
ACH-000481,-1.50047298854
ACH-000483,-1.05198130956
ACH-000484,-1.4832726132700003
ACH-000485,-1.66338847409
ACH-000486,-1.27998925646
ACH-000487,-1.1666836116
ACH-000488,-1.2764507349
ACH-000490,-1.42900519947
ACH-000491,-1.25870277593
ACH-000495,-1.29849200593
ACH-000496,-1.38805831333
ACH-000499,-1.11324961006
ACH-000500,-1.7334115501499998
ACH-000502,-1.44140390403
ACH-000503,-1.14270939737
ACH-000505,-1.3341643601200002
ACH-000507,-1.44795900315
ACH-000510,-1.50176098025
ACH-000511,-1.3220007119200001
ACH-000512,-1.49106672574
ACH-000516,-1.41289918335
ACH-000517,-1.6177183665600001
ACH-000518,-1.62551414808
ACH-000520,-1.49253477372
ACH-000521,-1.43457269085
ACH-000522,-1.40477902166
ACH-000524,-1.56786595644
ACH-000527,-1.3126007450900001
ACH-000528,-1.34676437755
ACH-000537,-1.58769683266
ACH-000541,-1.80954846246
ACH-000542,-1.3276594942
ACH-000544,-1.3211133442799998
ACH-000545,-1.35447821898
ACH-000547,-0.8303150960979999
ACH-000548,-1.38952319349
ACH-000549,-1.17509722733
ACH-000550,-1.4667254935
ACH-000552,-1.53889458565
ACH-000556,-1.3710237657700002
ACH-000557,-2.0069840080700003
ACH-000570,-1.56999969319
ACH-000571,-1.98230648883
ACH-000573,-1.51542506294
ACH-000576,-1.5660085656600002
ACH-000580,-1.33683366425
ACH-000584,-1.4728456428299999
ACH-000585,-1.4749830105200001
ACH-000588,-1.3276391565799999
ACH-000589,-1.4139821738799998
ACH-000591,-1.4327672908700002
ACH-000593,-1.51075706941
ACH-000600,-1.83415971232
ACH-000601,-1.3709351844100002
ACH-000604,-1.4746996971200002
ACH-000605,-1.3587473270500001
ACH-000606,-1.13533736995
ACH-000608,-1.91539824583
ACH-000614,-1.3548442511399998
ACH-000616,-1.38045667121
ACH-000618,-1.4884919402399999
ACH-000619,-1.3648799096200002
ACH-000620,-1.6110854529700003
ACH-000621,-1.38279597187
ACH-000622,-1.3636472977399998
ACH-000623,-1.3156136827299998
ACH-000624,-1.24447708642
ACH-000627,-1.35339284349
ACH-000630,-1.52873539463
ACH-000632,-1.61786869396
ACH-000633,-1.5558544420200002
ACH-000637,-1.4433242951299998
ACH-000638,-1.25228394044
ACH-000646,-2.17004899732
ACH-000647,-1.6154919306600002
ACH-000648,-1.52782153129
ACH-000649,-1.09691085441
ACH-000651,-1.35151419791
ACH-000652,-1.5385307694400001
ACH-000653,-1.44550382474
ACH-000657,-1.34493739614
ACH-000658,-1.45219732101
ACH-000661,-1.146192471
ACH-000662,-1.52637753377
ACH-000663,-1.2170918633499999
ACH-000665,-1.2400293303799999
ACH-000671,-1.48864338945
ACH-000673,-1.30495606677
ACH-000676,-1.3944623653400001
ACH-000677,-1.6280504252899999
ACH-000681,-1.5205664200100002
ACH-000682,-1.39166943284
ACH-000683,-1.4183615213799998
ACH-000684,-1.0903479922700001
ACH-000688,-2.0119450817400004
ACH-000693,-1.6381389724700002
ACH-000694,-1.36598124821
ACH-000695,-1.6690207187700001
ACH-000696,-1.40109665954
ACH-000697,-1.46064642035
ACH-000699,-1.4613102739500001
ACH-000701,-1.34764054722
ACH-000706,-1.42947808434
ACH-000711,-1.37868593449
ACH-000713,-1.12166438734
ACH-000714,-1.61949308163
ACH-000718,-1.61080233449
ACH-000720,-1.48939281745
ACH-000721,-1.38419596565
ACH-000724,-1.98919894056
ACH-000725,-1.659081366
ACH-000732,-1.20747222186
ACH-000734,-1.39812323967
ACH-000735,-1.54834747891
ACH-000736,-1.60319736893
ACH-000738,-1.33151623156
ACH-000746,-1.92560737523
ACH-000747,-1.2150667039
ACH-000748,-1.06397661097
ACH-000753,-1.40827503602
ACH-000756,-1.35916257522
ACH-000757,-1.41898474252
ACH-000758,-1.39605541215
ACH-000760,-1.2478271627
ACH-000763,-1.4375953312099998
ACH-000764,-1.55549054701
ACH-000765,-1.18955215892
ACH-000766,-1.46034356468
ACH-000767,-1.4931366181799999
ACH-000768,-1.09811551284
ACH-000769,-1.3255200921999999
ACH-000770,-1.3498156578600002
ACH-000771,-1.31256147389
ACH-000773,-1.59733395841
ACH-000776,-1.44991060839
ACH-000777,-1.6516295643399999
ACH-000778,-1.74564978432
ACH-000781,-1.5012325685499999
ACH-000782,-1.4703127739200001
ACH-000783,-1.7793333996
ACH-000784,-1.48770638098
ACH-000785,-2.0783641403599997
ACH-000787,-1.37847198342
ACH-000788,-1.42020421119
ACH-000791,-1.43804871129
ACH-000792,-1.5215608373299998
ACH-000794,-1.35074242285
ACH-000796,-1.5624782063
ACH-000799,-1.4466541997
ACH-000800,-1.05531716093
ACH-000802,-1.47306964759
ACH-000804,-1.54926001234
ACH-000805,-1.36322400042
ACH-000809,-1.3263876035
ACH-000810,-1.14667312397
ACH-000811,-1.7568479560799999
ACH-000817,-1.21987647605
ACH-000819,-1.4016476082499998
ACH-000820,-1.54999454937
ACH-000821,-1.37468363277
ACH-000822,-1.6951788442200002
ACH-000823,-1.2185630041
ACH-000824,-1.1429446047299998
ACH-000827,-1.22888280678
ACH-000829,-1.6865437503799998
ACH-000831,-1.50950943188
ACH-000832,-1.15567228672
ACH-000833,-1.24116802377
ACH-000834,-1.28139083157
ACH-000835,-1.2604966660299999
ACH-000836,-1.8520266996799999
ACH-000837,-1.4895169049
ACH-000838,-1.41999193501
ACH-000839,-1.22968183522
ACH-000840,-1.2968370205
ACH-000841,-1.5492701766699999
ACH-000843,-1.20662846941
ACH-000846,-1.41447610488
ACH-000847,-1.13971050625
ACH-000848,-1.34643447227
ACH-000849,-1.2910548509200002
ACH-000851,-1.13969682674
ACH-000855,-1.5034686199599998
ACH-000856,-1.70271385857
ACH-000858,-1.42668357762
ACH-000859,-1.5165863762399998
ACH-000861,-1.22480977052
ACH-000862,-1.5007577480399998
ACH-000865,-1.34740944006
ACH-000866,-1.45262339196
ACH-000867,-1.5711517368599999
ACH-000869,-1.74464508031
ACH-000872,-1.3138233080500001
ACH-000873,-1.28470264878
ACH-000876,-1.4336766087600001
ACH-000878,-1.1988866091600001
ACH-000880,-1.4824047019600002
ACH-000881,-1.39039871939
ACH-000882,-1.20623701639
ACH-000884,-1.5034358742299998
ACH-000885,-1.5084224208700001
ACH-000887,-1.5136310095200003
ACH-000888,-1.6271309958200002
ACH-000889,-1.66945634709
ACH-000890,-1.5336364690600002
ACH-000896,-1.3974275091600001
ACH-000898,-1.37579463375
ACH-000900,-1.3903744115799999
ACH-000901,-1.4686541183500001
ACH-000905,-1.15798225691
ACH-000906,-1.3916454666
ACH-000907,-1.1770403366600002
ACH-000910,-1.4599586846700001
ACH-000911,-1.37460857515
ACH-000912,-1.3657600421399998
ACH-000913,-1.4346739930599999
ACH-000915,-1.27508151534
ACH-000916,-1.08926937375
ACH-000917,-1.2403780391299999
ACH-000921,-1.37612312417
ACH-000924,-1.60205186046
ACH-000926,-1.6311327093399999
ACH-000928,-1.18487537874
ACH-000929,-1.4815003459399998
ACH-000932,-1.32649380388
ACH-000935,-1.3016324885500001
ACH-000936,-1.52576252289
ACH-000937,-1.5522547191799998
ACH-000938,-1.49055395632
ACH-000939,-1.2432785324299997
ACH-000941,-1.7280124352400001
ACH-000943,-1.335114625
ACH-000946,-1.4099898970500002
ACH-000947,-1.3398636455700002
ACH-000948,-1.235072544
ACH-000950,-1.4590683926199999
ACH-000953,-1.4724484636200001
ACH-000957,-1.4391719459399999
ACH-000958,-1.40313411033
ACH-000960,-1.36958663676
ACH-000963,-1.15372767771
ACH-000968,-1.25097115732
ACH-000969,-1.3965857842899998
ACH-000973,-1.27832780905
ACH-000974,-1.21187411229
ACH-000975,-1.4740881283
ACH-000976,-1.4518934425299999
ACH-000978,-1.16396937704
ACH-000980,-1.4996853256799998
ACH-000984,-1.19045687562
ACH-000986,-1.27550819709
ACH-000988,-1.2832587733299998
ACH-000993,-1.5710255224
ACH-000994,-1.5450805782400001
ACH-000996,-1.70982801195
ACH-001001,-1.39087963549
ACH-001020,-1.34477501102
ACH-001028,-1.45818141231
ACH-001031,-1.44130163603
ACH-001038,-1.2638282379
ACH-001048,-1.3467673201700001
ACH-001050,-1.43994629227
ACH-001053,-1.24922259897
ACH-001054,-1.20490753674
ACH-001061,-1.21386232108
ACH-001067,-1.43396761236
ACH-001075,-1.7332026391900004
ACH-001096,-1.3273668599700001
ACH-001128,-1.93562473192
ACH-001134,-1.19085958778
ACH-001151,-1.4774338380599998
ACH-001163,-1.3421961159399998
ACH-001164,-1.4800993149700001
ACH-001173,-1.28119560904
ACH-001183,-1.52559842058
ACH-001184,-1.2711545178700001
ACH-001190,-1.7443002134
ACH-001192,-1.13881270689
ACH-001193,-1.3920271609900001
ACH-001196,-1.35003256204
ACH-001197,-1.7420150929099998
ACH-001205,-1.6461417230500002
ACH-001211,-1.4219091662299999
ACH-001212,-1.3200744691700002
ACH-001228,-1.42288859808
ACH-001232,-1.25142921251
ACH-001239,-1.27991520302
ACH-001274,-1.30888080725
ACH-001275,-1.4651687472100001
ACH-001277,-0.994724965256
ACH-001278,-1.26728141537
ACH-001280,-1.4650448653600001
ACH-001283,-1.5485214113899999
ACH-001289,-1.37829413542
ACH-001295,-1.06914113831
ACH-001300,-1.31091542255
ACH-001301,-1.5624940654100001
ACH-001302,-1.30132706094
ACH-001303,-1.46794547639
ACH-001306,-1.5689317485299998
ACH-001318,-1.1173840222
ACH-001322,-1.7862489150599998
ACH-001328,-1.34799636224
ACH-001332,-1.42475399432
ACH-001333,-1.15618731554
ACH-001336,-1.35454002627
ACH-001340,-1.24480722852
ACH-001346,-1.29871230933
ACH-001353,-1.5502616312900002
ACH-001354,-1.53654149009
ACH-001367,-1.27529763215
ACH-001368,-1.29786871613
ACH-001374,-1.35236391099
ACH-001375,-1.5377605156099998
ACH-001377,-1.8227644705900001
ACH-001380,-1.4388030015399997
ACH-001391,-2.00803553144
ACH-001407,-1.3776485911899998
ACH-001408,-1.19135857465
ACH-001413,-1.4679652421399998
ACH-001430,-1.8771348511500001
ACH-001431,-1.31446607488
ACH-001450,-1.59878929218
ACH-001496,-1.5521527750100002
ACH-001500,-1.3820209500799998
ACH-001521,-1.77430842148
ACH-001523,-1.32884519974
ACH-001532,-1.29571571441
ACH-001536,-1.574559585
ACH-001550,-1.5495857081
ACH-001552,-1.72346186587
ACH-001554,-1.45232971825
ACH-001645,-1.09063372668
ACH-001654,-1.514385701
ACH-001715,-1.32657368748
ACH-001735,-1.40657249324
ACH-001736,-1.36544642826
ACH-001737,-1.33380867059
ACH-001740,-1.3108941857799998
ACH-001745,-1.39239618436
ACH-001750,-1.64162227974
ACH-001765,-1.36719300165
ACH-001956,-1.57668641414
ACH-001957,-1.48205644362
